criterion_id,a_correctness,a_scaffolding,b,n_persons,a_se_approx
tb_0017_c09,1.236995,0.0,5.497053,78,0.9172
tb_0017_c10,0.558851,0.0,1.943876,81,0.214664
tb_0017_c11,0.565271,0.0,2.837926,79,0.303651
tb_0017_c13,1.253416,0.0,5.452928,77,0.893967
tb_0017_c15,5.838616,0.0,18.772997,82,4.489745
tb_0017_c18,1.813904,0.0,5.213893,81,0.850666
tb_0017_c19,0.794774,0.0,3.186822,82,0.379843
tb_0018_c01,1.270439,0.0,2.325944,82,0.395677
tb_0018_c02,1.528211,0.0,3.017905,82,0.516079
tb_0018_c03,0.81969,2.869808,6.115065,81,0.567481
tb_0018_c04,5.838616,0.0,18.772997,82,4.489745
tb_0019_c01,1.113017,0.0,1.758358,81,0.32302
tb_0019_c02,0.937562,0.0,1.705826,82,0.270721
tb_0019_c03,1.528494,0.0,0.593377,76,0.384662
tb_0019_c04,1.436347,0.0,5.149909,82,0.780021
tb_0019_c05,0.803197,0.0,3.197551,82,0.382675
tb_0019_c06,0.33436,0.0,2.578042,82,0.237112
tb_0019_c07,0.33436,0.0,2.578042,82,0.237112
tb_0019_c08,0.490101,0.0,3.199602,82,0.334191
tb_0019_c09,0.490101,0.0,3.199602,82,0.334191
tb_0019_c10,1.587115,0.0,0.785033,82,0.38356
tb_0019_c11,0.623079,0.0,2.331515,82,0.25551
tb_0019_c12,1.287478,0.0,5.667559,82,0.933058
tb_0020_c02,5.838616,0.0,18.772997,82,4.489745
tb_0020_c06,0.39857,0.0,1.332712,81,0.158046
tb_0020_c07,0.399018,0.0,1.788916,82,0.181885
tb_0020_c08,0.412271,0.0,2.060028,82,0.201981
tb_0020_c09,0.326102,0.0,2.375672,82,0.21715
tb_0020_c11,0.412271,0.0,2.060028,82,0.201981
tb_0020_c13,0.742789,-1.45667,-1.899771,80,0.200721
tb_0021_c01,1.485696,0.0,2.576609,82,0.472074
tb_0021_c02,1.055737,0.0,1.109242,81,0.264531
tb_0021_c03,5.360857,-1.23402,18.314471,82,4.771666
tb_0021_c05,0.984331,0.0,0.4889,82,0.22162
tb_0021_c06,2.415779,0.0,3.739507,82,0.852441
tb_0021_c07,-0.164208,0.0,3.923697,82,0.367092
tb_0022_c02,2.657229,0.0,5.845195,81,1.03397
tb_0022_c03,1.287478,0.0,5.667559,82,0.933058
tb_0022_c04,1.287478,0.0,5.667559,82,0.933058
tb_0022_c06,1.436347,0.0,5.149909,82,0.780021
tb_0023_c02,0.512855,0.0,1.439726,81,0.177603
tb_0023_c03,1.287478,0.0,5.667559,82,0.933058
tb_0024_c04,1.105374,0.0,3.075627,81,0.427782
tb_0024_c05,1.077941,0.089263,1.017766,78,0.269133
tb_0024_c06,1.305145,0.0,2.922951,82,0.453655
tb_0024_c10,0.145421,0.0,1.350739,81,0.136919
tb_0025_c01,0.903521,0.0,4.119134,81,0.552272
tb_0025_c04,0.39136,0.0,1.560735,82,0.167827
tb_0025_c05,-0.016474,0.0,2.976413,81,0.245766
tb_0025_c06,-0.167567,0.0,1.853131,80,0.154175
tb_0025_c07,0.912856,-0.481054,4.2823,81,0.562807
tb_0025_c11,-0.00257,0.0,4.3724,80,0.480862
tb_0025_c12,0.0,-0.001446,2.970414,82,0.60368
tb_0026_c02,1.380362,0.0,4.100715,82,0.602838
tb_0026_c03,0.594819,0.0,4.452066,82,0.610049
tb_0026_c04,5.838616,0.0,18.772997,82,4.489745
tb_0026_c12,0.909806,0.0,4.153836,82,0.559248
tb_0026_c14,1.444452,0.0,3.595566,82,0.551844
tb_0027_c07,5.838616,0.0,18.772997,82,4.489745
tb_0028_c02,1.039637,0.0,3.534206,82,0.467838
tb_0028_c04,0.81495,0.0,-1.127665,77,0.177598
tb_0028_c05,0.261131,0.0,4.233294,81,0.49257
tb_0028_c07,0.345066,0.0,2.822432,82,0.264615
tb_0028_c08,0.969849,0.0,3.132849,81,0.406473
tb_0028_c09,1.528864,0.0,5.326981,81,0.825605
tb_0028_c10,0.537982,0.0,2.786908,76,0.290421
tb_0028_c11,5.837935,0.0,18.770708,78,4.491812
tb_0029_c02,0.931854,0.0,0.386397,82,0.207676
tb_0029_c03,1.575409,0.0,1.996886,82,0.458262
tb_0029_c04,4.258097,-3.553196,14.295537,82,4.062769
tb_0030_c01,0.725913,0.0,1.507276,72,0.232146
tb_0030_c04,1.183085,0.0,1.779347,82,0.334249
tb_0030_c07,1.602764,0.0,4.906232,80,0.770024
tb_0030_c08,0.584174,0.0,2.725647,73,0.304606
tb_0031_c01,0.714201,0.0,1.201327,81,0.197774
tb_0031_c02,0.446384,0.0,2.406229,82,0.235181
tb_0031_c04,0.820191,0.0,-0.307702,80,0.174987
tb_0031_c05,0.401974,0.0,2.594445,82,0.247401
tb_0031_c06,1.226901,0.0,3.526847,82,0.500774
tb_0031_c08,0.697282,0.0,0.072748,77,0.161284
tb_0031_c09,-0.07226,0.0,1.00705,81,0.120048
tb_0031_c10,0.415113,0.0,3.583035,82,0.384231
tb_0031_c11,0.820799,0.0,1.621189,77,0.244972
tb_0031_c12,0.678498,0.0,2.993829,81,0.340948
tb_0031_c13,-0.127202,0.0,1.913969,81,0.154859
tb_0032_c02,0.96712,0.0,2.89796,82,0.376823
tb_0032_c03,0.823946,0.0,2.72159,82,0.329817
tb_0032_c04,5.838616,0.0,18.772997,82,4.489745
tb_0032_c05,0.701422,0.0,-0.30759,81,0.156113
tb_0032_c06,0.0,-0.972234,2.780282,79,0.60238
tb_0033_c01,1.696047,0.0,0.674581,82,0.409122
tb_0033_c02,5.153624,0.0,5.705424,81,3.783504
tb_0033_c03,5.838389,0.0,18.772235,81,4.490433
tb_0034_c01,0.794774,0.0,3.186822,82,0.379843
tb_0034_c02,0.617055,0.0,4.427922,81,0.614061
tb_0034_c05,0.706303,0.0,1.222048,82,0.197252
tb_0034_c07,4.237188,0.0,11.643466,82,3.935864
tb_0035_c01,1.01087,0.0,0.939011,80,0.246512
tb_0035_c02,0.793327,0.0,2.472845,81,0.30043
tb_0036_c01,0.918011,0.0,-1.17682,76,0.192351
tb_0036_c02,1.287478,0.0,5.667559,82,0.933058
tb_0036_c05,2.387073,0.0,5.584975,82,0.956468
tb_0036_c09,1.287478,0.0,5.667559,82,0.933058
tb_0036_c10,1.287478,0.0,5.667559,82,0.933058
tb_0037_c01,1.192048,0.0,4.155386,82,0.582802
tb_0038_c01,0.496387,0.0,2.639908,82,0.265425
tb_0038_c02,0.706236,0.0,2.595518,82,0.295013
tb_0038_c03,5.838616,0.0,18.772997,82,4.489745
tb_0038_c04,1.189129,0.0,1.726912,81,0.33271
tb_0038_c05,1.287478,0.0,5.667559,82,0.933058
tb_0039_c02,0.415113,0.0,3.583035,82,0.384231
tb_0039_c03,1.19235,0.0,-0.024539,75,0.263241
tb_0039_c04,1.34403,0.0,1.758776,81,0.378183
tb_0039_c05,1.185304,0.0,3.461822,82,0.484855
tb_0039_c06,0.868342,0.0,3.201157,80,0.402472
tb_0039_c09,0.206928,-0.206333,1.50621,79,0.164771
tb_0040_c01,0.633786,0.0,0.64547,80,0.165485
tb_0040_c02,1.029197,1.56847,4.447075,81,0.603874
tb_0040_c03,0.644386,0.0,0.413023,79,0.165307
tb_0040_c04,0.610503,0.0,3.742388,82,0.443908
tb_0041_c02,1.27202,0.0,0.906379,81,0.30886
tb_0041_c03,0.594819,0.0,4.452066,82,0.610049
tb_0041_c04,0.415113,0.0,3.583035,82,0.384231
tb_0041_c05,1.653329,0.0,0.50333,82,0.389843
tb_0041_c07,1.464138,0.0,0.175599,82,0.325782
tb_0042_c01,5.838616,0.0,18.772997,82,4.489745
tb_0042_c02,0.909806,0.0,4.153836,82,0.559248
tb_0042_c03,0.81768,0.0,2.714399,82,0.327867
tb_0042_c04,0.82102,0.0,2.948554,82,0.3544
tb_0042_c06,0.37549,0.0,2.052939,82,0.196928
tb_0042_c07,0.661758,0.0,2.192894,82,0.250414
tb_0042_c10,0.0,-0.836928,2.554913,81,0.537
tb_0043_c02,0.594819,0.0,4.452066,82,0.610049
tb_0043_c03,1.235394,0.0,0.393255,81,0.277051
tb_0043_c04,1.356638,0.0,4.641904,81,0.890636
tb_0043_c05,1.98019,0.0,2.043586,82,0.58835
tb_0043_c06,1.283628,0.0,-2.354362,78,0.272917
tb_0043_c08,1.02794,1.179915,2.810207,82,0.358115
tb_0044_c01,0.438074,0.0,2.224723,82,0.21824
tb_0044_c02,2.022028,0.0,5.298979,82,0.885561
tb_0044_c03,2.022028,0.0,5.298979,82,0.885561
tb_0044_c04,4.520029,0.0,11.412636,82,3.920146
tb_0044_c05,0.572503,0.0,1.382443,82,0.182942
tb_0044_c06,1.650629,0.0,4.233452,82,0.666964
tb_0045_c06,2.863382,3.911401,11.402651,82,4.114581
tb_0045_c09,0.909806,0.0,4.153836,82,0.559248
tb_0045_c11,0.594819,0.0,4.452066,82,0.610049
tb_0045_c12,0.824173,0.0,3.562734,82,0.440069
tb_0045_c13,0.515313,0.0,2.00556,80,0.220539
tb_0046_c01,0.788944,0.0,1.597797,82,0.232798
tb_0046_c02,0.973444,0.0,0.906662,82,0.235595
tb_0046_c03,0.953478,0.0,1.117404,82,0.241082
tb_0046_c04,0.401817,0.006861,1.787813,82,0.19105
tb_0046_c05,5.838616,0.0,18.772997,82,4.489745
tb_0046_c06,1.172632,0.0,4.121016,82,0.574915
tb_0046_c08,0.135398,0.0,2.857573,82,0.244753
tb_0047_c04,1.287335,0.0,5.66721,81,0.933383
tb_0047_c07,0.608204,0.0,3.738628,81,0.445318
tb_0047_c08,1.287335,0.0,5.66721,81,0.933383
tb_0047_c10,0.59975,0.0,1.28568,81,0.183843
tb_0048_c01,5.838616,0.0,18.772997,82,4.489745
tb_0048_c03,0.839641,0.0,0.669595,82,0.199082
tb_0048_c04,0.850225,0.0,2.199911,82,0.287278
tb_0048_c05,2.856489,0.0,6.050009,82,1.035824
tb_0048_c06,1.880015,0.0,3.275722,82,0.631608
tb_0048_c08,1.307638,0.0,3.143206,82,0.475249
tb_0048_c10,0.700442,0.0,1.427125,81,0.207998
tb_0049_c01,0.889742,0.0,-0.662742,81,0.182705
tb_0049_c02,1.547266,0.0,5.384677,82,0.830397
tb_0049_c03,0.985461,0.0,4.28039,82,0.59008
tb_0049_c04,4.520029,0.0,11.412636,82,3.920146
tb_0049_c06,0.621987,0.0,1.742725,82,0.211141
tb_0050_c03,1.665763,0.0,1.756101,81,0.472915
tb_0050_c04,1.58939,0.0,-0.043155,81,0.353992
tb_0050_c06,1.168521,0.0,1.687056,80,0.326536
tb_0050_c08,5.838616,0.0,18.772997,82,4.489745
tb_0051_c01,1.04037,0.0,0.71711,80,0.243608
tb_0051_c02,1.332807,0.0,1.078935,82,0.330517
tb_0051_c04,0.59005,0.0,4.434762,81,0.606074
tb_0051_c05,1.783616,0.0,-2.26191,80,0.397703
tb_0051_c06,1.357812,0.0,-0.246436,81,0.288677
tb_0052_c02,0.425151,0.0,1.095041,80,0.156402
tb_0052_c03,5.838616,0.0,18.772997,82,4.489745
tb_0052_c05,1.625239,0.0,4.189299,82,0.656933
tb_0052_c06,0.943317,0.0,2.86718,82,0.368716
tb_0052_c07,1.322461,0.0,1.404889,81,0.347812
tb_0052_c08,1.40077,0.0,0.651007,80,0.330896
tb_0052_c09,5.733935,0.0,18.360946,80,4.51981
tb_0053_c01,1.287478,0.0,5.667559,82,0.933058
tb_0053_c03,4.237188,0.0,11.643466,82,3.935864
tb_0053_c04,1.452491,-0.853641,2.498557,81,0.460283
tb_0053_c05,0.767916,0.0,-0.098482,81,0.169633
tb_0053_c06,0.0,-0.818848,1.824162,82,0.408947
tb_0053_c09,0.521522,0.0,-0.603937,81,0.134674
tb_0053_c10,5.838616,0.0,18.772997,82,4.489745
tb_0054_c02,1.058154,0.0,-0.031529,82,0.22245
tb_0054_c03,0.944283,0.0,-0.833892,82,0.190932
tb_0054_c04,0.594819,0.0,4.452066,82,0.610049
tb_0054_c05,1.271546,0.0,2.498714,82,0.409351
tb_0055_c03,0.385424,0.0,1.017033,82,0.143358
tb_0055_c05,0.582829,0.504752,2.874645,82,0.299151
tb_0055_c08,0.321562,0.0,2.576583,82,0.235421
tb_0056_c01,1.380706,0.0,1.745132,81,0.385204
tb_0056_c02,1.718461,0.0,3.761425,82,0.623663
tb_0056_c03,1.454651,0.0,1.580295,80,0.398362
tb_0056_c04,0.993056,0.0,0.847308,80,0.24024
tb_0056_c06,1.037332,0.0,1.089033,80,0.261297
tb_0056_c07,0.408786,0.0,3.556403,80,0.380051
tb_0057_c02,0.617055,0.0,4.427922,81,0.614061
tb_0057_c03,0.595238,0.0,1.096124,76,0.176686
tb_0057_c04,1.448422,0.669698,5.893144,82,1.121693
tb_0057_c05,0.537885,0.0,2.91951,82,0.303784
tb_0057_c06,0.888639,0.0,2.280415,81,0.324376
tb_0057_c07,0.720547,0.0,1.474207,78,0.215627
tb_0057_c08,1.204914,0.0,-0.17978,82,0.251553
tb_0057_c10,0.620771,0.0,2.010664,82,0.2292
tb_0058_c01,1.279383,0.0,2.172961,82,0.386707
tb_0058_c02,1.261019,0.0,-1.14567,76,0.263755
tb_0058_c03,1.270439,0.0,2.325944,82,0.395677
tb_0058_c04,1.403409,0.0,1.686001,82,0.38701
tb_0058_c05,5.360857,-1.23402,18.314471,82,4.771666
tb_0058_c07,0.594819,0.0,4.452066,82,0.610049
tb_0059_c01,2.394276,0.0,3.642327,81,0.844669
tb_0059_c02,0.594819,0.0,4.452066,82,0.610049
tb_0059_c03,1.285146,0.0,0.92344,82,0.310043
tb_0059_c04,1.380706,0.0,1.745132,81,0.385204
tb_0059_c06,2.058739,-0.408798,3.873852,82,0.730275
tb_0059_c07,0.783637,0.0,1.988378,82,0.257533
tb_0059_c08,1.241597,0.0,3.550052,82,0.506428
tb_0059_c09,1.118168,0.0,4.026092,82,0.552988
tb_0059_c10,0.961718,0.0,2.314542,82,0.320618
tb_0060_c01,0.608483,0.0,0.462833,81,0.155574
tb_0060_c02,1.305323,0.0,2.043324,82,0.384396
tb_0061_c02,0.594819,0.0,4.452066,82,0.610049
tb_0061_c03,0.594819,0.0,4.452066,82,0.610049
tb_0061_c04,1.743071,0.0,5.212185,82,0.828675
tb_0061_c05,1.495231,0.0,2.241272,82,0.451468
tb_0061_c06,1.294789,0.0,-0.274027,81,0.271127
tb_0061_c07,0.0,0.522679,3.345115,80,0.689492
tb_0062_c01,2.105459,0.0,-4.978533,81,0.533748
tb_0062_c02,1.118168,0.0,4.026092,82,0.552988
tb_0062_c05,0.610503,0.0,3.742388,82,0.443908
tb_0063_c01,0.625223,0.0,-0.230039,77,0.152171
tb_0063_c03,1.971071,0.0,3.631872,82,0.675199
tb_0063_c04,1.483894,0.0,2.397927,82,0.45903
tb_0063_c05,1.200118,0.0,2.846192,80,0.433323
tb_0063_c06,1.31673,0.0,1.819192,80,0.375093
tb_0063_c08,0.551009,0.0,2.927946,81,0.308875
tb_0063_c10,0.610503,0.0,3.742388,82,0.443908
tb_0065_c01,1.743071,0.0,5.212185,82,0.828675
tb_0065_c02,5.838616,0.0,18.772997,82,4.489745
tb_0065_c03,5.838616,0.0,18.772997,82,4.489745
tb_0065_c04,5.838616,0.0,18.772997,82,4.489745
tb_0065_c05,1.743071,0.0,5.212185,82,0.828675
tb_0065_c08,0.0,-0.298274,2.565525,82,0.516655
tb_0066_c02,0.633516,0.0,1.298722,82,0.188501
tb_0067_c02,1.287478,0.0,5.667559,82,0.933058
tb_0067_c04,1.911726,0.0,2.155592,82,0.57628
tb_0067_c06,1.055177,0.0,0.60468,81,0.24215
tb_0068_c02,4.237188,0.0,11.643466,82,3.935864
tb_0068_c04,5.838616,0.0,18.772997,82,4.489745
tb_0069_c07,0.676391,0.0,0.55918,81,0.167744
tb_0069_c09,0.969043,0.0,3.324711,76,0.435973
tb_0069_c11,1.155797,0.306094,3.08209,81,0.435999
tb_0069_c13,1.547266,0.0,5.384677,82,0.830397
tb_0069_c14,0.164383,0.0,2.408401,82,0.203746
tb_0069_c17,1.287478,0.0,5.667559,82,0.933058
tb_0070_c01,0.836281,0.0,2.186455,82,0.283316
tb_0070_c02,0.837299,0.0,1.757827,82,0.252557
tb_0070_c03,1.547266,0.0,5.384677,82,0.830397
tb_0070_c04,1.743071,0.0,5.212185,82,0.828675
tb_0070_c05,1.547266,0.0,5.384677,82,0.830397
tb_0070_c06,1.743071,0.0,5.212185,82,0.828675
tb_0070_c08,0.824173,0.0,3.562734,82,0.440069
tb_0071_c01,0.664737,0.0,2.775328,82,0.307009
tb_0071_c04,0.887709,0.0,-1.594371,79,0.18939
tb_0072_c01,0.538235,0.0,1.629903,79,0.196059
tb_0072_c04,0.97761,0.0,-0.395966,82,0.200066
tb_0072_c05,0.870279,0.0,3.628703,82,0.457029
tb_0072_c06,0.622026,0.0,3.754941,82,0.447961
tb_0072_c07,0.586991,0.0,2.67773,81,0.283581
tb_0072_c08,0.434844,0.0,2.854112,82,0.280571
tb_0072_c09,1.448422,0.669698,5.893144,82,1.121693
tb_0073_c01,2.35785,0.0,3.435113,82,0.828089
tb_0073_c02,1.330385,0.0,1.915883,82,0.382373
tb_0073_c03,5.360857,-1.23402,18.314471,82,4.771666
tb_0073_c06,2.377175,0.0,3.238886,82,0.834627
tb_0074_c05,0.508756,0.0,1.693455,82,0.190512
tb_0074_c08,1.029399,0.0,1.156657,82,0.259962
tb_0074_c09,0.931304,0.0,0.289289,82,0.204759
tb_0075_c02,0.887402,0.0,1.542341,82,0.249735
tb_0075_c03,4.766529,-1.083099,12.178684,82,3.896034
tb_0075_c05,0.909806,0.0,4.153836,82,0.559248
tb_0076_c01,1.313192,0.0,-0.696215,81,0.271711
tb_0076_c03,0.594819,0.0,4.452066,82,0.610049
tb_0077_c02,6.371618,2.447855,18.027907,79,4.684013
tb_0077_c03,1.694657,-0.008675,5.074564,80,0.815449
tb_0077_c07,0.0,-0.381236,2.012442,82,0.41628
tb_0078_c02,0.33522,0.0,1.278102,82,0.148361
tb_0078_c03,0.579783,0.0,1.093005,82,0.17094
tb_0078_c05,4.237188,0.0,11.643466,82,3.935864
tb_0078_c17,0.840915,0.0,1.173299,82,0.220319
tb_0079_c01,1.380362,0.0,4.100715,82,0.602838
tb_0079_c02,1.008922,0.0,2.650969,81,0.368944
tb_0079_c03,0.870279,0.0,3.628703,82,0.457029
tb_0079_c04,0.995921,0.710421,2.795839,82,0.360841
tb_0079_c05,0.989203,0.0,3.170769,82,0.412095
tb_0079_c06,0.805869,0.0,0.855748,82,0.199645
tb_0079_c07,0.978389,0.0,3.120898,80,0.407308
tb_0079_c08,0.935495,0.0,2.857182,82,0.366075
tb_0079_c09,0.622244,0.0,1.340495,80,0.189279
tb_0079_c10,0.701245,0.0,0.701417,81,0.176539
tb_0079_c11,0.75204,0.0,1.687638,81,0.232471
tb_0080_c02,0.779707,0.0,1.360995,82,0.217737
tb_0080_c03,1.300805,0.0,-0.329532,82,0.271291
tb_0080_c04,0.691829,0.0,0.249083,82,0.162001
tb_0080_c05,1.544004,0.0,-2.83454,82,0.334312
tb_0080_c06,0.786772,0.0,1.047886,82,0.204031
tb_0080_c09,0.787187,0.508844,1.731215,82,0.234766
tb_0080_c10,0.431457,0.0,1.56334,82,0.172765
tb_0080_c12,0.893987,0.0,-0.165911,82,0.187864
tb_0081_c01,1.568921,0.0,-2.743842,82,0.339022
tb_0081_c07,0.748286,0.0,2.071999,81,0.257006
tb_0081_c09,0.932827,0.0,4.094647,80,0.554692
tb_0081_c10,1.296433,0.0,1.458129,82,0.343222
tb_0082_c01,1.896713,0.0,1.10311,82,0.48847
tb_0082_c02,1.575409,0.0,1.996886,82,0.458262
tb_0082_c03,1.246098,0.0,2.137741,82,0.375435
tb_0082_c04,0.927785,0.0,2.847384,82,0.363483
tb_0082_c05,2.966673,0.0,0.381037,82,0.874325
tb_0082_c06,1.819912,0.0,1.556877,81,0.503714
tb_0083_c01,0.271296,0.0,2.816387,82,0.254751
tb_0083_c03,0.689993,-0.453395,1.81197,82,0.236191
tb_0083_c07,1.057663,0.0,0.404094,79,0.238609
tb_0084_c02,0.625428,0.0,1.196585,82,0.182442
tb_0084_c06,1.287478,0.0,5.667559,82,0.933058
tb_0084_c07,2.38707,0.0,5.58497,81,0.956474
tb_0085_c05,0.870279,0.0,3.628703,82,0.457029
tb_0086_c01,1.483503,0.0,2.708798,81,0.481076
tb_0087_c01,1.317184,0.0,2.939297,82,0.457969
tb_0088_c01,1.287478,0.0,5.667559,82,0.933058
tb_0088_c02,0.749857,0.0,0.565029,81,0.1808
tb_0088_c03,0.982061,0.0,0.285928,82,0.214807
tb_0088_c04,1.641823,0.0,-0.950165,81,0.354929
tb_0088_c05,0.958953,0.0,2.88734,82,0.37403
tb_0088_c06,1.262491,0.0,0.047403,82,0.270596
tb_0088_c09,0.694854,0.0,0.327993,82,0.164211
tb_0089_c01,1.841348,0.0,3.168317,81,0.614812
tb_0089_c02,0.917384,1.112644,2.45575,82,0.30208
tb_0089_c03,0.464503,0.0,0.843581,82,0.146462
tb_0089_c04,1.08348,0.373825,2.740716,82,0.381047
tb_0090_c01,5.838616,0.0,18.772997,82,4.489745
tb_0090_c02,0.273342,0.0,0.709568,82,0.12433
tb_0090_c03,0.604528,0.0,0.35451,82,0.151608
tb_0090_c04,0.321727,0.0,1.345933,81,0.150668
tb_0090_c05,4.237188,0.0,11.643466,82,3.935864
tb_0090_c06,0.0,-0.001488,2.525728,81,0.496826
tb_0090_c07,0.909806,0.0,4.153836,82,0.559248
tb_0091_c02,0.348084,0.0,1.522268,80,0.165566
tb_0091_c04,0.962164,0.0,0.517061,80,0.221084
tb_0091_c06,0.64114,0.0,0.746065,82,0.167534
tb_0092_c02,1.129126,0.0,2.018,82,0.33711
tb_0092_c03,1.118168,0.0,4.026092,82,0.552988
tb_0092_c05,0.655306,0.0,3.025778,82,0.335767
tb_0093_c01,1.061239,0.0,-0.034067,80,0.223221
tb_0093_c03,0.483661,0.0,3.195141,82,0.332573
tb_0093_c04,1.719425,0.0,5.144038,81,0.821702
tb_0093_c07,2.067706,0.0,1.942807,82,0.605729
tb_0093_c09,0.594819,0.0,4.452066,82,0.610049
tb_0094_c03,0.634278,0.0,3.32753,82,0.375262
tb_0094_c05,0.0,-1.037356,0.651044,80,0.334148
tb_0095_c01,1.339174,0.0,1.082562,82,0.332381
tb_0095_c02,1.038609,0.0,1.401649,82,0.275395
tb_0095_c05,1.008092,0.0,1.900293,81,0.301715
