model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_correctness,theta_cat_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_full_scaffolding,theta_cat_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding,theta_full_presentation,theta_cat_presentation,theta_batch_presentation,theta_mwle_presentation,final_se_presentation,scorable_evals_presentation
HuggingFaceTB/SmolLM2-1.7B,35,201,precision_reached,True,201,0,0.13335007533902563,-0.5333259437736478,-0.689449,-0.9292822778511299,-0.9606444891400033,0.271392,142,-0.2581210941037323,-0.360987,-0.4756737264579189,-0.4790078556937563,0.287768,57,0.25577417376309397,0.033415,-0.0290849006994987,0.02031244125845051,0.296461,27
HuggingFaceTB/SmolLM2-1.7B-Instruct,29,169,precision_reached,True,169,0,0.20045848191543555,0.2682952288139622,0.449704,0.4439870092874098,0.49729951563569336,0.222312,118,-0.7761732020534944,-0.564047,-0.6082810648911743,-0.6336433683790293,0.29243,57,1.04768676839484,0.876203,0.8264233211533599,0.9468960887041206,0.294912,21
HuggingFaceTB/SmolLM2-135M,50,290,max_scenarios_reached,False,290,0,0.048069547430324724,-3.7928010630292603,-2.058875,-2.7221080345302564,-3.277207970905835,0.269114,219,0.226319206620456,0.255475,0.24460757936661207,0.2851211358632608,0.295984,44,-1.9029001979570406,-1.645989,-1.7434794206644784,-1.899607425942133,0.300258,47
HuggingFaceTB/SmolLM2-360M,44,256,precision_reached,True,256,0,0.05026125901965663,-3.1151053129289474,-1.735986,-1.961224597410662,-2.1304959443082394,0.277773,193,0.3625645432145364,-0.040543,-0.044844926141758244,-0.04383060325501047,0.298853,48,-1.9911857385005725,-1.066863,-1.1084659653969244,-1.1956233858742857,0.299136,37
HuggingFaceTB/SmolLM2-360M-Instruct,41,229,precision_reached,True,229,0,0.08828693253072485,-1.3306856752074363,-1.007068,-1.0729631904255004,-1.1098814759415268,0.289228,166,-0.9266713052394797,-0.744682,-0.8033725424089143,-0.8348969542113945,0.296347,54,-0.3572553638556472,-0.015709,-0.02827453515117633,-0.00779849677114034,0.297922,32
LLM360/Amber,50,286,max_scenarios_reached,False,286,0,0.03342411487992077,-4.601664496521984,-2.412074,-3.386547445381022,-7.3543064059135945,0.303837,211,0.6425042965370878,0.845231,0.8820384136192558,0.9576693067945589,0.274974,58,-4.50501541094907,-2.752354,-3.468426223536547,-5.809473671278328,0.335844,44
Qwen/Qwen2-0.5B,42,223,precision_reached,True,223,0,0.05025,-2.4372635534600984,-1.567105,-1.7578829101074367,-1.9300474216975145,0.297419,161,-0.47224383679943993,-0.065537,-0.10543216377148766,-0.09955441615866914,0.298704,48,-1.4721893550485121,-1.144572,-1.3003247893120637,-1.4179395637513903,0.299386,35
Qwen/Qwen2-1.5B,43,237,precision_reached,True,237,0,0.1321419582179713,-0.49927080048059347,-0.344114,-0.38866200813423274,-0.3638798038527093,0.228834,172,-1.2446844005450617,-1.109849,-1.2844794724862811,-1.3793903811094361,0.296237,54,0.19179357460373828,-0.510331,-0.5312415837506598,-0.5550730529350976,0.299211,34
Qwen/Qwen2-7B,18,118,precision_reached,True,118,0,0.3237155150594786,1.3334755076376759,1.22727,1.1905644641371913,1.2631481961097921,0.209991,83,0.14072162108057523,0.28383,0.2901343855827933,0.296904983367595,0.266697,39,1.1411770167245037,1.114341,1.0682272342020445,1.1991940171106577,0.26741,15
Qwen/Qwen2.5-0.5B,31,167,precision_reached,True,167,0,0.11702661978905073,-1.164931521056983,-0.760361,-0.847762888114698,-0.8536084590560944,0.295516,124,-0.9914834952790599,-0.93178,-0.9549187094677266,-1.0838035606100378,0.294587,38,0.801261363047821,0.787135,0.7338682070257246,0.8500408680782174,0.295027,22
Qwen/Qwen2.5-0.5B-Instruct,28,147,precision_reached,True,147,0,0.1653306613226453,-0.5323164544497917,-0.446145,-0.48784387919007,-0.460897121997385,0.272695,103,-1.1393127249920185,-0.894052,-0.985603642827004,-1.0363844528527417,0.284619,51,1.5981100395399073,1.545239,1.4649904859634326,1.5649476322357119,0.288123,15
Qwen/Qwen2.5-1.5B,24,122,precision_reached,True,122,0,0.26128073493650367,0.8000001337487049,0.972177,0.9502741150124634,1.034494562065239,0.223884,80,-1.5636495049682917,-1.141543,-1.1576292040364136,-1.2941274501357654,0.249669,47,1.86974331479909,2.108035,2.116876809707015,2.2802117825970427,0.249347,15
Qwen/Qwen2.5-1.5B-Instruct,22,107,precision_reached,True,107,0,0.32621951219512196,1.3308213554638741,1.303433,1.1743431482484126,1.2463978909624343,0.224721,68,-1.3861881631691273,-1.316105,-1.284166453294185,-1.3870558886320128,0.252374,41,2.400521412504661,2.434383,2.4277831457746872,2.5599015976819604,0.257324,15
Qwen/Qwen2.5-3B,22,141,precision_reached,True,141,0,0.36331480545730166,1.4644550350434549,1.959154,1.965708986179675,2.0610442391168067,0.156931,105,-0.7969740475727873,-0.970639,-1.056297461597202,-1.115455727502015,0.254043,44,2.412306309175576,2.584915,2.634150146781389,2.769781526760732,0.269032,15
Qwen/Qwen2.5-3B-Instruct,18,106,precision_reached,True,106,0,0.46305668016194335,2.1333333333348894,2.018467,2.0157304234645155,2.1829322935659072,0.232696,74,0.5263075154837781,0.186921,0.19952255173030414,0.09489661785126682,0.276558,32,2.6850502409197126,2.603395,2.5873183564967794,2.7288597085155333,0.265782,15
Qwen/Qwen2.5-7B,17,96,precision_reached,True,96,0,0.4283910078302602,2.1333328940031686,2.020436,2.0410915385642174,2.167749417777396,0.187963,64,1.0512345789978177,0.715895,0.7854728726768884,0.6396056425941973,0.220041,29,2.1413734016932806,2.393671,2.3152211439322774,2.4625210354675775,0.234726,15
Qwen/Qwen2.5-7B-Instruct,21,107,precision_reached,True,107,0,0.5559466934875534,2.6663972146053503,2.468339,2.470176802453934,2.544793001948181,0.177576,83,1.341482842122979,1.253342,1.3446988626479197,1.3468827619095542,0.216054,25,2.73079337694093,2.547817,2.5570952736331334,2.663413962919955,0.224017,15
Qwen/Qwen2.5-Coder-7B,20,145,precision_reached,True,145,0,0.41012084592145015,1.8188891624096062,1.616521,1.6123913358510094,1.6806588811835512,0.160919,111,0.007866288655639788,-0.419368,-0.36591956243381246,-0.36231073139958453,0.241669,39,2.400014149171967,2.073197,2.0238082268704094,2.1834482116360667,0.234743,15
Qwen/Qwen2.5-Math-7B,23,127,precision_reached,True,127,0,0.4271407110665999,2.1334051371221023,2.176184,2.0667093853124743,2.2095284129053967,0.207597,89,-1.5556797598503593,-1.106496,-1.2099813283538006,-1.2489322350079282,0.263496,40,2.4754779311117563,2.410756,2.475415519342216,2.6192430374540074,0.259082,15
Qwen/Qwen3-0.6B,33,200,precision_reached,True,200,0,0.22540781018289668,1.066666798517057,1.596729,1.5935901216953126,1.6739892379903998,0.185551,143,-1.6839393596727152,-1.956302,-2.047752873553781,-2.11127507028823,0.288312,52,0.27348104742843254,-0.068651,-0.0812427575403689,-0.07325165469511336,0.299665,31
Qwen/Qwen3-1.7B,18,118,precision_reached,True,118,0,0.5002472799208705,2.666666666667178,2.52631,2.5261486121532872,2.5946969001294025,0.139313,88,-1.8804853145135711,-1.823458,-2.145585452223338,-2.5479110852455977,0.251428,32,2.2179652537740977,1.718149,1.7017496589300083,1.8175445982293905,0.246172,15
Qwen/Qwen3-4B,21,142,precision_reached,True,142,0,0.6150803461063041,3.7333333333351435,3.436583,3.658958055700425,3.7160759831339876,0.118011,110,-1.9244220372408811,-1.169825,-1.2104131091978008,-1.3896658728491182,0.258664,46,2.398627632997875,1.976801,1.9266875875587817,2.0996621579096097,0.262309,15
TinyLlama/TinyLlama-1.1B-Chat-v1.0,44,243,precision_reached,True,243,0,0.045,-2.3082894988578264,-1.779793,-1.967775283421219,-2.14187355649077,0.290227,177,-1.1323306859871405,-0.922318,-0.9158355025839664,-1.0995841070140997,0.292287,53,-1.8522388911361947,-0.996246,-1.0522652386896807,-1.1363785219088913,0.29808,36
allenai/OLMo-2-0425-1B,25,136,precision_reached,True,136,0,0.12422050386630082,-0.7042704227686476,0.184223,0.13759906521165177,0.20457247695610736,0.241598,96,-0.3018921434390832,-0.138637,-0.13997807473694374,-0.16033241400460818,0.293566,39,-0.15947891595059238,0.259538,0.17667474518958595,0.2745311824425933,0.298102,20
allenai/OLMo-2-1124-7B,17,117,precision_reached,True,117,0,0.2711949685534591,1.0666666674533078,0.670789,0.5824981617165457,0.654582571733786,0.216947,87,-0.38789761428738506,-0.331992,-0.6155732846276726,-0.6298345579992983,0.272748,33,0.8333151068732796,0.948462,0.8451805192352148,1.0242367038098736,0.280511,15
bigscience/bloom-1b1,50,293,max_scenarios_reached,False,293,0,0.03437190900098912,-4.200298618075694,-1.931817,-2.5985215186375985,-3.1019914987378105,0.275956,218,0.3389819907500735,0.242232,-0.05857457526608155,0.02013393657324615,0.288389,60,-3.766862775869919,-2.639671,-2.923966305659179,-3.582329148492438,0.339924,48
bigscience/bloom-1b7,50,291,max_scenarios_reached,False,291,0,0.026537698412698412,-4.7305065651508444,-2.265169,-3.3069918639457083,-5.687169161237401,0.278862,213,-0.07283993548648768,-0.10101,-0.21091501209411806,-0.16014430855687478,0.313261,59,-3.766432895477498,-2.460127,-2.8739583083017712,-3.5104239049441697,0.320081,47
bigscience/bloom-3b,50,292,max_scenarios_reached,False,292,0,0.034935579781962336,-3.650191446752317,-2.430492,-3.290726858503364,-5.875111480830326,0.307207,214,-0.14171573227890347,-0.369696,-0.6093623689436708,-0.613137607437182,0.315433,55,-2.886046833615204,-2.345644,-2.594013586627838,-3.0398407621501558,0.332811,48
bigscience/bloom-560m,50,301,max_scenarios_reached,False,301,0,0.02452316076294278,-5.595132869048888,-2.441929,-3.439001402972482,-7.1207701513067665,0.290613,228,0.2943391347896632,0.668949,0.38829994265997947,0.48415652086998157,0.292903,58,-4.803678695086618,-2.873081,-3.5174166557083875,-5.902670837289628,0.339504,48
bigscience/bloom-7b1,49,272,precision_reached,True,272,0,0.05022488755622189,-2.7232535460700507,-2.055493,-3.0516008552287173,-5.110112466012217,0.286994,202,-0.18223915668553364,-0.045609,-0.11451342736847485,-0.09560136372669142,0.278244,53,-1.9168056959408324,-1.595409,-1.693923922749203,-1.8491390800351364,0.298368,43
bigscience/bloomz-1b7,50,293,max_scenarios_reached,False,293,0,0.045164457535591555,-5.506161177512223,-2.416324,-3.3241480380638317,-6.389240705761604,0.284818,216,1.648154796878644,1.607049,1.5020631141452605,1.786847521912936,0.247115,58,-4.435053603045469,-2.854011,-3.3367855933955375,-4.694073033038511,0.344112,50
bigscience/bloomz-3b,50,289,max_scenarios_reached,False,289,0,0.043510324483775814,-5.050681219166422,-2.826233,-3.2637252121089175,-4.873153023761531,0.351829,213,1.474513505942907,1.474207,1.4990659899471912,1.72008571561827,0.256022,58,-4.47197852095509,-2.975423,-3.493159593306558,-5.847517063542499,0.357701,46
bigscience/bloomz-7b1,50,290,max_scenarios_reached,False,290,0,0.05466633834031027,-5.166925860974898,-2.581968,-3.3577858522768462,-5.229303539246354,0.293389,214,2.500291024682208,2.122719,2.1583588477655216,2.273285425740391,0.224849,59,-4.4647658046580245,-2.823349,-3.3212158129594798,-4.617444637218237,0.341627,49
deepseek-ai/deepseek-coder-6.7b-base,35,199,precision_reached,True,199,0,0.1134558093346574,-0.8013953251228099,-0.423873,-0.4657138256663436,-0.44464042557519273,0.263473,141,-0.24210495661733958,-0.217748,-0.2291617977033631,-0.21694013753554095,0.291045,51,-0.31114762403209034,-0.150606,-0.16466125695107742,-0.15144063437986557,0.296666,30
deepseek-ai/deepseek-llm-7b-base,50,289,max_scenarios_reached,False,289,0,0.05047240179015415,-2.1603978188686335,-2.142262,-2.7020821892860285,-3.245868480815384,0.287252,216,-0.017266731022173347,-0.092917,-0.09964441292055211,-0.08514121946607897,0.309294,56,-3.6448359918641007,-2.860088,-3.297825484122357,-4.652104649425619,0.358642,46
deepseek-ai/deepseek-math-7b-base,50,299,max_scenarios_reached,False,299,0,0.03241771838653799,-4.007608036582826,-2.252607,-2.6768300804618117,-3.1911540607280076,0.303802,223,0.6198330925523939,0.990494,0.8051259311483883,0.9500755186109233,0.29927,55,-4.787723406487038,-2.848334,-3.5218575102637724,-5.874313257402567,0.334557,50
facebook/opt-1.3b,50,287,max_scenarios_reached,False,287,0,0.07684704719545342,-1.9951609967162416,-2.233639,-2.4257439314507034,-2.6840331246671267,0.296203,218,0.9588046175593817,0.997958,1.0170054704235807,1.1442480772970438,0.291138,48,-2.3089326445594702,-2.165902,-2.39068842296679,-2.728885422899784,0.316172,46
facebook/opt-2.7b,50,289,max_scenarios_reached,False,289,0,0.08131487889273356,-1.9772055036470526,-1.426435,-1.616338868301685,-1.7242082206021838,0.264697,213,1.0328324676976242,0.81955,0.8347171087486379,0.9406675048313476,0.304115,52,-1.8855278006267608,-1.872845,-2.035187665439011,-2.2508510843142595,0.306428,48
facebook/opt-6.7b,50,280,max_scenarios_reached,False,280,0,0.06620553359683795,-2.171901562949134,-1.99211,-2.215212813953079,-2.4618359024320684,0.306567,202,0.7965025159400823,0.597266,0.6367523139674326,0.6638905545421322,0.288212,56,-2.677662380937454,-2.229097,-2.5090514968201814,-2.8949452786819645,0.312252,46
google/gemma-2-2b,31,192,precision_reached,True,192,0,0.11199800448989773,-0.8296714118032554,-0.46107,-0.5175399334375497,-0.47419423251890047,0.283831,139,-0.048411181917975256,-0.046872,-0.08096280146360055,-0.041944907363501406,0.298517,49,-0.1897451953622329,0.192041,0.16955331397893483,0.21808237476058567,0.297706,27
h2oai/h2o-danube2-1.8b-base,39,225,precision_reached,True,225,0,0.08325024925224327,-1.2677138338807696,-0.576437,-0.6783256405010077,-0.6714681249079228,0.227485,163,-0.5249253772980899,-0.400573,-0.5568562522083123,-0.5276703410661046,0.294454,57,-0.7836455253484739,-0.701443,-0.7461756566675659,-0.7960590227380193,0.299703,32
h2oai/h2o-danube3-4b-base,30,176,precision_reached,True,176,0,0.17228370221327968,0.25166912911071954,0.039024,-0.041919464950135064,0.00897184300144245,0.207142,124,-0.888265095331343,-1.096722,-1.1584266457898675,-1.329663140282108,0.262592,50,0.3188953655985258,0.479662,0.45117401800611767,0.5368593093027171,0.296663,25
ibm-granite/granite-3.0-2b-base,22,119,precision_reached,True,119,0,0.23714213326577147,0.7999999007880416,0.794928,0.7570510866132757,0.790771951973139,0.203639,84,0.13105986117576388,-0.089413,-0.06308642023613527,-0.10237308014753305,0.283287,32,0.809929701072703,0.906025,0.856613896015932,1.013939144054198,0.299301,17
ibm-granite/granite-3.1-2b-base,24,152,precision_reached,True,152,0,0.23312262958280658,0.7999984181875526,0.428113,0.32971595337600607,0.36900454904892543,0.228743,109,-0.15558194057041258,0.970059,0.9232306406128931,1.0681820356391944,0.285837,41,0.8134208002960198,0.784951,0.7411172484768278,0.8827804188658638,0.292956,20
ibm-granite/granite-3.1-2b-instruct,20,131,precision_reached,True,131,0,0.3264327190103509,1.3333333317991682,0.782389,0.7496332226241333,0.8225697730536637,0.235591,98,-0.0038418422955094566,0.334973,0.3194357637125693,0.34234834125331215,0.254007,36,1.5690524728223305,1.562684,1.5401976765805836,1.638281015040933,0.255537,15
lmsys/vicuna-7b-v1.5,31,185,precision_reached,True,185,0,0.1757132037364302,2.3014004988646927e-05,-0.280979,-0.31868134328208914,-0.2968024923771104,0.236401,135,0.24169069180998287,0.352073,0.3483591127303221,0.388363087503702,0.295701,43,0.2638056683017206,0.082946,0.07191759441313142,0.1037658478200281,0.296237,28
meta-llama/Llama-3.2-1B,41,234,precision_reached,True,234,0,0.05452261306532663,-2.6499845739215138,-1.692928,-2.26629013925192,-2.6244977806497154,0.268536,177,0.06562127721395442,0.288132,0.0919623554638324,0.15289319384561317,0.288931,45,-1.7884691134556425,-1.553638,-1.8040508139022644,-2.007905907915392,0.298411,36
meta-llama/Llama-3.2-1B-Instruct,25,135,precision_reached,True,135,0,0.15335707019328587,-0.2678191575977395,-0.428275,-0.7750353023648191,-0.7091920880127739,0.293677,97,-1.3293258043565763,-1.130087,-1.4869304890218569,-1.617188867870749,0.297179,42,0.8703752766792449,1.455911,1.3174732446341282,1.4287666029003854,0.293125,18
meta-llama/Llama-3.2-3B,27,147,precision_reached,True,147,0,0.14076100472519273,-0.266990748924042,-0.454388,-0.5139445700076776,-0.4740203587813215,0.275308,102,-0.22566282181189834,0.203436,0.19058705773329718,0.24343798840819397,0.287152,49,-0.0002874497453437136,0.271858,0.1196950570011699,0.22325583273052374,0.294594,19
meta-llama/Llama-3.2-3B-Instruct,17,112,precision_reached,True,112,0,0.32314744079449964,1.0666671239499517,0.923874,0.9025976316714828,0.9596337368880078,0.215099,78,1.530496246969209,1.329662,1.605331277868491,1.7431075344893727,0.218553,36,1.5985000387052477,1.057909,0.9918954170160678,1.1485194163915826,0.269666,15
microsoft/Phi-3-mini-4k-instruct,35,208,precision_reached,True,208,0,0.17532467532467533,0.38863994028917587,0.509708,0.4821420050798178,0.5074496739886066,0.197589,154,0.8190860342680025,0.470892,0.4462045879197797,0.4825974522076868,0.25454,47,-0.3172990905359595,-0.447259,-0.4686336092133964,-0.4841532812982329,0.299302,32
microsoft/Phi-3.5-mini-instruct,18,109,precision_reached,True,109,0,0.299925205684368,1.3333333448261824,1.215243,1.1934009950897906,1.2760151626976017,0.174815,74,-0.881421153783322,-0.497175,-0.5355428008983999,-0.5363437983909773,0.295302,37,1.0664829046110698,1.132112,1.0495776341424563,1.1890028005371953,0.297302,15
microsoft/phi-1_5,50,291,max_scenarios_reached,False,291,0,0.059231722428748454,-2.154487191399234,-1.522403,-1.848389084399649,-1.9840487588025937,0.247492,221,-0.0005840625836207312,-0.012957,-0.23287674513951376,-0.21314212040454783,0.289431,50,-1.933261510422668,-1.632514,-1.6888475464347603,-1.8398176921332612,0.310211,45
microsoft/phi-2,28,147,precision_reached,True,147,0,0.17769423558897243,0.24051798493900917,0.001047,-0.10636968228091367,-0.07481947822360649,0.271142,102,0.3491666268600341,0.551967,0.4432120601651943,0.48775508569786796,0.287291,47,0.08103173124246574,0.098196,-0.3002715543365696,-0.20213018868535787,0.295486,19
mistralai/Mistral-7B-Instruct-v0.3,26,160,precision_reached,True,160,0,0.26444612667171336,1.0666666653424348,1.00281,0.8864618680951003,0.954647848276716,0.174785,121,0.6675062580775931,0.441359,0.15795563386892045,0.20431562659879393,0.2961,33,0.5059619893400898,0.446117,0.4111025771408083,0.5035123632544988,0.297016,24
mistralai/Mistral-7B-v0.1,21,131,precision_reached,True,131,0,0.23118417672745956,0.5333341386873199,0.440311,0.3197522081565125,0.3923175015924389,0.238638,95,0.05718013874033558,-0.08537,-0.10087348259058758,-0.05475672925849003,0.294223,36,0.8069669937198395,0.954602,0.9238729385067781,1.0530610395178903,0.294477,16
mistralai/Mistral-7B-v0.3,17,109,precision_reached,True,109,0,0.2430967741935484,0.7999999255760807,0.98963,0.9432766121816516,1.0360485664303947,0.19063,80,0.2807494205614157,-0.18551,-0.18239541802584636,-0.16509925822304972,0.282422,29,0.9654253255189166,0.995396,0.9487374789223048,1.1322737509491503,0.286769,15
nvidia/Nemotron-Mini-4B-Instruct,25,141,precision_reached,True,141,0,0.17718631178707225,-1.8868920482144062e-05,0.189714,-0.06673963332142341,0.025044863645068242,0.248815,95,-0.3130649525424117,-0.341988,-0.5523170263130802,-0.5514475572317982,0.293813,48,0.7810661447262736,0.693105,0.6244236182989971,0.7614932688930718,0.297377,19
openai-community/gpt2,50,287,max_scenarios_reached,False,287,0,0.038158542589857215,-5.177578240640695,-2.331545,-3.251563896770066,-4.855466133670998,0.2841,209,1.2579127441375328,1.601185,1.5713427349062332,1.7393018994134672,0.248712,57,-4.790140635040591,-2.817115,-3.5069437453254517,-5.860116341174962,0.333669,47
openai-community/gpt2-large,50,300,max_scenarios_reached,False,300,0,0.05018450184501845,-3.554033472785769,-2.261848,-2.889708209123749,-3.5964846146307545,0.277488,225,1.0973279226355381,1.044907,1.0439716972644062,1.1572809146760086,0.273651,59,-3.8337365003499464,-2.767553,-3.2784672632804477,-4.57306996969845,0.34103,46
openai-community/gpt2-medium,50,292,max_scenarios_reached,False,292,0,0.03471196454948301,-5.681102185905316,-2.48248,-3.339823418180411,-5.577114325973069,0.301511,214,1.1167879683855988,1.35197,1.418394637345839,1.6018763707980466,0.286173,58,-4.8036786950866235,-2.81544,-3.5073675106894444,-5.875780939964627,0.335583,47
openai-community/gpt2-xl,50,285,max_scenarios_reached,False,285,0,0.05200887355188563,-3.36017170439534,-2.303298,-2.7864389818763855,-3.490039709574363,0.32063,211,1.1820419145282988,1.241201,1.279930029120953,1.4584338292925911,0.275969,53,-3.3729288707313727,-2.493903,-2.6813915662424868,-3.159949541732288,0.342268,47
openbmb/MiniCPM-2B-sft-bf16,41,249,precision_reached,True,249,0,0.0549777117384844,-2.2955517424400615,-1.580507,-1.7595365154205207,-1.8983571101158523,0.275982,189,0.3720024089738674,0.652601,0.6133925820863572,0.6848097510132004,0.294363,43,-2.2587973064487774,-1.536368,-1.7087015303509465,-1.8791953060236577,0.299954,38
stabilityai/stablelm-2-1_6b,41,232,precision_reached,True,232,0,0.0730979612133267,-1.9999120922010247,-1.450818,-1.7050152985000073,-1.83989054731262,0.268271,172,0.14375590946359793,0.415199,0.40084426806218376,0.4694271508108241,0.299772,47,-1.2499790353772666,-0.924466,-0.959896370590954,-1.0312697710654415,0.29911,36
stabilityai/stablelm-2-zephyr-1_6b,29,161,precision_reached,True,161,0,0.09268537074148296,-1.0794604450722962,-0.902223,-1.098950957178356,-1.1404331078664078,0.27516,115,-1.1183852025182501,-0.87119,-0.8218377454305734,-0.9100307186486785,0.296028,58,-0.27566451757222515,0.527762,0.3259941670252236,0.508709642844328,0.297758,17
stabilityai/stablelm-3b-4e1t,50,290,max_scenarios_reached,False,290,0,0.06889665501747379,-1.9648249203422388,-1.86261,-2.220230056086213,-2.4629148727788985,0.269249,212,-0.2306668636239787,-0.494776,-0.5232755388883189,-0.5494224146461717,0.305811,62,-1.1722984960589593,-1.393809,-1.4325440845732296,-1.5521661623286576,0.304952,45
stabilityai/stablelm-zephyr-3b,35,212,precision_reached,True,212,0,0.11296859169199595,-0.7668726515826733,-0.918998,-1.035817870285961,-1.0757629197730305,0.277432,156,-1.3160193272898666,-0.713832,-0.9014119985753369,-0.9023639254050467,0.277789,52,0.034554327445505045,0.180384,0.1609567281999583,0.2065653717154786,0.298545,27
tiiuae/Falcon3-1B-Base,28,170,precision_reached,True,170,0,0.19810379241516965,0.26656358471724306,-0.089575,-0.1474775907813419,-0.06595632437855724,0.249596,125,-1.02380252274558,-0.89574,-0.9029956162243457,-1.0600102622551257,0.294721,42,1.0676889181197393,0.726456,0.6720958019576295,0.7844827122160151,0.296734,23
tiiuae/Falcon3-3B-Base,18,114,precision_reached,True,114,0,0.35855263157894735,1.5999999438892867,1.296379,1.2717732441915623,1.3361375470808798,0.162246,85,-1.0399124049165793,-0.861912,-1.0330356269518914,-1.1152317209851998,0.276771,29,1.9671606175446008,1.58122,1.5146240373245112,1.6332715902243984,0.293461,15
tiiuae/Falcon3-7B-Base,17,99,precision_reached,True,99,0,0.4597585513078471,2.1334361098641303,2.16996,2.1419932004182227,2.2838717504826267,0.190875,72,-0.152553981242673,0.270543,0.24878937532662956,0.3096589068408597,0.239613,22,2.4633718060813834,2.241753,2.1623906305442877,2.3386821760593017,0.225426,15
togethercomputer/RedPajama-INCITE-7B-Base,50,286,max_scenarios_reached,False,286,0,0.03840436075322101,-3.6797293801237565,-2.369948,-3.050249203836309,-4.217664681763829,0.30703,208,0.23251332318421586,0.798154,0.5359980687305221,0.6514740932351486,0.285051,60,-2.7362358862629343,-2.518319,-2.7339861172684388,-3.253528883999063,0.343714,48
