model,scenarios,criteria,precision_reached,mwle_ok,theta_online_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_online_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding,theta_full_correctness,theta_full_scaffolding
ibm-granite/granite-3.1-2b-base,11,55,True,True,0.816579,0.7343006635541905,0.8151513112469713,0.295059,40,0.647658,0.5315444008779235,0.6874658280270238,0.278165,26,0.7994644080388718,-0.08377028874479565
ibm-granite/granite-3.1-2b-instruct,19,83,True,True,1.434886,1.403112178177048,1.5239565086711555,0.259563,57,0.039406,-0.04774981163972,0.008080369753136354,0.296279,39,1.4001114838653363,-0.001840028064274142
lmsys/vicuna-7b-v1.5,26,110,True,True,-0.187736,-0.22860198805889742,-0.2059328803128531,0.28054,78,0.054844,0.044777134892733626,0.06446256104536242,0.295455,44,0.0005229814847924736,0.3672388266676668
meta-llama/Llama-3.2-1B,28,136,True,True,-2.074767,-2.3407763363352183,-2.6412049202975396,0.297322,106,0.42753,0.40098312220348914,0.44621688823322664,0.292688,50,-2.8426749249653422,0.28449305421295523
meta-llama/Llama-3.2-1B-Instruct,24,109,True,True,-0.423062,-0.5180277353244679,-0.4947268317598345,0.28872,76,-0.86766,-0.8498906341839433,-1.0061328452570755,0.293294,51,-0.38017876270239875,-1.3570987908605114
meta-llama/Llama-3.2-3B,7,39,True,True,1.066456,0.8686311633838466,1.1042093119904703,0.275543,33,0.468887,0.1913666756354239,0.6440982430274128,0.264179,16,-0.34967955640149306,-0.10174664307984774
meta-llama/Llama-3.2-3B-Instruct,7,33,True,True,1.222019,1.1414574408688596,1.3312889650478084,0.250248,26,1.33602,1.472111221935704,1.1174090425627456,0.252184,15,1.1999087564118256,1.2752029483635052
microsoft/Phi-3-mini-4k-instruct,18,86,True,True,1.242474,1.1274170511151664,1.214860932957,0.259232,60,0.03751,0.031508947247599034,0.08117364436276113,0.294515,46,0.4027064021230283,0.6899464779172212
microsoft/Phi-3.5-mini-instruct,12,54,True,True,1.169791,1.1122005659786542,1.2378545981719344,0.26973,35,-1.190338,-1.1195469280196726,-1.32104321700744,0.298688,30,1.42693382215755,-1.1836483186409374
microsoft/phi-1_5,27,121,True,True,-1.142628,-1.2207642088612967,-1.2934933649884257,0.297962,88,-0.381977,-0.4878672400575715,-0.5021955555165868,0.293367,53,-2.327605612685562,0.13421806571692863
microsoft/phi-2,17,73,True,True,0.567463,0.49580013487876723,0.6034363166641876,0.295408,51,0.539706,0.47752542996184666,0.5854409977223163,0.296192,31,0.19615813889988415,0.43933118286614314
mistralai/Mistral-7B-Instruct-v0.3,12,60,True,True,1.019009,0.9843411388138044,1.128696310412609,0.253422,49,0.530268,0.4646322171929731,0.6248237407566224,0.292447,22,1.1937906403244807,0.6264601300781947
mistralai/Mistral-7B-v0.1,22,95,True,True,0.485768,0.4099113674404759,0.5233436030744638,0.294323,59,0.063334,0.046150041976849035,0.07303078642710668,0.298627,51,0.6990570187484786,0.32899868696267265
mistralai/Mistral-7B-v0.3,15,71,True,True,0.487608,0.4248848678218492,0.5395893083889363,0.276831,48,0.466565,0.41038834172835237,0.5313569367846133,0.295991,33,0.804105656299805,0.45995266722820044
nvidia/Nemotron-Mini-4B-Instruct,26,118,True,True,0.205806,0.1760865627937642,0.24216226700489488,0.262372,80,-0.316257,-0.3238355760429677,-0.3349736435614612,0.297664,53,-0.0007988225326746366,-0.19595189611483516
openai-community/gpt2,27,137,True,True,-2.797139,-3.5696665314429885,-4.627865182276953,0.298565,114,2.027173,2.0725023011529227,3.0541221528788234,0.295452,43,-5.356511843185709,1.6665914414936533
openai-community/gpt2-large,24,121,True,True,-2.502915,-3.317547928563071,-4.635164803629989,0.29817,94,0.925066,1.0158314590121105,1.136859729332279,0.286411,43,-3.7445815781738263,1.419641117667568
openai-community/gpt2-medium,28,135,True,True,-2.495029,-3.4271643066025588,-5.751774306171226,0.299828,104,1.071239,1.1027339729677224,1.213937471408455,0.287784,45,-5.66636142768099,1.4149812046661663
openai-community/gpt2-xl,23,115,True,True,-2.242986,-2.7341702089312228,-3.2112818193591655,0.298582,91,1.203041,1.2116304635197372,1.3325238302670819,0.296433,39,-3.532574682775511,1.3877141277761418
openbmb/MiniCPM-2B-sft-bf16,22,105,True,True,-1.362536,-1.5765901968599514,-1.711574919178632,0.291177,82,0.620433,0.6873445996434191,0.7407920690469072,0.298081,41,-2.4934910784296154,0.5912532018518619
stabilityai/stablelm-2-1_6b,17,90,True,True,-1.802112,-2.496598384728428,-3.081101769011575,0.295618,73,1.380989,0.9261312908207535,1.0774718201048177,0.27068,36,-2.0485963090082233,0.4145576918310087
stabilityai/stablelm-2-zephyr-1_6b,31,139,True,True,-0.893235,-0.9963706312207444,-1.0476287302596423,0.295066,98,-0.324758,-0.3336270395090967,-0.3483565354862045,0.295356,61,-1.2156858467694387,-1.0085533662209805
stabilityai/stablelm-3b-4e1t,25,116,True,True,-1.118599,-1.207950833926747,-1.2783814516460976,0.282199,86,0.480362,0.4261643403296924,0.4915664052393214,0.285852,47,-2.1134976591947603,-0.01622522109071757
stabilityai/stablelm-zephyr-3b,26,124,True,True,-0.377847,-0.4216975874830259,-0.41251856482685445,0.291038,91,-1.037858,-1.0265021421548688,-1.1706393829741084,0.295765,49,-0.7721205938486816,-1.318200055508933
tiiuae/Falcon3-1B-Base,9,45,True,True,1.092724,0.7299570388852525,1.0842452111234033,0.244223,30,-1.185845,-1.129077287627161,-1.3553788285980184,0.275542,26,0.20306473367834788,-1.1033291904583182
tiiuae/Falcon3-3B-Base,15,79,True,True,2.033665,2.024980573591811,2.217858646821658,0.243801,56,-0.758763,-0.7956557901780593,-0.9019751094940117,0.296533,37,1.6157727842754541,-1.093117412871058
tiiuae/Falcon3-7B-Base,10,44,True,True,2.433472,2.3990578481804476,2.4911778060593996,0.194595,37,-0.171325,-0.6188781086104171,-0.17864867528542452,0.213141,17,2.3997771569948734,-0.1130951682616203
togethercomputer/RedPajama-INCITE-7B-Base,27,133,True,True,-2.436081,-3.018531930780802,-3.754046400606979,0.297628,107,0.736375,0.7362847768406454,0.8405808170948227,0.298603,47,-3.8702571979390044,0.6310051343005749
togethercomputer/RedPajama-INCITE-Base-3B-v1,26,123,True,True,-2.150806,-2.541834649974077,-2.904836051756871,0.298034,97,1.111925,1.1190332077132525,1.2307254033862693,0.295229,43,-3.7727511757145717,1.1767226347321775
01-ai/Yi-1.5-6B,12,61,True,True,0.886744,0.7980350691705512,0.8647160424393151,0.278348,42,-1.598303,-1.6307274027637677,-1.6762034901379486,0.292024,29,0.9984930004544489,-0.8017371856948566
01-ai/Yi-1.5-6B-Chat,11,59,True,True,1.265144,1.2145717671763145,1.2803667463313606,0.171854,53,0.525598,0.2706340118508791,0.5381002171985705,0.174443,18,1.7797724922571527,-0.8815648318354267
01-ai/Yi-6B-200K,28,139,True,True,-1.763234,-1.9752505998720713,-2.1629955140105026,0.292956,107,1.038893,1.0490123561674611,1.1362969571798274,0.274391,55,-1.633176956988786,1.1935772342537796
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,22,113,True,True,-2.595355,-3.352584819855843,-4.816322877874053,0.299022,93,1.988842,2.1435194066033394,3.244808064945408,0.297765,34,-4.515843314914786,3.0522785529504346
BEE-spoke-data/smol_llama-220M-openhermes,23,114,True,True,-2.292032,-2.837471596541163,-3.411039375301721,0.29678,92,1.397413,1.4449154868254503,1.5946849546988577,0.295549,37,-4.177643071108861,1.2229589457453538
BSC-LT/salamandra-2b,27,128,True,True,-1.983351,-2.400088442787627,-2.7550864842960503,0.292888,101,0.736377,0.7966300272913339,0.863372573188264,0.290617,46,-2.6207792432452512,1.4462278670958861
BSC-LT/salamandra-2b-instruct,27,125,True,True,-2.06821,-2.4567674243199513,-2.798150271759032,0.294596,98,0.416887,0.40258029230712666,0.4540721958476153,0.295336,47,-2.176397189714236,0.28932328740904856
BSC-LT/salamandra-7b,20,100,True,True,-1.19011,-1.3185704117740913,-1.4145146009705396,0.299478,76,0.761273,0.7842463970705618,0.8729249120203088,0.292736,44,-1.125356723053614,1.0902010948420346
BSC-LT/salamandra-7b-instruct,28,125,True,True,-0.724843,-0.7763091202997108,-0.8038482430646995,0.296252,88,-0.223131,-0.2230448989189846,-0.2337734729464719,0.299218,50,-0.485245206150007,-0.3186989740903109
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,13,61,True,True,1.733615,1.728131369346824,1.8554853375769298,0.256705,39,-0.94831,-0.880556422683646,-1.1063304570888632,0.299191,34,2.1999999828156556,-0.03951910949467701
OpenBMB/MiniCPM4-0.5B,22,101,True,True,-0.942623,-1.021421847847361,-1.0751867101480002,0.297997,78,-1.175421,-1.1528141095512219,-1.3309712150115145,0.267552,40,-0.8440406073797071,-0.7780317565379634
Qwen/Qwen1.5-1.8B,38,165,True,True,-2.587317,-3.308005785068783,-4.404783116359263,0.295021,129,-0.165492,-0.1690340231008522,-0.1739794307340202,0.297288,53,-3.876434133120299,-0.26837926423106506
Qwen/Qwen1.5-1.8B-Chat,31,145,True,True,-1.554068,-1.7611872062545868,-1.9351254576712507,0.29748,108,-0.512189,-0.5162989151974733,-0.5463309965058253,0.294612,58,-1.8255293623147488,-0.7037306489014634
ai-forever/mGPT,34,181,True,True,-3.065033,-3.722384183364871,-5.551595208016829,0.299637,148,2.374602,2.324859234238322,3.484339677738192,0.187381,68,-5.20200196339955,2.911478327136595
allenai/OLMo-1B-hf,26,135,True,True,-2.79636,-3.6382956738232304,-5.423244497528314,0.295652,112,2.101858,2.240041584375744,3.458134501286583,0.283321,39,-5.250889750255155,2.9416178704125615
allenai/OLMo-2-0425-1B-DPO,20,84,True,True,0.394091,0.28642843495510856,0.41712696508989777,0.282006,53,-0.741958,-0.7419216498006233,-0.8856608133203125,0.299623,45,0.1620467625993371,-1.208983257155126
allenai/OLMo-2-0425-1B-Instruct,18,81,True,True,0.803847,0.654122729558091,0.716702522985673,0.257525,57,-0.997331,-0.9402787554953097,-1.1424642750030074,0.29251,36,0.20442138096820844,-1.1521392226072917
arcee-ai/raspberry-3B,10,51,True,True,1.214804,1.1504003398973288,1.289300634786783,0.198001,46,0.476301,0.28084814051892926,0.6041969634573154,0.218036,16,1.146787912779202,0.07742965950377281
google/gemma-2b,23,110,True,True,-1.213079,-1.5641282501909008,-1.7199213868915055,0.284017,80,0.536348,0.5902196930191941,0.6387787282123959,0.288609,46,-1.5320829468883592,1.1809133085083294
h2oai/h2o-danube-1.8b-chat,27,127,True,True,-1.551029,-1.8597199447802266,-2.088039148358358,0.295573,94,-0.711963,-0.7435433358177577,-0.836368441338298,0.298557,53,-1.8463721911072992,-0.2094140626091641
h2oai/h2o-danube2-1.8b-chat,25,117,True,True,-0.998529,-1.0951959097895632,-1.1614624586846,0.296345,84,0.163872,0.1510605846332652,0.18262398775246827,0.294125,52,-1.3414092614588946,-0.0598652402681676
ibm-granite/granite-7b-instruct,20,94,True,True,-1.035503,-1.2366225491482437,-1.3246162352939364,0.295009,65,0.94537,1.0525672089722409,1.142067593606583,0.294176,44,-0.7254704832078627,1.1069474193212954
ibm/PowerLM-3b,25,110,True,True,0.253938,0.1397975699504482,0.19918620956426114,0.281975,78,-0.125886,-0.125804352385358,-0.11771778155290455,0.296074,47,0.40097640999458745,-0.2597488354202762
nvidia/AceInstruct-1.5B,14,62,True,True,1.768524,1.6988109366105404,1.7766454345738527,0.219495,50,-0.382416,-0.8008052555384232,-0.8487667448828053,0.29196,25,1.3905183925256737,-0.8669024519776318
openbmb/MiniCPM-1B-sft-bf16,27,137,True,True,-2.647037,-3.273295942733688,-4.183155101920005,0.299632,108,1.802713,1.856076482560269,1.9909348280971333,0.27979,51,-4.135920944210266,2.0975576232470594
openlm-research/open_llama_3b,21,102,True,True,-1.642689,-1.923411327976113,-2.098519691795803,0.297677,83,1.624898,1.6480365709118387,2.059850209566237,0.281447,34,-2.0597239348098206,1.7035543087427851
pankajmathur/orca_mini_3b,27,134,True,True,-1.769545,-2.0626433402722717,-2.3091242321507366,0.295658,101,0.598279,0.5845034244075676,0.6581737300227165,0.288068,57,-2.025993454209349,0.6034929520006973
pankajmathur/orca_mini_v9_5_3B-Instruct,20,96,True,True,0.554381,0.3584773657531261,0.4243440999640846,0.279029,67,0.007099,-0.0020341780131002364,0.034664591036384015,0.298347,42,0.7998024234285216,0.32721494576111815
stabilityai/stablelm-2-1_6b-chat,28,134,True,True,-1.038104,-1.19453338858062,-1.2673604363973607,0.287899,96,-0.859254,-0.8493734057980582,-0.9598362844804913,0.292063,60,-0.8525069628937093,-0.9875047497274333
tiiuae/Falcon3-1B-Instruct,12,56,True,True,0.939487,0.8657553994795508,0.9336401608500958,0.290554,38,-1.381837,-1.3625607331895502,-1.495861362923541,0.299831,29,0.8003513282845375,-1.2993867706221318
tiiuae/Falcon3-3B-Instruct,13,67,True,True,1.698657,1.7201438511648792,1.809223322528167,0.23258,44,-1.033837,-0.9874420805435439,-1.1834515751552521,0.297355,35,2.20001530269374,-1.0309653582193745
utter-project/EuroLLM-1.7B,23,126,True,True,-2.496108,-2.946477950719939,-3.317406327918758,0.294375,107,1.88756,1.838870674195534,2.50494740110383,0.285061,42,-3.3806553883325052,1.4469397816364538
utter-project/EuroLLM-1.7B-Instruct,23,113,True,True,-1.789243,-2.1102657513018035,-2.3789491875537956,0.2937,88,0.440889,0.4335113919276496,0.485085550471222,0.297093,43,-2.416565598127998,0.05231471870671216
