model,scenarios,criteria,precision_reached,mwle_ok,theta_online_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_online_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding,theta_full_correctness,theta_full_scaffolding
stabilityai/stablelm-2-1_6b,25,118,True,True,-2.021817,-2.288407185150739,-2.5804191262585987,0.299302,91,1.149768,1.1511350498530024,1.2481206638128115,0.266781,51,-2.0485963090082233,0.4145576918310087
stabilityai/stablelm-2-zephyr-1_6b,40,184,True,True,-1.022927,-1.0567484581750695,-1.0894572319237457,0.237417,143,-0.283304,-0.30426671434487157,-0.29914892891499417,0.296205,74,-1.2156858467694387,-1.0085533662209805
stabilityai/stablelm-3b-4e1t,27,123,True,True,-1.204817,-1.2685390295095742,-1.3346421115494493,0.262772,98,0.277991,0.2613819687210353,0.31500785868191317,0.295886,48,-2.1134976591947603,-0.01622522109071757
stabilityai/stablelm-zephyr-3b,29,146,True,True,-0.417922,-0.4432101477736477,-0.43307213172208003,0.222118,111,-0.513008,-0.5866705217390751,-0.6236545867152375,0.292503,62,-0.7721205938486816,-1.318200055508933
tiiuae/Falcon3-1B-Base,17,78,True,True,0.633433,0.24814238461693228,0.32538275422105695,0.147331,63,-1.097344,-1.0261466868194018,-1.307025547616179,0.298548,29,0.20306473367834788,-1.1033291904583182
tiiuae/Falcon3-3B-Base,24,117,True,True,1.453627,1.4352322412660456,1.4655278266713372,0.125998,88,-0.735288,-0.7635169967870834,-0.8538164630727123,0.294119,57,1.6157727842754541,-1.093117412871058
tiiuae/Falcon3-7B-Base,15,49,True,True,2.287943,2.24317493914718,2.3210663549992607,0.136671,42,-0.033786,-0.4123349500962604,-0.11079407732197621,0.178749,17,2.3997771569948734,-0.1130951682616203
togethercomputer/RedPajama-INCITE-7B-Base,31,166,True,True,-2.52259,-3.147558010706898,-4.0092188282155945,0.299332,125,1.00138,0.9642125539651372,1.0476232969932822,0.252305,76,-3.8702571979390044,0.6310051343005749
togethercomputer/RedPajama-INCITE-Base-3B-v1,21,116,True,True,-2.117216,-2.453080313449675,-2.7963579740603155,0.298924,92,1.452839,1.4243319458730732,1.5581448406839287,0.257819,47,-3.7727511757145717,1.1767226347321775
01-ai/Yi-1.5-6B,13,56,True,True,1.1292,1.063599981135219,1.1476725427210068,0.164185,50,0.555143,0.22463004926810706,0.6013781466474134,0.182196,16,0.9984930004544489,-0.8017371856948566
01-ai/Yi-1.5-6B-Chat,12,40,True,True,1.811553,1.793548405309848,1.881029063615949,0.213098,34,0.214134,0.07474285903508576,0.25549674468604433,0.265754,15,1.7797724922571527,-0.8815648318354267
01-ai/Yi-6B-200K,23,108,True,True,-1.858285,-2.0726661051785906,-2.30840820283439,0.296061,84,1.302859,1.3583007838162662,1.4702841349025315,0.274393,45,-1.633176956988786,1.1935772342537796
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,32,177,True,True,-2.929885,-3.538178663729877,-4.63793022134184,0.297989,139,2.363144,2.500367810937628,3.1221403862648445,0.196735,77,-4.515843314914786,3.0522785529504346
BEE-spoke-data/smol_llama-220M-openhermes,35,175,True,True,-2.568093,-2.956211894651416,-3.4324180242692965,0.294069,135,1.333539,1.3141945479542183,1.3926435191372295,0.232829,75,-4.177643071108861,1.2229589457453538
BSC-LT/salamandra-2b,28,127,True,True,-1.913886,-2.1933700099945437,-2.453857992430108,0.292337,95,0.997597,1.0226138653035215,1.1046217371166778,0.268312,54,-2.6207792432452512,1.4462278670958861
BSC-LT/salamandra-2b-instruct,29,131,True,True,-2.216095,-2.603417423051447,-3.023184352610502,0.298441,98,0.464768,0.4409318577938034,0.49176439960097174,0.286124,55,-2.176397189714236,0.28932328740904856
BSC-LT/salamandra-7b,23,109,True,True,-1.200573,-1.3169999726949926,-1.4001071023544285,0.27439,82,0.597657,0.5813052938503045,0.6600525290614797,0.298702,46,-1.125356723053614,1.0902010948420346
BSC-LT/salamandra-7b-instruct,30,146,True,True,-0.569888,-0.5900182770348836,-0.5923367999433581,0.2335,113,-0.35243,-0.3661774156154249,-0.37670125346469396,0.29724,58,-0.485245206150007,-0.3186989740903109
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,23,102,True,True,2.142852,2.1471913029516405,2.200446067713878,0.121906,78,-1.087231,-1.0963377982215319,-1.283296195983936,0.290837,44,2.1999999828156556,-0.03951910949467701
OpenBMB/MiniCPM4-0.5B,24,108,True,True,-1.161017,-1.2452977192099717,-1.3156800244796998,0.278738,85,-1.069299,-1.078476433490029,-1.2706866551489824,0.292744,44,-0.8440406073797071,-0.7780317565379634
Qwen/Qwen1.5-1.8B,49,226,True,True,-2.736707,-3.2083355165287903,-3.839509047700362,0.297786,166,-0.291062,-0.3088308409285136,-0.310975111101209,0.252849,100,-3.876434133120299,-0.26837926423106506
Qwen/Qwen1.5-1.8B-Chat,37,160,True,True,-1.672161,-1.8575892743543705,-2.0017624288940077,0.255898,125,-0.511231,-0.5205092717589762,-0.5540390007021675,0.299602,61,-1.8255293623147488,-0.7037306489014634
ai-forever/mGPT,33,185,True,True,-3.022145,-3.68278571144244,-4.6710496081875705,0.298365,149,2.267043,2.3629535138963553,3.014865962922509,0.201326,76,-5.20200196339955,2.911478327136595
allenai/OLMo-1B-hf,33,181,True,True,-3.074191,-3.8973019315941233,-5.980539884243261,0.298669,143,2.371001,2.5478566308950525,3.6021424352399527,0.195256,79,-5.250889750255155,2.9416178704125615
allenai/OLMo-2-0425-1B-DPO,23,107,True,True,-0.238238,-0.3154514558365475,-0.27467211816670045,0.213623,84,-0.932558,-0.8732155357462346,-1.0984427319498569,0.298894,39,0.1620467625993371,-1.208983257155126
allenai/OLMo-2-0425-1B-Instruct,23,108,True,True,0.383756,0.32561163910912366,0.37006119305506374,0.190282,83,-1.016686,-1.0188806245760473,-1.2121210224992294,0.294834,42,0.20442138096820844,-1.1521392226072917
arcee-ai/raspberry-3B,19,85,True,True,1.192307,1.1395989874790386,1.2156100290011422,0.14196,68,0.310915,0.18582888708460024,0.4269750525852854,0.29576,35,1.146787912779202,0.07742965950377281
google/gemma-2b,24,113,True,True,-1.647266,-1.8235477492077878,-2.0079328095342617,0.298371,87,0.799692,0.7841779073962591,0.8772851533987699,0.283592,48,-1.5320829468883592,1.1809133085083294
h2oai/h2o-danube-1.8b-chat,34,147,True,True,-1.6387,-1.8961008623296316,-2.0654852155984043,0.264922,112,-0.61878,-0.6348292900774113,-0.6769898346964205,0.297875,59,-1.8463721911072992,-0.2094140626091641
h2oai/h2o-danube2-1.8b-chat,28,133,True,True,-0.991492,-1.0861033176248356,-1.1246928824762827,0.244536,103,0.063789,0.05133026772739792,0.08473847022325995,0.295495,52,-1.3414092614588946,-0.0598652402681676
ibm-granite/granite-7b-instruct,24,123,True,True,-0.558914,-0.6202364019763652,-0.6290277494807286,0.246085,101,0.521611,0.5222366152540084,0.5959198964933817,0.295836,48,-0.7254704832078627,1.1069474193212954
ibm/PowerLM-3b,28,142,True,True,0.265108,0.2351728178886175,0.2664047489803872,0.178061,110,-0.072247,-0.08101499262207024,-0.06348082567339934,0.298774,67,0.40097640999458745,-0.2597488354202762
nvidia/AceInstruct-1.5B,11,52,True,True,1.727324,1.7180145677929135,1.7493365826079803,0.176971,38,-1.145724,-1.0558636221286608,-1.3125604082979592,0.283933,24,1.3905183925256737,-0.8669024519776318
openbmb/MiniCPM-1B-sft-bf16,28,140,True,True,-2.548873,-3.075301949749931,-3.7629363859731186,0.299703,108,1.721031,1.7073887519534197,1.827216125609861,0.236137,62,-4.135920944210266,2.0975576232470594
openlm-research/open_llama_3b,13,78,True,True,-0.76192,-0.911345165689004,-0.9330380823849423,0.291028,61,1.222555,1.1211829064355197,1.4086411079621117,0.240487,40,-2.0597239348098206,1.7035543087427851
pankajmathur/orca_mini_3b,20,99,True,True,-1.774524,-2.049035167864105,-2.2856977189101975,0.298564,81,1.264338,1.161460018797366,1.2983748326636753,0.271136,38,-2.025993454209349,0.6034929520006973
pankajmathur/orca_mini_v9_5_3B-Instruct,10,41,True,True,0.042257,-0.13098103407799253,-0.023293917238647325,0.284142,34,0.924133,0.6976603106015747,1.203843196895542,0.291692,16,0.7998024234285216,0.32721494576111815
stabilityai/stablelm-2-1_6b-chat,29,138,True,True,-0.813933,-1.0611863670625181,-1.0921064606974762,0.219687,107,-0.77853,-0.7870412218981125,-0.9181098427883475,0.295944,55,-0.8525069628937093,-0.9875047497274333
tiiuae/Falcon3-1B-Instruct,32,165,True,True,1.059091,1.0153582381592337,1.046186167684355,0.130817,133,-1.155371,-1.1050436938230424,-1.254782789783992,0.298248,68,0.8003513282845375,-1.2993867706221318
tiiuae/Falcon3-3B-Instruct,13,50,True,True,2.479661,2.3925929624547013,2.463987009585508,0.117903,40,-0.554949,-0.9366630759727531,-0.6156570067748633,0.297463,20,2.20001530269374,-1.0309653582193745
utter-project/EuroLLM-1.7B,30,154,True,True,-2.554524,-2.9334565742144796,-3.4215630414148444,0.298783,120,1.325017,1.2705342883403685,1.3590338724450515,0.229445,65,-3.3806553883325052,1.4469397816364538
utter-project/EuroLLM-1.7B-Instruct,32,137,True,True,-1.834871,-1.9717424374925134,-2.1509481858524406,0.277541,107,0.188259,0.16535230891898922,0.2094679144101294,0.296806,51,-2.416565598127998,0.05231471870671216
