criterion_id,a,b,method,n_models_used,flags
tb_0023_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0023_c03,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0023_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0023_c08,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0024_c05,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0024_c06,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0024_c11,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0025_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0025_c04,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0025_c06,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0026_c16,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0027_c12,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0028_c01,1.0,-0.48982208143115125,girth_rasch_mml,20,
tb_0028_c04,1.0,-0.24272259885284994,girth_rasch_mml,20,
tb_0028_c10,1.0,0.24268941753104278,girth_rasch_mml,20,
tb_0029_c02,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0029_c03,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0029_c06,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0030_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0030_c04,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0031_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0031_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0031_c04,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0031_c05,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0031_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0031_c08,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0031_c09,1.0,-0.24272259885284994,girth_rasch_mml,20,
tb_0031_c11,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0032_c06,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0032_c07,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0033_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0033_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0033_c05,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0034_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0034_c05,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0034_c07,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0034_c10,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0034_c11,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0035_c01,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0035_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0036_c01,1.0,-0.48982208143115125,girth_rasch_mml,20,
tb_0036_c04,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0036_c05,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0036_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0037_c05,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0037_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0038_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0038_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0038_c04,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0038_c06,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0039_c01,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0039_c03,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0039_c04,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0039_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0039_c07,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0039_c08,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0039_c09,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0040_c01,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0040_c06,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0041_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0041_c07,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0042_c05,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0042_c06,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0042_c07,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0042_c08,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0043_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0043_c03,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0043_c05,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0043_c06,1.0,-0.7463135734985766,girth_rasch_mml,20,
tb_0043_c07,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0043_c08,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0043_c09,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0044_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0044_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0044_c03,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0044_c05,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0044_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0044_c07,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0045_c12,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0046_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0046_c02,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0046_c03,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0046_c04,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0046_c06,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0046_c09,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0047_c01,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0047_c04,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0047_c10,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0047_c11,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0048_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0048_c03,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0048_c04,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0048_c05,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0048_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0048_c08,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0048_c10,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0048_c11,1.0,-8.29894493036975e-06,girth_rasch_mml,20,
tb_0049_c01,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0049_c05,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0049_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0050_c01,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0050_c04,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0050_c06,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0051_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0051_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0051_c05,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0051_c06,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0051_c07,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0051_c08,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0052_c01,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0052_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0052_c08,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0053_c04,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0053_c05,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0053_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0053_c07,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0053_c08,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0053_c09,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0053_c10,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0054_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0054_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0054_c03,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0054_c10,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0055_c03,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0055_c11,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0056_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0056_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0056_c03,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0056_c04,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0056_c05,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0056_c07,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0057_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0057_c03,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0057_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0057_c07,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0057_c08,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0057_c09,1.0,-0.24272259885284994,girth_rasch_mml,20,
tb_0057_c11,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0057_c13,1.0,-0.24272259885284994,girth_rasch_mml,20,
tb_0058_c02,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0058_c06,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0059_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0059_c03,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0059_c04,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0059_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0059_c07,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0059_c08,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0060_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0060_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0060_c03,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0061_c06,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0061_c08,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0062_c01,1.0,-8.29894493036975e-06,girth_rasch_mml,20,
tb_0063_c01,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0063_c06,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0063_c08,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0065_c07,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0065_c08,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0066_c05,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0067_c04,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0067_c06,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0067_c08,1.0,-8.29894493036975e-06,girth_rasch_mml,20,
tb_0067_c09,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0068_c06,1.0,-8.29894493036975e-06,girth_rasch_mml,20,
tb_0068_c07,1.0,0.24268941753104278,girth_rasch_mml,20,
tb_0068_c08,1.0,-0.24272259885284994,girth_rasch_mml,20,
tb_0069_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0069_c07,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0069_c14,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0070_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0070_c08,1.0,-0.24272259885284994,girth_rasch_mml,20,
tb_0071_c04,1.0,0.24268941753104278,girth_rasch_mml,20,
tb_0071_c07,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0072_c04,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0073_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0073_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0073_c06,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0073_c07,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0074_c09,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0075_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0075_c07,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0075_c08,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0075_c09,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0076_c01,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0076_c05,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0077_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0077_c07,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0078_c02,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0078_c03,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0078_c17,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0078_c18,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0079_c05,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0079_c08,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0079_c09,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0079_c10,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0079_c11,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0080_c01,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0080_c03,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0080_c04,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0080_c05,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0080_c06,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0080_c08,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0080_c09,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0080_c10,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0080_c12,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0081_c01,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0081_c12,1.0,-2.0478401547753093,girth_rasch_mml,20,
tb_0082_c01,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0082_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0082_c03,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0082_c04,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0082_c05,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0082_c06,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0082_c07,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0082_c11,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0083_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0083_c03,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0083_c07,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0084_c01,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0084_c02,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0084_c07,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0084_c10,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0084_c11,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0085_c01,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0085_c07,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0086_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0086_c04,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0086_c07,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0088_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0088_c03,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0088_c04,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0088_c05,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0088_c06,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0088_c07,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0088_c09,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0089_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0089_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0089_c03,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0089_c04,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0089_c08,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0090_c02,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0090_c03,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0090_c04,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0090_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0091_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0091_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0091_c04,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0091_c06,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0091_c07,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0091_c09,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0092_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0092_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0092_c08,1.0,-0.24272259885284994,girth_rasch_mml,20,
tb_0093_c01,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0093_c03,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0093_c06,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0093_c07,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0093_c09,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0093_c11,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0094_c01,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0094_c05,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0095_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0095_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0095_c05,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0095_c06,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0095_c09,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0096_c03,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0096_c04,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0096_c06,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0097_c01,1.0,1.0183911730215711,girth_rasch_mml,20,
tb_0097_c05,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0097_c06,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0098_c01,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0098_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0098_c03,1.0,-1.6497414245758457,girth_rasch_mml,20,
tb_0098_c04,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0098_c06,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0098_c10,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0099_c05,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0099_c11,1.0,0.24268941753104278,girth_rasch_mml,20,
tb_0101_c03,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0101_c05,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0102_c01,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0102_c03,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0102_c04,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0102_c06,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0102_c07,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0102_c12,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0102_c18,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0103_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0103_c06,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0103_c10,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0103_c11,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0104_c01,1.0,0.7462778196202989,girth_rasch_mml,20,
tb_0104_c02,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0104_c03,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0104_c05,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0104_c13,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0104_c16,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0105_c02,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0105_c11,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0105_c12,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0105_c15,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0105_c19,1.0,-0.48982208143115125,girth_rasch_mml,20,
tb_0106_c04,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0106_c09,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0106_c10,1.0,1.3148911452098575,girth_rasch_mml,20,
tb_0107_c07,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0107_c08,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0107_c09,1.0,0.24268941753104278,girth_rasch_mml,20,
tb_0108_c06,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0108_c09,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0109_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0109_c03,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0109_c08,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0109_c13,1.0,1.649692402838282,girth_rasch_mml,20,
tb_0110_c04,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0110_c11,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0110_c12,1.0,0.4897879865939404,girth_rasch_mml,20,
tb_0111_c01,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0111_c02,1.0,3.3714901801122474,girth_rasch_mml,20,
tb_0111_c03,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0111_c05,1.0,2.564179423603848,girth_rasch_mml,20,
tb_0111_c06,1.0,2.047779847144435,girth_rasch_mml,20,
tb_0113_c01,1.0,-8.29894493036975e-06,girth_rasch_mml,20,
tb_0113_c06,1.0,2.564179423603848,girth_rasch_mml,20,
