criterion_id,a_content,a_diagnosis,a_scaffolding,b,n_persons,flags
tb_0024_c06,1.346359,0.0,0.0,2.448409,82,low_n
tb_0024_c10,0.154014,0.0,0.0,1.327252,81,low_n
tb_0025_c01,1.047715,0.0,0.0,3.852822,81,low_n
tb_0025_c04,0.342162,0.0,0.0,1.50241,82,low_n
tb_0025_c05,0.087738,0.0,0.0,2.86557,81,low_n
tb_0025_c06,-0.179458,0.0,0.0,1.875197,80,low_n
tb_0025_c07,0.590736,0.0,1.492137,3.833904,81,low_n
tb_0025_c11,1.830202,-1.964799,0.0,5.725773,80,low_n
tb_0025_c12,0.0,0.0,0.694471,3.055624,82,low_n
tb_0026_c02,2.42356,0.0,0.0,4.834091,82,low_n
tb_0026_c03,0.369935,0.0,0.0,4.183785,82,low_n
tb_0026_c04,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0026_c12,0.633176,0.0,0.0,3.541918,82,low_n
tb_0026_c14,1.58257,0.0,0.0,3.117407,82,low_n
tb_0027_c07,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0028_c02,1.442198,0.385395,0.0,3.695182,82,low_n
tb_0028_c04,0.872979,0.0,0.0,-1.166404,77,low_n
tb_0028_c05,-13.347384,10.73856,0.0,16.61495,81,extreme_a|low_n
tb_0028_c07,2.051024,-1.891477,0.0,4.140357,82,low_n
tb_0028_c08,0.791058,1.077852,0.0,3.025125,81,low_n
tb_0028_c09,1.918269,0.0,0.0,5.060207,81,low_n
tb_0028_c10,0.316992,0.266535,0.0,2.535601,76,low_n
tb_0028_c11,5.576727,4.748263,0.0,18.697528,78,low_n
tb_0029_c02,1.070506,0.0,0.0,0.214277,82,low_n
tb_0029_c03,1.725031,0.0,0.0,1.582341,82,low_n
tb_0029_c04,14.428092,0.0,-7.090197,29.960701,82,extreme_a|low_n
tb_0030_c01,0.0,0.843728,0.0,1.120345,72,low_n
tb_0030_c04,1.350636,0.716729,0.0,1.671061,82,low_n
tb_0030_c07,2.680453,0.712578,0.0,6.114947,80,low_n
tb_0030_c08,4.121125,-3.767058,0.0,6.292183,73,low_n
tb_0031_c01,0.0,0.973255,0.0,0.801574,81,low_n
tb_0031_c02,0.121641,0.672703,0.0,2.156905,82,low_n
tb_0031_c04,0.962715,0.0,0.0,-0.464275,80,low_n
tb_0031_c05,0.490945,0.0,0.0,2.503221,82,low_n
tb_0031_c06,1.178587,0.0,0.0,2.94563,82,low_n
tb_0031_c08,0.733584,0.0,0.0,-0.029086,77,low_n
tb_0031_c09,-0.059972,0.0,0.0,0.995998,81,low_n
tb_0031_c10,0.178669,0.0,0.0,3.53183,82,low_n
tb_0031_c11,0.873833,0.0,0.0,1.400996,77,low_n
tb_0031_c12,1.142955,0.0,0.0,3.147831,81,low_n
tb_0031_c13,-0.534528,0.367303,0.0,1.955139,81,low_n
tb_0032_c02,0.965966,0.717418,0.0,2.771392,82,low_n
tb_0032_c03,0.607483,0.90584,0.0,2.535211,82,low_n
tb_0032_c04,5.736559,4.748266,0.0,19.07608,82,low_n
tb_0032_c05,0.0,0.789464,0.0,-0.571456,81,low_n
tb_0032_c06,0.0,0.0,0.097231,2.496394,79,low_n
tb_0033_c01,0.0,1.770735,0.0,-0.04051,82,low_n
tb_0033_c02,0.0,1.84424,0.0,0.969888,81,low_n
tb_0033_c03,5.981751,0.0,0.0,14.857915,81,low_n
tb_0034_c01,0.711164,0.247801,0.0,2.86623,82,low_n
tb_0034_c02,3.676042,-3.076853,0.0,7.049059,81,low_n
tb_0034_c05,1.0339,0.0,0.0,1.120735,82,low_n
tb_0034_c07,1.945692,0.0,0.0,5.139233,82,low_n
tb_0035_c01,1.291324,0.066981,0.0,0.735332,80,low_n
tb_0035_c02,0.0,1.168463,0.0,2.025521,81,low_n
tb_0036_c01,0.965123,0.0,0.0,-1.208725,76,low_n
tb_0036_c02,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0036_c05,6.852609,0.0,0.0,9.780252,82,extreme_a|low_n
tb_0036_c09,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0036_c10,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0037_c01,1.452495,0.99036,0.0,4.458543,82,low_n
tb_0038_c01,0.758164,0.0,0.0,2.605141,82,low_n
tb_0038_c02,0.832955,0.0,0.0,2.433195,82,low_n
tb_0038_c03,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0038_c04,1.25439,0.384387,0.0,1.447828,81,low_n
tb_0038_c05,1.01184,0.0,0.0,4.592409,82,low_n
tb_0039_c02,0.375312,0.0,0.0,3.472559,82,low_n
tb_0039_c03,1.483801,0.0,0.0,-0.34215,75,low_n
tb_0039_c04,1.480062,0.0,0.0,1.412197,81,low_n
tb_0039_c05,2.248876,0.0,0.0,4.210454,82,low_n
tb_0039_c06,1.147491,0.0,0.0,3.139674,80,low_n
tb_0039_c09,0.0,0.497448,-0.203574,1.229917,79,low_n
tb_0040_c01,0.743816,0.0,0.0,0.516552,80,low_n
tb_0040_c02,0.0,0.83398,1.320367,3.70137,81,low_n
tb_0040_c03,0.738748,0.0,0.0,0.301681,79,low_n
tb_0040_c04,1.045402,0.0,0.0,3.886353,82,low_n
tb_0041_c02,1.211814,0.459265,0.0,0.584658,81,low_n
tb_0041_c03,-4.312789,8.779822,0.0,11.259298,82,extreme_a|low_n
tb_0041_c04,-1.04304,1.964448,0.0,3.636927,82,low_n
tb_0041_c05,2.029276,0.0,0.0,0.178394,82,low_n
tb_0041_c07,2.047184,0.0,0.0,-0.125928,82,low_n
tb_0042_c01,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0042_c02,1.945692,0.0,0.0,5.139233,82,low_n
tb_0042_c03,1.238419,0.0,0.0,2.762448,82,low_n
tb_0042_c04,1.193518,0.0,0.0,2.960388,82,low_n
tb_0042_c06,0.545653,0.0,0.0,1.970361,82,low_n
tb_0042_c07,0.962522,0.0,0.0,2.148195,82,low_n
tb_0042_c10,0.0,0.0,0.819895,2.468622,81,low_n
tb_0043_c01,-0.641271,0.271757,0.0,5.039919,82,low_n
tb_0043_c02,1.01184,0.0,0.0,4.592409,82,low_n
tb_0043_c03,1.5978,0.0,0.0,0.116365,81,low_n
tb_0043_c04,0.813597,5.967982,0.0,9.049091,81,low_n
tb_0043_c05,2.303158,1.343492,0.0,1.982043,82,low_n
tb_0043_c06,0.0,1.605479,0.0,-2.965345,78,low_n
tb_0043_c08,1.397361,0.134264,1.19539,3.136219,82,low_n
tb_0044_c01,0.476681,0.0,0.0,2.120988,82,low_n
tb_0044_c02,1.570173,0.0,0.0,3.681129,82,low_n
tb_0044_c03,1.570173,0.0,0.0,3.681129,82,low_n
tb_0044_c04,1.299372,6.166455,0.0,9.580234,82,extreme_a|low_n
tb_0044_c05,0.696798,0.0,0.0,1.260428,82,low_n
tb_0044_c06,1.572584,0.0,0.0,3.373182,82,low_n
tb_0045_c06,8.192186,0.0,8.525967,24.986875,82,extreme_a|low_n
tb_0045_c09,1.045402,0.0,0.0,3.886353,82,low_n
tb_0045_c11,1.01184,0.0,0.0,4.592409,82,low_n
tb_0045_c12,0.762437,0.0,0.0,3.185743,82,low_n
tb_0045_c13,0.0,0.503373,0.0,1.755174,80,low_n
tb_0046_c01,0.929829,0.0,0.0,1.430021,82,low_n
tb_0046_c02,1.252929,0.0,0.0,0.731978,82,low_n
tb_0046_c03,1.087536,0.0,0.0,0.91624,82,low_n
tb_0046_c04,0.462746,0.0,0.192615,1.687015,82,low_n
tb_0046_c05,0.0,5.432541,0.0,8.579124,82,low_n
tb_0046_c06,1.101944,0.0,0.0,3.489281,82,low_n
tb_0046_c08,0.278486,0.0,0.0,2.763079,82,low_n
tb_0047_c04,1.008971,0.0,0.0,4.588231,81,low_n
tb_0047_c07,1.609656,-0.976797,0.0,4.351982,81,low_n
tb_0047_c08,5.736559,4.748266,0.0,19.07608,81,low_n
tb_0047_c10,0.811174,0.0,0.0,1.16891,81,low_n
tb_0048_c01,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0048_c03,0.917594,0.0,0.0,0.508262,82,low_n
tb_0048_c04,1.01828,0.0,0.0,2.02139,82,low_n
tb_0048_c05,6.657839,0.0,0.0,9.071347,82,extreme_a|low_n
tb_0048_c06,2.35981,1.548396,0.0,3.647047,82,low_n
tb_0048_c08,1.342655,0.955494,0.0,3.042996,82,low_n
tb_0048_c10,0.744807,0.105005,0.0,1.245417,81,low_n
tb_0049_c01,0.657168,0.33983,0.0,-0.81163,81,low_n
tb_0049_c02,1.945692,0.0,0.0,5.139233,82,low_n
tb_0049_c03,1.073669,0.0,0.0,3.917317,82,low_n
tb_0049_c04,2.864982,0.0,0.0,6.031666,82,low_n
tb_0049_c06,0.658671,0.0,0.0,1.588962,82,low_n
tb_0050_c03,1.720883,0.0,0.0,1.27597,81,low_n
tb_0050_c04,1.062772,1.412195,0.0,-0.49268,81,low_n
tb_0050_c06,1.093931,0.529112,0.0,1.394658,80,low_n
tb_0050_c08,5.736559,4.748266,0.0,19.07608,82,low_n
tb_0050_c09,0.0051,0.0,0.0,4.388516,82,low_n
tb_0051_c01,1.589375,0.0,0.0,0.534634,80,low_n
tb_0051_c02,1.533422,0.0,0.0,0.798368,82,low_n
tb_0051_c04,1.001849,0.0,0.0,4.57061,81,low_n
tb_0051_c05,0.0,1.974059,0.0,-2.600497,80,low_n
tb_0051_c06,2.096218,-0.23734,0.0,-0.541395,81,low_n
tb_0052_c02,0.440953,0.0,0.0,1.023602,80,low_n
tb_0052_c03,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0052_c05,2.086141,0.787198,0.0,4.39059,82,low_n
tb_0052_c06,1.005395,0.0,0.0,2.557047,82,low_n
tb_0052_c07,0.953668,1.627182,0.0,1.1325,81,low_n
tb_0052_c08,1.594412,0.0,0.0,0.362845,80,low_n
tb_0052_c09,5.577464,4.749107,0.0,18.70024,80,low_n
tb_0053_c01,9.533167,-8.358951,0.0,18.390325,82,extreme_a|low_n
tb_0053_c03,7.04477,0.0,0.0,15.988829,82,extreme_a|low_n
tb_0053_c04,1.620049,0.0,-0.511812,1.877124,81,low_n
tb_0053_c05,0.9152,0.0,0.0,-0.250402,81,low_n
tb_0053_c06,0.0,0.0,-0.368548,1.701919,82,low_n
tb_0053_c09,0.552282,0.0,0.0,-0.65726,81,low_n
tb_0053_c10,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0054_c02,0.0,1.40436,0.0,-0.509495,82,low_n
tb_0054_c03,-0.011935,1.156433,0.0,-1.216159,82,low_n
tb_0054_c04,0.369935,0.0,0.0,4.183785,82,low_n
tb_0054_c05,1.495934,0.0,0.0,2.215534,82,low_n
tb_0055_c03,0.447301,0.0,0.0,0.93089,82,low_n
tb_0055_c05,0.863059,0.0,-0.007344,2.935796,82,low_n
tb_0055_c08,0.374112,0.0,0.0,2.501324,82,low_n
tb_0056_c01,1.17772,1.021342,0.0,1.428012,81,low_n
tb_0056_c02,2.011943,0.874452,0.0,3.729824,82,low_n
tb_0056_c03,1.443029,0.796895,0.0,1.298113,80,low_n
tb_0056_c04,1.198127,0.0,0.0,0.645532,80,low_n
tb_0056_c06,1.035568,0.589387,0.0,0.840029,80,low_n
tb_0056_c07,0.371268,0.0,0.0,3.446494,80,low_n
tb_0057_c02,1.151013,0.0,0.0,4.628275,81,low_n
tb_0057_c03,0.725598,0.0,0.0,0.964626,76,low_n
tb_0057_c04,1.043106,0.0,-0.153204,4.624328,82,low_n
tb_0057_c05,0.666545,0.0,0.0,2.809446,82,low_n
tb_0057_c06,0.0,1.468842,0.0,1.917134,81,low_n
tb_0057_c07,0.83106,0.0,0.0,1.314542,78,low_n
tb_0057_c08,0.669308,1.424619,0.0,-0.680829,82,low_n
tb_0057_c10,0.899197,0.0,0.0,1.950151,82,low_n
tb_0058_c01,1.400075,0.982496,0.0,2.123638,82,low_n
tb_0058_c02,0.0,1.540778,0.0,-1.567821,76,low_n
tb_0058_c03,1.577641,0.0,0.0,2.11202,82,low_n
tb_0058_c04,1.699763,0.406995,0.0,1.502776,82,low_n
tb_0058_c05,8.445987,0.0,-3.950537,20.023566,82,extreme_a|low_n
tb_0058_c07,1.01184,0.0,0.0,4.592409,82,low_n
tb_0059_c01,7.023507,1.547142,0.0,8.513648,81,extreme_a|low_n
tb_0059_c02,1.518398,-0.895684,0.0,5.019871,82,low_n
tb_0059_c03,0.876109,1.559781,0.0,0.601177,82,low_n
tb_0059_c04,1.327906,1.203317,0.0,1.581931,81,low_n
tb_0059_c06,6.710469,0.0,0.990844,8.184029,82,extreme_a|low_n
tb_0059_c07,1.267591,0.0,0.0,2.036472,82,low_n
tb_0059_c08,1.193518,0.0,0.0,2.960388,82,low_n
tb_0059_c09,1.659156,0.0,0.0,4.18176,82,low_n
tb_0059_c10,1.423597,0.0,0.0,2.330749,82,low_n
tb_0060_c01,0.716088,0.0,0.0,0.3312,81,low_n
tb_0060_c02,0.43327,2.654618,0.0,1.901555,82,low_n
tb_0061_c02,0.304137,5.307992,0.0,8.752982,82,low_n
tb_0061_c03,-4.312789,8.779822,0.0,11.259298,82,extreme_a|low_n
tb_0061_c04,2.864982,0.0,0.0,6.031666,82,low_n
tb_0061_c05,1.125615,1.365835,0.0,1.892778,82,low_n
tb_0061_c06,0.158351,1.643084,0.0,-0.794159,81,low_n
tb_0061_c07,0.0,0.0,1.895945,3.96188,80,low_n
tb_0062_c01,0.0,2.120825,0.0,-5.006079,81,low_n
tb_0062_c02,1.659156,0.0,0.0,4.18176,82,low_n
tb_0062_c05,1.045402,0.0,0.0,3.886353,82,low_n
tb_0063_c01,0.0,0.8636,0.0,-0.635812,77,low_n
tb_0063_c03,2.330199,0.0,0.0,3.207092,82,low_n
tb_0063_c04,1.670268,0.0,0.0,2.018506,82,low_n
tb_0063_c05,1.662439,0.0,0.0,2.836668,80,low_n
tb_0063_c06,1.652466,0.0,0.0,1.574974,80,low_n
tb_0063_c08,0.511686,0.0,0.0,2.750172,81,low_n
tb_0063_c10,1.045402,0.0,0.0,3.886353,82,low_n
tb_0065_c01,1.659156,0.0,0.0,4.18176,82,low_n
tb_0065_c02,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0065_c03,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0065_c04,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0065_c05,2.864982,0.0,0.0,6.031666,82,low_n
tb_0065_c08,0.0,0.0,0.062305,2.538028,82,low_n
tb_0066_c02,0.374007,0.547701,0.0,1.021091,82,low_n
tb_0067_c02,5.736559,4.748266,0.0,19.07608,82,low_n
tb_0067_c04,1.580233,1.421459,0.0,1.723325,82,low_n
tb_0067_c06,1.229131,0.0,0.0,0.402751,81,low_n
tb_0068_c02,1.945692,0.0,0.0,5.139233,82,low_n
tb_0068_c04,6.031565,0.0,0.0,14.975875,82,extreme_a|low_n
tb_0069_c07,0.918025,0.0,0.0,0.401784,81,low_n
tb_0069_c09,1.495782,0.0,0.0,3.549092,76,low_n
tb_0069_c11,1.498395,0.0,0.407215,3.046599,81,low_n
tb_0069_c12,-0.266053,0.0,0.0,3.694417,82,low_n
tb_0069_c13,1.945692,0.0,0.0,5.139233,82,low_n
tb_0069_c14,0.236219,0.0,0.0,2.343728,82,low_n
tb_0069_c17,5.736559,4.748266,0.0,19.07608,82,low_n
tb_0070_c01,0.621891,0.855841,0.0,1.966079,82,low_n
tb_0070_c02,0.816053,0.522896,0.0,1.554048,82,low_n
tb_0070_c03,1.945692,0.0,0.0,5.139233,82,low_n
tb_0070_c04,2.713255,0.76807,0.0,6.23449,82,low_n
tb_0070_c05,1.946679,-0.003004,0.0,5.139229,82,low_n
tb_0070_c06,1.407558,1.00265,0.0,4.404975,82,low_n
tb_0070_c08,1.081568,0.0,0.0,3.467796,82,low_n
tb_0071_c01,0.744588,0.0,0.0,2.597279,82,low_n
tb_0071_c04,0.0,1.131563,0.0,-2.09565,79,low_n
tb_0072_c01,0.0,0.753583,0.0,1.331404,79,low_n
tb_0072_c04,0.192578,1.00386,0.0,-0.746564,82,low_n
tb_0072_c05,1.101944,0.0,0.0,3.489281,82,low_n
tb_0072_c06,0.633176,0.0,0.0,3.541918,82,low_n
tb_0072_c07,0.617802,0.0,0.0,2.504677,81,low_n
tb_0072_c08,0.489672,0.0,0.0,2.74835,82,low_n
tb_0072_c09,-0.001968,8.321839,-3.60396,11.416663,82,extreme_a|low_n
tb_0073_c01,2.26856,2.660615,0.0,3.541619,82,low_n
tb_0073_c02,1.610668,0.0,0.0,1.661782,82,low_n
tb_0073_c03,8.445987,0.0,-3.950537,20.023566,82,extreme_a|low_n
tb_0073_c06,2.170292,0.0,0.0,2.243426,82,low_n
tb_0074_c05,0.64216,0.0,0.0,1.586021,82,low_n
tb_0074_c08,1.308388,0.0,0.0,0.977682,82,low_n
tb_0074_c09,1.078059,0.0,0.0,0.118737,82,low_n
tb_0075_c02,0.999519,0.0,0.0,1.337712,82,low_n
tb_0075_c03,5.748768,8.32341,-3.992892,16.959776,82,extreme_a|low_n
tb_0075_c05,1.045402,0.0,0.0,3.886353,82,low_n
tb_0076_c01,0.0,1.659501,0.0,-1.153355,81,low_n
tb_0076_c03,1.518398,-0.895684,0.0,5.019871,82,low_n
tb_0077_c02,8.485965,0.0,3.967152,20.078053,79,extreme_a|low_n
tb_0077_c03,1.785197,0.0,-0.509104,4.253666,80,low_n
tb_0077_c07,0.0,0.0,0.065781,1.973027,82,low_n
tb_0078_c02,0.130794,0.301119,0.0,1.106382,82,low_n
tb_0078_c03,0.431712,0.338183,0.0,0.866649,82,low_n
tb_0078_c05,7.04477,0.0,0.0,15.988829,82,extreme_a|low_n
tb_0078_c17,0.0,0.874242,0.0,0.745156,82,low_n
tb_0079_c01,1.476824,0.369848,0.0,3.731045,82,low_n
tb_0079_c02,1.083177,0.573189,0.0,2.529995,81,low_n
tb_0079_c03,0.072709,1.590613,0.0,3.364554,82,low_n
tb_0079_c04,0.585528,0.787284,0.364362,2.492192,82,low_n
tb_0079_c05,0.397358,1.283675,0.0,2.799664,82,low_n
tb_0079_c06,0.587279,0.597764,0.0,0.562115,82,low_n
tb_0079_c07,-0.269652,2.429403,0.0,3.097106,80,low_n
tb_0079_c08,0.251865,1.127051,0.0,2.371769,82,low_n
tb_0079_c09,-0.057836,1.008303,0.0,0.991413,80,low_n
tb_0079_c10,0.419325,0.572226,0.0,0.407432,81,low_n
tb_0079_c11,0.0,0.974928,0.0,1.259772,81,low_n
tb_0080_c02,0.971941,0.0,0.0,1.213374,82,low_n
tb_0080_c03,1.47789,0.0,0.0,-0.518314,82,low_n
tb_0080_c04,0.755256,0.0,0.0,0.134277,82,low_n
tb_0080_c05,1.48593,0.0,0.0,-2.520293,82,low_n
tb_0080_c06,1.00654,0.0,0.0,0.899665,82,low_n
