criterion_id,a_content,a_diagnosis,a_scaffolding,b,n_persons,flags
tb_0010_c04,2.947611,0.0,0.0,5.530341,82,low_n
tb_0010_c07,0.598118,0.0,0.0,2.138632,82,low_n
tb_0011_c01,8.516019,0.0,0.0,26.854337,81,extreme_a|low_n
tb_0011_c03,0.0,-4.990923,1.339594,9.634954,75,low_n
tb_0011_c04,5.89288,0.0,0.0,15.336313,82,low_n
tb_0011_c05,2.246972,0.0,0.0,5.59211,82,low_n
tb_0011_c07,5.770168,0.0,0.0,15.045188,74,low_n
tb_0011_c08,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0011_c09,8.078048,-1.367703,0.0,26.737457,82,extreme_a|low_n
tb_0012_c04,0.264277,0.0,0.0,3.541156,82,low_n
tb_0012_c06,0.0,0.0,0.70608,1.105826,81,low_n
tb_0013_c02,2.301871,0.0,0.0,2.921656,81,low_n
tb_0013_c03,1.235291,0.0,0.0,1.957427,82,low_n
tb_0013_c04,1.418491,0.0,0.0,4.103607,82,low_n
tb_0013_c10,1.065175,0.76877,0.0,4.21932,82,low_n
tb_0013_c11,5.89288,0.0,0.0,15.336313,82,low_n
tb_0015_c02,1.18393,0.0,0.0,2.369286,82,low_n
tb_0015_c03,0.826714,0.0,0.0,2.935483,82,low_n
tb_0015_c06,0.613431,0.0,0.0,4.460202,82,low_n
tb_0016_c01,1.714457,0.0,0.0,2.565943,81,low_n
tb_0016_c02,1.014242,0.0,0.0,2.931374,82,low_n
tb_0016_c03,1.198959,0.0,0.0,3.17957,82,low_n
tb_0016_c04,0.864859,0.0,0.0,3.255748,82,low_n
tb_0016_c05,1.194298,0.0,0.0,2.218437,82,low_n
tb_0016_c06,2.329664,1.416461,0.0,4.369012,82,low_n
tb_0016_c07,1.86756,0.0,0.0,5.359574,82,low_n
tb_0017_c02,1.705822,0.0,0.0,2.44554,82,low_n
tb_0017_c05,1.133285,0.0,0.0,3.897989,78,low_n
tb_0017_c07,0.848118,0.0,0.0,1.693745,80,low_n
tb_0017_c08,0.683986,0.0,0.0,2.752186,81,low_n
tb_0017_c09,1.278631,0.0,0.0,5.539434,78,low_n
tb_0017_c10,0.573982,0.0,0.0,1.94488,81,low_n
tb_0017_c11,0.473841,0.0,0.0,2.775041,79,low_n
tb_0017_c13,1.296398,0.0,0.0,5.491583,77,low_n
tb_0017_c15,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0017_c18,1.977173,0.0,0.0,5.403254,81,low_n
tb_0017_c19,0.827676,0.0,0.0,3.208029,82,low_n
tb_0018_c01,1.715854,0.0,0.0,2.812856,82,low_n
tb_0018_c02,1.767425,0.0,0.0,3.279142,82,low_n
tb_0018_c03,0.844746,5.984604,0.0,9.176423,81,low_n
tb_0018_c04,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0019_c01,1.089183,0.0,0.0,1.771042,81,low_n
tb_0019_c02,0.894323,0.0,0.0,1.66249,82,low_n
tb_0019_c03,1.424874,0.0,0.0,0.632584,76,low_n
tb_0019_c04,1.499305,0.0,0.0,5.214555,82,low_n
tb_0019_c05,0.83685,0.0,0.0,3.219642,82,low_n
tb_0019_c06,0.340656,0.0,0.0,2.575963,82,low_n
tb_0019_c07,0.340656,0.0,0.0,2.575963,82,low_n
tb_0019_c08,0.502668,0.0,0.0,3.200911,82,low_n
tb_0019_c09,0.502668,0.0,0.0,3.200911,82,low_n
tb_0019_c10,1.50964,0.0,0.0,0.77995,82,low_n
tb_0019_c11,0.564164,0.0,0.0,2.281584,82,low_n
tb_0019_c12,1.32851,0.0,0.0,5.709015,82,low_n
tb_0020_c02,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0020_c06,0.405766,0.0,0.0,1.329883,81,low_n
tb_0020_c07,0.406795,0.0,0.0,1.786763,82,low_n
tb_0020_c08,0.420804,0.0,0.0,2.058291,82,low_n
tb_0020_c09,0.332049,0.0,0.0,2.373465,82,low_n
tb_0020_c11,0.420804,0.0,0.0,2.058291,82,low_n
tb_0020_c13,0.756452,-1.430572,0.0,-1.920667,80,low_n
tb_0021_c01,2.279199,0.0,0.0,3.495707,82,low_n
tb_0021_c02,1.209523,0.0,0.0,1.197737,81,low_n
tb_0021_c03,8.078048,-1.367703,0.0,26.737457,82,extreme_a|low_n
tb_0021_c05,1.012018,0.0,0.0,0.499747,82,low_n
tb_0021_c06,6.69053,0.0,0.0,8.678488,82,extreme_a|low_n
tb_0021_c07,-0.165098,0.0,0.0,3.925029,82,low_n
tb_0022_c02,3.286723,0.0,0.0,6.656723,81,low_n
tb_0022_c03,1.32851,0.0,0.0,5.709015,82,low_n
tb_0022_c04,1.32851,0.0,0.0,5.709015,82,low_n
tb_0022_c06,1.499305,0.0,0.0,5.214555,82,low_n
tb_0023_c02,0.563821,0.0,0.0,1.447735,81,low_n
tb_0023_c03,1.32851,0.0,0.0,5.709015,82,low_n
tb_0024_c04,1.186542,0.0,0.0,3.152428,81,low_n
tb_0024_c05,1.044979,0.145957,0.0,0.987604,78,low_n
tb_0024_c06,1.446521,0.0,0.0,3.067221,82,low_n
tb_0024_c10,0.124313,0.0,0.0,1.365865,81,low_n
tb_0025_c01,0.630185,0.0,0.0,3.725707,81,low_n
tb_0025_c04,0.396924,0.0,0.0,1.558273,82,low_n
tb_0025_c05,-0.016446,0.0,0.0,2.976387,81,low_n
tb_0025_c06,-0.168444,0.0,0.0,1.854256,80,low_n
tb_0025_c07,0.939641,-0.412279,0.0,4.276365,81,low_n
tb_0025_c11,-0.002428,0.0,0.0,4.372238,80,low_n
tb_0025_c12,0.0,0.022153,0.0,2.970251,82,low_n
tb_0026_c02,1.487703,0.0,0.0,4.220951,82,low_n
tb_0026_c03,0.613431,0.0,0.0,4.460202,82,low_n
tb_0026_c04,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0026_c12,0.946925,0.0,0.0,4.185141,82,low_n
tb_0026_c14,1.605187,0.0,0.0,3.777344,82,low_n
tb_0027_c07,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0028_c02,1.098383,0.0,0.0,3.58804,82,low_n
tb_0028_c04,0.782036,0.0,0.0,-1.076084,77,low_n
tb_0028_c05,0.266118,0.0,0.0,4.23109,81,low_n
tb_0028_c07,0.351808,0.0,0.0,2.820535,82,low_n
tb_0028_c08,1.024658,0.0,0.0,3.179087,81,low_n
tb_0028_c09,1.595873,0.0,0.0,5.394992,81,low_n
tb_0028_c10,0.55306,0.0,0.0,2.788287,76,low_n
tb_0028_c11,8.515996,0.0,0.0,26.854262,78,extreme_a|low_n
tb_0029_c02,0.951781,0.0,0.0,0.393361,82,low_n
tb_0029_c03,1.512289,0.0,0.0,1.927383,82,low_n
tb_0029_c04,5.914644,-5.258864,0.0,20.086999,82,low_n
tb_0030_c01,0.774065,0.0,0.0,1.500098,72,low_n
tb_0030_c04,1.132183,0.0,0.0,1.723667,82,low_n
tb_0030_c07,1.714412,0.0,0.0,5.036927,80,low_n
tb_0030_c08,0.575944,0.0,0.0,2.734733,73,low_n
tb_0031_c01,0.687197,0.0,0.0,1.188071,81,low_n
tb_0031_c02,0.456559,0.0,0.0,2.405433,82,low_n
tb_0031_c04,0.827672,0.0,0.0,-0.306117,80,low_n
tb_0031_c05,0.488112,0.0,0.0,2.628478,82,low_n
tb_0031_c06,1.322596,0.0,0.0,3.626024,82,low_n
tb_0031_c08,0.706013,0.0,0.0,0.072115,77,low_n
tb_0031_c09,-0.055914,0.0,0.0,0.987635,81,low_n
tb_0031_c10,0.424717,0.0,0.0,3.582606,82,low_n
tb_0031_c11,0.856461,0.0,0.0,1.637018,77,low_n
tb_0031_c12,0.703388,0.0,0.0,3.003676,81,low_n
tb_0031_c13,-0.157458,0.0,0.0,1.960119,81,low_n
tb_0032_c02,1.023628,0.0,0.0,2.943455,82,low_n
tb_0032_c03,0.861713,0.0,0.0,2.745439,82,low_n
tb_0032_c04,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0032_c05,0.679755,0.0,0.0,-0.287494,81,low_n
tb_0032_c06,0.0,-0.981066,0.0,2.787674,79,low_n
tb_0033_c01,1.795177,0.0,0.0,0.760427,82,low_n
tb_0033_c02,6.782084,0.0,0.0,7.607055,81,extreme_a|low_n
tb_0033_c03,8.516019,0.0,0.0,26.854337,81,extreme_a|low_n
tb_0034_c01,0.827676,0.0,0.0,3.208029,82,low_n
tb_0034_c02,0.63764,0.0,0.0,4.436483,81,low_n
tb_0034_c05,0.724856,0.0,0.0,1.225059,82,low_n
tb_0034_c07,5.89288,0.0,0.0,15.336313,82,low_n
tb_0034_c10,0.0,0.0,1.176175,-0.822523,80,low_n
tb_0035_c01,1.049168,0.0,0.0,0.957978,80,low_n
tb_0035_c02,0.719447,0.0,0.0,2.386025,81,low_n
tb_0036_c01,0.919986,0.0,0.0,-1.171876,76,low_n
tb_0036_c02,1.32851,0.0,0.0,5.709015,82,low_n
tb_0036_c05,2.761706,0.0,0.0,6.088036,82,low_n
tb_0036_c09,1.32851,0.0,0.0,5.709015,82,low_n
tb_0036_c10,1.32851,0.0,0.0,5.709015,82,low_n
tb_0037_c01,1.258408,0.0,0.0,4.22338,82,low_n
tb_0038_c01,0.508966,0.0,0.0,2.640689,82,low_n
tb_0038_c02,0.732422,0.0,0.0,2.607323,82,low_n
tb_0038_c03,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0038_c04,1.13952,0.0,0.0,1.674894,81,low_n
tb_0038_c05,1.32851,0.0,0.0,5.709015,82,low_n
tb_0039_c02,0.424717,0.0,0.0,3.582606,82,low_n
tb_0039_c03,1.202207,0.0,0.0,-0.045629,75,low_n
tb_0039_c04,1.289453,0.0,0.0,1.701948,81,low_n
tb_0039_c05,1.003333,0.0,0.0,3.160491,82,low_n
tb_0039_c06,0.863777,0.0,0.0,3.213572,80,low_n
tb_0039_c09,0.212832,-0.185806,0.0,1.500655,79,low_n
tb_0040_c01,0.645125,0.0,0.0,0.644854,80,low_n
tb_0040_c02,1.303698,1.964725,0.0,4.852217,81,low_n
tb_0040_c03,0.625065,0.0,0.0,0.434508,79,low_n
tb_0040_c04,0.62941,0.0,0.0,3.750008,82,low_n
tb_0041_c02,1.224096,0.0,0.0,0.894104,81,low_n
tb_0041_c03,0.613431,0.0,0.0,4.460202,82,low_n
tb_0041_c04,0.424717,0.0,0.0,3.582606,82,low_n
tb_0041_c05,1.730684,0.0,0.0,0.571003,82,low_n
tb_0041_c07,1.504067,0.0,0.0,0.210982,82,low_n
tb_0042_c01,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0042_c02,0.946925,0.0,0.0,4.185141,82,low_n
tb_0042_c03,0.854748,0.0,0.0,2.737485,82,low_n
tb_0042_c04,0.857595,0.0,0.0,2.972476,82,low_n
tb_0042_c06,0.382748,0.0,0.0,2.050832,82,low_n
tb_0042_c07,0.68407,0.0,0.0,2.200011,82,low_n
tb_0042_c10,0.0,-0.843759,0.0,2.561035,81,low_n
tb_0043_c01,-4.089104,0.0,0.0,18.283487,82,low_n
tb_0043_c02,0.613431,0.0,0.0,4.460202,82,low_n
tb_0043_c03,1.272975,0.0,0.0,0.419003,81,low_n
tb_0043_c04,1.51928,0.0,0.0,4.842124,81,low_n
tb_0043_c05,2.459846,0.0,0.0,2.529869,82,low_n
tb_0043_c06,1.280723,0.0,0.0,-2.342954,78,low_n
tb_0043_c07,0.0,0.0,0.765159,0.153535,80,low_n
tb_0043_c08,1.187713,1.461135,0.0,2.958428,82,low_n
tb_0044_c01,0.447755,0.0,0.0,2.223552,82,low_n
tb_0044_c02,2.246972,0.0,0.0,5.59211,82,low_n
tb_0044_c03,2.246972,0.0,0.0,5.59211,82,low_n
tb_0044_c04,6.409528,0.0,0.0,15.579305,82,extreme_a|low_n
tb_0044_c05,0.628891,0.0,0.0,1.396486,82,low_n
tb_0044_c06,1.84102,0.0,0.0,4.464997,82,low_n
tb_0045_c06,7.901786,9.180941,0.0,25.101725,82,extreme_a|low_n
tb_0045_c09,0.946925,0.0,0.0,4.185141,82,low_n
tb_0045_c11,0.613431,0.0,0.0,4.460202,82,low_n
tb_0045_c12,0.646051,0.0,0.0,3.326878,82,low_n
tb_0045_c13,0.52954,0.0,0.0,2.004181,80,low_n
tb_0046_c01,0.816407,0.0,0.0,1.607694,82,low_n
tb_0046_c02,1.00724,0.0,0.0,0.922189,82,low_n
tb_0046_c03,0.990224,0.0,0.0,1.134829,82,low_n
tb_0046_c04,0.46068,0.083646,0.0,1.777868,82,low_n
tb_0046_c05,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0046_c06,1.237143,0.0,0.0,4.186479,82,low_n
tb_0046_c08,0.137254,0.0,0.0,2.856046,82,low_n
tb_0047_c04,1.328393,0.0,0.0,5.70873,81,low_n
tb_0047_c07,0.627167,0.0,0.0,3.746402,81,low_n
tb_0047_c08,1.328393,0.0,0.0,5.70873,81,low_n
tb_0047_c10,0.615044,0.0,0.0,1.286277,81,low_n
tb_0048_c01,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0048_c03,0.859872,0.0,0.0,0.67476,82,low_n
tb_0048_c04,0.789756,0.0,0.0,2.130009,82,low_n
tb_0048_c05,3.509141,0.0,0.0,6.904994,82,low_n
tb_0048_c06,1.739907,0.0,0.0,3.035627,82,low_n
tb_0048_c08,1.160024,0.0,0.0,2.900721,82,low_n
tb_0048_c10,0.720194,0.0,0.0,1.431236,81,low_n
tb_0049_c01,0.857463,0.0,0.0,-0.625694,81,low_n
tb_0049_c02,1.614145,0.0,0.0,5.452344,82,low_n
tb_0049_c03,1.027136,0.0,0.0,4.318244,82,low_n
tb_0049_c04,6.409528,0.0,0.0,15.579305,82,extreme_a|low_n
tb_0049_c06,0.640306,0.0,0.0,1.745796,82,low_n
tb_0050_c03,1.914981,0.0,0.0,1.991537,81,low_n
tb_0050_c04,1.623198,0.0,0.0,-0.003956,81,low_n
tb_0050_c06,1.253497,0.0,0.0,1.751033,80,low_n
tb_0050_c08,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0050_c09,-0.347058,0.0,0.0,5.008749,82,low_n
tb_0051_c01,1.159503,0.0,0.0,0.76332,80,low_n
tb_0051_c02,1.283042,0.0,0.0,1.060456,82,low_n
tb_0051_c04,0.6138,0.0,0.0,4.436606,81,low_n
tb_0051_c05,1.775578,0.0,0.0,-2.239056,80,low_n
tb_0051_c06,1.376634,0.0,0.0,-0.224872,81,low_n
tb_0052_c02,0.431818,0.0,0.0,1.091596,80,low_n
tb_0052_c03,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0052_c05,1.809309,0.0,0.0,4.411782,82,low_n
tb_0052_c06,0.996326,0.0,0.0,2.908497,82,low_n
tb_0052_c07,1.64785,0.0,0.0,1.66484,81,low_n
tb_0052_c08,1.640597,0.0,0.0,0.786269,80,low_n
tb_0052_c09,8.378292,0.0,0.0,26.321349,80,extreme_a|low_n
tb_0053_c01,1.32851,0.0,0.0,5.709015,82,low_n
tb_0053_c03,5.89288,0.0,0.0,15.336313,82,low_n
tb_0053_c04,1.543132,-0.748001,0.0,2.528268,81,low_n
tb_0053_c05,0.813025,0.0,0.0,-0.116745,81,low_n
tb_0053_c06,0.0,-0.824628,0.0,1.8299,82,low_n
tb_0053_c09,0.524738,0.0,0.0,-0.605771,81,low_n
tb_0053_c10,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0054_c02,1.074245,0.0,0.0,-0.022307,82,low_n
tb_0054_c03,0.948111,0.0,0.0,-0.829273,82,low_n
tb_0054_c04,0.613431,0.0,0.0,4.460202,82,low_n
tb_0054_c05,1.408167,0.0,0.0,2.628564,82,low_n
tb_0055_c03,0.391641,0.0,0.0,1.014123,82,low_n
tb_0055_c05,0.622175,0.611258,0.0,2.873774,82,low_n
tb_0055_c08,0.327478,0.0,0.0,2.574438,82,low_n
tb_0056_c01,1.326297,0.0,0.0,1.691419,81,low_n
tb_0056_c02,1.493892,0.0,0.0,3.35688,82,low_n
tb_0056_c03,1.398632,0.0,0.0,1.536039,80,low_n
tb_0056_c04,0.959872,0.0,0.0,0.83935,80,low_n
tb_0056_c06,1.087638,0.0,0.0,1.116722,80,low_n
tb_0056_c07,0.418174,0.0,0.0,3.555924,80,low_n
tb_0057_c02,0.63764,0.0,0.0,4.436483,81,low_n
tb_0057_c03,0.585462,0.0,0.0,1.077205,76,low_n
tb_0057_c04,1.670836,1.013362,0.0,6.229114,82,low_n
tb_0057_c05,0.677248,0.0,0.0,3.034945,82,low_n
tb_0057_c06,0.944688,0.0,0.0,2.314724,81,low_n
tb_0057_c07,0.702281,0.0,0.0,1.439752,78,low_n
tb_0057_c08,1.221451,0.0,0.0,-0.165464,82,low_n
tb_0057_c10,0.639769,0.0,0.0,2.014784,82,low_n
tb_0058_c01,1.711836,0.0,0.0,2.625982,82,low_n
tb_0058_c02,1.256562,0.0,0.0,-1.119121,76,low_n
tb_0058_c03,1.715854,0.0,0.0,2.812856,82,low_n
tb_0058_c04,1.859851,0.0,0.0,2.105855,82,low_n
tb_0058_c05,8.078048,-1.367703,0.0,26.737457,82,extreme_a|low_n
tb_0058_c07,0.613431,0.0,0.0,4.460202,82,low_n
tb_0059_c01,2.266354,0.0,0.0,3.413958,81,low_n
tb_0059_c02,0.613431,0.0,0.0,4.460202,82,low_n
tb_0059_c03,1.352611,0.0,0.0,0.971173,82,low_n
tb_0059_c04,1.831502,0.0,0.0,2.162051,81,low_n
tb_0059_c06,2.474858,-0.151092,0.0,4.262878,82,low_n
tb_0059_c07,0.816519,0.0,0.0,2.003709,82,low_n
tb_0059_c08,1.340077,0.0,0.0,3.652985,82,low_n
tb_0059_c09,1.177558,0.0,0.0,4.084536,82,low_n
tb_0059_c10,1.020123,0.0,0.0,2.356728,82,low_n
tb_0060_c01,0.617683,0.0,0.0,0.460927,81,low_n
tb_0060_c02,1.43549,0.0,0.0,2.157691,82,low_n
tb_0061_c02,0.613431,0.0,0.0,4.460202,82,low_n
tb_0061_c03,0.613431,0.0,0.0,4.460202,82,low_n
tb_0061_c04,1.86756,0.0,0.0,5.359574,82,low_n
tb_0061_c05,1.424101,0.0,0.0,2.145942,82,low_n
tb_0061_c06,1.230708,0.0,0.0,-0.233673,81,low_n
tb_0061_c07,0.0,0.625108,0.0,3.363151,80,low_n
tb_0062_c01,2.107373,0.0,0.0,-4.982125,81,low_n
tb_0062_c02,1.177558,0.0,0.0,4.084536,82,low_n
tb_0062_c05,0.62941,0.0,0.0,3.750008,82,low_n
tb_0063_c01,0.631097,0.0,0.0,-0.232142,77,low_n
tb_0063_c03,1.790752,0.0,0.0,3.309908,82,low_n
tb_0063_c04,1.711836,0.0,0.0,2.625982,82,low_n
tb_0063_c05,1.319458,0.0,0.0,2.95481,80,low_n
tb_0063_c06,1.261222,0.0,0.0,1.757919,80,low_n
tb_0063_c08,0.566708,0.0,0.0,2.931464,81,low_n
tb_0063_c10,0.62941,0.0,0.0,3.750008,82,low_n
tb_0065_c01,1.86756,0.0,0.0,5.359574,82,low_n
tb_0065_c02,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0065_c03,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0065_c04,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0065_c05,1.86756,0.0,0.0,5.359574,82,low_n
tb_0065_c08,0.0,-0.292015,0.0,2.567185,82,low_n
tb_0066_c02,0.650507,0.0,0.0,1.300213,82,low_n
tb_0067_c02,1.32851,0.0,0.0,5.709015,82,low_n
tb_0067_c04,1.840792,0.0,0.0,2.087244,82,low_n
tb_0067_c06,1.087537,0.0,0.0,0.621152,81,low_n
tb_0068_c02,1.614145,0.0,0.0,5.452344,82,low_n
tb_0068_c04,8.51603,0.0,0.0,26.854374,82,extreme_a|low_n
tb_0069_c07,0.724869,0.0,0.0,0.557464,81,low_n
tb_0069_c09,1.025527,0.0,0.0,3.352556,76,low_n
tb_0069_c11,1.650461,0.562152,0.0,3.718519,81,low_n
tb_0069_c12,-0.559402,0.0,0.0,4.41899,82,low_n
tb_0069_c13,1.614145,0.0,0.0,5.452344,82,low_n
tb_0069_c14,0.166667,0.0,0.0,2.406634,82,low_n
tb_0069_c17,1.32851,0.0,0.0,5.709015,82,low_n
tb_0070_c01,0.875909,0.0,0.0,2.208978,82,low_n
tb_0070_c02,0.874716,0.0,0.0,1.77614,82,low_n
tb_0070_c03,1.614145,0.0,0.0,5.452344,82,low_n
tb_0070_c04,1.86756,0.0,0.0,5.359574,82,low_n
tb_0070_c05,1.614145,0.0,0.0,5.452344,82,low_n
tb_0070_c06,1.86756,0.0,0.0,5.359574,82,low_n
tb_0070_c08,0.85798,0.0,0.0,3.586853,82,low_n
tb_0071_c01,0.687515,0.0,0.0,2.784576,82,low_n
tb_0071_c04,0.888078,0.0,0.0,-1.589862,79,low_n
tb_0072_c01,0.552248,0.0,0.0,1.629256,79,low_n
tb_0072_c04,0.986073,0.0,0.0,-0.390591,82,low_n
tb_0072_c05,0.907794,0.0,0.0,3.657597,82,low_n
tb_0072_c06,0.641576,0.0,0.0,3.763263,82,low_n
tb_0072_c07,0.604561,0.0,0.0,2.681822,81,low_n
tb_0072_c08,0.444833,0.0,0.0,2.85355,82,low_n
tb_0072_c09,1.670836,1.013362,0.0,6.229114,82,low_n
tb_0073_c01,2.248803,0.0,0.0,3.250839,82,low_n
tb_0073_c02,1.463849,0.0,0.0,2.03195,82,low_n
tb_0073_c03,8.078048,-1.367703,0.0,26.737457,82,extreme_a|low_n
tb_0073_c06,2.286204,0.0,0.0,3.09611,82,low_n
tb_0074_c05,0.476408,0.0,0.0,1.680016,82,low_n
tb_0074_c08,0.993968,0.0,0.0,1.136802,82,low_n
tb_0074_c09,0.949405,0.0,0.0,0.295542,82,low_n
tb_0075_c02,0.924267,0.0,0.0,1.559997,82,low_n
tb_0075_c03,6.491514,-0.853561,0.0,16.032844,82,extreme_a|low_n
tb_0075_c05,0.62941,0.0,0.0,3.750008,82,low_n
tb_0076_c01,1.319936,0.0,0.0,-0.680317,81,low_n
tb_0076_c03,0.613431,0.0,0.0,4.460202,82,low_n
tb_0077_c02,12.71297,7.386208,0.0,34.469432,79,extreme_a|low_n
tb_0077_c03,1.862598,0.256448,0.0,5.23967,80,low_n
tb_0077_c07,0.0,-0.377161,0.0,2.014897,82,low_n
tb_0078_c02,0.367014,0.0,0.0,1.270161,82,low_n
tb_0078_c03,0.591159,0.0,0.0,1.091944,82,low_n
tb_0078_c05,5.89288,0.0,0.0,15.336313,82,low_n
tb_0078_c17,0.868576,0.0,0.0,1.18302,82,low_n
tb_0079_c01,1.487703,0.0,0.0,4.220951,82,low_n
tb_0079_c02,1.310337,0.0,0.0,2.986077,81,low_n
tb_0079_c03,1.237143,0.0,0.0,4.186479,82,low_n
tb_0079_c04,1.361585,1.009557,0.0,3.221055,82,low_n
tb_0079_c05,1.322596,0.0,0.0,3.626024,82,low_n
tb_0079_c06,0.880972,0.0,0.0,0.876279,82,low_n
tb_0079_c07,1.305301,0.0,0.0,3.565228,80,low_n
tb_0079_c08,0.828063,0.0,0.0,2.707509,82,low_n
tb_0079_c09,0.636757,0.0,0.0,1.340687,80,low_n
tb_0079_c10,0.71542,0.0,0.0,0.701684,81,low_n
tb_0079_c11,0.854397,0.0,0.0,1.752589,81,low_n
tb_0080_c02,0.748552,0.0,0.0,1.340326,82,low_n
tb_0080_c03,1.315514,0.0,0.0,-0.312219,82,low_n
tb_0080_c04,0.701664,0.0,0.0,0.248476,82,low_n
tb_0080_c05,1.539699,0.0,0.0,-2.821253,82,low_n
tb_0080_c06,0.808891,0.0,0.0,1.053449,82,low_n
tb_0080_c09,0.766226,0.572333,0.0,1.695347,82,low_n
tb_0080_c10,0.4036,0.0,0.0,1.558451,82,low_n
tb_0080_c12,0.904063,0.0,0.0,-0.162547,82,low_n
