model,fold,criteria_administered,scenarios_administered,theta_ref_correctness,theta_online_correctness,theta_batch_correctness,theta_mwle_correctness,theta_ref_scaffolding,theta_online_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding
EleutherAI/pythia-1b,1,96,23,-2.408980460531449,-2.438602,-3.3180445985235143,-4.588113559715259,0.7743907742537481,0.493837,0.4706656876057972,0.5701020112612486
EleutherAI/pythia-2.8b,1,93,24,-2.4389600330218686,-2.235305,-2.76264472548712,-3.316768436194926,0.7207136430822728,0.624288,0.6632415762895084,0.7249652053010781
EleutherAI/pythia-410m,1,103,25,-3.505983886720385,-2.380761,-3.118020138322663,-4.055098014217781,0.9981530903566189,0.602842,0.5783585314134702,0.6297536699826818
EleutherAI/pythia-6.9b,4,115,26,-1.7370875719624763,-1.887318,-2.208466515285929,-2.52983479763099,0.5703891715365205,0.817116,0.7815009695579218,0.8373767023049604
EleutherAI/pythia-70m,3,140,31,-5.093129027252591,-2.338556,-3.2566869873708257,-5.618929524164337,0.8182641681948432,-0.009954,0.05940074516854406,0.06290881806458248
HuggingFaceH4/zephyr-7b-beta,3,60,12,1.1999997635204631,1.270706,1.231296248776811,1.3155376354454333,0.4018127457350519,0.006416,-0.049909750242499974,0.00045863864339827106
HuggingFaceTB/SmolLM2-1.7B,0,79,18,-0.8087932140070879,-0.480356,-0.5994634545843643,-0.5492690778582833,-0.025450504660375784,-0.408815,-0.4516824790433366,-0.4672243237760086
HuggingFaceTB/SmolLM2-1.7B-Instruct,0,85,18,0.0008963830889133057,0.454291,0.435989365061128,0.4928150827741833,-0.5248760703182664,-0.314232,-0.3701706116191813,-0.34919351348870203
HuggingFaceTB/SmolLM2-135M,1,119,28,-3.6997537744718523,-2.889195,-3.602750980060231,-5.701271759289795,0.3889139671547368,0.613131,0.6453890520959054,0.6908813190443515
HuggingFaceTB/SmolLM2-360M,3,92,21,-2.6690790058388747,-1.35199,-1.742230594924229,-1.9521875285433288,0.5582404341350236,0.369022,0.3770489088458341,0.4199630377477468
HuggingFaceTB/SmolLM2-360M-Instruct,4,105,23,-0.9747718867344368,-1.040787,-1.1641730120320717,-1.199659296400644,-0.5903364413485823,-0.537855,-0.4049318477809789,-0.4552767859546686
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,3,59,12,1.8000539316249689,2.368654,2.5138728286031746,2.7834238182528517,-0.6310299456672572,-0.872613,-0.904272913558628,-1.0259084727577972
LLM360/Amber,1,89,20,-4.453963996953064,-2.343388,-3.014761072143835,-3.7732654913146075,0.5808298662928444,0.989744,1.0453500100174733,1.1323872780063
OpenBMB/MiniCPM4-0.5B,1,92,23,-0.741852078863441,-0.809372,-0.8812777755591912,-0.9109879627487443,-0.2611034494463246,-0.396216,-0.43633090377289013,-0.44557092529337383
Qwen/Qwen1.5-1.8B,3,162,38,-3.0996735338160466,-2.349549,-2.8362306063911813,-3.468769661589363,-0.19306497211037443,-0.534353,-0.49952089021886315,-0.5376509477075653
Qwen/Qwen1.5-1.8B-Chat,0,85,19,-1.9070802138478755,-1.349638,-1.6791672893262284,-1.8320743283502154,-0.5393319065718238,-0.427821,-0.4089543466033159,-0.4229784285184489
Qwen/Qwen2-0.5B,0,77,17,-2.5800243770331646,-1.380658,-1.6858950073002603,-1.8349571913649632,0.0005666428782001541,0.222739,0.23030617263095163,0.2688583339115612
Qwen/Qwen2-1.5B,2,85,18,-0.40710727812770164,-0.278989,-0.3414127203683416,-0.33154523269880465,-0.7084095648757229,-0.966046,-0.7284876261747316,-0.9075362680138573
Qwen/Qwen2-7B,4,73,12,1.599999912322464,1.937325,1.7177960316420737,1.7788935706671283,-0.22560205733301456,-0.272172,-0.14016565292141964,-0.06343115762894574
Qwen/Qwen2.5-0.5B,2,76,17,-1.1267752378751525,0.054967,-0.042155490789137696,0.030355429887375104,-0.8495948091905875,-0.93729,-0.8865292525959665,-1.0373543199815247
Qwen/Qwen2.5-0.5B-Instruct,0,88,19,-0.8431105393493102,-0.727416,-0.8611614450509757,-0.8767133404188343,-0.7262988896183699,-0.739574,-0.6800651049179374,-0.7439286140388065
Qwen/Qwen2.5-1.5B,1,132,30,0.7847070648676551,1.019578,0.7122458788481123,0.7461869563501405,-0.9656793547557332,-1.627225,-1.5237354399075824,-1.6156922431759173
Qwen/Qwen2.5-1.5B-Instruct,3,57,12,1.200000214431215,1.289353,1.129355769782381,1.2746379679284243,-1.0320122173877508,-0.116943,-0.5818578703049919,-0.4728076440147289
Qwen/Qwen2.5-3B,1,75,17,1.5991749461845668,1.34696,1.2967599508006142,1.4080366578459549,-0.6897208049605771,-0.456464,-0.6251210800844821,-0.65332204110413
Qwen/Qwen2.5-3B-Instruct,3,57,12,1.999286786723946,1.383246,1.293299229033975,1.3201746447602696,0.3333699290478256,0.54365,0.4564662026403732,0.5297335116394438
Qwen/Qwen2.5-7B,3,57,12,1.8356605596679505,1.474728,1.265682287738869,1.314158158585718,0.5912111423213804,0.585991,0.33735400764730294,0.37289040429693027
Qwen/Qwen2.5-7B-Instruct,1,51,12,2.486413677467122,2.360292,2.6153981124839167,2.6496494352943,0.20004047594261848,0.365005,0.13734867586763985,0.14500404529072894
Qwen/Qwen2.5-Coder-7B,2,61,12,1.999928292478776,2.356285,2.2796540830791603,2.3735935752745694,-0.3637762712423155,-0.343989,-0.5793357539607698,-0.5118501217381926
Qwen/Qwen2.5-Math-7B,3,59,12,1.9994511059267523,1.949777,1.753525636841372,1.8346756759873437,-0.8404404768421193,-1.001731,-1.4027148900598254,-1.4611416548784826
Qwen/Qwen3-0.6B,1,75,16,1.0421801052659931,1.673677,1.6024231218313425,1.771199364874031,-0.7735162559936333,-0.5611,-0.5472817722264407,-0.5509790410113676
Qwen/Qwen3-1.7B,3,76,12,2.591108513409164,2.471652,2.6129564209293665,2.711463835249001,-0.767941335689626,-0.5649,-0.6086430700885713,-0.6581786444622425
Qwen/Qwen3-4B,1,54,12,2.800000000049386,2.379183,2.398918373463456,2.459053121213546,-0.7500352484529842,0.267466,0.25731315460182297,0.2739387473444188
TinyLlama/TinyLlama-1.1B-Chat-v1.0,3,140,32,-1.8439661702001668,-0.808676,-0.9498457475221475,-0.9709384342016698,-0.7031481848956245,-1.00128,-0.998123159064068,-1.077895375087901
ai-forever/mGPT,0,70,15,-4.874630504795702,-1.962968,-2.7807895472642272,-4.3573900225245525,2.2683842054189363,1.577151,1.6562124067686996,1.7775884770617711
allenai/OLMo-1B-hf,3,180,39,-4.393973555893634,-2.888001,-3.6544497213627967,-5.660898146119704,2.2492368076546425,2.093809,2.25794400522221,2.774354414811285
allenai/OLMo-2-0425-1B,2,100,23,-0.5319336153228588,-0.898549,-1.0287445111367775,-1.089873829101135,-0.14040826187423583,-0.307315,-0.3832609241738534,-0.3991040540978572
allenai/OLMo-2-0425-1B-DPO,1,86,21,0.20936679178238513,-0.214443,-0.29308776377556095,-0.25322274190326993,-0.5086609440740105,-0.443611,-0.4016221300103805,-0.429359305164613
allenai/OLMo-2-0425-1B-Instruct,2,81,19,0.33554669579348423,0.14077,-0.011138850913911846,0.0374985848586164,-0.8231357358361404,-0.956598,-0.8751442757723413,-0.9958038506084482
allenai/OLMo-2-1124-7B,0,65,14,0.7873319446073623,1.227522,1.2225936877079453,1.3472474851981278,-0.3357667943198137,-0.727139,-0.8600818586345461,-0.9526057951334518
arcee-ai/raspberry-3B,3,65,13,1.0048130573318295,1.433763,1.333883028182776,1.4403739523592896,-0.21631897075121212,-0.174861,-0.25802702115903764,-0.22969083119185413
bigscience/bloom-1b1,4,134,32,-3.690490754744461,-2.213582,-2.7396390868711284,-3.3578692425058065,0.6272974580848376,0.363261,0.4526382746017541,0.46225162497084976
bigscience/bloom-1b7,0,103,21,-4.616735879599082,-1.934699,-2.7512569562909364,-4.123353530753959,0.5036104907095882,0.26399,0.2536994373737222,0.2679113860489496
bigscience/bloom-3b,2,139,30,-3.4097953431851638,-2.404124,-3.282692101909245,-5.439004363971945,0.2161970680551367,0.169591,0.1681626340174472,0.19891815131011886
bigscience/bloom-560m,0,61,12,-5.084105365329581,-1.834556,-2.622117009205873,-3.76871222687152,0.8969650033945289,1.241065,1.218653886099643,1.2692712865076077
bigscience/bloom-7b1,4,117,28,-2.1636210640407887,-1.367221,-1.6558367145556105,-1.7888683760625776,0.030621603346059886,-0.535673,-0.497245542015179,-0.5452291072807854
bigscience/bloomz-1b7,0,68,13,-5.094325573523744,-1.825159,-2.650650051067718,-3.858466091053137,1.8198254800269509,1.594092,1.6946204541405596,1.9374971542380346
bigscience/bloomz-3b,1,141,31,-4.734389080233709,-3.123002,-3.775286047119229,-5.322493898848144,1.1968500605026646,0.989272,0.9964149840147012,1.0922293596968784
bigscience/bloomz-7b1,0,66,13,-4.874505357366399,-1.798475,-2.59589307318299,-3.670507192530679,2.6792955445083946,1.770099,1.8660840656504605,2.184197794234393
deepseek-ai/deepseek-coder-6.7b-base,3,72,17,-0.34150759793197105,0.330511,0.25576992029412504,0.3591348003236007,-0.07032220977480447,-0.391166,-0.43026736663405446,-0.42682010277962007
deepseek-ai/deepseek-llm-7b-base,4,108,23,-1.5665422778115177,-1.656962,-2.1139451846041313,-2.457136284403486,0.09244970842611458,-0.134291,-0.10318085789271507,-0.09442995982713846
deepseek-ai/deepseek-math-7b-base,2,133,26,-3.889662366824406,-2.294273,-2.6549479268435623,-3.023955321152361,0.8117355397528446,1.17784,1.0428375374604688,1.1339028747803532
facebook/opt-1.3b,1,84,22,-1.9072228054215032,-1.327134,-1.492979251702152,-1.6209553406826416,0.915151019253046,0.58263,0.5506764056252768,0.6152677253387616
facebook/opt-2.7b,2,83,16,-1.6787993061154007,-1.957502,-2.4816348931847787,-2.999720312342783,1.089011089383146,1.31109,1.3816906167464247,1.5000051062305932
facebook/opt-6.7b,0,74,12,-2.362107312165851,-1.597419,-2.0555472957535255,-2.274702483614896,1.0611901890182505,1.494561,1.605426702573336,1.831989528249942
google/gemma-2-2b,3,87,19,-0.5390990801225133,-0.350241,-0.5071721099976484,-0.44623835681683993,-0.051675028423251154,-0.060081,-0.09144761016843066,-0.08029929738118873
google/gemma-2b,0,80,16,-1.6088588939655,-1.726435,-2.1631855815666166,-2.453191323947231,0.770454450500768,0.708341,0.6083076125140576,0.7070376222473685
h2oai/h2o-danube-1.8b-chat,2,105,23,-1.5926153470666948,-1.339832,-1.5432368708786137,-1.6327661333503947,-0.08458289102992182,-0.598509,-0.6440722562962832,-0.6612031979486309
h2oai/h2o-danube2-1.8b-base,3,109,24,-0.8386223677678664,-0.565603,-0.7141640576864337,-0.6987634690823622,-0.30613167814083836,-0.463089,-0.47046660684600183,-0.49574003993081217
h2oai/h2o-danube2-1.8b-chat,0,88,19,-1.534387676031328,-1.577588,-2.0327308477308597,-2.343766659453663,-0.22941303600328172,0.143071,0.16422242016215804,0.1637619599506807
h2oai/h2o-danube3-4b-base,1,62,16,0.18949755883282185,0.289861,0.13649649872209213,0.2454978150175945,-0.5412492159624566,-0.341646,-0.30496226686939026,-0.311537198338019
ibm-granite/granite-3.0-2b-base,3,90,22,0.8113181610920908,0.879371,0.7871580331088047,0.9066313338099706,0.13859146968514913,-0.134055,-0.19783841546521203,-0.17801024951306613
ibm-granite/granite-3.1-2b-base,1,71,17,0.7952165092248162,0.770064,0.5979856344054021,0.6612089302597718,-0.39060377691410025,-0.075283,-0.02301096696665575,-0.0013018462908094672
ibm-granite/granite-3.1-2b-instruct,2,75,14,1.4014222113469215,1.294432,1.1784783114867454,1.358805867441263,-0.23754165441525388,-0.007711,-0.0017736787123289477,0.04442723415921952
ibm-granite/granite-7b-instruct,0,71,12,-0.8932852327748537,-0.737708,-0.758573038627554,-0.7930292772279404,0.7226096639523784,1.132393,0.9602725537196763,1.15580933226494
ibm/PowerLM-3b,4,78,20,0.6973588437290779,0.529155,0.3130028915587051,0.3717969886573368,-0.39631182380816166,-0.208116,-0.6395763381557402,-0.6612379918749453
lmsys/vicuna-7b-v1.5,3,72,15,0.23805086959459154,-0.33714,-0.5551600296762326,-0.4696959719814336,0.18052180937877782,0.641168,0.48066065725939927,0.6390891472736958
meta-llama/Llama-3.2-1B,0,71,12,-2.8258930394642743,-1.953128,-2.5371262154532217,-3.0375474179412354,0.58235859020367,1.026911,0.8062970549859583,1.1153655442838535
meta-llama/Llama-3.2-1B-Instruct,2,111,25,-0.2277605719174146,-0.395659,-0.48979511738016585,-0.4744715327533013,-0.7915710931039179,-1.02238,-0.9592860748066593,-1.0640216219149563
meta-llama/Llama-3.2-3B,4,81,18,0.07277708670598956,-0.449575,-0.5658703552956686,-0.481117766436519,-0.23268294949006302,0.250734,0.0812417188513641,0.08126988171247738
meta-llama/Llama-3.2-3B-Instruct,2,54,12,1.2526026598021245,0.930008,1.01636221564715,1.1140489019561888,0.749918223386168,0.985095,0.8187353936568657,0.9052922745468042
microsoft/Phi-3-mini-4k-instruct,4,74,13,0.8004246049809156,1.487252,1.4379723221584595,1.51751552005189,0.14992867787430272,-0.057349,-0.3450458368976923,-0.31542655177483614
microsoft/Phi-3.5-mini-instruct,2,86,19,1.4007339831570638,1.151492,0.9877244679065158,1.0765532631130648,-0.878455935803589,-1.156804,-1.0809720434324317,-1.193119095067087
microsoft/phi-1_5,4,99,25,-1.680234602522674,-0.487316,-0.5720311867350557,-0.5716938606481721,0.1779639526294592,-0.472573,-0.5176788848630341,-0.5387089727367973
microsoft/phi-2,0,68,14,-0.1002767982557434,0.217913,0.2361764213032622,0.2923379114683911,0.5010175741961476,0.467856,0.19980537158776726,0.24553536771124762
mistralai/Mistral-7B-Instruct-v0.3,2,53,12,1.2000726190916902,1.245898,1.1555244643155644,1.439470774111937,0.4479097993207574,0.717858,0.3529390501119148,0.5681632925712514
mistralai/Mistral-7B-v0.1,4,74,15,0.834716879457574,0.126032,0.03887250103852206,0.14521880031387,0.0966052921625558,0.359104,0.40286026918794227,0.44160572633751977
mistralai/Mistral-7B-v0.3,4,78,14,1.0000307657744472,0.038828,-0.06774918013555406,0.05479193753617579,0.1276534392792352,0.42705,0.3621065751561909,0.4247209170818438
nvidia/AceInstruct-1.5B,3,93,22,1.200000503288736,1.251832,0.9862630543501385,1.0612397300748067,-0.8294930386589656,-0.603999,-0.5623965965346157,-0.5769934537092014
nvidia/Nemotron-Mini-4B-Instruct,0,95,21,-0.2878474014217602,-0.054424,-0.1325803177032427,-0.09976979536601395,-0.07926924128536354,-0.563741,-0.6218607641902194,-0.6385947253723436
openai-community/gpt2,2,83,18,-4.777506370811804,-2.07282,-2.9831259969969386,-4.640044061742486,1.40986800743802,1.032407,1.0791237672207512,1.1681948780060376
openai-community/gpt2-large,1,110,27,-3.476007936341258,-2.654978,-3.5160769216281778,-5.64169652680318,0.9870002701560125,0.564614,0.6136689582115938,0.6581293305984279
openai-community/gpt2-medium,1,88,22,-5.002323455022535,-2.379833,-3.324573961111755,-5.191400481848317,0.9614469410271539,0.579229,0.6310538201207931,0.6439680092423092
openai-community/gpt2-xl,0,77,16,-3.472625299166117,-1.961884,-2.7337677792246304,-4.051022110826127,1.295421142887035,0.879069,0.9114652040344411,1.025354651118746
openbmb/MiniCPM-1B-sft-bf16,0,65,13,-4.045693820047536,-1.666175,-2.4362977847426177,-3.4484078448991164,1.6491799078387182,1.965686,1.7387019730126778,2.478728946347564
openbmb/MiniCPM-2B-sft-bf16,4,103,23,-1.818493666387289,-1.59818,-2.0350249450148197,-2.3317753312759395,0.39290070622193846,0.282888,0.2987521858067377,0.3170407722730841
openlm-research/open_llama_3b,3,74,15,-1.4146233050223391,-0.150528,-0.2137667558788153,-0.18270568553248281,1.342249403849588,0.911044,0.9332384298138745,1.0838385320364188
pankajmathur/orca_mini_3b,1,102,24,-1.950299863802042,-1.717475,-1.866143819950487,-2.0561650095142356,0.5384632712302424,0.842526,0.9474027122406053,0.9737256690629802
pankajmathur/orca_mini_v9_5_3B-Instruct,3,78,16,0.8000845933988064,0.9755,0.7956371878467609,0.8564000745836561,0.13818104178851925,-0.253808,-0.2763927509417081,-0.25991445948161107
stabilityai/stablelm-2-1_6b,2,89,19,-1.606050398731796,-1.386677,-1.761513544966747,-1.974263569732118,0.4363036962012505,0.503372,0.5209280034104664,0.6035254303650058
stabilityai/stablelm-2-1_6b-chat,4,75,17,-0.4084933252206529,0.138035,-0.0976645826919788,-0.006382690099445656,-0.6724634795859429,-0.755294,-0.752420071927724,-0.8093913071732126
stabilityai/stablelm-2-zephyr-1_6b,3,107,24,-0.793037173757789,-0.40706,-0.48993962298744026,-0.4792345949850938,-0.7405576827541227,-0.502697,-0.49825390585036505,-0.4996160551497854
stabilityai/stablelm-3b-4e1t,4,88,20,-1.4000397984409507,-0.753695,-0.8573796358572107,-0.83538128978799,-0.17365707544821823,0.179872,0.1234618699952228,0.125055925637528
stabilityai/stablelm-zephyr-3b,2,95,20,-0.6454562072375541,-0.406953,-0.493311522181914,-0.4708455039315607,-0.7593802754360331,-0.983864,-0.789236285976994,-0.921491223204255
tiiuae/Falcon3-1B-Base,4,80,18,0.5787157275549586,-0.211149,-0.34018066970647515,-0.31935287202764034,-0.7518674615500627,-0.92856,-0.8152298797455797,-0.959657995780985
tiiuae/Falcon3-1B-Instruct,4,59,12,0.8580539315290889,0.795907,0.648449757046858,0.8215740304489911,-0.9731634335045705,-1.016585,-0.8892615681548824,-1.0770914396345184
tiiuae/Falcon3-3B-Base,4,64,12,1.624555171847155,2.02897,2.102845383497586,2.3193937941536142,-0.8949994665377405,-0.728801,-0.7386305663278361,-0.8189841844705786
tiiuae/Falcon3-3B-Instruct,4,68,12,2.0002958620884894,2.057303,1.8841595892681435,2.051085272776246,-0.7151921799439894,-1.067253,-0.9842610861039539,-1.0849194739918695
tiiuae/Falcon3-7B-Base,1,48,12,2.1999449259246577,1.682397,1.8655763581107276,1.9147206978281286,-0.3665020847696406,0.303047,0.09794928268717026,0.24388897651185074
togethercomputer/RedPajama-INCITE-7B-Base,2,89,15,-3.5292423681391876,-1.854295,-2.251946873400803,-2.605807472368284,0.590722737380738,1.262236,1.2560717879415568,1.405385752162455
togethercomputer/RedPajama-INCITE-Base-3B-v1,2,83,16,-3.4344610586602338,-1.970692,-2.4581683663300713,-2.938989561505822,1.052724766190968,1.264809,1.274952669451916,1.3927197733007646
utter-project/EuroLLM-1.7B,4,112,26,-2.6254992438289655,-1.876381,-2.1875434860935306,-2.4921783316408175,1.0949158055149228,0.625677,0.734144224319489,0.7666169788801392
utter-project/EuroLLM-1.7B-Instruct,0,86,18,-2.4419965686717875,-1.339164,-1.5866511057759334,-1.7303018314381604,0.12578971354494659,0.258594,0.2704032101967038,0.30318192520643894
