model,pirt,actual,items,fold
microsoft/Phi-3.5-mini-instruct,0.6372492307332107,0.3660606060606061,8,0
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,0.5783093422197254,0.25212121212121213,13,0
noname0202/llama-math-1b-r32-0to512tokens-test,0.20151445125574166,0.07272727272727272,33,0
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,0.3442293711993807,0.2824242424242424,8,0
bunnycore/Llama-3.2-3B-Della,0.31365874712913877,0.19636363636363635,9,0
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.2023840459684593,0.10666666666666667,38,0
ruizhe1217/sft-s1-qwen-0.5b,0.21124458716571623,0.30787878787878786,42,0
carsenk/phi3.5_mini_exp_825_uncensored,0.3129275066524056,0.24727272727272728,10,0
bunnycore/Smol-Llama-3.2-3B,0.20011257615508637,0.041212121212121214,23,0
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,0.6150150497087692,0.22303030303030302,8,0
NousResearch/Hermes-3-Llama-3.2-3B,0.20128229308722137,0.14909090909090908,29,0
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,0.20011257615508637,0.03393939393939394,23,0
BramVanroy/fietje-2-instruct,0.20883986959755566,0.22545454545454546,42,0
godlikehhd/alpaca_data_score_max_2500,0.6091276717648593,0.3006060606060606,8,0
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,0.20128229308722137,0.041212121212121214,29,0
yasserrmd/Coder-GRPO-3B,0.20011257615508637,0.12242424242424242,23,0
akhadangi/Llama3.2.1B.0.1-Last,0.3219832573037257,0.31272727272727274,8,0
Novaciano/ASTAROTH-3.2-1B,0.20241246788864045,0.11151515151515151,34,0
anakin87/gemma-2b-orpo,0.5848878661610895,0.30787878787878786,8,0
ngxson/MiniThinky-1B-Llama-3.2,0.23530460027515454,0.3103030303030303,46,0
LilRg/10PRYMMAL-3B-slerp,0.6239844578039455,0.343030303030303,8,0
RezVortex/Jajuka-3b,0.20011257615508637,0.11272727272727273,23,0
DavieLion/Llama-3.2-1B-SPIN-iter3,0.20198824906634075,0.12606060606060607,31,0
ibm-granite/granite-3.1-2b-base,0.32541944313599547,0.2109090909090909,10,0
tinycompany/ShawtyIsBad-bgem3,0.5808820509996713,0.2739393939393939,11,0
sumink/bbhqwen3,0.20011257615508637,0.01818181818181818,23,0
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,0.2401593010116131,0.28484848484848485,47,0
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,0.20011257615508637,0.23636363636363636,23,0
prithivMLmods/Llama-Deepsync-3B,0.20559177606790086,0.31393939393939396,32,0
google/flan-t5-base,0.3129275066524056,0.26181818181818184,10,0
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,0.20011257615508637,0.055757575757575756,23,0
EpistemeAI/Athena-gemma-2-2b-it,0.3699340930489621,0.2909090909090909,8,0
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,0.20011257615508637,0.04,23,0
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,0.4317683565291715,0.22666666666666666,8,0
01-ai/Yi-1.5-6B,0.5868688479553322,0.2872727272727273,8,0
lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR,0.20247114116822348,0.3006060606060606,26,0
BramVanroy/fietje-2-chat,0.2191348132286594,0.23515151515151514,50,0
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,0.6361522584152729,0.36,8,0
vhab10/Llama-3.2-Instruct-3B-TIES,0.5874501626371658,0.33090909090909093,8,0
JayHyeon/Qwen2.5-0.5B-SFT,0.20011257615508637,0.19636363636363635,23,0
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,0.20011257615508637,0.29333333333333333,23,0
mrdayl/OpenCognito-r1,0.5899556923257813,0.3503030303030303,8,0
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,0.3219832573037257,0.16484848484848486,8,0
Qwen/Qwen2.5-3B-Instruct,0.20011257615508637,0.2315151515151515,23,0
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,0.21193774984427383,0.27151515151515154,43,0
dwikitheduck/gemma-2-2b-id-instruct,0.5726783953008144,0.28484848484848485,9,0
princeton-nlp/Sheared-LLaMA-2.7B,0.3219832573037257,0.21454545454545454,8,0
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.20011257615508637,0.03393939393939394,23,0
oopere/pruned20-llama-1b,0.20247114116822348,0.09696969696969697,26,0
prithivMLmods/Llama-3.2-3B-Math-Oct,0.5874501626371658,0.3212121212121212,8,0
bunnycore/QwQen-3B-LCoT,0.20087904590888905,0.03636363636363636,28,0
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V1,0.5162600182776009,0.32727272727272727,8,0
SkyOrbis/SKY-Ko-Llama3.2-3B-lora-epoch3,0.6415452113545228,0.36441717791411044,8,1
oopere/pruned20-llama-3.2-3b,0.28411833337554115,0.1570552147239264,8,1
Youlln/ECE-PRYMMAL0.5B-Youri,0.3754552741446086,0.2282208588957055,8,1
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,0.5685464236404905,0.30920245398773005,11,1
thirdeyeai/elevate360m,0.29345465382909924,0.22208588957055214,8,1
someon98/qwen-CoMa-0.5b,0.4805678546270983,0.2049079754601227,8,1
meta-llama/Llama-3.2-3B-Instruct,0.3754552741446086,0.1558282208588957,8,1
bamec66557/mergekit-model_stock-zdaysvi,0.6718444173997609,0.3558282208588957,8,1
RezVortex/JAJUKA-WEWILLNEVERFORGETYOU-3B,0.29119141238064733,0.1325153374233129,9,1
jaspionjader/test-14,0.6887533831716603,0.34846625766871164,8,1
meditsolutions/Llama-3.2-SUN-1B-Instruct,0.29039192502205863,0.3079754601226994,12,1
bunnycore/DeepQwen-3B-LCoT-SCE,0.28411833337554115,0.014723926380368098,8,1
allknowingroger/Gemma2Slerp2-2.6B,0.6483755211440249,0.3165644171779141,8,1
EpistemeAI/Llama-3.2-3B-Agent007-Coder,0.6514657780041195,0.2184049079754601,10,1
ell44ot/gemma-2b-def,0.5738235684101372,0.2,14,1
Nexesenex/Llama_3.2_1b_SunOrca_V1,0.4805678546270983,0.17423312883435582,8,1
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-v2-epoch5,0.6735789338769224,0.3030674846625767,8,1
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,0.28411833337554115,0.22699386503067484,8,1
Marsouuu/lareneg1_78B-ECE-PRYMMAL-Martial,0.6587471236684395,0.2625766871165644,8,1
lunahr/thea-3b-50r-u1,0.29119141238064733,0.11411042944785275,9,1
JayHyeon/Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,0.28411833337554115,0.22208588957055214,8,1
DavieLion/Llama-3.2-1B-SPIN-iter2,0.28411833337554115,0.11411042944785275,8,1
mosama/Qwen2.5-1.5B-Instruct-CoT-Reflection,0.29345465382909924,0.10429447852760736,8,1
mlx-community/Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1-float32,0.29119141238064733,0.1263803680981595,9,1
Daemontatox/NemoR,0.6625016855279781,0.3754601226993865,8,1
nvidia/Nemotron-Mini-4B-Instruct,0.6739558222145682,0.294478527607362,8,1
Sakalti/SJT-2B-V1.1,0.6490952819959225,0.26993865030674846,9,1
lesubra/ECE-PRYMMAL-3B-SLERP-V1,0.6819085396266992,0.3361963190184049,8,1
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.1-SFT-3B,0.3754552741446086,0.14969325153374233,8,1
Youlln/ECE.EIFFEIL.ia-0.5B-SLERP,0.28411833337554115,0.2809815950920245,8,1
ibm-granite/granite-3.0-1b-a400m-instruct,0.5198525589463667,0.27116564417177913,8,1
EpistemeAI/ReasoningCore-3B-RE1-V2C,0.28411833337554115,0.01717791411042945,8,1
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep,0.2900934588314457,0.2871165644171779,8,1
sarvamai/OpenHathi-7B-Hi-v0.1-Base,0.30097518115549576,0.32515337423312884,8,1
SicariusSicariiStuff/Eximius_Persona_5B,0.5704665960149207,0.23190184049079754,9,1
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,0.28411833337554115,0.2294478527607362,8,1
meta-llama/Llama-3.2-1B-Instruct,0.30097518115549576,0.21595092024539878,8,1
pints-ai/1.5-Pints-16K-v0.1,0.2900934588314457,0.2723926380368098,8,1
FlofloB/40k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,0.28411833337554115,0.11901840490797547,8,1
Columbia-NLP/LION-Gemma-2b-dpo-v1.0,0.623023871058394,0.24662576687116564,14,1
JayHyeon/Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,0.2900934588314457,0.28588957055214725,8,1
Spestly/Athena-1-3B,0.29119141238064733,0.252760736196319,9,1
Sakalti/SJT-1.5B-Alpha,0.29259970321479256,0.23067484662576687,11,1
jpacifico/Lucie-Boosted-7B-Instruct,0.29119141238064733,0.19263803680981595,9,1
godlikehhd/alpaca_data_ifd_max_2600,0.6608987080067631,0.2969325153374233,8,1
Alepach/notHumpback-M1,0.29345465382909924,0.3067484662576687,8,1
h2oai/h2o-danube3-500m-chat,0.2900934588314457,0.1950920245398773,8,1
ontocord/wide_3b_sft_stage1.2-ss1-expert_news,0.28411833337554115,0.044171779141104296,8,1
postbot/gpt2-medium-emailgen,0.28411833337554115,0.012269938650306749,8,1
fblgit/miniclaus-qw1.5B-UNAMGS,0.6620274118878747,0.24171779141104294,8,1
Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties-v2,0.6819085396266992,0.3276073619631902,8,1
Invalid-Null/PeiYangMe-0.5,0.2900934588314457,0.23803680981595093,8,1
NotASI/FineTome-Llama3.2-1B-0929,0.6884833250682879,0.27607361963190186,8,1
FINGU-AI/Q-Small-3B,0.29345465382909924,0.19631901840490798,8,1
MaziyarPanahi/calme-2.1-phi3.5-4b,0.6963308308639385,0.3717791411042945,8,1
appvoid/arco-2-instruct,0.5293077396218144,0.27116564417177913,13,1
jpacifico/Lucie-7B-Instruct-Merged-Model_Stock-v1.1,0.5743166512846389,0.19631901840490798,18,1
MaziyarPanahi/calme-2.1-phi3-4b,0.6554446058136579,0.35460122699386504,8,1
JayHyeon/Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam,0.28411833337554115,0.1901840490797546,8,1
jebish7/Nemotron-Mini-4B-Instruct,0.6739558222145682,0.28588957055214725,8,1
ymcki/gemma-2-2b-jpn-it-abliterated-17-18-24,0.6483755211440249,0.29570552147239265,8,1
tinycompany/SigmaBoi-nomic-moe,0.6415452113545228,0.3030674846625767,8,1
JayHyeon/Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,0.28411833337554115,0.2748466257668712,8,1
bamec66557/VICIOUS_MESH-12B-0.X.ver,0.6819085396266992,0.3595092024539877,8,1
ontocord/wide_3b_sft_stage1.2-ss1-expert_how-to,0.28411833337554115,0.04049079754601227,8,1
DreadPoor/Elusive_Dragon_Heart-8B-LINEAR,0.5607237334094824,0.3128834355828221,9,1
Sakalti/Anemoi-3B,0.6554256778082954,0.3300613496932515,10,1
EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0,0.28411833337554115,0.04539877300613497,8,1
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,0.6816830322546029,0.2907975460122699,8,1
jpacifico/Chocolatine-3B-Instruct-DPO-v1.0,0.6858850031976798,0.3300613496932515,8,1
assskelad/smollm2-360M-sft_SmallThoughts,0.28411833337554115,0.012269938650306749,8,1
Sakalti/light-3b-beta,0.6415452113545228,0.3177914110429448,8,1
iFaz/llama32_3B_en_emo_5000_stp,0.38190625859795835,0.11533742331288344,8,1
Qwen/Qwen2.5-0.5B-Instruct,0.36204472618610833,0.1754601226993865,8,1
RESMPDEV/Qwen2-Wukong-0.5B,0.34420037436262085,0.16932515337423312,8,1
T145/qwen-2.5-3B-merge-test,0.28411833337554115,0.12269938650306748,8,1
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,0.29119141238064733,0.049079754601226995,9,1
Nexesenex/Llama_3.2_1b_Synopsys_0.1,0.30097518115549576,0.27607361963190186,8,1
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-epoch5,0.29119141238064733,0.301840490797546,9,1
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories.no_issue,0.28411833337554115,0.06993865030674846,8,1
bhuvneshsaini/merged_model,0.28411833337554115,0.03190184049079755,8,1
meditsolutions/Llama-3.2-SUN-HDIC-1B-Instruct,0.28411833337554115,0.3079754601226994,8,1
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-3ep_0alp_0lam,0.28411833337554115,0.20245398773006135,8,1
meditsolutions/Llama-3.2-SUN-1B-chat,0.29345465382909924,0.06503067484662577,8,1
brgx53/3Bgeneral-ECE-PRYMMAL-Martial,0.6789061522325243,0.347239263803681,8,1
TinyLlama/TinyLlama-1.1B-Chat-v0.6,0.4090921910507732,0.1411042944785276,8,1
qq8933/OpenLongCoT-Base-Gemma2-2B,0.28411833337554115,0.053987730061349694,8,1
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_1vpo_const,0.2900934588314457,0.2552147239263804,8,1
netcat420/MFANN3bv0.19,0.28411833337554115,0.2846625766871166,8,1
VAGOsolutions/SauerkrautLM-Gemma-2b,0.28411833337554115,0.19386503067484662,8,1
Shreyash2010/Uma-4x4B-Instruct-v0.1,0.6829537066960505,0.3239263803680982,8,1
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V4,0.29259970321479256,0.22085889570552147,11,1
MaziyarPanahi/calme-2.2-phi3-4b,0.6789061522325243,0.3398773006134969,8,1
vhab10/llama-3-8b-merged-linear,0.6483755211440249,0.2969325153374233,8,1
Qwen/Qwen2.5-Math-7B-Instruct,0.3969468741057009,0.16932515337423312,8,1
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep,0.2900934588314457,0.28588957055214725,8,1
allenai/OLMoE-1B-7B-0924,0.6554256778082954,0.24539877300613497,10,1
OpenBuddy/openbuddy-zero-3b-v21.2-32k,0.4090921910507732,0.13496932515337423,8,1
agentlans/Llama-3.2-1B-Instruct-CrashCourse12K,0.29259970321479256,0.18895705521472392,11,1
google/recurrentgemma-2b-it,0.6884833250682879,0.2883435582822086,8,1
bamec66557/VICIOUS_MESH-12B_Razor,0.6819085396266992,0.35828220858895704,8,1
ontocord/merged_0.2_expert_0.8-stack_2x,0.28411833337554115,0.018404907975460124,8,1
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V3,0.29259970321479256,0.2343558282208589,11,1
magnifi/Phi3_intent_v56_3_w_unknown_5_lr_0.002,0.28411833337554115,0.2282208588957055,8,1
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,0.357926928221641,0.27607361963190186,19,1
insightfactory/Llama-3.2-3B-Instruct-unsloth-bnb-4bitlora_model,0.6724534906044821,0.3361963190184049,8,1
tiiuae/Falcon3-1B-Instruct,0.30097518115549576,0.2650306748466258,8,1
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,0.2900934588314457,0.25030674846625767,8,1
inumulaisk/eval_model,0.6984048271881039,0.2723926380368098,8,1
nbeerbower/Dumpling-Qwen2.5-1.5B,0.6508143613187868,0.33496932515337424,10,1
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-2ep_0alp_0lam,0.2900934588314457,0.2134969325153374,8,1
netcat420/MFANN3bv1.4,0.6095811128880141,0.33495145631067963,8,2
netcat420/MFANN3bv1.2,0.2288819360980547,0.12864077669902912,19,2
Mxode/NanoLM-1B-Instruct-v1.1,0.3298168638923808,0.125,10,2
nidum/Nidum-Limitless-Gemma-2B,0.5710879307358939,0.308252427184466,24,2
prithivMLmods/Bellatrix-1.5B-xElite,0.6648268469902495,0.27548543689320387,8,2
ontocord/wide_3b_sft_stage1.1-ss1-no_redteam_skg_poem.no_issue,0.2288819360980547,0.13106796116504854,19,2
allknowingroger/Gemma2Slerp1-2.6B,0.6249501079330065,0.30339805825242716,8,2
OpenLLM-France/Lucie-7B,0.48567106540770894,0.2220873786407767,21,2
godlikehhd/alpaca_data_sampled_ifd_5200,0.638172686912875,0.2949029126213592,8,2
tiiuae/falcon-mamba-7b,0.6057494444778396,0.29854368932038833,13,2
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-2ep_0alp_0lam,0.6188684606819669,0.24029126213592233,10,2
AI4free/Dhanishtha,0.44561462264131163,0.3422330097087379,8,2
bunnycore/Llama-3.2-3B-Long-Think,0.3298168638923808,0.11771844660194175,10,2
pszemraj/Llama-3-6.3b-v0.1,0.3298168638923808,0.17475728155339806,10,2
sabersaleh/Llama2-7B-SimPO,0.2288819360980547,0.07766990291262135,19,2
JayHyeon/Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,0.6188684606819669,0.25970873786407767,10,2
ValiantLabs/Llama3.2-3B-ShiningValiant2,0.6333353751288683,0.28398058252427183,8,2
T145/ZEUS-8B-V15,0.3648192385262051,0.21237864077669902,14,2
vonjack/Phi-3-mini-4k-instruct-LLaMAfied,0.6632060508256041,0.3786407766990291,8,2
Sakalti/Llama3.2-3B-Uranus-1,0.6249501079330065,0.3762135922330097,8,2
Novaciano/LEWD-Mental-Cultist-3.2-1B,0.31853224825968907,0.2366504854368932,14,2
llnYou/ECE-PRYMMAL-YL-1B-SLERP-V5,0.638172686912875,0.24635922330097088,8,2
Sakalti/Saba1.5-Pro-3B,0.3539730905586964,0.17718446601941748,10,2
Sakalti/SJT-0.5B,0.6381291209489875,0.308252427184466,8,2
ontocord/wide_3b_sft_stage1.1-ss1-with_math.no_issue,0.3630591653866257,0.043689320388349516,8,2
pankajmathur/orca_mini_v9_6_1B-Instruct,0.6082413803464143,0.32524271844660196,11,2
iFaz/llama32_3B_en_emo_1000_stp,0.3666734990497479,0.05339805825242718,9,2
KingNish/qwen-1b-continued-v2.1,0.6127791150746121,0.3288834951456311,8,2
akhadangi/Llama3.2.1B.0.01-First,0.31441169036271077,0.3288834951456311,13,2
Youlln/ECE-PRYMMAL0.5-FT,0.2307711022515281,0.22330097087378642,26,2
netcat420/MFANN-phigments-slerp-V3.2,0.6095811128880141,0.33616504854368934,8,2
microsoft/Phi-3-mini-4k-instruct,0.6542282476692,0.3179611650485437,8,2
LLM4Binary/llm4decompile-1.3b-v2,0.4674311039105641,0.15048543689320387,12,2
Mxode/NanoLM-1B-Instruct-v2,0.3298168638923808,0.12378640776699029,10,2
JayHyeon/Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,0.6119565675247844,0.24393203883495146,13,2
lesubra/ECE-EIFFEL-3Bv3,0.6632394710436232,0.3422330097087379,8,2
vonjack/SmolLM2-360M-Merged,0.43091778337852027,0.2949029126213592,8,2
yuchenxie/ArlowGPT-3B-Multilingual,0.3666734990497479,0.08495145631067962,9,2
allenai/OLMo-7B-hf,0.3539730905586964,0.2087378640776699,10,2
EpistemeAI/ReasoningCore-3B-T1_1,0.3666734990497479,0.050970873786407765,9,2
Youlln/3PRYMMAL-PHI3-3B-SLERP,0.6561930376340681,0.3276699029126214,8,2
JayHyeon/Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,0.6188684606819669,0.2924757281553398,10,2
HuggingFaceTB/SmolLM-1.7B,0.28821878718850585,0.24514563106796117,17,2
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,0.6249501079330065,0.32160194174757284,8,2
godlikehhd/alpaca_data_ifd_me_max_5200,0.6333353751288683,0.33616504854368934,8,2
NYTK/PULI-LlumiX-32K,0.44561462264131163,0.29004854368932037,8,2
Nexesenex/Llama_3.2_1b_RandomLego_RP_R1_0.1,0.4130882819828921,0.14199029126213591,16,2
aloobun/d-SmolLM2-360M,0.6339350850205862,0.30218446601941745,9,2
V3N0M/Jenna-Tiny-2.0,0.26709524334773155,0.25,26,2
Sicarius-Prototyping/Micropenis_1B,0.6151951918326933,0.32038834951456313,10,2
meditsolutions/Llama-3.2-SUN-2.5B-chat,0.2297457635007409,0.14805825242718446,23,2
DeepMount00/Lexora-Lite-3B_v2,0.620622421801117,0.32645631067961167,8,2
akhadangi/Llama3.2.1B.0.01-Last,0.31441169036271077,0.32160194174757284,13,2
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1,0.2321629038219375,0.17111650485436894,28,2
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7-3ep_0alp_0lam,0.614041285592791,0.2354368932038835,11,2
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_2ep_0alp_0lam,0.614041285592791,0.24757281553398058,11,2
ontocord/wide_3b_sft_stage1.2-ss1-expert_math,0.2288819360980547,0.01699029126213592,19,2
Marsouuu/lareneg3B-ECE-PRYMMAL-Martial,0.6561930376340681,0.38228155339805825,8,2
JayHyeon/Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,0.6188684606819669,0.3070388349514563,10,2
ContactDoctor/Bio-Medical-Llama-3-8B,0.6267581742339683,0.3058252427184466,9,2
JayHyeon/Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,0.6119565675247844,0.23300970873786409,13,2
