group,run,estimator,skill,metric,estimate,ci_lower,ci_upper,n_models,bootstrap_B,bootstrap_seed
diagnostic_sweeps,floor_0,mwle,__macro__,slope,1.016457643360221,0.9320779634958379,1.109108912823244,52,2000,0
diagnostic_sweeps,floor_0,mwle,__macro__,mae,0.41704837311474535,0.3287778927881882,0.514096217838738,52,2000,0
diagnostic_sweeps,floor_0,__run__,__all__,mean_scenarios_administered,4.846153846153846,4.5,5.211538461538462,52,2000,0
diagnostic_sweeps,floor_0,__run__,__all__,mean_criteria_administered,17.057692307692307,16.615384615384617,17.5,52,2000,0
diagnostic_sweeps,floor_0,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,0
diagnostic_sweeps,floor_12,online,instruction_following,r,0.9793897347148088,0.9682943368485523,0.9881017996296773,52,2000,0
diagnostic_sweeps,floor_12,online,instruction_following,slope,0.8146124444682349,0.7708274077309607,0.8659894764878177,52,2000,0
diagnostic_sweeps,floor_12,online,instruction_following,mae,0.3767219119859828,0.2935607604298751,0.46193723614271454,52,2000,0
diagnostic_sweeps,floor_12,online,__macro__,r,0.9793897347148088,0.9682943368485523,0.9881017996296773,52,2000,0
diagnostic_sweeps,floor_12,online,__macro__,slope,0.8146124444682349,0.7708274077309607,0.8659894764878177,52,2000,0
diagnostic_sweeps,floor_12,online,__macro__,mae,0.3767219119859828,0.2935607604298751,0.46193723614271454,52,2000,0
diagnostic_sweeps,floor_12,eap,instruction_following,r,0.9941333520355742,0.9828246554550838,0.9999999968557206,52,2000,0
diagnostic_sweeps,floor_12,eap,instruction_following,slope,1.0063211081415906,0.985471055833569,1.037434680049991,52,2000,0
diagnostic_sweeps,floor_12,eap,instruction_following,mae,0.03717016007579605,4.225620964586677e-05,0.1034343724513522,52,2000,0
diagnostic_sweeps,floor_12,eap,__macro__,r,0.9941333520355742,0.9828246554550838,0.9999999968557206,52,2000,0
diagnostic_sweeps,floor_12,eap,__macro__,slope,1.0063211081415906,0.985471055833569,1.037434680049991,52,2000,0
diagnostic_sweeps,floor_12,eap,__macro__,mae,0.03717016007579605,4.225620964586677e-05,0.1034343724513522,52,2000,0
diagnostic_sweeps,floor_12,mwle,instruction_following,r,0.9662796039404065,0.9556456579263214,0.9784761076464871,52,2000,0
diagnostic_sweeps,floor_12,mwle,instruction_following,slope,1.1501803367669279,1.0518729766015118,1.2578127256713652,52,2000,0
diagnostic_sweeps,floor_12,mwle,instruction_following,mae,0.4596900699788676,0.3403696406173851,0.5988184710287271,52,2000,0
diagnostic_sweeps,floor_12,mwle,__macro__,r,0.9662796039404065,0.9556456579263214,0.9784761076464871,52,2000,0
diagnostic_sweeps,floor_12,mwle,__macro__,slope,1.1501803367669279,1.0518729766015118,1.2578127256713652,52,2000,0
diagnostic_sweeps,floor_12,mwle,__macro__,mae,0.4596900699788676,0.3403696406173851,0.5988184710287271,52,2000,0
diagnostic_sweeps,floor_12,__run__,__all__,mean_scenarios_administered,12.0,12.0,12.0,52,2000,0
diagnostic_sweeps,floor_12,__run__,__all__,mean_criteria_administered,46.51923076923077,44.07644230769231,48.84615384615385,52,2000,0
diagnostic_sweeps,floor_12,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,0
diagnostic_sweeps,floor_15,online,instruction_following,r,0.9835080879561503,0.9746699023188323,0.990737538460691,52,2000,0
diagnostic_sweeps,floor_15,online,instruction_following,slope,0.8454122578586164,0.8038632186160084,0.8940615742697723,52,2000,0
diagnostic_sweeps,floor_15,online,instruction_following,mae,0.3256024814534032,0.2506512471972433,0.4041255023931505,52,2000,0
diagnostic_sweeps,floor_15,online,__macro__,r,0.9835080879561503,0.9746699023188323,0.990737538460691,52,2000,0
diagnostic_sweeps,floor_15,online,__macro__,slope,0.8454122578586164,0.8038632186160084,0.8940615742697723,52,2000,0
diagnostic_sweeps,floor_15,online,__macro__,mae,0.3256024814534032,0.2506512471972433,0.4041255023931505,52,2000,0
diagnostic_sweeps,floor_15,eap,instruction_following,r,0.9899407739905061,0.9760830514531945,0.9999999999956443,52,2000,0
diagnostic_sweeps,floor_15,eap,instruction_following,slope,0.99091479400059,0.9450299147000202,1.0305653846754999,52,2000,0
diagnostic_sweeps,floor_15,eap,instruction_following,mae,0.05515538661923637,1.315978532482833e-06,0.1391241014216742,52,2000,0
diagnostic_sweeps,floor_15,eap,__macro__,r,0.9899407739905061,0.9760830514531945,0.9999999999956443,52,2000,0
diagnostic_sweeps,floor_15,eap,__macro__,slope,0.99091479400059,0.9450299147000202,1.0305653846754999,52,2000,0
diagnostic_sweeps,floor_15,eap,__macro__,mae,0.05515538661923637,1.315978532482833e-06,0.1391241014216742,52,2000,0
diagnostic_sweeps,floor_15,mwle,instruction_following,r,0.9683157372595627,0.9522961754996121,0.984712345207544,52,2000,0
diagnostic_sweeps,floor_15,mwle,instruction_following,slope,1.1048023573199,1.0162924356442442,1.202677655396528,52,2000,0
diagnostic_sweeps,floor_15,mwle,instruction_following,mae,0.3853592718481638,0.27272099810470657,0.5194378726371762,52,2000,0
diagnostic_sweeps,floor_15,mwle,__macro__,r,0.9683157372595627,0.9522961754996121,0.984712345207544,52,2000,0
diagnostic_sweeps,floor_15,mwle,__macro__,slope,1.1048023573199,1.0162924356442442,1.202677655396528,52,2000,0
diagnostic_sweeps,floor_15,mwle,__macro__,mae,0.3853592718481638,0.27272099810470657,0.5194378726371762,52,2000,0
diagnostic_sweeps,floor_15,__run__,__all__,mean_scenarios_administered,15.0,15.0,15.0,52,2000,0
diagnostic_sweeps,floor_15,__run__,__all__,mean_criteria_administered,60.30769230769231,57.653365384615384,62.78846153846154,52,2000,0
diagnostic_sweeps,floor_15,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,0
diagnostic_sweeps,floor_20,online,instruction_following,r,0.9855779736613871,0.9779036360288783,0.9919390864466144,52,2000,0
diagnostic_sweeps,floor_20,online,instruction_following,slope,0.8726226050417709,0.8302386273271363,0.9170568311236577,52,2000,0
diagnostic_sweeps,floor_20,online,instruction_following,mae,0.2953758463044491,0.23096506447614976,0.36318559070687545,52,2000,0
diagnostic_sweeps,floor_20,online,__macro__,r,0.9855779736613871,0.9779036360288783,0.9919390864466144,52,2000,0
diagnostic_sweeps,floor_20,online,__macro__,slope,0.8726226050417709,0.8302386273271363,0.9170568311236577,52,2000,0
diagnostic_sweeps,floor_20,online,__macro__,mae,0.2953758463044491,0.23096506447614976,0.36318559070687545,52,2000,0
diagnostic_sweeps,floor_20,eap,instruction_following,r,0.9943988233171217,0.9821887888040091,0.9999999999996821,52,2000,0
diagnostic_sweeps,floor_20,eap,instruction_following,slope,0.9799137981591437,0.9378510180296319,1.0000023679252905,52,2000,0
diagnostic_sweeps,floor_20,eap,instruction_following,mae,0.028874703108857463,2.2449853482720264e-07,0.08662139979483774,52,2000,0
diagnostic_sweeps,floor_20,eap,__macro__,r,0.9943988233171217,0.9821887888040091,0.9999999999996821,52,2000,0
diagnostic_sweeps,floor_20,eap,__macro__,slope,0.9799137981591437,0.9378510180296319,1.0000023679252905,52,2000,0
diagnostic_sweeps,floor_20,eap,__macro__,mae,0.028874703108857463,2.2449853482720264e-07,0.08662139979483774,52,2000,0
diagnostic_sweeps,floor_20,mwle,instruction_following,r,0.9673416909228966,0.9489939781431402,0.9847803398531823,52,2000,0
diagnostic_sweeps,floor_20,mwle,instruction_following,slope,1.0940852743226703,1.0022085660772402,1.1946731004075468,52,2000,0
diagnostic_sweeps,floor_20,mwle,instruction_following,mae,0.37767969329837936,0.26596973902607624,0.5144440098694218,52,2000,0
diagnostic_sweeps,floor_20,mwle,__macro__,r,0.9673416909228966,0.9489939781431402,0.9847803398531823,52,2000,0
diagnostic_sweeps,floor_20,mwle,__macro__,slope,1.0940852743226703,1.0022085660772402,1.1946731004075468,52,2000,0
diagnostic_sweeps,floor_20,mwle,__macro__,mae,0.37767969329837936,0.26596973902607624,0.5144440098694218,52,2000,0
diagnostic_sweeps,floor_20,__run__,__all__,mean_scenarios_administered,20.0,20.0,20.0,52,2000,0
diagnostic_sweeps,floor_20,__run__,__all__,mean_criteria_administered,82.71153846153847,79.2110576923077,86.0389423076923,52,2000,0
diagnostic_sweeps,floor_20,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,0
diagnostic_sweeps,se_0p2,online,instruction_following,r,0.9691486963850819,0.9535181038392901,0.9823501217047776,52,2000,0
diagnostic_sweeps,se_0p2,online,instruction_following,slope,0.7430722581557921,0.6948533371167595,0.7989659126232178,52,2000,0
diagnostic_sweeps,se_0p2,online,instruction_following,mae,0.4647332773705981,0.35629265656039605,0.5740640932993507,52,2000,0
diagnostic_sweeps,se_0p2,online,__macro__,r,0.9691486963850819,0.9535181038392901,0.9823501217047776,52,2000,0
diagnostic_sweeps,se_0p2,online,__macro__,slope,0.7430722581557921,0.6948533371167595,0.7989659126232178,52,2000,0
diagnostic_sweeps,se_0p2,online,__macro__,mae,0.4647332773705981,0.35629265656039605,0.5740640932993507,52,2000,0
diagnostic_sweeps,se_0p2,eap,instruction_following,r,0.9695142958217715,0.9446116055331122,0.9893335117347273,52,2000,0
diagnostic_sweeps,se_0p2,eap,instruction_following,slope,0.9826018361697888,0.9111576898168283,1.0549346090124048,52,2000,0
diagnostic_sweeps,se_0p2,eap,instruction_following,mae,0.1867151424146851,0.07943571859073213,0.32819103618525225,52,2000,0
diagnostic_sweeps,se_0p2,eap,__macro__,r,0.9695142958217715,0.9446116055331122,0.9893335117347273,52,2000,0
diagnostic_sweeps,se_0p2,eap,__macro__,slope,0.9826018361697888,0.9111576898168283,1.0549346090124048,52,2000,0
diagnostic_sweeps,se_0p2,eap,__macro__,mae,0.1867151424146851,0.07943571859073213,0.32819103618525225,52,2000,0
diagnostic_sweeps,se_0p2,mwle,instruction_following,r,0.9660026643317556,0.9530087196607298,0.9787156784414568,52,2000,0
diagnostic_sweeps,se_0p2,mwle,instruction_following,slope,1.153249745662573,1.0532054632532557,1.2610128119032529,52,2000,0
diagnostic_sweeps,se_0p2,mwle,instruction_following,mae,0.48685081642434125,0.36369405933710586,0.625270208133799,52,2000,0
diagnostic_sweeps,se_0p2,mwle,__macro__,r,0.9660026643317556,0.9530087196607298,0.9787156784414568,52,2000,0
diagnostic_sweeps,se_0p2,mwle,__macro__,slope,1.153249745662573,1.0532054632532557,1.2610128119032529,52,2000,0
diagnostic_sweeps,se_0p2,mwle,__macro__,mae,0.48685081642434125,0.36369405933710586,0.625270208133799,52,2000,0
diagnostic_sweeps,se_0p2,__run__,__all__,mean_scenarios_administered,7.673076923076923,7.230769230769231,8.076923076923077,52,2000,0
diagnostic_sweeps,se_0p2,__run__,__all__,mean_criteria_administered,29.384615384615383,27.23076923076923,31.423076923076923,52,2000,0
diagnostic_sweeps,se_0p2,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,0
diagnostic_sweeps,se_0p25,online,instruction_following,r,0.9509465946975024,0.9255080851744529,0.9720946523526705,52,2000,0
diagnostic_sweeps,se_0p25,online,instruction_following,slope,0.6417932644397129,0.5938546439983186,0.7014249707085952,52,2000,0
diagnostic_sweeps,se_0p25,online,instruction_following,mae,0.6242768819820236,0.4850886678154332,0.760201026617589,52,2000,0
diagnostic_sweeps,se_0p25,online,__macro__,r,0.9509465946975024,0.9255080851744529,0.9720946523526705,52,2000,0
diagnostic_sweeps,se_0p25,online,__macro__,slope,0.6417932644397129,0.5938546439983186,0.7014249707085952,52,2000,0
diagnostic_sweeps,se_0p25,online,__macro__,mae,0.6242768819820236,0.4850886678154332,0.760201026617589,52,2000,0
diagnostic_sweeps,se_0p25,eap,instruction_following,r,0.9701206143310814,0.9483552139732171,0.9878954254797009,52,2000,0
diagnostic_sweeps,se_0p25,eap,instruction_following,slope,0.9339351893659892,0.8708811704179498,1.0049220419850962,52,2000,0
diagnostic_sweeps,se_0p25,eap,instruction_following,mae,0.24115677024176743,0.14142148806965113,0.3579351668798647,52,2000,0
diagnostic_sweeps,se_0p25,eap,__macro__,r,0.9701206143310814,0.9483552139732171,0.9878954254797009,52,2000,0
diagnostic_sweeps,se_0p25,eap,__macro__,slope,0.9339351893659892,0.8708811704179498,1.0049220419850962,52,2000,0
diagnostic_sweeps,se_0p25,eap,__macro__,mae,0.24115677024176743,0.14142148806965113,0.3579351668798647,52,2000,0
diagnostic_sweeps,se_0p25,mwle,instruction_following,r,0.9687837259792256,0.9555961397533984,0.9808328511473797,52,2000,0
diagnostic_sweeps,se_0p25,mwle,instruction_following,slope,1.048745419198919,0.971424889120977,1.1364377230769707,52,2000,0
diagnostic_sweeps,se_0p25,mwle,instruction_following,mae,0.4213952483934754,0.3333722441242097,0.5152947940057568,52,2000,0
diagnostic_sweeps,se_0p25,mwle,__macro__,r,0.9687837259792256,0.9555961397533984,0.9808328511473797,52,2000,0
diagnostic_sweeps,se_0p25,mwle,__macro__,slope,1.048745419198919,0.971424889120977,1.1364377230769707,52,2000,0
diagnostic_sweeps,se_0p25,mwle,__macro__,mae,0.4213952483934754,0.3333722441242097,0.5152947940057568,52,2000,0
diagnostic_sweeps,se_0p25,__run__,__all__,mean_scenarios_administered,5.288461538461538,4.961538461538462,5.596153846153846,52,2000,0
diagnostic_sweeps,se_0p25,__run__,__all__,mean_criteria_administered,19.26923076923077,18.28846153846154,20.346153846153847,52,2000,0
diagnostic_sweeps,se_0p25,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,0
diagnostic_sweeps,se_0p3,online,instruction_following,r,0.9478268798461004,0.9229295709532414,0.9687309557305605,52,2000,0
diagnostic_sweeps,se_0p3,online,instruction_following,slope,0.6101827895436764,0.5599543208108471,0.6727136562295244,52,2000,0
diagnostic_sweeps,se_0p3,online,instruction_following,mae,0.666234247366639,0.5231746781451191,0.813157014486629,52,2000,0
diagnostic_sweeps,se_0p3,online,__macro__,r,0.9478268798461004,0.9229295709532414,0.9687309557305605,52,2000,0
diagnostic_sweeps,se_0p3,online,__macro__,slope,0.6101827895436764,0.5599543208108471,0.6727136562295244,52,2000,0
diagnostic_sweeps,se_0p3,online,__macro__,mae,0.666234247366639,0.5231746781451191,0.813157014486629,52,2000,0
diagnostic_sweeps,se_0p3,eap,instruction_following,r,0.9660866829132067,0.9466403733617224,0.9825118070209778,52,2000,0
diagnostic_sweeps,se_0p3,eap,instruction_following,slope,0.8851952221676166,0.8176313992009107,0.9590983219516405,52,2000,0
diagnostic_sweeps,se_0p3,eap,instruction_following,mae,0.27440271065221783,0.16131640932157906,0.40571481525420405,52,2000,0
diagnostic_sweeps,se_0p3,eap,__macro__,r,0.9660866829132067,0.9466403733617224,0.9825118070209778,52,2000,0
diagnostic_sweeps,se_0p3,eap,__macro__,slope,0.8851952221676166,0.8176313992009107,0.9590983219516405,52,2000,0
diagnostic_sweeps,se_0p3,eap,__macro__,mae,0.27440271065221783,0.16131640932157906,0.40571481525420405,52,2000,0
diagnostic_sweeps,se_0p3,mwle,instruction_following,r,0.9656254090105632,0.9516348531419344,0.9786886242702789,52,2000,0
diagnostic_sweeps,se_0p3,mwle,instruction_following,slope,1.016457643360221,0.9320779634958379,1.109108912823244,52,2000,0
diagnostic_sweeps,se_0p3,mwle,instruction_following,mae,0.41704837311474535,0.3287778927881882,0.514096217838738,52,2000,0
diagnostic_sweeps,se_0p3,mwle,__macro__,r,0.9656254090105632,0.9516348531419344,0.9786886242702789,52,2000,0
diagnostic_sweeps,se_0p3,mwle,__macro__,slope,1.016457643360221,0.9320779634958379,1.109108912823244,52,2000,0
diagnostic_sweeps,se_0p3,mwle,__macro__,mae,0.41704837311474535,0.3287778927881882,0.514096217838738,52,2000,0
diagnostic_sweeps,se_0p3,__run__,__all__,mean_scenarios_administered,4.846153846153846,4.5,5.211538461538462,52,2000,0
diagnostic_sweeps,se_0p3,__run__,__all__,mean_criteria_administered,17.057692307692307,16.615384615384617,17.5,52,2000,0
diagnostic_sweeps,se_0p3,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,0
diagnostic_sweeps,se_0p35,online,instruction_following,r,0.9480185202520804,0.9233804144614843,0.9688777976603424,52,2000,0
diagnostic_sweeps,se_0p35,online,instruction_following,slope,0.6100679390301217,0.5599543208108471,0.6724321278199938,52,2000,0
diagnostic_sweeps,se_0p35,online,instruction_following,mae,0.6659602473666391,0.5230080279481186,0.8128761644866291,52,2000,0
diagnostic_sweeps,se_0p35,online,__macro__,r,0.9480185202520804,0.9233804144614843,0.9688777976603424,52,2000,0
diagnostic_sweeps,se_0p35,online,__macro__,slope,0.6100679390301217,0.5599543208108471,0.6724321278199938,52,2000,0
diagnostic_sweeps,se_0p35,online,__macro__,mae,0.6659602473666391,0.5230080279481186,0.8128761644866291,52,2000,0
diagnostic_sweeps,se_0p35,eap,instruction_following,r,0.9649336874688829,0.9439352091376284,0.9819658027171808,52,2000,0
diagnostic_sweeps,se_0p35,eap,instruction_following,slope,0.8864288634040628,0.8179453140862761,0.9618735032772392,52,2000,0
diagnostic_sweeps,se_0p35,eap,instruction_following,mae,0.27734582068563307,0.16408864659459405,0.410571784286577,52,2000,0
diagnostic_sweeps,se_0p35,eap,__macro__,r,0.9649336874688829,0.9439352091376284,0.9819658027171808,52,2000,0
diagnostic_sweeps,se_0p35,eap,__macro__,slope,0.8864288634040628,0.8179453140862761,0.9618735032772392,52,2000,0
diagnostic_sweeps,se_0p35,eap,__macro__,mae,0.27734582068563307,0.16408864659459405,0.410571784286577,52,2000,0
diagnostic_sweeps,se_0p35,mwle,instruction_following,r,0.9648153576202952,0.950073278928108,0.9784538539979749,52,2000,0
diagnostic_sweeps,se_0p35,mwle,instruction_following,slope,1.0178715188595346,0.9335870051590891,1.1109919950166116,52,2000,0
diagnostic_sweeps,se_0p35,mwle,instruction_following,mae,0.42042146980209094,0.3296413197118309,0.5203240822247684,52,2000,0
diagnostic_sweeps,se_0p35,mwle,__macro__,r,0.9648153576202952,0.950073278928108,0.9784538539979749,52,2000,0
diagnostic_sweeps,se_0p35,mwle,__macro__,slope,1.0178715188595346,0.9335870051590891,1.1109919950166116,52,2000,0
diagnostic_sweeps,se_0p35,mwle,__macro__,mae,0.42042146980209094,0.3296413197118309,0.5203240822247684,52,2000,0
diagnostic_sweeps,se_0p35,__run__,__all__,mean_scenarios_administered,4.8076923076923075,4.461538461538462,5.173076923076923,52,2000,0
diagnostic_sweeps,se_0p35,__run__,__all__,mean_criteria_administered,16.96153846153846,16.53846153846154,17.442307692307693,52,2000,0
diagnostic_sweeps,se_0p35,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,0
diagnostic_sweeps,selection_trace,online,instruction_following,r,0.9509465946975024,0.9255080851744529,0.9720946523526705,52,2000,0
diagnostic_sweeps,selection_trace,online,instruction_following,slope,0.6417932644397129,0.5938546439983186,0.7014249707085952,52,2000,0
diagnostic_sweeps,selection_trace,online,instruction_following,mae,0.6242768819820236,0.4850886678154332,0.760201026617589,52,2000,0
diagnostic_sweeps,selection_trace,online,__macro__,r,0.9509465946975024,0.9255080851744529,0.9720946523526705,52,2000,0
diagnostic_sweeps,selection_trace,online,__macro__,slope,0.6417932644397129,0.5938546439983186,0.7014249707085952,52,2000,0
diagnostic_sweeps,selection_trace,online,__macro__,mae,0.6242768819820236,0.4850886678154332,0.760201026617589,52,2000,0
diagnostic_sweeps,selection_trace,eap,instruction_following,r,0.9701206143310814,0.9483552139732171,0.9878954254797009,52,2000,0
diagnostic_sweeps,selection_trace,eap,instruction_following,slope,0.9339351893659892,0.8708811704179498,1.0049220419850962,52,2000,0
diagnostic_sweeps,selection_trace,eap,instruction_following,mae,0.24115677024176743,0.14142148806965113,0.3579351668798647,52,2000,0
diagnostic_sweeps,selection_trace,eap,__macro__,r,0.9701206143310814,0.9483552139732171,0.9878954254797009,52,2000,0
diagnostic_sweeps,selection_trace,eap,__macro__,slope,0.9339351893659892,0.8708811704179498,1.0049220419850962,52,2000,0
diagnostic_sweeps,selection_trace,eap,__macro__,mae,0.24115677024176743,0.14142148806965113,0.3579351668798647,52,2000,0
diagnostic_sweeps,selection_trace,mwle,instruction_following,r,0.9687837259792256,0.9555961397533984,0.9808328511473797,52,2000,0
diagnostic_sweeps,selection_trace,mwle,instruction_following,slope,1.048745419198919,0.971424889120977,1.1364377230769707,52,2000,0
diagnostic_sweeps,selection_trace,mwle,instruction_following,mae,0.4213952483934754,0.3333722441242097,0.5152947940057568,52,2000,0
diagnostic_sweeps,selection_trace,mwle,__macro__,r,0.9687837259792256,0.9555961397533984,0.9808328511473797,52,2000,0
diagnostic_sweeps,selection_trace,mwle,__macro__,slope,1.048745419198919,0.971424889120977,1.1364377230769707,52,2000,0
diagnostic_sweeps,selection_trace,mwle,__macro__,mae,0.4213952483934754,0.3333722441242097,0.5152947940057568,52,2000,0
diagnostic_sweeps,selection_trace,__run__,__all__,mean_scenarios_administered,5.288461538461538,4.961538461538462,5.596153846153846,52,2000,0
diagnostic_sweeps,selection_trace,__run__,__all__,mean_criteria_administered,19.26923076923077,18.28846153846154,20.346153846153847,52,2000,0
diagnostic_sweeps,selection_trace,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,0
diagnostic_sweeps,selection_dopt,online,instruction_following,r,0.9672444547755623,0.9525884830744203,0.9794206372897981,52,2000,0
diagnostic_sweeps,selection_dopt,online,instruction_following,slope,0.7140013349875386,0.6701178462295765,0.7685793029522694,52,2000,0
diagnostic_sweeps,selection_dopt,online,instruction_following,mae,0.5225988089100496,0.4135725764232508,0.6344423384338352,52,2000,0
diagnostic_sweeps,selection_dopt,online,__macro__,r,0.9672444547755623,0.9525884830744203,0.9794206372897981,52,2000,0
diagnostic_sweeps,selection_dopt,online,__macro__,slope,0.7140013349875386,0.6701178462295765,0.7685793029522694,52,2000,0
diagnostic_sweeps,selection_dopt,online,__macro__,mae,0.5225988089100496,0.4135725764232508,0.6344423384338352,52,2000,0
diagnostic_sweeps,selection_dopt,eap,instruction_following,r,0.9829902784018045,0.9669374907067545,0.9947940892297711,52,2000,0
diagnostic_sweeps,selection_dopt,eap,instruction_following,slope,0.9697660529115213,0.9213175489931675,1.0177076803210134,52,2000,0
diagnostic_sweeps,selection_dopt,eap,instruction_following,mae,0.1620657737132234,0.08233377899442723,0.2570268987221062,52,2000,0
diagnostic_sweeps,selection_dopt,eap,__macro__,r,0.9829902784018045,0.9669374907067545,0.9947940892297711,52,2000,0
diagnostic_sweeps,selection_dopt,eap,__macro__,slope,0.9697660529115213,0.9213175489931675,1.0177076803210134,52,2000,0
diagnostic_sweeps,selection_dopt,eap,__macro__,mae,0.1620657737132234,0.08233377899442723,0.2570268987221062,52,2000,0
diagnostic_sweeps,selection_dopt,mwle,instruction_following,r,0.9737117943102442,0.9622931960875265,0.9833555199244045,52,2000,0
diagnostic_sweeps,selection_dopt,mwle,instruction_following,slope,1.0489590008865035,0.9801736702132949,1.1207289162872962,52,2000,0
diagnostic_sweeps,selection_dopt,mwle,instruction_following,mae,0.40777890869594785,0.3314058320877078,0.49336656010615315,52,2000,0
diagnostic_sweeps,selection_dopt,mwle,__macro__,r,0.9737117943102442,0.9622931960875265,0.9833555199244045,52,2000,0
diagnostic_sweeps,selection_dopt,mwle,__macro__,slope,1.0489590008865035,0.9801736702132949,1.1207289162872962,52,2000,0
diagnostic_sweeps,selection_dopt,mwle,__macro__,mae,0.40777890869594785,0.3314058320877078,0.49336656010615315,52,2000,0
diagnostic_sweeps,selection_dopt,__run__,__all__,mean_scenarios_administered,6.230769230769231,5.846153846153846,6.615384615384615,52,2000,0
diagnostic_sweeps,selection_dopt,__run__,__all__,mean_criteria_administered,19.76923076923077,18.615384615384617,20.903846153846153,52,2000,0
diagnostic_sweeps,selection_dopt,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,0
final_cat_vs_random,selected_configuration,online,instruction_following,r,0.9509465946975024,0.9246824635411152,0.9723173650941459,52,2000,1
final_cat_vs_random,selected_configuration,online,instruction_following,slope,0.6417932644397129,0.5935416028873839,0.7006435513566664,52,2000,1
final_cat_vs_random,selected_configuration,online,instruction_following,mae,0.6242768819820236,0.48541176799950053,0.7635658849189592,52,2000,1
final_cat_vs_random,selected_configuration,online,__macro__,r,0.9509465946975024,0.9246824635411152,0.9723173650941459,52,2000,1
final_cat_vs_random,selected_configuration,online,__macro__,slope,0.6417932644397129,0.5935416028873839,0.7006435513566664,52,2000,1
final_cat_vs_random,selected_configuration,online,__macro__,mae,0.6242768819820236,0.48541176799950053,0.7635658849189592,52,2000,1
final_cat_vs_random,selected_configuration,eap,instruction_following,r,0.9701206143310814,0.947455691187264,0.9883080362085224,52,2000,1
final_cat_vs_random,selected_configuration,eap,instruction_following,slope,0.9339351893659892,0.8691568148203198,1.0013426840089985,52,2000,1
final_cat_vs_random,selected_configuration,eap,instruction_following,mae,0.24115677024176743,0.13404909284146987,0.3599955732110622,52,2000,1
final_cat_vs_random,selected_configuration,eap,__macro__,r,0.9701206143310814,0.947455691187264,0.9883080362085224,52,2000,1
final_cat_vs_random,selected_configuration,eap,__macro__,slope,0.9339351893659892,0.8691568148203198,1.0013426840089985,52,2000,1
final_cat_vs_random,selected_configuration,eap,__macro__,mae,0.24115677024176743,0.13404909284146987,0.3599955732110622,52,2000,1
final_cat_vs_random,selected_configuration,mwle,instruction_following,r,0.9687837259792256,0.9555885257479242,0.9809074850681261,52,2000,1
final_cat_vs_random,selected_configuration,mwle,instruction_following,slope,1.048745419198919,0.9693798834443811,1.1297450235303308,52,2000,1
final_cat_vs_random,selected_configuration,mwle,instruction_following,mae,0.4213952483934754,0.33471630009544545,0.5144716495807123,52,2000,1
final_cat_vs_random,selected_configuration,mwle,__macro__,r,0.9687837259792256,0.9555885257479242,0.9809074850681261,52,2000,1
