atlas_idx,question_id
180,algebra_hard|261
181,algebra_hard|262
182,algebra_hard|263
183,algebra_hard|264
184,algebra_hard|265
185,algebra_hard|266
186,algebra_hard|267
187,algebra_hard|268
188,algebra_hard|269
189,algebra_hard|27
190,algebra_hard|270
191,algebra_hard|271
192,algebra_hard|272
193,algebra_hard|273
194,algebra_hard|274
195,algebra_hard|275
196,algebra_hard|276
197,algebra_hard|277
198,algebra_hard|278
199,algebra_hard|279
200,algebra_hard|28
201,algebra_hard|280
202,algebra_hard|281
203,algebra_hard|282
204,algebra_hard|283
205,algebra_hard|284
206,algebra_hard|285
207,algebra_hard|286
208,algebra_hard|287
209,algebra_hard|288
210,algebra_hard|289
211,algebra_hard|29
212,algebra_hard|290
213,algebra_hard|291
214,algebra_hard|292
215,algebra_hard|293
216,algebra_hard|294
217,algebra_hard|295
218,algebra_hard|296
219,algebra_hard|297
220,algebra_hard|298
221,algebra_hard|299
222,algebra_hard|3
223,algebra_hard|30
224,algebra_hard|300
225,algebra_hard|301
226,algebra_hard|302
227,algebra_hard|303
228,algebra_hard|304
229,algebra_hard|305
230,algebra_hard|306
231,algebra_hard|31
232,algebra_hard|32
233,algebra_hard|33
234,algebra_hard|34
235,algebra_hard|35
236,algebra_hard|36
237,algebra_hard|37
238,algebra_hard|38
239,algebra_hard|39
240,algebra_hard|40
241,algebra_hard|41
242,algebra_hard|42
243,algebra_hard|43
244,algebra_hard|44
245,algebra_hard|45
246,algebra_hard|46
247,algebra_hard|47
248,algebra_hard|48
249,algebra_hard|49
250,algebra_hard|5
251,algebra_hard|50
252,algebra_hard|51
253,algebra_hard|52
254,algebra_hard|53
255,algebra_hard|54
256,algebra_hard|55
257,algebra_hard|56
258,algebra_hard|57
259,algebra_hard|58
260,algebra_hard|59
261,algebra_hard|6
262,algebra_hard|60
263,algebra_hard|61
264,algebra_hard|62
265,algebra_hard|63
266,algebra_hard|64
267,algebra_hard|65
268,algebra_hard|66
269,algebra_hard|67
270,algebra_hard|68
271,algebra_hard|69
272,algebra_hard|7
273,algebra_hard|71
274,algebra_hard|72
275,algebra_hard|73
276,algebra_hard|74
277,algebra_hard|75
278,algebra_hard|76
279,algebra_hard|77
280,algebra_hard|78
281,algebra_hard|79
282,algebra_hard|8
283,algebra_hard|80
284,algebra_hard|81
285,algebra_hard|82
286,algebra_hard|83
287,algebra_hard|84
288,algebra_hard|85
289,algebra_hard|86
290,algebra_hard|87
291,algebra_hard|88
292,algebra_hard|89
293,algebra_hard|9
294,algebra_hard|90
295,algebra_hard|91
296,algebra_hard|92
297,algebra_hard|93
298,algebra_hard|94
299,algebra_hard|95
300,algebra_hard|96
301,algebra_hard|97
302,algebra_hard|98
303,algebra_hard|99
304,counting_and_prob_hard|0
305,counting_and_prob_hard|1
306,counting_and_prob_hard|100
307,counting_and_prob_hard|101
308,counting_and_prob_hard|102
309,counting_and_prob_hard|103
310,counting_and_prob_hard|104
311,counting_and_prob_hard|105
312,counting_and_prob_hard|106
313,counting_and_prob_hard|107
314,counting_and_prob_hard|108
315,counting_and_prob_hard|109
316,counting_and_prob_hard|11
317,counting_and_prob_hard|110
318,counting_and_prob_hard|111
319,counting_and_prob_hard|112
320,counting_and_prob_hard|113
321,counting_and_prob_hard|114
322,counting_and_prob_hard|115
323,counting_and_prob_hard|116
324,counting_and_prob_hard|117
325,counting_and_prob_hard|118
326,counting_and_prob_hard|119
327,counting_and_prob_hard|12
328,counting_and_prob_hard|120
329,counting_and_prob_hard|121
330,counting_and_prob_hard|122
331,counting_and_prob_hard|13
332,counting_and_prob_hard|14
333,counting_and_prob_hard|15
334,counting_and_prob_hard|16
335,counting_and_prob_hard|17
336,counting_and_prob_hard|18
337,counting_and_prob_hard|19
338,counting_and_prob_hard|2
339,counting_and_prob_hard|20
340,counting_and_prob_hard|21
341,counting_and_prob_hard|22
342,counting_and_prob_hard|23
343,counting_and_prob_hard|24
344,counting_and_prob_hard|25
345,counting_and_prob_hard|26
346,counting_and_prob_hard|27
347,counting_and_prob_hard|28
348,counting_and_prob_hard|29
349,counting_and_prob_hard|3
350,counting_and_prob_hard|30
351,counting_and_prob_hard|31
352,counting_and_prob_hard|32
353,counting_and_prob_hard|33
354,counting_and_prob_hard|34
355,counting_and_prob_hard|35
356,counting_and_prob_hard|36
357,counting_and_prob_hard|37
358,counting_and_prob_hard|38
359,counting_and_prob_hard|39
360,counting_and_prob_hard|4
361,counting_and_prob_hard|40
362,counting_and_prob_hard|41
363,counting_and_prob_hard|42
364,counting_and_prob_hard|43
365,counting_and_prob_hard|44
366,counting_and_prob_hard|45
367,counting_and_prob_hard|47
368,counting_and_prob_hard|48
369,counting_and_prob_hard|49
370,counting_and_prob_hard|5
371,counting_and_prob_hard|50
372,counting_and_prob_hard|51
373,counting_and_prob_hard|52
374,counting_and_prob_hard|53
375,counting_and_prob_hard|54
376,counting_and_prob_hard|55
377,counting_and_prob_hard|56
378,counting_and_prob_hard|57
379,counting_and_prob_hard|58
380,counting_and_prob_hard|59
381,counting_and_prob_hard|6
382,counting_and_prob_hard|60
383,counting_and_prob_hard|61
384,counting_and_prob_hard|62
385,counting_and_prob_hard|63
386,counting_and_prob_hard|64
387,counting_and_prob_hard|65
388,counting_and_prob_hard|66
389,counting_and_prob_hard|67
390,counting_and_prob_hard|68
391,counting_and_prob_hard|69
392,counting_and_prob_hard|7
393,counting_and_prob_hard|70
394,counting_and_prob_hard|71
395,counting_and_prob_hard|72
396,counting_and_prob_hard|73
397,counting_and_prob_hard|74
398,counting_and_prob_hard|75
399,counting_and_prob_hard|76
400,counting_and_prob_hard|77
401,counting_and_prob_hard|78
402,counting_and_prob_hard|79
403,counting_and_prob_hard|8
404,counting_and_prob_hard|80
405,counting_and_prob_hard|81
406,counting_and_prob_hard|82
407,counting_and_prob_hard|83
408,counting_and_prob_hard|84
409,counting_and_prob_hard|85
410,counting_and_prob_hard|86
411,counting_and_prob_hard|87
412,counting_and_prob_hard|88
413,counting_and_prob_hard|89
414,counting_and_prob_hard|9
415,counting_and_prob_hard|90
416,counting_and_prob_hard|91
417,counting_and_prob_hard|92
418,counting_and_prob_hard|93
419,counting_and_prob_hard|94
420,counting_and_prob_hard|95
421,counting_and_prob_hard|96
422,counting_and_prob_hard|97
423,counting_and_prob_hard|98
424,geometry_hard|0
425,geometry_hard|1
426,geometry_hard|10
427,geometry_hard|100
428,geometry_hard|101
429,geometry_hard|103
430,geometry_hard|105
431,geometry_hard|107
432,geometry_hard|108
433,geometry_hard|109
434,geometry_hard|11
435,geometry_hard|110
436,geometry_hard|111
437,geometry_hard|112
438,geometry_hard|113
439,geometry_hard|114
440,geometry_hard|115
441,geometry_hard|116
442,geometry_hard|117
443,geometry_hard|118
444,geometry_hard|119
445,geometry_hard|12
446,geometry_hard|120
447,geometry_hard|121
448,geometry_hard|122
449,geometry_hard|124
450,geometry_hard|125
451,geometry_hard|126
452,geometry_hard|127
453,geometry_hard|128
454,geometry_hard|13
455,geometry_hard|130
456,geometry_hard|131
457,geometry_hard|14
458,geometry_hard|15
459,geometry_hard|16
460,geometry_hard|17
461,geometry_hard|18
462,geometry_hard|19
463,geometry_hard|2
464,geometry_hard|20
465,geometry_hard|21
466,geometry_hard|22
467,geometry_hard|24
468,geometry_hard|26
469,geometry_hard|27
470,geometry_hard|28
471,geometry_hard|29
472,geometry_hard|3
473,geometry_hard|30
474,geometry_hard|31
475,geometry_hard|32
476,geometry_hard|33
477,geometry_hard|34
478,geometry_hard|35
479,geometry_hard|36
480,geometry_hard|38
481,geometry_hard|39
482,geometry_hard|4
483,geometry_hard|40
484,geometry_hard|41
485,geometry_hard|42
486,geometry_hard|43
487,geometry_hard|44
488,geometry_hard|45
489,geometry_hard|46
490,geometry_hard|47
491,geometry_hard|48
492,geometry_hard|49
493,geometry_hard|50
494,geometry_hard|52
495,geometry_hard|53
496,geometry_hard|54
497,geometry_hard|55
498,geometry_hard|56
499,geometry_hard|57
500,geometry_hard|58
501,geometry_hard|59
502,geometry_hard|6
503,geometry_hard|61
504,geometry_hard|62
505,geometry_hard|63
506,geometry_hard|64
507,geometry_hard|65
508,geometry_hard|66
509,geometry_hard|67
510,geometry_hard|68
511,geometry_hard|69
512,geometry_hard|70
513,geometry_hard|71
514,geometry_hard|72
515,geometry_hard|73
516,geometry_hard|74
517,geometry_hard|75
518,geometry_hard|76
519,geometry_hard|77
520,geometry_hard|78
521,geometry_hard|79
522,geometry_hard|8
523,geometry_hard|80
524,geometry_hard|81
525,geometry_hard|82
526,geometry_hard|83
527,geometry_hard|84
528,geometry_hard|85
529,geometry_hard|86
530,geometry_hard|87
531,geometry_hard|88
532,geometry_hard|9
533,geometry_hard|91
534,geometry_hard|92
535,geometry_hard|93
536,geometry_hard|94
537,geometry_hard|95
538,geometry_hard|96
539,intermediate_algebra_hard|10
540,intermediate_algebra_hard|100
541,intermediate_algebra_hard|101
542,intermediate_algebra_hard|102
543,intermediate_algebra_hard|103
544,intermediate_algebra_hard|104
545,intermediate_algebra_hard|105
546,intermediate_algebra_hard|106
547,intermediate_algebra_hard|107
548,intermediate_algebra_hard|108
549,intermediate_algebra_hard|109
550,intermediate_algebra_hard|11
551,intermediate_algebra_hard|110
552,intermediate_algebra_hard|112
553,intermediate_algebra_hard|113
554,intermediate_algebra_hard|114
555,intermediate_algebra_hard|115
556,intermediate_algebra_hard|116
557,intermediate_algebra_hard|117
558,intermediate_algebra_hard|119
559,intermediate_algebra_hard|12
560,intermediate_algebra_hard|120
561,intermediate_algebra_hard|123
562,intermediate_algebra_hard|124
563,intermediate_algebra_hard|125
564,intermediate_algebra_hard|126
565,intermediate_algebra_hard|127
566,intermediate_algebra_hard|128
567,intermediate_algebra_hard|129
568,intermediate_algebra_hard|131
569,intermediate_algebra_hard|132
570,intermediate_algebra_hard|133
571,intermediate_algebra_hard|135
572,intermediate_algebra_hard|136
573,intermediate_algebra_hard|137
574,intermediate_algebra_hard|138
575,intermediate_algebra_hard|14
576,intermediate_algebra_hard|140
577,intermediate_algebra_hard|141
578,intermediate_algebra_hard|142
579,intermediate_algebra_hard|143
580,intermediate_algebra_hard|144
581,intermediate_algebra_hard|146
582,intermediate_algebra_hard|147
583,intermediate_algebra_hard|148
584,intermediate_algebra_hard|15
585,intermediate_algebra_hard|150
586,intermediate_algebra_hard|152
587,intermediate_algebra_hard|153
588,intermediate_algebra_hard|154
589,intermediate_algebra_hard|155
590,intermediate_algebra_hard|158
591,intermediate_algebra_hard|159
592,intermediate_algebra_hard|16
593,intermediate_algebra_hard|160
594,intermediate_algebra_hard|161
595,intermediate_algebra_hard|162
596,intermediate_algebra_hard|163
597,intermediate_algebra_hard|164
598,intermediate_algebra_hard|165
599,intermediate_algebra_hard|166
600,intermediate_algebra_hard|167
601,intermediate_algebra_hard|169
602,intermediate_algebra_hard|170
603,intermediate_algebra_hard|171
604,intermediate_algebra_hard|172
605,intermediate_algebra_hard|173
606,intermediate_algebra_hard|174
607,intermediate_algebra_hard|175
608,intermediate_algebra_hard|176
609,intermediate_algebra_hard|177
610,intermediate_algebra_hard|178
611,intermediate_algebra_hard|179
612,intermediate_algebra_hard|18
613,intermediate_algebra_hard|180
614,intermediate_algebra_hard|182
615,intermediate_algebra_hard|183
616,intermediate_algebra_hard|184
617,intermediate_algebra_hard|185
618,intermediate_algebra_hard|186
619,intermediate_algebra_hard|187
620,intermediate_algebra_hard|188
621,intermediate_algebra_hard|189
622,intermediate_algebra_hard|19
623,intermediate_algebra_hard|190
624,intermediate_algebra_hard|191
625,intermediate_algebra_hard|192
626,intermediate_algebra_hard|193
627,intermediate_algebra_hard|194
628,intermediate_algebra_hard|195
629,intermediate_algebra_hard|196
630,intermediate_algebra_hard|197
631,intermediate_algebra_hard|198
632,intermediate_algebra_hard|2
633,intermediate_algebra_hard|20
634,intermediate_algebra_hard|200
635,intermediate_algebra_hard|203
636,intermediate_algebra_hard|204
637,intermediate_algebra_hard|205
638,intermediate_algebra_hard|206
639,intermediate_algebra_hard|207
640,intermediate_algebra_hard|208
641,intermediate_algebra_hard|21
642,intermediate_algebra_hard|210
643,intermediate_algebra_hard|211
644,intermediate_algebra_hard|212
645,intermediate_algebra_hard|214
646,intermediate_algebra_hard|215
647,intermediate_algebra_hard|216
648,intermediate_algebra_hard|217
649,intermediate_algebra_hard|218
650,intermediate_algebra_hard|219
651,intermediate_algebra_hard|22
652,intermediate_algebra_hard|220
653,intermediate_algebra_hard|222
654,intermediate_algebra_hard|224
655,intermediate_algebra_hard|225
656,intermediate_algebra_hard|226
657,intermediate_algebra_hard|23
658,intermediate_algebra_hard|230
659,intermediate_algebra_hard|231
660,intermediate_algebra_hard|232
661,intermediate_algebra_hard|233
662,intermediate_algebra_hard|234
663,intermediate_algebra_hard|235
664,intermediate_algebra_hard|237
665,intermediate_algebra_hard|239
666,intermediate_algebra_hard|240
667,intermediate_algebra_hard|241
668,intermediate_algebra_hard|242
669,intermediate_algebra_hard|243
670,intermediate_algebra_hard|245
671,intermediate_algebra_hard|246
672,intermediate_algebra_hard|247
673,intermediate_algebra_hard|249
674,intermediate_algebra_hard|250
675,intermediate_algebra_hard|251
676,intermediate_algebra_hard|252
677,intermediate_algebra_hard|253
678,intermediate_algebra_hard|254
679,intermediate_algebra_hard|255
680,intermediate_algebra_hard|256
681,intermediate_algebra_hard|257
682,intermediate_algebra_hard|259
683,intermediate_algebra_hard|26
684,intermediate_algebra_hard|260
685,intermediate_algebra_hard|261
686,intermediate_algebra_hard|262
687,intermediate_algebra_hard|263
688,intermediate_algebra_hard|264
689,intermediate_algebra_hard|266
690,intermediate_algebra_hard|267
691,intermediate_algebra_hard|268
692,intermediate_algebra_hard|269
693,intermediate_algebra_hard|27
694,intermediate_algebra_hard|270
695,intermediate_algebra_hard|271
696,intermediate_algebra_hard|272
697,intermediate_algebra_hard|273
698,intermediate_algebra_hard|276
699,intermediate_algebra_hard|277
700,intermediate_algebra_hard|278
701,intermediate_algebra_hard|279
702,intermediate_algebra_hard|28
703,intermediate_algebra_hard|30
704,intermediate_algebra_hard|31
705,intermediate_algebra_hard|32
706,intermediate_algebra_hard|33
707,intermediate_algebra_hard|34
708,intermediate_algebra_hard|35
709,intermediate_algebra_hard|36
710,intermediate_algebra_hard|37
711,intermediate_algebra_hard|4
712,intermediate_algebra_hard|40
713,intermediate_algebra_hard|41
714,intermediate_algebra_hard|44
715,intermediate_algebra_hard|46
716,intermediate_algebra_hard|47
717,intermediate_algebra_hard|50
718,intermediate_algebra_hard|52
719,intermediate_algebra_hard|53
720,intermediate_algebra_hard|54
721,intermediate_algebra_hard|56
722,intermediate_algebra_hard|57
723,intermediate_algebra_hard|58
724,intermediate_algebra_hard|59
725,intermediate_algebra_hard|6
726,intermediate_algebra_hard|60
727,intermediate_algebra_hard|61
728,intermediate_algebra_hard|64
729,intermediate_algebra_hard|65
730,intermediate_algebra_hard|66
731,intermediate_algebra_hard|67
732,intermediate_algebra_hard|68
733,intermediate_algebra_hard|69
734,intermediate_algebra_hard|7
735,intermediate_algebra_hard|70
736,intermediate_algebra_hard|71
737,intermediate_algebra_hard|72
738,intermediate_algebra_hard|73
739,intermediate_algebra_hard|74
740,intermediate_algebra_hard|75
741,intermediate_algebra_hard|76
742,intermediate_algebra_hard|77
743,intermediate_algebra_hard|78
744,intermediate_algebra_hard|8
745,intermediate_algebra_hard|80
746,intermediate_algebra_hard|81
747,intermediate_algebra_hard|83
748,intermediate_algebra_hard|84
749,intermediate_algebra_hard|86
750,intermediate_algebra_hard|88
751,intermediate_algebra_hard|89
752,intermediate_algebra_hard|90
753,intermediate_algebra_hard|91
754,intermediate_algebra_hard|92
755,intermediate_algebra_hard|93
756,intermediate_algebra_hard|94
757,intermediate_algebra_hard|95
758,intermediate_algebra_hard|96
759,intermediate_algebra_hard|97
760,intermediate_algebra_hard|98
761,intermediate_algebra_hard|99
762,num_theory_hard|0
763,num_theory_hard|1
764,num_theory_hard|10
765,num_theory_hard|101
766,num_theory_hard|102
767,num_theory_hard|103
768,num_theory_hard|104
769,num_theory_hard|106
770,num_theory_hard|107
771,num_theory_hard|108
772,num_theory_hard|109
773,num_theory_hard|11
774,num_theory_hard|111
775,num_theory_hard|112
776,num_theory_hard|113
777,num_theory_hard|114
778,num_theory_hard|115
779,num_theory_hard|116
780,num_theory_hard|117
781,num_theory_hard|118
782,num_theory_hard|119
783,num_theory_hard|12
784,num_theory_hard|120
785,num_theory_hard|121
786,num_theory_hard|122
787,num_theory_hard|123
788,num_theory_hard|124
789,num_theory_hard|125
790,num_theory_hard|126
791,num_theory_hard|127
792,num_theory_hard|128
793,num_theory_hard|129
794,num_theory_hard|13
795,num_theory_hard|130
796,num_theory_hard|131
797,num_theory_hard|132
798,num_theory_hard|133
799,num_theory_hard|134
800,num_theory_hard|135
801,num_theory_hard|136
802,num_theory_hard|137
803,num_theory_hard|138
804,num_theory_hard|139
805,num_theory_hard|14
806,num_theory_hard|140
807,num_theory_hard|141
808,num_theory_hard|142
809,num_theory_hard|143
810,num_theory_hard|144
811,num_theory_hard|145
812,num_theory_hard|146
813,num_theory_hard|147
814,num_theory_hard|148
815,num_theory_hard|149
816,num_theory_hard|15
817,num_theory_hard|150
818,num_theory_hard|151
819,num_theory_hard|152
820,num_theory_hard|153
821,num_theory_hard|16
822,num_theory_hard|17
823,num_theory_hard|18
824,num_theory_hard|19
825,num_theory_hard|2
826,num_theory_hard|20
827,num_theory_hard|21
828,num_theory_hard|22
829,num_theory_hard|23
830,num_theory_hard|24
831,num_theory_hard|25
832,num_theory_hard|26
833,num_theory_hard|27
834,num_theory_hard|28
835,num_theory_hard|29
836,num_theory_hard|3
837,num_theory_hard|30
838,num_theory_hard|31
839,num_theory_hard|32
840,num_theory_hard|33
841,num_theory_hard|34
842,num_theory_hard|35
843,num_theory_hard|36
844,num_theory_hard|37
845,num_theory_hard|38
846,num_theory_hard|39
847,num_theory_hard|4
848,num_theory_hard|40
849,num_theory_hard|41
850,num_theory_hard|42
851,num_theory_hard|43
852,num_theory_hard|44
853,num_theory_hard|45
854,num_theory_hard|46
855,num_theory_hard|47
856,num_theory_hard|48
857,num_theory_hard|49
858,num_theory_hard|5
859,num_theory_hard|50
860,num_theory_hard|51
861,num_theory_hard|52
862,num_theory_hard|53
863,num_theory_hard|54
864,num_theory_hard|55
865,num_theory_hard|56
866,num_theory_hard|57
867,num_theory_hard|58
868,num_theory_hard|59
869,num_theory_hard|6
870,num_theory_hard|60
871,num_theory_hard|61
872,num_theory_hard|62
873,num_theory_hard|63
874,num_theory_hard|64
875,num_theory_hard|65
876,num_theory_hard|66
877,num_theory_hard|67
878,num_theory_hard|68
879,num_theory_hard|69
880,num_theory_hard|7
881,num_theory_hard|70
882,num_theory_hard|71
883,num_theory_hard|72
884,num_theory_hard|73
885,num_theory_hard|74
886,num_theory_hard|75
887,num_theory_hard|76
888,num_theory_hard|77
889,num_theory_hard|78
890,num_theory_hard|79
891,num_theory_hard|8
892,num_theory_hard|80
893,num_theory_hard|81
894,num_theory_hard|82
895,num_theory_hard|83
896,num_theory_hard|84
897,num_theory_hard|85
898,num_theory_hard|86
899,num_theory_hard|87
900,num_theory_hard|88
901,num_theory_hard|89
902,num_theory_hard|9
903,num_theory_hard|90
904,num_theory_hard|91
905,num_theory_hard|92
906,num_theory_hard|93
907,num_theory_hard|94
908,num_theory_hard|95
909,num_theory_hard|96
910,num_theory_hard|97
911,num_theory_hard|98
912,num_theory_hard|99
913,prealgebra_hard|0
914,prealgebra_hard|1
915,prealgebra_hard|10
916,prealgebra_hard|100
917,prealgebra_hard|101
918,prealgebra_hard|102
919,prealgebra_hard|103
920,prealgebra_hard|104
921,prealgebra_hard|105
922,prealgebra_hard|106
923,prealgebra_hard|107
924,prealgebra_hard|108
925,prealgebra_hard|109
926,prealgebra_hard|11
927,prealgebra_hard|110
928,prealgebra_hard|111
929,prealgebra_hard|112
930,prealgebra_hard|113
931,prealgebra_hard|115
932,prealgebra_hard|116
933,prealgebra_hard|117
934,prealgebra_hard|118
935,prealgebra_hard|119
936,prealgebra_hard|12
937,prealgebra_hard|120
938,prealgebra_hard|121
939,prealgebra_hard|122
940,prealgebra_hard|123
941,prealgebra_hard|124
942,prealgebra_hard|125
943,prealgebra_hard|126
944,prealgebra_hard|127
945,prealgebra_hard|128
946,prealgebra_hard|129
947,prealgebra_hard|13
948,prealgebra_hard|130
949,prealgebra_hard|131
950,prealgebra_hard|132
951,prealgebra_hard|133
952,prealgebra_hard|134
953,prealgebra_hard|135
954,prealgebra_hard|136
955,prealgebra_hard|137
956,prealgebra_hard|138
957,prealgebra_hard|139
958,prealgebra_hard|14
959,prealgebra_hard|140
960,prealgebra_hard|141
961,prealgebra_hard|142
962,prealgebra_hard|143
963,prealgebra_hard|144
964,prealgebra_hard|145
965,prealgebra_hard|146
966,prealgebra_hard|147
967,prealgebra_hard|148
968,prealgebra_hard|149
969,prealgebra_hard|15
970,prealgebra_hard|150
971,prealgebra_hard|151
972,prealgebra_hard|152
973,prealgebra_hard|153
974,prealgebra_hard|154
975,prealgebra_hard|155
976,prealgebra_hard|156
977,prealgebra_hard|157
978,prealgebra_hard|158
979,prealgebra_hard|159
980,prealgebra_hard|16
981,prealgebra_hard|160
982,prealgebra_hard|161
983,prealgebra_hard|162
984,prealgebra_hard|163
985,prealgebra_hard|164
986,prealgebra_hard|165
987,prealgebra_hard|166
988,prealgebra_hard|167
989,prealgebra_hard|168
990,prealgebra_hard|17
991,prealgebra_hard|170
992,prealgebra_hard|171
993,prealgebra_hard|172
994,prealgebra_hard|173
995,prealgebra_hard|174
996,prealgebra_hard|175
997,prealgebra_hard|176
998,prealgebra_hard|177
999,prealgebra_hard|178
1000,prealgebra_hard|179
1001,prealgebra_hard|18
1002,prealgebra_hard|180
1003,prealgebra_hard|181
1004,prealgebra_hard|183
1005,prealgebra_hard|184
1006,prealgebra_hard|185
1007,prealgebra_hard|186
1008,prealgebra_hard|187
1009,prealgebra_hard|188
1010,prealgebra_hard|189
1011,prealgebra_hard|19
1012,prealgebra_hard|190
1013,prealgebra_hard|191
1014,prealgebra_hard|192
1015,prealgebra_hard|2
1016,prealgebra_hard|20
1017,prealgebra_hard|21
1018,prealgebra_hard|22
1019,prealgebra_hard|23
1020,prealgebra_hard|24
1021,prealgebra_hard|25
1022,prealgebra_hard|26
1023,prealgebra_hard|27
1024,prealgebra_hard|28
1025,prealgebra_hard|29
1026,prealgebra_hard|3
1027,prealgebra_hard|30
1028,prealgebra_hard|31
1029,prealgebra_hard|32
1030,prealgebra_hard|33
1031,prealgebra_hard|34
1032,prealgebra_hard|35
1033,prealgebra_hard|36
1034,prealgebra_hard|37
1035,prealgebra_hard|38
1036,prealgebra_hard|39
1037,prealgebra_hard|4
1038,prealgebra_hard|40
1039,prealgebra_hard|41
1040,prealgebra_hard|42
1041,prealgebra_hard|43
1042,prealgebra_hard|44
1043,prealgebra_hard|45
1044,prealgebra_hard|46
1045,prealgebra_hard|47
1046,prealgebra_hard|48
1047,prealgebra_hard|49
1048,prealgebra_hard|5
1049,prealgebra_hard|50
1050,prealgebra_hard|51
1051,prealgebra_hard|52
1052,prealgebra_hard|53
1053,prealgebra_hard|54
1054,prealgebra_hard|55
1055,prealgebra_hard|56
1056,prealgebra_hard|57
1057,prealgebra_hard|58
1058,prealgebra_hard|59
1059,prealgebra_hard|6
1060,prealgebra_hard|60
1061,prealgebra_hard|61
1062,prealgebra_hard|62
1063,prealgebra_hard|63
1064,prealgebra_hard|64
1065,prealgebra_hard|65
1066,prealgebra_hard|67
1067,prealgebra_hard|68
1068,prealgebra_hard|69
1069,prealgebra_hard|7
1070,prealgebra_hard|70
1071,prealgebra_hard|71
1072,prealgebra_hard|72
1073,prealgebra_hard|73
1074,prealgebra_hard|74
1075,prealgebra_hard|75
