model,full_correctness,baseline_correctness,batch_correctness,trial1_correctness,trial2_correctness,trial3_correctness,trial4_correctness,trial5_correctness,trial6_correctness,trial7_correctness,trial8_correctness,trial9_correctness,trial10_correctness,sd_correctness,range_correctness,full_scaffolding,baseline_scaffolding,batch_scaffolding,trial1_scaffolding,trial2_scaffolding,trial3_scaffolding,trial4_scaffolding,trial5_scaffolding,trial6_scaffolding,trial7_scaffolding,trial8_scaffolding,trial9_scaffolding,trial10_scaffolding,sd_scaffolding,range_scaffolding
HuggingFaceTB/SmolLM2-1.7B,-0.7064121511172686,-0.46824992988390457,-0.6250966991254213,-0.496836384860758,-0.5653143001628802,-0.5495260728498921,-0.5413765231855739,-0.519608833991059,-0.5653496007028421,-0.6678081183271735,-0.5261242272656892,-0.5252634281590083,-0.5105261708093856,0.045617425084913614,0.17097173346641548,-0.30018861743534364,-0.4168665556701679,-0.4903723706992777,-0.42934567320779277,-0.4481877472211118,-0.5405235050813821,-0.48993444323785934,-0.456720413675035,-0.4541661505411839,-0.5586055555138315,-0.4864328107324259,-0.4917172043625,-0.4392383650131597,0.04070059385315505,0.12925988230603874
HuggingFaceTB/SmolLM2-1.7B-Instruct,0.2913339244915217,0.5416065600118218,0.492171572742406,0.6097829141100685,0.4959191448934762,0.5154669658792267,0.5335033275327884,0.5442648577690724,0.5270957723584911,0.549018163379517,0.5313100603535249,0.6096693610927966,0.5608838150143743,0.03535077822684843,0.11386376921659225,-0.8238490841702106,-0.8962073457395937,-1.1032287928325049,-1.030389693525814,-1.042019085913016,-1.1591175167585794,-0.9264169606298185,-1.079684071330794,-1.0113658842789335,-1.066047335569685,-1.0530362736484007,-1.168497618307423,-0.9711150093890726,0.07108216980591216,0.24208065767760445
HuggingFaceTB/SmolLM2-135M,-3.897431776270306,-1.9504905629733444,-2.713791303091539,-2.1629421550080212,-2.70207528017525,-2.7145884009080103,-2.8948642306133117,-1.9197392793706862,-2.922010234916859,-2.5200111839043893,-2.855383962875978,-2.723784342559825,-2.5959585283963302,0.3090153321240658,1.0022709555461728,0.16989623589497366,0.08835694085669017,-0.06561747566288505,-0.05013507372383538,0.007791602726252504,-0.034244444087307466,-0.06101400487583577,0.0058134948124308255,-0.04605741262921429,0.05633216422503093,-0.057785525520162015,-0.04814832861209488,-0.047151312600513764,0.03624671380637653,0.1173461691008667
HuggingFaceTB/SmolLM2-360M,-3.2899561222021307,-1.9328691537142701,-2.4783002292741716,-2.6170118086224003,-2.5355900459602845,-2.8613364881547363,-2.865784295236349,-2.580085951947648,-2.4055428348173664,-2.4713199400988377,-2.5919730925195616,-2.530479731286543,-2.1324280710289374,0.20124186040030573,0.7333562242074114,0.30366656227929467,0.06723725874708593,-0.06136888349190973,-0.04476090328226498,-0.043467148992941566,-0.06597452065671036,-0.05171432413426466,-0.04329448672845301,-0.052916919252113746,-0.037184326556225854,-0.04395493811826334,-0.028275850662662267,0.04971666199225851,0.03014742758123937,0.11569118264896887
HuggingFaceTB/SmolLM2-360M-Instruct,-1.4300772480792714,-0.9617937410086358,-1.437445552056876,-1.4578627793688634,-1.3075624728478452,-1.3860728101867898,-1.4388360358790482,-1.3073224747785306,-1.335496941023576,-1.407708713793191,-1.3144783829326263,-1.1531300009981136,-1.23705776977923,0.08853236604747793,0.30473277837074986,-0.9028748796089626,-0.4676531955209351,-0.6501206272405282,-0.6130834325854254,-0.5424747500929841,-0.47284409318462095,-0.6182681296680044,-0.6283728533303158,-0.623063183242479,-0.6265766511359662,-0.5357749820587291,-0.4557951068396559,-0.5494709185915794,0.061907173997285556,0.17257774649065988
LLM360/Amber,-4.705847276880779,-2.0700466721673143,-2.7415031849735843,-2.7119628402858766,-3.036877259187238,-2.955201726823589,-2.872456938589892,-2.2426682140190013,-2.90568065963327,-2.1988424201549126,-2.5778321261160944,-2.848333952651027,-2.556076657523829,0.2771049523051958,0.8380348390323253,0.4328962646323411,0.5234636875586561,0.4442709641527582,0.44998930602527804,0.414935989596405,0.46492162690455713,0.453158396087646,0.5394210045302351,0.3924389635877959,0.44461108721616804,0.4822078461210901,0.4598869575298044,0.49152457810807426,0.038461995001881695,0.14698204094243922
Qwen/Qwen2-0.5B,-2.5476300646932986,-1.4598489119773894,-2.0593836659022764,-1.7559122727807333,-1.8255958211005774,-1.8889314930481567,-1.6442457139201743,-1.6054768592117177,-2.0883873605809034,-1.8372567816789467,-2.0951257101317577,-2.1313083260358083,-1.7856295329289948,0.1763386789381597,0.5258314668240907,-0.479618958112564,-0.2928325523069054,-0.4724192210608438,-0.34275857459403286,-0.3345140938901229,-0.42174969136135126,-0.39885734389100364,-0.41494507418870724,-0.44061747999731143,-0.45902441645042735,-0.4534053430456587,-0.4652360023683507,-0.4270279688898242,0.04328283119395738,0.13072190847822784
Qwen/Qwen2-1.5B,-0.6125814159028796,-0.37032765680663104,-1.2472778265537912,-1.0062468380458685,-0.9459300038182044,-0.5523056647060378,-0.8886518471707805,-0.5791434699154143,-0.835120406277196,-1.0096602346697197,-0.7329114122196405,-0.8736976732817355,-1.0137267891611865,0.1623248000282549,0.4614211244551487,-1.2354994370612313,-1.3192534804294056,-1.4857756041484058,-1.5167069499118817,-1.3165582140377188,-1.4998934260743355,-1.5655288864822021,-1.4246299662158457,-1.4974329259578045,-1.2795018838481194,-1.6383803403073396,-1.4915756283418495,-1.5816498335461724,0.10718103992990347,0.35887845645922023
Qwen/Qwen2-7B,1.4192225271058665,1.2315927016027932,1.2227150838904888,1.3759195520946546,1.1922456345557624,1.3897423404891462,1.36560223229169,1.2084989428747723,1.270400764929197,1.1878557904326832,1.3064825782152103,1.2432285340735207,1.1007538171253304,0.09034023956046569,0.28898852336381586,0.06362799943253258,-0.1804199756123398,-0.21174013062493083,-3.777047722892334,-0.011054383635343591,-0.17691814612623025,-0.36159419102983625,-0.313548213804245,0.03744932534410181,-3.5261683985308347,-0.04989541292837506,0.007223283715104348,-1.6198542806726928,1.4142539687104938,3.814497048236436
Qwen/Qwen2.5-0.5B,-1.3134952640012123,-0.5603824147290594,-0.9943787588420147,-0.6230541611064563,-0.9049517669174262,-0.9114698513020809,-0.8830564067724578,-0.8866872894456513,-0.7977397197136978,-0.8307052079189433,-0.774178069358596,-0.8834599020214122,-0.6310762136350073,0.10231403654429211,0.28841569019562463,-1.0230260474493362,-0.7923863367919939,-0.9448870277240744,-0.763968165701828,-0.8726620227876631,-0.9479108749978232,-0.9907795507310181,-0.9831324799124792,-0.9652951985505042,-0.9684720012963142,-1.0574696009789453,-1.112837750974652,-0.8307453492351532,0.09808784644143076,0.3488695852728241
Qwen/Qwen2.5-0.5B-Instruct,-0.7096881526501762,-0.6462221000748741,-0.941666810887005,-0.8847426298459946,-0.9083996164085714,-0.704659604348106,-0.8888835339216761,-0.6856789825026983,-0.8965589175609715,-0.8427408694112193,-0.8885224593708132,-0.6920272214134429,-0.6829175445106479,0.09632224094834428,0.22548207189792346,-1.1538448016961846,-0.7562247628266358,-0.9542474256426107,-0.948744912543174,-0.9992897200594102,-0.8553321057397258,-0.9790832538521931,-0.8382744725711702,-0.9223713540685874,-0.918085164702995,-0.9212355582427841,-0.8441836157025155,-0.8364308393505402,0.0568609298612022,0.16285888070887
Qwen/Qwen2.5-1.5B,0.7644225992118893,1.0586275817362754,1.026925924741082,1.117454056739846,1.0527827609256875,1.1157814156634838,1.0216719413076507,1.0406251656167382,1.114347957564921,1.0562510350971581,1.0212563304909423,1.0834295823127666,0.9670132433006167,0.0468663488507242,0.15044081343922944,-1.5469278283136982,-1.1789803852529368,-1.199042245516823,-1.217966464616948,-1.3497899852652875,-1.2407988055668229,-2.1214976748096697,-1.1680745067138925,-1.2607809965897698,-1.3078301228390972,-1.1356263812698446,-1.4914626247005256,-1.263030587225053,0.27214146915280185,0.985871293539825
Qwen/Qwen2.5-1.5B-Instruct,1.2073901572505574,1.2168324846441847,1.1969541412368152,1.1528236771861697,1.2420419832942817,1.1818809504817562,1.4217934442467812,1.4484628353545805,1.3468738395651738,1.249452884042491,1.0531796395207202,1.243219480254125,1.2918731629327258,0.11455906026102645,0.3952831958338603,-1.335651767654564,-1.5029599124657682,-1.5387922941045413,-1.2977158240492108,-2.3607733653399716,-1.8157553455772455,-2.568382450780417,-1.5056625614858632,-1.5141342620499028,-1.3979256273936247,-2.23127867416875,-1.8971247083221943,-1.310000987701653,0.438399588032301,1.2706666267312063
Qwen/Qwen2.5-3B,1.4509779281758173,1.3502095309306135,1.3610830415470858,1.3284805502460337,2.0714642100397875,1.2036411391499198,1.4669393685594962,1.4781400645593525,1.4168344087316063,1.3203861650551498,1.3552482283240426,1.2235438619172039,1.3592932784833196,0.23270684170919065,0.8678230708898678,-0.7748404289428883,-0.6150087439927929,-0.9024746627879534,-1.5835633143241823,-0.9782915279596316,-1.4657040863767485,-0.5100081289041736,-1.6110905425468207,-4.176004311642868,-0.20745227093414226,-1.1400143111218435,-0.8212272641445828,-0.6812338149024273,1.0503299650376237,3.9685520407087256
Qwen/Qwen2.5-3B-Instruct,2.1641196600042107,1.4707744559444904,1.9166431296312132,1.9948496459711818,6.095128149039055,4.904386796707926,3.147310217437899,1.4479414063305718,1.8351305615152937,7.979508649985848,2.377963469628211,3.3166144457633866,3.2974483485767445,1.9820256222472494,6.531567243655276,0.4590032425680325,0.6191523385729951,0.2525067167029416,0.5609983378935465,-5.023603134092119,-2.571338717505835,-0.25721918980436514,-0.7127553488711702,2.533238710721934,5.159868644007496,-0.8404139371339499,3.0526329380883985,-7.689310640362352,3.6273846679125756,12.849179284369848
Qwen/Qwen2.5-7B,2.0717989280992426,0.7728497260645251,1.3838329979477704,1.8769860587522305,2.7986488380382926,1.238162220397386,2.2867979093580213,2.790973437276779,2.2781517577263566,2.2920490776629596,3.257767213551993,1.9204680783212489,0.976279890706001,0.6667582464455998,2.281487322845992,1.0150735533157225,1.5610586135794777,1.7373521863313053,2.040490052545179,3.557271599643896,1.8070957344479004,4.867208856291745,5.872262576119647,1.9154058901981952,2.5100303598564433,1.4611223690247368,0.4789815052371168,1.538102289348477,1.5844865983968552,5.39328107088253
Qwen/Qwen2.5-7B-Instruct,2.5609949069237077,1.5657404930294503,1.9457022557322647,7.985858893841154,3.358818333920016,3.979284028451891,1.3116078165177067,4.869680714543189,3.051623659527533,1.1914446880557064,1.4745615556225629,4.869664709735728,3.1036773051476954,1.967224789633523,6.794414205785448,1.3922263350900275,1.4236989303631546,1.5310983200038506,0.11338290980413429,-0.3525352048835451,0.18993535822465882,1.700408175588889,1.0986072183194662,1.7125444958700617,1.7050356115141363,1.8144372632008925,4.075374594059945,1.2278487775807583,1.1777410452985841,4.427909798943491
Qwen/Qwen2.5-Coder-7B,1.7425416934224873,1.1293171594296632,1.178305734818509,0.29901940725475096,1.2757427761309963,0.9296795566542213,2.1052451013762274,1.3533329847504123,1.538914998481425,1.9683449319343422,0.6364965598446948,0.8298359204231738,1.498722097728467,0.5443908534678056,1.8062256941214765,-0.008109951335841071,-0.13180518145377726,-0.15081517126449884,-2.4940887720338822,-0.1275200771965641,0.5077962679986433,-0.00874020762005634,-0.23265993037242985,-1.2251153681461526,-0.497704409893633,-1.3770285050700097,-1.9260228620006723,-0.20467312780867833,0.9050255988412117,3.0018850400325254
Qwen/Qwen2.5-Math-7B,2.2363260950320076,1.7170167708227213,2.0457655660501755,3.371499355046681,3.2964130233748343,5.73606573039648,2.160261640205661,3.8718539800580705,3.997640128420975,5.468179489888505,3.718025334341111,1.950263172845843,2.266867713817505,1.225245544751135,3.785802557550637,-1.5848578944073066,-0.705231635337063,-1.2287361944791557,-3.095848396286479,-1.9029235265807742,-4.179495449208083,-1.285299117663705,-4.177756875695407,-5.175773899624547,-3.17892216022495,-3.060740289406729,-2.424569104183564,-2.121080375795505,1.129969420594633,3.890474781960842
Qwen/Qwen3-0.6B,1.0873849042423414,1.3856273428195705,1.4022095798790433,2.5334749093370252,1.3961378819439947,1.305987786098102,1.38884221737579,1.438779652400058,1.4609898146867197,1.3429395242861473,1.4293150548385176,1.5340307702198825,1.3922567463764475,0.34228545853446773,1.2274871232389233,-1.726876066852821,-0.6289209448046903,-0.918441077258529,-1.2290501523580875,-1.8048990410139962,-0.8391407983008022,-0.6238916651183929,-4.172754883256862,-0.7063750575915619,-0.9551961771541158,-0.7396957786614918,-0.3353437534170205,-0.7155314749050848,1.0565258036847862,3.8374111298398415
Qwen/Qwen3-1.7B,2.7230338341573255,1.8281574609452438,2.375125682794031,4.015373381555387,2.603949450573917,6.0089657724005185,3.7144503762142813,3.5040140716452757,2.17785640709111,3.109115577788598,2.034288468644416,2.214759292785372,4.105566095989083,1.1510272490500635,3.9746773037561027,-1.9618951969931548,-0.36414280328263743,-0.8707071561597324,-1.951855090214732,-4.927238201693504,-3.237887128427367,-2.9926337165640207,-1.3991000276048384,-0.8499538968413559,-1.350404407752643,-0.49073831668458584,-1.5117780862127381,-1.4847794823980158,1.2638123477788736,4.436499885008918
Qwen/Qwen3-4B,3.729648675669504,2.5850181629887605,3.117489986065436,7.287917584570038,5.652045060274387,4.598223639189345,2.7466708046127266,4.598255702711001,4.192143499219195,4.893435466189931,3.556482600178276,5.400646575071285,6.453917016552794,1.266637094787208,4.541246779957311,-1.9659063730586557,-0.7466381607231507,-0.9687856325513184,-4.347149352765947,-5.122130152792567,-1.6935676835016167,-6.824307141296623,-1.69356768635487,-3.3094755927447745,-6.831186867237864,-6.868197555730709,-6.817803768773559,-6.316579279298532,2.0092333992985454,5.174629872229092
TinyLlama/TinyLlama-1.1B-Chat-v1.0,-2.3781469520840304,-0.8581343777479918,-1.4628007700039296,-1.3720082663047248,-1.4943111140402432,-1.126047072513344,-1.3691769736685795,-1.4999651470301794,-1.3777227329964428,-1.1742763746546208,-1.3520681082278005,-1.228455503567769,-1.3853883007532068,0.1185518153809271,0.37391807451683534,-1.1447657482675995,-0.858439196118584,-1.1296930724627439,-1.2361653143849947,-1.1770943894896997,-1.0313213850259086,-1.1630959593370802,-1.1840980303583246,-1.3291116256765678,-1.198537605301754,-1.330704265462762,-1.043634445561568,-1.2087031464348879,0.09446166152010052,0.29938288043685346
allenai/OLMo-2-0425-1B,-0.765031645246139,-0.3172599683442669,-0.388172033388755,-0.3255638189363711,-0.3340435569750328,-0.33622987694555934,-0.30498606455469984,-0.3395395349418817,-0.3375437683342436,-0.2732256548821594,-0.290295207715047,-0.3075675770040929,-0.329055721682038,0.02159905191303736,0.06631388005972233,-0.2889882482738129,-0.13645048843215407,-0.15842824794773286,-0.13013863763280462,-0.1385865867546296,-0.17006765796532547,-0.15639846030522997,-0.11667542579184718,0.010708631139524364,-0.12244916775503736,-0.06360889613777987,-0.12414939920197982,-0.1259537573133489,0.04921524558578132,0.18077628910484983
allenai/OLMo-2-1124-7B,1.0603742459217282,0.9705256074821029,0.9452837520964988,0.9577419249594329,0.9754201086016233,0.9880560827396281,0.9901838351735491,0.9687585324546366,1.0185290557711855,0.9778435976434399,0.981715567556705,0.9591926909315791,0.9663901249146768,0.01701614260168688,0.06078713081175258,-0.41188910509224425,-0.6039217622746637,-0.6787901450219352,-0.6505528728833444,-0.6751035473954514,-0.7013559305797525,-0.668868417930484,-0.758931915738577,-0.6949248236049362,-0.7675058730178121,-0.6983494131585929,-0.667503733754874,-0.6852487895756009,0.03642494304246917,0.11695300013446774
bigscience/bloom-1b1,-4.300244898026982,-2.3214721382152446,-2.9457697995811163,-2.773650473650823,-3.3871668397708747,-3.0429499520394403,-2.834735308996448,-2.9615302317153804,-3.0020536439739574,-2.8443818194969985,-2.767660451271641,-2.906262115140012,-2.8203855276775114,0.1753746790062842,0.6195063884992336,0.3046912790057628,0.30679088926374953,0.2191002041195816,0.22436027573992315,0.23221334962690596,0.2153120916061002,0.21931971679489976,0.21493065794119315,0.23205805780566371,0.21039018732381398,0.2222694286373995,0.21697927493453287,0.23525277842308923,0.008047903474663907,0.024862591099275244
bigscience/bloom-1b7,-4.838690034750733,-2.3000931693134103,-2.9454462231943244,-3.428790059526405,-3.418164547765264,-2.9366842819802588,-2.5362730658519625,-3.26827793081116,-3.160288115687264,-2.871190975507223,-3.384841886034999,-2.6901588928307736,-2.8812577779748603,0.3028310417596832,0.8925169936744424,-0.10428370527236322,0.29493135738484594,0.18760810208240536,0.1941032095215493,0.19733483652215045,0.1939187749021647,0.2701193606979915,0.1933985458579852,0.20019656921644857,0.16783514607386818,0.19751115906119407,0.201186571501429,0.1895929213750703,0.024873651781192895,0.10228421462412329
bigscience/bloom-3b,-3.79081910080311,-2.2983921279924755,-2.9447978107030077,-2.9120783988178767,-2.822352652264478,-2.388462300629106,-2.924288315403369,-2.8076024164497517,-2.9356052717564274,-2.770390249347332,-2.968215317677899,-2.749778784529133,-2.737637686703905,0.1587060439972029,0.5797530170487928,-0.16643943770176858,0.24009384493873157,0.13767436297982794,0.14412634046842338,0.1489045609036663,0.23167308833969324,0.1503722607714471,0.15666622550940734,0.14021667447859762,0.18030064273656576,0.1388774609840972,0.14227850627431243,0.14395598471218665,0.027176895584855344,0.09279562735559604
bigscience/bloom-560m,-5.681809882454882,-2.350055967127736,-2.948605782207708,-2.971556818510183,-2.5256632986846217,-2.8785032789270235,-3.001748614444864,-2.4909706783525634,-2.953227310401223,-3.061326878332319,-3.015954379514023,-2.973649229048985,-2.8176155699220056,0.19190829585962793,0.5703561999797557,0.25379891906670604,0.4667247979297281,0.3847452446134012,0.38924175751695866,0.4749508121093968,0.3987024424423066,0.38460552910389073,0.462477599928545,0.4157325443705669,0.38405165550714215,0.3938969789549229,0.3873068148154457,0.39010752043602837,0.031648509847472216,0.09089915660225467
bigscience/bloom-7b1,-2.8147694847597617,-1.643880498867865,-1.929541786317192,-2.3228426287309656,-2.0736515531403157,-1.9661561191497399,-1.780004888676755,-1.9395399352062448,-1.959055142758538,-1.945943245086511,-2.0222578016838937,-1.9946808253478545,-1.922638210136218,0.1316895959158431,0.5428377400542106,-0.18869754959398416,0.04069702268814568,-0.09895208556371808,-0.037234688555358976,-0.07751163509815055,-0.07635754475447706,-0.025517698017582316,-0.07546203822519602,-0.0834463303826114,-0.0666374008794842,-0.08889492564574442,-0.08819199649975336,-0.07572200264180722,0.020221802754532624,0.0633772276281621
bigscience/bloomz-1b7,-5.593454325654614,-2.7711495858900306,-3.1827478446110757,-2.9564689283435692,-3.362667783006219,-2.989735188446532,-2.9926182647751594,-2.956526050370705,-3.0014208319299076,-3.349482757232605,-3.34120356369545,-3.000870758400494,-3.0210938355197663,0.16732692895270532,0.4061988546626498,1.5770172150515391,1.5661443012177478,1.621587717095883,1.6214902137277456,1.6194337794777196,1.6710654469574653,1.644697882261852,1.6417284927091467,1.635773851733232,1.7083667299035536,1.626094231461988,1.671829411444321,1.6027604911803428,0.029755436441974658,0.10560623872321084
bigscience/bloomz-3b,-5.123324932113639,-2.654803392853179,-3.0346184682642066,-2.953807190028686,-2.986528894804206,-3.132273657873419,-3.1186494060234207,-2.886915066774796,-2.9010123321148935,-3.2180200337806535,-2.8504256124235847,-2.8881460059504254,-3.2758289365905138,0.1450849412513505,0.42540332416692905,1.4025185251001893,1.4046648745582224,1.4537518491023773,1.4746786248956858,1.4530540149819662,1.4781298560235123,1.4732782037394268,1.520107570893876,1.476306316043522,1.4411918405700215,1.4745211884103866,1.4742072043751238,1.4745509336958904,0.01914416899730902,0.07891573032385457
bigscience/bloomz-7b1,-5.224735545617686,-3.096982078635678,-3.5846829819604906,-3.3058580855975164,-3.594302644309821,-3.1026911012958003,-3.608082602154401,-3.6468277991709255,-3.412179450835798,-3.2728575210108275,-3.810345517190006,-3.6757126468614505,-3.3584269918980696,0.2096883962811701,0.7076544158942055,2.4521064862200586,2.107123763966652,2.2103536846161727,2.1712783633853237,2.3188821364396537,2.203534053843939,2.189993994063136,2.2391002114711065,2.2034985369801396,2.1441293668482597,2.32794481334905,2.281012434145745,2.2153457202455367,0.05849402808431783,0.18381544650079018
deepseek-ai/deepseek-coder-6.7b-base,-0.8945393519247179,-0.78621536881192,-0.8869611852746192,-0.8368993761025579,-0.8201592797030504,-0.8660908892031534,-0.8481843154603059,-0.8680808688267053,-0.8242859708217792,-0.8483699825502858,-0.7754748152220416,-0.8385247510692119,-0.8506313383727642,0.02545766616706459,0.09260605360466367,-0.2787556465670126,-0.06256741570583998,-0.10361808576397218,-0.09529550565364735,-0.07453390542471683,-0.0619278100820712,-0.11179486019962942,-0.09077422396711413,-0.0477603723279793,-0.09498501729426445,-0.11356953663772325,-0.06238373657067767,-0.08601306797258726,0.02074218597862236,0.06580916430974396
deepseek-ai/deepseek-llm-7b-base,-2.2531157554268186,-1.6473011115378768,-2.449941461840608,-1.9135014356165314,-3.0505635978980092,-2.403163313467052,-2.592049867013348,-2.0086684267270405,-2.4273570890904974,-3.038308169555652,-2.436704942647902,-3.0384247816903107,-2.409723204497903,0.3864357878082781,1.1370621622814778,-0.06652084132898464,-0.08329453546654422,-0.21804743814403937,-0.058732785061742426,-0.20148952201120432,-0.20325566722926516,-0.20028693587621316,-0.1784600011540794,-0.18939881310529674,-0.20311779173937022,-0.20901889981467134,-0.20958042800822807,-0.19302119620728667,0.04291476473297718,0.15084764294648564
