model,n_admin,theta_correctness,se_posterior_correctness,se_param_correctness,se_total_correctness,bar_inflation_correctness,theta_scaffolding,se_posterior_scaffolding,se_param_scaffolding,se_total_scaffolding,bar_inflation_scaffolding
HuggingFaceTB/SmolLM2-1.7B-Instruct,62,0.01918826970326044,0.3366930093323792,0.1692768527284855,0.3768512112265993,1.1192724552667395,-0.8858582298112995,0.39888008316695484,0.1932844558708743,0.44324282467805026,1.1112182417303773
HuggingFaceTB/SmolLM2-135M,126,-3.146594931633725,0.5111194134249566,0.4368401414620416,0.6723632678637703,1.315471982091887,0.6200060111236909,0.3090199534826806,0.22561343733060263,0.3826156749985131,1.2381584771028622
HuggingFaceTB/SmolLM2-360M,117,-2.5137262087075323,0.40803447215008953,0.20022095530615208,0.4545113435399719,1.1139042766288298,0.6618132113656456,0.31620342924622125,0.11114794760084051,0.3351693227652991,1.059980037421762
HuggingFaceTB/SmolLM2-360M-Instruct,138,-1.651384699596961,0.34932401515777767,0.22760539775420335,0.4169310310504609,1.1935366964740386,-0.7557705513027109,0.3109367197425649,0.18197412932990228,0.3602724350122312,1.1586680251548065
LLM360/Amber,132,-3.249012655548526,0.4744479831969822,0.2582116160539757,0.5401612050350244,1.1385045867309742,0.8227141767505783,0.30116564847704413,0.1288337926842288,0.3275650988124366,1.0876575747230506
Qwen/Qwen2-0.5B,117,-1.938330434309865,0.3648048363011702,0.23309344358394163,0.43291468216098167,1.1867021461403606,-0.1347424549707032,0.3265601456241321,0.18611664377373874,0.37587356092129587,1.1510086762207752
Qwen/Qwen2-1.5B,121,-0.6268578759207776,0.3009062184789666,0.5893724288754678,0.6617434640688792,2.199168456583875,-1.2064393585955817,0.2655664127499055,0.5721852597281366,0.6308101862137361,2.3753387323411084
Qwen/Qwen2-7B,51,1.2386593237344012,0.18155237295787902,0.10789708338197733,0.21119432930117743,1.1632694514556166,0.14744884852957185,0.44689649983134055,0.19859295136550936,0.4890354198762774,1.0942923474693584
Qwen/Qwen2.5-0.5B,133,-0.8993176994311703,0.288854013050361,0.1573103744688554,0.3289121383756301,1.1386794834603355,-0.8572177055930877,0.29461380858386516,0.1962667566181259,0.35400273439860463,1.2015822886924654
Qwen/Qwen2.5-0.5B-Instruct,120,-0.5559100134403735,0.29786421368383265,0.12563200973609337,0.3232746381388707,1.0853087524035696,-0.8580812809121099,0.3005415123886855,0.13295099621726178,0.32863531165113824,1.0934772672139863
Qwen/Qwen2.5-1.5B,87,0.8453156280524324,0.24657938762056367,0.08222793108351462,0.25992850372671217,1.0541371938464301,-1.1445980720589413,0.2844631279389367,0.117129368557494,0.30763380850530897,1.0814540736237215
Qwen/Qwen2.5-1.5B-Instruct,51,1.4829640440587946,0.2520174964814582,0.15568934117118802,0.2962296229061172,1.1754327657481187,-1.4301378645454352,0.292720630742321,0.2498674588873736,0.3848624620211948,1.3147773733788695
Qwen/Qwen2.5-3B,85,1.7917915232028985,0.23021280371534514,0.4469598400829763,0.5027633972769694,2.1839071900563325,-0.901708003040437,0.3054205949260477,0.649041879491285,0.7173124152965433,2.348605258496822
Qwen/Qwen2.5-3B-Instruct,73,1.9106846333885465,0.19261866040868827,0.1338543399039461,0.23456114906087647,1.2177488336965734,0.22182787460724154,0.22608592258374272,0.13194874471024998,0.26177340510669306,1.1578492022639384
Qwen/Qwen2.5-7B,63,2.198898826082697,0.19065300990959722,0.1935764547849379,0.2716991240962953,1.425097480627912,0.16439026586430014,0.19164905720702255,0.1691898607888819,0.25564539918039175,1.3339246375954736
Qwen/Qwen2.5-7B-Instruct,65,2.356803330033683,0.2988680626848644,0.2692504864863139,0.4022660107020238,1.345965196442503,0.3645157428321889,0.19848412904777613,0.21243639084706017,0.29073212694846634,1.4647625900531607
Qwen/Qwen2.5-Coder-7B,43,1.9542726938718205,0.35487538266030655,0.2931608086284399,0.46030402663237674,1.2970863833431594,0.2236956676023864,0.33333245135556255,0.4065811823256791,0.5257554383437756,1.5772704883838546
Qwen/Qwen2.5-Math-7B,58,2.414100044444276,0.22321547272061243,0.16735121349491455,0.2789831104567209,1.2498376884738185,-1.4848544540206554,0.4700006211858913,0.23828635718658422,0.5269544306070271,1.1211781577595188
Qwen/Qwen3-0.6B,76,1.4654571433855734,0.2289826434899365,0.1838250632229055,0.2936404346961511,1.2823698347645995,-1.688284130891783,0.33034991378714573,0.21968568598581456,0.39672769775531497,1.2009317429728117
Qwen/Qwen3-1.7B,192,2.897233740787668,0.1366525855478581,0.21127508582986732,0.25161695298475517,1.8412893687740328,-2.7494926307117646,0.3880170952116254,0.7746982683599101,0.8664379222865946,2.232989043469946
Qwen/Qwen3-4B,70,3.385125104377698,0.2043617145832838,0.22648056072732406,0.3050527081911955,1.4927096732048457,-1.0148967226410417,0.2810725190323879,0.2847095968557253,0.4000766370296592,1.4233929322117702
TinyLlama/TinyLlama-1.1B-Chat-v1.0,118,-1.7337313450812561,0.38481309980444073,0.27653907080927537,0.4738723240126605,1.2314350115769943,-0.8532983413782471,0.31921483066898504,0.247466710876658,0.4039033066355613,1.2653024478502233
allenai/OLMo-2-0425-1B,132,-1.2289515256444246,0.3110280100334514,0.6223154768580496,0.6957118482262828,2.2368141317930124,-0.07852423939490263,0.3030830611990398,0.6026288970362395,0.674552391982191,2.2256354060618415
allenai/OLMo-2-1124-7B,93,1.4417265640000372,0.2860644235337285,0.14866030291048687,0.3223860109761621,1.1269699566054254,-0.6955166406367153,0.29450019655141724,0.12047559319361911,0.31818977721507297,1.0804399485673
bigscience/bloom-1b1,140,-3.2857647298947286,0.4680979955671013,0.33946351604352665,0.5782311062011206,1.2352778941097429,0.7309336106508206,0.3111130005744037,0.16996612702178487,0.3545134460936488,1.1395005848007491
bigscience/bloom-1b7,131,-3.2325868216586717,0.47485469314304407,0.07674523860002375,0.48101643552767415,1.012976058726188,0.40620677324569004,0.31320478156178094,0.0933580429309863,0.3268225196847163,1.0434787044279183
bigscience/bloom-3b,146,-3.219802386732874,0.4752668987087016,0.4835241358165962,0.6779927838298675,1.4265516611234055,0.167932333275166,0.3046638177213215,0.23850215854721676,0.3869151347003789,1.2699740244648723
bigscience/bloom-560m,114,-3.283036513883069,0.5084371773498869,0.3205753762901581,0.6010631707192654,1.182177853028314,0.9661634778863027,0.30987483389213194,0.1569280862613531,0.34734541444695516,1.120921664028602
bigscience/bloom-7b1,132,-2.2996359986394155,0.3836228464604394,0.3155685774588831,0.4967393837877494,1.2948639226547602,-0.05498667561906583,0.3251323170380117,0.21416807655474748,0.389331463662605,1.1974554458611006
bigscience/bloomz-1b7,126,-3.559227209912826,0.4985657273776381,0.2815479774528283,0.572570561698182,1.1484354624811364,2.104244141288021,0.38156045884350137,0.24400931539326262,0.4529116136196466,1.1869982937760597
bigscience/bloomz-3b,107,-3.4369265121206567,0.49743045329393965,0.2301670574793193,0.5481002921116741,1.1018631619399322,1.474425379777808,0.42610076943371367,0.18600750620853773,0.46493080998996184,1.0911287736181587
bigscience/bloomz-7b1,134,-3.523045654665674,0.4854986120800304,0.38392526926686754,0.6189567955142529,1.2748889082554637,2.2801304613419138,0.3195989186930988,0.2141670758294709,0.384721984294041,1.2037649747603743
deepseek-ai/deepseek-coder-6.7b-base,103,-0.758382212491555,0.3459269437820333,0.21852176385040456,0.4091664840998955,1.1828118377437205,-0.17793286036495815,0.32232086596378756,0.19843994936587703,0.3785091202863912,1.1743239742006537
deepseek-ai/deepseek-llm-7b-base,117,-1.7129322628464128,0.38997735725101274,0.2379350661381825,0.4568319547346325,1.1714319978854264,-0.2236899975412224,0.31641123728513687,0.1856077748658919,0.36683281910289706,1.1593545862984707
deepseek-ai/deepseek-math-7b-base,133,-2.8373260910070637,0.3893900729301679,0.20729540929264856,0.4411303839120223,1.1328752697584392,1.3029539231476428,0.3118792498515266,0.09038679770740132,0.32471285728740346,1.0411492827496105
facebook/opt-1.3b,99,-2.132646051362174,0.4031998538369921,0.25344991472012557,0.476242565722354,1.1811575852279252,1.7031699619336254,0.30663362705849073,0.14106980179268758,0.3375275843851488,1.1007520200019192
facebook/opt-2.7b,108,-2.2669002753456757,0.36156019768417214,0.12661369431650552,0.38308850692482427,1.0595428074731208,1.605657433126252,0.33767591712507555,0.11621454673282458,0.35711461168450775,1.057566126494689
facebook/opt-6.7b,85,-1.9831391851467401,0.36396465825954244,0.16600217179851876,0.40003374045674,1.0991005070923034,1.3182218560112406,0.3884351324887279,0.16131291280332727,0.4205992249025543,1.0828042824235518
google/gemma-2-2b,117,-0.2475291155816933,0.29842872137574966,0.16943907001438985,0.34317531990122213,1.1499406569152983,-0.16110457144380397,0.29904838545117013,0.1450727148908785,0.33237934569819727,1.1114567470302212
h2oai/h2o-danube2-1.8b-base,141,-0.9208950020473761,0.3274664833202896,0.21451775901753417,0.3914743499031097,1.1954638713978403,-0.3039252904953907,0.3054761631213795,0.19912237230810645,0.36464421754494863,1.193691232137347
h2oai/h2o-danube3-4b-base,62,0.21358775200722063,0.2820151205615518,0.09529381943776465,0.29768009716536964,1.055546584071895,-0.9011417959155947,0.36878005624685883,0.11335010462503671,0.3858069155729886,1.0461707704570988
ibm-granite/granite-3.0-2b-base,56,0.9740800126485514,0.2602800380076098,0.10383425212183028,0.28022714018978,1.0766370803341707,0.3483213736786388,0.3100059533869718,0.16937185121365983,0.3532570100067477,1.1395168581352593
ibm-granite/granite-3.1-2b-base,62,0.9088782252844806,0.24771302152745994,0.1138196452397573,0.2726108080703479,1.1005106085637404,0.4645412561297118,0.28116972335284374,0.13786085545897223,0.3131485730419258,1.1137350398462047
ibm-granite/granite-3.1-2b-instruct,83,1.403112178177048,0.26405535509104816,0.1339049565652252,0.29606716796192445,1.121231447322242,-0.04774981163972,0.2744112942698929,0.11954691222073165,0.2993209358604725,1.090774840943974
lmsys/vicuna-7b-v1.5,110,-0.22860198805889742,0.2704955001492278,0.1802010320198134,0.3250234261433885,1.2015853349282284,0.044777134892733626,0.30264050961634065,0.19354538650833827,0.3592368225829591,1.1870083850914934
meta-llama/Llama-3.2-1B,136,-2.3407763363352183,0.3735339424699611,0.22238071108842938,0.4347192045922835,1.163801077133018,0.40098312220348914,0.2954959211252667,0.15978728100385173,0.33593126465435413,1.136838922767892
meta-llama/Llama-3.2-1B-Instruct,109,-0.5180277353244679,0.3332346967056694,1.0197741045520472,1.0728394975034472,3.2194711658463224,-0.8498906341839433,0.29645493224286135,0.5388229016172121,0.614992395203641,2.0744886602184374
meta-llama/Llama-3.2-3B,68,0.8258698340521335,0.2572230869107451,0.11725720345112309,0.2826888186700542,1.0990025120417966,-0.11684109613450984,0.4213538585951651,0.18393050220416357,0.45974939238036,1.0911242011956632
meta-llama/Llama-3.2-3B-Instruct,57,1.2195216606264851,0.22491860070792224,0.16979681547192932,0.28181436352467587,1.252961572042848,1.3939880675919107,0.2618415575117569,0.22467435274331107,0.34502110952926995,1.3176713154625128
microsoft/Phi-3-mini-4k-instruct,86,1.1274170511151664,0.24915957714189627,0.10784178911283686,0.27149649419575594,1.0896490406272394,0.031508947247599034,0.2994547799804038,0.11422140364334954,0.32049913307740635,1.0702755624684959
microsoft/Phi-3.5-mini-instruct,54,1.1122005659786542,0.2677883379267595,0.20300207548625027,0.33603636199271886,1.2548580890203864,-1.1195469280196726,0.3049925416865153,0.22904334830263126,0.38142011730646985,1.2505883429061362
microsoft/phi-1_5,121,-1.2207642088612967,0.33216876740279916,0.24207194519451256,0.41101692992886557,1.2373737998986896,-0.4878672400575715,0.32595534536613485,0.24378459305835912,0.4070353977056369,1.248745889558668
microsoft/phi-2,73,0.49580013487876723,0.30010174904923287,0.1469874065719577,0.33416516496062054,1.1135062225372083,0.47752542996184666,0.29306855748530514,0.09791030966992385,0.3089912751619016,1.0543310337117788
mistralai/Mistral-7B-Instruct-v0.3,60,0.9843411388138044,0.2728788245870728,0.13670941552214896,0.30520864535663145,1.1184768397418927,0.4646322171929731,0.2778998715261836,0.10996673416324212,0.2988662262899549,1.0754457159286446
mistralai/Mistral-7B-v0.1,95,0.4099113674404759,0.28622729885624587,0.14394565151228012,0.3203847955191343,1.1193369633133547,0.046150041976849035,0.2933972586790793,0.12572153329469632,0.31919877088480153,1.0879405360564196
mistralai/Mistral-7B-v0.3,71,0.4248848678218492,0.293617906025162,0.13139570794790295,0.32167733337263826,1.095564428366544,0.41038834172835237,0.31331422841760437,0.10798193684698236,0.3313999161347879,1.0577237995494984
nvidia/Nemotron-Mini-4B-Instruct,118,0.1760865627937642,0.2663130651230949,0.5489871067298171,0.6101716906009598,2.291181960295215,-0.3238355760429677,0.30518615707993285,0.5996511415936238,0.6728447681952753,2.204702777587147
openai-community/gpt2,137,-3.5696665314429885,0.4850669648903941,0.22635865597509902,0.5352832909430595,1.103524522771845,2.0725023011529227,0.3441079588173422,0.16150973779336286,0.38012587747155346,1.10467040279452
openai-community/gpt2-large,121,-3.317547928563071,0.4824149822808916,0.36932523585234256,0.6075568656236726,1.2594071244452265,1.0158314590121105,0.3090739207686781,0.19429624140947474,0.36507220919315675,1.181180891241839
openai-community/gpt2-medium,135,-3.4271643066025588,0.5091670834580087,0.40409295218519514,0.6500324860211844,1.2766585019724532,1.1027339729677224,0.3077657352644931,0.1668485314968344,0.3500831047987666,1.1374986383650085
openai-community/gpt2-xl,115,-2.7341702089312228,0.4114815754104688,0.21551559106246354,0.46450409782184304,1.1288575858068062,1.2116304635197372,0.30411931303840284,0.10057321128411267,0.3203178536874722,1.0532637683783794
openbmb/MiniCPM-2B-sft-bf16,105,-1.5765901968599514,0.3675968388590493,0.18528618217222062,0.41165325851148465,1.1198498327384372,0.6873445996434191,0.32850774870970156,0.1840896300704265,0.37657181634023396,1.1463103011095366
stabilityai/stablelm-2-1_6b,90,-2.496598384728428,0.4654787890169445,0.39614284417772444,0.6112279902114252,1.3131167405120474,0.9261312908207535,0.3822877053369067,0.3135234734568533,0.4944096055501023,1.2932919333996986
stabilityai/stablelm-2-zephyr-1_6b,139,-0.9963706312207444,0.3336882485403226,0.8943540002645058,0.954576830330085,2.860684589600508,-0.3336270395090967,0.30255127418205324,0.5823115513585008,0.6562194879418988,2.168952980667448
stabilityai/stablelm-3b-4e1t,116,-1.207950833926747,0.3066861990210659,0.1998860751415816,0.3660749482080068,1.1936466309097318,0.4261643403296924,0.3000588579073816,0.17927207545849735,0.349533682565614,1.164883733155792
stabilityai/stablelm-zephyr-3b,124,-0.4216975874830259,0.28217874169667473,0.17848919771187569,0.3338910540361148,1.1832608368316693,-1.0265021421548688,0.3058843862447051,0.20958438962801695,0.3707976188219773,1.2122149266074083
tiiuae/Falcon3-1B-Base,58,0.5752342989280154,0.38489567068570146,0.2028461228899334,0.4350761161958605,1.1303741489759063,-1.0548934137014045,0.3132935544871674,0.1596347290766458,0.35161925147889417,1.1223315846840909
tiiuae/Falcon3-3B-Base,79,2.024980573591811,0.24276312255205762,0.11127513309891474,0.2670507234916366,1.100046500820448,-0.7956557901780593,0.3019875887136041,0.1385942591553975,0.3322722865480815,1.100284577798323
tiiuae/Falcon3-7B-Base,55,2.3058911130774336,0.17627811171174804,0.1524397938895178,0.2330490579893817,1.3220532925293988,-0.28701236024114885,0.319463003756231,0.2513648558058391,0.40649834132901935,1.2724426194877998
togethercomputer/RedPajama-INCITE-7B-Base,133,-3.018531930780802,0.444970427419702,0.2425781879229318,0.506796663893958,1.1389445964595322,0.7362847768406454,0.31277908362164925,0.14177153991963784,0.3434092670304401,1.09792912957646
togethercomputer/RedPajama-INCITE-Base-3B-v1,123,-2.541834649974077,0.3844454871620839,0.18978930536269406,0.4287403795181251,1.115217615592315,1.1190332077132525,0.3061178747668458,0.14085434650386863,0.33696898993943375,1.1007818154888396
01-ai/Yi-1.5-6B,61,0.7980350691705512,0.27683503396166703,0.10209771259871935,0.2950619917008086,1.0658405024765234,-1.6307274027637677,0.2883748266295816,0.14912761714526124,0.3246522552348356,1.1257995679763424
01-ai/Yi-1.5-6B-Chat,64,1.207281616953385,0.18115885317106178,0.08824341193340571,0.20150789024726315,1.11232703629994,0.24518339492729824,0.3310018321369525,0.2425824338041525,0.410375986222836,1.2397997424166594
01-ai/Yi-6B-200K,139,-1.9752505998720713,0.33129413154390847,0.17556777053177447,0.3749397866923839,1.131742916619369,1.0490123561674611,0.281280723553243,0.11686514102247157,0.3045920331013897,1.0828756028983058
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,113,-3.352584819855843,0.4686846877245882,0.15711654998423774,0.4943186692675528,1.0546934478858585,2.1435194066033394,0.362250743685348,0.17072640382221702,0.40046611125369197,1.1054942418601021
BEE-spoke-data/smol_llama-220M-openhermes,114,-2.837471596541163,0.42834478020959604,0.2709865010069323,0.5068657953154733,1.183312646105914,1.4449154868254503,0.3274415526689291,0.11936128047327628,0.3485184151382236,1.064368319468009
BSC-LT/salamandra-2b,128,-2.400088442787627,0.39474458595624595,0.27838184203536487,0.483031818948577,1.2236566026066205,0.7966300272913339,0.3121133077933361,0.20164296482636723,0.3715839099929723,1.1905417062159178
BSC-LT/salamandra-2b-instruct,125,-2.4567674243199513,0.3853051836959941,0.2920690507909082,0.48349189756696637,1.254828426986442,0.40258029230712666,0.30644018354782177,0.1811147014136775,0.3559608421736698,1.1615997551382489
BSC-LT/salamandra-7b,100,-1.3185704117740913,0.3400092486485434,0.22609680438395285,0.40832101846363783,1.2009115048682282,0.7842463970705618,0.311346649864486,0.19366061900497147,0.3666622038542118,1.1776654864081624
BSC-LT/salamandra-7b-instruct,125,-0.7763091202997108,0.31103590777970075,0.5178261586389946,0.6040589925654279,1.942087641512016,-0.2230448989189846,0.30112070553668885,0.7271358968736578,0.7870198801969185,2.6136358799844377
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,61,1.728131369346824,0.26849579844908283,0.15467937943243762,0.3098640092143883,1.1540739594595573,-0.880556422683646,0.32240511467472777,0.1576854262480428,0.3589007545540289,1.1131980797392789
OpenBMB/MiniCPM4-0.5B,101,-1.021421847847361,0.3193294277806543,0.21167936467367313,0.38311804561436413,1.1997580313128104,-1.1528141095512219,0.2920545691722089,0.17487817879091974,0.340408943465934,1.1655662311011923
Qwen/Qwen1.5-1.8B,165,-3.308005785068783,0.46651084247106667,1.0427579694644107,1.1423557016203865,2.4487227254342674,-0.1690340231008522,0.3035414428377746,0.6693685562585394,0.734977327288182,2.421340955676306
Qwen/Qwen1.5-1.8B-Chat,145,-1.7611872062545868,0.3563863538891648,0.22977842900905335,0.42403933741609584,1.1898304544734923,-0.5162989151974733,0.2993022811709113,0.19899588975129667,0.3594178899999574,1.2008524913136835
ai-forever/mGPT,181,-3.722384183364871,0.45801229681066213,0.37256728757043317,0.5904080350040706,1.289065903067095,2.324859234238322,0.3229306408370662,0.2127346933179905,0.38670434253126473,1.1974842075341354
allenai/OLMo-1B-hf,135,-3.6382956738232304,0.48570427502032454,0.16433199245085048,0.5127510570597446,1.055685698953933,2.240041584375744,0.3387867273735624,0.1467152146905269,0.3691907377849232,1.0897438062201175
allenai/OLMo-2-0425-1B-DPO,84,0.28642843495510856,0.3257559272170575,0.20435139168844826,0.384547026255633,1.1804759150227275,-0.7419216498006233,0.30923548166520076,0.14696064224287017,0.34237992565152764,1.1071818919609338
allenai/OLMo-2-0425-1B-Instruct,81,0.654122729558091,0.2266380952223155,0.12465776261860836,0.2586588177253516,1.1412857025277505,-0.9402787554953097,0.30620774423933356,0.23156731741180644,0.3839096314569894,1.2537554607270927
arcee-ai/raspberry-3B,57,1.162502878360044,0.23291044791221932,0.12489891336541123,0.2642858590740926,1.134710192020661,0.1623363405800612,0.3605903074706742,0.19987758685019877,0.4122819660946306,1.1433528787463603
google/gemma-2b,110,-1.5641282501909008,0.39953550001010757,0.29882857499687354,0.4989259794829176,1.2487650771215464,0.5902196930191941,0.3053006076364191,0.19380735131999943,0.3616210038822972,1.1844752183164657
h2oai/h2o-danube-1.8b-chat,127,-1.8597199447802266,0.3798195922629254,0.20738170986752447,0.43274715048669354,1.139349204996065,-0.7435433358177577,0.30818598913641365,0.1556255475033863,0.3452505104061664,1.1202667304039793
h2oai/h2o-danube2-1.8b-chat,117,-1.0951959097895632,0.3268785312384907,0.24488330946137735,0.40843287017255314,1.2494943263023914,0.1510605846332652,0.29152021187296207,0.14562170440620678,0.32586763374816063,1.1178217512073105
ibm-granite/granite-7b-instruct,94,-1.2366225491482437,0.36942505566246475,0.2527574041460718,0.44761722163236284,1.2116590761005135,1.0525672089722409,0.3289104650022921,0.20936189917867645,0.389890367687798,1.1853997034879415
ibm/PowerLM-3b,110,0.1397975699504482,0.2580906852665855,0.3701840889993156,0.4512727130789418,1.7485044553731794,-0.125804352385358,0.30194543729661333,0.6147223674775533,0.684875635558348,2.2682099179580137
nvidia/AceInstruct-1.5B,62,1.6988109366105404,0.245639845875008,0.12068174203332653,0.2736841550797124,1.1141684041724018,-0.8008052555384232,0.44651614339924156,0.19265862228007213,0.48630649908775386,1.089112916244407
openbmb/MiniCPM-1B-sft-bf16,137,-3.273295942733688,0.4499360176307613,0.22885983756021377,0.5047962412791088,1.1219289443357443,1.856076482560269,0.30678067050689006,0.08818611466349612,0.3192039639730377,1.0404956852256069
openlm-research/open_llama_3b,102,-1.923411327976113,0.35786790954785824,0.14429116370266046,0.3858618672618765,1.0782242748431585,1.6480365709118387,0.2893834651449982,0.11595099791286945,0.3117489756459781,1.0772867602845708
pankajmathur/orca_mini_3b,134,-2.0626433402722717,0.37338428341898006,0.33176856766080853,0.4994859413356994,1.3377262073326712,0.5845034244075676,0.29176908619292297,0.21637633664510644,0.36324636091475127,1.244978916904741
pankajmathur/orca_mini_v9_5_3B-Instruct,96,0.3584773657531261,0.23647329888012972,0.11252128470977289,0.2618790953779796,1.1074362163430904,-0.0020341780131002364,0.3073023439279195,0.15605707795349608,0.34465713711306906,1.121557137207881
stabilityai/stablelm-2-1_6b-chat,134,-1.19453338858062,0.34832409669303,0.20196189618058505,0.4026391484268175,1.1559325129942246,-0.8493734057980582,0.29326196909418356,0.17863601019385342,0.34338521612756767,1.170916287537054
tiiuae/Falcon3-1B-Instruct,56,0.8657553994795508,0.27570712142715403,0.1283036976677282,0.3040990885235588,1.1029787223102483,-1.3625607331895502,0.3389340410730149,0.2851893608476659,0.442955139645974,1.3069066129906683
tiiuae/Falcon3-3B-Instruct,67,1.7201438511648792,0.2640112379819172,0.13303495346792493,0.29563530341445604,1.1197830277009073,-0.9874420805435439,0.2992425342794823,0.14181748524335927,0.33114693633303866,1.106617203100408
utter-project/EuroLLM-1.7B,126,-2.946477950719939,0.3943192442747905,0.1931528360510466,0.4390850538107673,1.1135268191597079,1.838870674195534,0.3340360926459119,0.14781258614626086,0.3652788959321275,1.093531220050924
utter-project/EuroLLM-1.7B-Instruct,113,-2.1102657513018035,0.37773235350513884,0.22313582892331585,0.43871554455458545,1.1614455062786062,0.4335113919276496,0.3120158036075419,0.1729763390389525,0.3567557645899766,1.1433900477640848
