model,mean_scenarios,online_correctness_sd,online_correctness_mean,full_correctness,online_scaffolding_sd,online_scaffolding_mean,full_scaffolding,batch_correctness_sd,batch_correctness_mean,batch_scaffolding_sd,batch_scaffolding_mean,mwle_correctness_sd,mwle_correctness_mean,mwle_scaffolding_sd,mwle_scaffolding_mean
allenai/OLMo-2-1124-7B,7.875,0.15319991672765157,1.1272621250000001,1.0027208706124793,0.1077737369724183,-0.5425185,-0.4007669525225212,0.21746918037556473,1.0297992010976897,0.08979099266358612,-0.6065166842156393,0.15517567402107257,1.1278503361741232,0.1278351788453644,-0.6812849486583196
bigscience/bloom-1b1,16.875,0.11933844806238054,-1.9249607499999999,-4.300247150046697,0.17464441212177206,0.450148875,0.30474888196794736,0.12596721402155517,-2.681082491027766,0.17325473283307058,0.349453092451955,0.19863076645022001,-3.6271588353629287,0.18310744574767637,0.38746482367845964
bigscience/bloom-1b7,17.125,0.21230626965703933,-1.9901697500000002,-4.8377925747547605,0.15250095850062512,0.316845875,-0.10426705762051477,0.20950339632980514,-2.759430728502653,0.11239373397418823,0.21023085316847617,0.4345869338143344,-3.809342982437147,0.11235593687380276,0.22563938088499183
bigscience/bloom-3b,19.625,0.2522923796468283,-2.005584125,-3.7908170458231285,0.17479018955146625,0.12990025,-0.16656659102712185,0.11483568982558423,-2.7290156504526966,0.12727467696429745,0.030073357075316942,0.1795067231065439,-3.651825451595757,0.12391938318201315,0.06652523238422312
bigscience/bloom-560m,18.875,0.17106397122782568,-2.122805375,-5.534320119098934,0.09649829899788065,0.623101625,0.2534079713145425,0.1324640307805387,-2.8999523121330713,0.10501398200213768,0.5099661750306062,0.22986982883927679,-4.1950556060963775,0.09186951110365976,0.5669912263127026
bigscience/bloom-7b1,17.5,0.14408644348879596,-1.7078155000000002,-2.8147714747026256,0.11141288842178168,0.08329262500000001,-0.18877788080136076,0.11342747285549881,-2.165026039157867,0.19909987530972137,0.007486695742892662,0.15388964218561535,-2.4817080588974374,0.19254532495034393,0.005740129997872732
bigscience/bloomz-1b7,16.5,0.1856966021161938,-2.3358179999999997,-5.487803665256917,0.09710140301348637,1.27126525,1.5765752040002585,0.16759350949778118,-3.0151634138541756,0.11029371296820119,1.2430288218576657,0.40650696877946413,-4.445421205651025,0.1300323390370567,1.4922422641287905
bigscience/bloomz-3b,15.0,0.179193912661675,-2.1655965,-5.113775872057198,0.10216601232116962,1.2365988749999999,1.4024030382081127,0.17105424098124186,-2.9060775553284657,0.13383710919437555,1.235210169939914,0.3890443563928826,-4.083588300604117,0.3818643895768186,1.6243106026085081
bigscience/bloomz-7b1,16.0,0.25824945386825116,-2.3375555,-5.209397223199769,0.28758335873227153,1.5283156249999998,2.4515861929424823,0.20035927663685357,-3.09923075397643,0.2369871960730322,1.78647931559406,0.39640131630667336,-4.387886118539101,0.584094686948698,2.554622716435741
deepseek-ai/deepseek-coder-6.7b-base,15.5,0.18605828612960074,-0.6877746250000001,-0.8906736670702505,0.08989895704683885,-0.397226125,-0.2788144169129668,0.20958029072900336,-0.7875486313626814,0.11425887559099948,-0.43710853125254234,0.24263467360877133,-0.7947367519358337,0.12063159485545875,-0.44078738935677375
deepseek-ai/deepseek-llm-7b-base,16.125,0.23535753415199906,-1.7075481250000002,-2.2529818176957073,0.16691487185683718,0.09644062500000002,-0.066337012699421,0.19983056521850392,-2.3566075481729967,0.12501087184813603,-0.03150673129817015,0.5230559332993788,-3.0689757881206643,0.15752679973149958,0.003459781577587931
deepseek-ai/deepseek-math-7b-base,16.0,0.1954721337983691,-2.1198222500000004,-4.10441006466009,0.10757154951240594,0.9590755,0.4114597869841061,0.17750145533025782,-2.765121132186006,0.11146973260012971,0.8990867462737749,0.4530672855914294,-3.6440466049529543,0.14956620873900586,1.0671770110846444
facebook/opt-1.3b,13.875,0.3257323617826211,-1.676236625,-2.087647128094295,0.12522922410018508,0.897457375,0.9193420502076969,0.38928990147024534,-2.2339074409280686,0.20023888792745523,0.949020973778536,0.6370734126676337,-2.637962411590262,0.31588875497553043,1.2514193014184891
facebook/opt-2.7b,14.0,0.16028304085254155,-1.55425625,-2.065814122941898,0.1872084253662462,0.8581151250000001,0.9746632365652457,0.15589541170295196,-1.9413627801501243,0.2037843381692483,0.9755214268116303,0.21256444610703437,-2.15173326709747,0.26628936234185113,1.1594219464135933
facebook/opt-6.7b,14.5,0.2815963259590035,-1.592875125,-2.27704120544168,0.15649783546666066,0.8828019999999999,0.7420813315545143,0.25851837966420727,-1.8894263265255349,0.15865590936360646,0.9019935227722207,0.3084494830613269,-2.0637901995095937,0.2279065165726776,1.1112099817450143
google/gemma-2-2b,16.0,0.2121166276488229,-0.5762311250000001,-0.9837482961437427,0.14571778924002382,-0.15893400000000002,-0.09876951678911196,0.2407449635371301,-0.6681764440530814,0.1689590449782876,-0.23440256566624504,0.2592790930309837,-0.651881601211274,0.17204527234633807,-0.19683498342687464
h2oai/h2o-danube2-1.8b-base,16.375,0.2534990975050195,-0.735756125,-1.335782128390528,0.1718583373831755,-0.397749875,-0.5061228903174562,0.2662518251871028,-0.8887086786779044,0.1406242332483655,-0.47873266135508685,0.31758733423749147,-0.8807806107574055,0.16227517268785227,-0.4804154113800981
h2oai/h2o-danube3-4b-base,11.375,0.05552568254814613,0.14093725,0.12686218020652265,0.1075475492804665,-0.631807375,-0.8621596983695241,0.05721714212525487,0.08707144389308405,0.12788976694038104,-0.7038653279934317,0.058723616418677585,0.1694166879713645,0.13708171146565798,-0.6929201107061171
ibm-granite/granite-3.0-2b-base,8.875,0.39515704096186166,0.9559143750000001,0.7986019373484765,0.21895147568011503,0.5399935,0.11992677592263147,0.34461688065881013,0.8164218181262326,0.2134356433725083,0.43941518734964724,0.3368936353970721,0.9120546362920292,0.19844310283906563,0.377684924993082
ibm-granite/granite-3.1-2b-base,8.75,0.26984481937492216,0.984213375,0.7918093488407416,0.38741817292453834,0.35709075,-0.13761748409971492,0.3021628264360247,0.8713575361258986,0.31853327342405147,0.36295453347258855,0.3202581496721959,0.9146559936042589,0.37649367136696427,0.3569539134618873
ibm-granite/granite-3.1-2b-instruct,8.375,0.18704406126030837,1.2684514999999998,1.3130619584058998,0.3006621269537608,-0.346770875,-0.03626127443950244,0.21853875735409428,1.22448723761627,0.2936814734356503,-0.39416632315733635,0.21688550525896783,1.3799823193448089,0.3402084435083598,-0.3856120298548556
lmsys/vicuna-7b-v1.5,10.875,0.09254184420430778,-0.387163375,-0.011316415187973832,0.1729817625784128,0.460908375,0.21844896898192318,0.10666107136407847,-0.4405041490702222,0.1540298546569333,0.4546909539594376,0.10815447501829986,-0.4311566734272824,0.2188458180147875,0.542370959411457
meta-llama/Llama-3.2-1B,18.625,0.19310193571235731,-1.839076125,-2.7564939188728497,0.18742653581586974,-0.06937075000000001,0.010068827438763459,0.19518295894046572,-2.4206836608851794,0.1408908661614926,-0.13257224155457753,0.303518856864979,-2.932754620693151,0.15396099566758056,-0.11787497819367186
meta-llama/Llama-3.2-1B-Instruct,17.75,0.1287493190559056,-0.5685918750000001,-0.39261710309770104,0.14720155087323086,-0.952647625,-1.3600931507193978,0.10421167326860158,-0.6758091658015115,0.15327082598030967,-1.006642223243574,0.117681543341658,-0.6733046912705837,0.18365558640784344,-1.127746906859154
meta-llama/Llama-3.2-3B,11.0,0.5301398741984131,0.476224875,-0.38544421064737183,0.16102111319307633,-0.04491824999999999,-0.22542002122470287,0.4609022445978258,0.35481568532336943,0.19569977898508034,-0.0971094344990664,0.5335497271218423,0.47950057405549534,0.18028698538141558,-0.06672735791911201
meta-llama/Llama-3.2-3B-Instruct,7.75,0.1849150386778598,1.010255625,1.1301065178333434,0.23399538114081306,0.827271375,1.4766324559070023,0.21071133496106556,1.0348638203104483,0.35256825444634876,1.1623385261352166,0.18935083028001537,1.0576403969505423,0.6023812135542037,1.1018406164375394
microsoft/Phi-3-mini-4k-instruct,10.625,0.30803213369506494,0.39230937499999996,0.39759712962562166,0.2945436890261093,0.154738125,0.4021410987993649,0.30099669685015296,0.3136409750527922,0.22468278161186925,0.14389429016643307,0.31612721757277784,0.38660248985185663,0.2482558999076064,0.14915651909517405
microsoft/Phi-3.5-mini-instruct,9.375,0.2836656444041724,1.234182375,1.3999183831545041,0.11891340962117926,-1.0440836249999998,-0.9875302263469281,0.3397133736459226,1.2218594146034403,0.15720558262657838,-1.079887162328954,0.3611398472661099,1.350386699032509,0.18345698139353683,-1.2282482167683861
microsoft/phi-1_5,16.25,0.12063842215169264,-1.2861415,-2.244759366445578,0.1960023142576622,-0.193036875,-0.05859695062772577,0.18283575263938245,-1.5999781523801437,0.24600677935693532,-0.30791477438984816,0.23937207717783357,-1.754206588853418,0.2565572927499721,-0.2840463925195097
microsoft/phi-2,11.875,0.1236837589847971,0.006910125000000005,0.11533490452960143,0.14442053618377607,0.018902125,0.3103785727753511,0.15660199478777195,-0.08046907913402838,0.1469296297799852,0.015748903834616516,0.13632400108321993,-0.0355805295049714,0.14975287583822658,0.022192172589913715
mistralai/Mistral-7B-Instruct-v0.3,7.875,0.3079896182269938,1.227216125,1.001825220376283,0.11398157776999536,0.19325675,0.6106127801267992,0.33899929475417095,1.2145922484938594,0.12445518155537755,0.19088110803323063,0.34418624760069577,1.3360685290802699,0.1255618779019414,0.1919068613475445
mistralai/Mistral-7B-v0.1,8.875,0.26095548764704946,0.777498125,0.5338276499999156,0.13778803313219004,-0.19072525,0.05949304633560361,0.2788796392452627,0.6865209949178297,0.11466994809637937,-0.21369758408094752,0.3181063888049351,0.8256857403353733,0.135750012496351,-0.21816163455870488
mistralai/Mistral-7B-v0.3,9.5,0.6180753262972888,0.71754,0.7995491301665344,0.14481047865723495,0.34540875,0.24952474971601737,0.4374458314704735,0.5644388909397225,0.1344249225825158,0.27522653170151695,0.5341953591487335,0.700782446936459,0.14997500565794472,0.38206549943917634
nvidia/Nemotron-Mini-4B-Instruct,12.625,0.3374026380552016,0.351498875,-0.02254642044706263,0.125042033864367,-0.71322975,-0.34830803361263124,0.347090562760123,0.2977503517594863,0.1265846368360979,-0.7062778667305094,0.3764636632752875,0.4035323902159376,0.14355391658917016,-0.7720868447133776
openai-community/gpt2,15.375,0.14475367470637843,-2.213164,-5.238431718643559,0.16949854827678468,1.1655362500000002,1.195606031066594,0.11292705604634751,-2.9418795609946606,0.2082370160909499,1.3168682358885193,0.22845272277160134,-4.118218566150599,0.4638951405937618,1.6893161038314894
openai-community/gpt2-large,16.875,0.27257182283456843,-2.3426371249999995,-3.6564092978992386,0.33789175033313185,1.10383825,1.0460562409991712,0.2228616960574664,-3.019881538150318,0.37585562793033006,1.143348596426728,0.488536071840017,-4.27433499570693,0.6021336804665525,1.3695667847676243
openai-community/gpt2-medium,15.75,0.1683892783446663,-2.20281125,-5.579598938892854,0.2545922968747042,1.13843175,1.0608214098776032,0.1395499994389845,-2.908834585037518,0.3364388712043147,1.194836184973481,0.23500164703275472,-4.102809959509804,0.7631061052434918,1.7342976584789653
openai-community/gpt2-xl,14.875,0.14770771458335377,-1.9661697500000002,-3.435173205374122,0.10259618760308543,1.1592747499999998,1.094945631665161,0.1478527304782056,-2.5307605383212737,0.11891006960139526,1.202468558436867,0.4177487089326732,-3.1146790909887163,0.18160316197291634,1.53576341979374
openbmb/MiniCPM-2B-sft-bf16,17.5,0.13438815652406835,-1.55390425,-2.366958889574673,0.1569032176247013,0.206876625,0.30832023233339567,0.2073762206669036,-1.8923631257977827,0.167802511616479,0.17731155477709004,0.3411313150746662,-2.143137382303007,0.16573765307668337,0.18868603056311684
stabilityai/stablelm-2-1_6b,16.625,0.2326725213395092,-1.5969543750000001,-2.1023312246520263,0.1641969880897161,0.192593375,0.08715891252677829,0.2533590226181021,-2.094900733263064,0.1338351485619625,0.14651819947762612,0.3269185927055842,-2.421812921862285,0.14289294568989636,0.16253040964146814
stabilityai/stablelm-2-zephyr-1_6b,20.0,0.12328095888907326,-1.210365875,-1.2006672866523433,0.20466425097610322,-0.782662875,-1.0966964301347495,0.28958215011358457,-1.445354431560745,0.17743765418939023,-0.8999393465645547,0.3686189217234745,-1.5770301042370627,0.2026697338837046,-0.9615147007869072
stabilityai/stablelm-3b-4e1t,15.75,0.22877023172248473,-0.953558125,-2.0663136936108506,0.2564292638104305,-0.271309875,-0.24947917339547035,0.24226198019677686,-1.0622358750959788,0.23782836068789323,-0.31282777518604865,0.27608548898445107,-1.1125274022688831,0.263384922415181,-0.2994500456813819
stabilityai/stablelm-zephyr-3b,17.375,0.10363637527424613,-0.6032593749999999,-0.7950707643393207,0.19530513441595532,-0.828562375,-1.3108450584886504,0.16243023148192548,-0.7415145670615437,0.18096127303677764,-0.9414537463012231,0.1703899106891791,-0.7501347877781329,0.20807685823602762,-1.0191882343970833
tiiuae/Falcon3-1B-Base,9.875,0.17255680839653936,0.5093019999999999,0.19743023020640083,0.2586899731269797,-1.00671975,-1.0089680018151708,0.2120340669243487,0.4183738119452848,0.22455810640330373,-1.12742735131856,0.18386068046056706,0.5589121677102478,0.2539716426656967,-1.2298664573974785
tiiuae/Falcon3-3B-Base,8.5,0.26639813553492514,1.260910375,1.5988674098796523,0.17291760552120627,-0.9935877500000001,-1.0256777863690232,0.24927578528001063,1.224354046519443,0.14559361198844628,-1.0650222975065107,0.22561444325763105,1.2972022260436462,0.17580443163626874,-1.17924834589529
tiiuae/Falcon3-7B-Base,8.5,0.30519213458154115,2.04091325,2.2000018168652327,0.2022294821253506,0.16384175,-0.17852462873843777,0.28213349549155253,2.123911595227307,0.16439548934033546,0.30021190744843307,0.35288191070630465,2.3929643353485375,0.21725955050109116,0.1574599901983434
togethercomputer/RedPajama-INCITE-7B-Base,16.625,0.2101630445509807,-1.89290775,-3.757668837670374,0.18623795813584665,0.5173768750000001,0.16960458247014354,0.20035911769658654,-2.4626435197471803,0.25951915795913755,0.48858430816724796,0.3879663202920547,-3.0456220605081463,0.26379894943767485,0.5449793665182552
togethercomputer/RedPajama-INCITE-Base-3B-v1,17.0,0.1851233313699276,-1.9993805,-3.664402535431943,0.19592323618065316,0.896296,0.7743708366446731,0.1690564553868606,-2.5903833033016794,0.19378777789007762,0.9142778120213054,0.4299809833484917,-3.253385577961352,0.28401492638218584,1.0829790598830111
