model,n_admin,theta_overall,se_posterior_overall,se_param_overall,se_total_overall,bar_inflation_overall
allenai/OLMo-2-1124-7B,15,1.017789811609227,0.21554186289208976,0.08103625429917137,0.23027194611987017,1.0683397787795634
bigscience/bloom-1b1,65,-2.6357530228808423,0.4730544546732786,0.23839654103192726,0.5297295799388783,1.11980676792219
bigscience/bloom-1b7,30,-1.9765335355554274,0.5558551949661729,0.22800120900117546,0.6007990921072366,1.0808554054150719
bigscience/bloom-3b,48,-2.2005735689064627,0.48244728358481065,0.21203764118524407,0.5269870422674214,1.092320467329942
bigscience/bloom-560m,63,-2.7498941923584836,0.5110906061891952,0.2853300003398202,0.5853433324372636,1.145282901600781
bigscience/bloom-7b1,30,-1.8976864501010273,0.5635338335325929,0.2600710624543826,0.6206507383884204,1.1013548813880119
bigscience/bloomz-1b7,74,-2.941705554294413,0.5085018757978216,0.2585911975163243,0.5704766122487668,1.1218771048852259
bigscience/bloomz-3b,50,-2.5439248598691897,0.53051393156151,0.19971507902076813,0.5668607804118417,1.068512524719848
bigscience/bloomz-7b1,71,-2.703923869727709,0.4781263893223972,0.30263826427281837,0.5658575467098913,1.1834894692004494
deepseek-ai/deepseek-coder-6.7b-base,45,-0.3703847343753562,0.2510263386120522,0.09742081074526059,0.26926759374874015,1.0726666979949018
deepseek-ai/deepseek-llm-7b-base,25,-0.5667894241536092,0.3444831897393471,0.14506977379868802,0.37378323569014904,1.0850550819997102
deepseek-ai/deepseek-math-7b-base,61,-2.588935560134823,0.48537526702120076,0.16404253581409312,0.5123466632976348,1.0555681307001084
facebook/opt-1.3b,44,-1.3999655369224855,0.3620739161277275,0.17175287639493775,0.40074502029345715,1.1068044463940003
facebook/opt-2.7b,27,-1.1495789407347778,0.42336360228512454,0.20685785623443959,0.47119731793140035,1.112984950496668
facebook/opt-6.7b,44,-1.4661815564343268,0.3766555191615989,0.12081153752937267,0.39555632685510744,1.0501806205722939
google/gemma-2-2b,19,0.32080648779410276,0.2674738749313974,0.12705735636810445,0.2961179588915004,1.1070911466304876
h2oai/h2o-danube2-1.8b-base,18,-0.46458297012908084,0.3894686577737055,0.13589661971054348,0.4124969413666043,1.059127437171797
h2oai/h2o-danube3-4b-base,21,-0.09894004747431825,0.26753615125116653,0.09514524755279881,0.28395107035926176,1.0613558916480215
ibm-granite/granite-3.0-2b-base,15,0.6109217971015408,0.26844141795741094,0.11590996913114719,0.2923968464586595,1.089238943392294
ibm-granite/granite-3.1-2b-base,16,0.5092249449828439,0.3116229120020632,0.11390570515194012,0.33178810851325935,1.064710249903135
ibm-granite/granite-3.1-2b-instruct,17,1.1841930657694624,0.16291648643663934,0.09988131002611308,0.19109698491967947,1.1729751181075216
lmsys/vicuna-7b-v1.5,18,-0.09619458528437147,0.28608579302050346,0.10661824508995338,0.3053072733398792,1.0671878184387793
meta-llama/Llama-3.2-1B,55,-1.7557655262927494,0.3633631610161751,0.15889541971106522,0.3965861081641947,1.0914317980257242
meta-llama/Llama-3.2-1B-Instruct,44,-0.6454144791205911,0.2696713418947976,0.07626412282664634,0.2802478350850522,1.0392199375578464
meta-llama/Llama-3.2-3B,32,-0.15653845095608548,0.23941878280090778,0.08770125264027871,0.25497620138464344,1.0649799418480574
meta-llama/Llama-3.2-3B-Instruct,17,0.8655177988387153,0.22922236510970262,0.11250240088300091,0.2553422857086645,1.1139501400156189
microsoft/Phi-3-mini-4k-instruct,18,0.9465953659014011,0.20344924950889604,0.0894240220103064,0.22223467964796312,1.092334723202042
microsoft/Phi-3.5-mini-instruct,17,1.3200687702077183,0.1877351703250863,0.1335165614216588,0.23037180025092643,1.2271105081270048
microsoft/phi-1_5,38,-0.6075081609367613,0.2893595041295624,0.09808900199871987,0.30553293593851893,1.0558939021464275
microsoft/phi-2,19,0.2087176940317373,0.23383557650894574,0.14053922730707133,0.2728192648134286,1.1667141026463588
mistralai/Mistral-7B-Instruct-v0.3,18,1.2185126929556258,0.19972226766186,0.14659745571186378,0.24774946664158032,1.2404699262729824
mistralai/Mistral-7B-v0.1,25,0.04368394689149244,0.22646896355965282,0.10814263653923889,0.25096418328805664,1.108161486427926
mistralai/Mistral-7B-v0.3,16,1.2135845388979578,0.1844519460747265,0.12618028857235417,0.22348151072282554,1.211597467409138
nvidia/Nemotron-Mini-4B-Instruct,21,0.32911179305633076,0.2660352176066735,0.12102200038329351,0.2922688173305596,1.0986094997492846
openai-community/gpt2,42,-2.4133968236959453,0.536347020950698,0.25365344210269547,0.5933027857453848,1.1061920036280435
openai-community/gpt2-large,51,-2.6026917438914463,0.5314189619343948,0.29046451507144255,0.6056201347537233,1.1396283876458457
openai-community/gpt2-medium,46,-2.3107030078326,0.5437429032167501,0.18482653351967593,0.5742971289249843,1.0561924128618088
openai-community/gpt2-xl,40,-2.1632231750574675,0.546628096667235,0.25240008790944135,0.6020864393446655,1.1014553459940266
openbmb/MiniCPM-2B-sft-bf16,34,-0.5627128168040291,0.2800643922533732,0.12540208003734324,0.3068578587651676,1.0956689506160227
stabilityai/stablelm-2-1_6b,39,-1.4386899032470808,0.390880899193864,0.1322952015082108,0.41266196541079697,1.0557230252536087
stabilityai/stablelm-2-zephyr-1_6b,37,-0.5114141355714825,0.2727330326202707,0.09500390193269528,0.28880624727433934,1.0589338757379183
stabilityai/stablelm-3b-4e1t,31,-0.22028072413041794,0.27674511878626673,0.1250305258230011,0.3036782724522797,1.0973211516218782
stabilityai/stablelm-zephyr-3b,26,-0.22419288159619785,0.28944371121088197,0.08245195157996006,0.3009584460999101,1.0397822942528496
tiiuae/Falcon3-1B-Base,16,0.14954961820915885,0.304879785915482,0.14166760234700324,0.3361865455585913,1.1026855865471779
tiiuae/Falcon3-3B-Base,18,1.4248385878672365,0.18722075684926484,0.12888251072765597,0.22729345209811017,1.2140398101323169
tiiuae/Falcon3-7B-Base,17,1.7127573723125353,0.20849023022412708,0.10997374419787041,0.23571678029323273,1.130589093022906
togethercomputer/RedPajama-INCITE-7B-Base,40,-1.734102052624474,0.4541436879593905,0.08544621228386626,0.4621120475674874,1.0175458997215205
togethercomputer/RedPajama-INCITE-Base-3B-v1,58,-2.0953518563035747,0.4033632630861515,0.12851420544248685,0.4233412606964051,1.0495285501644374
01-ai/Yi-1.5-6B,16,0.9597382869361337,0.22800191800576908,0.11608502699674615,0.2558527078362563,1.1221515593995246
01-ai/Yi-1.5-6B-Chat,16,1.5555970068951706,0.22492742769947427,0.1511859822709582,0.2710157725423683,1.2049031783908217
01-ai/Yi-6B-200K,44,-1.9335107198734258,0.46212235746231556,0.21648360743855447,0.51031580962786,1.1042872117899523
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,29,-1.7963094782468652,0.5651059088838597,0.29275437697333806,0.6364352390404702,1.126222941638485
BEE-spoke-data/smol_llama-220M-openhermes,33,-1.9557709891550248,0.5029508141464224,0.2583465576979864,0.5654223778070233,1.1242100855659691
BSC-LT/salamandra-2b,41,-1.978998248010371,0.48786657140380896,0.27282174951474314,0.5589682446271819,1.1457399981695442
BSC-LT/salamandra-2b-instruct,54,-2.281625763611676,0.4506470672383664,0.2489363316852979,0.5148320856779164,1.142428572392328
BSC-LT/salamandra-7b,26,-0.7872451141215255,0.36982430518547366,0.13356452097217866,0.3932041428678567,1.0632187699795925
BSC-LT/salamandra-7b-instruct,23,-0.2473958978825166,0.2898312191352525,0.1279392306670297,0.3168131662811667,1.0930953788429632
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,16,1.422042213818822,0.18127233409448487,0.17118032560798302,0.2493238115048734,1.3754101680784776
OpenBMB/MiniCPM4-0.5B,35,-0.7672319780924121,0.30562513242486633,0.09809674696728791,0.3209823878895557,1.0502486668646753
Qwen/Qwen1.5-1.8B,64,-2.1374220898268934,0.41108115654273886,0.20671158159403707,0.4601275858168297,1.1193108185414762
Qwen/Qwen1.5-1.8B-Chat,33,-0.9896857963911474,0.35535194230224476,0.11814012649281526,0.37447575673962696,1.0538165468112637
ai-forever/mGPT,27,-1.846377874426365,0.5732113567791427,0.336932205326049,0.6649019254946255,1.159959441890142
allenai/OLMo-1B-hf,27,-2.0981434365186358,0.5724329961624308,0.3664966449805744,0.6797053228256453,1.1873971755338426
allenai/OLMo-2-0425-1B-DPO,30,-0.1438094200008747,0.2433577856875986,0.1127729978969087,0.2682177490574167,1.1021539676636076
allenai/OLMo-2-0425-1B-Instruct,16,0.5384839488756687,0.26880802922344993,0.12923672844598535,0.29826144329164717,1.1095704401140254
arcee-ai/raspberry-3B,15,0.9550334988807728,0.2109312847605233,0.08605178287693667,0.22780894676685642,1.0800149775103054
google/gemma-2b,44,-1.3787730479099383,0.3613106179984712,0.15580182076172366,0.39347118068685216,1.0890108429875067
h2oai/h2o-danube-1.8b-chat,42,-1.2097573564246527,0.35922970240489593,0.14527204617960496,0.38749186635479116,1.0786743517050277
h2oai/h2o-danube2-1.8b-chat,31,-0.3631378117584771,0.2827986309758821,0.10638641388405604,0.30214753803554784,1.0684193802243542
ibm-granite/granite-7b-instruct,26,0.07644291796871289,0.26956581039747746,0.06805914236332279,0.27802477046925117,1.0313799441379488
ibm/PowerLM-3b,26,0.038497825897001244,0.2751413437754694,0.08556801018570911,0.28813997192634117,1.0472434566630575
nvidia/AceInstruct-1.5B,18,0.8340527891746123,0.21505605118220605,0.06604101214759919,0.22496782088903955,1.0460892388395793
openbmb/MiniCPM-1B-sft-bf16,49,-2.0098543599474135,0.42814500534440497,0.23945698064714585,0.4905586521324521,1.1457768886918132
openlm-research/open_llama_3b,47,-1.4150480795234501,0.3544165202785984,0.15747069128309463,0.38782481671441016,1.0942628080924397
pankajmathur/orca_mini_3b,46,-1.3024448538459656,0.3515045216465499,0.13484851774763812,0.37648313571354686,1.07106199928806
pankajmathur/orca_mini_v9_5_3B-Instruct,23,0.23438898064412753,0.26019974843533994,0.08826332136448765,0.27476230269835966,1.055966826834341
stabilityai/stablelm-2-1_6b-chat,21,0.2860568018392676,0.25267296477375534,0.1869887501434084,0.3143380661131474,1.2440510459621483
tiiuae/Falcon3-1B-Instruct,18,1.116012744950936,0.1794951699117393,0.10440014272623041,0.207648515099197,1.156847369215011
tiiuae/Falcon3-3B-Instruct,16,1.4930295897523,0.20445633782809056,0.1522961382839928,0.2549441268480044,1.2469367766058912
utter-project/EuroLLM-1.7B,31,-1.8152559464246316,0.5611527003722465,0.28506629986357745,0.629408570368227,1.1216351092148398
utter-project/EuroLLM-1.7B-Instruct,32,-0.8685542893052967,0.3489111237298745,0.12172107465946726,0.36953347923929625,1.0591048955073943
