model,n_admin,theta_overall,se_posterior_overall,se_param_overall,se_total_overall,bar_inflation_overall
openai-community/gpt2,55,-2.7091421415063173,0.5197254575784669,0.231637670774307,0.569008402202369,1.094824957879731
openai-community/gpt2-large,57,-2.6626698138137805,0.5252782162921671,0.3002679089206835,0.6050438179493123,1.151854006473359
openai-community/gpt2-medium,54,-2.5202501185151798,0.5357072734657063,0.2781638599198985,0.6036202579516347,1.1267725637670958
openai-community/gpt2-xl,49,-2.1174036964522704,0.4662903169493495,0.2626755439195559,0.5351869776574906,1.1477548604459331
openbmb/MiniCPM-2B-sft-bf16,54,-0.8456856644217073,0.26466234789119,0.10367851732848292,0.2842453048806784,1.0739922287606227
stabilityai/stablelm-2-1_6b,57,-1.7792726271569501,0.37575137578436185,0.1595277748277093,0.4082134335679327,1.0863923856986764
stabilityai/stablelm-2-zephyr-1_6b,59,-0.721173694042182,0.2419155950016618,0.10254471077595224,0.2627519225679077,1.0861305678375253
stabilityai/stablelm-3b-4e1t,57,-0.581586644082499,0.23343488617908195,0.08354064673884465,0.2479332283962466,1.0621087209991487
stabilityai/stablelm-zephyr-3b,75,-0.37509100941731666,0.19669421081605945,0.054908260339888694,0.20421442070065823,1.0382330006226335
tiiuae/Falcon3-1B-Base,56,0.06443261318590016,0.16405959718425925,0.09054418254693941,0.18738676693233944,1.1421871694703778
tiiuae/Falcon3-3B-Base,42,1.2425449207055732,0.10651040122123667,0.06507290123173264,0.12481565624160955,1.1718635439401863
tiiuae/Falcon3-7B-Base,44,1.8580044527576152,0.13492401149842156,0.07193532469801368,0.15290251737049607,1.1332491205413413
togethercomputer/RedPajama-INCITE-7B-Base,66,-2.039058183975423,0.39811337324166307,0.12799886051782453,0.4181841295980961,1.050414675078623
togethercomputer/RedPajama-INCITE-Base-3B-v1,58,-2.0953518563035747,0.4033632630861515,0.1577338787327265,0.4331072598186024,1.0737399744956397
01-ai/Yi-1.5-6B,46,0.961899044367191,0.11853220800187765,0.06669382203171786,0.1360071697779159,1.1474279613163154
01-ai/Yi-1.5-6B-Chat,54,1.2612915044777324,0.09992753973940395,0.04870964949805172,0.11116718559266131,1.1124779603557604
01-ai/Yi-6B-200K,55,-1.9252989835048553,0.4076483291890157,0.2193168281888718,0.46290067122161666,1.1355392333939431
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,58,-2.4286888538371705,0.5280874840734338,0.26624562347894304,0.5914077466999399,1.1199048728405407
BEE-spoke-data/smol_llama-220M-openhermes,56,-2.431295420561295,0.47951883908507886,0.23586703098261744,0.5343889719502609,1.114427481034685
BSC-LT/salamandra-2b,55,-1.5539155003458462,0.35049947158789635,0.190147385013298,0.3987554483775613,1.13767774476534
BSC-LT/salamandra-2b-instruct,54,-2.281625763611676,0.4506470672383664,0.2119717878691988,0.4980108613905979,1.1051017472331153
BSC-LT/salamandra-7b,60,-0.8475724782928429,0.2591985457779364,0.12720106364288136,0.2887282402628419,1.113926929629476
BSC-LT/salamandra-7b-instruct,63,-0.3983490695527666,0.20784840231088664,0.09872798275523925,0.23010469991312,1.1070794740531311
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,47,1.4201032897694175,0.09608813748857926,0.07501259501830826,0.12190085962537277,1.268635887961316
OpenBMB/MiniCPM4-0.5B,57,-0.8625570527893027,0.2567427466172797,0.09580877318099143,0.27403678395250397,1.0673593998782138
Qwen/Qwen1.5-1.8B,64,-2.1374220898268934,0.41108115654273886,0.19281126480188787,0.45405275144967405,1.1045331176654594
Qwen/Qwen1.5-1.8B-Chat,60,-1.0884230974665616,0.28684578856227805,0.11769450944978983,0.3100524213266876,1.0809028184821026
ai-forever/mGPT,53,-2.3032780918235,0.5275781174112917,0.27977249954125705,0.597169424427277,1.131907114262916
allenai/OLMo-1B-hf,53,-2.4651499244562105,0.5285103328821086,0.3851149069397891,0.6539393423784806,1.2373255576903748
allenai/OLMo-2-0425-1B-DPO,65,-0.1850072624180154,0.18085719956160493,0.06425241759018596,0.19193149767416975,1.0612322768427729
allenai/OLMo-2-0425-1B-Instruct,53,0.2362394155128344,0.16072883325206616,0.08127286641693829,0.18010840250858923,1.1205730724501102
arcee-ai/raspberry-3B,45,0.875814565132902,0.13307502455438455,0.07074281211830948,0.15071001169980874,1.1325191350103203
google/gemma-2b,52,-1.3389214050802494,0.3313373332450866,0.17807382664232788,0.3761578340763454,1.1352715083214169
h2oai/h2o-danube-1.8b-chat,64,-1.2559162880202142,0.29536505779603844,0.13158468102329388,0.3233497265297423,1.0947460371328974
h2oai/h2o-danube2-1.8b-chat,69,-0.5380153260190739,0.21617940695396645,0.08387575290204623,0.23188074071783918,1.0726310335711866
ibm-granite/granite-7b-instruct,72,-0.4192375246208567,0.2044642517755806,0.06050281619441741,0.2132280962293747,1.0428624778057205
ibm/PowerLM-3b,65,0.1584400581848851,0.1501090905770174,0.06433666341433775,0.1633154779350353,1.0879785981465395
nvidia/AceInstruct-1.5B,43,0.8850102777708979,0.13493159469314775,0.044562722295719864,0.14209986440824407,1.053125213048863
openbmb/MiniCPM-1B-sft-bf16,56,-2.1860060996296133,0.42624611904718623,0.2693017210185919,0.504191601423867,1.1828649667260713
openlm-research/open_llama_3b,51,-1.4867559652626903,0.35266090255023574,0.1637937328161189,0.38884199759977706,1.1025945739601442
pankajmathur/orca_mini_3b,59,-1.3304137702330687,0.3182288574603267,0.11172387351301766,0.337271151498698,1.0598383634669124
pankajmathur/orca_mini_v9_5_3B-Instruct,57,0.5417818628666697,0.1437055921650014,0.05232200368908322,0.1529342646025872,1.0642192993226702
stabilityai/stablelm-2-1_6b-chat,70,-0.19316926684787403,0.18341888342786308,0.07525111559712516,0.19825543421691097,1.0808888949260393
tiiuae/Falcon3-1B-Instruct,45,0.974091575356349,0.11798438196400743,0.08248791940093671,0.14396031131712736,1.220164134614395
tiiuae/Falcon3-3B-Instruct,51,1.4840932035729446,0.10728274536426882,0.07770069691656165,0.1324650359687941,1.2347282456188189
utter-project/EuroLLM-1.7B,48,-1.5855004152663366,0.3851335004891983,0.2421750811696129,0.45494679154662904,1.1812703672070946
utter-project/EuroLLM-1.7B-Instruct,69,-1.2201232943119444,0.28658134885765557,0.1007016454117639,0.3037592647174896,1.0599408018990317
