model,actual_full,pirt_pred,mean_p_pred,theta,se,n_items
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-3ep_0alp_5lam,0.3333333333333333,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-3ep_0alp_5lam,0.32469775474956825,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-3ep_0alp_0lam,0.32469775474956825,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,0.33678756476683935,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_1ep_0alp_0lam,0.33678756476683935,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,0.32124352331606215,0.2837958778165197,0.2830953720217876,0.10707114621904835,0.255752747381368,8
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_1ep_0alp_0lam,0.34024179620034545,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_2ep_0alp_0lam,0.3281519861830743,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,0.3454231433506045,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,0.3298791018998273,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,0.2918825561312608,0.18648520101165478,0.1862999770437573,-0.6493527660940801,0.29314466471625444,8
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,0.26424870466321243,0.17303172217898263,0.17292674946287945,-0.8097134162654487,0.29258258015488425,10
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,0.2970639032815199,0.26984176644973573,0.2693274624470037,0.02457384052940489,0.25674655215928577,8
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,0.32642487046632124,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,0.3022452504317789,0.26984176644973573,0.2693274624470037,0.02457384052940489,0.25674655215928577,8
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.1,0.34024179620034545,0.5917342271335775,0.591522904189635,1.3562121408477679,0.10191732783022239,8
LEESM/llama-2-7b-hf-lora-oki10p,0.25734024179620035,0.17155443150794092,0.17173390743742598,-0.8253349238530625,0.29771883061283044,10
LilRg/10PRYMMAL-3B-slerp,0.31951640759930916,0.1581099487734427,0.15778911499544215,-1.0290837036998637,0.29979652227248604,13
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,0.37132987910189985,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.38169257340241797,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,0.23834196891191708,0.17195017167385973,0.17162582612205113,-0.8267625428042865,0.295266323265522,10
NotASI/FineTome-v1.5-Llama3.2-1B-1007,0.24870466321243523,0.15310033233754583,0.15401237712171972,-1.0924452301511716,0.28776347601263635,17
NousResearch/Hermes-3-Llama-3.2-3B,0.32469775474956825,0.2841840382790999,0.2836581873537388,0.11032412245532008,0.21888265752780073,8
Novaciano/ASTAROTH-3.2-1B,0.3281519861830743,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,0.26424870466321243,0.2590167096809681,0.25867727225533377,-0.04336110194885999,0.21773207489045962,8
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,0.26252158894645944,0.2590167096809681,0.25867727225533377,-0.04336110194885999,0.21773207489045962,8
Qwen/Qwen2.5-3B-Instruct,0.27806563039723664,0.239284677922829,0.2391110887651974,-0.17895841413878932,0.23507029379925343,8
RezVortex/Jajuka-3b,0.35233160621761656,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
Sakalti/Sailor-japanese,0.26424870466321243,0.1823177253475908,0.18256511411956813,-0.6916659986600083,0.2973762326566145,8
Sakalti/Saka-1.5B,0.32642487046632124,0.24467469012838414,0.2444191850333229,-0.14066060781454,0.22574563244853665,8
Sakalti/tara-3.8B,0.2694300518134715,0.14545053173035452,0.14565893295074073,-1.2491215091029488,0.299096197966566,20
SultanR/SmolTulu-1.7b-Reinforced,0.2659758203799655,0.16250925825004162,0.16255060240088018,-0.9546534990834381,0.29580001016052376,12
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,0.3281519861830743,0.17351522742277262,0.17309903243275646,-0.8074772800520803,0.2735095151328207,12
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,0.229706390328152,0.151147626762855,0.15165016743201926,-1.134273285151853,0.2986903877150848,16
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.26252158894645944,0.18648520101165478,0.1862999770437573,-0.6493527660940801,0.29314466471625444,8
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,0.35233160621761656,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.33678756476683935,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.34196891191709844,0.3079092098827339,0.3066930376859785,0.23607105779132692,0.23448904310121807,8
Youlln/2PRYMMAL-Yi1.5-6B-SLERP,0.30397236614853196,0.18753135314692637,0.1878590733834985,-0.6321859303823253,0.2826587008884424,8
akhadangi/Llama3.2.1B.0.1-Last,0.20552677029360966,0.1225494788424802,0.12234748666333425,-1.8833328685010196,0.28807619600098666,95
allenai/OLMo-7B-Instruct-hf,0.2849740932642487,0.15971921154760316,0.159774667499512,-0.9973533666714944,0.29411421749331473,13
anakin87/gemma-2b-orpo,0.25734024179620035,0.13351327463794987,0.13333267409389282,-1.537203685901814,0.28746957333493145,43
arcee-ai/raspberry-3B,0.28842832469775476,0.1880394033120843,0.1878427792468045,-0.6323638945292838,0.2864429067330281,8
awnr/Mistral-7B-v0.1-signtensors-1-over-4,0.27461139896373055,0.16541506785780888,0.16519401996124414,-0.9156549378059206,0.299264532727393,11
bamec66557/VICIOUS_MESH-12B,0.3229706390328152,0.1829096045026836,0.1833832657621619,-0.6822478700100325,0.2983865910414422,8
bunnycore/Llama-3.2-3B-Della,0.3333333333333333,0.2686592584634651,0.2682220221280072,0.017696728489710337,0.2327659298566551,8
bunnycore/QwQen-3B-LCoT,0.3799654576856649,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
bunnycore/Qwen2.5-3B-Model-Stock-v4.1,0.3229706390328152,0.2837958778165197,0.2830953720217876,0.10707114621904835,0.255752747381368,8
bunnycore/Smol-Llama-3.2-3B,0.39378238341968913,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
carsenk/phi3.5_mini_exp_825_uncensored,0.23488773747841105,0.15432246558824905,0.15442459253519758,-1.08532610731138,0.29568887037531655,15
cjvt/GaMS-1B,0.3765112262521589,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,0.2003454231433506,0.13936046540911043,0.13941236284217876,-1.3849395609996877,0.2991539609368101,28
dwikitheduck/gemma-2-2b-id-inst,0.31088082901554404,0.1625003436219591,0.16333221946421467,-0.9429596490150269,0.27159771435232477,15
dwikitheduck/gemma-2-2b-id-instruct,0.31088082901554404,0.1625003436219591,0.16333221946421467,-0.9429596490150269,0.27159771435232477,15
ewre324/Thinker-Qwen2.5-0.5B-Instruct-Reasoning,0.2711571675302245,0.17288450374075248,0.17170786093966167,-0.8256787781913713,0.28240690567558435,14
godlikehhd/alpaca_data_ifd_min_2600,0.32469775474956825,0.22006342725193104,0.21955142079440965,-0.331614122936234,0.28166552481978413,10
godlikehhd/alpaca_data_score_max_0.3_2600,0.31088082901554404,0.22006342725193104,0.21955142079440965,-0.331614122936234,0.28166552481978413,10
godlikehhd/alpaca_data_score_max_2500,0.30397236614853196,0.22006342725193104,0.21955142079440965,-0.331614122936234,0.28166552481978413,10
google/flan-t5-base,0.231433506044905,0.2192730584399361,0.21947449499706406,-0.332254958147793,0.24807403472640513,8
hotmailuser/QwenSlerp2-3B,0.27806563039723664,0.17957764559416,0.1792872530519447,-0.7302902681440091,0.290437763773156,9
iFaz/llama31_8B_en_emo_v4,0.3903281519861831,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
ibm-granite/granite-3.1-2b-base,0.3229706390328152,0.31093497676343246,0.3097131923478427,0.2515469644634039,0.16669385852771584,8
jaspionjader/test-11,0.31088082901554404,0.15882324711931092,0.15957969115427126,-1.0004239013317315,0.2753787167030718,16
lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR,0.2867012089810017,0.16250925825004162,0.16255060240088018,-0.9546534990834381,0.29580001016052376,12
macadeliccc/magistrate-3.2-3b-base,0.2763385146804836,0.20911175858268916,0.20935851642467065,-0.4197712046349559,0.25256904634355043,8
microsoft/Phi-3.5-mini-instruct,0.3454231433506045,0.1823177253475908,0.18256511411956813,-0.6916659986600083,0.2973762326566145,8
microsoft/Phi-4-mini-instruct,0.3609671848013817,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
mrdayl/OpenCognito-r1,0.25734024179620035,0.18648520101165478,0.1862999770437573,-0.6493527660940801,0.29314466471625444,8
mrdayl/OpenThink,0.2694300518134715,0.15885954690360202,0.15878972525863216,-1.0129643328988107,0.2970392444382665,13
ngxson/MiniThinky-1B-Llama-3.2,0.19170984455958548,0.12319146590819717,0.12406062116822095,-1.8217485709291144,0.2879644164577079,88
noname0202/llama-math-1b-r32-0to512tokens-test,0.3592400690846287,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
nvidia/Hymba-1.5B-Base,0.30397236614853196,0.31093497676343246,0.3097131923478427,0.2515469644634039,0.16669385852771584,8
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,0.37132987910189985,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,0.37132987910189985,0.3047403206736305,0.30364014196256955,0.22019914583472142,0.19327068893900198,8
oopere/pruned20-llama-1b,0.31951640759930916,0.27025328376567953,0.2698275289400139,0.027672011023258863,0.23607393350626288,8
openbmb/MiniCPM-S-1B-sft-llama-format,0.35578583765112265,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
pankajmathur/orca_mini_v9_6_3B-Instruct,0.2987910189982729,0.20525144349167584,0.20539226313865003,-0.45600043880162994,0.26379577129028886,8
princeton-nlp/Sheared-LLaMA-2.7B,0.26424870466321243,0.2590167096809681,0.25867727225533377,-0.04336110194885999,0.21773207489045962,8
prithivMLmods/Llama-3.2-3B-Math-Oct,0.22452504317789293,0.141909946521662,0.14174331749887958,-1.3320856002950756,0.29481819345179394,25
prithivMLmods/Llama-Deepsync-3B,0.2556131260794473,0.15584454031988088,0.15658685653468124,-1.0488106993207478,0.2758678846243129,17
qingy2019/LLaMa_3.2_3B_Catalysts,0.29015544041450775,0.1533495308234798,0.15312349989583926,-1.1079754268731405,0.2992736563704752,15
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,0.3143350604490501,0.2307299282143403,0.2305910534671538,-0.24307567050612144,0.242878687357281,8
ruizhe1217/sft-s1-qwen-0.5b,0.2538860103626943,0.16738055625027295,0.16580513194430258,-0.9068557154225627,0.284177475240951,16
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,0.29360967184801384,0.18433281823317318,0.18466537880361947,-0.6676594206813152,0.2879207552030726,10
sumink/bbhqwen3,0.3765112262521589,0.33547026041044825,0.33394303514339596,0.3681171260446379,0.15745144249924162,8
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,0.231433506044905,0.12986572286585366,0.13021794077637544,-1.6247308777762535,0.2965583092356268,47
tinycompany/ShawtyIsBad-bgem3,0.3385146804835924,0.2238142859711401,0.22319144079358735,-0.3016836424560073,0.2915437468934069,9
vhab10/Llama-3.2-Instruct-3B-TIES,0.25215889464594127,0.14845564414717938,0.1501259325767707,-1.162244247467786,0.26028260712505175,26
yasserrmd/Coder-GRPO-3B,0.3747841105354059,0.2767483924175974,0.2759567393156626,0.06501068571519457,0.25508413169713734,8
zake7749/gemma-2-2b-it-chinese-kyara-dpo,0.26252158894645944,0.17580763997814347,0.1761471494825988,-0.7687184688285102,0.2776566814612933,11
zelk12/Test01012025155054,0.24179620034542315,0.24896955524851663,0.24902126182101345,-0.10840213196727558,0.22564477650879686,8
