model,actual_full,pirt_pred,mean_p_pred,theta,se,n_items
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,0.26929530201342283,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,0.276006711409396,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-3ep_0alp_5lam,0.276006711409396,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-3ep_0alp_5lam,0.2651006711409396,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-3ep_0alp_0lam,0.27432885906040266,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,0.27432885906040266,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_1ep_0alp_0lam,0.27348993288590606,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,0.2751677852348993,0.45118963444607707,0.4511927254182766,-0.44084382706365777,0.24185917978441895,8
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_1ep_0alp_0lam,0.276006711409396,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_2ep_0alp_0lam,0.27181208053691275,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,0.2726510067114094,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,0.27768456375838924,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,0.2676174496644295,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,0.25671140939597314,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,0.26929530201342283,0.44857989955935573,0.4485276566468895,-0.09412851385262887,0.2228056549491527,8
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,0.2625838926174497,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,0.2701342281879195,0.44654572332834047,0.44656920559865265,0.10359293747029519,0.2201028518465747,8
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.1,0.2709731543624161,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
LEESM/llama-2-7b-hf-lora-oki10p,0.25419463087248323,0.4755149400987811,0.47540473593531773,1.051811035181271,0.1827391573975968,8
LilRg/10PRYMMAL-3B-slerp,0.3213087248322148,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,0.2651006711409396,0.33745009671024095,0.3411874454726238,-3.6284329231171704,0.2884025635004668,28
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.27768456375838924,0.3387596095199382,0.34366921597752736,-3.5317587615389363,0.2983292051008444,39
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,0.26677852348993286,0.458415462612904,0.4582273313423914,0.7604482965402687,0.1475992830626477,8
NotASI/FineTome-v1.5-Llama3.2-1B-1007,0.25,0.44912987381763636,0.4493627819550089,0.5211439142735762,0.18869208131445,8
NousResearch/Hermes-3-Llama-3.2-3B,0.2751677852348993,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
Novaciano/ASTAROTH-3.2-1B,0.2558724832214765,0.44807987339779126,0.4475557171873329,-0.8106286048404614,0.27729598374840364,8
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,0.27181208053691275,0.44807987339779126,0.4475557171873329,-0.8106286048404614,0.27729598374840364,8
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,0.2827181208053691,0.44985518670290925,0.44812147536305885,-0.7825135966910319,0.27261356942027776,8
Qwen/Qwen2.5-3B-Instruct,0.2726510067114094,0.46555369443791045,0.46541136284383505,0.8929533743247493,0.15069200889166115,8
RezVortex/Jajuka-3b,0.26593959731543626,0.3376040780142236,0.3427284459337278,-3.567919274480595,0.29031281225098743,39
Sakalti/Sailor-japanese,0.2533557046979866,0.44567957547871784,0.44656455490513164,0.3526943822699139,0.21362459845728393,8
Sakalti/Saka-1.5B,0.2902684563758389,0.4510617779705172,0.4510724591279344,-0.3889744282175692,0.24307866182519103,8
Sakalti/tara-3.8B,0.29446308724832215,0.4490964936066683,0.4497065401513909,0.5346445375497192,0.18068673082270817,8
SultanR/SmolTulu-1.7b-Reinforced,0.276006711409396,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,0.33053691275167785,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,0.24328859060402686,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.2525167785234899,0.4466736650382845,0.4466053267254207,0.0986179368576256,0.21787829327299732,8
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,0.2609060402684564,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.26593959731543626,0.33902238693160297,0.34399521431550345,-3.5193623420434936,0.2962414858565707,42
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.25838926174496646,0.3391347060261445,0.34429250123864974,-3.5081167744533963,0.2986188447171039,42
Youlln/2PRYMMAL-Yi1.5-6B-SLERP,0.3070469798657718,0.46151722951595564,0.4616576995503767,0.8267855943808204,0.14307452481758304,8
akhadangi/Llama3.2.1B.0.1-Last,0.23825503355704697,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
allenai/OLMo-7B-Instruct-hf,0.2709731543624161,0.4458221065963946,0.4460966748114682,0.2023462749667633,0.22346414241845172,8
anakin87/gemma-2b-orpo,0.26174496644295303,0.44567957547871784,0.44656455490513164,0.3526943822699139,0.21362459845728393,8
arcee-ai/raspberry-3B,0.27768456375838924,0.45082268447789786,0.4506804412982533,0.5694992300232694,0.197371546942561,8
awnr/Mistral-7B-v0.1-signtensors-1-over-4,0.2701342281879195,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
bamec66557/VICIOUS_MESH-12B,0.32802013422818793,0.4562666580774646,0.4552765527346112,0.696122433092228,0.16879980111626064,8
bunnycore/Llama-3.2-3B-Della,0.276006711409396,0.4472656230305975,0.447395419753219,0.009733160397370183,0.22682261060770417,8
bunnycore/QwQen-3B-LCoT,0.26677852348993286,0.33745009671024095,0.3411874454726238,-3.6284329231171704,0.2884025635004668,28
bunnycore/Qwen2.5-3B-Model-Stock-v4.1,0.27936241610738255,0.4510617779705172,0.4510724591279344,-0.3889744282175692,0.24307866182519103,8
bunnycore/Smol-Llama-3.2-3B,0.27684563758389263,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
carsenk/phi3.5_mini_exp_825_uncensored,0.24916107382550334,0.44977413253118104,0.44982573443069157,-0.21399247496388343,0.20766560736391698,8
cjvt/GaMS-1B,0.25838926174496646,0.33745009671024095,0.3411874454726238,-3.6284329231171704,0.2884025635004668,28
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,0.2348993288590604,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
dwikitheduck/gemma-2-2b-id-inst,0.29949664429530204,0.44567957547871784,0.44656455490513164,0.3526943822699139,0.21362459845728393,8
dwikitheduck/gemma-2-2b-id-instruct,0.29949664429530204,0.44567957547871784,0.44656455490513164,0.3526943822699139,0.21362459845728393,8
ewre324/Thinker-Qwen2.5-0.5B-Instruct-Reasoning,0.28523489932885904,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
godlikehhd/alpaca_data_ifd_min_2600,0.29194630872483224,0.4465084168991779,0.4466452960530186,0.36138382222077,0.22216407362073545,8
godlikehhd/alpaca_data_score_max_0.3_2600,0.28942953020134227,0.4465084168991779,0.4466452960530186,0.36138382222077,0.22216407362073545,8
godlikehhd/alpaca_data_score_max_2500,0.2953020134228188,0.4465084168991779,0.4466452960530186,0.36138382222077,0.22216407362073545,8
google/flan-t5-base,0.23825503355704697,0.45305516502884763,0.4530150841035693,0.6394517061441071,0.16107506981375744,8
hotmailuser/QwenSlerp2-3B,0.29697986577181207,0.4490964936066683,0.4497065401513909,0.5346445375497192,0.18068673082270817,8
iFaz/llama31_8B_en_emo_v4,0.29697986577181207,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
ibm-granite/granite-3.1-2b-base,0.27768456375838924,0.4510960121677889,0.45120101682929914,-0.46537021750852364,0.22266521864019043,8
jaspionjader/test-11,0.3238255033557047,0.4543424583390191,0.4544964249968129,0.6774746314377634,0.15546237951877465,8
lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR,0.27432885906040266,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
macadeliccc/magistrate-3.2-3b-base,0.2609060402684564,0.4541113053352874,0.45423578543705934,0.6710505937647386,0.15620329099669267,8
microsoft/Phi-3.5-mini-instruct,0.33976510067114096,0.4543424583390191,0.4544964249968129,0.6774746314377634,0.15546237951877465,8
microsoft/Phi-4-mini-instruct,0.30956375838926176,0.3387596095199382,0.34366921597752736,-3.5317587615389363,0.2983292051008444,39
mrdayl/OpenCognito-r1,0.29949664429530204,0.4490964936066683,0.4497065401513909,0.5346445375497192,0.18068673082270817,8
mrdayl/OpenThink,0.2827181208053691,0.44951669930030974,0.44998950468370474,0.5452449756367841,0.17973159774990977,8
ngxson/MiniThinky-1B-Llama-3.2,0.23909395973154363,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
noname0202/llama-math-1b-r32-0to512tokens-test,0.2651006711409396,0.3368658090195375,0.3422733509679727,-3.585622098152153,0.2915675665858683,35
nvidia/Hymba-1.5B-Base,0.2558724832214765,0.4501981068449946,0.45012031994360013,-0.2448724919448527,0.21031957686758526,8
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,0.26593959731543626,0.3387631757230648,0.34214069316571516,-3.5908086440163385,0.2962648274432102,31
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,0.26426174496644295,0.3395394640748112,0.34291402646567365,-3.560740039800752,0.29969731819395007,34
oopere/pruned20-llama-1b,0.25,0.35547274751951713,0.3599661970746396,-2.982409067820446,0.296418406145926,50
openbmb/MiniCPM-S-1B-sft-llama-format,0.2709731543624161,0.34051748869194587,0.34383675455031537,-3.5253794288421405,0.2970651174123922,41
pankajmathur/orca_mini_v9_6_3B-Instruct,0.2936241610738255,0.4541113053352874,0.45423578543705934,0.6710505937647386,0.15620329099669267,8
princeton-nlp/Sheared-LLaMA-2.7B,0.2751677852348993,0.341486333607774,0.34417120458502,-3.51269833509149,0.2959684103999146,43
prithivMLmods/Llama-3.2-3B-Math-Oct,0.25838926174496646,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
prithivMLmods/Llama-Deepsync-3B,0.27181208053691275,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
qingy2019/LLaMa_3.2_3B_Catalysts,0.28859060402684567,0.44951669930030974,0.44998950468370474,0.5452449756367841,0.17973159774990977,8
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,0.28859060402684567,0.45240082372974594,0.4522643785121242,0.618554545903831,0.16459960639322913,8
ruizhe1217/sft-s1-qwen-0.5b,0.2709731543624161,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,0.25922818791946306,0.45305516502884763,0.4530150841035693,0.6394517061441071,0.16107506981375744,8
sumink/bbhqwen3,0.2575503355704698,0.33745009671024095,0.3411874454726238,-3.6284329231171704,0.2884025635004668,28
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,0.23993288590604026,0.44567957547871784,0.44656455490513164,0.3526943822699139,0.21362459845728393,8
tinycompany/ShawtyIsBad-bgem3,0.3053691275167785,0.44608536358101963,0.44617718617941443,0.29283484837575685,0.22363899702969545,8
vhab10/Llama-3.2-Instruct-3B-TIES,0.26929530201342283,0.44951669930030974,0.44998950468370474,0.5452449756367841,0.17973159774990977,8
yasserrmd/Coder-GRPO-3B,0.27768456375838924,0.33939887255440354,0.34405517259782775,-3.517089764390649,0.29976267108990123,40
zake7749/gemma-2-2b-it-chinese-kyara-dpo,0.26677852348993286,0.4463144319413049,0.44783111061184744,0.4487721467805137,0.19864338334545673,8
zelk12/Test01012025155054,0.24161073825503357,0.3781516399692064,0.38010332883660686,-2.4417458996884776,0.2973481607431511,24
