model,fold,criteria_administered,scenarios_administered,theta_ref_correctness,theta_online_correctness,theta_batch_correctness,theta_mwle_correctness,theta_ref_scaffolding,theta_online_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding
h2oai/h2o-danube2-1.8b-chat,0,91,20,-1.534387676031328,-1.52168,-1.8608341915639552,-2.055098594920106,-0.22941303600328172,0.143022,0.1681014387991405,0.16981587745347113
h2oai/h2o-danube3-4b-base,1,82,20,0.18949755883282185,0.226326,0.10773549648165599,0.18136471501470616,-0.5412492159624566,-0.407069,-0.3810885756931604,-0.3867822665844786
ibm-granite/granite-3.0-2b-base,3,90,22,0.8113181610920908,0.879371,0.7871580331088047,0.9066313338099706,0.13859146968514913,-0.134055,-0.19783841546521203,-0.17801024951306613
ibm-granite/granite-3.1-2b-base,1,85,20,0.7952165092248162,0.649631,0.5103676987943029,0.5753236365251451,-0.39060377691410025,-0.126643,-0.06912207949364037,-0.05511064208763967
ibm-granite/granite-3.1-2b-instruct,2,100,20,1.4014222113469215,1.309407,1.2193379626729408,1.3533423430756453,-0.23754165441525388,-0.031181,-0.02989714734588568,0.009608658830636075
ibm-granite/granite-7b-instruct,0,113,20,-0.8932852327748537,-0.756245,-0.7481825242699556,-0.7658527069136141,0.7226096639523784,0.920478,0.7231183061481853,0.878014750546535
ibm/PowerLM-3b,4,78,20,0.6973588437290779,0.529155,0.3130028915587051,0.3717969886573368,-0.39631182380816166,-0.208116,-0.6395763381557402,-0.6612379918749453
lmsys/vicuna-7b-v1.5,3,88,20,0.23805086959459154,-0.336524,-0.5395409802201047,-0.482300034107125,0.18052180937877782,0.454564,0.239320665240157,0.31019719754540426
meta-llama/Llama-3.2-1B,0,114,20,-2.8258930394642743,-2.130873,-2.6237056488159816,-2.9281779633885585,0.58235859020367,1.044827,0.9248822672077467,1.081200467696147
meta-llama/Llama-3.2-1B-Instruct,2,111,25,-0.2277605719174146,-0.395659,-0.48979511738016585,-0.4744715327533013,-0.7915710931039179,-1.02238,-0.9592860748066593,-1.0640216219149563
meta-llama/Llama-3.2-3B,4,90,20,0.07277708670598956,-0.464912,-0.586047966697594,-0.5034810454408686,-0.23268294949006302,0.239551,0.08000254534393485,0.08265770835306493
meta-llama/Llama-3.2-3B-Instruct,2,101,20,1.2526026598021245,0.924934,0.9649337274129788,1.039134568406605,0.749918223386168,0.870687,0.7616616075460013,0.821899876196235
microsoft/Phi-3-mini-4k-instruct,4,111,20,0.8004246049809156,1.470962,1.4471415573312856,1.5267648788243788,0.14992867787430272,-0.010717,-0.23986763969886246,-0.2342377742386051
microsoft/Phi-3.5-mini-instruct,2,90,20,1.4007339831570638,1.21444,1.032511374323121,1.1116932539025917,-0.878455935803589,-1.186788,-1.1013290085339935,-1.2120404253531702
microsoft/phi-1_5,4,99,25,-1.680234602522674,-0.487316,-0.5720311867350557,-0.5716938606481721,0.1779639526294592,-0.472573,-0.5176788848630341,-0.5387089727367973
microsoft/phi-2,0,99,20,-0.1002767982557434,0.562559,0.554249736231107,0.5944442140062958,0.5010175741961476,0.37945,0.16389485179852847,0.20444897289004138
mistralai/Mistral-7B-Instruct-v0.3,2,106,20,1.2000726190916902,0.984542,0.8175121394347117,0.9240949334899063,0.4479097993207574,0.769863,0.5323788096888364,0.5946951066986821
mistralai/Mistral-7B-v0.1,4,101,20,0.834716879457574,0.055713,-0.027821645733693882,0.06531686567735959,0.0966052921625558,0.269944,0.2903699464747083,0.3211109103598605
mistralai/Mistral-7B-v0.3,4,102,20,1.0000307657744472,0.212882,0.13952322258673902,0.23441045921794196,0.1276534392792352,0.270732,0.18844208445698477,0.22578599768383656
nvidia/AceInstruct-1.5B,3,93,22,1.200000503288736,1.251832,0.9862630543501385,1.0612397300748067,-0.8294930386589656,-0.603999,-0.5623965965346157,-0.5769934537092014
nvidia/Nemotron-Mini-4B-Instruct,0,95,21,-0.2878474014217602,-0.054424,-0.1325803177032427,-0.09976979536601395,-0.07926924128536354,-0.563741,-0.6218607641902194,-0.6385947253723436
openai-community/gpt2,2,92,20,-4.777506370811804,-2.208003,-3.179932661428725,-4.979460461462872,1.40986800743802,1.039393,1.0827013164363126,1.1677704364527932
openai-community/gpt2-large,1,110,27,-3.476007936341258,-2.654978,-3.5160769216281778,-5.64169652680318,0.9870002701560125,0.564614,0.6136689582115938,0.6581293305984279
openai-community/gpt2-medium,1,88,22,-5.002323455022535,-2.379833,-3.324573961111755,-5.191400481848317,0.9614469410271539,0.579229,0.6310538201207931,0.6439680092423092
openai-community/gpt2-xl,0,102,20,-3.472625299166117,-2.161776,-2.8790292109307027,-3.5012068366048235,1.295421142887035,1.054527,1.0691496097763402,1.1372065543430792
openbmb/MiniCPM-1B-sft-bf16,0,103,20,-4.045693820047536,-2.057862,-2.8102933885146126,-3.303638338104048,1.6491799078387182,2.153682,1.9742587397786284,2.5733763072999394
openbmb/MiniCPM-2B-sft-bf16,4,103,23,-1.818493666387289,-1.59818,-2.0350249450148197,-2.3317753312759395,0.39290070622193846,0.282888,0.2987521858067377,0.3170407722730841
openlm-research/open_llama_3b,3,104,20,-1.4146233050223391,-0.310735,-0.35616590608622445,-0.3260474056519961,1.342249403849588,0.758052,0.715684983796316,0.8215176783554275
pankajmathur/orca_mini_3b,1,102,24,-1.950299863802042,-1.717475,-1.866143819950487,-2.0561650095142356,0.5384632712302424,0.842526,0.9474027122406053,0.9737256690629802
pankajmathur/orca_mini_v9_5_3B-Instruct,3,97,20,0.8000845933988064,1.005073,0.8301681578839342,0.8878897646248316,0.13818104178851925,-0.292923,-0.29355515144783545,-0.28663045520595004
stabilityai/stablelm-2-1_6b,2,99,20,-1.606050398731796,-1.494672,-1.9019988019507441,-2.1080697235865533,0.4363036962012505,0.5109,0.5268729556953434,0.6075777731432472
stabilityai/stablelm-2-1_6b-chat,4,89,20,-0.4084933252206529,0.01799,-0.2527871307750056,-0.17745161784771268,-0.6724634795859429,-0.698789,-0.6624962146081875,-0.7342470221070713
stabilityai/stablelm-2-zephyr-1_6b,3,107,24,-0.793037173757789,-0.40706,-0.48993962298744026,-0.4792345949850938,-0.7405576827541227,-0.502697,-0.49825390585036505,-0.4996160551497854
stabilityai/stablelm-3b-4e1t,4,88,20,-1.4000397984409507,-0.753695,-0.8573796358572107,-0.83538128978799,-0.17365707544821823,0.179872,0.1234618699952228,0.125055925637528
stabilityai/stablelm-zephyr-3b,2,95,20,-0.6454562072375541,-0.406953,-0.493311522181914,-0.4708455039315607,-0.7593802754360331,-0.983864,-0.789236285976994,-0.921491223204255
tiiuae/Falcon3-1B-Base,4,91,20,0.5787157275549586,-0.179319,-0.3291862951274894,-0.30587994226210097,-0.7518674615500627,-1.118235,-0.991006656421024,-1.1292089593716361
tiiuae/Falcon3-1B-Instruct,4,92,20,0.8580539315290889,0.769566,0.6285004680096966,0.7676855057437275,-0.9731634335045705,-1.06744,-0.8968548941765884,-1.0169343946422549
tiiuae/Falcon3-3B-Base,4,106,20,1.624555171847155,1.888624,1.8153520261983014,1.9201734910082802,-0.8949994665377405,-0.724516,-0.6688346838980249,-0.6935916019562799
tiiuae/Falcon3-3B-Instruct,4,111,20,2.0002958620884894,1.990747,1.8199607274823508,1.9284900748883034,-0.7151921799439894,-0.937313,-0.8467708333539903,-0.9074788654896203
tiiuae/Falcon3-7B-Base,1,85,20,2.1999449259246577,2.023031,2.1642268699936538,2.237711344024444,-0.3665020847696406,0.13404,-0.004226767741316293,0.04504553678224202
togethercomputer/RedPajama-INCITE-7B-Base,2,116,20,-3.5292423681391876,-2.057693,-2.5816547628766418,-3.022868085018732,0.590722737380738,1.125897,1.0876159145985935,1.229075367725968
togethercomputer/RedPajama-INCITE-Base-3B-v1,2,102,20,-3.4344610586602338,-2.091443,-2.6380035912732396,-3.1623383034983163,1.052724766190968,1.21536,1.2150261984292279,1.3180929202347123
utter-project/EuroLLM-1.7B,4,112,26,-2.6254992438289655,-1.876381,-2.1875434860935306,-2.4921783316408175,1.0949158055149228,0.625677,0.734144224319489,0.7666169788801392
utter-project/EuroLLM-1.7B-Instruct,0,92,20,-2.4419965686717875,-1.331591,-1.53537835335284,-1.6550267921736659,0.12578971354494659,0.258578,0.27152641278023115,0.30529532894423633
