model,mean_scenarios,online_conceptual_understanding_sd,online_conceptual_understanding_mean,full_conceptual_understanding,online_quantitative_procedural_sd,online_quantitative_procedural_mean,full_quantitative_procedural,batch_conceptual_understanding_sd,batch_conceptual_understanding_mean,batch_quantitative_procedural_sd,batch_quantitative_procedural_mean,mwle_conceptual_understanding_sd,mwle_conceptual_understanding_mean,mwle_quantitative_procedural_sd,mwle_quantitative_procedural_mean
allenai/OLMo-2-0425-1B,16.125,0.22908192244611833,-0.748635125,-1.3186675093115379,0.07686177505909148,-0.6678113750000001,-0.808663963065306,0.18543440714214385,-0.9272642183516534,0.10950119423681265,-0.8222637655381624,0.19827296910770653,-0.9219657961941254,0.1205767177394007,-0.798960645571957
allenai/OLMo-2-0425-1B-DPO,15.25,0.07930003287584045,0.097739875,0.2000632493219934,0.055766260030147265,-0.184277,-0.13353944250927122,0.08990551860985949,0.07608331510048566,0.07110130728880663,-0.26524068556417096,0.0675850026077898,0.11482839494100727,0.06353463096414662,-0.17856433176019237
allenai/OLMo-2-0425-1B-Instruct,15.375,0.20887179996707161,0.075370375,0.20086938113832872,0.15943530012202442,-0.1815945,0.006350731179973757,0.15637657499028448,0.09872991197111505,0.18479414370696712,-0.26874475659035996,0.14130750723601537,0.1146168836621292,0.18036456924777253,-0.1910664064494174
arcee-ai/raspberry-3B,16.25,0.32066446509620844,1.2176887500000002,1.186410116868141,0.15367564171474118,0.83847625,0.8662577441942382,0.3229774280005976,1.2260613648219532,0.1408603839438853,0.7218317460999655,0.32860703377232614,1.2411600045497968,0.1290141415468683,0.7493109021901689
google/gemma-2-2b,17.875,0.3497239714738432,-1.03715475,-1.240722498061298,0.07018426593784659,-0.598451625,-0.522838655915313,0.41789721832618754,-1.5254057598390505,0.09720768278773614,-0.7320534111388295,0.5799920121217691,-1.6310782434956157,0.0933670208696888,-0.7096691373863013
google/gemma-2b,19.125,0.2830696149496622,-0.7297175,-1.340204442676348,0.1341780599974806,0.04428975,-0.6198710307454199,0.30130604698553215,-0.9773739144840575,0.09702091853654461,-0.09555637772494777,0.3438750643641824,-0.9393256717809509,0.11164713563157824,0.007989306883792631
h2oai/h2o-danube-1.8b-chat,20.875,0.11363316641218518,-0.6078431249999999,-1.2157398637570251,0.1529913380742007,-1.1502076250000002,-1.6770402696759679,0.16530760820803253,-0.8898758933863115,0.16107602055544318,-1.5061271917431065,0.19819056639131266,-0.8844415512313146,0.22633263939173515,-1.644083499677847
h2oai/h2o-danube2-1.8b-base,16.875,0.1973262687250167,-0.8532102500000001,-1.2930649166550952,0.04267612329493361,-0.6497276249999999,-1.124383200733692,0.2086381117378778,-0.967519540095394,0.07643052824953861,-0.8069576578709579,0.20114906221223805,-1.0404048283417058,0.07600989685732816,-0.7761560963067847
h2oai/h2o-danube2-1.8b-chat,16.625,0.08475286526277444,-0.7031505,-0.6566186089978276,0.07593828496672478,-0.64754275,-0.9561108566104168,0.16715762038061086,-0.8700699984874372,0.09588923471480698,-0.8169137877200715,0.10622834050144328,-0.9301625723108251,0.10614734528168997,-0.783546956132528
ibm-granite/granite-3.0-2b-base,15.25,0.16644426562474113,0.771247875,0.7948091788689096,0.0846112386816905,0.212132,0.12999628053953557,0.14619837939442662,0.793255029972419,0.08579456214419322,0.15417631618442826,0.17448290072126796,0.8121593324085064,0.08138678896176378,0.23120721168294076
ibm-granite/granite-3.1-2b-base,14.875,0.19870416285267997,1.064636625,0.9764725625004896,0.16205064503477765,-0.13776725,0.1319461444089818,0.22054080359828462,1.2177191032756634,0.177799692258177,-0.21911739255573887,0.19080012418021586,1.185911467743092,0.183525727545903,-0.14548677307001068
ibm-granite/granite-3.1-2b-instruct,16.375,0.32397001219046107,1.64716425,2.1983669421278673,0.2835614292127678,0.77909875,1.1191826389574115,0.2341009783419232,2.2763264861203174,0.2977070324561333,0.7212605931471749,0.8510615612473408,2.781417929172482,0.29454316443970685,0.7540640637975973
ibm-granite/granite-7b-instruct,16.75,0.312055807515659,0.203632,0.22039453107971377,0.10187763220886306,-0.249159625,-0.046629800343746454,0.304449800888933,0.11475887072546373,0.1432646914915709,-0.3206499370213376,0.3162605920594582,0.22149164539983937,0.14023663993625274,-0.2715798164273226
ibm/PowerLM-3b,15.375,0.16748861721019842,0.07518762500000001,0.027527533159130375,0.06714635644235938,-0.027096375,-0.0463574420311155,0.1953863486917069,0.055655702574367305,0.07101596581316552,-0.07720897556200465,0.1676378595314521,0.07988742337999868,0.07148105590987851,0.005149350978594588
meta-llama/Llama-3.2-1B,27.25,0.27249088941785626,-0.504090625,-1.3926493126244708,0.6394400759242295,-1.094645625,-1.4379788157815172,0.24218225720024147,-0.6506517034226612,0.675850760812819,-1.5867850239355252,0.3027476422781951,-0.6226213578449862,0.9034464235067137,-1.8205851911100654
meta-llama/Llama-3.2-1B-Instruct,16.375,0.0939752562632014,-0.11232562500000001,-0.00811709660974204,0.06361951013397933,0.18007475,0.29953384158131446,0.11195965561442146,-0.13820112345162788,0.06086536293932238,0.13249905318722444,0.08874138881195134,-0.09685078907422884,0.05466049927688304,0.19888714575700256
meta-llama/Llama-3.2-3B-Instruct,18.375,0.15620746064449031,1.2479105000000001,1.399964636540114,0.155136590366965,1.16189325,1.1269162029424729,0.09211213100513248,1.3401518466606157,0.15527675132898966,1.1153889962126013,0.09281164840733373,1.3391053585898258,0.1535085158975266,1.1443119784232278
microsoft/phi-1_5,16.625,0.33409707628226765,-0.754880875,-1.1728751936109842,0.13604925236196633,-0.283611,-0.6425569578057233,0.2809541741801553,-0.9779882924059246,0.14330413648237722,-0.3375374057341296,0.3349054897387433,-0.8820085085851939,0.16100340700525925,-0.2880350991967192
nvidia/AceInstruct-1.5B,15.75,0.25834159124984113,1.0084225,1.4000523675960894,0.2218486982965178,1.0886368750000002,1.0471954243134354,0.25378871686700377,1.1341463950439323,0.22446989531634925,1.095155669611305,0.2581375346516661,1.1356517619285373,0.22893244841575505,1.1163621232542664
openbmb/MiniCPM-1B-sft-bf16,20.125,0.23570993729727963,-1.27945325,-2.7498182086737866,0.13133292607506125,-1.37264425,-2.512919142913989,0.15570752994098772,-1.9281758908465463,0.175356860568604,-2.212812085650408,0.33130494046339515,-2.3822867527849283,0.37927626401551673,-3.122266830077195
openbmb/MiniCPM-2B-sft-bf16,18.875,0.3094178764695691,-0.65477975,-0.8231452943130785,0.1269587749928594,-1.16309225,-1.8668816374918131,0.2735481431251506,-0.7490458097146026,0.10412174773086218,-1.7036298736939466,0.3826303637917353,-0.7389637141172541,0.16975386086977787,-1.9608509157855682
openlm-research/open_llama_3b,22.0,0.2833982681876338,-1.3525205,-2.257453200651558,0.08510828147131158,-1.191624,-1.704544269991054,0.19340567280038878,-2.0158856700494763,0.13085092649213376,-1.6230670983364393,0.25847410765239254,-2.6436469581545303,0.21155852385274734,-1.829377633907344
pankajmathur/orca_mini_3b,18.875,0.14847233457449238,-0.8809819999999999,-1.1315466365914812,0.07632971156600817,-1.1163125,-1.770334380293431,0.24930080880475355,-1.1754169420749447,0.08783101380238793,-1.5914703711112579,0.4812986779143229,-1.3356539059735837,0.16213475697410368,-1.7792889109603711
pankajmathur/orca_mini_v9_5_3B-Instruct,15.625,0.2334827917811878,0.85151275,1.0261949057286956,0.13885115790202965,0.7240303750000001,0.7786286511632987,0.21811741575576313,0.8593621698522388,0.15038454386912795,0.6242426490605519,0.24093789100171928,0.8933020098846023,0.14851706512961196,0.6795136602363308
stabilityai/stablelm-2-1_6b-chat,17.25,0.14384730141406676,-0.01912187499999999,-0.16552401207658335,0.11097213380366037,0.18079125000000001,-0.23989688365417794,0.15324581362497192,-0.05592214404420433,0.11994163132422656,0.012240305776307667,0.1333216296292772,-0.029763921552926155,0.08385831903462101,0.1381263815361461
stabilityai/stablelm-2-zephyr-1_6b,15.625,0.3090094904828976,-0.1945105,-0.40906397114903814,0.18446633021689215,-0.53624925,-0.7504484537352621,0.2900508175450468,-0.25251192276721995,0.24810804748731702,-0.7196829510368484,0.3714677560181588,-0.21203795512747775,0.2818775573581149,-0.679547504444685
stabilityai/stablelm-zephyr-3b,16.25,0.08621351842373677,-0.28276650000000003,0.01876174913965684,0.13889047280810654,-0.018161125000000004,-0.12416494847754614,0.09039222596835356,-0.3226992063803231,0.1550592498630729,-0.09236629625874411,0.09081017884766242,-0.27018125115666153,0.16098772422955374,-0.0018367359458063975
tiiuae/Falcon3-1B-Instruct,15.375,0.21984283069185898,0.801672125,0.919767465108813,0.07063183337162854,-0.03538975,0.1244078994103852,0.19087154826803354,0.8552975125794182,0.08101553855028622,-0.10224314598955118,0.21570742631063017,0.8597822926196735,0.07557343990697195,-0.022788886093838584
tiiuae/Falcon3-3B-Base,16.375,0.30776435207476516,1.055702,1.3714646681596045,0.1357059567721237,0.73360625,1.013032889512372,0.2700590050988046,1.1005067617243887,0.09571425241607003,0.6288902827480727,0.29453805322794474,1.1122372463070023,0.08577007620350756,0.6615353837672959
tiiuae/Falcon3-3B-Instruct,17.125,0.30236708329898343,1.852885375,2.4108794795357054,0.30231438227602986,1.9233277500000001,2.215960619487737,0.20338126499440076,2.4169865615523656,0.2971870600260542,2.3181385683296165,0.889898223972594,2.862136429567286,0.4356842782911242,2.36041619339747
utter-project/EuroLLM-1.7B,18.75,0.31128703653701995,-1.2391615,-2.197766048598003,0.08451677041569919,-1.321833,-2.4038184978620993,0.1980474956650814,-1.9351836115349135,0.09189848836411779,-2.1746822349217556,0.14734353235691183,-2.5493440761190174,0.17484932369690387,-3.074003237043363
utter-project/EuroLLM-1.7B-Instruct,17.75,0.08597189396977362,-0.8257335,-1.0397797481576927,0.09060559134616089,-1.04384175,-1.622735497061941,0.1389331156075523,-0.9605818051093931,0.19161019104759258,-1.476048070551025,0.09337218348540666,-1.0345341263106356,0.29477929520537427,-1.631026341960233
