model,n_admin,theta_correctness,se_posterior_correctness,se_param_correctness,se_total_correctness,bar_inflation_correctness,theta_scaffolding,se_posterior_scaffolding,se_param_scaffolding,se_total_scaffolding,bar_inflation_scaffolding,theta_presentation,se_posterior_presentation,se_param_presentation,se_total_presentation,bar_inflation_presentation
HuggingFaceTB/SmolLM2-1.7B,260,-0.6271363491324644,0.2851796705971149,0.2763154170767648,0.39708645687832955,1.3924080073691858,-0.19854449934144533,0.3162373059351595,0.22285214822863517,0.3868709263245886,1.2233563816278894,0.20653387978564158,0.31598303773662506,0.08806348907834484,0.32802508783005785,1.0381097991198818
HuggingFaceTB/SmolLM2-1.7B-Instruct,194,0.5321321135228216,0.20344896566387988,0.14319865012906574,0.24879175032241152,1.2228705587692341,-0.5833218174174565,0.28839171035920524,0.15771724118296623,0.3287012424227716,1.1397735462415302,0.8662121968656598,0.3121412584679782,0.11194283405188266,0.3316072425830602,1.0623627399037956
HuggingFaceTB/SmolLM2-135M,294,-2.5949985261043174,0.42623971595835375,0.3848538135924765,0.574275851222155,1.3473072304652747,0.4341346872327997,0.33155933670425014,0.22351905145017628,0.3998654275089919,1.2060146804602598,-1.6200503820794039,0.3553499803715011,0.07698440315066445,0.36359346374555507,1.0231982097351906
HuggingFaceTB/SmolLM2-360M,295,-1.9246115373772286,0.337732326498302,0.26725815295176025,0.4306855519763138,1.2752275046981005,0.49006093118667005,0.3074470919316771,0.19547067164021464,0.36432471479261697,1.1849997100430523,-1.0629487772942317,0.32953569241348335,0.07807605683738575,0.3386585939049954,1.0276841073714866
HuggingFaceTB/SmolLM2-360M-Instruct,263,-1.276768528817938,0.33679925140699424,0.30067608511784616,0.45148626104246625,1.3405203816705702,-0.49250650442939936,0.3053742506858137,0.23418879275598173,0.38483480044614776,1.2602071051566412,-0.042585393194189594,0.28020129303412233,0.0503877679620679,0.2846957881286502,1.016040236809259
LLM360/Amber,301,-3.311181171692898,0.5455715296397917,0.5809217481894304,0.7969431419323252,1.4607491385382576,0.7008245825896946,0.3710371344651495,0.28122158605719816,0.4655686153690297,1.2547763340188238,-3.291282161557558,0.5367106935740786,0.04062471170004389,0.5382459807536701,1.0028605488915596
Qwen/Qwen2-0.5B,276,-1.813775214865822,0.35397889158520296,0.32366334311830175,0.47964467615767864,1.3550092606079247,-0.08596298505267937,0.3059275779997839,0.2879411616239279,0.42012116768636026,1.3732700086510574,-1.346568791032832,0.3546994843563166,0.08707135015435133,0.3652302619175177,1.029689294813359
Qwen/Qwen2-1.5B,247,-0.5052465537501226,0.2852983320686785,0.2645702899961947,0.38909198993276706,1.3638074471430937,-1.3494830288619901,0.27688760081694497,0.18523751238050407,0.3331361275501072,1.2031457044923766,-0.30371943729434764,0.34164495905737624,0.08717116106852411,0.3525905406719682,1.0320378841379414
Qwen/Qwen2-7B,151,1.3758828516787118,0.278377931480396,0.17961699987453242,0.33129524502961377,1.1900916256824199,-0.041156344554211174,0.24583024649891985,0.11184912806418978,0.2700791320010475,1.0986407728401077,0.833036813140355,0.3264052221202002,0.08483308477375785,0.3372491976262787,1.0332224326425916
Qwen/Qwen2.5-0.5B,171,-0.6679078566714404,0.31007464551017805,0.21367709382418024,0.3765689660784729,1.2144461713691201,-0.8336470881113338,0.32358321578414045,0.2207874814565069,0.39173104230468253,1.2106037124187643,1.1286508000142177,0.2739891696313095,0.08494578257741386,0.28685510463114255,1.046957823249532
Qwen/Qwen2.5-0.5B-Instruct,183,-0.21552889051476543,0.2973052889566363,0.1574696805664768,0.3364329578672358,1.1316077122203718,-0.8983881583178707,0.3153916233571251,0.19553619731433808,0.37108796874055944,1.176594244294079,1.2789580234415676,0.2916789666388858,0.11343220322679326,0.3129592374549964,1.072957851782493
Qwen/Qwen2.5-1.5B,141,0.8297047510808526,0.2940119883327029,0.13572916870085322,0.3238293632757445,1.1014155072795888,-1.1426834779171597,0.2377601562629848,0.09559162876073003,0.25625700262691004,1.077796240777475,1.9601697989188949,0.296598779775535,0.12101448148665692,0.32033629343835013,1.0800324049909429
Qwen/Qwen2.5-1.5B-Instruct,153,1.9106399769542028,0.23578179167779942,0.10385144221372286,0.2576396229943357,1.0927036441660662,-1.2481609004214957,0.21055047711129124,0.14569061347834913,0.25604151668721636,1.2160576418541185,2.742826045771631,0.38096369618901466,0.18264542034841225,0.4224839492670036,1.108987427131085
Qwen/Qwen2.5-3B,143,1.8267587991176557,0.1497103530301747,0.0873992185381631,0.1733545880716779,1.1579331994276816,-0.9404473507519743,0.3106454470971068,0.15112003143508987,0.3454531193998745,1.1120495169912692,1.883669751550941,0.2502335593287307,0.08266297415915977,0.26353368192920484,1.0531508349086056
Qwen/Qwen2.5-3B-Instruct,100,2.410740845851434,0.11277533492619658,0.03990515501431318,0.11962732783286677,1.0607579034117196,-0.05303153607242493,0.18208265112022448,0.09905150070866202,0.20728070733092227,1.1383880125628232,2.658777258404069,0.3274234911070209,0.1378998894067431,0.35527809111610215,1.085072087878926
Qwen/Qwen2.5-7B,90,1.8052039123958665,0.12437198902578941,0.0965496832644395,0.1574491441472283,1.265953414273853,0.5486020227392,0.1744361779769339,0.17959520425155365,0.25036456933311835,1.435278921131972,2.1780739157900166,0.3228624844679011,0.09910998616161419,0.33773210275859333,1.0460555778575462
Qwen/Qwen2.5-7B-Instruct,101,2.811143479445941,0.27887720500561536,0.19573032474796137,0.3407093416648367,1.2217181452961574,0.20759886915674494,0.28695086320146146,0.285762347976733,0.4049702673200087,1.4112878518706131,2.652727556218443,0.3381732618640035,0.14337455374191324,0.3673110639504787,1.086162347448371
Qwen/Qwen2.5-Coder-7B,132,1.63468568113706,0.2738579018454393,0.1399770621141426,0.30755768291703073,1.1230557192051045,-0.7644559322641324,0.3002805056977832,0.16027462634527143,0.34037675883090607,1.133529324655786,2.2756883422042997,0.309389075879373,0.17899587508758463,0.357436880542373,1.1552989695141442
Qwen/Qwen2.5-Math-7B,143,2.389551550505005,0.0786272954697017,0.1349596174069181,0.15619330947099327,1.9865023785687876,-1.0262136677503677,0.35712005253735346,0.20038489187479325,0.40949827449691983,1.146668386687941,2.068159038375836,0.3077117335043928,0.11266599576708443,0.327689086694182,1.064922299069574
Qwen/Qwen3-0.6B,127,1.7962689481037772,0.08156192925810118,0.09104260706996324,0.12223381122422397,1.49866257868199,-1.770087037234422,0.263330569619121,0.2365942325286129,0.3540053951025804,1.3443383941887592,1.1725335640553494,0.260256902739647,0.09541011528677751,0.27719441827473773,1.0650799858017002
Qwen/Qwen3-1.7B,116,2.399522695579455,0.08171055183860908,0.071858604508089,0.1088130200096476,1.331688717811747,-2.3606436391375802,0.4642518980892731,0.3066101875859185,0.556362860021196,1.1984072920563706,2.2077000123034503,0.3520248260023488,0.10613391483381372,0.3676763332061708,1.0444613733115449
Qwen/Qwen3-4B,145,3.383798175650017,0.2889846376645091,0.05581611414787005,0.29432560100109484,1.018481824431049,-1.0204900708089217,0.31833926488847325,0.2395732138224377,0.3984158786380696,1.2515448849128,2.349837317572099,0.32154324261099937,0.10285453791372987,0.337593117285058,1.0499151359665662
TinyLlama/TinyLlama-1.1B-Chat-v1.0,273,-1.8444136064020706,0.37098602258108,0.31886793272793196,0.4891905431145563,1.31862257157584,-1.0782280302418363,0.3048290094020765,0.23652750545330567,0.3858315510802801,1.2657310793257193,-0.9192978892531696,0.3394242554005698,0.06922461332458961,0.34641142048750384,1.0205853440812243
allenai/OLMo-2-0425-1B,217,-0.22580517066141592,0.2993401946362924,0.18598293014138909,0.35241197827098647,1.1772958813605967,-0.21993519123984046,0.3143869741987209,0.21708225250076532,0.38205218739935676,1.215229060851183,0.0639833749028687,0.3079007091155128,0.09781629723241847,0.3230648149800539,1.0492499868158864
allenai/OLMo-2-1124-7B,151,0.9065790173612679,0.30180353842566376,0.15367203822792833,0.3386745800017725,1.122169016865885,-0.7644503694090166,0.33906151877087537,0.25710907744151784,0.42552061197319346,1.2549952985397432,0.9865154714301636,0.308101151521255,0.09610234311278877,0.3227413514263264,1.0475175111575699
bigscience/bloom-1b1,299,-2.9275981649634897,0.4674678712487347,0.43310618668939044,0.6372653918097614,1.363228215251352,-0.011254296028982175,0.3635600617766598,0.2739488557075553,0.45521851243389433,1.2521136403413355,-2.795726559765547,0.4511692394650085,0.07121714120367188,0.4567554748885424,1.0123816850416443
bigscience/bloom-1b7,306,-3.3948651826828375,0.5236628235255621,0.5115193245369347,0.7320346795866204,1.3979122570859506,-0.23226610326320915,0.38659347346245937,0.24199899040573203,0.456089930914028,1.179766245997728,-2.6876638834436233,0.44491684560732825,0.07064990089995753,0.450491296255931,1.0125291966434613
bigscience/bloom-3b,296,-3.385716965359576,0.5315037032928058,0.5618523451533929,0.7734172511447713,1.4551493175931742,-0.5000183742266928,0.36661680035819166,0.4677449698927994,0.5943006269262165,1.6210403515211889,-2.6947579061357083,0.4589111171161059,0.05694095260319415,0.46243019526855234,1.0076683218627631
bigscience/bloom-560m,312,-3.477566137678084,0.5379314433556953,0.4858864039276017,0.7248833252823782,1.347538490705153,1.1309328779850205,0.35110659177656245,0.26238018101274796,0.4383140405887496,1.2483788423650113,-3.473959459417304,0.5335030406914558,0.04120794442860792,0.5350921314232349,1.002978597328554
bigscience/bloom-7b1,297,-2.8106887269951097,0.47143571777106386,0.4197866431757781,0.631246751895886,1.3389879640015496,-0.10387026371864998,0.336269889861368,0.21944065091565676,0.4015365962171614,1.1940902481120166,-1.6929916380600083,0.36036620220882765,0.06110775845502612,0.3655105440856823,1.0142753172892545
bigscience/bloomz-1b7,303,-3.4263961623887513,0.5234390941495114,0.5551799356579914,0.763028994364744,1.4577225944587124,2.1045735303612623,0.36008735894841726,0.21825176274601601,0.42106619196533646,1.1693445534855735,-3.2657445540880534,0.5043634282954742,0.05639869361614131,0.5075069264981231,1.0062326053522013
bigscience/bloomz-3b,307,-3.370637370688927,0.5219412095492645,0.4775146490078403,0.7074198655980973,1.3553631187868986,1.6008804199937177,0.3984379682063279,0.26596378445057794,0.4790506749266305,1.202321849705242,-3.3698290107346187,0.5299987636347976,0.0413829977205245,0.5316119279650815,1.0030437133838213
bigscience/bloomz-7b1,297,-3.2749342086111155,0.500468376128051,0.46123286137390795,0.6805911753140874,1.3599084533164385,2.391930305169933,0.336826882923219,0.3191570476800136,0.4640189329581222,1.3776184636185858,-3.51413760473156,0.5341068003409607,0.03611934544586501,0.5353267051865586,1.002284009199694
deepseek-ai/deepseek-coder-6.7b-base,249,-0.8522567866553802,0.3388889689898695,0.36277440229808416,0.4964383146633114,1.4648995986592634,-0.31143662483843587,0.3211062601860583,0.22530338676642658,0.3922637459912636,1.2216010543175788,0.14840763063006934,0.32001907556322196,0.07193144755577009,0.3280035699071089,1.0249500575233976
deepseek-ai/deepseek-llm-7b-base,297,-2.593792055635353,0.4255017689224898,0.41478364136149176,0.5942198452570113,1.396515569751381,-0.10755782252821364,0.34574195338385644,0.2587845219109097,0.4318644777130239,1.249094804626012,-3.264516936442241,0.5326383420506564,0.0403405338859508,0.5341637970666635,1.0028639602063458
deepseek-ai/deepseek-math-7b-base,321,-2.846595261961685,0.4351062128959943,0.35098980056534945,0.5590270624948296,1.284805975934103,0.8934370764813617,0.36132971411623516,0.20306468751180345,0.4144809158665651,1.1470988952024905,-3.4912417044157276,0.5357484584527864,0.03433398220775264,0.5368474951685807,1.0020514043455546
facebook/opt-1.3b,320,-2.3208975856502674,0.3612018099369619,0.2825628603164745,0.4585940661761386,1.2696339097973346,1.5983320990767707,0.3201619538691605,0.17198203024068093,0.3634301795820278,1.1351448077760968,-2.328799656870648,0.4084938012313661,0.08162648328077304,0.41656940408200543,1.0197692176143094
facebook/opt-2.7b,306,-1.738531509564306,0.3327674734940076,0.27079548783776014,0.42902725746609105,1.289270411441871,1.1684046546489029,0.27740503485531376,0.161270170551793,0.3208763333012926,1.1567069554763207,-1.7530969810377668,0.3578393314864391,0.0752741366432564,0.36567086677236027,1.0218856190385488
facebook/opt-6.7b,316,-2.1086128756231104,0.35655154858120286,0.2760790291522507,0.45094194430469997,1.2647314142908572,0.7629352072449344,0.3388839661098852,0.1777709139490471,0.38268112095143303,1.1292393834512262,-2.262520337032206,0.39408969779908226,0.07866350763998083,0.4018639537773913,1.0197271230933638
google/gemma-2-2b,285,-0.752828008815364,0.2815525407701948,0.2793168198523794,0.3965976790988555,1.408609838909468,-0.18534085666275302,0.3043501896729771,0.21892663600818854,0.37491053587201173,1.2318393370309753,-0.2528176600472857,0.3320508937452377,0.07339556864981352,0.3400657370780547,1.0241373942482632
h2oai/h2o-danube2-1.8b-base,264,-1.0477207189044577,0.31277403204181176,0.2521137517757655,0.40173242208483073,1.284417441762323,-0.44818426313056076,0.31906965119101977,0.21782892422811248,0.3863351945416516,1.2108177418301733,-0.7236286492293816,0.3195337906282228,0.05946581376852258,0.3250200399366069,1.0171695434701844
h2oai/h2o-danube3-4b-base,203,0.1427188818587106,0.2850942394669597,0.22065236255706397,0.3605082391281206,1.2645230566642185,-0.5462254641921874,0.298733787485103,0.14742735960850784,0.33313165887728374,1.1151455671678787,0.7281336458872133,0.3014497985867142,0.06980147765363585,0.30942564106841824,1.0264582776936562
ibm-granite/granite-3.0-2b-base,138,0.577603142234105,0.2066771319815037,0.12568533514030644,0.24189303494195746,1.1703909020936354,0.3302852335822701,0.31438756153280456,0.17614830780953217,0.36037170420373554,1.1462657824206979,0.6389727670157007,0.34317030985776265,0.08646113798982676,0.35389460288392177,1.0312506435379103
ibm-granite/granite-3.1-2b-base,129,0.7270511113190886,0.31159097956367426,0.22466377709825877,0.3841389739215564,1.2328308555641507,0.6497505403774291,0.21254423029267233,0.12094985982477462,0.2445483968917751,1.150576501441762,0.7701503519771267,0.3281610254994153,0.06877743142014549,0.3352909091066752,1.0217267836617991
ibm-granite/granite-3.1-2b-instruct,146,1.1315806033902738,0.1952551303342501,0.09031906160513539,0.21513274695191628,1.1018033000394838,-0.0062752731199575765,0.255695206228555,0.1733820214883644,0.3089358571996053,1.2082191987731703,1.3617177009656027,0.28855345572297486,0.08922747693396571,0.30203416934127203,1.0467182539350328
lmsys/vicuna-7b-v1.5,244,-0.8905320214647732,0.33357534830676117,0.2544340252145822,0.4195344874797204,1.257690322769025,-0.06397453938016438,0.2920337822925152,0.1881767317498571,0.34741072575861826,1.189625128405983,0.24395670710935458,0.31290614269514705,0.08948796875476259,0.325450995832259,1.040091424952734
meta-llama/Llama-3.2-1B,314,-2.259625885281546,0.3729130307067659,0.3234733092502454,0.49365890072823587,1.3237909648601593,0.6884793633431799,0.33021586789531804,0.16675723320551963,0.3699330942700561,1.1202765531162446,-1.6767851608803588,0.3526844494296972,0.07212940136406404,0.35998468218893265,1.0206990491671526
meta-llama/Llama-3.2-1B-Instruct,165,-0.23124521274361873,0.3367157263804602,0.8501908800747106,0.9144408198205786,2.715765104441062,-0.9732838735325243,0.3178980996796508,0.7743234883288402,0.8370400625762645,2.6330451909582298,1.1061661290926794,0.25924319301294324,0.07523110163693154,0.2699384221948637,1.0412555834451032
meta-llama/Llama-3.2-3B,115,0.23495933456543291,0.32594824336568246,0.1829790958491177,0.37379621034854643,1.1467962106155092,0.370318430943192,0.4434554218894637,0.14640862134507515,0.4669991387650815,1.0530915075416223,0.7030103154670673,0.32175212033491507,0.07639389904556618,0.33069692280303703,1.0278002906672727
meta-llama/Llama-3.2-3B-Instruct,108,1.1360271393705892,0.19106320262306645,0.12805690427937785,0.23000808274971704,1.2038324470226844,1.3447696765740813,0.2677913929602845,0.153551626770148,0.3086913219178154,1.1527305583103513,1.1877086546468876,0.23933812708910054,0.06230089331510025,0.2473138499687754,1.0333240799394476
microsoft/Phi-3-mini-4k-instruct,250,0.6333475368259384,0.14191626717607594,0.19273139471406922,0.23934414009459626,1.6865165978304746,0.2929233457416978,0.3255624651713817,0.18879557451920356,0.3763438423655996,1.1559804419329658,-0.3340078145533926,0.3257170258955001,0.07727466123341993,0.33475805326675817,1.027757306657217
microsoft/Phi-3.5-mini-instruct,165,1.7809949038009374,0.10522944455638779,0.07099303231482337,0.1269379637417406,1.2062970043875902,-1.1306022963118199,0.2819698860228528,0.26338353044313567,0.3858469913481648,1.3683978696820593,0.7572694202699798,0.30594492826020214,0.08502443029332349,0.3175396870862672,1.0378981893636878
microsoft/phi-1_5,289,-1.5044714658898832,0.32486427751894875,0.25450588761802145,0.41268637685310805,1.2703347379554122,-0.48248365339422766,0.3411808138851238,0.22896572412346478,0.4108888542984563,1.204314069186796,-1.562747858952669,0.363292547869873,0.07578078842353683,0.3711121167947455,1.0215241654989118
microsoft/phi-2,180,0.30928210316757226,0.3036204981318949,0.1583089923883836,0.342413702933871,1.1277687278713444,0.4564594879000113,0.3099359384490504,0.13289754269881665,0.33722699001959694,1.0880538465694352,-0.11970957100587863,0.3350993870772442,0.07949256492112551,0.3443989940422069,1.0277517874505067
mistralai/Mistral-7B-Instruct-v0.3,169,0.8201184898472254,0.2901985201636997,0.1712718687424084,0.33697067250388124,1.1611729526180823,0.43183314477266277,0.28026230776205546,0.19105639112956552,0.33918948353916667,1.2102572274083347,0.41346087270166093,0.31715234017625515,0.06781275572091229,0.3243211012526616,1.022603525713928
mistralai/Mistral-7B-v0.1,131,0.8617285147958668,0.3193084679104588,0.1820953343647933,0.3675821112034023,1.1511818449690487,0.008398715862071868,0.2695165072303822,0.08464397214319319,0.28249557463762565,1.0481568551797422,0.7251941251533826,0.38340976746486743,0.11744021663121783,0.4009928356839447,1.0458597294882126
mistralai/Mistral-7B-v0.3,186,0.512801069159048,0.21627546006842677,0.12296722773831502,0.24878909486843728,1.1503343689095546,0.6181911348965883,0.25002046619937773,0.10290855396453907,0.2703708638104828,1.0813949270651977,1.0117748140541099,0.3060113227404234,0.09617637278387352,0.32076911373635425,1.0482262906606539
nvidia/Nemotron-Mini-4B-Instruct,180,-0.25075118138390373,0.31156754197263353,0.1974767021293415,0.3688785451808622,1.1839440746791994,-0.2915453319383614,0.35281667325381977,0.23551683403344992,0.424202527148333,1.2023312935756796,0.5556693146888493,0.310754789607175,0.09112497023932113,0.3238399287687001,1.0421076025185838
openai-community/gpt2,327,-3.501309572027101,0.5157243545269407,0.47508615328994386,0.7011978771360232,1.3596369281012766,2.06689754893972,0.34055722495642815,0.18041048422841996,0.3853922239609359,1.1316518802684161,-3.4269913264105765,0.53180538536762,0.04252231062626879,0.5335026849107694,1.0031915802093205
openai-community/gpt2-large,299,-3.040708951957784,0.49825700718644034,0.4756845382692641,0.6888656074727721,1.3825507670482373,1.3292528294285022,0.354308359890679,0.30019020180989425,0.4643797703938964,1.310665575424694,-3.3952000930926003,0.5340875092848256,0.037736021332453004,0.5354189713486739,1.0024929661164164
openai-community/gpt2-medium,301,-3.309074096775957,0.5363945552575858,0.47910469643757553,0.7192081959061123,1.3408193443737255,1.4095170744021075,0.36784046737403286,0.21843591706927987,0.4278093726227188,1.1630296570597478,-3.4397095375854505,0.53140719880876,0.042194964768705615,0.5330797557566834,1.00314741115979
openai-community/gpt2-xl,303,-3.0045877568816928,0.44975124061485156,0.4008607721691149,0.6024662124124615,1.3395543091528428,0.9532596337452602,0.36282356189002307,0.1891487221970037,0.409167662665713,1.1277317838297873,-2.5861066240230133,0.4325173641289863,0.07055959388646965,0.4382350129354222,1.0132194665015364
openbmb/MiniCPM-2B-sft-bf16,290,-1.7684738527563177,0.3275153112583448,0.31441211599086083,0.45400579048124595,1.3862124147323456,0.9879535967399943,0.3284910078504791,0.1781207555241276,0.37367545515742606,1.1375515500488642,-1.604446439677205,0.36276939669411656,0.07416822557902013,0.37027362971639466,1.0206859594294984
stabilityai/stablelm-2-1_6b,263,-1.604706857424346,0.3423520363665138,0.3258843926056288,0.4726579674016279,1.3806197048456044,0.532725238872351,0.29123990023265006,0.17615703253191137,0.34037035652061837,1.1686941117914187,-0.8207249363610307,0.34289245414004027,0.08597628690709071,0.3535069405492769,1.0309557305244799
stabilityai/stablelm-2-zephyr-1_6b,260,-1.2530649509224385,0.33688645643630516,0.2917321488831994,0.4456457463302211,1.3228366347653366,-0.3557589576940679,0.3193438170303516,0.19359386006901436,0.3734421724068343,1.1694047371248808,-0.16192459102625958,0.32599239611188097,0.07508962281668295,0.33452876375211327,1.0261857875890534
stabilityai/stablelm-3b-4e1t,300,-2.015334334876416,0.34781558017697217,0.2777587589904345,0.4451130261065722,1.2797386071092447,0.3378262256016879,0.3395000590157717,0.17886821311144238,0.38373705546036707,1.1303004087034352,-1.228179376047111,0.32477630096689697,0.06860566926660006,0.3319433438484022,1.022067628888463
stabilityai/stablelm-zephyr-3b,271,-0.6719703653885871,0.2905545949280295,0.3255124519890876,0.4363259435717058,1.5017003729704703,-0.8464542202250885,0.3130679879596927,0.2533542773054606,0.40274055533817615,1.2864316085553555,0.1353577237141891,0.3011091863053318,0.06049188359582359,0.30712539793776367,1.0199801663517873
tiiuae/Falcon3-1B-Base,154,0.3694858849573582,0.3093348677114654,0.18060366312834367,0.3581979111014552,1.1579616412190792,-1.0591901237277146,0.29268305217536794,0.21500710881813606,0.36316859152881453,1.2408254896536117,0.8650437686464323,0.3248618521199647,0.08235321228507794,0.33513769489045087,1.031631423337116
tiiuae/Falcon3-3B-Base,134,1.9033879400004121,0.23686950136226734,0.13458719367412975,0.2724350810315861,1.1501484127959762,-0.7611351482629949,0.2923723263812132,0.11056415715254996,0.3125796059892846,1.069114884634204,1.5643870232532548,0.3120701830681029,0.10741864351388274,0.33004024623448863,1.057583403161795
tiiuae/Falcon3-7B-Base,104,2.393570026368155,0.06618769980074339,0.12064507889565948,0.13760830885761668,2.07906165755697,-0.05347486587453744,0.185792639817062,0.11256193874675943,0.21723051135745586,1.1692094561514852,2.325760745652644,0.26893045425288936,0.1979484594891718,0.3339269109233362,1.2416849993839942
togethercomputer/RedPajama-INCITE-7B-Base,313,-3.1958510073452198,0.5006570270916147,0.5002371707088455,0.7077391367834652,1.413620699373419,1.010885290866315,0.3451506232768253,0.23681688684713292,0.41858235825742673,1.2127527230965076,-2.7383773070843938,0.44909053820456346,0.061621277673792614,0.4532984594800815,1.0093698729266065
togethercomputer/RedPajama-INCITE-Base-3B-v1,317,-2.8243313449149015,0.44964396687770203,0.3848136217930898,0.5918287087215617,1.3162162784729017,1.122410461214866,0.2958469299214636,0.1706595067517326,0.3415407343036846,1.1544508316998625,-1.7208136882137857,0.35424775934771974,0.07815731272251647,0.3627671988133508,1.0240493813745442
01-ai/Yi-1.5-6B,285,0.6070512142003096,0.0998153343973516,0.11380918628021496,0.15137909982101158,1.5165916212672441,-0.6830139801420512,0.3201203058796249,0.17081939321835946,0.36284469864661534,1.1334635509909081,-0.6616403183406522,0.29125206953903554,0.062041214506433,0.2977866355433105,1.022436118701636
01-ai/Yi-1.5-6B-Chat,241,1.272300662038328,0.1953811424130421,0.23134809564969566,0.30281303170663937,1.549858026044718,-0.5389151914617336,0.39678748978853207,0.2418158520745286,0.4646667820785285,1.1710721583640975,-0.4732286629184267,0.3146574558773879,0.06362077249537385,0.3210247922390706,1.020235771448441
01-ai/Yi-6B-200K,305,-1.1088827083482005,0.2566279123180912,0.2050975957313707,0.328516223580405,1.2801266261840138,0.49271595258205836,0.3037534833937668,0.12619069636992444,0.3289228944968316,1.0828613085251002,-1.5962035759576951,0.35551418318805833,0.06748951442343969,0.361863467353343,1.0178594398354175
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,323,-3.001055024286833,0.42958895467365665,0.41435663666498845,0.5968568440806609,1.3893672953813994,2.018142889260331,0.3405337370830748,0.2046208033938901,0.3972818889319342,1.1666447275824994,-3.073081152193126,0.4849645712970889,0.06192297694273724,0.48890192317766556,1.0081188443725813
BEE-spoke-data/smol_llama-220M-openhermes,309,-3.1054757871439267,0.4754195882110514,0.42324892743560166,0.6365245002591439,1.3388688982174914,1.126682344254234,0.3618523706630159,0.21508338749084505,0.4209489300722614,1.1633167672798823,-2.643584476735752,0.4341163232716832,0.06888510382703522,0.4395476534577178,1.0125112323469014
BSC-LT/salamandra-2b,313,-2.122188052475265,0.35796410000092094,0.2636828117696814,0.4445974832500006,1.2420169599377613,0.7605168655369027,0.35201955246736266,0.2491282076411488,0.4312570337534376,1.2250939776801784,-2.01525120668,0.37243634655447483,0.08049832872603,0.3810364984650799,1.0230916020688308
