model,actual_full,pirt_pred,theta,se,n_items
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.4627668807498698,0.43903702071852574,0.08846094509450741,0.19780533867513184,8
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,0.3521957993403923,0.4084830985373544,-0.20348913530500717,0.11482071436758574,8
NotASI/FineTome-v1.5-Llama3.2-1B-1007,0.3212983856969276,0.4084830985373544,-0.20348913530500717,0.11482071436758574,8
NousResearch/Hermes-3-Llama-3.2-3B,0.4332581149106058,0.4335180593552807,0.04087279333903397,0.1675549586157438,8
Novaciano/ASTAROTH-3.2-1B,0.35098073251171674,0.39271805756263034,-0.35717112213095964,0.15545588822080925,8
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,0.45044263148758895,0.44163092689904393,0.1088635409452928,0.29265644411396374,8
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,0.4471445929526124,0.48827931307275485,0.4535936657005179,0.0761841293912894,8
Qwen/Qwen2.5-3B-Instruct,0.4655441763582711,0.48827931307275485,0.4535936657005179,0.0761841293912894,8
RezVortex/Jajuka-3b,0.4577330324596424,0.44163092689904393,0.1088635409452928,0.29265644411396374,8
Sakalti/Sailor-japanese,0.28762367644506165,0.324732380586518,-2.0043302994585144,0.195541808878529,8
Sakalti/Saka-1.5B,0.39541746224613783,0.3635054042104175,-0.6020808978079939,0.024531176601060932,8
Sakalti/tara-3.8B,0.48724179829890646,0.5873638665979505,1.078569750574534,0.0958277499131804,8
SultanR/SmolTulu-1.7b-Reinforced,0.35150147543829197,0.3720707030855969,-0.5359743740307785,0.04986541258605248,8
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,0.5646589133830933,0.5873638665979505,1.078569750574534,0.0958277499131804,8
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,0.32181912862350287,0.35393702245810904,-0.6725889509345309,0.044899704668833196,8
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.30289880229126886,0.3758499733944742,-0.5049774200228436,0.022729674017704586,8
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,0.35236938031591736,0.39271805756263034,-0.35717112213095964,0.15545588822080925,8
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.34959208470751607,0.3858526735045846,-0.41838688081199493,0.04637787085370399,8
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.4032286061447665,0.3752233855980029,-0.511065366376089,0.03317171196510261,8
Youlln/2PRYMMAL-Yi1.5-6B-SLERP,0.4618989758722444,0.3726160276814735,-0.5321900594648477,0.051226408252439015,8
akhadangi/Llama3.2.1B.0.1-Last,0.3145287276514494,0.3635229480022043,-0.6005367336626268,0.013099372754777459,8
allenai/OLMo-7B-Instruct-hf,0.3659086964068738,0.3635054042104175,-0.6020808978079939,0.024531176601060932,8
anakin87/gemma-2b-orpo,0.33952438812706126,0.3838326339784381,-0.4360755171099979,0.04896908008549379,8
arcee-ai/raspberry-3B,0.4223225134525256,0.44739352461031684,0.15860185217802422,0.08550617470483428,8
awnr/Mistral-7B-v0.1-signtensors-1-over-4,0.34941850373199096,0.3188504913053207,-1.3545103198348025,0.14696927880304828,10
bamec66557/VICIOUS_MESH-12B,0.5413990626627322,0.4531423195021082,0.2028214504167371,0.2611280081737278,9
bunnycore/Llama-3.2-3B-Della,0.36538795348029857,0.48827931307275485,0.4535936657005179,0.0761841293912894,8
bunnycore/QwQen-3B-LCoT,0.4867210553723312,0.48827931307275485,0.4535936657005179,0.0761841293912894,8
bunnycore/Qwen2.5-3B-Model-Stock-v4.1,0.4783891685471272,0.48827931307275485,0.4535936657005179,0.0761841293912894,8
bunnycore/Smol-Llama-3.2-3B,0.4528727651449401,0.44163092689904393,0.1088635409452928,0.29265644411396374,8
carsenk/phi3.5_mini_exp_825_uncensored,0.2928311057108141,0.3193324348132346,-1.1663612189285557,0.05761034582701365,8
cjvt/GaMS-1B,0.3055025169241451,0.31721589092900704,-1.2615121650813348,0.05225798897291984,8
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,0.3107099461898976,0.35393702245810904,-0.6725889509345309,0.044899704668833196,8
dwikitheduck/gemma-2-2b-id-inst,0.3933344905398368,0.43903702071852574,0.08846094509450741,0.19780533867513184,8
dwikitheduck/gemma-2-2b-id-instruct,0.3933344905398368,0.43903702071852574,0.08846094509450741,0.19780533867513184,8
ewre324/Thinker-Qwen2.5-0.5B-Instruct-Reasoning,0.3278944627668807,0.3256808246224971,-1.0396442388890481,0.074718118804757,8
godlikehhd/alpaca_data_ifd_min_2600,0.41885089394202396,0.3752233855980029,-0.511065366376089,0.03317171196510261,8
godlikehhd/alpaca_data_score_max_0.3_2600,0.41190765492102066,0.31799500533863384,-1.2106827667589901,0.0675054980170964,8
godlikehhd/alpaca_data_score_max_2500,0.414684950529422,0.31799500533863384,-1.2106827667589901,0.0675054980170964,8
google/flan-t5-base,0.35236938031591736,0.3635054042104175,-0.6020808978079939,0.024531176601060932,8
hotmailuser/QwenSlerp2-3B,0.4764797778163513,0.39968645685853116,-0.29075963552258577,0.09274917208129205,8
iFaz/llama31_8B_en_emo_v4,0.4903662558583579,0.3853130030068243,-0.42561936859014715,0.08549629450757389,8
ibm-granite/granite-3.1-2b-base,0.40392293004686686,0.4335180593552807,0.04087279333903397,0.1675549586157438,8
jaspionjader/test-11,0.5335879187641035,0.4531423195021082,0.2028214504167371,0.2611280081737278,9
lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR,0.32598507203610483,0.31847040189573583,-1.1837283521536623,0.04870395655044118,8
macadeliccc/magistrate-3.2-3b-base,0.33206040617948274,0.31733537415573565,-1.2465354132216437,0.05874580150980266,8
microsoft/Phi-3.5-mini-instruct,0.5500781114389863,0.5160390962340565,0.6263379379754008,0.0630646770896534,8
microsoft/Phi-4-mini-instruct,0.5667418850893942,0.3186587639926188,-1.473147412786742,0.13270321580969904,8
mrdayl/OpenCognito-r1,0.46450269050512066,0.39968645685853116,-0.29075963552258577,0.09274917208129205,8
mrdayl/OpenThink,0.34386391251518833,0.36656459310413503,-0.5783617995862653,0.04292322718078991,8
ngxson/MiniThinky-1B-Llama-3.2,0.3100156222877973,0.3614568677031659,-0.6168385574482175,0.041726618309262026,8
noname0202/llama-math-1b-r32-0to512tokens-test,0.3466412081235897,0.4084830985373544,-0.20348913530500717,0.11482071436758574,8
nvidia/Hymba-1.5B-Base,0.32303419545217843,0.3614568677031659,-0.6168385574482175,0.041726618309262026,8
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,0.2997743447318174,0.3193610941162729,-1.7664571161613132,0.055696311914640355,8
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,0.29630272522131573,0.323371734638154,-1.0814992638153116,0.04069394517176422,8
oopere/pruned20-llama-1b,0.30029508765839263,0.3635229480022043,-0.6005367336626268,0.013099372754777459,8
openbmb/MiniCPM-S-1B-sft-llama-format,0.3016837354625933,0.331010168838601,-0.9604388777404609,0.12220399178684122,8
pankajmathur/orca_mini_v9_6_3B-Instruct,0.45391425099809063,0.48827931307275485,0.4535936657005179,0.0761841293912894,8
princeton-nlp/Sheared-LLaMA-2.7B,0.32268703350112826,0.3614568677031659,-0.6168385574482175,0.041726618309262026,8
prithivMLmods/Llama-3.2-3B-Math-Oct,0.43707689637215763,0.44163092689904393,0.1088635409452928,0.29265644411396374,8
prithivMLmods/Llama-Deepsync-3B,0.42874500954695366,0.44163092689904393,0.1088635409452928,0.29265644411396374,8
qingy2019/LLaMa_3.2_3B_Catalysts,0.44540878319736155,0.44163092689904393,0.1088635409452928,0.29265644411396374,8
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,0.42180177052595036,0.31799500533863384,-1.2106827667589901,0.0675054980170964,8
ruizhe1217/sft-s1-qwen-0.5b,0.32858878666898106,0.31799500533863384,-1.2106827667589901,0.0675054980170964,8
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,0.381010241277556,0.4335180593552807,0.04087279333903397,0.1675549586157438,8
sumink/bbhqwen3,0.29231036278423883,0.31721589092900704,-1.2615121650813348,0.05225798897291984,8
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,0.3107099461898976,0.3177024123339535,-1.208891329960191,0.03193796633057597,8
tinycompany/ShawtyIsBad-bgem3,0.3823988890817566,0.3403479123893909,-0.8339246437594803,0.1291519236665982,8
vhab10/Llama-3.2-Instruct-3B-TIES,0.4332581149106058,0.31847040189573583,-1.1837283521536623,0.04870395655044118,8
yasserrmd/Coder-GRPO-3B,0.4438465544176358,0.48827931307275485,0.4535936657005179,0.0761841293912894,8
zake7749/gemma-2-2b-it-chinese-kyara-dpo,0.4235375802812012,0.4335180593552807,0.04087279333903397,0.1675549586157438,8
zelk12/Test01012025155054,0.2787710466932824,0.3193610941162729,-1.7664571161613132,0.055696311914640355,8
