model,mean_scenarios,online_correctness_sd,online_correctness_mean,full_correctness,online_scaffolding_sd,online_scaffolding_mean,full_scaffolding,online_presentation_sd,online_presentation_mean,full_presentation,batch_correctness_sd,batch_correctness_mean,batch_scaffolding_sd,batch_scaffolding_mean,batch_presentation_sd,batch_presentation_mean,mwle_correctness_sd,mwle_correctness_mean,mwle_scaffolding_sd,mwle_scaffolding_mean,mwle_presentation_sd,mwle_presentation_mean
HuggingFaceTB/SmolLM2-360M-Instruct,38.375,0.07610952119766291,-0.94739525,-1.3125152217571745,0.1607992493233022,-0.77455125,-0.9190125193022367,0.07829151990597384,-0.12655725,-0.3764635139617205,0.052006112533683924,-1.0557630168026657,0.10743622514230021,-0.8510140821134428,0.07092217617046351,-0.18076260476433842,0.05645762079575789,-1.0895721708142203,0.13736953210326464,-0.9169389090720201,0.07367303235599386,-0.1659998120136353
LLM360/Amber,50.0,0.09718626068012065,-2.304857375,-4.60423929533265,0.20147427067494247,0.5391135,0.6576803451420139,0.06853678314496078,-2.854644125,-4.517977031392438,0.026488116572513425,-3.3837459345628824,0.11738975203015914,0.37147749197817037,0.02158390410857665,-3.5055433500182014,0.04796191292347991,-7.232378235370515,0.12198682686315344,0.43132496295915235,0.032117139970360156,-5.896684226323297
Qwen/Qwen2-0.5B,46.125,0.11297675613151585,-1.6313205000000002,-2.428848153858343,0.08878493071875641,0.065799375,-0.4459571004478839,0.07489196994744751,-1.339209125,-1.479332646465181,0.1349587979924777,-1.8594019707819844,0.13796694801438206,-0.03553905304050385,0.07058792128553544,-1.44679286462488,0.15763579783289622,-2.005457919046242,0.12658235949971158,0.007854849912060674,0.08034100500925989,-1.5761870017200896
Qwen/Qwen2-1.5B,37.625,0.09657584437211772,-0.25257175,-0.41839668807872327,0.11760112606915965,-1.304090375,-1.215295496202139,0.07236733540071794,-0.463345,0.16830874359300654,0.10931577015196661,-0.3674639429320443,0.24917919956761392,-1.4616091378643064,0.06672044329388219,-0.5073228876614262,0.11384144633654322,-0.34206410801897436,0.1738063629566764,-1.542895161426281,0.07561181386140167,-0.5310444072486801
Qwen/Qwen2-7B,18.0,0.060014640736526736,1.329442625,1.399990521200198,0.1214890794453739,-0.049908375,0.0703281003215346,0.045245823834222536,1.09607275,1.191761874555887,0.0734636396286645,1.2767185746138103,0.1383454800455787,-0.007485106196232723,0.03248045126399316,1.0371323003114212,0.0736556192470496,1.3341990532228971,0.13658734011743504,0.008034712067689444,0.03098416552223826,1.1816606872841842
Qwen/Qwen2.5-0.5B,27.625,0.17542076450062682,-0.879841375,-1.1918590786018366,0.1346442919185585,-0.741386,-0.9449746111959985,0.2641828997611965,1.2085306249999999,0.8086412168127598,0.24341217363693046,-1.0125375339644767,0.09864156041778321,-0.8284348905907765,0.22514169789378713,1.1379786867723394,0.2852961252933629,-1.0473500781814606,0.10816313374324886,-0.8795163348299182,0.23145543017381154,1.2707233309395298
Qwen/Qwen2.5-0.5B-Instruct,26.0,0.19053336240468327,-0.528844375,-0.5355832487616329,0.1912257001117642,-0.780388375,-1.0997990968422862,0.09407398161520272,1.53565325,1.582662153022682,0.2247823482493549,-0.6496716263466421,0.1358397182473798,-0.8917591581885014,0.12523737964616696,1.4896112780966155,0.2376222574181088,-0.6350387781070559,0.16771766610054897,-0.9340280729810163,0.11402698016744446,1.6002080850916398
Qwen/Qwen2.5-1.5B,22.375,0.13282158932185828,0.9288406249999999,0.7996302954804009,0.05948346276907557,-1.2077925,-1.4952353897762594,0.04320590733753167,2.238623125,1.9276853522274624,0.16782828409005945,0.8308803557441183,0.07162093167055945,-1.269435028553944,0.08274773893953431,2.2528626525550535,0.17325323231992928,0.9219222700407753,0.05058145823687365,-1.370011735675976,0.0905302141645764,2.429587572509301
Qwen/Qwen2.5-1.5B-Instruct,21.875,0.12914389452927108,1.32237575,1.199999690736011,0.15877170464538068,-1.064274,-1.2394929251606868,0.1468158190063319,2.382866,2.40428595046527,0.09307559204108509,1.1811861173914584,0.12174886096114124,-1.156507212190067,0.12705384857928015,2.403587099323238,0.08514735608787914,1.2713976134594804,0.10906230285807986,-1.2555919199285763,0.10351007495257851,2.535494356968093
Qwen/Qwen2.5-3B,19.875,0.1049974967748488,1.924187375,1.3999999407300245,0.08902859186440823,-0.744785875,-0.4553662939893922,0.06340086938370305,2.505130125,2.450908067537314,0.1162499342423889,1.9247508114582734,0.09887646887202257,-0.7928394723457906,0.1259980191211313,2.585560198668701,0.10203722386825338,2.022825905107632,0.11293962751318787,-0.8657936371958491,0.12673815039476308,2.698897305761964
Qwen/Qwen2.5-3B-Instruct,18.625,0.16085790905869185,2.2641943749999998,2.086385818784644,0.19514487822284593,-0.023847874999999998,0.43952511583590825,0.11518998211155075,2.703075875,2.7426615933764813,0.150288627773984,2.303979802039262,0.1037660162233165,-0.0005645403653606086,0.11382787983401907,2.835852686666147,0.13721255568928797,2.4059257138164645,0.16668109137344314,0.011084222044429111,0.27976200117553074,3.015555906246055
Qwen/Qwen2.5-7B,17.875,0.1290076632083706,1.652268625,1.7999741707620285,0.14340645789329015,1.0444605,0.9572732378357218,0.16902744465248837,2.4343779999999997,2.200602230920265,0.11117393204577898,1.6787495362082403,0.12080803822901788,0.9738840924883848,0.14824959956882633,2.4465043342168826,0.12579273595143928,1.7565747561806972,0.12961328253591062,0.9554504101028327,0.14812543571647413,2.5623082014775727
Qwen/Qwen2.5-7B-Instruct,18.25,0.13969189615699792,2.5842157500000003,2.425933203422922,0.33390357274546717,0.78967625,1.2877193623149292,0.08747049136816086,2.45072825,2.785346222310154,0.15824467898874753,2.5898404810452647,0.14256621769047867,0.9751833100432549,0.09824940388893692,2.4539929500154956,0.18080849666087984,2.6798153973080368,0.14636692488079794,0.9267268174207429,0.08892881474665931,2.5715254945269184
Qwen/Qwen2.5-Coder-7B,18.875,0.12294658759701302,1.7116820000000001,1.601260917600148,0.28182173135043964,-0.5212988749999999,0.11282758273912924,0.05815068892635218,2.087684875,2.399601979207524,0.11917308899535038,1.7192065327457242,0.25037258002202856,-0.580066488508439,0.06380366473910204,2.065020539351399,0.1220851916979755,1.7950596781489803,0.2890806696488035,-0.5875607401745215,0.061504678132880373,2.224690437315002
Qwen/Qwen2.5-Math-7B,18.75,0.10245696125134383,1.942378875,2.1999999657190017,0.07856259372060839,-0.787630125,-1.3855565437558897,0.12333855605988543,2.18917275,2.52510234230041,0.1266614675509278,1.937506847498819,0.11038830751673791,-0.872125182016418,0.13311951256650756,2.2006736636739515,0.12906797336135495,2.0300494299923675,0.10899366978718297,-0.9120158049308557,0.11514964523999434,2.3666245412455638
Qwen/Qwen3-0.6B,30.25,0.11101908958703624,1.334991375,1.0064594786228827,0.3111788761903825,-1.155382125,-1.5892171897481895,0.16517732625116674,0.5271353750000001,0.3027296556597654,0.12278676657824299,1.2855270968496422,0.24664316009488108,-1.1650582978484563,0.15170077586958183,0.48049070791681814,0.12086891555307216,1.336815744675204,0.25872782846049924,-1.2494524202236064,0.16896631366158715,0.5500984414652689
Qwen/Qwen3-1.7B,18.0,0.10574774268387183,2.489439375,2.6847628536104,0.21055500506459113,-1.246718,-1.6291815161535304,0.08879002753116122,1.861908375,2.2236398122963967,0.09751174250092544,2.5122073747334186,0.2740887884364533,-1.3399574830106966,0.0878780609489588,1.8509811475123814,0.09987228748790096,2.5713001601365892,0.2603815491246298,-1.4586920583278289,0.10316236088871025,1.9753103176976903
Qwen/Qwen3-4B,20.375,0.16524287889327485,3.55617825,3.766983962287586,0.2678560562951385,-1.115428375,-1.694630635560347,0.09957240707269258,2.186497,2.386003732396609,0.17269725044043363,3.616484078017068,0.2109528457908878,-1.2644698967376025,0.11882405817305715,2.1697393584830897,0.18379702142900087,3.697285104188439,0.3304164491875458,-1.5077090734063097,0.10187787861550582,2.338346218367839
TinyLlama/TinyLlama-1.1B-Chat-v1.0,45.375,0.07842671481509027,-1.50344475,-2.282089373560308,0.17938243907065568,-0.88591675,-1.105404738935787,0.08261255913515438,-1.154645875,-1.8603811649278885,0.09916078684534048,-1.7558771614809077,0.11728737689406983,-0.9288274064252358,0.04661028754030097,-1.2034776062883221,0.11818747391770186,-1.890260351100899,0.11993145696243734,-1.1184927162506315,0.04697879004646082,-1.299446855723943
allenai/OLMo-2-0425-1B,26.75,0.21618672243499948,-0.11519974999999999,-0.6826102376691849,0.12029162509443198,-0.117539125,-0.25843280950304376,0.04478661683035876,0.222572875,-0.15674874329813693,0.2242959523617895,-0.19615615517672164,0.13085525277261298,-0.13046914638653373,0.06890847462370815,0.14525885091683668,0.23923779393779013,-0.13524767417363592,0.13791028568824626,-0.11189913507681945,0.06403453309237757,0.22972657742880545
allenai/OLMo-2-1124-7B,21.5,0.19576327230979126,0.6034152500000001,1.0001484133026846,0.23533699632920022,-0.344681,-0.35186880702211626,0.11450847489269077,0.9351769999999999,0.8823946986434756,0.19661629754971746,0.5491238552166414,0.23476871119707798,-0.3997845004788422,0.13448742960793425,0.8544219389694585,0.19228084760752487,0.6288264273270138,0.2655577478256835,-0.4166029416520741,0.1036259172917183,1.0114125167163976
bigscience/bloom-1b1,50.0,0.12834670802240122,-2.08080225,-4.188870601670636,0.1474608601476486,0.311033375,0.35226797949728955,0.06782776658889404,-2.53681525,-3.7815926572535807,0.059739180894155516,-2.6580058938549675,0.12594947292074565,0.11535608413958114,0.028255537104467925,-2.913277858894017,0.06915778189869581,-3.137111139886289,0.12237934123537728,0.18910954228684684,0.03431066599713896,-3.577542512212758
bigscience/bloom-1b7,50.0,0.13886615926563062,-2.25007375,-4.721574141727763,0.15961629315721498,-0.1373425,-0.06870453924538283,0.07190749103264124,-2.496487875,-3.7797118504388285,0.03470629048035323,-3.2888932799203383,0.3430435554328469,-0.4994407522132573,0.06400086901450622,-2.8856056702700865,0.09738557531638548,-5.624106797480824,0.41346693136296675,-0.4919403778868521,0.13719855410288362,-3.548984682886859
bigscience/bloom-3b,50.0,0.18263445154666197,-2.30569,-3.645291295231007,0.1154088223430487,-0.259274875,-0.11586291468084031,0.05454307581842428,-2.332399375,-2.8988520778445106,0.029039799782315683,-3.340086640119444,0.31129740029426173,-0.7148229280962572,0.01685121147935273,-2.6068304933858064,0.08258516715567926,-5.911994533901771,0.46796474546549094,-0.8224408041534401,0.019089213512884732,-3.056345991549409
bigscience/bloom-560m,50.0,0.18199728643611524,-2.486065125,-5.4711738924265045,0.13320407306272583,0.580551,0.29909441589725294,0.08919688025058661,-2.8536312500000003,-4.805000056863287,0.03895447557701938,-3.4178815882656446,0.09964186326928309,0.44378661644840894,0.02296287523439405,-3.5104507409153096,0.09725067705008664,-6.977471574593396,0.0862753075433512,0.5370550729796952,0.043787525492281355,-5.887437973409231
bigscience/bloom-7b1,49.125,0.08810979500165912,-2.1907316249999997,-2.735577352955599,0.226631691955217,0.15145337500000003,-0.15108086329991902,0.08092959267387534,-1.6605491250000002,-1.9272509630596295,0.047060692108198666,-3.112135520025497,0.17301162830988198,0.04094989644560968,0.0674083208031438,-1.7737952656108016,0.11509802952584114,-5.058181156733121,0.1951452174237436,0.08881599321763028,0.07587899402145455,-1.942528053538279
bigscience/bloomz-1b7,50.0,0.08370969081743165,-2.3957870000000003,-5.427764410003447,0.07435948287205874,1.4125860000000001,1.6433449762552363,0.09680341305546777,-2.73355225,-4.450742010322841,0.04207783620512172,-3.4100311790651707,0.08978485882125731,1.460240877637958,0.08907819655898172,-3.1658554409633766,0.06653787889691999,-6.346206097496863,0.1092617692094615,1.688740333959791,0.29431531784489107,-4.179570814964743
bigscience/bloomz-3b,50.0,0.1362701933501509,-2.39841575,-5.054402407396678,0.11303547960036427,1.507605375,1.4645543523350222,0.09756862544608025,-2.83630125,-4.483956370242893,0.06080275463676049,-3.233571495510704,0.10005703901329813,1.505684389945606,0.015527347650925012,-3.522825135783371,0.28789636544311314,-4.871858164829727,0.13011890759865083,1.7358643981326076,0.0526736017043345,-5.902778052479652
bigscience/bloomz-7b1,50.0,0.13139902156004635,-2.5190782499999997,-5.188206635109189,0.16152405634064038,2.078235375,2.48231056384628,0.07952528775922471,-2.7911452499999996,-4.476711662175544,0.06522779612833314,-3.3370847224035156,0.08937962106315712,2.1442045090746626,0.105788429103449,-3.388845021514631,0.44270005960927516,-4.8335285667839685,0.05180177843032016,2.2742655856435245,0.6325378161296651,-5.094625568085819
deepseek-ai/deepseek-coder-6.7b-base,36.125,0.16014245412834785,-0.6778109999999999,-0.8080139808177141,0.10450010194066499,-0.182380875,-0.19593589464876354,0.1140177919676903,-0.16327175,-0.33966442552846793,0.180226580173808,-0.7554372751801689,0.11280805887713646,-0.2362064728666061,0.11226479780355181,-0.1806464049920345,0.20029971546183029,-0.7495774057604099,0.11688484087971418,-0.2002330674514303,0.12062856251872027,-0.16951714485846414
deepseek-ai/deepseek-llm-7b-base,50.0,0.14705710017492993,-2.069794875,-2.1821771437313857,0.15077853270587793,0.05494775,0.01384117726949643,0.12428260536776653,-2.6966330000000003,-3.6788823009759253,0.18983721225936032,-2.787640613919794,0.1261232411754944,-0.1845386218299882,0.07323078697677037,-3.263368498839426,0.44115305320408454,-3.507523140311984,0.10333805568211021,-0.1255278033138107,0.2352815873887905,-4.552363551026453
deepseek-ai/deepseek-math-7b-base,50.0,0.16729007555025305,-2.158820125,-4.018198144502667,0.13538330915866253,1.1056615,0.6397956717061732,0.0776589645754919,-2.8518392500000003,-4.789764472371693,0.19488466755881437,-2.6704423936549895,0.11167347039781789,1.0639268876201498,0.013817625728161007,-3.5179217583510827,0.4428259531537215,-3.1894996139280494,0.14440401544484258,1.2337051715903833,0.030181900174469926,-5.883613613587317
facebook/opt-1.3b,50.0,0.13812448695917165,-1.8030706250000001,-2.0249825850349765,0.11301527519432936,0.9542465,0.9502887874218174,0.05476952748777714,-2.239797625,-2.318290444347233,0.09863088538663771,-2.0556914489164626,0.14610088429181017,0.9512507678116909,0.08288673948393022,-2.4004587728269,0.11900346805914305,-2.2379238396761503,0.14121121594235675,1.064369185750329,0.12144787189126179,-2.7308125168994097
facebook/opt-2.7b,50.0,0.058937917012177966,-1.425231375,-2.011117462292812,0.11287700405751386,0.8066310000000001,1.0188642812030753,0.03723084810929641,-1.93139425,-1.8935427796475468,0.053866668478371335,-1.6105598276335247,0.12937786396398593,0.790630922791712,0.04536143267614592,-2.0593412159196873,0.06032620056906383,-1.7040171862872193,0.12495443897630092,0.9204982933098977,0.05728908779659277,-2.27891510926991
facebook/opt-6.7b,50.0,0.09825098414774272,-1.8166805,-2.1991243330165444,0.10702287516811536,0.645149,0.8116092702664421,0.0672859965862837,-2.3016048749999998,-2.6884683610064837,0.09787086989652144,-2.134598976716556,0.12081243055070547,0.6408852332202268,0.018760075455037988,-2.533640172621511,0.1276009471379933,-2.3403609235461174,0.12462760669026995,0.7035271056242449,0.02047346607515287,-2.9257107768379322
google/gemma-2-2b,33.0,0.12237022468255655,-0.368423875,-0.8531724424242716,0.22164455211427483,-0.26937075,-0.03692187451507257,0.05344020134093223,0.134866875,-0.17524299511323702,0.1408625873927017,-0.43453949259837377,0.22086790986842875,-0.40781342277624233,0.04848580713601891,0.11971645668837519,0.14266569803164855,-0.39376612716141,0.2663613265986361,-0.3488396907652742,0.058756594053152374,0.1615150716224215
h2oai/h2o-danube2-1.8b-base,41.0,0.0734236798560885,-0.6642678750000001,-1.2047390063395595,0.20356668238073733,-0.402009,-0.4830334409476835,0.07896600499898673,-0.593569,-0.7814019897903264,0.07324106851475388,-0.7523044166691386,0.1614971197371699,-0.46363091840516407,0.09167526374566105,-0.6227382837025015,0.07896585115180707,-0.7562776892440897,0.21915280924967218,-0.4754782007458186,0.10047075092606986,-0.6644244953666136
h2oai/h2o-danube3-4b-base,29.875,0.12878028060615493,-0.188552,0.1959855124039027,0.1261124200584542,-0.5194000000000001,-0.858288766578529,0.1478552906330629,0.53341575,0.3636178585389527,0.13462443920588224,-0.26254430472910384,0.13124601983837272,-0.6186938060782515,0.14641652702768698,0.5141595387068022,0.1431020348625367,-0.21478871687157286,0.14665152179270863,-0.6078804418458306,0.16546599607961257,0.6042563415205422
ibm-granite/granite-3.0-2b-base,19.875,0.21145440522175818,0.57377425,0.7995698289390212,0.3093544808227438,0.367062875,0.10538960612399378,0.05363964819049429,0.877295,0.8400667980533963,0.21226151746824543,0.5418578224281976,0.29528021339384103,0.34629580665669096,0.06766379454944962,0.8200419006872579,0.20651294469554263,0.6005762482296233,0.32755983079392276,0.3764951024308219,0.056574338765466615,0.9881035304179704
ibm-granite/granite-3.1-2b-base,20.75,0.17283104776734812,0.302630875,0.7927459143125614,0.1922108211378443,0.9289316250000001,-0.11946215599156183,0.06359071348819337,0.78380675,0.8484883295665571,0.2140191814818151,0.210025908468306,0.18097204284612353,0.8982038300708827,0.062352934729121436,0.7268371524369973,0.21462070870924124,0.23439544206318857,0.17789532432248728,1.0150397823194148,0.060310624068857364,0.8836920583382766
ibm-granite/granite-3.1-2b-instruct,18.375,0.11455253438597505,1.091574,1.20048757364156,0.11981958748885761,-0.116115,0.013228656058251983,0.1544800480332634,1.4898708749999998,1.5085005999248726,0.12578881368558378,1.049772882406857,0.10683820135826437,-0.12830763023024122,0.12329238154888042,1.4229012670419448,0.1247068330192726,1.1191162849596208,0.1230349653665527,-0.1144694046996987,0.11084940956796918,1.5350900755379986
lmsys/vicuna-7b-v1.5,31.125,0.12136525236032089,-0.395298375,-0.001635247087307794,0.24910462793244,0.30299787499999997,0.23842859470033242,0.09834352774132814,0.000943124999999996,0.2493934054128738,0.1237581948859372,-0.43658089348190643,0.2523415434382315,0.2726834426309033,0.09887816729209857,-0.016135034178069028,0.12630180664905222,-0.42844692604698925,0.26990916751579563,0.34836195272934306,0.10520736850928343,0.012332406580746816
meta-llama/Llama-3.2-1B,48.75,0.12927628634996252,-1.92583375,-2.6153361697497846,0.22557964930703384,0.275667375,0.08037829591580836,0.07075525685549805,-1.59199475,-1.7976809621326144,0.1109554173481964,-2.3409948273236507,0.1884196637019792,0.215060799972521,0.07984771759654154,-1.7123180344090019,0.14957073182074898,-2.656038598734589,0.22605127849302856,0.27141152724461937,0.09591554632502107,-1.8753008950495111
meta-llama/Llama-3.2-1B-Instruct,27.125,0.12195344372443935,-0.5070925,-0.3262970168356557,0.1718170596964981,-1.0796385000000002,-1.2685484822525768,0.143629354747515,1.30728525,0.9118170604731045,0.14318709101616922,-0.6209707320506708,0.13205418018662007,-1.146952307601985,0.10838828246943111,1.2020208412101034,0.14765161587769196,-0.5887175054277621,0.12996093704491063,-1.2579864995450327,0.10761278006201862,1.3257822561957568
meta-llama/Llama-3.2-3B,32.5,0.2923685448274147,-0.6687069999999999,-0.2692501068108198,0.14660955231732856,-0.13354675,-0.2026906301260028,0.16695048268793466,0.05121437499999999,-0.00028008980464485944,0.305821060153138,-0.7654372979749677,0.15315983644646655,-0.18588705291052474,0.14350534404883267,-0.012308962161720954,0.3416149908307135,-0.7549192658268473,0.16052316747121267,-0.14757190193416095,0.17516280528797537,0.04133829357681473
meta-llama/Llama-3.2-3B-Instruct,17.375,0.1982626918808967,0.8302158749999999,1.0001104641895704,0.11744877088643531,1.328599375,1.3629665087121412,0.0516621042869856,1.160572125,1.5865965388805725,0.2724397164156734,0.860052577490438,0.10088830207060327,1.3875244709708605,0.059692810947165324,1.1139238668256946,0.2819805692923541,0.8921623261620244,0.14812801008845822,1.4215195773292495,0.05208578305440867,1.2540866532567165
microsoft/Phi-3-mini-4k-instruct,32.375,0.1008341088824083,0.569132125,0.3983256533062441,0.27193930648480646,0.70307575,0.9207085422248783,0.10598326331246541,-0.475611125,-0.34551949312756425,0.09991424444699736,0.5439660864405957,0.23428338169726717,0.6133501320610145,0.1203361244561192,-0.5148815216224004,0.10169546468543861,0.564816863067457,0.27226833217780205,0.6907133887455768,0.13152720005405558,-0.5336617338729697
microsoft/Phi-3.5-mini-instruct,17.75,0.09840564298407578,1.428016875,1.374098304210296,0.2262494386031709,-0.2447665,-0.36948205475206175,0.04867117375546201,1.111450375,1.041920293199663,0.101739118059235,1.4121484917032612,0.2435397366963943,-0.24413973048488635,0.04565521630899544,1.054381402149457,0.0966073995371259,1.4666214970758098,0.2372734562492328,-0.2541563504777136,0.047540126372505764,1.1926452701849286
microsoft/phi-1_5,50.0,0.05831094860905196,-1.5902012500000002,-2.105118667053056,0.2362513182412627,-0.026884375000000002,0.01764430346602967,0.07485797719170864,-1.627664625,-1.9449079061279027,0.09804316696866176,-1.8696363482230929,0.19259872211486737,-0.19111984670038018,0.07204589051038778,-1.7036312157334725,0.11447827969716536,-2.0105563988779047,0.21624755431692438,-0.1648710816731052,0.0842471580058196,-1.859445594966627
microsoft/phi-2,34.625,0.17685164063417674,-0.0934495,0.16773282840357587,0.2175407519460075,0.414295625,0.365943768698679,0.04900847929934548,-0.20430237499999998,0.10467607071978569,0.1762175777908282,-0.1257704251458096,0.2255164909319276,0.33961071308932045,0.0552357410023692,-0.2297568359385625,0.18528097983947328,-0.09240043061871876,0.23400898413190596,0.4213847556522599,0.058331058611546166,-0.22252245690877714
mistralai/Mistral-7B-Instruct-v0.3,25.0,0.13157685042109182,0.557794375,1.0000015955886055,0.08577538584791894,0.526988875,0.6107775573488933,0.07910108240795048,0.461515875,0.44898481602744145,0.1370065544824926,0.5187443714752795,0.09841349657893408,0.5032691544271023,0.09182923973310174,0.4185249691169012,0.13815125646407975,0.5699189951545203,0.08069106336306692,0.5922710261944916,0.0922774983734077,0.5145262309952996
