model,pirt,actual,items,fold,n_bank
microsoft/Phi-3.5-mini-instruct,0.3212779527849883,0.35496957403651114,8,0,493
Sakalti/Qwen2.5-1B-Instruct,0.20400664054707202,0.2231237322515213,8,0,493
bhuvneshsaini/merged_model,0.32583928268838924,0.2535496957403651,8,0,493
Rakuten/RakutenAI-2.0-mini-instruct,0.32583928268838924,0.17038539553752535,8,0,493
bunnycore/Llama-3.2-3B-Bespoke-Thought,0.21114811651218315,0.23732251521298176,8,0,493
qingy2024/Qwen2.5-Coder-Draft-1.5B-Instruct,0.23925750322824468,0.23529411764705882,8,0,493
JayHyeon/Qwen2.5-0.5B-SFT,0.14739552781367357,0.14198782961460446,8,0,493
Sakalti/Llama3.2-3B-Uranus-1,0.3212779527849883,0.3448275862068966,8,0,493
ontocord/RedPajama-3B-v1-AutoRedteam,0.1425075669696515,0.2697768762677485,8,0,493
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,0.2907837729184728,0.4117647058823529,8,0,493
google/recurrentgemma-2b,0.11860632744882729,0.15415821501014199,10,0,493
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,0.032381062154660654,0.032454361054766734,400,0,493
BramVanroy/fietje-2-instruct,0.18495072026444812,0.20892494929006086,8,0,493
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,0.03239249523316652,0.032454361054766734,400,0,493
brgx53/3Blareneg-ECE-PRYMMAL-Martial,0.27726090464262626,0.39148073022312374,8,0,493
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_math.no_issue,0.1364720001428028,0.17647058823529413,8,0,493
akhadangi/Llama3.2.1B.0.01-First,0.09232327619016008,0.16024340770791076,17,0,493
NotASI/FineTome-v1.5-Llama3.2-1B-1007,0.20655563172177638,0.20892494929006086,8,0,493
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,0.05482483244314758,0.05273833671399594,105,0,493
ngxson/MiniThinky-1B-Llama-3.2,0.26047911505489496,0.19675456389452334,8,0,493
mergekit-community/SuperQwen-2.5-1.5B,0.32583928268838924,0.2778904665314402,8,0,493
RESMPDEV/Qwen2-Wukong-0.5B,0.19930491856162613,0.2535496957403651,8,0,493
DavieLion/Llama-3.2-1B-SPIN-iter3,0.3651766944028929,0.29411764705882354,8,0,493
saishshinde15/TethysAI_Vortex_Reasoning,0.3212779527849883,0.281947261663286,8,0,493
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,0.14739552781367357,0.13184584178498987,8,0,493
Nexesenex/Llama_3.2_3b_Kermes_v2,0.27726090464262626,0.3022312373225152,8,0,493
tangledgroup/tangled-llama-pints-1.5b-v0.2-instruct,0.3962579521803899,0.2332657200811359,8,0,493
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,0.0376777341939682,0.036511156186612576,400,0,493
SicariusSicariiStuff/2B_or_not_2B,0.4443822535016101,0.28600405679513186,8,0,493
godlikehhd/qwen_ins_ans_2500,0.3962579521803899,0.22515212981744423,8,0,493
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,0.2966231224077409,0.281947261663286,8,0,493
EpistemeAI/Athena-gemma-2-2b-it,0.3651766944028929,0.4117647058823529,8,0,493
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,0.2612370193905119,0.3265720081135903,8,0,493
prithivMLmods/Triangulum-5B,0.3651766944028929,0.22920892494929007,8,0,493
01-ai/Yi-1.5-6B,0.3071852319261356,0.3488843813387424,8,0,493
zake7749/gemma-2-2b-it-chinese-kyara-dpo,0.3962579521803899,0.4178498985801217,8,0,493
BramVanroy/fietje-2-chat,0.2196245118958297,0.23123732251521298,8,0,493
LilRg/10PRYMMAL-3B-slerp,0.3651766944028929,0.4178498985801217,8,0,493
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,0.16624992390168342,0.1359026369168357,8,0,493
godlikehhd/alpaca_data_score_max_0.3_2600,0.4012450647002409,0.3103448275862069,8,0,493
openbmb/MiniCPM-S-1B-sft-llama-format,0.23794324721728796,0.17849898580121704,8,0,493
NYTK/PULI-LlumiX-32K,0.26047911505489496,0.2778904665314402,8,0,493
NikolaSigmoid/DeepSeek-R1-Distill-Qwen-1.5B-500,0.5593101089794863,0.2657200811359026,8,0,493
mrdayl/OpenThink,0.10853370799667586,0.1460446247464503,12,0,493
Sakalti/Anemoi-3B,0.3439885209472776,0.31237322515212984,8,0,493
jpacifico/Lucie-7B-Instruct-DPO-v1.1,0.232175287291378,0.25963488843813387,8,0,493
euclaise/ReMask-3B,0.20655563172177638,0.23529411764705882,8,0,493
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.2778844937993447,0.31643002028397565,8,0,493
Mxode/NanoLM-1B-Instruct-v1.1,0.19694124295540938,0.1359026369168357,8,0,493
V3N0M/Jenna-Tiny-2.0,0.23007950664567584,0.17647058823529413,8,0,493
Qwen/Qwen2.5-Math-7B-Instruct,0.20655563172177638,0.2778904665314402,8,0,493
LenguajeNaturalAI/leniachat-qwen2-1.5B-v0,0.17118156758736963,0.22064777327935223,8,1,494
JayHyeon/Qwen-0.5B-DPO-5epoch,0.18068683420905035,0.18218623481781376,8,1,494
ewre324/Thinker-Qwen2.5-0.5B-Instruct-Reasoning,0.16514513071534045,0.1396761133603239,8,1,494
jpacifico/Lucie-7B-Instruct-Merged-Model_Stock-v1.0,0.23169524611029887,0.23279352226720648,8,1,494
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,0.336022649098035,0.3866396761133603,8,1,494
bamec66557/VICIOUS_MESH-12B-0.X.ver,0.2776106078010633,0.3623481781376518,8,1,494
nbeerbower/EVA-abliterated-TIES-Qwen2.5-1.5B,0.2663101511761084,0.27530364372469635,8,1,494
T145/ZEUS-8B-V15,0.2586376079638248,0.31376518218623484,8,1,494
arcee-ai/raspberry-3B,0.21458241457680968,0.2874493927125506,8,1,494
ibm/PowerLM-3b,0.336022649098035,0.22874493927125505,8,1,494
llnYou/ECE-PRYMMAL-YL-3B-SLERP-V2,0.35424441207986224,0.37044534412955465,8,1,494
google/mt5-xl,0.211612713823762,0.24696356275303644,8,1,494
LEESM/llama-2-7b-hf-lora-oki100p,0.16306867784218826,0.22469635627530365,8,1,494
allenai/OLMoE-1B-7B-0924,0.19347936211960046,0.2408906882591093,8,1,494
EpistemeAI/Llama-3.2-3B-Agent007-Coder,0.336022649098035,0.3157894736842105,8,1,494
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,0.040759992923570236,0.04048582995951417,400,1,494
allknowingroger/Gemma2Slerp1-2.6B,0.399574502525654,0.4149797570850202,8,1,494
Sakalti/SJT-2B-V1.1,0.1962237754691216,0.32186234817813764,8,1,494
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-v2-epoch5,0.20211175897591052,0.22064777327935223,8,1,494
Marsouuu/general3B-ECE-PRYMMAL-Martial,0.35424441207986224,0.451417004048583,8,1,494
lunahr/thea-3b-50r-u1,0.31603352363759174,0.2388663967611336,8,1,494
VAGOsolutions/SauerkrautLM-Gemma-2b,0.13056611601209211,0.18016194331983806,8,1,494
DavieLion/Llama-3.2-1B-SPIN-iter2,0.35424441207986224,0.29554655870445345,8,1,494
mosama/Qwen2.5-1.5B-Instruct-CoT-Reflection,0.17118156758736963,0.1882591093117409,8,1,494
ontocord/wide_3b-stage1_shuf_sample1_jsonl-pretrained,0.11564419527242345,0.1862348178137652,8,1,494
Daemontatox/NemoR,0.2586376079638248,0.30364372469635625,8,1,494
JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,0.0407597641561856,0.04048582995951417,400,1,494
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,0.1962237754691216,0.2732793522267207,8,1,494
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,0.060503359350789675,0.05465587044534413,75,1,494
Qwen/Qwen2.5-0.5B-Instruct,0.12606467099219998,0.0951417004048583,8,1,494
meditsolutions/Llama-3.2-SUN-1B-chat,0.1839056403249903,0.1862348178137652,8,1,494
EpistemeAI/ReasoningCore-3B-RE1-V2C,0.2663101511761084,0.2631578947368421,8,1,494
mrdayl/OpenCogito,0.3228404748460363,0.29554655870445345,8,1,494
allknowingroger/Gemma2Slerp2-2.6B,0.4415421416747845,0.4251012145748988,8,1,494
thirdeyeai/elevate360m,0.19449898860513323,0.1882591093117409,8,1,494
NotASI/FineTome-Llama3.2-1B-0929,0.1839056403249903,0.20850202429149797,8,1,494
rasyosef/Phi-1_5-Instruct-v0.1,0.2931913597182636,0.19230769230769232,8,1,494
MaziyarPanahi/calme-2.1-phi3-4b,0.2931913597182636,0.34210526315789475,8,1,494
FlofloB/40k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,0.1360021869513078,0.14777327935222673,8,1,494
Columbia-NLP/LION-Gemma-2b-dpo-v1.0,0.1951494798884326,0.3117408906882591,8,1,494
silma-ai/SILMA-Kashif-2B-Instruct-v1.0,0.4415421416747845,0.41700404858299595,8,1,494
fblgit/miniclaus-qw1.5B-UNAMGS-GRPO,0.4854076873222906,0.4331983805668016,8,1,494
MaziyarPanahi/calme-2.2-phi3-4b,0.2931913597182636,0.34210526315789475,8,1,494
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math.no_issue,0.12960546893289873,0.1680161943319838,8,1,494
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,0.0583723147968615,0.05060728744939271,111,1,494
Alepach/notHumpback-M1,0.21458241457680968,0.17408906882591094,8,1,494
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-3ep_0alp_5lam,0.07075105165168064,0.06477732793522267,42,1,494
ontocord/wide_3b_sft_stage1.2-ss1-expert_news,0.1477011099676137,0.19635627530364372,8,1,494
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.21406525789167585,0.21052631578947367,8,1,494
jpacifico/Distilucie-7B-Math-Instruct-DPO-v0.1,0.21959412478230383,0.20445344129554655,8,1,494
Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties-v2,0.35424441207986224,0.4230769230769231,8,1,494
Invalid-Null/PeiYangMe-0.5,0.15824573888860302,0.3582995951417004,8,1,494
FINGU-AI/Q-Small-3B,0.21745772655789936,0.2631578947368421,8,1,494
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-3ep_0alp_0lam,0.04041944744950161,0.04048582995951417,400,1,494
anakin87/gemma-2b-orpo,0.2494552034282818,0.2631578947368421,8,1,494
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V4,0.4854076873222906,0.4331983805668016,8,1,494
Triangle104/Dolphin3-Llama3.2-Smart,0.2573600894995652,0.3097165991902834,8,1,494
Youlln/ECE-PRYMMAL-0.5B-SLERP-V3,0.4590830510224104,0.3117408906882591,8,1,494
internlm/internlm2_5-1_8b-chat,0.23549335972776306,0.1700404858299595,8,1,494
jaspionjader/test-13,0.35424441207986224,0.4068825910931174,8,1,494
hotmailuser/QwenStock-1.7B,0.4854076873222906,0.45546558704453444,8,1,494
ai4bharat/Airavata,0.16999535911223257,0.22267206477732793,8,1,494
awnr/Mistral-7B-v0.1-signtensors-1-over-4,0.1962237754691216,0.18421052631578946,8,1,494
oopere/pruned20-llama-1b,0.17118156758736963,0.20242914979757085,8,1,494
DreadPoor/Elusive_Dragon_Heart-8B-LINEAR,0.336022649098035,0.38461538461538464,8,1,494
Lyte/Llama-3.2-3B-Overthinker,0.2663101511761084,0.26720647773279355,8,1,494
EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0,0.270279313932514,0.32793522267206476,8,1,494
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.1,0.06047502122328256,0.05668016194331984,75,1,494
skymizer/Llama2-7b-sft-chat-custom-template-dpo,0.2085624782020679,0.402834008097166,8,1,494
sci-m-wang/deepseek-llm-7b-chat-sa-v0.1,0.15709206344761623,0.3016194331983806,8,1,494
bfuzzy1/acheron-m1a-llama,0.2348056067279184,0.2165991902834008,8,1,494
Mxode/NanoLM-1B-Instruct-v2,0.19449898860513323,0.1417004048582996,8,1,494
godlikehhd/alpaca_data_score_max_0.1_2600,0.39177531416615047,0.30364372469635625,8,1,494
hotmailuser/QwenSlerp-3B,0.29143105562492716,0.29554655870445345,8,1,494
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,0.31603352363759174,0.29959514170040485,8,1,494
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,0.2731546067296605,0.2874493927125506,8,1,494
Nexesenex/Llama_3.2_1b_SunOrca_V1,0.2683330976036869,0.2125506072874494,8,1,494
SicariusSicariiStuff/Eximius_Persona_5B,0.2936531414542418,0.34615384615384615,8,1,494
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories.no_issue,0.18340591356719482,0.15587044534412955,8,1,494
jaspionjader/test-16,0.35424441207986224,0.402834008097166,8,1,494
ontocord/wide_3b_sft_stage1.2-ss1-expert_math,0.2663101511761084,0.23279352226720648,8,1,494
JayHyeon/Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,0.03029693149475381,0.030364372469635626,400,1,494
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_1ep_0alp_0lam,0.03434577205172174,0.03441295546558704,400,1,494
ibm-granite/granite-7b-instruct,0.2348056067279184,0.3076923076923077,8,1,494
carsenk/phi3.5_mini_exp_825_uncensored,0.3286815255057314,0.32388663967611336,8,1,494
meta-llama/Llama-3.2-3B-Instruct,0.23549335972776306,0.3016194331983806,8,1,494
netcat420/MFANN-phigments-slerp-V3.3,0.3277325882619989,0.33805668016194335,8,1,494
ministral/Ministral-3b-instruct,0.2348056067279184,0.1700404858299595,8,1,494
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V1,0.4415421416747845,0.4230769230769231,8,1,494
Sakalti/qwen2.5-2.3B,0.4415421416747845,0.3765182186234818,8,1,494
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,0.2399091771070898,0.1882591093117409,8,1,494
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep,0.06547724350841624,0.08502024291497975,55,1,494
Youlln/3PRYMMAL-PHI3-3B-SLERP,0.35424441207986224,0.41295546558704455,8,1,494
aloobun/d-SmolLM2-360M,0.22405828436644243,0.25708502024291496,8,1,494
nbeerbower/Dumpling-Qwen2.5-1.5B,0.2586376079638248,0.30364372469635625,8,1,494
allenai/OLMo-7B-Instruct-hf,0.25051282453445195,0.30364372469635625,8,1,494
iFaz/llama32_1B_en_emo_v1,0.16999535911223257,0.20040485829959515,8,1,494
nidum/Nidum-Limitless-Gemma-2B,0.19547182057145848,0.2388663967611336,8,1,494
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_2ep_0alp_0lam,0.0407575332603203,0.04048582995951417,400,1,494
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,0.4415421416747845,0.43724696356275305,8,1,494
bfuzzy1/Gunny,0.23549335972776306,0.2692307692307692,8,1,494
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V3,0.4854076873222906,0.4352226720647773,8,1,494
lesubra/ECE-EIFFEL-3B,0.36762301211050796,0.3765182186234818,8,1,494
godlikehhd/alpaca_data_score_max_2600_3B,0.42930832699878163,0.32388663967611336,8,1,494
Qwen/Qwen2.5-3B-Instruct,0.2351752717270586,0.27125506072874495,8,1,494
tiiuae/Falcon3-3B-Base,0.15709206344761623,0.20445344129554655,8,1,494
bunnycore/Qwen2.5-3B-Model-Stock-v3.1,0.2351752717270586,0.26720647773279355,8,1,494
fblgit/miniclaus-qw1.5B-UNAMGS,0.4854076873222906,0.4392712550607287,8,1,494
SkyOrbis/SKY-Ko-Llama3.2-3B-lora-epoch2,0.336022649098035,0.32388663967611336,8,1,494
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-2ep_0alp_0lam,0.038394113465514336,0.038461538461538464,400,1,494
RezVortex/Jajuka-3b,0.3173988521104756,0.3373737373737374,8,2,495
netcat420/MFANN3bv1.2,0.294282092903444,0.1717171717171717,8,2,495
lalainy/ECE-PRYMMAL-YL-6B-SLERP-V2,0.25021764894988047,0.44242424242424244,8,2,495
pankajmathur/orca_mini_v2_7b,0.3396329325927549,0.23232323232323232,8,2,495
prithivMLmods/Bellatrix-1.5B-xElite,0.10555998609834774,0.19595959595959597,9,2,495
ymcki/gemma-2-2b-jpn-it-abliterated-17-18-24,0.25948965243170474,0.26262626262626265,8,2,495
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,0.17326543887650256,0.14747474747474748,8,2,495
SultanR/SmolTulu-1.7b-Instruct,0.294282092903444,0.2080808080808081,8,2,495
godlikehhd/alpaca_data_ins_min_2600,0.3926820553442862,0.32323232323232326,8,2,495
bunnycore/Llama-3.2-3B-Deep-Test,0.24326426849225036,0.2585858585858586,8,2,495
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-2ep_0alp_0lam,0.034706023776233094,0.03434343434343434,400,2,495
AI4free/Dhanishtha,0.25948965243170474,0.21616161616161617,8,2,495
ontocord/RedPajama3b_v1-autoredteam_helpfulness-train,0.21946003046893398,0.18787878787878787,8,2,495
Youlln/ECE-PRYMMAL-YL-1B-SLERP-V1,0.48471841290189877,0.43434343434343436,8,2,495
google/flan-t5-xl,0.25553202526996016,0.34949494949494947,8,2,495
Marsouuu/lareneg3B-ECE-PRYMMAL-Martial,0.3620681723382722,0.4686868686868687,8,2,495
prithivMLmods/GWQ2b,0.3620681723382722,0.3838383838383838,8,2,495
SultanR/SmolTulu-1.7b-it-v0,0.294282092903444,0.2080808080808081,8,2,495
tinycompany/SigmaBoi-bge-m3,0.43196190022131065,0.33535353535353535,8,2,495
OpenLLM-France/Lucie-7B,0.3473703825451736,0.2808080808080808,8,2,495
NousResearch/Hermes-3-Llama-3.2-3B,0.2767161157023931,0.3333333333333333,8,2,495
KingNish/qwen-1b-continued-v2.1,0.1735753364178307,0.2383838383838384,8,2,495
JayHyeon/Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,0.04933856599364046,0.046464646464646465,203,2,495
Sakalti/SJT-1.5B-Alpha,0.48471841290189877,0.4262626262626263,8,2,495
SkyOrbis/SKY-Ko-Llama3.2-3B-lora-epoch3,0.3396329325927549,0.3212121212121212,8,2,495
kms7530/chemeng_phi-3-mini-4k-instruct-bnb-4bit_16_4_100_1_nonmath,0.3173988521104756,0.30303030303030304,8,2,495
zelk12/Test01012025155054,0.444595289702427,0.30303030303030304,8,2,495
bunnycore/Llama-3.2-3B-All-Mix,0.26766835283531704,0.2545454545454545,8,2,495
bunnycore/Qwen2.5-3B-Model-Stock-v3.2,0.26766835283531704,0.27070707070707073,8,2,495
Triangle104/RomboHermes3-R1-Llama3.2-3b,0.3620681723382722,0.29494949494949496,8,2,495
allenai/OLMo-7B-hf,0.25000292741526714,0.25656565656565655,8,2,495
qingy2024/Qwen2.5-4B,0.293837469359842,0.3717171717171717,8,2,495
google/flan-t5-large,0.444595289702427,0.3373737373737374,8,2,495
vhab10/Llama-3.2-Instruct-3B-TIES,0.2801213776243026,0.31313131313131315,8,2,495
JayHyeon/Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,0.0285748874946896,0.028282828282828285,400,2,495
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-3ep_0alp_0lam,0.06700235557619147,0.052525252525252523,45,2,495
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_1vpo_const,0.03473003399638633,0.03434343434343434,400,2,495
tinycompany/ShawtyIsBad-nomic-moe,0.43196190022131065,0.2606060606060606,8,2,495
JayHyeon/Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,0.07451539749560371,0.0707070707070707,35,2,495
akhadangi/Llama3.2.1B.0.1-Last,0.10175598691404351,0.15555555555555556,11,2,495
EpistemeAI/ReasoningCore-3B-T1_1,0.2607684130796761,0.3292929292929293,8,2,495
Xiaojian9992024/Reflection-L3.2-JametMiniMix-3B,0.3561114607924247,0.32727272727272727,8,2,495
JayHyeon/Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,0.07281606478780378,0.06262626262626263,32,2,495
HuggingFaceTB/SmolLM-1.7B,0.1586989153397578,0.1595959595959596,8,2,495
bunnycore/Llama-3.2-3B-ToxicKod,0.19590536928493257,0.23030303030303031,8,2,495
weathermanj/Menda-3B-500,0.26766835283531704,0.27474747474747474,8,2,495
yuchenxie/ArlowGPT-3B-Multilingual,0.2764346823603705,0.3212121212121212,8,2,495
Mxode/NanoLM-0.3B-Instruct-v2,0.15471330444884243,0.23434343434343435,8,2,495
bunnycore/Qwen2.5-3B-RP-Mix,0.21660188437120692,0.2787878787878788,8,2,495
TinyLlama/TinyLlama-1.1B-Chat-v0.6,0.12459318606816805,0.13131313131313133,8,2,495
Sakalti/tara-3.8B,0.3620681723382722,0.503030303030303,8,2,495
rombodawg/Rombos-LLM-V2.5-Qwen-3b,0.2662922392128598,0.26464646464646463,8,2,495
DeepMount00/Lexora-Lite-3B_v2,0.20254461605766663,0.21616161616161617,8,2,495
realtreetune/rho-1b-sft-MATH,0.2909346892029891,0.18585858585858586,8,2,495
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1,0.2751142180398414,0.1919191919191919,8,2,495
