model,actual_full,pirt_pred,mean_p_pred,theta,se,n_items
google/codegemma-7b,0.5184615384615384,0.5740293641620026,0.5755188017404098,-1.3302607629769234,0.274823798911962,8
jingyeom/KoSoLAR-10.7B-v0.2_1.4_dedup,0.6276923076923077,0.6151672768331593,0.615542235218774,-0.9565836027872554,0.2544350289578574,8
jondurbin/nontoxic-bagel-34b-v0.2,0.8076923076923077,0.7720596059967655,0.7714839572444043,0.33232508560275575,0.24751778538789543,11
kyujinpy/Sakura-SOLAR-Instruct,0.796923076923077,0.7781693843878649,0.7777031410263868,0.37727327024219204,0.2538497660901243,8
mahiatlinux/MasherAI-7B-v6.1,0.72,0.7148096352051494,0.7148206152004587,-0.11227142445564091,0.22817391232070228,8
meraGPT/mera-mix-4x7B,0.9092307692307692,0.9209305654316919,0.9211710747481174,1.707340810305622,0.16124385796059454,8
netcat420/MFANN3bv0.4,0.6307692307692307,0.7213442202595584,0.7203248732190162,-0.06570253530354449,0.2905160786903567,9
netcat420/MFANN3bv0.6,0.6615384615384615,0.647661642448097,0.6470746007660501,-0.6836762443232668,0.2739969077610921,13
nisten/bigdoc-c34b-instruct-tf32,0.5292307692307693,0.5721255481095777,0.5729203500340313,-1.3560132021041524,0.2188471461504482,8
raidhon/coven_7b_128k_orpo_alpha,0.7723076923076924,0.7291231668467508,0.7291944679237244,0.008342659896958935,0.2275808640578027,8
saucam/mistral-orpo-beta-NeuralBeagle14-7B-dare-ties,0.7723076923076924,0.7357200049501005,0.7354575016257755,0.05941484173129225,0.26819967694619423,8
shanchen/llama3-slerp-med,0.5953846153846154,0.6075934586467513,0.6077266750987521,-1.0266154744594809,0.25974621057266,11
souvik0306/mistral_7b_2epoch_norobots,0.6630769230769231,0.669586240151869,0.6692574630752035,-0.498838966729383,0.2916884993602132,9
tenyx/Llama3-TenyxChat-70B,0.78,0.6452908995361625,0.6455635737581538,-0.6964326631055759,0.2698443861003125,8
theNovaAI/Supernova-experimental,0.6692307692307692,0.7148096352051494,0.7148206152004587,-0.11227142445564091,0.22817391232070228,8
upaya07/Birbal-7B-V1,0.6861538461538461,0.7148096352051494,0.7148206152004587,-0.11227142445564091,0.22817391232070228,8
uukuguy/speechless-llama2-13b,0.6615384615384615,0.6655553796820928,0.6635842969528253,-0.5459470271717687,0.29634979441344045,13
vicgalle/franken-SOLAR-18B-v1.0,0.7123076923076923,0.7215623888777595,0.721953966655771,-0.0519909218547312,0.22913700763949324,8
xDAN2099/xDAN-L2-moe-2x-v1,0.7338461538461538,0.7264124790741163,0.7266241854524343,-0.012941809058625603,0.20564163124219217,10
xriminact/TarsChattyBasev0.1,0.6446153846153846,0.6583234659654803,0.658297694946182,-0.5898174333554465,0.23655848221946146,8
yunconglong/10.7Bx2_DPO_200,0.7738461538461539,0.8029202657355823,0.8032263946138871,0.5622322401708343,0.18078552345076818,8
