model,family,fold,fit_grid,ridge,quadrature_method,quadrature_nodes_requested,quadrature_nodes_effective,linear_bound,fit_cache_sha256,n_items_before_policy,n_items_after_policy,n_nonpositive_items,theta_full,theta_reference,se_full,se_reference,theta_heldout,se_heldout,posterior_tail_mass_full,posterior_tail_mass_heldout,observed_pass_rate,predicted_pass_rate_reference,theta_online,theta_eap,theta_mwle,mwle_converged,predicted_pass_rate_online,predicted_pass_rate_eap,predicted_pass_rate_mwle,scenario_order,criterion_order,scenarios_administered,criteria_administered
ibm/PowerLM-3b,powerlm,0,61,0.01,normal_trapezoid,401,401,8.0,b2fb9aa8d29d5b9ee015ac30a713e7077bc73e78e1680500128f2ba133c8786a,2093,2087,6,0.4285157480249818,0.4285157480249818,0.03296819671202955,0.03296819671202955,0.3375738936144996,0.03755553568990692,0.0,0.0,0.5711547676090082,0.5419256656675662,0.342428,0.3313344409613088,0.35540709962188527,True,0.5235907666906935,0.5211891418875201,0.5263889389061708,"[""ifb_0035"", ""ifb_0346"", ""ifb_0052"", ""ifb_0209""]","[""ifb_0035_c01"", ""ifb_0035_c02"", ""ifb_0035_c03"", ""ifb_0035_c04"", ""ifb_0346_c01"", ""ifb_0346_c02"", ""ifb_0346_c03"", ""ifb_0346_c04"", ""ifb_0346_c05"", ""ifb_0346_c06"", ""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0209_c01"", ""ifb_0209_c02"", ""ifb_0209_c03""]",4,16
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,exaone,1,61,0.01,normal_trapezoid,401,401,8.0,edf9e9eccdae29092e18165ae8da96e8990eab9dbcbd64ccbce03e2915ed3c98,2098,2086,12,2.541684766567176,2.541684766567176,0.04628215444189104,0.04628215444189104,2.6017277398332483,0.04835647695166675,0.0,0.0,0.8571428571428571,0.8366435537211587,1.096103,1.858283090992477,2.3053083335375666,True,0.6599042194839716,0.7646071129492326,0.8134450885472579,"[""ifb_0320"", ""ifb_0384"", ""ifb_0207""]","[""ifb_0320_c01"", ""ifb_0320_c02"", ""ifb_0320_c03"", ""ifb_0320_c04"", ""ifb_0320_c05"", ""ifb_0384_c01"", ""ifb_0384_c02"", ""ifb_0384_c03"", ""ifb_0384_c04"", ""ifb_0384_c05"", ""ifb_0384_c06"", ""ifb_0207_c01"", ""ifb_0207_c02"", ""ifb_0207_c03"", ""ifb_0207_c04""]",3,15
OpenBMB/MiniCPM4-0.5B,minicpm,1,61,0.01,normal_trapezoid,401,401,8.0,edf9e9eccdae29092e18165ae8da96e8990eab9dbcbd64ccbce03e2915ed3c98,2098,2086,12,0.4893505100114546,0.4893505100114546,0.03344523344916923,0.03344523344916923,0.5111567792625529,0.03862799020546989,0.0,0.0,0.5424460431654676,0.5489271650083538,0.575239,0.5416320276193096,0.5649058232793259,True,0.5665996662480135,0.5597460314630989,0.5645017100957744,"[""ifb_0052"", ""ifb_0207"", ""ifb_0380"", ""ifb_0209""]","[""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0207_c01"", ""ifb_0207_c02"", ""ifb_0207_c03"", ""ifb_0207_c04"", ""ifb_0380_c01"", ""ifb_0380_c02"", ""ifb_0380_c03"", ""ifb_0380_c04"", ""ifb_0380_c05"", ""ifb_0209_c01"", ""ifb_0209_c02"", ""ifb_0209_c03""]",4,15
allenai/OLMo-1B-hf,olmo,1,61,0.01,normal_trapezoid,401,401,8.0,edf9e9eccdae29092e18165ae8da96e8990eab9dbcbd64ccbce03e2915ed3c98,2098,2086,12,-4.6362637570217755,-4.6362637570217755,0.19465636315361431,0.19465636315361431,-4.613505238026988,0.21257607383128357,6.584446470012616e-26,3.4472370183952454e-22,0.013422818791946308,0.022020477826853624,-0.715475,-1.7117237192951058,-1.6427221367596185,True,0.29588899954180736,0.15123753275473106,0.15888750253581987,"[""ifb_0320"", ""ifb_0068"", ""ifb_0367"", ""ifb_0494""]","[""ifb_0320_c01"", ""ifb_0320_c02"", ""ifb_0320_c03"", ""ifb_0320_c04"", ""ifb_0320_c05"", ""ifb_0068_c01"", ""ifb_0068_c02"", ""ifb_0068_c03"", ""ifb_0367_c01"", ""ifb_0367_c02"", ""ifb_0367_c03"", ""ifb_0367_c04"", ""ifb_0494_c01"", ""ifb_0494_c02"", ""ifb_0494_c03"", ""ifb_0494_c04"", ""ifb_0494_c05"", ""ifb_0494_c06"", ""ifb_0494_c07"", ""ifb_0494_c08""]",4,20
allenai/OLMo-2-0425-1B,olmo,1,61,0.01,normal_trapezoid,401,401,8.0,edf9e9eccdae29092e18165ae8da96e8990eab9dbcbd64ccbce03e2915ed3c98,2098,2086,12,-1.8859511440300665,-1.8859511440300665,0.055752704244632044,0.055752704244632044,-1.9270061204977558,0.06789599965550709,0.0,0.0,0.10354745925215723,0.13334693942829992,-0.439076,-0.5174108632722385,-0.5127292536068252,True,0.35032765801794385,0.33442484514077847,0.335366844417009,"[""ifb_0217"", ""ifb_0367"", ""ifb_0025"", ""ifb_0320"", ""ifb_0413""]","[""ifb_0217_c01"", ""ifb_0217_c02"", ""ifb_0367_c01"", ""ifb_0367_c02"", ""ifb_0367_c03"", ""ifb_0367_c04"", ""ifb_0025_c01"", ""ifb_0025_c02"", ""ifb_0320_c01"", ""ifb_0320_c02"", ""ifb_0320_c03"", ""ifb_0320_c04"", ""ifb_0320_c05"", ""ifb_0413_c01"", ""ifb_0413_c02"", ""ifb_0413_c03"", ""ifb_0413_c04"", ""ifb_0413_c05"", ""ifb_0413_c06"", ""ifb_0413_c07""]",5,20
allenai/OLMo-2-0425-1B-DPO,olmo,1,61,0.01,normal_trapezoid,401,401,8.0,edf9e9eccdae29092e18165ae8da96e8990eab9dbcbd64ccbce03e2915ed3c98,2098,2086,12,1.3305110892091074,1.3305110892091074,0.045128408292358764,0.045128408292358764,1.385095178799197,0.050352790289149026,0.0,0.0,0.6756238003838771,0.6951002169686135,1.224727,1.5068701725233153,1.4536359226572808,True,0.6795664084250899,0.7196975122666,0.7124273702233217,"[""ifb_0052"", ""ifb_0380"", ""ifb_0017"", ""ifb_0065"", ""ifb_0089""]","[""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0380_c01"", ""ifb_0380_c02"", ""ifb_0380_c03"", ""ifb_0380_c04"", ""ifb_0380_c05"", ""ifb_0017_c01"", ""ifb_0017_c02"", ""ifb_0065_c01"", ""ifb_0065_c02"", ""ifb_0089_c01"", ""ifb_0089_c02"", ""ifb_0089_c03""]",5,15
allenai/OLMo-2-0425-1B-Instruct,olmo,1,61,0.01,normal_trapezoid,401,401,8.0,edf9e9eccdae29092e18165ae8da96e8990eab9dbcbd64ccbce03e2915ed3c98,2098,2086,12,1.3176406735722273,1.3176406735722273,0.04505834569147033,0.04505834569147033,1.3568779099429966,0.05020449692447352,0.0,0.0,0.6804222648752399,0.693520357869574,0.78386,0.9016446954138148,0.8583997847840849,True,0.6067933195536762,0.6278037894685621,0.6202285274020763,"[""ifb_0320"", ""ifb_0380"", ""ifb_0378""]","[""ifb_0320_c01"", ""ifb_0320_c02"", ""ifb_0320_c03"", ""ifb_0320_c04"", ""ifb_0320_c05"", ""ifb_0380_c01"", ""ifb_0380_c02"", ""ifb_0380_c03"", ""ifb_0380_c04"", ""ifb_0380_c05"", ""ifb_0378_c01"", ""ifb_0378_c02"", ""ifb_0378_c03"", ""ifb_0378_c04"", ""ifb_0378_c05""]",3,15
nvidia/AceInstruct-1.5B,ace,1,61,0.01,normal_trapezoid,401,401,8.0,edf9e9eccdae29092e18165ae8da96e8990eab9dbcbd64ccbce03e2915ed3c98,2098,2086,12,1.9036963993813907,1.9036963993813907,0.0482960993532833,0.0482960993532833,1.8961751044574635,0.053743625510583745,0.0,0.0,0.7841726618705036,0.7698872311293579,1.454826,1.9735518747093095,1.9954405221033409,True,0.7126734917042361,0.7779054689150647,0.7803697270578088,"[""ifb_0217"", ""ifb_0207"", ""ifb_0065"", ""ifb_0089"", ""ifb_0362""]","[""ifb_0217_c01"", ""ifb_0217_c02"", ""ifb_0207_c01"", ""ifb_0207_c02"", ""ifb_0207_c03"", ""ifb_0207_c04"", ""ifb_0065_c01"", ""ifb_0065_c02"", ""ifb_0089_c01"", ""ifb_0089_c02"", ""ifb_0089_c03"", ""ifb_0362_c01"", ""ifb_0362_c02"", ""ifb_0362_c04"", ""ifb_0362_c05""]",5,15
openbmb/MiniCPM-1B-sft-bf16,minicpm,1,61,0.01,normal_trapezoid,401,401,8.0,edf9e9eccdae29092e18165ae8da96e8990eab9dbcbd64ccbce03e2915ed3c98,2098,2086,12,-1.0978388004760355,-1.0978388004760355,0.04423658312013832,0.04423658312013832,-0.9894373069428389,0.04743305483524908,0.0,0.0,0.19367209971236818,0.23074488989711497,-0.159649,-0.1708600552616606,-0.17090997375120168,True,0.4090113426322893,0.4066036817816613,0.40659296979488124,"[""ifb_0052"", ""ifb_0068"", ""ifb_0195"", ""ifb_0320"", ""ifb_0025""]","[""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0068_c01"", ""ifb_0068_c02"", ""ifb_0068_c03"", ""ifb_0195_c01"", ""ifb_0195_c02"", ""ifb_0320_c01"", ""ifb_0320_c02"", ""ifb_0320_c03"", ""ifb_0320_c04"", ""ifb_0320_c05"", ""ifb_0025_c01"", ""ifb_0025_c02""]",5,15
openbmb/MiniCPM-2B-sft-bf16,minicpm,1,61,0.01,normal_trapezoid,401,401,8.0,edf9e9eccdae29092e18165ae8da96e8990eab9dbcbd64ccbce03e2915ed3c98,2098,2086,12,0.050535702572965614,0.050535702572965614,0.03398285735427056,0.03398285735427056,0.10613938297127011,0.03877947698042929,0.0,0.0,0.4378896882494005,0.45463642279089794,0.142583,0.030077525273308682,0.04274484752639357,True,0.47463108534400944,0.45018720912845045,0.4529421680640008,"[""ifb_0195"", ""ifb_0346"", ""ifb_0320"", ""ifb_0376""]","[""ifb_0195_c01"", ""ifb_0195_c02"", ""ifb_0346_c01"", ""ifb_0346_c02"", ""ifb_0346_c03"", ""ifb_0346_c04"", ""ifb_0346_c05"", ""ifb_0346_c06"", ""ifb_0320_c01"", ""ifb_0320_c02"", ""ifb_0320_c03"", ""ifb_0320_c04"", ""ifb_0320_c05"", ""ifb_0376_c01"", ""ifb_0376_c02"", ""ifb_0376_c03"", ""ifb_0376_c04"", ""ifb_0376_c05"", ""ifb_0376_c06"", ""ifb_0376_c07"", ""ifb_0376_c08""]",4,21
openlm-research/open_llama_3b,open_llama,1,61,0.01,normal_trapezoid,401,401,8.0,edf9e9eccdae29092e18165ae8da96e8990eab9dbcbd64ccbce03e2915ed3c98,2098,2086,12,-3.223429944043433,-3.223429944043433,0.10944965258971286,0.10944965258971286,-3.203181987585551,0.1204638857426618,8.004295587028924e-135,2.230963879842126e-112,0.040268456375838924,0.05218155828959539,-0.878069,-1.0611837807607443,-0.9685741757764318,True,0.2665957718446285,0.23642293000075632,0.25130425127216005,"[""ifb_0217"", ""ifb_0068"", ""ifb_0494"", ""ifb_0198""]","[""ifb_0217_c01"", ""ifb_0217_c02"", ""ifb_0068_c01"", ""ifb_0068_c02"", ""ifb_0068_c03"", ""ifb_0494_c01"", ""ifb_0494_c02"", ""ifb_0494_c03"", ""ifb_0494_c04"", ""ifb_0494_c05"", ""ifb_0494_c06"", ""ifb_0494_c07"", ""ifb_0494_c08"", ""ifb_0198_c01"", ""ifb_0198_c02""]",4,15
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,smol_llama,2,61,0.01,normal_trapezoid,401,401,8.0,f749d059cca35ae2c616e98e45173ce133a07da54f68765059191843f43f7286,2092,2081,11,-4.8510890737186765,-4.8510890737186765,0.22751707085162068,0.22751707085162068,-5.147061816784523,0.25354704839498454,5.785222786582119e-20,2.9137455806130643e-12,0.010091302258529554,0.01764366000496392,-0.89183,-1.4644272318039628,-1.2189815035353746,True,0.25946576783753356,0.16844857672999913,0.2036418662456888,"[""ifb_0374"", ""ifb_0217"", ""ifb_0102""]","[""ifb_0374_c01"", ""ifb_0374_c02"", ""ifb_0374_c03"", ""ifb_0374_c04"", ""ifb_0374_c05"", ""ifb_0374_c06"", ""ifb_0374_c07"", ""ifb_0374_c08"", ""ifb_0374_c09"", ""ifb_0374_c10"", ""ifb_0374_c11"", ""ifb_0217_c01"", ""ifb_0217_c02"", ""ifb_0102_c01"", ""ifb_0102_c02""]",3,15
BEE-spoke-data/smol_llama-220M-openhermes,smol_llama,2,61,0.01,normal_trapezoid,401,401,8.0,f749d059cca35ae2c616e98e45173ce133a07da54f68765059191843f43f7286,2092,2081,11,-2.5008862573821773,-2.5008862573821773,0.07967415529927048,0.07967415529927048,-2.3700259694662544,0.08321606637313379,1.6727020277089462e-271,3.9142105122764176e-257,0.04517059106198943,0.07415708629410056,-1.361077,-2.2661004091312256,-2.3628192094597447,True,0.18259059570158226,0.08878264689746035,0.08237294110168282,"[""ifb_0035"", ""ifb_0187"", ""ifb_0198"", ""ifb_0102"", ""ifb_0143""]","[""ifb_0035_c01"", ""ifb_0035_c02"", ""ifb_0035_c03"", ""ifb_0035_c04"", ""ifb_0187_c01"", ""ifb_0187_c02"", ""ifb_0187_c03"", ""ifb_0187_c04"", ""ifb_0187_c05"", ""ifb_0187_c06"", ""ifb_0198_c01"", ""ifb_0198_c02"", ""ifb_0102_c01"", ""ifb_0102_c02"", ""ifb_0143_c01"", ""ifb_0143_c02""]",5,16
HuggingFaceTB/SmolLM2-360M,smollm,2,61,0.01,normal_trapezoid,401,401,8.0,f749d059cca35ae2c616e98e45173ce133a07da54f68765059191843f43f7286,2092,2081,11,-2.9343361611914003,-2.9343361611914003,0.10221157212605618,0.10221157212605618,-3.0868684604964227,0.12417931246164533,2.499369428964933e-159,5.9219645725386015e-109,0.03940413262854397,0.054147543702301675,-1.32807,-2.1454055937988787,-2.190500675896039,True,0.18731262445546837,0.09762563178360614,0.09420601717939352,"[""ifb_0052"", ""ifb_0102"", ""ifb_0096"", ""ifb_0416"", ""ifb_0059"", ""ifb_0198""]","[""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0102_c01"", ""ifb_0102_c02"", ""ifb_0096_c01"", ""ifb_0096_c02"", ""ifb_0416_c01"", ""ifb_0416_c02"", ""ifb_0416_c03"", ""ifb_0416_c05"", ""ifb_0059_c01"", ""ifb_0059_c02"", ""ifb_0198_c01"", ""ifb_0198_c02""]",6,15
ibm-granite/granite-3.0-2b-base,granite,2,61,0.01,normal_trapezoid,401,401,8.0,f749d059cca35ae2c616e98e45173ce133a07da54f68765059191843f43f7286,2092,2081,11,0.24723022010505696,0.24723022010505696,0.032699440470452694,0.032699440470452694,0.2444379267967125,0.038016391006119976,0.0,0.0,0.5370192307692307,0.5066393201055713,0.349167,0.390048971448246,0.4226029865909207,True,0.5283368333184119,0.5368772543040718,0.54360647092363,"[""ifb_0035"", ""ifb_0137"", ""ifb_0384""]","[""ifb_0035_c01"", ""ifb_0035_c02"", ""ifb_0035_c03"", ""ifb_0035_c04"", ""ifb_0137_c01"", ""ifb_0137_c02"", ""ifb_0137_c03"", ""ifb_0137_c04"", ""ifb_0137_c05"", ""ifb_0384_c01"", ""ifb_0384_c02"", ""ifb_0384_c03"", ""ifb_0384_c04"", ""ifb_0384_c05"", ""ifb_0384_c06""]",3,15
ibm-granite/granite-3.1-2b-base,granite,2,61,0.01,normal_trapezoid,401,401,8.0,f749d059cca35ae2c616e98e45173ce133a07da54f68765059191843f43f7286,2092,2081,11,0.1658197350781904,0.1658197350781904,0.03221182583899911,0.03221182583899911,0.1445589028123668,0.0375811464834805,0.0,0.0,0.5370192307692307,0.48885830914680084,0.385829,0.3843565640473537,0.3852675429882795,True,0.5359650805884477,0.5356586384186801,0.5358482457815891,"[""ifb_0032"", ""ifb_0346"", ""ifb_0022"", ""ifb_0320""]","[""ifb_0032_c01"", ""ifb_0032_c02"", ""ifb_0346_c01"", ""ifb_0346_c02"", ""ifb_0346_c03"", ""ifb_0346_c04"", ""ifb_0346_c05"", ""ifb_0346_c06"", ""ifb_0022_c01"", ""ifb_0022_c02"", ""ifb_0320_c01"", ""ifb_0320_c02"", ""ifb_0320_c03"", ""ifb_0320_c04"", ""ifb_0320_c05""]",4,15
ibm-granite/granite-3.1-2b-instruct,granite,2,61,0.01,normal_trapezoid,401,401,8.0,f749d059cca35ae2c616e98e45173ce133a07da54f68765059191843f43f7286,2092,2081,11,2.3789870991779334,2.3789870991779334,0.04714962359785989,0.04714962359785989,2.348615496464101,0.050212655109460824,0.0,0.0,0.8457472369053339,0.8214827265657021,0.740871,2.018814631589683,2.552838637901068,True,0.604900234751379,0.7828429526639409,0.8381000671942185,"[""ifb_0052"", ""ifb_0032"", ""ifb_0346"", ""ifb_0384""]","[""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0032_c01"", ""ifb_0032_c02"", ""ifb_0346_c01"", ""ifb_0346_c02"", ""ifb_0346_c03"", ""ifb_0346_c04"", ""ifb_0346_c05"", ""ifb_0346_c06"", ""ifb_0384_c01"", ""ifb_0384_c02"", ""ifb_0384_c03"", ""ifb_0384_c04"", ""ifb_0384_c05"", ""ifb_0384_c06""]",4,17
