atlas_idx,item_id,subtask,question_id
1,algebra_hard|0,algebra_hard,0
71,algebra_hard|162,algebra_hard,162
72,algebra_hard|163,algebra_hard,163
73,algebra_hard|164,algebra_hard,164
74,algebra_hard|165,algebra_hard,165
75,algebra_hard|166,algebra_hard,166
76,algebra_hard|167,algebra_hard,167
77,algebra_hard|168,algebra_hard,168
78,algebra_hard|169,algebra_hard,169
79,algebra_hard|17,algebra_hard,17
80,algebra_hard|170,algebra_hard,170
81,algebra_hard|171,algebra_hard,171
82,algebra_hard|172,algebra_hard,172
83,algebra_hard|173,algebra_hard,173
84,algebra_hard|174,algebra_hard,174
85,algebra_hard|175,algebra_hard,175
86,algebra_hard|177,algebra_hard,177
87,algebra_hard|178,algebra_hard,178
88,algebra_hard|179,algebra_hard,179
89,algebra_hard|18,algebra_hard,18
90,algebra_hard|180,algebra_hard,180
91,algebra_hard|181,algebra_hard,181
92,algebra_hard|182,algebra_hard,182
93,algebra_hard|183,algebra_hard,183
94,algebra_hard|184,algebra_hard,184
95,algebra_hard|185,algebra_hard,185
96,algebra_hard|186,algebra_hard,186
97,algebra_hard|187,algebra_hard,187
98,algebra_hard|188,algebra_hard,188
99,algebra_hard|189,algebra_hard,189
100,algebra_hard|19,algebra_hard,19
101,algebra_hard|190,algebra_hard,190
102,algebra_hard|191,algebra_hard,191
103,algebra_hard|192,algebra_hard,192
104,algebra_hard|193,algebra_hard,193
105,algebra_hard|194,algebra_hard,194
106,algebra_hard|195,algebra_hard,195
107,algebra_hard|196,algebra_hard,196
108,algebra_hard|197,algebra_hard,197
109,algebra_hard|198,algebra_hard,198
110,algebra_hard|199,algebra_hard,199
111,algebra_hard|2,algebra_hard,2
112,algebra_hard|20,algebra_hard,20
113,algebra_hard|200,algebra_hard,200
114,algebra_hard|201,algebra_hard,201
115,algebra_hard|202,algebra_hard,202
116,algebra_hard|203,algebra_hard,203
117,algebra_hard|204,algebra_hard,204
118,algebra_hard|205,algebra_hard,205
119,algebra_hard|206,algebra_hard,206
120,algebra_hard|207,algebra_hard,207
121,algebra_hard|208,algebra_hard,208
122,algebra_hard|209,algebra_hard,209
123,algebra_hard|21,algebra_hard,21
124,algebra_hard|210,algebra_hard,210
125,algebra_hard|211,algebra_hard,211
126,algebra_hard|212,algebra_hard,212
127,algebra_hard|213,algebra_hard,213
128,algebra_hard|214,algebra_hard,214
129,algebra_hard|215,algebra_hard,215
130,algebra_hard|216,algebra_hard,216
131,algebra_hard|217,algebra_hard,217
132,algebra_hard|218,algebra_hard,218
133,algebra_hard|219,algebra_hard,219
134,algebra_hard|22,algebra_hard,22
135,algebra_hard|220,algebra_hard,220
136,algebra_hard|221,algebra_hard,221
137,algebra_hard|222,algebra_hard,222
138,algebra_hard|223,algebra_hard,223
139,algebra_hard|224,algebra_hard,224
140,algebra_hard|225,algebra_hard,225
141,algebra_hard|226,algebra_hard,226
142,algebra_hard|227,algebra_hard,227
143,algebra_hard|228,algebra_hard,228
144,algebra_hard|229,algebra_hard,229
145,algebra_hard|23,algebra_hard,23
146,algebra_hard|230,algebra_hard,230
147,algebra_hard|231,algebra_hard,231
148,algebra_hard|232,algebra_hard,232
149,algebra_hard|233,algebra_hard,233
150,algebra_hard|234,algebra_hard,234
151,algebra_hard|235,algebra_hard,235
152,algebra_hard|236,algebra_hard,236
153,algebra_hard|237,algebra_hard,237
154,algebra_hard|238,algebra_hard,238
155,algebra_hard|239,algebra_hard,239
156,algebra_hard|24,algebra_hard,24
157,algebra_hard|240,algebra_hard,240
158,algebra_hard|241,algebra_hard,241
159,algebra_hard|242,algebra_hard,242
160,algebra_hard|243,algebra_hard,243
161,algebra_hard|244,algebra_hard,244
162,algebra_hard|245,algebra_hard,245
163,algebra_hard|246,algebra_hard,246
164,algebra_hard|247,algebra_hard,247
165,algebra_hard|248,algebra_hard,248
166,algebra_hard|249,algebra_hard,249
167,algebra_hard|25,algebra_hard,25
168,algebra_hard|250,algebra_hard,250
169,algebra_hard|251,algebra_hard,251
170,algebra_hard|252,algebra_hard,252
171,algebra_hard|253,algebra_hard,253
172,algebra_hard|254,algebra_hard,254
173,algebra_hard|255,algebra_hard,255
174,algebra_hard|256,algebra_hard,256
175,algebra_hard|257,algebra_hard,257
176,algebra_hard|258,algebra_hard,258
177,algebra_hard|259,algebra_hard,259
178,algebra_hard|26,algebra_hard,26
179,algebra_hard|260,algebra_hard,260
180,algebra_hard|261,algebra_hard,261
181,algebra_hard|262,algebra_hard,262
182,algebra_hard|263,algebra_hard,263
183,algebra_hard|264,algebra_hard,264
184,algebra_hard|265,algebra_hard,265
185,algebra_hard|266,algebra_hard,266
186,algebra_hard|267,algebra_hard,267
187,algebra_hard|268,algebra_hard,268
188,algebra_hard|269,algebra_hard,269
189,algebra_hard|27,algebra_hard,27
190,algebra_hard|270,algebra_hard,270
191,algebra_hard|271,algebra_hard,271
192,algebra_hard|272,algebra_hard,272
193,algebra_hard|273,algebra_hard,273
194,algebra_hard|274,algebra_hard,274
195,algebra_hard|275,algebra_hard,275
196,algebra_hard|276,algebra_hard,276
197,algebra_hard|277,algebra_hard,277
198,algebra_hard|278,algebra_hard,278
199,algebra_hard|279,algebra_hard,279
200,algebra_hard|28,algebra_hard,28
201,algebra_hard|280,algebra_hard,280
202,algebra_hard|281,algebra_hard,281
203,algebra_hard|282,algebra_hard,282
204,algebra_hard|283,algebra_hard,283
205,algebra_hard|284,algebra_hard,284
206,algebra_hard|285,algebra_hard,285
207,algebra_hard|286,algebra_hard,286
208,algebra_hard|287,algebra_hard,287
209,algebra_hard|288,algebra_hard,288
210,algebra_hard|289,algebra_hard,289
211,algebra_hard|29,algebra_hard,29
212,algebra_hard|290,algebra_hard,290
213,algebra_hard|291,algebra_hard,291
214,algebra_hard|292,algebra_hard,292
215,algebra_hard|293,algebra_hard,293
216,algebra_hard|294,algebra_hard,294
217,algebra_hard|295,algebra_hard,295
218,algebra_hard|296,algebra_hard,296
219,algebra_hard|297,algebra_hard,297
220,algebra_hard|298,algebra_hard,298
221,algebra_hard|299,algebra_hard,299
222,algebra_hard|3,algebra_hard,3
223,algebra_hard|30,algebra_hard,30
224,algebra_hard|300,algebra_hard,300
225,algebra_hard|301,algebra_hard,301
226,algebra_hard|302,algebra_hard,302
227,algebra_hard|303,algebra_hard,303
228,algebra_hard|304,algebra_hard,304
229,algebra_hard|305,algebra_hard,305
230,algebra_hard|306,algebra_hard,306
231,algebra_hard|31,algebra_hard,31
232,algebra_hard|32,algebra_hard,32
233,algebra_hard|33,algebra_hard,33
234,algebra_hard|34,algebra_hard,34
235,algebra_hard|35,algebra_hard,35
236,algebra_hard|36,algebra_hard,36
237,algebra_hard|37,algebra_hard,37
238,algebra_hard|38,algebra_hard,38
239,algebra_hard|39,algebra_hard,39
240,algebra_hard|40,algebra_hard,40
241,algebra_hard|41,algebra_hard,41
242,algebra_hard|42,algebra_hard,42
243,algebra_hard|43,algebra_hard,43
244,algebra_hard|44,algebra_hard,44
245,algebra_hard|45,algebra_hard,45
246,algebra_hard|46,algebra_hard,46
247,algebra_hard|47,algebra_hard,47
248,algebra_hard|48,algebra_hard,48
249,algebra_hard|49,algebra_hard,49
250,algebra_hard|5,algebra_hard,5
251,algebra_hard|50,algebra_hard,50
252,algebra_hard|51,algebra_hard,51
253,algebra_hard|52,algebra_hard,52
254,algebra_hard|53,algebra_hard,53
255,algebra_hard|54,algebra_hard,54
256,algebra_hard|55,algebra_hard,55
257,algebra_hard|56,algebra_hard,56
258,algebra_hard|57,algebra_hard,57
259,algebra_hard|58,algebra_hard,58
260,algebra_hard|59,algebra_hard,59
261,algebra_hard|6,algebra_hard,6
262,algebra_hard|60,algebra_hard,60
263,algebra_hard|61,algebra_hard,61
264,algebra_hard|62,algebra_hard,62
265,algebra_hard|63,algebra_hard,63
266,algebra_hard|64,algebra_hard,64
267,algebra_hard|65,algebra_hard,65
268,algebra_hard|66,algebra_hard,66
269,algebra_hard|67,algebra_hard,67
270,algebra_hard|68,algebra_hard,68
271,algebra_hard|69,algebra_hard,69
272,algebra_hard|7,algebra_hard,7
273,algebra_hard|71,algebra_hard,71
274,algebra_hard|72,algebra_hard,72
275,algebra_hard|73,algebra_hard,73
276,algebra_hard|74,algebra_hard,74
277,algebra_hard|75,algebra_hard,75
278,algebra_hard|76,algebra_hard,76
279,algebra_hard|77,algebra_hard,77
280,algebra_hard|78,algebra_hard,78
281,algebra_hard|79,algebra_hard,79
282,algebra_hard|8,algebra_hard,8
283,algebra_hard|80,algebra_hard,80
284,algebra_hard|81,algebra_hard,81
285,algebra_hard|82,algebra_hard,82
286,algebra_hard|83,algebra_hard,83
287,algebra_hard|84,algebra_hard,84
288,algebra_hard|85,algebra_hard,85
289,algebra_hard|86,algebra_hard,86
290,algebra_hard|87,algebra_hard,87
291,algebra_hard|88,algebra_hard,88
292,algebra_hard|89,algebra_hard,89
293,algebra_hard|9,algebra_hard,9
294,algebra_hard|90,algebra_hard,90
295,algebra_hard|91,algebra_hard,91
296,algebra_hard|92,algebra_hard,92
297,algebra_hard|93,algebra_hard,93
298,algebra_hard|94,algebra_hard,94
299,algebra_hard|95,algebra_hard,95
300,algebra_hard|96,algebra_hard,96
301,algebra_hard|97,algebra_hard,97
302,algebra_hard|98,algebra_hard,98
303,algebra_hard|99,algebra_hard,99
304,counting_and_prob_hard|0,counting_and_prob_hard,0
305,counting_and_prob_hard|1,counting_and_prob_hard,1
306,counting_and_prob_hard|100,counting_and_prob_hard,100
307,counting_and_prob_hard|101,counting_and_prob_hard,101
308,counting_and_prob_hard|102,counting_and_prob_hard,102
309,counting_and_prob_hard|103,counting_and_prob_hard,103
310,counting_and_prob_hard|104,counting_and_prob_hard,104
311,counting_and_prob_hard|105,counting_and_prob_hard,105
312,counting_and_prob_hard|106,counting_and_prob_hard,106
313,counting_and_prob_hard|107,counting_and_prob_hard,107
314,counting_and_prob_hard|108,counting_and_prob_hard,108
315,counting_and_prob_hard|109,counting_and_prob_hard,109
316,counting_and_prob_hard|11,counting_and_prob_hard,11
317,counting_and_prob_hard|110,counting_and_prob_hard,110
318,counting_and_prob_hard|111,counting_and_prob_hard,111
319,counting_and_prob_hard|112,counting_and_prob_hard,112
320,counting_and_prob_hard|113,counting_and_prob_hard,113
321,counting_and_prob_hard|114,counting_and_prob_hard,114
322,counting_and_prob_hard|115,counting_and_prob_hard,115
323,counting_and_prob_hard|116,counting_and_prob_hard,116
324,counting_and_prob_hard|117,counting_and_prob_hard,117
325,counting_and_prob_hard|118,counting_and_prob_hard,118
326,counting_and_prob_hard|119,counting_and_prob_hard,119
327,counting_and_prob_hard|12,counting_and_prob_hard,12
328,counting_and_prob_hard|120,counting_and_prob_hard,120
329,counting_and_prob_hard|121,counting_and_prob_hard,121
330,counting_and_prob_hard|122,counting_and_prob_hard,122
331,counting_and_prob_hard|13,counting_and_prob_hard,13
332,counting_and_prob_hard|14,counting_and_prob_hard,14
333,counting_and_prob_hard|15,counting_and_prob_hard,15
334,counting_and_prob_hard|16,counting_and_prob_hard,16
335,counting_and_prob_hard|17,counting_and_prob_hard,17
336,counting_and_prob_hard|18,counting_and_prob_hard,18
337,counting_and_prob_hard|19,counting_and_prob_hard,19
338,counting_and_prob_hard|2,counting_and_prob_hard,2
339,counting_and_prob_hard|20,counting_and_prob_hard,20
340,counting_and_prob_hard|21,counting_and_prob_hard,21
341,counting_and_prob_hard|22,counting_and_prob_hard,22
342,counting_and_prob_hard|23,counting_and_prob_hard,23
343,counting_and_prob_hard|24,counting_and_prob_hard,24
344,counting_and_prob_hard|25,counting_and_prob_hard,25
345,counting_and_prob_hard|26,counting_and_prob_hard,26
346,counting_and_prob_hard|27,counting_and_prob_hard,27
347,counting_and_prob_hard|28,counting_and_prob_hard,28
348,counting_and_prob_hard|29,counting_and_prob_hard,29
349,counting_and_prob_hard|3,counting_and_prob_hard,3
350,counting_and_prob_hard|30,counting_and_prob_hard,30
351,counting_and_prob_hard|31,counting_and_prob_hard,31
352,counting_and_prob_hard|32,counting_and_prob_hard,32
353,counting_and_prob_hard|33,counting_and_prob_hard,33
354,counting_and_prob_hard|34,counting_and_prob_hard,34
355,counting_and_prob_hard|35,counting_and_prob_hard,35
356,counting_and_prob_hard|36,counting_and_prob_hard,36
357,counting_and_prob_hard|37,counting_and_prob_hard,37
358,counting_and_prob_hard|38,counting_and_prob_hard,38
359,counting_and_prob_hard|39,counting_and_prob_hard,39
360,counting_and_prob_hard|4,counting_and_prob_hard,4
361,counting_and_prob_hard|40,counting_and_prob_hard,40
362,counting_and_prob_hard|41,counting_and_prob_hard,41
363,counting_and_prob_hard|42,counting_and_prob_hard,42
364,counting_and_prob_hard|43,counting_and_prob_hard,43
365,counting_and_prob_hard|44,counting_and_prob_hard,44
366,counting_and_prob_hard|45,counting_and_prob_hard,45
367,counting_and_prob_hard|47,counting_and_prob_hard,47
368,counting_and_prob_hard|48,counting_and_prob_hard,48
369,counting_and_prob_hard|49,counting_and_prob_hard,49
370,counting_and_prob_hard|5,counting_and_prob_hard,5
371,counting_and_prob_hard|50,counting_and_prob_hard,50
372,counting_and_prob_hard|51,counting_and_prob_hard,51
373,counting_and_prob_hard|52,counting_and_prob_hard,52
374,counting_and_prob_hard|53,counting_and_prob_hard,53
375,counting_and_prob_hard|54,counting_and_prob_hard,54
376,counting_and_prob_hard|55,counting_and_prob_hard,55
377,counting_and_prob_hard|56,counting_and_prob_hard,56
378,counting_and_prob_hard|57,counting_and_prob_hard,57
379,counting_and_prob_hard|58,counting_and_prob_hard,58
380,counting_and_prob_hard|59,counting_and_prob_hard,59
381,counting_and_prob_hard|6,counting_and_prob_hard,6
382,counting_and_prob_hard|60,counting_and_prob_hard,60
383,counting_and_prob_hard|61,counting_and_prob_hard,61
384,counting_and_prob_hard|62,counting_and_prob_hard,62
385,counting_and_prob_hard|63,counting_and_prob_hard,63
386,counting_and_prob_hard|64,counting_and_prob_hard,64
387,counting_and_prob_hard|65,counting_and_prob_hard,65
388,counting_and_prob_hard|66,counting_and_prob_hard,66
389,counting_and_prob_hard|67,counting_and_prob_hard,67
390,counting_and_prob_hard|68,counting_and_prob_hard,68
391,counting_and_prob_hard|69,counting_and_prob_hard,69
392,counting_and_prob_hard|7,counting_and_prob_hard,7
393,counting_and_prob_hard|70,counting_and_prob_hard,70
394,counting_and_prob_hard|71,counting_and_prob_hard,71
395,counting_and_prob_hard|72,counting_and_prob_hard,72
396,counting_and_prob_hard|73,counting_and_prob_hard,73
397,counting_and_prob_hard|74,counting_and_prob_hard,74
398,counting_and_prob_hard|75,counting_and_prob_hard,75
399,counting_and_prob_hard|76,counting_and_prob_hard,76
400,counting_and_prob_hard|77,counting_and_prob_hard,77
401,counting_and_prob_hard|78,counting_and_prob_hard,78
402,counting_and_prob_hard|79,counting_and_prob_hard,79
403,counting_and_prob_hard|8,counting_and_prob_hard,8
404,counting_and_prob_hard|80,counting_and_prob_hard,80
405,counting_and_prob_hard|81,counting_and_prob_hard,81
406,counting_and_prob_hard|82,counting_and_prob_hard,82
407,counting_and_prob_hard|83,counting_and_prob_hard,83
408,counting_and_prob_hard|84,counting_and_prob_hard,84
409,counting_and_prob_hard|85,counting_and_prob_hard,85
410,counting_and_prob_hard|86,counting_and_prob_hard,86
411,counting_and_prob_hard|87,counting_and_prob_hard,87
412,counting_and_prob_hard|88,counting_and_prob_hard,88
413,counting_and_prob_hard|89,counting_and_prob_hard,89
414,counting_and_prob_hard|9,counting_and_prob_hard,9
415,counting_and_prob_hard|90,counting_and_prob_hard,90
416,counting_and_prob_hard|91,counting_and_prob_hard,91
417,counting_and_prob_hard|92,counting_and_prob_hard,92
418,counting_and_prob_hard|93,counting_and_prob_hard,93
419,counting_and_prob_hard|94,counting_and_prob_hard,94
420,counting_and_prob_hard|95,counting_and_prob_hard,95
421,counting_and_prob_hard|96,counting_and_prob_hard,96
422,counting_and_prob_hard|97,counting_and_prob_hard,97
423,counting_and_prob_hard|98,counting_and_prob_hard,98
424,geometry_hard|0,geometry_hard,0
425,geometry_hard|1,geometry_hard,1
426,geometry_hard|10,geometry_hard,10
427,geometry_hard|100,geometry_hard,100
428,geometry_hard|101,geometry_hard,101
429,geometry_hard|103,geometry_hard,103
430,geometry_hard|105,geometry_hard,105
431,geometry_hard|107,geometry_hard,107
432,geometry_hard|108,geometry_hard,108
433,geometry_hard|109,geometry_hard,109
434,geometry_hard|11,geometry_hard,11
435,geometry_hard|110,geometry_hard,110
436,geometry_hard|111,geometry_hard,111
437,geometry_hard|112,geometry_hard,112
438,geometry_hard|113,geometry_hard,113
439,geometry_hard|114,geometry_hard,114
440,geometry_hard|115,geometry_hard,115
441,geometry_hard|116,geometry_hard,116
442,geometry_hard|117,geometry_hard,117
443,geometry_hard|118,geometry_hard,118
444,geometry_hard|119,geometry_hard,119
445,geometry_hard|12,geometry_hard,12
446,geometry_hard|120,geometry_hard,120
447,geometry_hard|121,geometry_hard,121
448,geometry_hard|122,geometry_hard,122
449,geometry_hard|124,geometry_hard,124
450,geometry_hard|125,geometry_hard,125
451,geometry_hard|126,geometry_hard,126
452,geometry_hard|127,geometry_hard,127
453,geometry_hard|128,geometry_hard,128
454,geometry_hard|13,geometry_hard,13
455,geometry_hard|130,geometry_hard,130
456,geometry_hard|131,geometry_hard,131
457,geometry_hard|14,geometry_hard,14
458,geometry_hard|15,geometry_hard,15
459,geometry_hard|16,geometry_hard,16
460,geometry_hard|17,geometry_hard,17
461,geometry_hard|18,geometry_hard,18
462,geometry_hard|19,geometry_hard,19
463,geometry_hard|2,geometry_hard,2
464,geometry_hard|20,geometry_hard,20
465,geometry_hard|21,geometry_hard,21
466,geometry_hard|22,geometry_hard,22
467,geometry_hard|24,geometry_hard,24
468,geometry_hard|26,geometry_hard,26
469,geometry_hard|27,geometry_hard,27
470,geometry_hard|28,geometry_hard,28
471,geometry_hard|29,geometry_hard,29
472,geometry_hard|3,geometry_hard,3
473,geometry_hard|30,geometry_hard,30
474,geometry_hard|31,geometry_hard,31
475,geometry_hard|32,geometry_hard,32
476,geometry_hard|33,geometry_hard,33
477,geometry_hard|34,geometry_hard,34
478,geometry_hard|35,geometry_hard,35
479,geometry_hard|36,geometry_hard,36
480,geometry_hard|38,geometry_hard,38
481,geometry_hard|39,geometry_hard,39
482,geometry_hard|4,geometry_hard,4
483,geometry_hard|40,geometry_hard,40
484,geometry_hard|41,geometry_hard,41
485,geometry_hard|42,geometry_hard,42
486,geometry_hard|43,geometry_hard,43
487,geometry_hard|44,geometry_hard,44
488,geometry_hard|45,geometry_hard,45
489,geometry_hard|46,geometry_hard,46
490,geometry_hard|47,geometry_hard,47
491,geometry_hard|48,geometry_hard,48
492,geometry_hard|49,geometry_hard,49
493,geometry_hard|50,geometry_hard,50
494,geometry_hard|52,geometry_hard,52
495,geometry_hard|53,geometry_hard,53
496,geometry_hard|54,geometry_hard,54
497,geometry_hard|55,geometry_hard,55
498,geometry_hard|56,geometry_hard,56
499,geometry_hard|57,geometry_hard,57
500,geometry_hard|58,geometry_hard,58
501,geometry_hard|59,geometry_hard,59
502,geometry_hard|6,geometry_hard,6
503,geometry_hard|61,geometry_hard,61
504,geometry_hard|62,geometry_hard,62
505,geometry_hard|63,geometry_hard,63
506,geometry_hard|64,geometry_hard,64
507,geometry_hard|65,geometry_hard,65
508,geometry_hard|66,geometry_hard,66
509,geometry_hard|67,geometry_hard,67
510,geometry_hard|68,geometry_hard,68
511,geometry_hard|69,geometry_hard,69
512,geometry_hard|70,geometry_hard,70
513,geometry_hard|71,geometry_hard,71
514,geometry_hard|72,geometry_hard,72
515,geometry_hard|73,geometry_hard,73
516,geometry_hard|74,geometry_hard,74
517,geometry_hard|75,geometry_hard,75
518,geometry_hard|76,geometry_hard,76
519,geometry_hard|77,geometry_hard,77
520,geometry_hard|78,geometry_hard,78
521,geometry_hard|79,geometry_hard,79
522,geometry_hard|8,geometry_hard,8
523,geometry_hard|80,geometry_hard,80
524,geometry_hard|81,geometry_hard,81
525,geometry_hard|82,geometry_hard,82
526,geometry_hard|83,geometry_hard,83
527,geometry_hard|84,geometry_hard,84
528,geometry_hard|85,geometry_hard,85
529,geometry_hard|86,geometry_hard,86
530,geometry_hard|87,geometry_hard,87
531,geometry_hard|88,geometry_hard,88
532,geometry_hard|9,geometry_hard,9
533,geometry_hard|91,geometry_hard,91
534,geometry_hard|92,geometry_hard,92
535,geometry_hard|93,geometry_hard,93
536,geometry_hard|94,geometry_hard,94
537,geometry_hard|95,geometry_hard,95
538,geometry_hard|96,geometry_hard,96
539,intermediate_algebra_hard|10,intermediate_algebra_hard,10
540,intermediate_algebra_hard|100,intermediate_algebra_hard,100
541,intermediate_algebra_hard|101,intermediate_algebra_hard,101
542,intermediate_algebra_hard|102,intermediate_algebra_hard,102
543,intermediate_algebra_hard|103,intermediate_algebra_hard,103
544,intermediate_algebra_hard|104,intermediate_algebra_hard,104
545,intermediate_algebra_hard|105,intermediate_algebra_hard,105
546,intermediate_algebra_hard|106,intermediate_algebra_hard,106
547,intermediate_algebra_hard|107,intermediate_algebra_hard,107
548,intermediate_algebra_hard|108,intermediate_algebra_hard,108
549,intermediate_algebra_hard|109,intermediate_algebra_hard,109
550,intermediate_algebra_hard|11,intermediate_algebra_hard,11
551,intermediate_algebra_hard|110,intermediate_algebra_hard,110
552,intermediate_algebra_hard|112,intermediate_algebra_hard,112
553,intermediate_algebra_hard|113,intermediate_algebra_hard,113
554,intermediate_algebra_hard|114,intermediate_algebra_hard,114
555,intermediate_algebra_hard|115,intermediate_algebra_hard,115
556,intermediate_algebra_hard|116,intermediate_algebra_hard,116
557,intermediate_algebra_hard|117,intermediate_algebra_hard,117
558,intermediate_algebra_hard|119,intermediate_algebra_hard,119
559,intermediate_algebra_hard|12,intermediate_algebra_hard,12
560,intermediate_algebra_hard|120,intermediate_algebra_hard,120
561,intermediate_algebra_hard|123,intermediate_algebra_hard,123
562,intermediate_algebra_hard|124,intermediate_algebra_hard,124
563,intermediate_algebra_hard|125,intermediate_algebra_hard,125
564,intermediate_algebra_hard|126,intermediate_algebra_hard,126
565,intermediate_algebra_hard|127,intermediate_algebra_hard,127
566,intermediate_algebra_hard|128,intermediate_algebra_hard,128
567,intermediate_algebra_hard|129,intermediate_algebra_hard,129
568,intermediate_algebra_hard|131,intermediate_algebra_hard,131
569,intermediate_algebra_hard|132,intermediate_algebra_hard,132
570,intermediate_algebra_hard|133,intermediate_algebra_hard,133
571,intermediate_algebra_hard|135,intermediate_algebra_hard,135
572,intermediate_algebra_hard|136,intermediate_algebra_hard,136
573,intermediate_algebra_hard|137,intermediate_algebra_hard,137
574,intermediate_algebra_hard|138,intermediate_algebra_hard,138
575,intermediate_algebra_hard|14,intermediate_algebra_hard,14
576,intermediate_algebra_hard|140,intermediate_algebra_hard,140
577,intermediate_algebra_hard|141,intermediate_algebra_hard,141
578,intermediate_algebra_hard|142,intermediate_algebra_hard,142
579,intermediate_algebra_hard|143,intermediate_algebra_hard,143
580,intermediate_algebra_hard|144,intermediate_algebra_hard,144
581,intermediate_algebra_hard|146,intermediate_algebra_hard,146
582,intermediate_algebra_hard|147,intermediate_algebra_hard,147
583,intermediate_algebra_hard|148,intermediate_algebra_hard,148
584,intermediate_algebra_hard|15,intermediate_algebra_hard,15
585,intermediate_algebra_hard|150,intermediate_algebra_hard,150
586,intermediate_algebra_hard|152,intermediate_algebra_hard,152
587,intermediate_algebra_hard|153,intermediate_algebra_hard,153
588,intermediate_algebra_hard|154,intermediate_algebra_hard,154
589,intermediate_algebra_hard|155,intermediate_algebra_hard,155
590,intermediate_algebra_hard|158,intermediate_algebra_hard,158
591,intermediate_algebra_hard|159,intermediate_algebra_hard,159
592,intermediate_algebra_hard|16,intermediate_algebra_hard,16
593,intermediate_algebra_hard|160,intermediate_algebra_hard,160
594,intermediate_algebra_hard|161,intermediate_algebra_hard,161
595,intermediate_algebra_hard|162,intermediate_algebra_hard,162
596,intermediate_algebra_hard|163,intermediate_algebra_hard,163
597,intermediate_algebra_hard|164,intermediate_algebra_hard,164
598,intermediate_algebra_hard|165,intermediate_algebra_hard,165
599,intermediate_algebra_hard|166,intermediate_algebra_hard,166
600,intermediate_algebra_hard|167,intermediate_algebra_hard,167
601,intermediate_algebra_hard|169,intermediate_algebra_hard,169
602,intermediate_algebra_hard|170,intermediate_algebra_hard,170
603,intermediate_algebra_hard|171,intermediate_algebra_hard,171
604,intermediate_algebra_hard|172,intermediate_algebra_hard,172
605,intermediate_algebra_hard|173,intermediate_algebra_hard,173
606,intermediate_algebra_hard|174,intermediate_algebra_hard,174
607,intermediate_algebra_hard|175,intermediate_algebra_hard,175
608,intermediate_algebra_hard|176,intermediate_algebra_hard,176
609,intermediate_algebra_hard|177,intermediate_algebra_hard,177
610,intermediate_algebra_hard|178,intermediate_algebra_hard,178
611,intermediate_algebra_hard|179,intermediate_algebra_hard,179
612,intermediate_algebra_hard|18,intermediate_algebra_hard,18
