model,n_obs_items,cat_n_items,obs_acc,pred_acc_cat,pred_acc_full,theta_full_correctness,theta_cat_correctness,final_se_correctness,n_cross_correctness,theta_full_scaffolding,theta_cat_scaffolding,final_se_scaffolding,n_cross_scaffolding
deepseek-ai/deepseek-llm-7b-base,3374,34,0.056312981624184945,0.07066807902198718,0.05773846315509627,-2.25311575542688,-1.6473011115378777,0.2927211315594516,34.0,-0.06652084132898509,-0.08329453546654458,0.20632538742202886,10
deepseek-ai/deepseek-math-7b-base,3395,61,0.03858615611192931,0.07056499261838563,0.04652034698596284,-4.104413410144691,-2.129020426941361,0.2993695290247929,61.0,0.41155395701811054,0.6602072201735537,0.15939930524749787,10
facebook/opt-1.3b,3405,94,0.08135095447870778,0.0683915636026452,0.07519565285750213,-2.088168739376965,-2.519940642979299,0.29851226622988775,94.0,0.9192011112474563,0.9732154879755605,0.14204588682684968,10
facebook/opt-2.7b,3400,73,0.0811764705882353,0.07736630552496285,0.0766097987628442,-2.066398376718045,-2.0621932107821777,0.29602908476889817,73.0,0.97437327283022,1.024482929407829,0.14649020862143233,9
facebook/opt-6.7b,3399,58,0.07119741100323625,0.07999153010161025,0.06993753665112823,-2.277243596628273,-1.8091188705625938,0.2995372668376874,58.0,0.7417137038742112,0.7717162608890492,0.15841406759770402,8
google/gemma-2-2b,3385,32,0.0915805022156573,0.09850002676021644,0.09360817138377807,-0.9739037331345772,-0.8500453035212677,0.2960925328468569,32.0,-0.09949496271483864,-0.112842491746761,0.21570761538856487,10
h2oai/h2o-danube2-1.8b-base,3389,23,0.06963706107996459,0.11863796154863757,0.07511996419888863,-1.3312447767934155,-0.36564737714360296,0.2997204138430606,23.0,-0.5062831566300635,-0.3016424787829858,0.25202472239571394,13
h2oai/h2o-danube3-4b-base,3383,19,0.14750221696718888,0.14207549059857288,0.14275500701718616,0.10995171678708929,0.0424198814311973,0.24070940845218938,11.0,-0.859966450664048,-0.5139642835960466,0.28870016047965086,19
ibm-granite/granite-3.0-2b-base,3340,10,0.20688622754491018,0.203228676703431,0.2106713660751827,0.7592391234637894,0.5358162743339362,0.2844564338964418,10.0,0.12638697974506824,0.91100762700382,0.22795048550043326,5
ibm-granite/granite-3.1-2b-base,3348,13,0.20280764635603346,0.2069358845095868,0.2044671633452453,0.7381825961618933,0.5899492593348732,0.28165279729082476,13.0,-0.1271864426907592,0.855175674115197,0.1980689080672491,5
ibm-granite/granite-3.1-2b-instruct,3353,25,0.2851178049507903,0.24782700745416997,0.2696516682494748,1.3025803471465387,1.18580334616005,0.09892365570426152,6.0,-0.03408779638361903,-0.5506275604695824,0.28002473342362594,25
lmsys/vicuna-7b-v1.5,3350,9,0.1528358208955224,0.1603727197777855,0.1476823525606859,-0.04354198419874129,0.18521602701044435,0.2934371327243047,8.0,0.22392194262527912,0.009011994668497239,0.29500499853831813,9
meta-llama/Llama-3.2-1B,3352,31,0.04892601431980907,0.07897010133151317,0.05188444579533284,-2.756500238416969,-1.354160433171362,0.2926063694620835,31.0,0.010191479558521385,-0.15083448309394015,0.2184807293064942,11
meta-llama/Llama-3.2-1B-Instruct,3348,17,0.10424133811230585,0.11119110406832088,0.10712406017570926,-0.37665586975168647,-0.3792367958740146,0.29111761003470205,17.0,-1.3610213484050988,-0.9064935161117756,0.28971447087222474,15
meta-llama/Llama-3.2-3B,3397,14,0.11863408890197233,0.16707618875137398,0.1208653859718437,-0.35990640773418264,0.3410728019801621,0.29334879165281935,14.0,-0.2280577109344837,-0.28083692775701374,0.2608441639047645,8
meta-llama/Llama-3.2-3B-Instruct,3330,7,0.2798798798798799,0.32479879872216366,0.27308056213656773,1.1060971597426363,1.588867645034731,0.2367558687116106,7.0,1.4883455330387299,1.054961974754212,0.19932228997788318,4
microsoft/Phi-3-mini-4k-instruct,3378,14,0.1705150976909414,0.14737058729093994,0.18050640926756678,0.36734196629557636,0.0040164992465336405,0.28883208857213083,14.0,0.40875449345837284,0.022943431254440733,0.2667245474835901,10
microsoft/Phi-3.5-mini-instruct,3373,11,0.27364364067595615,0.20398306570157107,0.2625652214246022,1.3621967409982925,0.7309703401601281,0.19532205599345875,6.0,-0.9787634833420024,-0.1817198395392453,0.2994402241799847,11
microsoft/phi-1_5,3404,23,0.05434782608695652,0.07574503067377457,0.05800249471198528,-2.2448546713881177,-1.3824650600117374,0.29386525534550384,23.0,-0.05881179246892588,-0.28897090112341667,0.25392550382075946,11
microsoft/phi-2,3373,18,0.15920545508449452,0.1412379654917787,0.1577610493031035,0.10549511273668113,0.007993237663789829,0.25971407112758793,13.0,0.3116357485198623,-0.3511143113653515,0.2915497139939685,18
mistralai/Mistral-7B-Instruct-v0.3,3358,21,0.25431804645622397,0.24877250280128027,0.2517802576430737,1.057932451385916,1.1017331546993483,0.11520246304283181,5.0,0.5967150953768923,0.15256097739750538,0.29468677577067737,21
mistralai/Mistral-7B-v0.1,3290,12,0.19817629179331306,0.17144677763736507,0.18614897813099238,0.5101427873291635,0.3584199977243035,0.23026464138881234,8.0,0.06450573645855509,-0.06931655414768265,0.2838026737905702,12
mistralai/Mistral-7B-v0.3,3272,10,0.210880195599022,0.2490008809360701,0.2124541836405922,0.7741419518277319,1.1703948156192632,0.18308780198333907,8.0,0.256620618663273,-0.15245224181915615,0.29714462989433116,10
nvidia/Nemotron-Mini-4B-Instruct,3368,10,0.1416270783847981,0.1521311457625487,0.1373943338944035,-0.05829037181166001,0.1434483352913865,0.29788164203098966,10.0,-0.34353256475312904,-0.27742882685343895,0.2798906447078485,9
openai-community/gpt2,3411,90,0.045441219583699795,0.06984690359572455,0.05242648570157555,-5.229519656564332,-2.5741083165449394,0.29692532689016504,90.0,1.1955019535447309,1.1836536479479023,0.14146153694547764,8
openai-community/gpt2-large,3413,88,0.05742748315265163,0.06928944688907825,0.05778718125688079,-3.6564220325165158,-2.5721054342276117,0.298254885398893,88.0,1.0463558066827239,1.0865280123425005,0.1401405067048536,9
openai-community/gpt2-medium,3409,84,0.04136110296274567,0.06890215890300272,0.04989270554872187,-5.549315785321056,-2.556339701488694,0.2999561479798385,84.0,1.0608118329640064,1.0954438486451912,0.14783124153706004,9
openai-community/gpt2-xl,3407,59,0.057822130906956266,0.07324535075204976,0.059689999648880596,-3.435172664086835,-2.308139767389188,0.29679150712560465,59.0,1.0949933192370573,1.097378092717266,0.1578165174334825,9
openbmb/MiniCPM-2B-sft-bf16,3398,50,0.05532666274278988,0.08659495757179486,0.0611700372772771,-2.3668513354129943,-1.3648668448513492,0.2981233761811431,50.0,0.30820309997850176,0.4612200435400138,0.17028980733536825,8
stabilityai/stablelm-2-1_6b,3389,61,0.06403068751844201,0.06378949767479154,0.06282725497332987,-2.1026287414706326,-2.223514432547772,0.2990996149501339,61.0,0.08720972998618286,0.34395695766680773,0.16410519507102028,9
stabilityai/stablelm-2-zephyr-1_6b,3391,23,0.07136537894426423,0.09249069600352386,0.07342728363686532,-1.199294874694082,-0.7783399055490237,0.26928267601377215,18.0,-1.0967711682190135,-0.7734363684530365,0.29627455277589276,23
stabilityai/stablelm-3b-4e1t,3383,40,0.06000591191250369,0.0743954404364067,0.05976956828118029,-2.0668519363644204,-1.6013609519473184,0.29594396510069265,40.0,-0.24961261562561535,0.05568962651839959,0.18968193196936767,8
stabilityai/stablelm-zephyr-3b,3365,21,0.08558692421991085,0.09972494681758262,0.08716193106565995,-0.7890236158227217,-0.6380442785532352,0.2967216687531051,21.0,-1.3111366859988047,-0.6913068248724438,0.27356278257273803,14
tiiuae/Falcon3-1B-Base,3383,16,0.1463198344664499,0.1588470658028203,0.14485480945140916,0.17692209136844678,0.36752731346804285,0.22903264776229995,9.0,-1.0068456162453672,-1.048979547869383,0.2969651018845357,16
tiiuae/Falcon3-3B-Base,3339,25,0.304282719377059,0.23940756972020902,0.28369273084497126,1.5401156138184122,1.1910038863905277,0.10326743491604114,6.0,-1.012058472426215,-1.1655604783703872,0.2972204933867658,25
tiiuae/Falcon3-7B-Base,3346,7,0.40017931858936046,0.3039362339776259,0.3944286154943016,2.237484997869457,1.4707744559444904,0.21928544136368797,7.0,-0.18790281401244716,0.6191523385729951,0.24364029255952419,5
togethercomputer/RedPajama-INCITE-7B-Base,3393,50,0.03801945181255526,0.06825650972216538,0.043567108192539124,-3.7576666298877157,-1.9346102689315077,0.29852393988223835,50.0,0.1694654628615233,0.34236161089041706,0.17136877320225333,9
togethercomputer/RedPajama-INCITE-Base-3B-v1,3414,67,0.04979496192149971,0.07247272965223146,0.05436180358207824,-3.6643958172313646,-2.239911680593685,0.2974181447527961,67.0,0.7741109908708503,0.9175676365989861,0.15194390542374536,8
