model,n_obs_items,cat_n_items,obs_acc,pred_acc_cat,pred_acc_full,theta_full_correctness,theta_cat_correctness,final_se_correctness,n_cross_correctness,theta_full_scaffolding,theta_cat_scaffolding,final_se_scaffolding,n_cross_scaffolding
HuggingFaceTB/SmolLM2-1.7B,3373,21,0.10317225022235399,0.10562088813031213,0.10157166849380353,-0.7064121498476384,-0.5772291782068436,0.29640244482110667,21.0,-0.30018861742423764,-0.4699059843671571,0.273478916502476,13
HuggingFaceTB/SmolLM2-1.7B-Instruct,3343,22,0.16003589590188452,0.17486712053289566,0.1557570278878272,0.29131226969796753,0.5631855128002186,0.18938608908050855,12.0,-0.8238460659917322,-1.1062923835021516,0.29886545072166304,22
HuggingFaceTB/SmolLM2-135M,3298,34,0.04335961188599151,0.04596104184082855,0.04502067728405367,-3.897431776250844,-3.3587963840880364,0.2948776371552195,34.0,0.16989623589491148,-0.04946565867776207,0.20510992444996057,10
HuggingFaceTB/SmolLM2-360M,3393,44,0.04715590922487474,0.05043908905534349,0.05023620946172144,-3.2899561222022013,-2.838624848893062,0.2961403350105511,44.0,0.3036665622793019,-0.049165301629929305,0.18994337841901582,11
HuggingFaceTB/SmolLM2-360M-Instruct,3381,22,0.06654835847382432,0.06476551425937253,0.06783907854524579,-1.4300772480794888,-1.620830586345271,0.2949164344414185,22.0,-0.9028748796089557,-0.6613795199163182,0.26862365881972067,14
LLM360/Amber,3395,47,0.038880706921944036,0.05017275354465424,0.04309233846547033,-4.705496057960051,-3.4134072289052155,0.2975264825475325,47.0,0.43289541822100824,0.45940368258395986,0.17940535068371205,9
Qwen/Qwen2-0.5B,3381,31,0.042295178941141674,0.05274572557371054,0.04872629830767851,-2.5476300646933,-2.301039316325361,0.29603067435096614,31.0,-0.4796189581125633,-0.464600105457841,0.21122008342265075,9
Qwen/Qwen2-1.5B,3377,15,0.10097719869706841,0.07016696198067991,0.09630195694488686,-0.6125814241355478,-1.1953057124246464,0.2965084337129936,15.0,-1.2354994365622602,-1.5803433390608224,0.2656039634845764,7
Qwen/Qwen2-7B,3359,24,0.29770765108663294,0.26347425020132487,0.28606588152902784,1.4170722136653273,1.24644830655164,0.0932912290131337,5.0,0.06425342665463679,-0.026234169856861802,0.29567846026293537,24
Qwen/Qwen2.5-0.5B,3373,19,0.06759561221464572,0.08240003431318975,0.07109805556642639,-1.3134952640001407,-0.9729520470900963,0.29624408896992416,19.0,-1.0230260474493422,-1.0792197666384828,0.2793995698766058,14
Qwen/Qwen2.5-0.5B-Instruct,3370,27,0.09050445103857567,0.08213452183911095,0.09256655433037682,-0.7096881507513525,-0.9848087067685074,0.292743491986745,27.0,-1.1538448017443654,-1.0411013419101893,0.24223010483190147,10
Qwen/Qwen2.5-1.5B,3127,77,0.19155740326191237,0.22291036281102017,0.19215352324930973,0.7643311520362822,1.0513435820633912,0.09216616993611858,6.0,-1.5469116414200217,-1.373686152283433,0.29654037370201664,77
Qwen/Qwen2.5-1.5B-Instruct,3323,25,0.24766777008727053,0.23870744748951744,0.23954003169790733,1.2082371555949367,1.224529009547355,0.10748005171643954,6.0,-1.3358446845425638,-1.617318730141771,0.27899114414730347,25
Qwen/Qwen2.5-3B,3344,26,0.2897727272727273,0.26563958982372643,0.27750851220236106,1.4527354980394995,1.3716706594094932,0.08677951172787272,6.0,-0.7752378947679692,-0.9123613760950493,0.2793799661460806,26
Qwen/Qwen2.5-3B-Instruct,3327,7,0.3985572587917042,0.31259270420537455,0.3971852829891934,2.1664393197687413,1.5415376399112282,0.21928544136368797,7.0,0.45813575511128757,0.543022689252073,0.24364029255952419,5
Qwen/Qwen2.5-7B,3343,12,0.3798982949446605,0.2872522429114636,0.39095319821560065,2.0687844323406352,1.1610139309386946,0.29406410938954075,12.0,1.0163933090936617,1.838289690336672,0.16716211715990825,4
Qwen/Qwen2.5-7B-Instruct,3345,11,0.5103139013452915,0.3369485496488447,0.4793603713156692,2.5644897767867523,1.5704459816863783,0.2256954673434082,11.0,1.3908608402807288,1.633755379470644,0.1607870671362173,4
Qwen/Qwen2.5-Coder-7B,3352,10,0.34695704057279236,0.25482664218663337,0.3259458964280693,1.7398650642134919,1.1757691646730701,0.19557804425753575,8.0,-0.007245254729396004,0.008727414352956648,0.29914851273758747,10
Qwen/Qwen2.5-Math-7B,3369,15,0.36628079548827547,0.34937850456949543,0.37266119033937833,2.233907346624393,2.0178461240404437,0.11830635059028545,6.0,-1.5840576987585298,-0.9203596420551182,0.2901329112272632,15
Qwen/Qwen3-0.6B,3399,26,0.21241541629891145,0.26820874987670534,0.22155010785388482,1.086710309257158,1.4100440109488592,0.08766675258554703,6.0,-1.7267348763151928,-0.9274964367825257,0.2794703914322525,26
Qwen/Qwen3-1.7B,3394,12,0.4643488509133765,0.3737017573435206,0.4500289137576493,2.73059895454111,2.1525549248283653,0.13395738442226882,6.0,-1.966540908589912,-0.6668362310803533,0.29096450526204437,12
Qwen/Qwen3-4B,3399,20,0.5998823183289202,0.5226594064076804,0.6207125092154845,3.7279704518955605,3.0712156370877772,0.09601949902889247,5.0,-1.9646076754812538,-0.8637415959526776,0.29981607338897664,20
TinyLlama/TinyLlama-1.1B-Chat-v1.0,3380,18,0.04053254437869822,0.05792361304119946,0.044273231410875566,-2.37814695208401,-1.6511373532002591,0.29615309065170436,18.0,-1.1447657482675897,-1.2932975492141265,0.2940365914858701,15
allenai/OLMo-2-0425-1B,3383,24,0.10434525569021579,0.12312278676883213,0.09918672266310037,-0.7650316483044961,-0.3255188817564598,0.2970556742140078,24.0,-0.2889882480862075,-0.12661468856442445,0.23004746371371532,9
allenai/OLMo-2-1124-7B,3357,60,0.24754244861483468,0.21888796725492696,0.2331513134830284,1.0613235107491492,0.9711486934783325,0.08570416575521017,6.0,-0.41207515056020694,-0.7460383765762768,0.2907707427705655,60
bigscience/bloom-1b1,3395,68,0.03799705449189985,0.044422611943437225,0.042857099071464844,-4.300244256737942,-3.806541285578815,0.2977154542799928,68.0,0.3046912775409136,0.23056011543597604,0.15570498896674964,8
bigscience/bloom-1b7,3393,59,0.02888299440023578,0.04383553332740059,0.03598317881276744,-4.837123620047868,-3.8054971384951997,0.29547609912046513,59.0,-0.10428686718263981,0.20013547555678748,0.16693167259046565,8
bigscience/bloom-3b,3396,66,0.03356890459363958,0.04412200583689315,0.04046575091194922,-3.790819100802745,-3.804324046418119,0.29665150918335004,66.0,-0.1664394377017721,0.1497545078684995,0.16170526006314379,10
bigscience/bloom-560m,3384,57,0.02925531914893617,0.04466775433089558,0.03698316229167982,-5.507112664061824,-3.812037212734679,0.2978755032129883,57.0,0.2534346678917704,0.3981045586221147,0.17040950909692665,8
bigscience/bloom-7b1,3368,50,0.04423990498812352,0.059649003934160075,0.047869808939105356,-2.8147694847598617,-2.1169569314878416,0.29530157039400257,50.0,-0.1886975495939913,-0.08407679638561649,0.1690446744770334,8
bigscience/bloomz-1b7,3421,100,0.05320081847413037,0.0622011408079692,0.057583666235603646,-5.464713919879138,-4.340424677064953,0.30234660822078135,,1.576218995950588,1.6772904927696488,0.14180225100177848,9
bigscience/bloomz-3b,3416,100,0.05122950819672131,0.062090475779175466,0.05581544538408157,-5.109224636850582,-3.850568869367092,0.3021855653001059,,1.4024336266566249,1.5036787993731564,0.1398390226459052,9
bigscience/bloomz-7b1,3411,100,0.06479038405159777,0.0652946379138813,0.06682968617377509,-5.2027037825638045,-5.7846029030165065,0.3217820332775202,,2.4513435592132677,2.4226445951446265,0.14158080481449803,9
deepseek-ai/deepseek-coder-6.7b-base,3395,33,0.09396170839469808,0.09490853114577862,0.09398743061930534,-0.8945393513169496,-0.9383948090992107,0.2954577298652252,33.0,-0.2787556466012155,-0.07242621643138318,0.20467902405645866,9
deepseek-ai/deepseek-llm-7b-base,3374,34,0.056312981624184945,0.0457941560783353,0.05773846315509627,-2.25311575542688,-3.0080717205780103,0.2927211315594516,34.0,-0.06652084132898509,-0.20806416867486927,0.20632538742202886,10
deepseek-ai/deepseek-math-7b-base,3395,61,0.03858615611192931,0.06163389108883878,0.04652034698596284,-4.104413410144691,-2.667386000457751,0.2993695290247929,61.0,0.41155395701811054,0.6504325415469215,0.15939930524749787,10
facebook/opt-1.3b,3405,94,0.08135095447870778,0.05703271565484897,0.07519565285750213,-2.088168739376965,-3.677512994111571,0.29851226622988775,94.0,0.9192011112474563,1.0024793761468072,0.14204588682684968,10
facebook/opt-2.7b,3400,73,0.0811764705882353,0.07259239125542541,0.0766097987628442,-2.066398376718045,-2.3846132441908274,0.29602908476889817,73.0,0.97437327283022,1.1082742452026269,0.14649020862143233,9
facebook/opt-6.7b,3399,58,0.07119741100323625,0.07502878994238328,0.06993753665112823,-2.277243596628273,-2.0638550405445177,0.2995372668376874,58.0,0.7417137038742112,0.8212461589540561,0.15841406759770402,8
google/gemma-2-2b,3385,32,0.0915805022156573,0.09034962701320741,0.09360817138377807,-0.9739037331345772,-1.0436029139711467,0.2960925328468569,32.0,-0.09949496271483864,-0.1446037891746278,0.21570761538856487,10
h2oai/h2o-danube2-1.8b-base,3389,23,0.06963706107996459,0.11517080022354441,0.07511996419888863,-1.3312447767934155,-0.41805844508868517,0.2997204138430606,23.0,-0.5062831566300635,-0.3524902431732529,0.25202472239571394,13
h2oai/h2o-danube3-4b-base,3383,19,0.14750221696718888,0.14327666681523055,0.14275500701718616,0.10995171678708929,0.0716809472832534,0.24070940845218938,11.0,-0.859966450664048,-0.5801753104393074,0.28870016047965086,19
ibm-granite/granite-3.0-2b-base,3340,10,0.20688622754491018,0.20755244988486637,0.2106713660751827,0.7592391234637894,0.6004622239677883,0.2844564338964418,10.0,0.12638697974506824,0.8228605801759186,0.22795048550043326,5
ibm-granite/granite-3.1-2b-base,3348,13,0.20280764635603346,0.20895179856208784,0.2044671633452453,0.7381825961618933,0.653145473391883,0.28165279729082476,13.0,-0.1271864426907592,0.6337209158610116,0.1980689080672491,5
ibm-granite/granite-3.1-2b-instruct,3353,25,0.2851178049507903,0.2448896022720879,0.2696516682494748,1.3025803471465387,1.1928250590939993,0.09892365570426152,6.0,-0.03408779638361903,-0.8363416619192213,0.28002473342362594,25
lmsys/vicuna-7b-v1.5,3350,9,0.1528358208955224,0.1588433415041808,0.1476823525606859,-0.04354198419874129,0.176341111677713,0.2934371327243047,8.0,0.22392194262527912,-0.048904036125059065,0.29500499853831813,9
meta-llama/Llama-3.2-1B,3352,31,0.04892601431980907,0.05126144424040576,0.05188444579533284,-2.756500238416969,-2.561035135508057,0.2926063694620835,31.0,0.010191479558521385,-0.25821496310768016,0.2184807293064942,11
meta-llama/Llama-3.2-1B-Instruct,3348,17,0.10424133811230585,0.09280503104214131,0.10712406017570926,-0.37665586975168647,-0.6945785104591516,0.29111761003470205,17.0,-1.3610213484050988,-1.2218131064718813,0.28971447087222474,15
meta-llama/Llama-3.2-3B,3397,14,0.11863408890197233,0.1654539123685797,0.1208653859718437,-0.35990640773418264,0.3252550236285143,0.29334879165281935,14.0,-0.2280577109344837,-0.3069168711408439,0.2608441639047645,8
meta-llama/Llama-3.2-3B-Instruct,3330,7,0.2798798798798799,0.2598840303264513,0.27308056213656773,1.1060971597426363,1.0510850614633245,0.2367558687116106,7.0,1.4883455330387299,1.1225619031757976,0.19932228997788318,4
microsoft/Phi-3-mini-4k-instruct,3378,14,0.1705150976909414,0.14680357302211544,0.18050640926756678,0.36734196629557636,0.0028653785447780447,0.28883208857213083,14.0,0.40875449345837284,-0.010401307262444646,0.2667245474835901,10
microsoft/Phi-3.5-mini-instruct,3373,11,0.27364364067595615,0.20820661553298334,0.2625652214246022,1.3621967409982925,0.7820119091894241,0.19532205599345875,6.0,-0.9787634833420024,-0.23094135796539314,0.2994402241799847,11
microsoft/phi-1_5,3404,23,0.05434782608695652,0.046366981359066785,0.05800249471198528,-2.2448546713881177,-2.6904655447364534,0.29386525534550384,23.0,-0.05881179246892588,-0.49277172766512944,0.25392550382075946,11
microsoft/phi-2,3373,18,0.15920545508449452,0.143674844842696,0.1577610493031035,0.10549511273668113,0.047563647239822225,0.25971407112758793,13.0,0.3116357485198623,-0.36943576772619074,0.2915497139939685,18
mistralai/Mistral-7B-Instruct-v0.3,3358,21,0.25431804645622397,0.25171409222835844,0.2517802576430737,1.057932451385916,1.1230758812508934,0.11520246304283181,5.0,0.5967150953768923,0.1822216898178345,0.29468677577067737,21
mistralai/Mistral-7B-v0.1,3290,12,0.19817629179331306,0.17144387022550314,0.18614897813099238,0.5101427873291635,0.3710976670364016,0.23026464138881234,8.0,0.06450573645855509,-0.14051673091352504,0.2838026737905702,12
mistralai/Mistral-7B-v0.3,3272,10,0.210880195599022,0.25909835782882273,0.2124541836405922,0.7741419518277319,1.239731454370516,0.18308780198333907,8.0,0.256620618663273,-0.01919339999401161,0.29714462989433116,10
nvidia/Nemotron-Mini-4B-Instruct,3368,10,0.1416270783847981,0.14898002983925487,0.1373943338944035,-0.05829037181166001,0.1439156249877095,0.29788164203098966,10.0,-0.34353256475312904,-0.5268019302511667,0.2798906447078485,9
openai-community/gpt2,3411,90,0.045441219583699795,0.059264017814945565,0.05242648570157555,-5.229519656564332,-3.7735475752621848,0.29692532689016504,90.0,1.1955019535447309,1.2811085773250916,0.14146153694547764,8
openai-community/gpt2-large,3413,88,0.05742748315265163,0.05697843143599715,0.05778718125688079,-3.6564220325165158,-3.988143639951847,0.298254885398893,88.0,1.0463558066827239,1.1430213692519393,0.1401405067048536,9
openai-community/gpt2-medium,3409,84,0.04136110296274567,0.05774710318662613,0.04989270554872187,-5.549315785321056,-3.7570691403938032,0.2999561479798385,84.0,1.0608118329640064,1.1629033818916774,0.14783124153706004,9
openai-community/gpt2-xl,3407,59,0.057822130906956266,0.06646811077559434,0.059689999648880596,-3.435172664086835,-2.857387102862429,0.29679150712560465,59.0,1.0949933192370573,1.1930535379214189,0.1578165174334825,9
openbmb/MiniCPM-2B-sft-bf16,3398,50,0.05532666274278988,0.0807411908793059,0.0611700372772771,-2.3668513354129943,-1.5685472833610181,0.2981233761811431,50.0,0.30820309997850176,0.4767937626398381,0.17028980733536825,8
stabilityai/stablelm-2-1_6b,3389,61,0.06403068751844201,0.05100316052581958,0.06282725497332987,-2.1026287414706326,-3.107272047734734,0.2990996149501339,61.0,0.08720972998618286,0.2693645327519536,0.16410519507102028,9
stabilityai/stablelm-2-zephyr-1_6b,3391,23,0.07136537894426423,0.07191817917241265,0.07342728363686532,-1.199294874694082,-1.2250297796748648,0.26928267601377215,18.0,-1.0967711682190135,-1.1745800564562316,0.29627455277589276,23
stabilityai/stablelm-3b-4e1t,3383,40,0.06000591191250369,0.06067137172227807,0.05976956828118029,-2.0668519363644204,-2.1637436930707334,0.29594396510069265,40.0,-0.24961261562561535,-0.022617907291421296,0.18968193196936767,8
stabilityai/stablelm-zephyr-3b,3365,21,0.08558692421991085,0.08066705613873397,0.08716193106565995,-0.7890236158227217,-1.0370424487035952,0.2967216687531051,21.0,-1.3111366859988047,-0.9327500501545017,0.27356278257273803,14
tiiuae/Falcon3-1B-Base,3383,16,0.1463198344664499,0.1599936279678915,0.14485480945140916,0.17692209136844678,0.4088845502365773,0.22903264776229995,9.0,-1.0068456162453672,-1.2692815156634023,0.2969651018845357,16
tiiuae/Falcon3-3B-Base,3339,25,0.304282719377059,0.23730340645259862,0.28369273084497126,1.5401156138184122,1.1892422465089671,0.10326743491604114,6.0,-1.012058472426215,-1.34257413574625,0.2972204933867658,25
tiiuae/Falcon3-7B-Base,3346,7,0.40017931858936046,0.31164180004206665,0.3944286154943016,2.237484997869457,1.5415376399112282,0.21928544136368797,7.0,-0.18790281401244716,0.543022689252073,0.24364029255952419,5
togethercomputer/RedPajama-INCITE-7B-Base,3393,50,0.03801945181255526,0.048954270646576675,0.043567108192539124,-3.7576666298877157,-3.226245049140319,0.29852393988223835,50.0,0.1694654628615233,0.2913130735333916,0.17136877320225333,9
togethercomputer/RedPajama-INCITE-Base-3B-v1,3414,67,0.04979496192149971,0.06530482552402832,0.05436180358207824,-3.6643958172313646,-2.754608849244082,0.2974181447527961,67.0,0.7741109908708503,0.9707375252148236,0.15194390542374536,8
