model,scenarios,criteria,precision_reached,mwle_ok,theta_online_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_online_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding,theta_full_correctness,theta_full_scaffolding
Qwen/Qwen3-0.6B,9,38,True,True,1.997451,2.601526775397981,3.1437388521540006,0.292439,24,-1.573339,-1.9132793909215358,-1.9990349185316496,0.299613,19,1.035719842485933,-1.7173866553953046
Qwen/Qwen3-1.7B,10,49,True,True,2.537675,2.624069395698869,2.7857325886042057,0.254499,36,-1.73731,-1.742011183220708,-1.8641107172733455,0.265339,26,2.799885342810815,-2.0085599376066776
Qwen/Qwen3-4B,10,55,True,True,3.495686,3.513038577037578,3.6101162116765684,0.203406,45,-1.216126,-1.4728902493997442,-1.4988033217777694,0.245728,19,3.7986221505725055,-2.020403062111904
TinyLlama/TinyLlama-1.1B-Chat-v1.0,20,80,True,True,-1.645695,-1.9128536658126039,-2.0947176190426045,0.288454,66,-1.123059,-1.1289310994768709,-1.3004270089064418,0.275861,23,-2.3782315757497305,-1.1447663025940686
allenai/OLMo-2-0425-1B,12,58,True,True,-0.047021,-0.09734817561117898,-0.017678498591735668,0.268976,40,-0.05914,-0.05124241854641208,-0.06261545830867411,0.284097,31,-0.7801299558495199,-0.2878586642668355
allenai/OLMo-2-1124-7B,10,43,True,True,1.116269,0.9981961521193567,1.2165759335528352,0.251239,31,-0.757381,-0.7328167651493189,-0.9022691707640479,0.294883,21,1.0027208706124802,-0.40076695252252204
bigscience/bloom-1b1,17,78,True,True,-2.157901,-2.877811127816969,-4.137556384635915,0.293843,66,0.255648,0.25588398535037993,0.28789400278982796,0.291662,27,-4.300247150046682,0.3047488819679463
bigscience/bloom-1b7,14,64,True,True,-1.571048,-2.3572507171683728,-3.6844368315085303,0.299285,53,0.301649,0.2549870711323699,0.27097755314147887,0.288645,22,-4.837792574754747,-0.1042670576205143
bigscience/bloom-3b,18,78,True,True,-1.808105,-2.637438144598307,-3.8348838178155136,0.292331,65,0.218494,-0.02759040392967356,0.009822596197278852,0.28894,30,-3.7908170458231325,-0.16656659102712243
bigscience/bloom-560m,19,74,True,True,-2.109729,-2.9252090212900406,-4.12513350339159,0.297464,63,0.705737,0.6534068644777282,0.6948468226325679,0.295831,22,-5.534320119098933,0.25340797131454307
bigscience/bloom-7b1,18,83,True,True,-1.705898,-2.2301273343694406,-2.6024541646190857,0.291926,67,-0.119964,-0.15454717006829702,-0.13899694305324634,0.283057,31,-2.8147714747026265,-0.1887778808013607
bigscience/bloomz-1b7,16,77,True,True,-2.106982,-2.8914100484608403,-4.152477052689298,0.293049,67,0.99584,0.9683354351867748,1.2784217767136745,0.286493,23,-5.487803665256936,1.576575204000265
bigscience/bloomz-3b,20,87,True,True,-2.488791,-3.0091868158172415,-3.725333132108184,0.294893,75,1.125133,0.8135371543148118,1.1646407600844615,0.254144,22,-5.113775872057188,1.40240303820811
bigscience/bloomz-7b1,16,80,True,True,-2.385783,-3.189687568544014,-4.698555838144153,0.292831,67,1.748727,1.9963238080067045,2.946822836404912,0.251432,30,-5.209397223199747,2.4515861929424725
deepseek-ai/deepseek-coder-6.7b-base,13,54,True,True,-0.512351,-0.6232111014728238,-0.5880584079127116,0.294942,43,-0.389527,-0.4913732486127437,-0.4641864138850038,0.296597,18,-0.8906736670702504,-0.2788144169129667
deepseek-ai/deepseek-llm-7b-base,16,66,True,True,-1.611143,-2.389567507333139,-3.1280645636140694,0.293723,54,-0.126155,-0.2227685311138604,-0.21761498885723296,0.284331,23,-2.2529818176956726,-0.06633701269941944
deepseek-ai/deepseek-math-7b-base,15,82,True,True,-2.116938,-2.8504341360108882,-4.239213664602812,0.298111,67,0.801852,0.7564410746091568,0.8543165778547104,0.289722,33,-4.104410064660074,0.4114597869841045
facebook/opt-1.3b,18,80,True,True,-1.893547,-2.527482385857411,-3.0096159160010028,0.289996,66,0.887736,0.9546414488279438,1.0420418150271331,0.281874,25,-2.0876471280942894,0.9193420502076933
facebook/opt-2.7b,12,58,True,True,-1.593567,-2.1626212284679016,-2.5038727921560358,0.291716,49,0.776181,0.8546113197467107,0.9965582860219879,0.285721,24,-2.0658141229419473,0.9746632365652681
facebook/opt-6.7b,18,69,True,True,-1.503767,-1.6912544030988337,-1.8553146710536723,0.298136,57,0.78106,0.8679942441323772,1.108315277291825,0.290729,22,-2.277041205441721,0.7420813315545292
google/gemma-2-2b,17,72,True,True,-0.377576,-0.42794974242461203,-0.3888885203377759,0.279392,54,-0.280217,-0.25930465066628006,-0.24827455747781985,0.288422,34,-0.9837482961437817,-0.0987695167891206
h2oai/h2o-danube2-1.8b-base,15,67,True,True,-0.679251,-0.8153735842223216,-0.7588584193559688,0.29229,53,-0.132864,-0.2302391286632785,-0.20777607962582784,0.294971,28,-1.3357821283903968,-0.5061228903174091
h2oai/h2o-danube3-4b-base,13,49,True,True,0.220512,0.1492802563861153,0.2162135696427484,0.270616,34,-0.754782,-0.8147922058469296,-0.8418941388215047,0.294874,21,0.1268621802065169,-0.8621596983695029
ibm-granite/granite-3.0-2b-base,8,44,True,True,0.675697,0.6051492486580735,0.6374984743760183,0.297048,36,0.60991,0.6679974342701982,0.6375366768357431,0.281858,17,0.7986019373484843,0.11992677592263337
ibm-granite/granite-3.1-2b-base,12,53,True,True,0.943981,0.878451416755211,0.9805473991881382,0.236077,39,0.318587,0.20542497464138482,0.21767524441407074,0.292085,24,0.7918093488407323,-0.13761748409970878
ibm-granite/granite-3.1-2b-instruct,9,50,True,True,1.799051,1.8094679313052784,1.993352022482388,0.277922,41,-0.663286,-0.6811574011303883,-0.708198611973317,0.289835,19,1.3130619584057737,-0.03626127443949853
lmsys/vicuna-7b-v1.5,12,48,True,True,-0.345871,-0.3986824236696809,-0.3700703817997942,0.283476,36,0.418207,0.4649100429787058,0.4544294926692954,0.28294,23,-0.011316415187973465,0.21844896898192262
meta-llama/Llama-3.2-1B,20,81,True,True,-1.783942,-2.188158150446614,-2.51840744610602,0.297617,65,0.103688,0.1281696131072147,0.12977805221858846,0.283207,28,-2.7564939188728257,0.010068827438764152
meta-llama/Llama-3.2-1B-Instruct,18,67,True,True,-0.795624,-0.9060749461648555,-0.9297438145769228,0.28546,52,-1.047503,-1.0815459012002946,-1.248964691678155,0.299612,24,-0.39261710309769315,-1.3600931507193614
meta-llama/Llama-3.2-3B,10,49,True,True,0.307711,0.21286945021740974,0.25432580444328723,0.291602,37,-0.082851,-0.11805718626560831,-0.1228761417317354,0.288351,20,-0.3854442106473697,-0.22542002122470073
meta-llama/Llama-3.2-3B-Instruct,10,57,True,True,1.394768,1.354757081341942,1.341713791577417,0.211636,48,0.661583,0.8071393793309019,0.6614006710506667,0.273132,17,1.1301065178332155,1.476632455906853
microsoft/Phi-3-mini-4k-instruct,7,41,True,True,0.304514,0.24077130495876803,0.31733956895425414,0.264994,31,0.299711,0.2806129571996083,0.39653034611951504,0.296071,19,0.39759712962562166,0.4021410987993649
microsoft/Phi-3.5-mini-instruct,8,35,True,True,1.392869,1.5370452677015078,1.6277390044035775,0.268633,24,-0.897582,-1.0613431449685964,-1.2139316689846325,0.297481,18,1.3999183831544861,-0.9875302263469337
microsoft/phi-1_5,18,73,True,True,-1.265867,-1.3917907477904636,-1.4898469875901346,0.291595,60,-0.074884,-0.15670543781532423,-0.09389539544530862,0.285312,27,-2.244759366445578,-0.05859695062772576
microsoft/phi-2,13,53,True,True,-0.077585,-0.12348894812713834,-0.09199905494930025,0.278404,41,-0.222657,-0.23458608698089,-0.21355725281078738,0.291957,25,0.11533490452960118,0.31037857277535696
mistralai/Mistral-7B-Instruct-v0.3,5,33,True,True,1.02731,0.8357377354093356,0.9578330305827228,0.265817,23,0.224663,0.24962398181673684,0.2610280679639107,0.273142,16,1.0018252203762616,0.6106127801267907
mistralai/Mistral-7B-v0.1,11,48,True,True,0.474824,0.3525315041095417,0.3960858181263414,0.273969,38,0.147651,0.15432521922343254,0.24881921306812696,0.26733,17,0.5338276499999169,0.059493046335602935
mistralai/Mistral-7B-v0.3,8,47,True,True,0.633253,0.5643288936467115,0.6435987977141852,0.263909,37,0.244144,0.17695730958042155,0.29534956341186863,0.258825,18,0.7995491301664649,0.2495247497159887
nvidia/Nemotron-Mini-4B-Instruct,7,33,True,True,1.056338,0.8441060538395054,1.1993412776546053,0.295933,22,-0.560292,-0.8516628323534037,-0.8948971137782258,0.287087,16,-0.022546420447062444,-0.3483080336126307
openai-community/gpt2,15,71,True,True,-1.955702,-2.6396147781548667,-3.400999330603407,0.298998,56,1.132152,1.398626330224123,1.7429280781035579,0.290356,31,-5.238431718643568,1.1956060310665961
openai-community/gpt2-large,15,64,True,True,-1.900526,-2.6393595236970038,-3.231592529984987,0.298766,53,1.234199,1.5181270792531525,1.8524172777659909,0.290627,24,-3.656409297899247,1.0460562409991736
openai-community/gpt2-medium,14,75,True,True,-2.380684,-3.0131215736534656,-4.002197781336995,0.286931,65,1.258462,1.304412469457737,1.6381273372493381,0.287727,27,-5.579598938892855,1.0608214098776028
openai-community/gpt2-xl,15,67,True,True,-2.246009,-2.667159879357322,-3.1131313772472016,0.29853,59,1.084544,0.9735068363260626,1.2231369786883481,0.290402,17,-3.435173205374122,1.094945631665161
openbmb/MiniCPM-2B-sft-bf16,16,70,True,True,-1.599484,-2.176231797231277,-2.544438796862498,0.288477,58,0.142599,-0.04894187301629991,-0.04667085896408005,0.29309,31,-2.366958889574693,0.3083202323334003
stabilityai/stablelm-2-1_6b,19,72,True,True,-1.483049,-2.0860358153900274,-2.500942912469246,0.296263,55,0.210801,0.05098706283406112,0.05292128235510387,0.290293,29,-2.1023312246520263,0.08715891252677829
stabilityai/stablelm-2-zephyr-1_6b,16,66,True,True,-1.294412,-2.131075153292401,-2.835099107051964,0.292271,49,-0.395842,-0.6565964673287833,-0.6715031490251844,0.293049,35,-1.2006672866523869,-1.0966964301347892
stabilityai/stablelm-3b-4e1t,15,56,True,True,-0.998392,-1.163122946236611,-1.2164276265719802,0.284836,45,-0.067587,-0.1761956479691816,-0.15951219274279718,0.289011,19,-2.066313693610849,-0.24947917339546796
stabilityai/stablelm-zephyr-3b,19,82,True,True,-0.439523,-0.47590154691623804,-0.4598512401837215,0.274943,60,-0.747982,-0.8045385443947952,-0.8139894200270189,0.293393,36,-0.795070764339321,-1.3108450584886506
tiiuae/Falcon3-1B-Base,12,45,True,True,0.344071,0.3382853019299019,0.4590636279277983,0.298786,27,-1.105797,-1.2656106752607346,-1.4171596660577839,0.282715,27,0.19743023020640108,-1.0089680018151717
tiiuae/Falcon3-3B-Base,10,48,True,True,1.483335,1.5010623893380912,1.536135528610377,0.213859,38,-1.130916,-1.0767507719462972,-1.2531549121373988,0.267045,23,1.5988674098795488,-1.0256777863689455
tiiuae/Falcon3-7B-Base,8,38,True,True,2.007883,2.1749773258200493,2.378542819187265,0.20401,32,0.19008,0.031421815975006526,0.18041767880098614,0.271387,18,2.2000018168649507,-0.1785246287384219
togethercomputer/RedPajama-INCITE-7B-Base,20,96,True,True,-2.167238,-2.952235736078816,-4.469574342926045,0.286683,81,0.47414,0.4153109467555494,0.4640243432951277,0.271784,35,-3.757668837670374,0.16960458247014354
togethercomputer/RedPajama-INCITE-Base-3B-v1,19,80,True,True,-2.063596,-2.5787618682055657,-3.0351436324490075,0.296749,64,0.607776,0.5998271130805757,0.6937266107201914,0.286833,33,-3.6644025354318996,0.7743708366446631
