model,n_admin,theta_overall,se_posterior_overall,se_param_overall,se_total_overall,bar_inflation_overall
Qwen/Qwen1.5-1.8B,3961,-4.418677244918163,0.11447125419765243,0.09439829008646664,0.1483735327099556,1.2961641221626314
Qwen/Qwen1.5-1.8B-Chat,3961,-0.8000531349402823,0.004066702853022947,0.03881871008006581,0.0390311455683149,9.597737277337941
Qwen/Qwen2-0.5B,3961,-2.55479260411784,0.0838530719335489,0.06548736739241705,0.10639517357795106,1.2688285726999495
Qwen/Qwen2.5-0.5B-Instruct,3961,0.6000409193552261,0.002860453943591225,8.334784255055232e-06,0.002860466086503241,1.0000042450996436
ai-forever/mGPT,3961,-2.9216547265763557,0.0980010482484462,0.04119428803806468,0.10630698389455567,1.0847535388096337
allenai/OLMo-1B-hf,3961,-3.833415349705815,0.09045374567667529,0.08026519635237453,0.1209313104717959,1.3369408814098414
allenai/OLMo-2-0425-1B,3961,-1.1896522028209624,0.04432421142582249,0.033636345951418546,0.05564206580892305,1.2553424870748402
allenai/OLMo-2-0425-1B-DPO,3961,8.251741517500732e-08,0.00017690727667396823,0.0008482343294258421,0.0008664858118611683,4.897965918372373
allenai/OLMo-2-0425-1B-Instruct,3961,0.1999546194969774,0.003012315334818014,0.01408698045388977,0.014405452508847203,4.782186095307148
arcee-ai/raspberry-3B,3961,1.2000006391930402,0.00035754510423496774,0.009510959623839814,0.009517677840097005,26.619516607455147
google/gemma-2-2b,3961,-0.13672453563732034,0.09301241036872666,0.06708681704841389,0.11468194933941334,1.2329747061148366
google/gemma-2b,3961,-0.9989666169257209,0.014466281476513874,0.06336031729036247,0.06499079247780515,4.4925707123367005
h2oai/h2o-danube-1.8b-chat,3961,-0.5497665343581624,0.08673691471363679,0.03780189041146626,0.0946164641736374,1.090844244183864
h2oai/h2o-danube2-1.8b-base,3961,-1.0208257497205164,0.06108672837884841,0.005878744417270514,0.061368949966206794,1.0046200147699529
h2oai/h2o-danube2-1.8b-chat,3961,-1.0661429012305477,0.09409433175808385,0.0034232315293787237,0.09415658119910726,1.000661564196911
ibm-granite/granite-3.0-2b-base,3961,-0.19523698367951137,0.030494539672116704,0.06219645864907767,0.06926988103281778,2.271550309583984
ibm-granite/granite-3.1-2b-base,3961,-0.14262519753592556,0.0904604473539431,0.06684222155534639,0.1124765536364336,1.243378260073692
ibm-granite/granite-3.1-2b-instruct,3961,0.7999141264194293,0.00414334911015776,0.07630990056058311,0.07642230214678648,18.444572280774253
ibm-granite/granite-7b-instruct,3961,0.3786971770816402,0.06169890047147909,0.06633349254444178,0.09059186802651216,1.468289829060878
ibm/PowerLM-3b,3961,-0.005857079832359715,0.03372107030617385,0.02070130159142205,0.03956835187587338,1.1734014228080114
meta-llama/Llama-3.2-1B,3961,-1.4014683838517472,0.018885815070829436,0.06744770085031027,0.0700418900436197,3.7087035841945033
meta-llama/Llama-3.2-1B-Instruct,3961,1.199999933969122,0.00011493491375422457,0.07811646620754067,0.07811655076095106,679.6590192601923
meta-llama/Llama-3.2-3B-Instruct,3961,2.487489685080904,0.09921437406417384,0.07673723202957417,0.12542764767190093,1.2642084259965378
nvidia/AceInstruct-1.5B,3961,1.599999831476455,0.00018376958643604179,0.011255952794365674,0.011257452845554686,61.258519779455845
openbmb/MiniCPM-1B-sft-bf16,3961,-1.2042434174975776,0.028918069675088597,0.04157956389373434,0.05064696325868329,1.7513950214427003
openbmb/MiniCPM-2B-sft-bf16,3961,-0.2142081204129936,0.051378530536267404,0.015214223812941104,0.053583822244185106,1.0429224363737108
openlm-research/open_llama_3b,3961,-1.5839531798749644,0.05448940715435587,0.02484202712215292,0.05988507162533038,1.0990222641932925
pankajmathur/orca_mini_3b,3961,-0.4042051567239889,0.02869404674692365,0.007250774181078711,0.029595980215894817,1.0314327733876667
pankajmathur/orca_mini_v9_5_3B-Instruct,3961,1.6000896485595857,0.004233399931712631,0.05318503644683265,0.05335325460393903,12.60293274071908
stabilityai/stablelm-2-1_6b-chat,3961,-0.5925454700306536,0.03788587455150937,0.05600482927477966,0.06761568155856985,1.7847200931481744
stabilityai/stablelm-2-zephyr-1_6b,3961,-0.4000122710527143,0.0016015217671381421,0.004470824184011499,0.004749014724651774,2.965313879647156
stabilityai/stablelm-zephyr-3b,3961,-0.20950555327643727,0.042552968369730416,0.014498796340929336,0.044955202284174225,1.0564527929889989
tiiuae/Falcon3-1B-Instruct,3961,0.40001018632651547,0.0014272923214057758,9.786626455240153e-06,0.0014273258733734433,1.0000235074253285
tiiuae/Falcon3-3B-Base,3961,0.40000070161291007,0.00037463187242197857,3.199104505948557e-06,0.00037464553127461377,1.0000364593982538
tiiuae/Falcon3-3B-Instruct,3961,2.1999987428708714,0.0005017512651184226,0.0010724069556098806,0.0011839810008984054,2.359697091384441
utter-project/EuroLLM-1.7B,3961,-2.021594276738026,0.062376785977844844,0.06850943999326696,0.09265207389539054,1.4853614600838676
utter-project/EuroLLM-1.7B-Instruct,3961,-0.8090437051732631,0.04155710521939223,0.0009536549293502777,0.041568046044286364,1.0002632720647016
