tier,family,model,params_b,variant,average,org,in_atlas,in_openlm,n_pools,dl_status,n_bench,nonenglish_strength,params_source
A_lab,OpenChat/Starling,Intel/neural-chat-7b-v3-3,7.0,instruct,20.557585514141863,Intel,1,1,7,no_samples,0,,pool
A_lab,OpenChat/Starling,Nexusflow/Starling-LM-7B-beta,7.0,instruct,,Nexusflow,1,0,5,,0,,pool
A_lab,OpenChat/Starling,berkeley-nest/Starling-LM-7B-alpha,7.0,instruct,,berkeley-nest,1,0,5,,0,,pool
A_lab,OpenChat/Starling,declare-lab/starling-7B,7.0,instruct,,declare-lab,1,0,5,,0,,pool
A_lab,OpenChat/Starling,openchat/openchat_3.5,7.0,instruct,21.635827111564595,openchat,1,1,5,no_samples,0,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_v9_1_1B-Instruct,1.236,instruct,9.063245765360724,pankajmathur,0,1,7,ok,5,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_v9_5_1B-Instruct,1.236,instruct,10.693501511833992,pankajmathur,0,1,7,ok,5,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_v9_5_1B-Instruct_preview,1.236,instruct,9.541822835013244,pankajmathur,0,1,7,ok,5,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_v9_6_1B-Instruct,1.236,instruct,15.323670701472976,pankajmathur,0,1,7,ok,5,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_v9_7_1B-Instruct,1.236,instruct,12.485692413724529,pankajmathur,0,1,7,ok,5,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_v9_0_3B-Instruct,3.213,instruct,20.660838216117185,pankajmathur,0,1,7,ok,5,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_v9_5_3B-Instruct,3.213,instruct,24.152680776912927,pankajmathur,0,1,7,ok,5,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_v9_6_3B-Instruct,3.213,instruct,24.08682629932844,pankajmathur,0,1,7,ok,5,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_v9_7_3B-Instruct,3.213,instruct,13.034702793317214,pankajmathur,0,1,7,ok,5,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_3b,3.426,base?,3.1252754271378507,pankajmathur,0,1,2,no_samples,0,,pool
A_lab,Orca/Platypus,microsoft/Orca-2-7b,7.0,base?,14.404830081400474,microsoft,1,1,7,no_samples,0,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_7b,7.0,base?,3.405696058391802,pankajmathur,0,1,7,ok,5,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_v2_7b,7.0,base?,5.502368522121576,pankajmathur,0,1,7,ok,5,,pool
A_lab,Orca/Platypus,pankajmathur/orca_mini_v3_7b,7.0,base?,13.644021205601405,pankajmathur,0,1,7,ok,5,,pool
A_lab,Phi,microsoft/phi-1,1.418,base?,5.574318195377169,microsoft,0,1,2,no_samples,0,,pool
A_lab,Phi,microsoft/phi-1_5,1.418,base?,7.170966845799231,microsoft,0,1,2,no_samples,0,,pool
A_lab,Phi,microsoft/phi-2,2.78,base?,15.5342915582149,microsoft,1,1,7,no_samples,0,,pool
A_lab,Phi,microsoft/Phi-3-mini-128k-instruct,3.821,instruct,26.34380993186564,microsoft,1,1,5,no_samples,0,,pool
A_lab,Phi,microsoft/Phi-3-mini-4k-instruct,3.821,instruct,27.56217404359228,microsoft,1,1,10,ok,5,,pool
A_lab,Phi,microsoft/Phi-3.5-mini-instruct,3.821,instruct,28.184391192864627,microsoft,0,1,7,ok,5,,pool
A_lab,Phi,microsoft/Phi-4-mini-instruct,3.836,instruct,29.412433568419846,microsoft,0,1,7,ok,5,,pool
A_lab,Pythia,EleutherAI/pythia-160m,0.213,base?,5.730394616916023,EleutherAI,0,1,2,no_samples,0,,pool
A_lab,Pythia,EleutherAI/pythia-410m,0.506,base?,5.227072311484412,EleutherAI,0,1,2,no_samples,0,,pool
A_lab,Pythia,EleutherAI/pythia-1b,1.079,base?,5.07026822083096,EleutherAI,0,1,7,ok,5,,pool
A_lab,Pythia,EleutherAI/pythia-1.4b,1.515,base?,6.008531439497028,EleutherAI,0,1,7,ok,5,,pool
A_lab,Pythia,EleutherAI/pythia-2.8b,2.909,base?,5.554946281603011,EleutherAI,0,1,2,no_samples,0,,pool
A_lab,Pythia,EleutherAI/pythia-6.9b,6.9,base?,5.966546774741993,EleutherAI,0,1,2,no_samples,0,,pool
A_lab,Qwen1.5,Qwen/Qwen1.5-0.5B,0.62,base?,5.3510150735736985,Qwen,0,1,2,no_samples,0,,pool
A_lab,Qwen1.5,Qwen/Qwen1.5-0.5B-Chat,0.62,instruct,5.67816209115329,Qwen,0,1,2,no_samples,0,,pool
A_lab,Qwen1.5,Qwen/Qwen1.5-1.8B,1.837,base?,9.269492522098927,Qwen,0,1,2,no_samples,0,,pool
A_lab,Qwen1.5,Qwen/Qwen1.5-1.8B-Chat,1.837,instruct,9.257783499275524,Qwen,0,1,2,no_samples,0,,pool
A_lab,Qwen1.5,Qwen/Qwen1.5-4B,3.95,base?,11.76818275851784,Qwen,0,1,2,no_samples,0,,pool
A_lab,Qwen1.5,Qwen/Qwen1.5-4B-Chat,3.95,instruct,12.627280110791752,Qwen,0,1,2,no_samples,0,,pool
A_lab,Qwen1.5,Qwen/Qwen1.5-7B,7.0,base?,,Qwen,1,0,5,,0,,pool
A_lab,Qwen1.5,Qwen/Qwen1.5-7B-Chat,7.0,instruct,,Qwen,1,0,5,,0,,pool
A_lab,Qwen2,Qwen/Qwen2-0.5B,0.494,base?,7.224121473565234,Qwen,0,1,7,ok,5,,pool
A_lab,Qwen2,Qwen/Qwen2-0.5B-Instruct,0.494,instruct,6.586780633287707,Qwen,0,1,2,no_samples,0,,pool
A_lab,Qwen2,Qwen/Qwen2-1.5B,1.544,base?,10.445452935561454,Qwen,0,1,2,no_samples,0,,pool
A_lab,Qwen2,Qwen/Qwen2-1.5B-Instruct,1.544,instruct,14.141936815181689,Qwen,0,1,2,no_samples,0,,pool
A_lab,Qwen2.5,Qwen/Qwen2.5-0.5B-Instruct,0.494,instruct,10.107543850719257,Qwen,0,1,6,ok,5,,pool
A_lab,Qwen2.5,Qwen/Qwen2.5-0.5B,0.5,base?,6.550067614297009,Qwen,0,1,7,ok,5,,pool
A_lab,Qwen2.5,Qwen/Qwen2.5-1.5B,1.5,base?,13.852701161320264,Qwen,0,1,7,ok,5,,pool
A_lab,Qwen2.5,Qwen/Qwen2.5-1.5B-Instruct,1.5,instruct,18.430509141644382,Qwen,0,1,7,ok,5,,pool
A_lab,Qwen2.5,Qwen/Qwen2.5-3B-Instruct,3.0,instruct,27.16175720903232,Qwen,0,1,6,ok,5,,pool
A_lab,Qwen2.5,Qwen/Qwen2.5-3B,3.086,base?,18.10277021768368,Qwen,0,1,7,ok,5,,pool
A_lab,RedPajama,togethercomputer/RedPajama-INCITE-Base-3B-v1,3.0,base,5.521090384654182,togethercomputer,0,1,2,no_samples,0,,pool
A_lab,RedPajama,togethercomputer/RedPajama-INCITE-Chat-3B-v1,3.0,instruct,4.848823926757166,togethercomputer,0,1,2,no_samples,0,,pool
A_lab,RedPajama,togethercomputer/RedPajama-INCITE-Instruct-3B-v1,3.0,instruct,5.777231560126986,togethercomputer,0,1,2,no_samples,0,,pool
A_lab,RedPajama,togethercomputer/RedPajama-INCITE-7B-Base,7.0,base,5.56181429403527,togethercomputer,0,1,2,no_samples,0,,pool
A_lab,RedPajama,togethercomputer/RedPajama-INCITE-7B-Chat,7.0,instruct,4.050900591245242,togethercomputer,0,1,2,no_samples,0,,pool
A_lab,RedPajama,togethercomputer/RedPajama-INCITE-7B-Instruct,7.0,instruct,6.456725492718323,togethercomputer,0,1,2,no_samples,0,,pool
A_lab,Sheared/Pruned-Llama,princeton-nlp/Sheared-LLaMA-1.3B,1.3,base?,5.580925572139816,princeton-nlp,0,1,7,ok,5,,pool
A_lab,Sheared/Pruned-Llama,princeton-nlp/Sheared-LLaMA-2.7B,2.7,base?,6.437920061018112,princeton-nlp,0,1,7,ok,5,,pool
A_lab,SmolLM,HuggingFaceTB/SmolLM-360M,0.36,base?,6.260888857386585,HuggingFaceTB,0,1,7,ok,5,,pool
A_lab,SmolLM,HuggingFaceTB/SmolLM2-360M,0.36,base?,6.251282350517303,HuggingFaceTB,0,1,7,ok,5,,pool
A_lab,SmolLM,HuggingFaceTB/SmolLM2-360M-Instruct,0.36,instruct,8.139566424375877,HuggingFaceTB,0,1,7,skipped,5,,pool
A_lab,SmolLM,HuggingFaceTB/SmolLM-360M-Instruct,0.362,instruct,5.0088989557053685,HuggingFaceTB,0,1,6,ok,5,,pool
A_lab,SmolLM,HuggingFaceTB/SmolLM-1.7B,1.71,base?,5.576455936269043,HuggingFaceTB,0,1,7,ok,5,,pool
A_lab,SmolLM,HuggingFaceTB/SmolLM-1.7B-Instruct,1.71,instruct,5.490688803655309,HuggingFaceTB,0,1,6,ok,5,,pool
A_lab,SmolLM,HuggingFaceTB/SmolLM2-1.7B,1.71,base?,9.5836210417532,HuggingFaceTB,0,1,7,ok,5,,pool
A_lab,SmolLM,HuggingFaceTB/SmolLM2-1.7B-Instruct,1.711,instruct,15.02227766709556,HuggingFaceTB,0,1,7,ok,5,,pool
A_lab,StableLM,stabilityai/stablelm-2-1_6b,1.645,base?,5.316831473392678,stabilityai,0,1,2,no_samples,0,,pool
A_lab,StableLM,stabilityai/stablelm-2-1_6b-chat,1.645,instruct,8.867360692101089,stabilityai,0,1,2,no_samples,0,,pool
A_lab,StableLM,stabilityai/stablelm-2-zephyr-1_6b,1.645,instruct,9.458167591621253,stabilityai,0,1,2,no_samples,0,,pool
A_lab,StableLM,stabilityai/stablelm-3b-4e1t,2.795,base?,7.3261912916856,stabilityai,0,1,2,no_samples,0,,pool
A_lab,StableLM,stabilityai/stablelm-zephyr-3b,2.795,instruct,12.369206962303688,stabilityai,0,1,2,no_samples,0,,pool
A_lab,TinyLlama,TinyLlama/TinyLlama-1.1B-Chat-v0.1,1.1,instruct,3.9575773348190606,TinyLlama,0,1,6,ok,5,,pool
A_lab,TinyLlama,TinyLlama/TinyLlama-1.1B-Chat-v0.5,1.1,instruct,4.126163903736939,TinyLlama,0,1,7,ok,5,,pool
A_lab,TinyLlama,TinyLlama/TinyLlama-1.1B-Chat-v0.6,1.1,instruct,4.2942762818616345,TinyLlama,0,1,7,ok,5,,pool
A_lab,TinyLlama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,instruct,2.818859486124847,TinyLlama,0,1,7,ok,5,,pool
A_lab,TinyLlama,TinyLlama/TinyLlama_v1.1,1.1,base?,4.824553844580785,TinyLlama,0,1,2,no_samples,0,,pool
A_lab,Vicuna,lmsys/vicuna-7b-v1.3,7.0,instruct,8.525809191714858,lmsys,0,1,6,ok,5,,pool
A_lab,Vicuna,lmsys/vicuna-7b-v1.5,7.0,instruct,10.885152314855338,lmsys,0,1,2,no_samples,0,,pool
A_lab,WizardLM/Airoboros,jondurbin/airoboros-m-7b-3.1.2,7.0,base?,,jondurbin,1,0,5,,0,,pool
A_lab,WizardLM/Airoboros,microsoft/WizardLM-2-7B,7.0,instruct,,microsoft,1,0,5,,0,,pool
A_lab,Yi,01-ai/Yi-1.5-6B,6.061,base?,16.745698054972127,01-ai,1,1,12,ok,5,,pool
A_lab,Yi,01-ai/Yi-1.5-6B-Chat,6.061,instruct,22.784006289829847,01-ai,1,1,12,ok,5,,pool
A_lab,Yi,01-ai/Yi-6B,6.061,base?,13.611617485376058,01-ai,0,1,2,no_samples,0,,pool
A_lab,Yi,01-ai/Yi-6B-200K,6.061,base?,11.99609829883284,01-ai,0,1,2,no_samples,0,,pool
A_lab,Yi,01-ai/Yi-6B-Chat,6.061,instruct,14.11765000523676,01-ai,0,1,2,no_samples,0,,pool
A_lab,Zephyr,alignment-handbook/zephyr-7b-dpo-full,7.0,instruct,,alignment-handbook,1,0,1,,0,,inferred_from_name
A_lab,Zephyr,alignment-handbook/zephyr-7b-sft-full,7.0,instruct,,alignment-handbook,1,0,5,,0,,pool
B_community,Falcon,jisukim8873/falcon-7B-case-8,7.0,base?,,jisukim8873,1,0,5,,0,,pool
B_community,GPT-2,postbot/gpt2-medium-emailgen,0.38,base?,4.743048119298616,postbot,0,1,6,ok,5,,pool
B_community,GPT-Neo/NeoX/J,Kimargin/GPT-NEO-1.3B-wiki,1.316,base?,5.349183189126563,Kimargin,0,1,7,ok,5,,pool
B_community,Gemma,ell44ot/gemma-2b-def,1.546,base?,8.12291928068411,ell44ot,0,1,7,ok,5,,pool
B_community,Gemma,Columbia-NLP/gemma-2b-zephyr-dpo,2.0,instruct,,Columbia-NLP,1,0,5,,0,,pool
B_community,Gemma,Columbia-NLP/gemma-2b-zephyr-sft,2.0,instruct,,Columbia-NLP,1,0,1,,0,,inferred_from_name
B_community,Gemma,StarFox7/gemma-2b-dpo-v1,2.0,instruct,,StarFox7,1,0,1,,0,,inferred_from_name
B_community,Gemma,pansophic/gemma-2b-sft-preview,2.0,instruct,,pansophic,1,0,5,,0,,pool
B_community,Gemma,vicgalle/OpenHermes-Gemma-2B,2.0,instruct,,vicgalle,1,0,5,,0,,pool
B_community,Gemma,wandb/gemma-2b-zephyr-dpo,2.0,instruct,,wandb,1,0,5,,0,,pool
B_community,Gemma,wandb/gemma-2b-zephyr-sft,2.0,instruct,,wandb,1,0,5,,0,,pool
B_community,Gemma,Columbia-NLP/LION-Gemma-2b-dpo-v1.0,2.506,instruct,11.483994762243412,Columbia-NLP,0,1,7,ok,5,,pool
