repeat,source,derived_repeat_seed,model_id,family_id,balance_stratum,outer_fold,observed_pass_rate_diagnostic_only
3,single_seed_generation,2346076907475339424,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,smol_llama,q1_lowest,0,0.009777777778
3,single_seed_generation,2346076907475339424,BEE-spoke-data/smol_llama-220M-openhermes,smol_llama,q1_lowest,0,0.041777777778
3,single_seed_generation,2346076907475339424,BSC-LT/salamandra-2b,salamandra,q2,1,0.097777777778
3,single_seed_generation,2346076907475339424,BSC-LT/salamandra-2b-instruct,salamandra,q2,1,0.448888888889
3,single_seed_generation,2346076907475339424,BSC-LT/salamandra-7b,salamandra,q2,1,0.240000000000
3,single_seed_generation,2346076907475339424,BSC-LT/salamandra-7b-instruct,salamandra,q2,1,0.555555555556
3,single_seed_generation,2346076907475339424,HuggingFaceTB/SmolLM2-360M,smollm,q1_lowest,1,0.036444444444
3,single_seed_generation,2346076907475339424,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,exaone,q5_highest,0,0.797777777778
3,single_seed_generation,2346076907475339424,OpenBMB/MiniCPM4-0.5B,minicpm,q3,2,0.502890173410
3,single_seed_generation,2346076907475339424,Qwen/Qwen1.5-1.8B,qwen,q3,0,0.113929684023
3,single_seed_generation,2346076907475339424,Qwen/Qwen1.5-1.8B-Chat,qwen,q3,0,0.554666666667
3,single_seed_generation,2346076907475339424,Qwen/Qwen2-0.5B,qwen,q3,0,0.231555555556
3,single_seed_generation,2346076907475339424,Qwen/Qwen2.5-0.5B-Instruct,qwen,q3,0,0.505782918149
3,single_seed_generation,2346076907475339424,ai-forever/mGPT,mgpt,q1_lowest,2,0.006666666667
3,single_seed_generation,2346076907475339424,allenai/OLMo-1B-hf,olmo,q2,3,0.012444444444
3,single_seed_generation,2346076907475339424,allenai/OLMo-2-0425-1B,olmo,q2,3,0.096000000000
3,single_seed_generation,2346076907475339424,allenai/OLMo-2-0425-1B-DPO,olmo,q2,3,0.626779359431
3,single_seed_generation,2346076907475339424,allenai/OLMo-2-0425-1B-Instruct,olmo,q2,3,0.631227758007
3,single_seed_generation,2346076907475339424,arcee-ai/raspberry-3B,raspberry,q5_highest,1,0.689333333333
3,single_seed_generation,2346076907475339424,google/gemma-2-2b,gemma,q1_lowest,4,0.153777777778
3,single_seed_generation,2346076907475339424,google/gemma-2b,gemma,q1_lowest,4,0.090666666667
3,single_seed_generation,2346076907475339424,h2oai/h2o-danube-1.8b-chat,danube,q3,1,0.532681191641
3,single_seed_generation,2346076907475339424,h2oai/h2o-danube2-1.8b-base,danube,q3,1,0.265451311694
3,single_seed_generation,2346076907475339424,h2oai/h2o-danube2-1.8b-chat,danube,q3,1,0.588444444444
3,single_seed_generation,2346076907475339424,ibm-granite/granite-3.0-2b-base,granite,q5_highest,2,0.499333036905
3,single_seed_generation,2346076907475339424,ibm-granite/granite-3.1-2b-base,granite,q5_highest,2,0.498443752779
3,single_seed_generation,2346076907475339424,ibm-granite/granite-3.1-2b-instruct,granite,q5_highest,2,0.783014673188
3,single_seed_generation,2346076907475339424,ibm-granite/granite-7b-instruct,granite,q5_highest,2,0.612716763006
3,single_seed_generation,2346076907475339424,ibm/PowerLM-3b,powerlm,q4,1,0.532444444444
3,single_seed_generation,2346076907475339424,meta-llama/Llama-3.2-1B,llama_3_2,q4,0,0.087111111111
3,single_seed_generation,2346076907475339424,meta-llama/Llama-3.2-1B-Instruct,llama_3_2,q4,0,0.646954201867
3,single_seed_generation,2346076907475339424,meta-llama/Llama-3.2-3B-Instruct,llama_3_2,q4,0,0.800000000000
3,single_seed_generation,2346076907475339424,microsoft/phi-1_5,phi,q2,0,0.153777777778
3,single_seed_generation,2346076907475339424,nvidia/AceInstruct-1.5B,ace,q5_highest,4,0.728768341485
3,single_seed_generation,2346076907475339424,openbmb/MiniCPM-1B-sft-bf16,minicpm,q3,2,0.179555555556
3,single_seed_generation,2346076907475339424,openbmb/MiniCPM-2B-sft-bf16,minicpm,q3,2,0.406402845709
3,single_seed_generation,2346076907475339424,openlm-research/open_llama_3b,open_llama,q1_lowest,3,0.037333333333
3,single_seed_generation,2346076907475339424,pankajmathur/orca_mini_3b,orca_mini,q4,3,0.269897732325
3,single_seed_generation,2346076907475339424,pankajmathur/orca_mini_v9_5_3B-Instruct,orca_mini,q4,3,0.741218319253
3,single_seed_generation,2346076907475339424,stabilityai/stablelm-2-1_6b-chat,stablelm,q5_highest,3,0.620000000000
3,single_seed_generation,2346076907475339424,stabilityai/stablelm-2-zephyr-1_6b,stablelm,q5_highest,3,0.619111111111
3,single_seed_generation,2346076907475339424,stabilityai/stablelm-zephyr-3b,stablelm,q5_highest,3,0.666222222222
3,single_seed_generation,2346076907475339424,tiiuae/Falcon3-1B-Instruct,falcon3,q4,4,0.608714984438
3,single_seed_generation,2346076907475339424,tiiuae/Falcon3-3B-Base,falcon3,q4,4,0.390395731436
3,single_seed_generation,2346076907475339424,tiiuae/Falcon3-3B-Instruct,falcon3,q4,4,0.779457536683
3,single_seed_generation,2346076907475339424,utter-project/EuroLLM-1.7B,eurollm,q2,2,0.062666666667
3,single_seed_generation,2346076907475339424,utter-project/EuroLLM-1.7B-Instruct,eurollm,q2,2,0.491992882562
4,single_seed_generation,7731232171126941529,01-ai/Yi-1.5-6B,yi,q3,0,0.270666666667
4,single_seed_generation,7731232171126941529,01-ai/Yi-1.5-6B-Chat,yi,q3,0,0.711871943086
4,single_seed_generation,7731232171126941529,01-ai/Yi-6B,yi,q3,0,0.160000000000
4,single_seed_generation,7731232171126941529,01-ai/Yi-6B-200K,yi,q3,0,0.075111111111
4,single_seed_generation,7731232171126941529,01-ai/Yi-6B-Chat,yi,q3,0,0.645777777778
4,single_seed_generation,7731232171126941529,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,smol_llama,q1_lowest,4,0.009777777778
4,single_seed_generation,7731232171126941529,BEE-spoke-data/smol_llama-220M-openhermes,smol_llama,q1_lowest,4,0.041777777778
4,single_seed_generation,7731232171126941529,BSC-LT/salamandra-2b,salamandra,q2,3,0.097777777778
4,single_seed_generation,7731232171126941529,BSC-LT/salamandra-2b-instruct,salamandra,q2,3,0.448888888889
4,single_seed_generation,7731232171126941529,BSC-LT/salamandra-7b,salamandra,q2,3,0.240000000000
4,single_seed_generation,7731232171126941529,BSC-LT/salamandra-7b-instruct,salamandra,q2,3,0.555555555556
4,single_seed_generation,7731232171126941529,HuggingFaceTB/SmolLM2-360M,smollm,q1_lowest,0,0.036444444444
4,single_seed_generation,7731232171126941529,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,exaone,q5_highest,0,0.797777777778
4,single_seed_generation,7731232171126941529,OpenBMB/MiniCPM4-0.5B,minicpm,q3,3,0.502890173410
4,single_seed_generation,7731232171126941529,Qwen/Qwen1.5-1.8B,qwen,q3,1,0.113929684023
4,single_seed_generation,7731232171126941529,Qwen/Qwen1.5-1.8B-Chat,qwen,q3,1,0.554666666667
4,single_seed_generation,7731232171126941529,Qwen/Qwen2-0.5B,qwen,q3,1,0.231555555556
4,single_seed_generation,7731232171126941529,Qwen/Qwen2.5-0.5B-Instruct,qwen,q3,1,0.505782918149
4,single_seed_generation,7731232171126941529,ai-forever/mGPT,mgpt,q1_lowest,3,0.006666666667
4,single_seed_generation,7731232171126941529,allenai/OLMo-1B-hf,olmo,q2,2,0.012444444444
4,single_seed_generation,7731232171126941529,allenai/OLMo-2-0425-1B,olmo,q2,2,0.096000000000
4,single_seed_generation,7731232171126941529,allenai/OLMo-2-0425-1B-DPO,olmo,q2,2,0.626779359431
4,single_seed_generation,7731232171126941529,allenai/OLMo-2-0425-1B-Instruct,olmo,q2,2,0.631227758007
4,single_seed_generation,7731232171126941529,arcee-ai/raspberry-3B,raspberry,q5_highest,3,0.689333333333
4,single_seed_generation,7731232171126941529,google/gemma-2-2b,gemma,q1_lowest,1,0.153777777778
4,single_seed_generation,7731232171126941529,google/gemma-2b,gemma,q1_lowest,1,0.090666666667
4,single_seed_generation,7731232171126941529,h2oai/h2o-danube-1.8b-chat,danube,q3,4,0.532681191641
4,single_seed_generation,7731232171126941529,h2oai/h2o-danube2-1.8b-base,danube,q3,4,0.265451311694
4,single_seed_generation,7731232171126941529,h2oai/h2o-danube2-1.8b-chat,danube,q3,4,0.588444444444
4,single_seed_generation,7731232171126941529,ibm-granite/granite-3.0-2b-base,granite,q5_highest,4,0.499333036905
4,single_seed_generation,7731232171126941529,ibm-granite/granite-3.1-2b-base,granite,q5_highest,4,0.498443752779
4,single_seed_generation,7731232171126941529,ibm-granite/granite-3.1-2b-instruct,granite,q5_highest,4,0.783014673188
4,single_seed_generation,7731232171126941529,ibm-granite/granite-7b-instruct,granite,q5_highest,4,0.612716763006
4,single_seed_generation,7731232171126941529,ibm/PowerLM-3b,powerlm,q4,3,0.532444444444
4,single_seed_generation,7731232171126941529,meta-llama/Llama-3.2-1B,llama_3_2,q4,0,0.087111111111
4,single_seed_generation,7731232171126941529,meta-llama/Llama-3.2-1B-Instruct,llama_3_2,q4,0,0.646954201867
4,single_seed_generation,7731232171126941529,meta-llama/Llama-3.2-3B-Instruct,llama_3_2,q4,0,0.800000000000
4,single_seed_generation,7731232171126941529,microsoft/phi-1_5,phi,q2,0,0.153777777778
4,single_seed_generation,7731232171126941529,nvidia/AceInstruct-1.5B,ace,q5_highest,1,0.728768341485
4,single_seed_generation,7731232171126941529,openbmb/MiniCPM-1B-sft-bf16,minicpm,q3,3,0.179555555556
4,single_seed_generation,7731232171126941529,openbmb/MiniCPM-2B-sft-bf16,minicpm,q3,3,0.406402845709
4,single_seed_generation,7731232171126941529,openlm-research/open_llama_3b,open_llama,q1_lowest,2,0.037333333333
4,single_seed_generation,7731232171126941529,pankajmathur/orca_mini_3b,orca_mini,q4,2,0.269897732325
4,single_seed_generation,7731232171126941529,pankajmathur/orca_mini_v9_5_3B-Instruct,orca_mini,q4,2,0.741218319253
4,single_seed_generation,7731232171126941529,stabilityai/stablelm-2-1_6b-chat,stablelm,q5_highest,2,0.620000000000
4,single_seed_generation,7731232171126941529,stabilityai/stablelm-2-zephyr-1_6b,stablelm,q5_highest,2,0.619111111111
4,single_seed_generation,7731232171126941529,stabilityai/stablelm-zephyr-3b,stablelm,q5_highest,2,0.666222222222
4,single_seed_generation,7731232171126941529,tiiuae/Falcon3-1B-Instruct,falcon3,q4,1,0.608714984438
4,single_seed_generation,7731232171126941529,tiiuae/Falcon3-3B-Base,falcon3,q4,1,0.390395731436
4,single_seed_generation,7731232171126941529,tiiuae/Falcon3-3B-Instruct,falcon3,q4,1,0.779457536683
