floor,se_target,model,fold,is_headline_excluded,flag_note,length,stop_reason,theta_ref_correctness,theta_mwle_correctness,sd_stop_correctness,se_total_correctness
20,0.27,ibm-granite/granite-7b-instruct,0,False,,20,precision_reached,-0.8406613869829014,-0.7742219025208812,0.2257968157411843,0.234342071814156
20,0.27,meta-llama/Llama-3.2-1B,0,False,,24,info_plateau,-2.787426975098337,-2.8941226319883926,0.3492640368285825,0.3721218827926463
20,0.27,microsoft/phi-2,0,False,,20,precision_reached,-0.1443327890482832,-0.0936512434855455,0.1811798141334174,0.1992096678759552
20,0.27,nvidia/Nemotron-Mini-4B-Instruct,0,False,,20,precision_reached,-0.2734289456068235,-0.4428253256126533,0.2082887499963166,0.2159535722105997
20,0.27,openai-community/gpt2-xl,0,False,,21,info_plateau,-3.440305854993407,-3.4367577945015437,0.414964338892046,0.4344801261271885
20,0.27,openbmb/MiniCPM-1B-sft-bf16,0,False,,25,info_plateau,-4.249097261133489,-3.383439411936729,0.3765812676470418,0.4046270095563923
20,0.27,utter-project/EuroLLM-1.7B-Instruct,0,False,,20,info_plateau,-2.4046719536175014,-2.0976971870828325,0.3474294974814973,0.3740129975849262
20,0.27,01-ai/Yi-6B-200K,1,False,,38,precision_reached,-1.3454310642651022,-1.8805453706640511,0.2587894584894687,0.3053221403143431
20,0.27,01-ai/Yi-6B-Chat,1,False,,20,precision_reached,0.0562707713464887,-0.5785253029952303,0.2592265269017205,0.2666791706702516
20,0.27,BSC-LT/salamandra-7b-instruct,1,False,rehabilitated under correctness-only unidim,20,precision_reached,-0.2104821080823358,-0.6641564941470401,0.2450599604490089,0.2524613978789437
20,0.27,EleutherAI/pythia-1b,1,False,,21,info_plateau,-2.0939229602767484,-5.538450846238133,0.5011490994560287,0.5257285760818371
20,0.27,EleutherAI/pythia-2.8b,1,False,,20,info_plateau,-2.1331442243807475,-2.7957657892888963,0.3777208027973483,0.3953936009464825
20,0.27,EleutherAI/pythia-410m,1,False,,25,info_plateau,-3.177963019466429,-5.585087789109745,0.4973328784452131,0.5472475554672052
20,0.27,HuggingFaceTB/SmolLM2-135M,1,False,,20,info_plateau,-3.385125355614928,-5.453069606744804,0.4972885546423117,0.5167025543851529
20,0.27,LLM360/Amber,1,False,,24,info_plateau,-4.475724994623501,-3.915272607585638,0.443196997987024,0.4667003647817808
20,0.27,OpenBMB/MiniCPM4-0.5B,1,False,,26,precision_reached,-0.5784438160064479,-1.0955540906404972,0.2508380502175394,0.2694897977973181
20,0.27,Qwen/Qwen2.5-1.5B,1,False,,20,precision_reached,0.8474775849429104,0.7171396994762433,0.1561319631193646,0.1792208995688338
20,0.27,Qwen/Qwen2.5-3B,1,False,,20,precision_reached,1.5930211950825166,1.5049564280041756,0.1163909829541,0.165580819714493
20,0.27,Qwen/Qwen2.5-7B-Instruct,1,False,,20,precision_reached,2.5298695805766025,2.392861380141528,0.097225541912581,0.1789523204883061
20,0.27,Qwen/Qwen3-0.6B,1,False,,20,precision_reached,1.1564994592049482,1.1279040215530207,0.1379966655688246,0.179281490190735
20,0.27,Qwen/Qwen3-4B,1,False,,20,precision_reached,2.7806168490167327,2.5127013777916365,0.0926035967598649,0.33474311850022
20,0.27,allenai/OLMo-2-0425-1B-DPO,1,False,,20,precision_reached,0.3702535298283127,-0.02188296068837,0.2026336764167767,0.2127414917325987
20,0.27,bigscience/bloomz-3b,1,False,,22,info_plateau,-4.941630555838636,-5.502338039681391,0.5033091821303886,0.5358365768999117
20,0.27,facebook/opt-1.3b,1,False,,22,info_plateau,-1.5941075994845868,-3.765795231218016,0.4536488578724994,0.4792608995774934
20,0.27,h2oai/h2o-danube3-4b-base,1,False,,20,precision_reached,0.3257081623419685,0.3572997535553081,0.1838766794654976,0.2091333032285998
20,0.27,ibm-granite/granite-3.1-2b-base,1,False,,20,precision_reached,0.837656456763554,1.0598165329676803,0.1363326002462398,0.1607058538850598
20,0.27,openai-community/gpt2-large,1,False,,22,info_plateau,-3.178975575639264,-5.78367493480984,0.498740494770967,0.5325376478429128
20,0.27,openai-community/gpt2-medium,1,False,,20,info_plateau,-5.503422309628518,-5.422181170555407,0.505772214122123,0.5301907388172882
20,0.27,pankajmathur/orca_mini_3b,1,False,,20,info_plateau,-1.7182636276329577,-1.9857905869634207,0.3419925130551721,0.3540509002336928
20,0.27,tiiuae/Falcon3-7B-Base,1,False,,20,precision_reached,2.151989228300529,2.17393269700507,0.115068571179156,0.2238747285561121
20,0.27,01-ai/Yi-1.5-6B,2,False,,20,precision_reached,0.8965497821022719,1.021276560062121,0.1369986171798163,0.1578935464596262
20,0.27,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,2,False,,23,info_plateau,-3.520579897106624,-3.8576718121570943,0.4345839464658557,0.4652287958887479
20,0.27,BEE-spoke-data/smol_llama-220M-openhermes,2,False,,22,info_plateau,-3.763989495467925,-3.8306537902372906,0.4421286968622068,0.4612401311833643
20,0.27,BSC-LT/salamandra-2b-instruct,2,False,,26,info_plateau,-1.853972518084128,-2.52918016533649,0.3250714168115509,0.3625388473712314
20,0.27,Qwen/Qwen2-1.5B,2,False,,20,precision_reached,-0.4127606965835084,0.0840583413263136,0.2291326634943931,0.239157301861533
20,0.27,Qwen/Qwen2.5-0.5B,2,False,,25,precision_reached,-1.25497694073397,-1.4659497937255794,0.265032206869728,0.2855158792367938
20,0.27,Qwen/Qwen2.5-Coder-7B,2,False,,20,precision_reached,1.9254552927402977,1.9068780229154136,0.1153282373067871,0.2289416922302504
20,0.27,allenai/OLMo-2-0425-1B,2,False,,22,precision_reached,-0.4563183010150107,-1.1793516028902238,0.2680432565512197,0.2827561871187062
20,0.27,allenai/OLMo-2-0425-1B-Instruct,2,False,,20,precision_reached,0.3427608951346333,0.3253313945302168,0.1956800280027535,0.2061774453736057
20,0.27,bigscience/bloom-3b,2,False,,23,info_plateau,-3.443637758673109,-3.4486297850211844,0.4110184688022998,0.4491874631146251
20,0.27,deepseek-ai/deepseek-math-7b-base,2,False,,32,info_plateau,-3.947523337776115,-2.8049120242352594,0.3226691075376092,0.3348429553021234
20,0.27,facebook/opt-2.7b,2,False,,22,info_plateau,-1.571550769938063,-1.9499732025636796,0.3343909062338243,0.3456709551084314
20,0.27,h2oai/h2o-danube-1.8b-chat,2,False,,25,precision_reached,-1.561499299848867,-1.5583350112688168,0.2646336780675193,0.2884315966536191
20,0.27,ibm-granite/granite-3.1-2b-instruct,2,False,,20,precision_reached,1.4730423310156582,1.250582550083888,0.1154353949331179,0.1659507129883584
20,0.27,meta-llama/Llama-3.2-1B-Instruct,2,False,,21,precision_reached,-0.2567268280423496,-0.8149939098954585,0.2692127802027939,0.2822669224676649
20,0.27,meta-llama/Llama-3.2-3B-Instruct,2,False,,20,precision_reached,1.266183524168739,1.103397604632005,0.1194698005342925,0.1501088207540084
20,0.27,microsoft/Phi-3.5-mini-instruct,2,False,,20,precision_reached,1.3965467768686386,1.4310520658793573,0.1242409362915425,0.1520306372881418
20,0.27,mistralai/Mistral-7B-Instruct-v0.3,2,False,,20,precision_reached,1.2016132573376452,1.242265324130584,0.1166645038214553,0.1609266083379447
20,0.27,openai-community/gpt2,2,False,,20,info_plateau,-5.154732262377156,-4.380379903545323,0.471700571247315,0.5006156775639653
20,0.27,stabilityai/stablelm-2-1_6b,2,False,,27,info_plateau,-1.5398140979786636,-2.5935814663394616,0.319709138773638,0.3475559922852338
20,0.27,stabilityai/stablelm-zephyr-3b,2,False,,21,precision_reached,-0.6291902073420252,-0.6311251515778926,0.2489729661375067,0.2688505223895587
20,0.27,togethercomputer/RedPajama-INCITE-7B-Base,2,False,,24,info_plateau,-3.6184954651364745,-3.461586795972936,0.4127879675990849,0.4203688269817758
20,0.27,togethercomputer/RedPajama-INCITE-Base-3B-v1,2,False,,30,info_plateau,-3.35238754712008,-2.732131517468505,0.3298508229837893,0.3625931865318713
20,0.27,EleutherAI/pythia-1.4b,3,False,,20,info_plateau,-1.699632015272421,-4.2790222710637815,0.5017318868002857,0.5182043042188926
20,0.27,EleutherAI/pythia-70m,3,False,,28,info_plateau,-5.397117146520425,-5.575334175184436,0.5118966155709737,0.5275477064540606
20,0.27,HuggingFaceH4/zephyr-7b-beta,3,False,,20,precision_reached,1.1876575585692712,1.226815113169894,0.0903275836043856,0.1441579208442248
20,0.27,HuggingFaceTB/SmolLM2-360M,3,False,,20,info_plateau,-2.621894004153372,-2.434595868718801,0.412144473412287,0.4259790625085622
20,0.27,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,3,False,,20,precision_reached,1.842400039404117,1.3783540135922203,0.0850398261605066,0.2242245421896508
20,0.27,Qwen/Qwen1.5-1.8B,3,True,headline-excluded (info-limited outlier),20,info_plateau,-3.2421613891703265,-2.860421338993155,0.4386670197687862,0.4617735379755526
20,0.27,Qwen/Qwen2.5-1.5B-Instruct,3,False,,20,precision_reached,1.2194260974017586,1.2355815833637316,0.0947168654549764,0.1131955298242974
20,0.27,Qwen/Qwen2.5-3B-Instruct,3,False,,20,precision_reached,1.9333454892386768,1.634397842197433,0.0962929369234949,0.1595918994828365
20,0.27,Qwen/Qwen2.5-7B,3,False,,20,precision_reached,1.890606313466284,1.5821490981416453,0.0871431455779093,0.2266087625741371
20,0.27,Qwen/Qwen2.5-Math-7B,3,False,,20,precision_reached,1.9274120508073935,1.5481688829271032,0.0976476148413789,0.1870809290193398
20,0.27,Qwen/Qwen3-1.7B,3,False,,20,precision_reached,2.56094320321159,2.598580625584051,0.1100675288040344,0.2752583550671971
20,0.27,TinyLlama/TinyLlama-1.1B-Chat-v1.0,3,False,,24,info_plateau,-1.8245653310685408,-1.501998975953521,0.3198246969495154,0.3358280022536085
20,0.27,allenai/OLMo-1B-hf,3,False,,23,info_plateau,-4.684248336947908,-5.189021166922564,0.5299705413638593,0.5878555683371745
20,0.27,arcee-ai/raspberry-3B,3,False,,20,precision_reached,1.0813704163958031,0.9285856928159926,0.1243185829169311,0.1521794493903414
20,0.27,deepseek-ai/deepseek-coder-6.7b-base,3,False,,20,precision_reached,-0.3746846904043152,-0.3075388820252218,0.2163434362118861,0.2345124239151249
20,0.27,google/gemma-2-2b,3,False,,20,precision_reached,-0.5923838847452779,-0.2776630971309551,0.2200001434497106,0.2400411990122126
20,0.27,h2oai/h2o-danube2-1.8b-base,3,False,,20,precision_reached,-0.901452916905686,-0.4592673564006407,0.2359943110859277,0.2470857965985402
20,0.27,ibm-granite/granite-3.0-2b-base,3,False,,20,precision_reached,0.8884250532874445,1.011504232914374,0.1121793889428534,0.1491470283826764
20,0.27,lmsys/vicuna-7b-v1.5,3,False,,20,precision_reached,0.2757756753718392,0.0319109298770211,0.2023247870097681,0.2219660503058674
20,0.27,nvidia/AceInstruct-1.5B,3,False,,20,precision_reached,1.2096106968433848,1.1164485770015753,0.1004135843269668,0.1654727038235511
20,0.27,openlm-research/open_llama_3b,3,False,,20,info_plateau,-1.408292165156917,-0.8427577216701515,0.3149472481621064,0.32978237766282
20,0.27,pankajmathur/orca_mini_v9_5_3B-Instruct,3,False,,20,precision_reached,0.8205484123420771,0.950973438525236,0.141058478353994,0.1668856536349897
20,0.27,stabilityai/stablelm-2-zephyr-1_6b,3,False,,20,precision_reached,-0.7187265092825451,-0.662019270986326,0.2636292558230041,0.2838640407284021
20,0.27,01-ai/Yi-1.5-6B-Chat,4,False,,20,precision_reached,1.709464600697893,1.382670012190894,0.091335298309213,0.1512011359493699
20,0.27,01-ai/Yi-6B,4,False,,20,precision_reached,-0.567783457846642,-0.3071516375542625,0.2270880184947668,0.2417474114636068
20,0.27,BSC-LT/salamandra-7b,4,False,,20,precision_reached,-0.5851622645012802,-0.7701282337777918,0.2657716875190289,0.278987940491243
20,0.27,EleutherAI/pythia-6.9b,4,False,,30,info_plateau,-1.695469801969841,-1.9043403445920035,0.2992109831547785,0.3326341419555105
20,0.27,HuggingFaceTB/SmolLM2-360M-Instruct,4,False,,20,precision_reached,-0.967335556526058,-0.5178338916257912,0.2519002337172177,0.2704598468234749
20,0.27,Qwen/Qwen2-7B,4,False,,20,precision_reached,1.5729630234259322,1.314094873132052,0.0904139029751525,0.1680716923544331
20,0.27,bigscience/bloom-1b1,4,False,,22,info_plateau,-3.606884701626061,-3.0969752662186583,0.4408274288149261,0.4569978502673392
20,0.27,bigscience/bloom-7b1,4,False,,23,info_plateau,-2.1253779190109894,-2.3806319459885934,0.3699011693802076,0.3822704173672661
20,0.27,deepseek-ai/deepseek-llm-7b-base,4,False,,22,info_plateau,-1.5843825818002268,-1.9543111620113929,0.3333775221864004,0.3431430759260348
20,0.27,ibm/PowerLM-3b,4,False,,20,precision_reached,0.6952771590755065,0.8686633091564098,0.1189589776325941,0.1480586700503316
20,0.27,meta-llama/Llama-3.2-3B,4,False,,20,precision_reached,0.0677698934522411,0.9344429580467536,0.1138131892794254,0.1375209215411216
20,0.27,microsoft/Phi-3-mini-4k-instruct,4,False,,20,precision_reached,0.6487416592309967,1.053714593562102,0.098426983789139,0.1544130160515882
20,0.27,microsoft/phi-1_5,4,False,,21,precision_reached,-1.7618702642875856,-0.960867930278661,0.2640462767389829,0.2694099760098331
20,0.27,mistralai/Mistral-7B-v0.1,4,False,,20,precision_reached,0.8756216228024841,0.619943628295012,0.159436657003356,0.1753924414545321
20,0.27,mistralai/Mistral-7B-v0.3,4,False,,20,precision_reached,1.010517823386648,0.8782898174707493,0.1197063447430343,0.1728063315900176
20,0.27,openbmb/MiniCPM-2B-sft-bf16,4,False,,22,info_plateau,-1.860084014951972,-1.97612896364448,0.3491581978281751,0.3692013386080471
20,0.27,stabilityai/stablelm-2-1_6b-chat,4,False,,20,precision_reached,-0.4112955832146902,-0.1302556129413615,0.2091014850412179,0.2281153649787499
20,0.27,stabilityai/stablelm-3b-4e1t,4,False,,20,precision_reached,-1.429519493967372,-0.5920031471089232,0.2551216863975659,0.2751274836447291
20,0.27,tiiuae/Falcon3-1B-Base,4,False,,20,precision_reached,0.5215354328921638,0.9180676326579128,0.1290358082156515,0.1514656594519929
20,0.27,tiiuae/Falcon3-1B-Instruct,4,False,,20,precision_reached,0.8941986137770042,0.9834663707773404,0.0996313330788742,0.1331536602809268
20,0.27,tiiuae/Falcon3-3B-Base,4,False,,20,precision_reached,1.6990817230540254,1.2708609848819088,0.0904545906925659,0.13248704250669
20,0.27,tiiuae/Falcon3-3B-Instruct,4,False,,20,precision_reached,2.084754541309082,1.8011133430561272,0.1164616661337511,0.2494273042520088
20,0.27,utter-project/EuroLLM-1.7B,4,False,,21,info_plateau,-2.6761354425052906,-2.5911226864572683,0.3805092195394677,0.4041820627847511
