atlas_idx,item_id,subtask,question_id
1,murder_mysteries|0,murder_mysteries,0
66,murder_mysteries|157,murder_mysteries,157
67,murder_mysteries|158,murder_mysteries,158
68,murder_mysteries|159,murder_mysteries,159
69,murder_mysteries|16,murder_mysteries,16
70,murder_mysteries|160,murder_mysteries,160
71,murder_mysteries|161,murder_mysteries,161
72,murder_mysteries|162,murder_mysteries,162
73,murder_mysteries|163,murder_mysteries,163
74,murder_mysteries|164,murder_mysteries,164
75,murder_mysteries|165,murder_mysteries,165
76,murder_mysteries|166,murder_mysteries,166
77,murder_mysteries|167,murder_mysteries,167
78,murder_mysteries|168,murder_mysteries,168
79,murder_mysteries|169,murder_mysteries,169
80,murder_mysteries|17,murder_mysteries,17
81,murder_mysteries|170,murder_mysteries,170
82,murder_mysteries|171,murder_mysteries,171
83,murder_mysteries|172,murder_mysteries,172
84,murder_mysteries|173,murder_mysteries,173
85,murder_mysteries|174,murder_mysteries,174
86,murder_mysteries|175,murder_mysteries,175
87,murder_mysteries|176,murder_mysteries,176
88,murder_mysteries|177,murder_mysteries,177
89,murder_mysteries|178,murder_mysteries,178
90,murder_mysteries|179,murder_mysteries,179
91,murder_mysteries|18,murder_mysteries,18
92,murder_mysteries|180,murder_mysteries,180
93,murder_mysteries|181,murder_mysteries,181
94,murder_mysteries|182,murder_mysteries,182
95,murder_mysteries|183,murder_mysteries,183
96,murder_mysteries|184,murder_mysteries,184
97,murder_mysteries|185,murder_mysteries,185
98,murder_mysteries|186,murder_mysteries,186
99,murder_mysteries|187,murder_mysteries,187
100,murder_mysteries|188,murder_mysteries,188
101,murder_mysteries|189,murder_mysteries,189
102,murder_mysteries|19,murder_mysteries,19
103,murder_mysteries|190,murder_mysteries,190
104,murder_mysteries|191,murder_mysteries,191
105,murder_mysteries|192,murder_mysteries,192
106,murder_mysteries|193,murder_mysteries,193
107,murder_mysteries|194,murder_mysteries,194
108,murder_mysteries|195,murder_mysteries,195
109,murder_mysteries|196,murder_mysteries,196
110,murder_mysteries|197,murder_mysteries,197
111,murder_mysteries|198,murder_mysteries,198
112,murder_mysteries|199,murder_mysteries,199
113,murder_mysteries|2,murder_mysteries,2
114,murder_mysteries|20,murder_mysteries,20
115,murder_mysteries|200,murder_mysteries,200
116,murder_mysteries|201,murder_mysteries,201
117,murder_mysteries|202,murder_mysteries,202
118,murder_mysteries|203,murder_mysteries,203
119,murder_mysteries|204,murder_mysteries,204
120,murder_mysteries|205,murder_mysteries,205
121,murder_mysteries|206,murder_mysteries,206
122,murder_mysteries|207,murder_mysteries,207
123,murder_mysteries|208,murder_mysteries,208
124,murder_mysteries|209,murder_mysteries,209
125,murder_mysteries|21,murder_mysteries,21
126,murder_mysteries|210,murder_mysteries,210
127,murder_mysteries|211,murder_mysteries,211
128,murder_mysteries|212,murder_mysteries,212
129,murder_mysteries|213,murder_mysteries,213
130,murder_mysteries|214,murder_mysteries,214
131,murder_mysteries|215,murder_mysteries,215
132,murder_mysteries|216,murder_mysteries,216
133,murder_mysteries|217,murder_mysteries,217
134,murder_mysteries|218,murder_mysteries,218
135,murder_mysteries|219,murder_mysteries,219
136,murder_mysteries|22,murder_mysteries,22
137,murder_mysteries|220,murder_mysteries,220
138,murder_mysteries|221,murder_mysteries,221
139,murder_mysteries|222,murder_mysteries,222
140,murder_mysteries|223,murder_mysteries,223
141,murder_mysteries|224,murder_mysteries,224
142,murder_mysteries|225,murder_mysteries,225
143,murder_mysteries|226,murder_mysteries,226
144,murder_mysteries|227,murder_mysteries,227
145,murder_mysteries|228,murder_mysteries,228
146,murder_mysteries|229,murder_mysteries,229
147,murder_mysteries|23,murder_mysteries,23
148,murder_mysteries|230,murder_mysteries,230
149,murder_mysteries|231,murder_mysteries,231
150,murder_mysteries|232,murder_mysteries,232
151,murder_mysteries|233,murder_mysteries,233
152,murder_mysteries|234,murder_mysteries,234
153,murder_mysteries|235,murder_mysteries,235
154,murder_mysteries|236,murder_mysteries,236
155,murder_mysteries|237,murder_mysteries,237
156,murder_mysteries|238,murder_mysteries,238
157,murder_mysteries|239,murder_mysteries,239
158,murder_mysteries|24,murder_mysteries,24
159,murder_mysteries|240,murder_mysteries,240
160,murder_mysteries|241,murder_mysteries,241
161,murder_mysteries|242,murder_mysteries,242
162,murder_mysteries|243,murder_mysteries,243
163,murder_mysteries|244,murder_mysteries,244
164,murder_mysteries|245,murder_mysteries,245
165,murder_mysteries|246,murder_mysteries,246
166,murder_mysteries|247,murder_mysteries,247
167,murder_mysteries|248,murder_mysteries,248
168,murder_mysteries|249,murder_mysteries,249
169,murder_mysteries|25,murder_mysteries,25
170,murder_mysteries|26,murder_mysteries,26
171,murder_mysteries|27,murder_mysteries,27
172,murder_mysteries|28,murder_mysteries,28
173,murder_mysteries|29,murder_mysteries,29
174,murder_mysteries|3,murder_mysteries,3
175,murder_mysteries|30,murder_mysteries,30
176,murder_mysteries|31,murder_mysteries,31
177,murder_mysteries|32,murder_mysteries,32
178,murder_mysteries|33,murder_mysteries,33
179,murder_mysteries|34,murder_mysteries,34
180,murder_mysteries|35,murder_mysteries,35
181,murder_mysteries|36,murder_mysteries,36
182,murder_mysteries|37,murder_mysteries,37
183,murder_mysteries|38,murder_mysteries,38
184,murder_mysteries|39,murder_mysteries,39
185,murder_mysteries|4,murder_mysteries,4
186,murder_mysteries|40,murder_mysteries,40
187,murder_mysteries|41,murder_mysteries,41
188,murder_mysteries|42,murder_mysteries,42
189,murder_mysteries|43,murder_mysteries,43
190,murder_mysteries|44,murder_mysteries,44
191,murder_mysteries|45,murder_mysteries,45
192,murder_mysteries|46,murder_mysteries,46
193,murder_mysteries|47,murder_mysteries,47
194,murder_mysteries|48,murder_mysteries,48
195,murder_mysteries|49,murder_mysteries,49
196,murder_mysteries|5,murder_mysteries,5
197,murder_mysteries|50,murder_mysteries,50
198,murder_mysteries|51,murder_mysteries,51
199,murder_mysteries|52,murder_mysteries,52
200,murder_mysteries|53,murder_mysteries,53
201,murder_mysteries|54,murder_mysteries,54
202,murder_mysteries|55,murder_mysteries,55
203,murder_mysteries|56,murder_mysteries,56
204,murder_mysteries|57,murder_mysteries,57
205,murder_mysteries|58,murder_mysteries,58
206,murder_mysteries|59,murder_mysteries,59
207,murder_mysteries|6,murder_mysteries,6
208,murder_mysteries|60,murder_mysteries,60
209,murder_mysteries|61,murder_mysteries,61
210,murder_mysteries|62,murder_mysteries,62
211,murder_mysteries|63,murder_mysteries,63
212,murder_mysteries|64,murder_mysteries,64
213,murder_mysteries|65,murder_mysteries,65
214,murder_mysteries|66,murder_mysteries,66
215,murder_mysteries|67,murder_mysteries,67
216,murder_mysteries|68,murder_mysteries,68
217,murder_mysteries|69,murder_mysteries,69
218,murder_mysteries|7,murder_mysteries,7
219,murder_mysteries|70,murder_mysteries,70
220,murder_mysteries|71,murder_mysteries,71
221,murder_mysteries|72,murder_mysteries,72
222,murder_mysteries|73,murder_mysteries,73
223,murder_mysteries|74,murder_mysteries,74
224,murder_mysteries|75,murder_mysteries,75
225,murder_mysteries|76,murder_mysteries,76
226,murder_mysteries|77,murder_mysteries,77
227,murder_mysteries|78,murder_mysteries,78
228,murder_mysteries|79,murder_mysteries,79
229,murder_mysteries|8,murder_mysteries,8
230,murder_mysteries|80,murder_mysteries,80
231,murder_mysteries|81,murder_mysteries,81
232,murder_mysteries|82,murder_mysteries,82
233,murder_mysteries|83,murder_mysteries,83
234,murder_mysteries|84,murder_mysteries,84
235,murder_mysteries|85,murder_mysteries,85
236,murder_mysteries|86,murder_mysteries,86
237,murder_mysteries|87,murder_mysteries,87
238,murder_mysteries|88,murder_mysteries,88
239,murder_mysteries|89,murder_mysteries,89
240,murder_mysteries|9,murder_mysteries,9
241,murder_mysteries|90,murder_mysteries,90
242,murder_mysteries|91,murder_mysteries,91
243,murder_mysteries|92,murder_mysteries,92
244,murder_mysteries|93,murder_mysteries,93
245,murder_mysteries|94,murder_mysteries,94
246,murder_mysteries|95,murder_mysteries,95
247,murder_mysteries|96,murder_mysteries,96
248,murder_mysteries|97,murder_mysteries,97
249,murder_mysteries|98,murder_mysteries,98
250,murder_mysteries|99,murder_mysteries,99
251,object_placements|0,object_placements,0
252,object_placements|1,object_placements,1
253,object_placements|10,object_placements,10
254,object_placements|100,object_placements,100
255,object_placements|101,object_placements,101
256,object_placements|102,object_placements,102
257,object_placements|103,object_placements,103
258,object_placements|104,object_placements,104
259,object_placements|105,object_placements,105
260,object_placements|106,object_placements,106
261,object_placements|107,object_placements,107
262,object_placements|108,object_placements,108
263,object_placements|109,object_placements,109
264,object_placements|11,object_placements,11
265,object_placements|110,object_placements,110
266,object_placements|111,object_placements,111
267,object_placements|112,object_placements,112
268,object_placements|113,object_placements,113
269,object_placements|114,object_placements,114
270,object_placements|115,object_placements,115
271,object_placements|116,object_placements,116
272,object_placements|117,object_placements,117
273,object_placements|118,object_placements,118
274,object_placements|119,object_placements,119
275,object_placements|12,object_placements,12
276,object_placements|120,object_placements,120
277,object_placements|121,object_placements,121
278,object_placements|122,object_placements,122
279,object_placements|123,object_placements,123
280,object_placements|124,object_placements,124
281,object_placements|125,object_placements,125
282,object_placements|126,object_placements,126
283,object_placements|127,object_placements,127
284,object_placements|128,object_placements,128
285,object_placements|129,object_placements,129
286,object_placements|13,object_placements,13
287,object_placements|130,object_placements,130
288,object_placements|131,object_placements,131
289,object_placements|132,object_placements,132
290,object_placements|133,object_placements,133
291,object_placements|134,object_placements,134
292,object_placements|135,object_placements,135
293,object_placements|137,object_placements,137
294,object_placements|138,object_placements,138
295,object_placements|139,object_placements,139
296,object_placements|14,object_placements,14
297,object_placements|141,object_placements,141
298,object_placements|142,object_placements,142
299,object_placements|143,object_placements,143
300,object_placements|144,object_placements,144
301,object_placements|145,object_placements,145
302,object_placements|146,object_placements,146
303,object_placements|147,object_placements,147
304,object_placements|148,object_placements,148
305,object_placements|149,object_placements,149
306,object_placements|15,object_placements,15
307,object_placements|150,object_placements,150
308,object_placements|151,object_placements,151
309,object_placements|152,object_placements,152
310,object_placements|153,object_placements,153
311,object_placements|154,object_placements,154
312,object_placements|155,object_placements,155
313,object_placements|156,object_placements,156
314,object_placements|157,object_placements,157
315,object_placements|158,object_placements,158
316,object_placements|159,object_placements,159
317,object_placements|16,object_placements,16
318,object_placements|160,object_placements,160
319,object_placements|161,object_placements,161
320,object_placements|162,object_placements,162
321,object_placements|163,object_placements,163
322,object_placements|164,object_placements,164
323,object_placements|165,object_placements,165
324,object_placements|166,object_placements,166
325,object_placements|167,object_placements,167
326,object_placements|168,object_placements,168
327,object_placements|169,object_placements,169
328,object_placements|17,object_placements,17
329,object_placements|170,object_placements,170
330,object_placements|171,object_placements,171
331,object_placements|172,object_placements,172
332,object_placements|173,object_placements,173
333,object_placements|174,object_placements,174
334,object_placements|175,object_placements,175
335,object_placements|176,object_placements,176
336,object_placements|177,object_placements,177
337,object_placements|178,object_placements,178
338,object_placements|179,object_placements,179
339,object_placements|18,object_placements,18
340,object_placements|180,object_placements,180
341,object_placements|181,object_placements,181
342,object_placements|182,object_placements,182
343,object_placements|183,object_placements,183
344,object_placements|184,object_placements,184
345,object_placements|185,object_placements,185
346,object_placements|186,object_placements,186
347,object_placements|187,object_placements,187
348,object_placements|188,object_placements,188
349,object_placements|189,object_placements,189
350,object_placements|19,object_placements,19
351,object_placements|190,object_placements,190
352,object_placements|191,object_placements,191
353,object_placements|192,object_placements,192
354,object_placements|193,object_placements,193
355,object_placements|194,object_placements,194
356,object_placements|195,object_placements,195
357,object_placements|196,object_placements,196
358,object_placements|197,object_placements,197
359,object_placements|198,object_placements,198
360,object_placements|199,object_placements,199
361,object_placements|2,object_placements,2
362,object_placements|20,object_placements,20
363,object_placements|200,object_placements,200
364,object_placements|201,object_placements,201
365,object_placements|202,object_placements,202
366,object_placements|203,object_placements,203
367,object_placements|204,object_placements,204
368,object_placements|205,object_placements,205
369,object_placements|206,object_placements,206
370,object_placements|207,object_placements,207
371,object_placements|208,object_placements,208
372,object_placements|209,object_placements,209
373,object_placements|21,object_placements,21
374,object_placements|210,object_placements,210
375,object_placements|211,object_placements,211
376,object_placements|212,object_placements,212
377,object_placements|213,object_placements,213
378,object_placements|214,object_placements,214
379,object_placements|215,object_placements,215
380,object_placements|216,object_placements,216
381,object_placements|217,object_placements,217
382,object_placements|218,object_placements,218
383,object_placements|219,object_placements,219
384,object_placements|22,object_placements,22
385,object_placements|220,object_placements,220
386,object_placements|221,object_placements,221
387,object_placements|222,object_placements,222
388,object_placements|223,object_placements,223
389,object_placements|224,object_placements,224
390,object_placements|225,object_placements,225
391,object_placements|226,object_placements,226
392,object_placements|227,object_placements,227
393,object_placements|228,object_placements,228
394,object_placements|229,object_placements,229
395,object_placements|23,object_placements,23
396,object_placements|230,object_placements,230
397,object_placements|231,object_placements,231
398,object_placements|232,object_placements,232
399,object_placements|233,object_placements,233
400,object_placements|234,object_placements,234
401,object_placements|235,object_placements,235
402,object_placements|236,object_placements,236
403,object_placements|237,object_placements,237
404,object_placements|238,object_placements,238
405,object_placements|239,object_placements,239
406,object_placements|24,object_placements,24
407,object_placements|240,object_placements,240
408,object_placements|241,object_placements,241
409,object_placements|242,object_placements,242
410,object_placements|243,object_placements,243
411,object_placements|244,object_placements,244
412,object_placements|245,object_placements,245
413,object_placements|246,object_placements,246
414,object_placements|247,object_placements,247
415,object_placements|248,object_placements,248
416,object_placements|249,object_placements,249
417,object_placements|25,object_placements,25
418,object_placements|250,object_placements,250
419,object_placements|251,object_placements,251
420,object_placements|252,object_placements,252
421,object_placements|253,object_placements,253
422,object_placements|254,object_placements,254
423,object_placements|255,object_placements,255
424,object_placements|26,object_placements,26
425,object_placements|27,object_placements,27
426,object_placements|28,object_placements,28
427,object_placements|29,object_placements,29
428,object_placements|3,object_placements,3
429,object_placements|30,object_placements,30
430,object_placements|31,object_placements,31
431,object_placements|32,object_placements,32
432,object_placements|33,object_placements,33
433,object_placements|34,object_placements,34
434,object_placements|35,object_placements,35
435,object_placements|36,object_placements,36
436,object_placements|37,object_placements,37
437,object_placements|38,object_placements,38
438,object_placements|39,object_placements,39
439,object_placements|4,object_placements,4
440,object_placements|40,object_placements,40
441,object_placements|41,object_placements,41
442,object_placements|42,object_placements,42
443,object_placements|43,object_placements,43
444,object_placements|44,object_placements,44
445,object_placements|45,object_placements,45
446,object_placements|46,object_placements,46
447,object_placements|47,object_placements,47
448,object_placements|48,object_placements,48
449,object_placements|49,object_placements,49
450,object_placements|5,object_placements,5
451,object_placements|50,object_placements,50
452,object_placements|51,object_placements,51
453,object_placements|52,object_placements,52
454,object_placements|53,object_placements,53
455,object_placements|54,object_placements,54
456,object_placements|55,object_placements,55
457,object_placements|56,object_placements,56
458,object_placements|57,object_placements,57
459,object_placements|58,object_placements,58
460,object_placements|59,object_placements,59
461,object_placements|6,object_placements,6
462,object_placements|60,object_placements,60
463,object_placements|61,object_placements,61
464,object_placements|62,object_placements,62
465,object_placements|63,object_placements,63
466,object_placements|64,object_placements,64
467,object_placements|65,object_placements,65
468,object_placements|66,object_placements,66
469,object_placements|67,object_placements,67
470,object_placements|68,object_placements,68
471,object_placements|69,object_placements,69
472,object_placements|7,object_placements,7
473,object_placements|70,object_placements,70
474,object_placements|71,object_placements,71
475,object_placements|72,object_placements,72
476,object_placements|73,object_placements,73
477,object_placements|74,object_placements,74
478,object_placements|75,object_placements,75
479,object_placements|76,object_placements,76
480,object_placements|77,object_placements,77
481,object_placements|78,object_placements,78
482,object_placements|79,object_placements,79
483,object_placements|8,object_placements,8
484,object_placements|80,object_placements,80
485,object_placements|81,object_placements,81
486,object_placements|82,object_placements,82
487,object_placements|83,object_placements,83
488,object_placements|84,object_placements,84
489,object_placements|85,object_placements,85
490,object_placements|86,object_placements,86
491,object_placements|87,object_placements,87
492,object_placements|88,object_placements,88
493,object_placements|89,object_placements,89
494,object_placements|9,object_placements,9
495,object_placements|90,object_placements,90
496,object_placements|91,object_placements,91
497,object_placements|92,object_placements,92
498,object_placements|93,object_placements,93
499,object_placements|94,object_placements,94
500,object_placements|95,object_placements,95
501,object_placements|96,object_placements,96
502,object_placements|97,object_placements,97
503,object_placements|98,object_placements,98
504,object_placements|99,object_placements,99
505,team_allocation|0,team_allocation,0
506,team_allocation|1,team_allocation,1
507,team_allocation|10,team_allocation,10
508,team_allocation|100,team_allocation,100
509,team_allocation|101,team_allocation,101
510,team_allocation|102,team_allocation,102
511,team_allocation|103,team_allocation,103
512,team_allocation|104,team_allocation,104
513,team_allocation|105,team_allocation,105
514,team_allocation|106,team_allocation,106
515,team_allocation|107,team_allocation,107
516,team_allocation|108,team_allocation,108
517,team_allocation|109,team_allocation,109
518,team_allocation|11,team_allocation,11
519,team_allocation|110,team_allocation,110
520,team_allocation|111,team_allocation,111
521,team_allocation|112,team_allocation,112
522,team_allocation|113,team_allocation,113
523,team_allocation|114,team_allocation,114
524,team_allocation|115,team_allocation,115
525,team_allocation|116,team_allocation,116
526,team_allocation|117,team_allocation,117
527,team_allocation|118,team_allocation,118
528,team_allocation|119,team_allocation,119
529,team_allocation|12,team_allocation,12
530,team_allocation|120,team_allocation,120
531,team_allocation|121,team_allocation,121
532,team_allocation|122,team_allocation,122
533,team_allocation|123,team_allocation,123
534,team_allocation|124,team_allocation,124
535,team_allocation|125,team_allocation,125
536,team_allocation|126,team_allocation,126
537,team_allocation|127,team_allocation,127
538,team_allocation|128,team_allocation,128
539,team_allocation|129,team_allocation,129
540,team_allocation|13,team_allocation,13
541,team_allocation|130,team_allocation,130
542,team_allocation|131,team_allocation,131
543,team_allocation|132,team_allocation,132
544,team_allocation|133,team_allocation,133
545,team_allocation|134,team_allocation,134
546,team_allocation|135,team_allocation,135
547,team_allocation|136,team_allocation,136
548,team_allocation|137,team_allocation,137
549,team_allocation|138,team_allocation,138
550,team_allocation|139,team_allocation,139
551,team_allocation|14,team_allocation,14
552,team_allocation|140,team_allocation,140
553,team_allocation|141,team_allocation,141
554,team_allocation|142,team_allocation,142
555,team_allocation|143,team_allocation,143
556,team_allocation|144,team_allocation,144
557,team_allocation|145,team_allocation,145
558,team_allocation|146,team_allocation,146
559,team_allocation|147,team_allocation,147
560,team_allocation|148,team_allocation,148
561,team_allocation|149,team_allocation,149
562,team_allocation|15,team_allocation,15
563,team_allocation|150,team_allocation,150
564,team_allocation|151,team_allocation,151
565,team_allocation|152,team_allocation,152
566,team_allocation|153,team_allocation,153
567,team_allocation|154,team_allocation,154
568,team_allocation|155,team_allocation,155
569,team_allocation|156,team_allocation,156
570,team_allocation|157,team_allocation,157
571,team_allocation|158,team_allocation,158
572,team_allocation|159,team_allocation,159
573,team_allocation|16,team_allocation,16
574,team_allocation|160,team_allocation,160
575,team_allocation|161,team_allocation,161
576,team_allocation|162,team_allocation,162
577,team_allocation|163,team_allocation,163
578,team_allocation|164,team_allocation,164
579,team_allocation|165,team_allocation,165
580,team_allocation|166,team_allocation,166
581,team_allocation|167,team_allocation,167
582,team_allocation|168,team_allocation,168
583,team_allocation|169,team_allocation,169
584,team_allocation|17,team_allocation,17
585,team_allocation|170,team_allocation,170
586,team_allocation|171,team_allocation,171
587,team_allocation|172,team_allocation,172
588,team_allocation|173,team_allocation,173
589,team_allocation|174,team_allocation,174
590,team_allocation|175,team_allocation,175
591,team_allocation|176,team_allocation,176
592,team_allocation|177,team_allocation,177
593,team_allocation|178,team_allocation,178
594,team_allocation|179,team_allocation,179
595,team_allocation|18,team_allocation,18
596,team_allocation|180,team_allocation,180
597,team_allocation|181,team_allocation,181
598,team_allocation|182,team_allocation,182
599,team_allocation|183,team_allocation,183
600,team_allocation|184,team_allocation,184
601,team_allocation|185,team_allocation,185
602,team_allocation|186,team_allocation,186
603,team_allocation|187,team_allocation,187
604,team_allocation|188,team_allocation,188
605,team_allocation|189,team_allocation,189
606,team_allocation|19,team_allocation,19
607,team_allocation|190,team_allocation,190
608,team_allocation|191,team_allocation,191
609,team_allocation|192,team_allocation,192
610,team_allocation|193,team_allocation,193
611,team_allocation|194,team_allocation,194
612,team_allocation|195,team_allocation,195
613,team_allocation|196,team_allocation,196
614,team_allocation|197,team_allocation,197
615,team_allocation|198,team_allocation,198
616,team_allocation|199,team_allocation,199
617,team_allocation|2,team_allocation,2
618,team_allocation|20,team_allocation,20
619,team_allocation|200,team_allocation,200
620,team_allocation|201,team_allocation,201
621,team_allocation|202,team_allocation,202
622,team_allocation|203,team_allocation,203
623,team_allocation|204,team_allocation,204
624,team_allocation|205,team_allocation,205
625,team_allocation|206,team_allocation,206
626,team_allocation|207,team_allocation,207
627,team_allocation|208,team_allocation,208
628,team_allocation|209,team_allocation,209
629,team_allocation|21,team_allocation,21
630,team_allocation|210,team_allocation,210
631,team_allocation|211,team_allocation,211
632,team_allocation|212,team_allocation,212
633,team_allocation|213,team_allocation,213
634,team_allocation|214,team_allocation,214
635,team_allocation|215,team_allocation,215
636,team_allocation|216,team_allocation,216
637,team_allocation|217,team_allocation,217
638,team_allocation|218,team_allocation,218
639,team_allocation|219,team_allocation,219
640,team_allocation|22,team_allocation,22
641,team_allocation|220,team_allocation,220
642,team_allocation|221,team_allocation,221
643,team_allocation|222,team_allocation,222
644,team_allocation|223,team_allocation,223
645,team_allocation|224,team_allocation,224
646,team_allocation|225,team_allocation,225
647,team_allocation|226,team_allocation,226
648,team_allocation|227,team_allocation,227
649,team_allocation|228,team_allocation,228
650,team_allocation|229,team_allocation,229
651,team_allocation|23,team_allocation,23
652,team_allocation|230,team_allocation,230
653,team_allocation|231,team_allocation,231
654,team_allocation|232,team_allocation,232
655,team_allocation|233,team_allocation,233
656,team_allocation|234,team_allocation,234
657,team_allocation|235,team_allocation,235
658,team_allocation|236,team_allocation,236
659,team_allocation|237,team_allocation,237
660,team_allocation|238,team_allocation,238
661,team_allocation|239,team_allocation,239
662,team_allocation|24,team_allocation,24
663,team_allocation|240,team_allocation,240
664,team_allocation|241,team_allocation,241
665,team_allocation|242,team_allocation,242
666,team_allocation|243,team_allocation,243
667,team_allocation|244,team_allocation,244
668,team_allocation|245,team_allocation,245
669,team_allocation|246,team_allocation,246
670,team_allocation|247,team_allocation,247
671,team_allocation|248,team_allocation,248
672,team_allocation|249,team_allocation,249
673,team_allocation|25,team_allocation,25
674,team_allocation|26,team_allocation,26
675,team_allocation|27,team_allocation,27
676,team_allocation|28,team_allocation,28
677,team_allocation|29,team_allocation,29
678,team_allocation|3,team_allocation,3
679,team_allocation|30,team_allocation,30
680,team_allocation|31,team_allocation,31
681,team_allocation|32,team_allocation,32
682,team_allocation|33,team_allocation,33
683,team_allocation|34,team_allocation,34
684,team_allocation|35,team_allocation,35
685,team_allocation|36,team_allocation,36
686,team_allocation|37,team_allocation,37
687,team_allocation|38,team_allocation,38
688,team_allocation|39,team_allocation,39
689,team_allocation|4,team_allocation,4
690,team_allocation|40,team_allocation,40
691,team_allocation|41,team_allocation,41
692,team_allocation|42,team_allocation,42
693,team_allocation|43,team_allocation,43
694,team_allocation|44,team_allocation,44
695,team_allocation|45,team_allocation,45
696,team_allocation|46,team_allocation,46
697,team_allocation|47,team_allocation,47
698,team_allocation|48,team_allocation,48
699,team_allocation|49,team_allocation,49
700,team_allocation|5,team_allocation,5
701,team_allocation|50,team_allocation,50
702,team_allocation|51,team_allocation,51
703,team_allocation|52,team_allocation,52
704,team_allocation|53,team_allocation,53
705,team_allocation|54,team_allocation,54
706,team_allocation|55,team_allocation,55
707,team_allocation|56,team_allocation,56
708,team_allocation|57,team_allocation,57
709,team_allocation|58,team_allocation,58
710,team_allocation|59,team_allocation,59
711,team_allocation|6,team_allocation,6
712,team_allocation|60,team_allocation,60
713,team_allocation|61,team_allocation,61
714,team_allocation|62,team_allocation,62
715,team_allocation|63,team_allocation,63
716,team_allocation|64,team_allocation,64
717,team_allocation|65,team_allocation,65
718,team_allocation|66,team_allocation,66
719,team_allocation|67,team_allocation,67
720,team_allocation|68,team_allocation,68
721,team_allocation|69,team_allocation,69
722,team_allocation|7,team_allocation,7
723,team_allocation|70,team_allocation,70
724,team_allocation|71,team_allocation,71
725,team_allocation|72,team_allocation,72
726,team_allocation|73,team_allocation,73
727,team_allocation|74,team_allocation,74
728,team_allocation|75,team_allocation,75
729,team_allocation|76,team_allocation,76
730,team_allocation|77,team_allocation,77
731,team_allocation|78,team_allocation,78
732,team_allocation|79,team_allocation,79
733,team_allocation|8,team_allocation,8
734,team_allocation|80,team_allocation,80
735,team_allocation|81,team_allocation,81
736,team_allocation|82,team_allocation,82
737,team_allocation|83,team_allocation,83
738,team_allocation|84,team_allocation,84
739,team_allocation|85,team_allocation,85
740,team_allocation|86,team_allocation,86
741,team_allocation|87,team_allocation,87
742,team_allocation|88,team_allocation,88
743,team_allocation|89,team_allocation,89
744,team_allocation|9,team_allocation,9
745,team_allocation|90,team_allocation,90
746,team_allocation|91,team_allocation,91
747,team_allocation|92,team_allocation,92
