floor,target,model,fold,n_scen,n_crit,reason,reach_se_post,plateau,hit_cap,overran_floor,eap_sd,se_param,se_total,theta_ref,theta_cat,weak
10,0.12,openbmb/MiniCPM-2B-sft-bf16,0,10,20,reach,True,False,False,False,0.1161502782875338,0.1160936453930182,0.1642212582064557,-0.2660211371706569,1.3632977592029432,False
10,0.12,01-ai/Yi-1.5-6B,3,10,37,reach,True,False,False,False,0.1032010427887221,0.0913532169671495,0.1378254892352164,-0.1050138588178432,-0.0889820823917447,False
10,0.12,utter-project/EuroLLM-1.7B-Instruct,0,16,55,plateau,False,True,False,True,0.1455045268255371,0.057194340456262,0.1563418047322924,0.0132466258307414,0.3336161809888793,False
10,0.12,ibm/PowerLM-3b,0,12,35,plateau,False,True,False,True,0.1920355633305337,0.0654596237058878,0.2028857311872667,0.0698167068550395,0.230301913035263,False
10,0.12,h2oai/h2o-danube2-1.8b-chat,1,12,43,reach,True,False,False,True,0.117985393956147,0.0879635200795053,0.1471670277329971,0.0716204644199671,0.1221683643673395,False
10,0.12,Qwen/Qwen1.5-1.8B,1,13,44,reach,True,False,False,True,0.1149616379975038,0.0736103851784972,0.1365088532557352,0.0809350876209607,0.0953166439006745,False
10,0.12,h2oai/h2o-danube-1.8b-chat,3,14,43,plateau,False,True,False,True,0.1278405821072994,0.0673865566724376,0.1445135372679695,0.1569282020724943,0.3736772137244311,False
10,0.12,OpenBMB/MiniCPM4-0.5B,4,11,41,reach,True,False,False,True,0.1152186901482136,0.0754175885457683,0.1377067871294979,0.264600915378981,0.0528324478959275,False
10,0.12,Qwen/Qwen1.5-1.8B-Chat,3,19,63,reach,True,False,False,True,0.1199859243667379,0.0474647743826562,0.1290330455865358,0.3898042149870758,0.6842394252134145,False
10,0.12,ibm-granite/granite-3.1-2b-base,3,11,36,reach,True,False,False,True,0.119282099306723,0.0695732980569358,0.1380893298467994,0.3981515238237615,0.0637090313720809,False
10,0.12,tiiuae/Falcon3-3B-Base,1,13,47,reach,True,False,False,True,0.118734402493082,0.0548313500017847,0.1307835436070129,0.5082020250809371,-0.0249683445737843,False
10,0.12,Qwen/Qwen2.5-0.5B-Instruct,4,16,38,plateau,False,True,False,True,0.1481921873817154,0.0681420675655042,0.1631081413451799,0.5477826844709038,0.7419368216344271,False
10,0.12,ibm-granite/granite-3.0-2b-base,2,12,42,plateau,False,True,False,True,0.1537872882249336,0.1009275941291423,0.1839481157181983,0.6085128149812709,0.1514681788738847,False
10,0.12,BSC-LT/salamandra-7b-instruct,2,17,53,plateau,False,True,False,True,0.1296886524911741,0.0617236884964009,0.1436278535193548,0.6133664178359304,0.2287902440256223,False
10,0.12,stabilityai/stablelm-2-zephyr-1_6b,0,13,34,reach,True,False,False,True,0.1081342155466654,0.0672466763783961,0.1273386196557566,0.7128737192257213,1.0573643804355009,False
10,0.12,01-ai/Yi-6B-Chat,3,13,37,reach,True,False,False,True,0.1152797708264065,0.0805817523220615,0.1406514997043504,0.7589881962700152,1.281973091442956,False
10,0.12,meta-llama/Llama-3.2-1B-Instruct,1,16,39,reach,True,False,False,True,0.1157221570566438,0.100176676748092,0.1530587606056389,0.9487835872468362,1.006817035548252,False
10,0.12,tiiuae/Falcon3-1B-Instruct,1,12,30,reach,True,False,False,True,0.1167762678384929,0.088400502384133,0.1464627787257041,0.9564526224142926,1.0482025592577089,False
10,0.12,stabilityai/stablelm-2-1_6b-chat,2,16,52,reach,True,False,False,True,0.1150172661894175,0.0669046320462949,0.1330608932441739,0.9902315747851386,1.2362408257141986,False
10,0.12,ibm-granite/granite-7b-instruct,1,13,35,reach,True,False,False,True,0.1175876022629768,0.0919812992302617,0.1492896634534453,1.0037738475985465,0.8632176575688192,False
10,0.12,stabilityai/stablelm-zephyr-3b,2,22,67,plateau,False,True,False,True,0.1321998725730031,0.0572538472380722,0.1440652953763632,1.0698573954068982,0.9496955342838976,False
10,0.12,arcee-ai/raspberry-3B,0,10,21,reach,True,False,False,False,0.1178836518497541,0.1005869771380021,0.1549654650017061,1.1246507099233405,1.246660332151899,False
10,0.12,allenai/OLMo-2-0425-1B-Instruct,4,13,27,plateau,False,True,False,True,0.1287016845678244,0.0954180940292903,0.1602146568787583,1.223975567515562,1.077095979870936,False
10,0.12,allenai/OLMo-2-0425-1B-DPO,4,13,26,reach,True,False,False,True,0.1173482744994569,0.08384557316386,0.1442244697240246,1.2388770660415394,1.294596824255702,False
10,0.12,nvidia/AceInstruct-1.5B,1,11,29,reach,True,False,False,True,0.1198253651873612,0.0768057874800361,0.14232795625847,1.2814241934896762,1.0191042120234564,False
10,0.12,pankajmathur/orca_mini_v9_5_3B-Instruct,4,14,43,reach,True,False,False,True,0.1073815420104449,0.092299900788849,0.1415982600534778,1.4499391340199896,1.467978664640394,False
10,0.12,tiiuae/Falcon3-3B-Instruct,4,12,25,reach,True,False,False,True,0.1150515814843948,0.0876650995123195,0.1446445162270773,1.6169822007176056,1.2919605828596543,False
10,0.12,01-ai/Yi-1.5-6B-Chat,2,14,37,reach,True,False,False,True,0.1147129442099416,0.0843810432584231,0.142405126419989,1.6170944407245194,1.337900457872507,False
10,0.12,meta-llama/Llama-3.2-3B-Instruct,0,13,28,reach,True,False,False,True,0.1142694658434204,0.1141781012684988,0.1615368367692651,1.6440232113778666,1.60104203614839,False
10,0.12,ibm-granite/granite-3.1-2b-instruct,2,11,31,reach,True,False,False,True,0.1184590460626323,0.0914962186683833,0.149680004090999,1.9759237221237116,1.4227000722397751,False
10,0.12,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,4,17,54,plateau,False,True,False,True,0.1579452170987014,0.1767012057365885,0.2370021259675113,2.466776172602346,1.9876735670105592,False
