floor,se_target,n_models_excl2,median_len,mean_len,pct_cap,pct_info_plateau,pct_reach_se_ability_all,r_correctness,slope_correctness,theta_mae_correctness,median_sd_correctness,median_se_total_correctness,pct_reach_se_ability_correctness,pct_se_total_le_0.25_correctness,pct_se_total_le_0.3_correctness,r_scaffolding,slope_scaffolding,theta_mae_scaffolding,median_sd_scaffolding,median_se_total_scaffolding,pct_reach_se_ability_scaffolding,pct_se_total_le_0.25_scaffolding,pct_se_total_le_0.3_scaffolding,pct_reach_se_total_le_0.25_all,pct_reach_se_total_le_0.3_all
12,0.25,113,29.0,27.95575221238938,0.0,0.7079646017699115,0.2920353982300885,0.9673658045647509,1.0140809918517921,0.42910835361010763,0.26998527367200875,0.3603465534059796,0.45132743362831856,0.11504424778761062,0.34513274336283184,0.9324497957198953,0.9616276667086604,0.25325731098666077,0.2510194237358948,0.31659845524975977,0.48672566371681414,0.0,0.3008849557522124,0.0,0.13274336283185842
12,0.27,113,25.0,25.150442477876105,0.0,0.6991150442477876,0.3008849557522124,0.9654048969877319,1.0111732622488552,0.4454604826099862,0.27997949706794706,0.3716464661815595,0.4336283185840708,0.07964601769911504,0.2831858407079646,0.9251826271037034,0.9495143922302627,0.26763883563270546,0.2674537870545157,0.32204352708099176,0.6371681415929203,0.0,0.22123893805309736,0.0,0.061946902654867256
12,0.3,113,21.0,21.646017699115045,0.0,0.6106194690265486,0.3893805309734513,0.9577894189326523,1.0027230830160316,0.4969117456150278,0.31350286547900796,0.3823110813816117,0.4690265486725664,0.05309734513274336,0.23008849557522124,0.9095360345963538,0.9421745339845892,0.301658347918377,0.29414023518940163,0.33668549679450627,0.8584070796460177,0.0,0.12389380530973451,0.0,0.008849557522123894
12,0.32,113,19.0,19.68141592920354,0.0,0.5309734513274337,0.4690265486725664,0.959196728097674,0.9908885302583262,0.4908031955345454,0.31853207131310696,0.3930014962385593,0.5221238938053098,0.05309734513274336,0.19469026548672566,0.905829136132889,0.9629781523138363,0.32636140021501225,0.3026037518379953,0.3495050692424037,0.911504424778761,0.0,0.07079646017699115,0.0,0.008849557522123894
15,0.15,113,34.0,33.663716814159294,0.0,0.9823008849557522,0.017699115044247787,0.9689230938222793,1.0183246480239583,0.41401008803506356,0.264754432341429,0.3603465534059796,0.08849557522123894,0.24778761061946902,0.3805309734513274,0.9415720990675152,0.9654833018460102,0.23635283557349226,0.24377157911524433,0.3065584236352226,0.017699115044247787,0.08849557522123894,0.4424778761061947,0.07079646017699115,0.24778761061946902
15,0.2,113,33.0,32.530973451327434,0.0,0.911504424778761,0.08849557522123894,0.9681777517464767,1.0166032405689807,0.42194314189350685,0.264754432341429,0.3603465534059796,0.3185840707964602,0.22123893805309736,0.3805309734513274,0.9361615933623371,0.9611348474485107,0.24513382219513635,0.24542514135056617,0.307696986835593,0.08849557522123894,0.07964601769911504,0.4247787610619469,0.061946902654867256,0.23008849557522124
15,0.22,113,31.0,31.4070796460177,0.0,0.8230088495575221,0.17699115044247787,0.9681555230079184,1.0166868409036873,0.42088899709438576,0.264754432341429,0.3603465534059796,0.3805309734513274,0.18584070796460178,0.37168141592920356,0.9354796617797274,0.9602409448116345,0.24525488071730103,0.24715695474802427,0.312064916810883,0.19469026548672566,0.061946902654867256,0.39823008849557523,0.035398230088495575,0.20353982300884957
15,0.25,113,29.0,28.265486725663717,0.0,0.6991150442477876,0.3008849557522124,0.9677286107128817,1.0162172686363369,0.4258938000418477,0.26998527367200875,0.3603465534059796,0.45132743362831856,0.1415929203539823,0.35398230088495575,0.9346328275429732,0.9620157507938307,0.24985917243528566,0.25039796504300205,0.3159358919990116,0.49557522123893805,0.0,0.30973451327433627,0.0,0.1504424778761062
15,0.27,113,25.0,25.504424778761063,0.0,0.6814159292035398,0.3185840707964602,0.9658299915006078,1.0138994909987689,0.4411108332971925,0.27997949706794706,0.3716464661815595,0.4336283185840708,0.10619469026548672,0.2920353982300885,0.9261711738472141,0.948753887757032,0.26702794448185985,0.2672187506031694,0.32204352708099176,0.6548672566371682,0.0,0.23008849557522124,0.0,0.07964601769911504
15,0.3,113,21.0,22.106194690265486,0.0,0.5929203539823009,0.40707964601769914,0.9581821856783265,1.0045535542088102,0.4929879424495871,0.31350286547900796,0.3823110813816117,0.4690265486725664,0.07964601769911504,0.24778761061946902,0.9109159238110094,0.9438823999699024,0.29960742987637934,0.2927565159806442,0.3343790454155864,0.8761061946902655,0.0,0.13274336283185842,0.0,0.017699115044247787
15,0.32,113,19.0,20.265486725663717,0.0,0.5221238938053098,0.4778761061946903,0.9594497826814277,0.9925253214464714,0.4917308973181483,0.3185267001847092,0.3930014962385593,0.5221238938053098,0.07964601769911504,0.21238938053097345,0.9075307202955122,0.9627596803646035,0.3208464723815956,0.300128715085301,0.3454890652322398,0.9203539823008849,0.0,0.09734513274336283,0.0,0.017699115044247787
20,0.15,113,34.0,34.51327433628319,0.0,0.9823008849557522,0.017699115044247787,0.969587967634648,1.022160490102565,0.40931676804009864,0.264754432341429,0.3548367190011764,0.09734513274336283,0.24778761061946902,0.3893805309734513,0.9467410600413599,0.9681495218299705,0.22613839777969452,0.24045200494436528,0.3041628322727045,0.017699115044247787,0.08849557522123894,0.46017699115044247,0.07079646017699115,0.26548672566371684
20,0.2,113,33.0,33.424778761061944,0.0,0.9026548672566371,0.09734513274336283,0.9687758779917067,1.020914125151089,0.4197831361138186,0.264754432341429,0.3548367190011764,0.336283185840708,0.22123893805309736,0.3893805309734513,0.9419175249898775,0.9648262854369104,0.2353475478383931,0.2416361719075976,0.3041628322727045,0.09734513274336283,0.07964601769911504,0.46017699115044247,0.061946902654867256,0.26548672566371684
20,0.22,113,32.0,32.309734513274336,0.0,0.8053097345132744,0.19469026548672566,0.9687412979511076,1.0214570117018793,0.4194617283960006,0.264754432341429,0.3548367190011764,0.3805309734513274,0.18584070796460178,0.3805309734513274,0.940868121910182,0.9640068775201489,0.23694815460137908,0.24473910376137795,0.3065584236352226,0.21238938053097345,0.07079646017699115,0.4336283185840708,0.04424778761061947,0.23893805309734514
20,0.25,113,29.0,29.150442477876105,0.0,0.672566371681416,0.3274336283185841,0.9680674565787425,1.019703670349959,0.4278987002833139,0.26998527367200875,0.3560620810210174,0.45132743362831856,0.1504424778761062,0.36283185840707965,0.9399142493495682,0.9696988526290676,0.23952307804789386,0.24919450720486808,0.3146076031986557,0.5309734513274337,0.008849557522123894,0.336283185840708,0.008849557522123894,0.17699115044247787
20,0.27,113,25.0,26.539823008849556,0.0,0.6637168141592921,0.336283185840708,0.9667483351831976,1.0187434686791124,0.43677584950610787,0.27997949706794706,0.37113154220872646,0.4336283185840708,0.12389380530973451,0.30973451327433627,0.9321169894633722,0.952709067492437,0.2564216825447821,0.26543490971102834,0.3195590757885208,0.6902654867256637,0.008849557522123894,0.26548672566371684,0.008849557522123894,0.12389380530973451
20,0.3,113,22.0,23.734513274336283,0.0,0.5752212389380531,0.4247787610619469,0.9627295187213113,1.0115922328346245,0.4642784955781356,0.31068020509639965,0.3784731041546335,0.4778761061946903,0.10619469026548672,0.2831858407079646,0.9198973723486963,0.9418400975299774,0.2803439610160441,0.2834582624921871,0.3320472646828471,0.8938053097345132,0.008849557522123894,0.19469026548672566,0.008849557522123894,0.08849557522123894
20,0.32,113,20.0,22.5929203539823,0.0,0.49557522123893805,0.504424778761062,0.9646420598364388,1.0065283883390106,0.4628672577068094,0.3185267001847092,0.391488793987016,0.5309734513274337,0.10619469026548672,0.26548672566371684,0.9200610659793458,0.9602123142665309,0.29125183872349075,0.29127687524367046,0.3342049410311142,0.9469026548672567,0.008849557522123894,0.168141592920354,0.008849557522123894,0.08849557522123894
25,0.15,113,35.0,35.823008849557525,0.0,0.9734513274336283,0.02654867256637168,0.9710815487537814,1.0334096274922189,0.41119024862750836,0.2548926008789222,0.34198871494628036,0.09734513274336283,0.24778761061946902,0.40707964601769914,0.9494060858155111,0.9675390201577754,0.22000781071001832,0.23600713064769177,0.30276878587057976,0.02654867256637168,0.09734513274336283,0.48672566371681414,0.07079646017699115,0.2743362831858407
25,0.2,113,34.0,35.0,0.0,0.9026548672566371,0.09734513274336283,0.9707706539973142,1.0342729968906472,0.41644850082617085,0.2548926008789222,0.34198871494628036,0.336283185840708,0.23008849557522124,0.40707964601769914,0.9460292763310068,0.965046808657003,0.22746676829887616,0.23971845530445757,0.30276878587057976,0.09734513274336283,0.09734513274336283,0.48672566371681414,0.061946902654867256,0.2743362831858407
25,0.22,113,33.0,33.92920353982301,0.0,0.8053097345132744,0.19469026548672566,0.9708546276123038,1.0354699797234448,0.41470375786413666,0.2548926008789222,0.34198871494628036,0.3805309734513274,0.19469026548672566,0.3893805309734513,0.9446237760262248,0.9639793763867579,0.23089285200252285,0.24045200494436528,0.30411864855411264,0.23008849557522124,0.08849557522123894,0.4690265486725664,0.04424778761061947,0.24778761061946902
25,0.25,113,30.0,30.86725663716814,0.0,0.6371681415929203,0.36283185840707965,0.9701232026055004,1.0343602656106012,0.42237754343346817,0.2681922451455888,0.3548367190011764,0.46017699115044247,0.17699115044247787,0.37168141592920356,0.9435824529259283,0.9713805209950794,0.23311995256996174,0.2484387118746409,0.30739253475941497,0.6017699115044248,0.04424778761061947,0.3805309734513274,0.017699115044247787,0.20353982300884957
25,0.27,113,27.0,28.557522123893804,0.0,0.6283185840707964,0.37168141592920356,0.9692357454648626,1.0308515012472967,0.42808862598345854,0.2817823227454375,0.36778735818680647,0.4336283185840708,0.168141592920354,0.3274336283185841,0.9406136628249295,0.9614335135720367,0.2412098801459763,0.2613993532821985,0.3162747189733054,0.7610619469026548,0.04424778761061947,0.30973451327433627,0.017699115044247787,0.1592920353982301
25,0.3,113,25.0,26.938053097345133,0.0,0.49557522123893805,0.504424778761062,0.967450934986156,1.0282480949024855,0.43176484438638224,0.2970492294767442,0.37505187219010716,0.5221238938053098,0.168141592920354,0.3274336283185841,0.9341795474579357,0.9586732113734938,0.2580266412659953,0.26711279042370156,0.3238549535215361,0.9557522123893806,0.04424778761061947,0.2831858407079646,0.017699115044247787,0.1504424778761062
25,0.32,113,25.0,26.27433628318584,0.0,0.4336283185840708,0.5663716814159292,0.9704284625662314,1.0235980080991527,0.4187106004863249,0.30728168637970826,0.37505187219010716,0.5752212389380531,0.168141592920354,0.3274336283185841,0.9318205787027353,0.9695059782448247,0.2721074416127916,0.273799591644328,0.3238549535215361,0.9734513274336283,0.04424778761061947,0.2743362831858407,0.017699115044247787,0.1504424778761062
