model,theta_full_correctness,theta_full_scaffolding,theta_full_presentation,trace_n_admin,trace_mwle_converged,trace_online_correctness,trace_batch_correctness,trace_mwle_correctness,trace_online_scaffolding,trace_batch_scaffolding,trace_mwle_scaffolding,trace_online_presentation,trace_batch_presentation,trace_mwle_presentation,dopt_n_admin,dopt_mwle_converged,dopt_online_correctness,dopt_batch_correctness,dopt_mwle_correctness,dopt_online_scaffolding,dopt_batch_scaffolding,dopt_mwle_scaffolding,dopt_online_presentation,dopt_batch_presentation,dopt_mwle_presentation
HuggingFaceTB/SmolLM2-1.7B,-0.5656147550754514,-0.19062647413094133,0.22393060067073328,100,True,-0.3981268215705231,-0.4774832687435256,-0.46152356724684424,-0.09884800258120881,-0.11727172901821205,-0.10373348956779933,-0.6254339167817162,-0.7966950422299078,-0.7938673385182103,56,True,-0.128148551299762,-0.1693042070645202,-0.11638779468834604,-0.025444002591707832,-0.04661900175972999,-0.024271166360520346,-0.20607512336960745,-0.23288184496886596,-0.20390629396558763
HuggingFaceTB/SmolLM2-1.7B-Instruct,0.35162782890897454,-0.7521171472344771,0.9956711669045188,94,True,0.48001015257347945,0.4108933440965544,0.44405439489361925,-0.6213951532847694,-0.577059155495796,-0.6324521702589966,1.0299409407316529,1.0236627822115356,1.0757204346665823,28,True,0.6885557134112443,0.6305829878877851,0.7120468523306885,-0.7479626352327146,-0.7343340160239594,-0.824269806608492,1.2690839125986495,1.2764662846867143,1.3583687744735073
HuggingFaceTB/SmolLM2-135M,-3.798089227067563,0.24154178216692906,-1.9102311794410751,100,True,-2.0022371221024606,-3.06965931451623,-4.006612849313378,0.19075107668711686,0.08738812270688127,0.09885070374138769,-1.468991060842753,-2.0035101212288904,-2.464986089574175,66,True,-1.995613882870408,-3.0191330871748012,-3.9381892611009377,0.10261109548514648,-0.06488663274791379,-0.045834881845367395,-1.4952691464258343,-1.8689247713308679,-2.111234833523273
HuggingFaceTB/SmolLM2-360M,-3.1319756602321145,0.3728271578862919,-2.000471858570356,100,True,-1.8892757876864936,-2.579019105333767,-2.8868103282510305,0.32214278722408957,0.23809860204875755,0.2560670310174145,-1.305204184967715,-1.686711171871367,-1.9355015948708156,59,True,-1.7263487193935507,-2.3804744239489595,-2.6669773387342834,0.18889436234824292,0.038308521549898486,0.06573200825602338,-1.2990229612201933,-1.6396519561895422,-1.8533962963512172
HuggingFaceTB/SmolLM2-360M-Instruct,-1.3125152217571825,-0.9190125193022437,-0.37646351396172445,88,True,-0.8662214382555112,-1.0770909893571907,-1.1095420134991894,-0.8435145766044837,-1.0576840031159511,-1.1528424820778596,-0.38856998709325624,-0.4272469135377516,-0.41776247889684365,56,True,-0.9306875964249216,-1.3749879668768494,-1.4650654659780293,-0.8355793926275777,-1.0457277430848186,-1.1651677266211227,-0.38856998709325624,-0.4272469135377499,-0.41776254006449826
LLM360/Amber,-4.604239295332641,0.6576803451420127,-4.5179770313924275,100,True,-2.1973037229944916,-3.066394677530531,-4.06411811077676,0.7763276929801107,0.7295782310214026,0.753162437601642,-1.7889708966022155,-2.6334600233957484,-3.829904747525689,77,True,-2.21523168509336,-3.11283767532514,-4.127241729814141,0.8628881222619444,0.7039330603334945,0.7424626534565498,-2.0879833162289914,-3.050078704999835,-4.573851819002593
Qwen/Qwen2-0.5B,-2.4288481538583384,-0.44595710044788156,-1.479332646465179,90,True,-1.511055687379231,-1.9900494866096226,-2.134698433635267,-0.12681408842462755,-0.24922685537909184,-0.24134915753800035,-0.6936454637945098,-0.8232612603435763,-0.8525039713034114,52,True,-1.4941414962771666,-1.9646427194835054,-2.167862275229903,0.07282309074528506,-0.05849084547100398,-0.030220030713021928,-0.6936454637945098,-0.823261260343577,-0.8525039488299101
Qwen/Qwen2-1.5B,-0.41839668807871383,-1.2152954962021152,0.16830874359300194,67,True,-0.1505828457425784,-0.24871002177918644,-0.22170183537171184,-1.229817178767143,-1.3723484826903116,-1.4654627781475473,0.016056088973575564,-0.02684130918981678,0.049944369640808825,33,True,-0.1029435392387869,-0.33593658492283635,-0.2401837016845883,-1.2598417228043959,-1.4693794168401084,-1.5531464698617976,0.016056088973575564,-0.02684130918981676,0.04994444414004619
Qwen/Qwen2-7B,1.399990521200188,0.07032810032153461,1.1917618745558798,41,True,1.2081745119090226,1.2061908432674955,1.226679597028123,-0.07858204242500129,-0.08854502893384408,-0.04617374057346893,0.9533165034009203,0.9333898102558673,1.1757546555733818,17,True,1.2070715338023055,1.1731708357154202,1.2082787343278898,-0.07097523850232948,-0.04374098023543948,-0.007840563108461516,0.9533165034009203,0.9333898102558669,1.1757544859854354
Qwen/Qwen2.5-0.5B,-1.191859078601704,-0.944974611195894,0.8086412168126699,69,True,-0.42805205708284044,-0.5683292159802656,-0.5203954335089428,-0.36773182352829864,-0.5705411950667307,-0.5121119893642937,1.0922746788339839,1.0963133316872073,1.1312723808306464,28,True,-0.41023189610036304,-0.5583651921637242,-0.5130893967632351,-0.45578478687142043,-0.7771457812924399,-0.7010350761209065,1.0218594525322557,1.0211357301143535,1.1466769014207638
Qwen/Qwen2.5-0.5B-Instruct,-0.5355832487616182,-1.0997990968422418,1.5826621530226246,100,True,0.05660286827525392,-0.040359937433353296,0.021665735050456523,-0.633371297190834,-0.7536511895529021,-0.7708393536010846,1.531519797397426,1.5410646617102457,1.5585962661123343,36,True,0.2312512651870841,0.14757845162699043,0.23447567352229282,-0.7756544396277104,-0.9193677244306226,-0.9401309173287552,1.4068320478783374,1.4281376975129527,1.4769287897985284
Qwen/Qwen2.5-1.5B,0.799630295480438,-1.4952353897763195,1.927685352227555,100,True,1.0628716584061775,1.024103168450247,1.061491283324111,-1.0480633676230142,-0.9807608830042666,-1.2269366771289854,1.9469216937985052,2.003432077329477,2.0412980352655934,42,True,0.883465201632563,0.8469197075109468,0.9072958918096495,-1.2189723110246375,-1.1686973420682343,-1.3122601588430691,1.8956980143466664,1.987021511058038,2.0638742892027038
Qwen/Qwen2.5-1.5B-Instruct,1.19999969073582,-1.2394929251604774,2.4042859504648875,100,True,1.2079556581931097,1.1999886396560542,1.2151672616513556,-1.493160995410071,-1.4523691380519987,-1.5434144702794412,2.229724381415918,2.2812096395813994,2.3229070690145783,29,True,1.1073030491602205,1.097203090062665,1.1301215500698063,-1.2654838836117712,-1.232199438740753,-1.373732496478705,2.2012209997315675,2.3157420332852174,2.37855020200042
Qwen/Qwen2.5-3B,1.3999999407299344,-0.45536629398935935,2.450908067537159,39,True,1.2787973557882928,1.2550304305138094,1.2793384978557076,-0.04663158072294959,-0.012454967300472694,0.00416532928869519,1.723914703879395,2.046514726766132,1.9725815220701586,21,True,1.3577799902420171,1.317525956870164,1.3780501373554332,-0.17973688219393144,-0.10875689607709144,-0.12426629927900541,2.4244360229422948,2.88721886445213,2.8440839044793784
Qwen/Qwen2.5-3B-Instruct,2.0863858187846325,0.4395251158359072,2.742661593376466,100,True,2.2054097889327373,2.2044281141934077,2.245661798401371,0.07617427792726254,0.34180216382320583,0.3535506129204114,0.0,-7.226943538442028e-17,-7.226943538442028e-17,13,True,1.7754307212812541,2.1808134575861473,1.864125403993251,0.07072314371094099,0.6981989750526445,0.23076838340734876,1.723914703879395,2.046514726766135,1.9725825451513732
Qwen/Qwen2.5-7B,1.7999741707619281,0.9572732378356756,2.2006022309201425,71,True,1.4374318436767517,1.508003215102791,1.505460819697305,1.1295243522087877,1.1276281788186364,1.160552965646799,1.723914703879395,2.04651472676614,1.9725820160039942,13,True,1.2170737576017294,1.2808523561561802,1.2296599419469951,0.4740536748765283,1.0734191359783258,0.672330564828091,1.723914703879395,2.0465147267661354,1.9725828409843686
Qwen/Qwen2.5-7B-Instruct,2.425933203422855,1.2877193623148984,2.7853462223100816,100,True,2.2929085968992173,2.3948301153945337,2.3755302524350355,1.0305538722074152,1.0861356629632164,1.0882768462222088,0.0,2.961105409562032e-16,2.961105409562032e-16,13,True,1.7754307212812541,2.1808134575861473,1.864125403993251,0.07072314371094099,0.6981989750526445,0.23076838340734876,1.723914703879395,2.046514726766135,1.9725825451513732
Qwen/Qwen2.5-Coder-7B,1.6012609176003783,0.11282758273915508,2.3996019792078696,38,True,1.407879875031308,1.408249393505921,1.4184507338137957,-0.3076804667244085,-0.30400393867994835,-0.2688771725099508,1.723914703879395,2.0465147267661323,1.9725823171237333,27,True,1.4530029062411307,1.4455819268715242,1.4739918635002769,-0.6077399328751742,-0.6616606547759476,-0.6168571301906476,2.1141621272749807,2.228402997231767,2.306622313484659
Qwen/Qwen2.5-Math-7B,2.199999965718998,-1.3855565437558883,2.5251023423004066,75,True,2.1873009768570006,2.2567164592955096,2.2972216485993817,-0.8037053437667844,-0.9005696269566646,-1.0319756651017418,1.723914703879395,2.046514726766128,1.9725833428223967,19,True,1.8040394699658766,1.995452895995992,2.026246932719157,-0.6168239985731204,-0.8208517909194412,-0.8032389174085043,2.1899729442108935,2.4093463222533327,2.450650885917614
Qwen/Qwen3-0.6B,1.0064594786229855,-1.589217189748363,0.3027296556598062,100,True,1.2651678760312939,1.229519343266435,1.2724833758081782,-0.7151755351450735,-0.87366257356115,-0.9392800506901576,-0.39505867471801376,-0.6121946304013524,-0.26044224768144747,51,True,1.3307710077020172,1.2935984304924986,1.3111437962336046,-1.247560324465581,-1.4904111350547107,-1.5460361761974521,-0.1907614522020948,-0.23202252599404496,-0.1873574018503015
Qwen/Qwen3-1.7B,2.684762853610056,-1.6291815161533179,2.2236398122961254,100,True,2.6191581946052023,2.649857277369302,2.693019978171556,-1.0189369958496943,-1.1207286070388816,-1.3303683470889491,0.0,-8.734126114543502e-17,-8.734126114543502e-17,14,True,1.8728200276920375,2.279359132814339,2.239682189109065,-0.375825739822364,-0.6607704793219868,-0.7532386278023253,1.723914703879395,2.046514726766133,1.9725829493881628
Qwen/Qwen3-4B,3.766983962287317,-1.6946306355602339,2.386003732396439,100,True,3.3319227600889496,4.042592792394233,4.0465356162469535,-0.792368352373736,-1.3807047439375968,-1.5561852756469807,0.0,2.660767164036068e-17,2.660767164036068e-17,14,True,1.8234043410647722,2.1637868874927126,1.9447628305659017,-0.1470893702744018,-0.18313698756945057,-0.19174628610788355,1.723914703879395,2.0465147267661314,1.9725826480370037
TinyLlama/TinyLlama-1.1B-Chat-v1.0,-2.282089373560311,-1.1054047389357895,-1.8603811649278925,99,True,-1.3530703130972865,-1.7734784508910562,-1.861514860600789,-0.7352213265116299,-0.9660994112108909,-1.0254061037501294,-1.0344143846011367,-1.1957857899811741,-1.2963888339864453,61,True,-0.9597574517311903,-1.3282293881519216,-1.421917223218132,-0.7681743860483581,-0.9626077574306987,-1.0526594032604586,-1.0344143846011367,-1.195785789981166,-1.2963858062978129
allenai/OLMo-2-0425-1B,-0.6826102376691783,-0.25843280950304104,-0.1567487432981335,64,True,-0.7043140733004897,-0.8339310693061096,-0.8464832262094819,-0.07741939636484386,-0.12197872582688943,-0.10180865077026564,0.4386697550228581,0.3887248667533434,0.4580454202525876,31,True,-0.4204052776147676,-0.5114560388887958,-0.4373862247099691,-0.07182358813674536,-0.1298207731627787,-0.05913361408974812,0.4386697550228581,0.38872486675334345,0.4580480331919279
allenai/OLMo-2-1124-7B,1.0001484133026837,-0.35186880702211626,0.8823946986434749,81,True,0.9332085662723338,0.9111378532013772,0.9268199291022865,-0.33468235830397874,-0.25385587919975366,-0.23563751191506,0.6313271802856268,0.6288054969055694,0.6986936402554811,23,True,1.1058143209278835,1.0945836953663373,1.1191556554194133,-0.4940312030328528,-0.33892808528490154,-0.393362159040307,0.6841849023488622,0.6970922111106927,0.7624168177937108
bigscience/bloom-1b1,-4.188870601670653,0.352267979497291,-3.781592657253598,100,True,-2.0659384700653933,-3.039239717326159,-3.9681891824528917,0.3390089652742057,0.25967282734921543,0.2749118191800813,-1.7394466433154552,-2.5624179754213428,-3.706452377806105,84,True,-2.148586893528485,-3.1510662992656155,-4.16555177617098,0.41340334000000045,0.30234572310881036,0.32396581274006364,-2.0758702809707263,-3.0238886363993864,-4.491710090174742
bigscience/bloom-1b7,-4.721574141727779,-0.0687045392453833,-3.779711850438839,100,True,-2.0950844967975963,-3.1168232631241226,-4.1024240739230144,0.17343987275629766,0.05165755362002873,0.06406303127829857,-1.6271661275288598,-2.398792564285849,-3.4953751731554843,78,True,-2.1673444676925886,-3.1451201715258006,-4.162514531667468,0.40470434177763515,0.24376785770333992,0.27139995324665417,-1.9118017155785507,-2.6724976202296875,-3.4183415613835084
bigscience/bloom-3b,-3.645291295231006,-0.11586291468084162,-2.898852077844509,100,True,-2.034184505372611,-3.0355474593736496,-3.9616092863784353,0.1721371935078631,0.06895544354393139,0.08167131190685865,-1.497092625265759,-2.069478171082504,-2.601566141355696,81,True,-2.1441192072395308,-3.1433785537753174,-4.161053640123753,0.2688081110531467,0.09842237389754792,0.12152367690062801,-1.7923649296134168,-2.411982715313693,-2.8944710828112643
bigscience/bloom-560m,-5.471173892426518,0.2990944158972535,-4.805000056863301,100,True,-2.1437341361010556,-3.116900760028767,-4.123282082345724,0.4727325063542134,0.3992114429686884,0.41817111916161737,-1.7394466433154552,-2.5624179754213388,-3.7064466930130364,79,True,-2.2279776145518833,-3.1561625275589744,-4.18613192695013,0.575529482110694,0.4434368463345122,0.4714161954764103,-2.0758702809707263,-3.023888636399392,-4.491710086279909
bigscience/bloom-7b1,-2.735577352955616,-0.15108086329992032,-1.9272509630596406,100,True,-1.762850623147832,-2.349408217991929,-2.5601175635032667,0.004247902991422376,-0.14499021129697734,-0.13598655823989486,-1.4001833334338476,-1.7944612995574045,-2.0953223425651215,69,True,-1.7054248693214258,-2.183258255524051,-2.381662027658671,0.21245212490948456,0.036752182526840545,0.06747584477701209,-1.5618669488520889,-1.9642872375967442,-2.23023503877901
bigscience/bloomz-1b7,-5.427764410003444,1.6433449762552366,-4.4507420103228394,100,True,-2.463648910019795,-3.1943854016239035,-4.42032357839465,1.5903396361136022,1.620347105015652,1.692310393060428,-1.7394466433154552,-2.562417975421341,-3.706530552629794,71,True,-2.4229966744207085,-3.174506790744385,-4.344879753012498,1.5230307312640956,1.4851759283097727,1.5806857976778717,-2.0758702809707263,-3.023888636399384,-4.491706557613177
bigscience/bloomz-3b,-5.054402407396671,1.4645543523350193,-4.483956370242886,100,True,-2.3861823691533326,-3.096406739417017,-4.041316862984214,1.4729407327932527,1.4961781796185514,1.5570469374836182,-1.7394466433154552,-2.562417975421344,-3.7064229304415814,72,True,-2.3892148333180034,-3.126295873189654,-4.085315836087914,1.407215715535184,1.366560538092045,1.4547699821784632,-2.0758702809707263,-3.023888636399385,-4.491701855715787
bigscience/bloomz-7b1,-5.188206635109181,2.4823105638462764,-4.476711662175535,100,True,-2.7208480490096054,-3.584729060976287,-6.203211430329062,2.1121783322453336,2.194089927261937,2.491142082637722,-1.7807500179790168,-2.624726730466821,-3.830838773357763,68,True,-2.6751900924524525,-3.4096009324342416,-5.2087920128246985,2.116519436550127,2.1754173886960846,2.6948492862790228,-2.0899501739147572,-3.0495838395031005,-4.570266662379024
deepseek-ai/deepseek-coder-6.7b-base,-0.8080139808177094,-0.19593589464876493,-0.33966442552846976,100,True,-0.7575803081394763,-0.8239806044626208,-0.8391194817253046,-0.013388086947866052,-0.046860566176552425,-0.033383973878570505,-0.7231247095130664,-0.8362118493615044,-0.8816883380318358,60,True,-0.729114070384209,-0.8182368826874356,-0.8326252889546908,0.13846252049360572,0.10200951856070835,0.13853476193175365,-0.6749323918438249,-0.7381377466523704,-0.7803565324630168
deepseek-ai/deepseek-llm-7b-base,-2.1821771437313933,0.013841177269496083,-3.6788823009759364,100,True,-1.7968818847279389,-2.498409926310356,-2.7496950418905852,0.09976282951906537,-0.006853469531646162,0.0040321470958655245,-1.6876749257138846,-2.490746108077003,-3.5961676800293874,87,True,-1.8965294855406853,-2.5290939498416725,-2.785375046278453,0.08107151454989875,-0.049211758214892834,-0.03291280617482794,-2.0758702809707263,-3.0238886363993758,-4.4917101827860915
deepseek-ai/deepseek-math-7b-base,-4.018198144502639,0.6397956717061688,-4.78976447237166,100,True,-2.021519274895547,-2.519150290045781,-2.814027826478872,0.85497435285389,0.8329102997424859,0.8624931107695033,-1.7394466433154552,-2.5624179754213343,-3.7064234862037657,81,True,-2.102986140699955,-2.6215808847585462,-2.9228070349980286,0.9225264899792278,0.8683056879432034,0.9195949228869807,-2.0758702809707263,-3.0238886363993873,-4.49170947839123
facebook/opt-1.3b,-2.024982585034993,0.950288787421826,-2.3182904443472507,100,True,-2.1639888320024565,-2.8023660247626445,-3.3170806902766485,1.0149136564019745,1.0115333812207032,1.0484376784239644,-1.7394466433154552,-2.5624179754213396,-3.7064238193310035,66,True,-2.253082504824116,-2.967293954281252,-3.744805704789519,1.166487197453913,1.107810853443551,1.1861761706116345,-1.7691569900597068,-2.318393456951243,-2.710770344525538
facebook/opt-2.7b,-2.0111174622930075,1.0188642812031736,-1.8935427796477342,100,True,-1.8515233077566877,-2.1312219818702123,-2.308273050899452,1.0884569920776939,1.1113334748703716,1.1544857446541394,-1.6876749257138846,-2.490746108077006,-3.5961659781781052,77,True,-1.889238779003995,-2.187005915987893,-2.3588547005333997,1.050985935791363,1.0133474383737862,1.0817700439693405,-1.94633938686339,-2.7149656253311645,-3.4601383494300832
facebook/opt-6.7b,-2.199124333016569,0.8116092702664492,-2.6884683610065143,100,True,-1.7412818912024595,-1.9784650097150591,-2.115094352557189,0.8651992923596934,0.8666138686380539,0.8975834582890994,-1.5185083595485809,-2.100146623690184,-2.6420133466448634,73,True,-1.7001792872425545,-1.939296812778663,-2.0772329416399065,0.8419872288102999,0.8093668919550305,0.8578493346252254,-1.698681452570452,-2.2010342975990094,-2.551028006239266
google/gemma-2-2b,-0.853172442424345,-0.03692187451507804,-0.17524299511325098,36,True,-0.2797607430003515,-0.3730057669667928,-0.296137518803572,-0.07639975137562191,-0.11411972116231223,-0.05658237511778043,0.35207606054890683,0.3270458047006168,0.39385067551515474,29,True,-0.22404735114734653,-0.30847952676002915,-0.2093477481858211,-0.008603770399260968,-0.02836980579348268,0.009729721867586378,0.4601327887635778,0.44627258237727785,0.5118283029839076
h2oai/h2o-danube2-1.8b-base,-1.2047390063395351,-0.48303344094767325,-0.7814019897903113,100,True,-0.8534729697823502,-1.0647255428568574,-1.0929691141087927,-0.41036694183662914,-0.5908045930781828,-0.5913220474443562,-0.5191481367705922,-0.5817801574126176,-0.5820475274224367,60,True,-0.5991476641286585,-0.7345944473390834,-0.7230473318711516,-0.274298902561207,-0.36186209442579115,-0.34573852460678833,-0.5209094077735695,-0.5769075298272761,-0.5820081154638401
h2oai/h2o-danube3-4b-base,0.1959855124038759,-0.8582887665784052,0.36361785853890605,56,True,0.20676535434496665,0.16896205133086747,0.20980214925073565,-0.7057596751662639,-0.7655348437603109,-0.840455017723833,0.3940563662325426,0.3455115355144584,0.41265586541023075,28,True,0.15814523574067604,0.014532735730306865,0.1738641414435574,-0.7228487211111101,-0.7966995211899,-0.9335419804151315,0.3940563662325426,0.3455115355144585,0.4126552966313393
ibm-granite/granite-3.0-2b-base,0.7995698289390938,0.10538960612401195,0.8400667980534691,57,True,0.992167874757808,0.9753138712226885,0.9903538324211917,0.3212715322448732,0.2433485048445598,0.26947460803748124,0.9298610610146572,0.9595843356562473,1.0704725619411029,24,True,1.0918519372580953,1.0587744350543185,1.071743752428272,0.4083983906913589,0.3893176752373445,0.3997992550157209,0.9298610610146572,0.9595843356562479,1.0704728517159148
ibm-granite/granite-3.1-2b-base,0.7927459143125557,-0.119462155991559,0.8484883295665515,64,True,0.9682758253164182,0.9549242471898025,0.965649550649027,0.37663955409259153,0.1818676572198368,0.24051942352310898,0.9237326649942881,0.8618234525928816,1.0023033639342114,18,True,0.5140076367484963,0.5181657006982265,0.5179749939941889,0.7717149631735569,0.7027686785626281,0.8277068578924549,0.9237326649942881,0.8618234525928803,1.0023068422318304
ibm-granite/granite-3.1-2b-instruct,1.2004875736415601,0.013228656058251981,1.508500599924873,64,True,1.1555461813187318,1.1572343425838711,1.1542111145793439,-0.38256209089569104,-0.42470217580090186,-0.37627737700478997,0.840652728768853,0.8423368488537858,0.9993247727196372,21,True,0.9878041633623522,0.9407821511086288,1.0016428722071655,-0.3469784016044276,-0.40258765665536766,-0.37225781623533183,0.840652728768853,0.8423368488537839,0.9993246395696421
lmsys/vicuna-7b-v1.5,-0.0016352470873078541,0.23842859470033176,0.24939340541287583,100,True,-0.15949344715978633,-0.21817468381910224,-0.19736730480435116,0.1846616835619545,0.13360478772105402,0.15322281430860937,-0.14376456455309583,-0.20440173469323322,-0.11822421545684413,42,True,-0.3104104365735632,-0.47991308635110536,-0.43326573836404275,0.430680280376943,0.42328239333156226,0.47369426475984816,-0.018485185903673693,-0.0620182567120311,-0.007989437232874494
meta-llama/Llama-3.2-1B,-2.615336169749773,0.08037829591580753,-1.797680962132609,100,True,-1.7801215851914691,-2.537032316044454,-2.8483626551657912,0.2735041103328664,0.17718858516292493,0.19362518365710754,-1.4282523611750406,-1.8864929993189394,-2.2724001391687354,68,True,-1.735795851009695,-2.433408099076093,-2.7442081130264526,0.01458289265404163,-0.1415811447346644,-0.12108746572028475,-1.5219023852873805,-1.8735526727729865,-2.1086897485134255
meta-llama/Llama-3.2-1B-Instruct,-0.3262970168356569,-1.2685484822525828,0.9118170604731108,42,True,-0.2990700116762888,-0.5700195827709424,-0.46326813487032253,-0.7496799162020058,-0.9387722049661817,-1.1227924332730095,0.6582366097246264,0.6406056459925078,0.7012307651713331,30,True,-0.5203141465168598,-0.8288909148952667,-0.8061789429118437,-0.7331057936756769,-0.9933039544695662,-1.1769357180022637,0.7187130930365638,0.7227964128842251,0.7867796651449954
meta-llama/Llama-3.2-3B,-0.26925010681080047,-0.20269063012597907,-0.00028008980464424725,100,True,-0.001789733929774614,-0.08203210126275917,-0.05752152556828633,-0.21929535078800733,-0.2297107716589064,-0.2155381661775504,0.05384165730720624,0.006305707463163598,0.08097577120238592,37,True,0.19069047442847198,0.09900428388058721,0.19494909182025627,-0.16079366051018584,-0.14137554000647076,-0.15855334603718238,0.17742548561981025,0.13108001182419604,0.19369623189643456
meta-llama/Llama-3.2-3B-Instruct,1.0001104641895275,1.362966508712089,1.5865965388805041,50,True,1.046205087583049,1.0216437134492729,1.044596377457968,0.9779564154334064,1.0022709365348321,1.009286463176312,1.171754627589142,1.2169434046823076,1.3550558593123276,18,True,1.0042814550082964,1.0147258266356163,1.0318691051481743,1.009539202609388,1.099675703309012,1.0831250716972054,1.171754627589142,1.216943404682305,1.3550557647338928
