criterion_id,scenario_id,a_diagnosis,a_strategy,a_math,a_communication,a_affective,b,n_persons
bridge_0014_c05,bridge_0014,0.000000,0.000000,1.258045,0.000000,0.000000,1.589994,51
bridge_0014_c06,bridge_0014,-1.955980,0.000000,6.451469,0.000000,0.000000,10.068139,51
bridge_0014_c07,bridge_0014,0.000000,1.583606,0.000000,0.000000,0.000000,0.976947,51
bridge_0014_c09,bridge_0014,0.000000,2.025516,0.000000,0.000000,0.051295,0.481956,51
bridge_0014_c10,bridge_0014,0.000000,0.724771,0.000000,1.030033,0.000000,0.615957,51
bridge_0014_c11,bridge_0014,0.000000,0.000000,0.000000,0.535222,0.000000,0.103042,51
bridge_0014_c12,bridge_0014,0.000000,0.053940,0.000000,0.206639,0.000000,3.861131,51
bridge_0014_c13,bridge_0014,0.000000,0.000000,0.000000,0.000000,1.716360,-0.943794,51
bridge_0014_c14,bridge_0014,0.000000,0.000000,0.000000,0.395997,0.796934,1.280769,51
bridge_0014_c15,bridge_0014,0.000000,0.000000,0.000000,0.000000,-0.045366,-2.218326,51
bridge_0014_c16,bridge_0014,0.000000,0.000000,0.000000,0.000000,2.049075,-2.980834,51
bridge_0014_c21,bridge_0014,0.000000,0.734423,0.000000,0.000000,0.000000,2.042136,51
bridge_0014_c39,bridge_0014,0.000000,0.000000,0.118982,1.034590,0.000000,0.184190,51
bridge_0022_c01,bridge_0022,1.115217,0.000000,0.000000,0.000000,0.000000,0.901177,51
bridge_0022_c02,bridge_0022,1.512483,0.000000,0.000000,0.000000,0.000000,3.285160,51
bridge_0022_c03,bridge_0022,0.000000,0.000000,0.950718,0.000000,0.000000,-0.123564,51
bridge_0022_c04,bridge_0022,0.000000,0.000000,0.764637,0.000000,0.000000,-1.290286,51
bridge_0022_c05,bridge_0022,0.000000,0.000000,1.400986,0.000000,0.000000,0.792858,51
bridge_0022_c06,bridge_0022,2.274485,0.000000,-0.385248,0.000000,0.000000,1.410337,51
bridge_0022_c07,bridge_0022,0.000000,1.290659,0.000000,0.000000,0.000000,1.208313,51
bridge_0022_c08,bridge_0022,0.000000,1.365347,0.000000,0.000000,0.000000,1.523778,51
bridge_0022_c09,bridge_0022,0.000000,2.429250,0.000000,0.000000,-1.178797,1.998194,51
bridge_0022_c10,bridge_0022,0.000000,1.346906,0.000000,1.614367,0.000000,2.246469,51
bridge_0022_c11,bridge_0022,0.000000,0.000000,0.000000,1.354544,0.000000,0.428962,51
bridge_0022_c12,bridge_0022,0.000000,2.856955,0.000000,0.236207,0.000000,2.585104,51
bridge_0022_c13,bridge_0022,0.000000,0.000000,0.000000,0.000000,1.562825,-1.978494,51
bridge_0022_c14,bridge_0022,0.000000,0.000000,0.000000,1.645084,1.985182,0.955455,51
bridge_0022_c15,bridge_0022,0.000000,0.000000,0.000000,0.000000,-0.046368,-2.013986,51
bridge_0022_c16,bridge_0022,0.000000,0.000000,0.000000,0.000000,0.842286,-2.080441,51
bridge_0022_c20,bridge_0022,-0.102605,0.927692,0.000000,0.000000,0.000000,-4.545979,51
bridge_0022_c21,bridge_0022,0.000000,1.487883,0.000000,0.000000,0.000000,0.711217,51
bridge_0022_c37,bridge_0022,0.000000,0.000000,0.000000,1.274118,0.000000,-0.178506,51
bridge_0023_c01,bridge_0023,2.053209,0.000000,0.000000,0.000000,0.000000,2.070775,51
bridge_0023_c02,bridge_0023,1.887443,0.000000,0.000000,0.000000,0.000000,3.247919,51
bridge_0023_c03,bridge_0023,0.000000,0.000000,2.112837,0.000000,0.000000,0.212736,51
bridge_0023_c04,bridge_0023,0.000000,0.000000,0.865572,0.000000,0.000000,-1.576086,51
bridge_0023_c05,bridge_0023,0.000000,0.000000,1.407719,0.000000,0.000000,1.382003,51
bridge_0023_c06,bridge_0023,1.703779,0.000000,0.036755,0.000000,0.000000,2.545882,51
bridge_0023_c07,bridge_0023,0.000000,2.329164,0.000000,0.000000,0.000000,1.395325,51
bridge_0023_c08,bridge_0023,0.000000,2.968176,0.000000,0.000000,0.000000,3.332097,51
bridge_0023_c09,bridge_0023,0.000000,2.198863,0.000000,0.000000,0.511350,1.661409,51
bridge_0023_c10,bridge_0023,0.000000,0.784306,0.000000,0.957987,0.000000,0.339356,51
bridge_0023_c11,bridge_0023,0.000000,0.000000,0.000000,1.327662,0.000000,0.303056,51
bridge_0023_c12,bridge_0023,0.000000,3.805553,0.000000,1.320184,0.000000,7.652314,51
bridge_0023_c13,bridge_0023,0.000000,0.000000,0.000000,0.000000,4.840274,-2.101021,51
bridge_0023_c14,bridge_0023,0.000000,0.000000,0.000000,1.168346,0.726839,1.204486,51
bridge_0023_c15,bridge_0023,0.000000,0.000000,0.000000,0.000000,0.191963,-1.699716,51
bridge_0023_c16,bridge_0023,0.000000,0.000000,0.000000,0.000000,0.543493,-1.638668,51
bridge_0023_c24,bridge_0023,0.592747,0.769691,0.000000,0.000000,0.000000,-2.848382,51
bridge_0023_c25,bridge_0023,0.000000,4.523765,0.000000,0.000000,0.000000,6.847148,51
bridge_0023_c38,bridge_0023,0.000000,0.000000,0.000000,2.074586,0.000000,-0.479156,51
bridge_0028_c01,bridge_0028,1.539343,0.000000,0.000000,0.000000,0.000000,1.794536,51
bridge_0028_c02,bridge_0028,0.291768,0.000000,0.000000,0.000000,0.000000,3.843676,51
bridge_0028_c03,bridge_0028,0.000000,0.000000,0.749480,0.000000,0.000000,-0.209861,51
bridge_0028_c04,bridge_0028,0.000000,0.000000,0.298619,0.000000,0.000000,-0.796302,51
bridge_0028_c05,bridge_0028,0.000000,0.000000,0.870818,0.000000,0.000000,1.323136,51
bridge_0028_c06,bridge_0028,0.600094,0.000000,-0.618570,0.000000,0.000000,3.772901,51
bridge_0028_c07,bridge_0028,0.000000,1.010093,0.000000,0.000000,0.000000,0.079588,51
bridge_0028_c08,bridge_0028,0.000000,0.650034,0.000000,0.000000,0.000000,2.812333,51
bridge_0028_c09,bridge_0028,0.000000,1.157673,0.000000,0.000000,0.110360,0.827224,51
bridge_0028_c10,bridge_0028,0.000000,0.338548,0.000000,1.765564,0.000000,1.090153,51
bridge_0028_c11,bridge_0028,0.000000,0.000000,0.000000,0.843989,0.000000,0.690184,51
bridge_0028_c12,bridge_0028,0.000000,-0.136769,0.000000,1.030212,0.000000,2.650717,51
bridge_0028_c13,bridge_0028,0.000000,0.000000,0.000000,0.000000,1.350688,-1.429130,51
bridge_0028_c14,bridge_0028,0.000000,0.000000,0.000000,0.287943,0.791270,0.520546,51
bridge_0028_c15,bridge_0028,0.000000,0.000000,0.000000,0.000000,0.926539,-2.329160,51
bridge_0028_c16,bridge_0028,0.000000,0.000000,0.000000,0.000000,0.988233,-1.962174,51
bridge_0028_c18,bridge_0028,0.048340,0.000000,0.759297,0.000000,0.000000,0.472231,51
bridge_0028_c19,bridge_0028,0.000000,0.978454,0.000000,0.250939,0.000000,0.228924,51
bridge_0028_c38,bridge_0028,0.000000,0.000000,0.000000,1.338830,0.000000,1.067307,51
bridge_0042_c01,bridge_0042,1.217946,0.000000,0.000000,0.000000,0.000000,1.191101,51
bridge_0042_c03,bridge_0042,0.000000,0.000000,0.593786,0.000000,0.000000,0.296955,51
bridge_0042_c04,bridge_0042,0.000000,0.000000,0.444071,0.000000,0.000000,-0.718129,51
bridge_0042_c05,bridge_0042,0.000000,0.000000,0.870818,0.000000,0.000000,1.323136,51
bridge_0042_c07,bridge_0042,0.000000,1.492809,0.000000,0.000000,0.000000,1.732389,51
bridge_0042_c08,bridge_0042,0.000000,4.523765,0.000000,0.000000,0.000000,6.847148,51
bridge_0042_c09,bridge_0042,0.000000,1.736562,0.000000,0.000000,-0.220402,1.952104,51
bridge_0042_c10,bridge_0042,0.000000,0.312868,0.000000,0.592305,0.000000,1.132589,51
bridge_0042_c11,bridge_0042,0.000000,0.000000,0.000000,0.637317,0.000000,1.235438,51
bridge_0042_c12,bridge_0042,0.000000,0.154646,0.000000,0.868996,0.000000,2.163303,51
bridge_0042_c13,bridge_0042,0.000000,0.000000,0.000000,0.000000,1.364263,-1.580368,51
bridge_0042_c14,bridge_0042,0.000000,0.000000,0.000000,0.592281,0.431171,0.859422,51
bridge_0042_c15,bridge_0042,0.000000,0.000000,0.000000,0.000000,-0.045366,-2.218326,51
bridge_0042_c16,bridge_0042,0.000000,0.000000,0.000000,0.000000,0.988233,-1.962174,51
bridge_0042_c22,bridge_0042,0.614983,0.000000,0.000000,0.000000,-0.109217,0.044423,51
bridge_0042_c23,bridge_0042,0.000000,1.290659,0.000000,0.000000,0.000000,1.208313,51
bridge_0042_c37,bridge_0042,0.000000,0.000000,0.000000,0.715714,0.000000,-0.021944,51
bridge_0043_c01,bridge_0043,0.291768,0.000000,0.000000,0.000000,0.000000,3.843676,51
bridge_0043_c03,bridge_0043,0.000000,0.000000,0.965199,0.000000,0.000000,0.147662,51
bridge_0043_c04,bridge_0043,0.000000,0.000000,0.276781,0.000000,0.000000,-0.199898,51
bridge_0043_c05,bridge_0043,0.000000,0.000000,1.258045,0.000000,0.000000,1.589994,51
bridge_0043_c07,bridge_0043,0.000000,2.806351,0.000000,0.000000,0.000000,2.175720,51
bridge_0043_c09,bridge_0043,0.000000,1.373505,0.000000,0.000000,0.393400,0.760883,51
bridge_0043_c10,bridge_0043,0.000000,0.394818,0.000000,1.149283,0.000000,1.192717,51
bridge_0043_c11,bridge_0043,0.000000,0.000000,0.000000,0.527839,0.000000,1.346024,51
bridge_0043_c12,bridge_0043,0.000000,0.541672,0.000000,2.915230,0.000000,6.910952,51
bridge_0043_c13,bridge_0043,0.000000,0.000000,0.000000,0.000000,4.313050,-0.991246,51
bridge_0043_c14,bridge_0043,0.000000,0.000000,0.000000,0.834229,1.407414,2.515872,51
bridge_0043_c15,bridge_0043,0.000000,0.000000,0.000000,0.000000,0.634391,-2.652622,51
bridge_0043_c16,bridge_0043,0.000000,0.000000,0.000000,0.000000,1.500865,-3.869727,51
bridge_0043_c18,bridge_0043,-0.191509,0.000000,0.346277,0.000000,0.000000,0.370471,51
bridge_0043_c19,bridge_0043,0.000000,0.859540,0.000000,-0.078732,0.000000,1.274799,51
bridge_0043_c37,bridge_0043,0.000000,0.000000,0.000000,0.429257,0.000000,0.391752,51
bridge_0045_c01,bridge_0045,1.097308,0.000000,0.000000,0.000000,0.000000,2.645425,51
bridge_0045_c02,bridge_0045,1.097308,0.000000,0.000000,0.000000,0.000000,2.645425,51
bridge_0045_c03,bridge_0045,0.000000,0.000000,0.491203,0.000000,0.000000,-1.013619,51
bridge_0045_c04,bridge_0045,0.000000,0.000000,-0.003740,0.000000,0.000000,-2.772583,51
bridge_0045_c05,bridge_0045,0.000000,0.000000,1.209171,0.000000,0.000000,0.067298,51
bridge_0045_c06,bridge_0045,0.600094,0.000000,-0.618570,0.000000,0.000000,3.772901,51
bridge_0045_c07,bridge_0045,0.000000,2.170432,0.000000,0.000000,0.000000,1.041589,51
bridge_0045_c08,bridge_0045,0.000000,0.320245,0.000000,0.000000,0.000000,0.912227,51
bridge_0045_c09,bridge_0045,0.000000,1.174326,0.000000,0.000000,2.168061,1.338917,51
bridge_0045_c10,bridge_0045,0.000000,-0.544986,0.000000,1.179604,0.000000,-0.101118,51
bridge_0045_c11,bridge_0045,0.000000,0.000000,0.000000,0.892647,0.000000,-0.897418,51
bridge_0045_c12,bridge_0045,0.000000,1.873015,0.000000,-0.094208,0.000000,3.627781,51
bridge_0045_c13,bridge_0045,0.000000,0.000000,0.000000,0.000000,4.313050,-0.991246,51
bridge_0045_c14,bridge_0045,0.000000,0.000000,0.000000,0.747782,0.235994,1.324481,51
bridge_0045_c15,bridge_0045,0.000000,0.000000,0.000000,0.000000,0.634391,-2.652622,51
bridge_0045_c16,bridge_0045,0.000000,0.000000,0.000000,0.000000,1.012674,-2.627772,51
bridge_0045_c20,bridge_0045,-3.415839,4.848916,0.000000,0.000000,0.000000,-8.154434,51
bridge_0045_c21,bridge_0045,0.000000,0.320245,0.000000,0.000000,0.000000,0.912227,51
bridge_0045_c37,bridge_0045,0.000000,0.000000,0.000000,1.177616,0.000000,0.638871,51
bridge_0051_c01,bridge_0051,0.801092,0.000000,0.000000,0.000000,0.000000,1.350135,51
bridge_0051_c02,bridge_0051,0.735047,0.000000,0.000000,0.000000,0.000000,2.788522,51
bridge_0051_c03,bridge_0051,0.000000,0.000000,1.220997,0.000000,0.000000,-0.415762,51
bridge_0051_c04,bridge_0051,0.000000,0.000000,1.137161,0.000000,0.000000,-2.179102,51
bridge_0051_c05,bridge_0051,0.000000,0.000000,0.883968,0.000000,0.000000,1.873533,51
bridge_0051_c06,bridge_0051,4.313995,0.000000,-3.419345,0.000000,0.000000,6.628072,51
bridge_0051_c07,bridge_0051,0.000000,4.585580,0.000000,0.000000,0.000000,0.348302,51
bridge_0051_c08,bridge_0051,0.000000,0.565001,0.000000,0.000000,0.000000,2.466407,51
bridge_0051_c09,bridge_0051,0.000000,1.632517,0.000000,0.000000,-0.157357,0.827617,51
bridge_0051_c10,bridge_0051,0.000000,-0.057100,0.000000,1.472177,0.000000,1.251708,51
bridge_0051_c11,bridge_0051,0.000000,0.000000,0.000000,1.687625,0.000000,0.483824,51
bridge_0051_c12,bridge_0051,0.000000,-0.011833,0.000000,1.649201,0.000000,3.194645,51
bridge_0051_c13,bridge_0051,0.000000,0.000000,0.000000,0.000000,1.665224,-0.601990,51
bridge_0051_c14,bridge_0051,0.000000,0.000000,0.000000,0.123553,1.022135,0.779292,51
bridge_0051_c15,bridge_0051,0.000000,0.000000,0.000000,0.000000,-0.043450,-2.771781,51
bridge_0051_c16,bridge_0051,0.000000,0.000000,0.000000,0.000000,1.500865,-3.869727,51
bridge_0051_c26,bridge_0051,1.087338,0.000000,-0.119391,0.000000,0.000000,-1.154766,51
bridge_0051_c27,bridge_0051,0.000000,0.000000,-0.060344,1.023266,0.000000,-3.211170,51
bridge_0051_c39,bridge_0051,0.000000,0.000000,-2.301595,4.205906,0.000000,0.322338,51
bridge_0053_c01,bridge_0053,3.538929,0.000000,0.000000,0.000000,0.000000,6.906558,51
bridge_0053_c02,bridge_0053,4.407368,0.000000,0.000000,0.000000,0.000000,6.684181,51
bridge_0053_c03,bridge_0053,0.000000,0.000000,1.085068,0.000000,0.000000,-1.022427,51
bridge_0053_c04,bridge_0053,0.000000,0.000000,0.744236,0.000000,0.000000,-1.829041,51
bridge_0053_c05,bridge_0053,0.000000,0.000000,1.798619,0.000000,0.000000,0.870987,51
bridge_0053_c07,bridge_0053,0.000000,1.593865,0.000000,0.000000,0.000000,-0.095706,51
bridge_0053_c08,bridge_0053,0.000000,1.611804,0.000000,0.000000,0.000000,1.968581,51
bridge_0053_c09,bridge_0053,0.000000,1.623436,0.000000,0.000000,-0.601733,-0.220291,51
bridge_0053_c10,bridge_0053,0.000000,1.349317,0.000000,1.098570,0.000000,0.024165,51
bridge_0053_c11,bridge_0053,0.000000,0.000000,0.000000,1.697788,0.000000,-0.898946,51
bridge_0053_c12,bridge_0053,0.000000,5.559700,0.000000,0.014376,0.000000,12.642763,51
bridge_0053_c13,bridge_0053,0.000000,0.000000,0.000000,0.000000,0.943816,-1.105418,51
bridge_0053_c14,bridge_0053,0.000000,0.000000,0.000000,0.834272,1.407180,2.515770,51
bridge_0053_c15,bridge_0053,0.000000,0.000000,0.000000,0.000000,0.474297,-2.110297,51
bridge_0053_c16,bridge_0053,0.000000,0.000000,0.000000,0.000000,-0.043450,-2.771781,51
bridge_0053_c26,bridge_0053,0.894408,0.000000,-0.251185,0.000000,0.000000,-2.332745,51
bridge_0053_c27,bridge_0053,0.000000,0.000000,1.208657,0.340950,0.000000,-2.248117,51
bridge_0053_c38,bridge_0053,0.000000,0.000000,0.000000,2.256099,0.000000,0.568529,51
bridge_0055_c01,bridge_0055,1.722661,0.000000,0.000000,0.000000,0.000000,2.538222,51
bridge_0055_c02,bridge_0055,4.407368,0.000000,0.000000,0.000000,0.000000,6.684181,51
bridge_0055_c03,bridge_0055,0.000000,0.000000,1.010347,0.000000,0.000000,0.521766,51
bridge_0055_c04,bridge_0055,0.000000,0.000000,0.472211,0.000000,0.000000,-1.744054,51
bridge_0055_c05,bridge_0055,0.000000,0.000000,1.521165,0.000000,0.000000,1.047032,51
bridge_0055_c06,bridge_0055,1.378441,0.000000,1.107006,0.000000,0.000000,3.652284,51
bridge_0055_c07,bridge_0055,0.000000,1.290659,0.000000,0.000000,0.000000,1.208313,51
bridge_0055_c08,bridge_0055,0.000000,1.051021,0.000000,0.000000,0.000000,1.446010,51
bridge_0055_c09,bridge_0055,0.000000,1.220682,0.000000,0.000000,-0.708629,1.237693,51
bridge_0055_c10,bridge_0055,0.000000,0.464619,0.000000,1.511268,0.000000,0.711226,51
bridge_0055_c11,bridge_0055,0.000000,0.000000,0.000000,1.354544,0.000000,0.428962,51
bridge_0055_c12,bridge_0055,0.000000,0.599767,0.000000,3.359243,0.000000,6.756339,51
bridge_0055_c13,bridge_0055,0.000000,0.000000,0.000000,0.000000,1.908238,-1.510981,51
bridge_0055_c14,bridge_0055,0.000000,0.000000,0.000000,1.184766,1.563289,1.583532,51
bridge_0055_c15,bridge_0055,0.000000,0.000000,0.000000,0.000000,-0.049627,-1.539395,51
bridge_0055_c16,bridge_0055,0.000000,0.000000,0.000000,0.000000,1.386460,-2.347711,51
bridge_0055_c21,bridge_0055,0.000000,0.593735,0.000000,0.000000,0.000000,1.120339,51
bridge_0055_c38,bridge_0055,0.000000,0.000000,0.000000,1.581064,0.000000,1.011984,51
bridge_0057_c01,bridge_0057,2.216039,0.000000,0.000000,0.000000,0.000000,3.228660,51
bridge_0057_c02,bridge_0057,1.539343,0.000000,0.000000,0.000000,0.000000,1.794536,51
bridge_0057_c03,bridge_0057,0.000000,0.000000,0.737344,0.000000,0.000000,0.135035,51
bridge_0057_c04,bridge_0057,0.000000,0.000000,1.910692,0.000000,0.000000,-1.345199,51
bridge_0057_c05,bridge_0057,0.000000,0.000000,2.418723,0.000000,0.000000,0.970723,51
bridge_0057_c06,bridge_0057,1.286308,0.000000,0.962922,0.000000,0.000000,2.848956,51
bridge_0057_c07,bridge_0057,0.000000,2.473982,0.000000,0.000000,0.000000,2.632848,51
bridge_0057_c08,bridge_0057,0.000000,1.622873,0.000000,0.000000,0.000000,2.716971,51
bridge_0057_c09,bridge_0057,0.000000,1.561417,0.000000,0.000000,-0.281518,1.512953,51
bridge_0057_c10,bridge_0057,0.000000,0.519689,0.000000,1.425262,0.000000,0.547170,51
bridge_0057_c11,bridge_0057,0.000000,0.000000,0.000000,0.682368,0.000000,0.270353,51
bridge_0057_c12,bridge_0057,0.000000,0.111935,0.000000,1.557352,0.000000,2.000127,51
bridge_0057_c13,bridge_0057,0.000000,0.000000,0.000000,0.000000,1.674585,-2.228556,51
bridge_0057_c14,bridge_0057,0.000000,0.000000,0.000000,0.820605,0.556539,1.310804,51
bridge_0057_c15,bridge_0057,0.000000,0.000000,0.000000,0.000000,-0.351926,-1.862394,51
bridge_0057_c16,bridge_0057,0.000000,0.000000,0.000000,0.000000,1.281605,-2.083005,51
bridge_0057_c17,bridge_0057,3.188272,0.437892,0.000000,0.000000,0.000000,6.956190,51
bridge_0057_c18,bridge_0057,0.025569,0.000000,0.433390,0.000000,0.000000,-0.732130,51
bridge_0057_c19,bridge_0057,0.000000,2.266359,0.000000,-0.649802,0.000000,0.758238,51
bridge_0057_c38,bridge_0057,0.000000,0.000000,0.000000,1.908228,0.000000,0.963485,51
bridge_0058_c01,bridge_0058,1.842280,0.000000,0.000000,0.000000,0.000000,1.759463,51
bridge_0058_c02,bridge_0058,1.295481,0.000000,0.000000,0.000000,0.000000,1.361171,51
bridge_0058_c03,bridge_0058,0.000000,0.000000,0.585742,0.000000,0.000000,0.211958,51
bridge_0058_c04,bridge_0058,0.000000,0.000000,0.647813,0.000000,0.000000,-0.838015,51
bridge_0058_c05,bridge_0058,0.000000,0.000000,1.456029,0.000000,0.000000,0.915434,51
bridge_0058_c06,bridge_0058,1.117338,0.000000,0.603615,0.000000,0.000000,1.710934,51
bridge_0058_c07,bridge_0058,0.000000,0.463916,0.000000,0.000000,0.000000,1.494488,51
bridge_0058_c08,bridge_0058,0.000000,1.339946,0.000000,0.000000,0.000000,1.362287,51
bridge_0058_c09,bridge_0058,0.000000,2.003771,0.000000,0.000000,-2.238243,1.235466,51
bridge_0058_c10,bridge_0058,0.000000,0.442819,0.000000,0.989566,0.000000,0.866245,51
bridge_0058_c11,bridge_0058,0.000000,0.000000,0.000000,0.863663,0.000000,0.805654,51
bridge_0058_c12,bridge_0058,0.000000,1.095653,0.000000,0.865365,0.000000,2.397554,51
bridge_0058_c13,bridge_0058,0.000000,0.000000,0.000000,0.000000,4.256311,-0.733055,51
bridge_0058_c14,bridge_0058,0.000000,0.000000,0.000000,0.677868,-0.247863,0.739384,51
bridge_0058_c15,bridge_0058,0.000000,0.000000,0.000000,0.000000,-0.041420,-3.911278,51
bridge_0058_c16,bridge_0058,0.000000,0.000000,0.000000,0.000000,1.205951,-3.094304,51
bridge_0058_c21,bridge_0058,0.000000,1.409123,0.000000,0.000000,0.000000,2.323016,51
bridge_0058_c38,bridge_0058,0.000000,0.000000,0.000000,1.217967,0.000000,0.770398,51
bridge_0060_c01,bridge_0060,1.007543,0.000000,0.000000,0.000000,0.000000,1.266239,51
bridge_0060_c02,bridge_0060,1.419538,0.000000,0.000000,0.000000,0.000000,2.576216,51
bridge_0060_c03,bridge_0060,0.000000,0.000000,1.101416,0.000000,0.000000,0.732862,51
bridge_0060_c04,bridge_0060,0.000000,0.000000,0.522809,0.000000,0.000000,-1.919232,51
bridge_0060_c05,bridge_0060,0.000000,0.000000,1.800237,0.000000,0.000000,1.526526,51
bridge_0060_c06,bridge_0060,-0.375768,0.000000,2.921093,0.000000,0.000000,3.658568,51
bridge_0060_c07,bridge_0060,0.000000,0.767368,0.000000,0.000000,0.000000,0.689047,51
