model,scenarios,criteria,precision_reached,mwle_ok,theta_online_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_online_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding,theta_online_presentation,theta_batch_presentation,theta_mwle_presentation,final_se_presentation,scorable_evals_presentation,theta_full_correctness,theta_full_scaffolding,theta_full_presentation
HuggingFaceTB/SmolLM2-135M,50,294,False,True,-2.241822,-2.594547530398558,-3.1024789828952253,0.323366,216,0.401215,0.427191276158115,0.47668698090688577,0.312363,62,-1.584826,-1.6179405924107118,-1.7854770711838315,0.341068,43,-3.8009563526166783,0.4935308035976253,-1.7894645512839658
HuggingFaceTB/SmolLM2-360M,50,295,False,True,-1.673035,-1.9258586347826112,-2.1041941959551034,0.27804,217,0.483606,0.48074214515300434,0.5513202007631239,0.303759,73,-0.999229,-1.055785405669836,-1.1387086373787922,0.304844,41,-3.1322815009643175,0.680776587764829,-1.944663777762574
HuggingFaceTB/SmolLM2-360M-Instruct,46,263,True,True,-1.119095,-1.2749890116318618,-1.353839653965757,0.29243,184,-0.460311,-0.48034294728641924,-0.5035379950537813,0.298534,77,-0.015537,-0.042314474905587963,0.0008689033772859915,0.298583,32,-1.322124863426283,-0.8204885107018282,-0.3485554998282808
LLM360/Amber,50,301,False,True,-2.331697,-3.3111424478973013,-6.965753473626514,0.301227,226,0.532831,0.701606600232722,0.7720298358163585,0.338239,58,-2.531206,-3.291235492696015,-5.765059683860423,0.347937,42,-4.693385680900181,0.8116402077659802,-4.457299682763994
Qwen/Qwen2-0.5B,50,276,False,True,-1.592903,-1.810076754636456,-1.9869799442511205,0.302165,197,-0.068282,-0.09203771678188008,-0.06949921890655456,0.304257,65,-1.19704,-1.3486701630456193,-1.480835835135877,0.305589,39,-2.4405312552004497,-0.47571229453018743,-1.401842064044473
Qwen/Qwen2-1.5B,44,247,True,True,-0.357152,-0.48429811893556385,-0.47546217330314333,0.250959,173,-1.480738,-1.3905969516604062,-1.4894410715744235,0.298736,74,-0.228129,-0.30797162881105855,-0.28604703879585697,0.298084,31,-0.40631775478632737,-1.2072031083126638,0.2234734029260379
Qwen/Qwen2-7B,25,151,True,True,1.460688,1.4126733614004992,1.5365452004375906,0.233089,105,0.035035,-0.04706936788210164,0.01259619927323807,0.295011,55,0.910218,0.8319527901726458,0.9908313498935293,0.297666,18,1.599734351110451,0.061295281730525106,1.198767623338947
Qwen/Qwen2.5-0.5B,28,171,True,True,-0.559927,-0.6660159419895223,-0.6590059926752591,0.291469,123,-0.795834,-0.835809064237904,-0.9634502752365156,0.292576,59,1.191326,1.1206625142980258,1.2605501344160759,0.29106,16,-1.1802773214655868,-1.0348095846921845,0.8101800495761555
Qwen/Qwen2.5-0.5B-Instruct,32,183,True,True,-0.163776,-0.2421923971318258,-0.20191990938979476,0.290763,126,-0.892587,-0.8898047979128298,-1.0385008674059513,0.299547,68,1.321989,1.2960333894966831,1.4317878046532884,0.296526,19,-0.45686134465991884,-1.230638426646549,1.580668574185816
Qwen/Qwen2.5-1.5B,27,141,True,True,0.937958,0.8569455031007501,0.9299071599360136,0.226209,91,-1.19213,-1.1405540487411419,-1.3017962037671318,0.272093,61,2.027658,1.979355631734832,2.1523173755783445,0.273632,15,0.8130044352418135,-1.560742317030093,1.9092533433856234
Qwen/Qwen2.5-1.5B-Instruct,27,153,True,True,2.100306,1.9897240249797723,2.1184497565977476,0.20047,100,-1.221629,-1.2948573036798485,-1.405225263733753,0.241528,66,2.541135,2.7530160367610077,2.8889779006597314,0.250287,15,1.3662867189918433,-1.5162017509915933,2.41060698706234
Qwen/Qwen2.5-3B,25,143,True,True,1.910624,1.8809690101865033,2.0223863189739744,0.216127,99,-0.910603,-0.944620574889728,-1.0700363225116878,0.280918,56,1.912473,1.9081788700403328,2.034170296242754,0.275403,15,1.599991695032849,-0.8320196682231942,2.419187337269392
Qwen/Qwen2.5-3B-Instruct,16,100,True,True,2.466312,2.4353552219066574,2.554175743519925,0.220752,75,-0.010793,-0.11084354619342743,-0.11808247509804483,0.271573,21,2.710242,2.6761039975334433,2.819770705708097,0.272162,15,2.200002732486003,0.19930556354607673,2.7404181028062258
Qwen/Qwen2.5-7B,17,90,True,True,1.774004,1.7898176905692942,1.8190631655945537,0.207417,62,0.589744,0.47386101118537277,0.5235813154831802,0.244047,28,2.158169,2.174597151474051,2.294907679907092,0.2742,15,2.1999388368381214,0.36409086901454174,2.192362766490131
Qwen/Qwen2.5-7B-Instruct,18,101,True,True,2.710904,2.758827291996298,2.909485486009972,0.210319,76,0.24585,0.2883128455792879,0.20174680026761538,0.201397,26,2.729566,2.669913512248994,2.796029270068835,0.29945,15,2.6000049703486647,0.3927193772174581,2.8239078763331786
Qwen/Qwen2.5-Coder-7B,24,132,True,True,1.611293,1.5969455142307738,1.7383551137003852,0.246335,84,-0.72182,-0.7744754190278613,-0.8200610063415246,0.276818,57,2.213346,2.2601672944391384,2.4378226830974445,0.2742,15,2.003988843132397,0.06948557864891523,2.4087379046198496
Qwen/Qwen2.5-Math-7B,21,143,True,True,2.36961,2.3022788870415276,2.419361401157288,0.150182,110,-0.661444,-0.9951215083216931,-1.037851714632626,0.248628,35,2.099849,2.080979921822124,2.2206847203176614,0.248776,15,2.391054856226284,-1.7204729928174476,2.5191778115307315
Qwen/Qwen3-0.6B,20,127,True,True,1.796906,1.799644582244911,1.893786719656693,0.195525,86,-1.74955,-1.7415204075192634,-1.7747855313419136,0.281735,47,1.237588,1.1783225173620036,1.3298133374603265,0.292304,16,1.198279686750069,-1.897063326349896,0.35504631131441794
Qwen/Qwen3-1.7B,19,116,True,True,2.470593,2.4301768691976315,2.560719072186827,0.199619,77,-1.955403,-2.3701172910824293,-2.959990119779156,0.284814,45,2.131115,2.2088547862822994,2.3231728685011923,0.276004,15,2.7999999993525937,-2.643940954252708,2.2558875624378882
Qwen/Qwen3-4B,23,145,True,True,3.218015,3.3452302098064735,3.4930440646425502,0.168953,110,-0.826962,-0.9993400200656138,-1.0817933562937714,0.288374,37,2.430152,2.334648996096048,2.47638843338839,0.297703,20,3.7846389381771104,-1.8070920321861865,2.388952323114121
TinyLlama/TinyLlama-1.1B-Chat-v1.0,50,273,False,True,-1.595882,-1.8423851657503099,-2.0489205731419253,0.302278,196,-1.07524,-1.0711001883862765,-1.2502667220767842,0.31467,70,-0.878537,-0.9210971565777664,-0.9902410658163386,0.313624,38,-2.3252344197884973,-1.0269845204686936,-1.806923860841157
allenai/OLMo-2-0425-1B,42,217,True,True,-0.202597,-0.2513604801646663,-0.21295860747632395,0.283105,147,-0.223883,-0.2302624971637541,-0.23720826574227513,0.29603,64,0.119138,0.0757668432535452,0.1425442702349035,0.298868,28,-0.5422567932321964,-0.3402653034851652,-0.09517354674976289
allenai/OLMo-2-1124-7B,23,151,True,True,0.95447,0.8984852201526078,0.9870352581898857,0.218853,107,-0.669555,-0.765768492166263,-0.8851396638052413,0.29851,52,1.026695,0.9655269303734976,1.123307627525874,0.293532,17,1.1999087581410202,-0.29509543805723343,0.9290047146112318
bigscience/bloom-1b1,50,299,False,True,-2.297525,-2.9278239153176417,-3.7993114457976596,0.30239,224,-0.008556,-0.011048425943881269,0.0025321873627519005,0.351972,55,-2.556677,-2.796043748621646,-3.4834918801184123,0.374453,46,-4.277854648590875,0.6716230070762124,-3.763255014511292
bigscience/bloom-1b7,50,306,False,True,-2.574588,-3.3947957282500023,-5.846362290240651,0.315297,230,-0.164159,-0.23405655898019548,-0.1984195326451004,0.353159,58,-2.453237,-2.6878530237875435,-3.3022260529422547,0.365826,43,-4.786595283273967,0.06285534100128452,-3.714341609095223
bigscience/bloom-3b,50,296,False,True,-2.40168,-3.3856480444245047,-6.298469281250614,0.293633,222,-0.471004,-0.4974643745566997,-0.5343894766003252,0.352044,52,-2.35691,-2.6948390158286175,-3.38044913526148,0.361145,42,-3.733017229840325,-0.025049326341024726,-2.7886689718834727
bigscience/bloom-560m,50,312,False,True,-2.607526,-3.4774984747100803,-7.057736529689998,0.312872,233,1.067025,1.128058366734811,1.2691579487001456,0.330032,58,-2.9346,-3.473931213498784,-6.306768645978412,0.370879,48,-5.533455259978313,0.661971213421461,-4.812328228742906
bigscience/bloom-7b1,50,297,False,True,-2.172077,-2.8108597056966236,-3.65904040496793,0.297379,222,-0.067158,-0.10669718475784135,-0.06973502394124961,0.326433,63,-1.58369,-1.6899185198441449,-1.8778872047766777,0.327965,41,-2.7477143103771633,-0.11827886089881842,-1.8367242823077405
bigscience/bloomz-1b7,50,303,False,True,-2.540797,-3.4288024985325705,-4.682063677248308,0.316598,223,1.99651,2.103575606551864,3.1223574637894274,0.335215,59,-2.975464,-3.26567561142388,-4.7664346744332935,0.395189,47,-5.506768872538968,2.115009194388855,-4.477897291750424
bigscience/bloomz-3b,50,307,False,True,-2.390288,-3.3705574632885074,-5.73076030027234,0.287999,232,1.451599,1.6009956931171718,1.8304956752236543,0.338503,54,-2.782879,-3.369782001660207,-5.789374854081512,0.363977,44,-5.148358726170014,1.7517222947558855,-4.47440878004683
bigscience/bloomz-7b1,50,297,False,True,-2.469981,-3.2855470242406275,-5.057786556012781,0.312196,221,2.31621,2.4022817166349073,3.437911328020437,0.346467,49,-3.10257,-3.5141129338082893,-6.423457669281664,0.394906,49,-5.245961973152214,2.945371729609046,-4.446218768412069
deepseek-ai/deepseek-coder-6.7b-base,43,249,True,True,-0.753135,-0.8596218686476896,-0.8804374505422846,0.283816,175,-0.289701,-0.3120172709230705,-0.32345625865522737,0.296694,71,0.192869,0.15882595553424403,0.2267928899425653,0.295952,27,-0.7507481994788915,-0.23830015776393737,-0.27077508450555926
deepseek-ai/deepseek-llm-7b-base,50,297,False,True,-2.120768,-2.5932978439134877,-3.093518605902941,0.297378,220,-0.090153,-0.11048911748068205,-0.09471192174709567,0.33995,62,-2.536418,-3.264468492856839,-5.536125934387671,0.347309,41,-2.1576304563185826,0.10676384133385446,-3.592507072928033
deepseek-ai/deepseek-math-7b-base,50,321,False,True,-2.358236,-2.8471413827261527,-3.4833814297580963,0.303422,243,0.939501,0.8907537919753993,1.0622263883446537,0.332971,59,-2.992652,-3.4912125834809644,-6.4326479653006645,0.382799,47,-4.080832566964882,0.7472393760814939,-4.794921734532816
facebook/opt-1.3b,50,320,False,True,-1.949502,-2.3186978822707918,-2.5493293732470983,0.272207,239,1.552598,1.593083580884286,1.8373061220094837,0.305222,66,-2.074874,-2.3281796093763547,-2.7069412628090928,0.32907,45,-1.9229016654946247,1.2238463843204304,-2.2360910655361663
facebook/opt-2.7b,50,306,False,True,-1.521523,-1.730946870329392,-1.8732765056081022,0.284807,221,1.138395,1.1626524419721407,1.2766595238904264,0.289016,76,-1.487508,-1.7498064632779777,-1.9444542252641042,0.304983,45,-1.921623577478905,1.2406205265632364,-1.7886934270214419
facebook/opt-6.7b,50,316,False,True,-1.784214,-2.113405985025133,-2.3217443234057504,0.262974,239,0.779017,0.7687977324789373,0.8658828301960244,0.328522,59,-2.088447,-2.2621201303690786,-2.5945520493181866,0.332769,46,-2.1889121054585208,0.9746047701940396,-2.626869933792433
google/gemma-2-2b,48,285,True,True,-0.71033,-0.775603262825705,-0.785274838392103,0.25765,206,-0.188999,-0.20036091708079584,-0.19520824126740136,0.292583,82,-0.211119,-0.2615319710061489,-0.22658178134315615,0.297134,33,-0.8448936482799271,-0.07180649937188666,-0.12538757547812968
h2oai/h2o-danube2-1.8b-base,50,264,False,True,-0.920972,-1.0360516407126001,-1.0904144834584983,0.265333,180,-0.426034,-0.4389307901367279,-0.4739679926122102,0.30842,76,-0.701892,-0.7299123682069639,-0.7790817457517332,0.311341,35,-1.2218760706542613,-0.40158667230158107,-0.7720563571942238
h2oai/h2o-danube3-4b-base,35,203,True,True,0.215056,0.1689105588406503,0.23293608109032513,0.28593,142,-0.516826,-0.5387725179877714,-0.5741307705147514,0.297752,65,0.792771,0.7449285787525433,0.8673830757255886,0.293719,23,0.20247023028856131,-0.8166588367568677,0.38820156068629424
ibm-granite/granite-3.0-2b-base,24,138,True,True,0.719389,0.5874852320149341,0.7047081143134887,0.256735,94,0.342171,0.311530146575183,0.41620353839829655,0.293549,47,0.746503,0.6465275731516201,0.8357179683789729,0.299274,17,0.8102340525859825,0.12828777156353824,0.8636741199727376
ibm-granite/granite-3.1-2b-base,20,129,True,True,0.760003,0.7107189477976872,0.7769695225652187,0.277584,87,0.865072,0.7134135971071986,0.8177329822266711,0.297333,47,0.82705,0.7764669480170426,0.9424260463912804,0.299628,18,0.8003782104376279,-0.08710505152520093,0.890019582583692
ibm-granite/granite-3.1-2b-instruct,25,146,True,True,1.123199,1.0658764701481778,1.1636514768935364,0.2168,102,0.066523,0.02039486787186218,0.07578938358689483,0.294682,50,1.44602,1.392427000754523,1.5096287646760955,0.287037,16,1.400247266066832,-0.025221124122371288,1.5254516642212792
lmsys/vicuna-7b-v1.5,42,244,True,True,-0.821532,-0.8971481580671978,-0.9334742915784201,0.291576,173,-0.058137,-0.07000686672806129,-0.055811460170795114,0.299252,65,0.298194,0.2493224193134754,0.3081493863823283,0.295798,32,0.04732136055295627,0.34860877085292746,0.30474914177052037
meta-llama/Llama-3.2-1B,50,314,False,True,-1.941228,-2.2590087164820893,-2.5208876219930985,0.276607,234,0.745232,0.695405519317079,0.8247379835921383,0.309121,65,-1.591933,-1.6730664240306201,-1.8488261185210035,0.321796,45,-2.687022671706007,0.2513564278021553,-1.7107321606532984
meta-llama/Llama-3.2-1B-Instruct,32,165,True,True,-0.140851,-0.23913424297953914,-0.14869005289098353,0.293761,117,-0.987325,-0.9619217311873527,-1.122826987159361,0.297825,57,1.144226,1.0866767078267847,1.2164450113849195,0.293006,18,-0.2515811503379263,-1.3822410870108108,0.9445033691430009
meta-llama/Llama-3.2-3B,17,115,True,True,0.478832,0.23496710725907077,0.37567336052481737,0.244699,88,0.866608,0.3732121781094436,0.9232064441542863,0.205833,27,0.792327,0.7153487953070792,0.8777700904393574,0.287213,15,-0.21684249377808168,-0.13749762097623378,0.0287306249168604
meta-llama/Llama-3.2-3B-Instruct,19,108,True,True,1.144871,1.0603884309109959,1.115947547559071,0.242646,74,1.20259,1.4077179855633355,1.2023132345696914,0.187017,39,1.244852,1.196944535601755,1.3341044195840646,0.260165,15,1.199998918654304,1.2634664731900516,1.5931517121069856
microsoft/Phi-3-mini-4k-instruct,41,250,True,True,0.749868,0.732792840459488,0.7893443154586216,0.191972,182,0.311291,0.2544434067438998,0.38349053294260305,0.298775,60,-0.315317,-0.33478611818675036,-0.3268579066943639,0.299706,35,0.4512453863496813,0.6486250363780768,-0.3111037759094534
microsoft/Phi-3.5-mini-instruct,26,165,True,True,1.670002,1.6593460764138699,1.7090771983764392,0.166547,123,-1.130921,-1.129627848471312,-1.3339146262421273,0.279751,40,0.808146,0.7731951434275117,0.8896018463421329,0.299198,20,1.4593322639738913,-1.1978711148572563,1.0273086353167664
microsoft/phi-1_5,50,289,False,True,-1.4254,-1.5111386103095645,-1.6039481383642253,0.277242,219,-0.486011,-0.4771246256821549,-0.5137499478594948,0.339088,56,-1.482553,-1.5631014112842303,-1.733603472103766,0.339353,39,-2.194343506084387,0.10696962915698255,-1.8490640940307808
microsoft/phi-2,32,180,True,True,0.338762,0.29556293434183056,0.36817680140890496,0.232809,128,0.527649,0.4549617453686684,0.6385510611240218,0.29847,48,-0.01899,-0.12097606549736446,-0.04712542662230155,0.295878,26,0.20780281237084408,0.41825398755738136,0.1561342328467251
mistralai/Mistral-7B-Instruct-v0.3,26,169,True,True,0.908228,0.8653679182295362,0.9453964464808521,0.193182,123,0.46095,0.40525933036139444,0.5532691068556657,0.290428,46,0.491791,0.402093619018312,0.5141456597506562,0.294514,23,1.199027708707278,0.6128044122929872,0.4610436606086197
mistralai/Mistral-7B-v0.1,25,131,True,True,0.950066,0.8589326833286032,1.000387423004439,0.288112,84,0.027382,0.016963408718005085,0.058197945868215986,0.298153,53,0.883068,0.7251281380473448,0.9688696012954572,0.299257,15,0.7907264907421092,0.2943504844456967,0.8709708960689068
mistralai/Mistral-7B-v0.3,29,186,True,True,0.589163,0.45465282700926185,0.533673274310696,0.254829,135,0.624495,0.649800521949595,0.791060557843428,0.292745,56,1.02817,0.9952647387345459,1.1396862231454528,0.299473,21,0.8315114409590347,0.42130565894057265,0.9914703783674043
nvidia/Nemotron-Mini-4B-Instruct,32,180,True,True,-0.152888,-0.26862838274504625,-0.2189423598261966,0.286373,125,-0.098104,-0.29340573915175244,-0.2890995853038832,0.294912,63,0.675416,0.561321147451133,0.7093739309074575,0.294875,18,0.03217889886105997,-0.20256824979201932,0.7582942911232641
openai-community/gpt2,50,327,False,True,-2.705601,-3.501932799235998,-5.9996890982187026,0.315503,240,2.035004,2.067390894542093,2.3871496949119573,0.310092,70,-2.721292,-3.426955019333995,-6.098111658042637,0.349844,48,-5.236515117355836,1.5186477957923334,-4.7991673574005675
openai-community/gpt2-large,50,299,False,True,-2.2292,-3.0408054936191737,-4.311696458236979,0.298742,222,1.142789,1.332049500973742,1.4947518305424206,0.312448,61,-2.819883,-3.395158051355534,-6.0196785366594545,0.371974,44,-3.586443443600471,1.3678486615801022,-3.775739968132988
openai-community/gpt2-medium,50,301,False,True,-2.305492,-3.309057342207619,-5.807817134919385,0.299044,223,1.28615,1.4125436482024178,1.5575234244098772,0.316696,60,-2.9417,-3.439678150765319,-6.0841679880273025,0.378061,47,-5.598640768076439,1.3622489192017653,-4.812328228742865
openai-community/gpt2-xl,50,303,False,True,-2.302921,-3.0045245305358814,-3.7970885255681446,0.280596,230,0.9506,0.9523396534249505,1.0724257572780935,0.338383,48,-2.30416,-2.585969305707318,-3.118491183932466,0.350967,45,-3.401366864226586,1.3487632452354252,-3.316152963519857
openbmb/MiniCPM-2B-sft-bf16,49,290,True,True,-1.533119,-1.7609134312216401,-1.9035815043394952,0.26975,212,0.931735,0.9820755531636878,1.0723914554004716,0.296024,64,-1.351985,-1.6035651417515842,-1.7760781290228802,0.298975,42,-2.3491029931166643,0.5671446353981605,-2.2176241303691455
stabilityai/stablelm-2-1_6b,45,263,True,True,-1.418475,-1.6030757758328689,-1.720843402928518,0.276654,183,0.492512,0.5253396813948573,0.5952931213913004,0.291252,78,-0.666756,-0.8258475704360916,-0.8879008042612283,0.297317,36,-1.9083780785063054,0.28340851587558463,-1.184002401804903
stabilityai/stablelm-2-zephyr-1_6b,47,260,True,True,-1.065678,-1.250317784368513,-1.3341130605138465,0.28404,179,-0.342455,-0.3504504475487539,-0.3649882803498454,0.296321,82,-0.10829,-0.16896887349436943,-0.12779110000255833,0.299968,30,-1.096226172593539,-1.0336890984961549,-0.22702988798757254
stabilityai/stablelm-3b-4e1t,50,300,False,True,-1.744523,-2.0203454107876837,-2.2144918017969903,0.277337,224,0.373234,0.33398863568872716,0.38761316591359957,0.324176,59,-1.185988,-1.2270470422837911,-1.3408427542958798,0.333759,43,-1.975621977321746,-0.06087418290883542,-1.1001542362931622
stabilityai/stablelm-zephyr-3b,45,271,True,True,-0.620648,-0.6726582887747555,-0.6737833437548514,0.291436,194,-0.880297,-0.8478175000897996,-0.9769684389147688,0.29663,76,0.179955,0.15229118652506593,0.21089425741143647,0.2955,31,-0.6540878661565454,-1.330939551859532,0.08785753985080434
tiiuae/Falcon3-1B-Base,25,154,True,True,0.366647,0.34731455924547083,0.476117764157647,0.296729,107,-1.113133,-1.0474130608370404,-1.254220862487161,0.285886,54,0.905197,0.8593747122190976,1.0124406667467298,0.297486,18,0.2757620909526017,-1.121098028054399,1.1350158398685253
tiiuae/Falcon3-3B-Base,23,134,True,True,2.046251,1.9684975328352607,2.144658755226424,0.223297,89,-0.796168,-0.7888745976097673,-0.9048215722783021,0.278929,56,1.56921,1.5488063938492391,1.6610420594098758,0.268008,15,1.6369074350000536,-1.1037593069984015,2.003945609472498
tiiuae/Falcon3-7B-Base,16,104,True,True,2.404161,2.34122738914438,2.4355065118482813,0.191025,73,-0.049497,-0.062100669537842705,-0.033610285685692666,0.237577,36,2.309499,2.3000888209064807,2.445022006513362,0.253179,15,2.399671697773168,-0.12641625831546927,2.5796504074745714
togethercomputer/RedPajama-INCITE-7B-Base,50,313,False,True,-2.45034,-3.1957387084504916,-4.6766337111511564,0.307202,233,0.986191,1.0059177658766647,1.1401679187375646,0.322002,64,-2.472648,-2.7386590862828646,-3.391054155977284,0.367089,46,-3.7264878639107057,0.6005355163341444,-2.6629115286862772
togethercomputer/RedPajama-INCITE-Base-3B-v1,50,317,False,True,-2.302066,-2.8246993362158057,-3.5295008984452605,0.303885,236,1.095898,1.1124014787179093,1.2271270562584684,0.298334,70,-1.60999,-1.7170126599751714,-1.9014556666287732,0.314181,45,-3.6333605560742814,1.136939007963395,-2.1175673096640395
01-ai/Yi-1.5-6B,50,285,False,True,0.715048,0.6452070271410925,0.6905882185160459,0.20063,198,-0.616113,-0.6894676166909309,-0.7365517373149858,0.302094,79,-0.645188,-0.6656038510238822,-0.700570705498011,0.303318,41,0.9999554895703419,-0.7915645586284006,-0.8380083468010163
01-ai/Yi-1.5-6B-Chat,40,241,True,True,1.463279,1.4135001789080528,1.464056395026696,0.164008,177,-0.317744,-0.5677013499016933,-0.5345634833638708,0.29942,56,-0.437969,-0.4624975843084449,-0.4731270948099181,0.299641,35,1.7843449102607356,-0.8942234838945198,0.17862146241759047
01-ai/Yi-6B-200K,50,305,False,True,-1.010763,-1.0756414828815866,-1.1224050659859146,0.245478,227,0.506545,0.48181901187359044,0.5468183318121081,0.297515,65,-1.435451,-1.5950828064154117,-1.7576916241432157,0.301408,43,-1.4964302055266618,1.1844419379988662,-1.9826289634974206
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,50,323,False,True,-2.335,-2.991472850420529,-3.5686140679703713,0.278847,248,1.943043,2.0119053669869094,2.694444835979315,0.29441,62,-2.571563,-3.073023311043452,-4.156583593711698,0.351429,47,-4.349423440688013,2.981971617707454,-3.3006499462197625
BEE-spoke-data/smol_llama-220M-openhermes,50,309,False,True,-2.4313,-3.1053480886879075,-4.170700994316689,0.301182,229,1.089359,1.1243504800781032,1.2683711095056167,0.339802,57,-2.34467,-2.643718376945646,-3.2003208230094984,0.351858,46,-4.013722702340691,1.2112920892733983,-2.960612555053151
BSC-LT/salamandra-2b,50,313,False,True,-1.815248,-2.126429344379227,-2.3384014007698815,0.271209,233,0.68818,0.7641395431082595,0.8251595323220314,0.323998,61,-1.927008,-2.017474202256657,-2.2716146864007953,0.341345,45,-2.4660444106450936,1.42991456854976,-2.444021482614906
BSC-LT/salamandra-2b-instruct,50,308,False,True,-1.819569,-2.055255013804925,-2.258773047031819,0.282777,226,0.184527,0.17378368903130753,0.21654927099866356,0.310503,70,-1.467962,-1.6045514297884849,-1.7662098208534678,0.314151,44,-2.0151253111698035,0.28337691306986795,-2.077481803350297
BSC-LT/salamandra-7b,50,296,False,True,-0.50748,-0.59883655508054,-0.6072906898395093,0.229265,212,0.367553,0.2648030500931053,0.31819915692934325,0.290621,70,-1.260656,-1.3344757805955065,-1.4510201287492315,0.30799,43,-1.0047224662212335,1.0509886906148005,-1.3430845391899473
BSC-LT/salamandra-7b-instruct,50,291,False,True,-0.379557,-0.39970460197620966,-0.3993961592668349,0.247604,211,-0.405444,-0.4300960411879817,-0.45223618060699056,0.311034,65,-1.178169,-1.2239606120420536,-1.3332276460540256,0.313726,41,-0.4011467167722532,-0.32568187029971235,-1.2309251723146488
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,35,205,True,True,2.437468,2.3380673563011567,2.3903558658923982,0.132567,151,-0.553918,-0.550300714336302,-0.5574410746417793,0.291187,56,0.270309,0.23195043788953015,0.3144151627726822,0.299245,25,2.199999975611256,-0.04529893434526841,0.8428868576493466
