atlas_idx,question_id
767,10671
768,10673
769,10691
770,10698
771,10699
772,10732
773,10733
774,10738
775,10739
776,10740
777,10741
778,10742
779,10748
780,10749
781,10750
782,10761
783,10763
784,10823
785,10824
786,10825
787,10826
788,10827
789,10865
790,10866
791,10868
792,10890
793,10894
794,10945
795,10974
796,10996
797,11021
798,11025
799,11043
800,11051
801,11070
802,11071
803,11072
804,11073
805,11123
806,11165
807,11177
808,11180
809,11181
810,11188
811,11189
812,11198
813,11199
814,11200
815,11265
816,11267
817,11287
818,11290
819,11292
820,11312
821,11313
822,11342
823,11343
824,11346
825,11348
826,11368
827,11385
828,11386
829,11405
830,11411
831,11421
832,11422
833,11428
834,11435
835,11437
836,11438
837,11504
838,11506
839,11507
840,11533
841,11545
842,11549
843,11580
844,11581
845,11624
846,11626
847,11634
848,11652
849,11734
850,11766
851,11783
852,11784
853,11822
854,11858
855,11859
856,11860
857,11861
858,11862
859,11877
860,11904
861,11905
862,11918
863,11920
864,11921
865,11931
866,11932
867,11933
868,11948
869,11949
870,11950
871,12020
872,12024
873,12028
874,12034
875,12080
876,12081
877,12084
878,12110
879,12125
880,12131
881,12146
882,12199
883,12215
884,12216
885,12222
886,12223
887,12269
888,12293
889,12295
890,12296
891,12297
892,12298
893,12303
894,12406
895,12408
896,12441
897,12442
898,12443
899,12457
900,12482
901,12496
902,12497
903,12510
904,12512
905,12513
906,12534
907,12583
908,12585
909,12587
910,12589
911,12596
912,12597
913,12598
914,12624
915,12712
916,12741
917,12751
918,12793
919,12824
920,12836
921,12837
922,12838
923,12860
924,12861
925,12865
926,12878
927,12967
928,12970
929,12994
930,13018
931,13032
932,13087
933,13092
934,13122
935,13160
936,13255
937,13263
938,13277
939,13279
940,13281
941,13282
942,13290
943,13297
944,13358
945,13408
946,13428
947,13435
948,13436
949,13460
950,13461
951,13485
952,13508
953,13509
954,13511
955,13524
956,13538
957,13560
958,13610
959,13611
960,13636
961,13653
962,13698
963,13700
964,13712
965,13775
966,13776
967,13803
968,13873
969,13874
970,13877
971,13911
972,13921
973,13948
974,13949
975,13998
976,13999
977,14075
978,14076
979,14078
980,14092
981,14093
982,14141
983,14156
984,14157
985,14248
986,14250
987,14251
988,14252
989,14253
990,14285
991,14305
992,14306
993,14307
994,14317
995,14385
996,14387
997,14388
998,14389
999,14390
1000,14401
1001,14423
1002,14424
1003,14429
1004,14433
1005,14442
1006,14445
1007,14446
1008,14451
1009,14452
1010,14519
1011,14551
1012,14553
1013,14561
1014,14562
1015,14580
1016,14583
1017,14586
1018,14587
1019,14588
1020,14590
1021,14629
1022,14694
1023,14702
1024,14709
1025,14752
1026,14773
1027,14801
1028,14802
1029,14803
1030,14843
1031,14845
1032,14856
1033,14857
1034,14876
1035,14877
1036,14925
1037,14926
1038,14948
1039,14956
1040,15003
1041,15004
1042,15007
1043,15017
1044,15025
1045,15034
1046,15043
1047,15044
1048,15054
1049,15059
1050,15060
1051,15063
1052,15064
1053,15065
1054,15107
1055,15109
1056,15113
1057,15114
1058,15115
1059,15117
1060,15125
1061,15159
1062,15163
1063,15200
1064,15201
1065,15202
1066,15209
1067,15210
1068,15277
1069,15278
1070,15311
1071,15312
1072,15374
1073,15393
1074,15410
1075,15411
1076,15441
1077,15445
1078,15447
1079,15476
1080,15557
1081,15582
1082,15583
1083,15640
1084,15641
1085,15697
1086,15714
1087,15715
1088,15716
1089,15717
1090,15727
1091,15728
1092,15750
1093,15751
1094,15768
1095,15769
1096,15772
1097,15773
1098,15781
1099,15789
1100,15815
1101,15817
1102,15825
1103,15826
1104,15827
1105,15828
1106,15836
1107,15837
1108,15868
1109,15880
1110,15881
1111,15923
1112,15924
1113,15925
1114,15927
1115,15930
1116,16007
1117,16008
1118,16009
1119,16014
1120,16015
1121,16016
1122,16017
1123,16033
1124,16051
1125,16078
1126,16087
1127,16120
1128,16121
1129,16167
1130,16168
1131,16169
1132,16170
1133,16173
1134,16174
1135,16203
1136,16204
1137,16208
1138,16265
1139,16266
1140,16267
1141,16269
1142,16288
1143,16289
1144,16294
1145,16317
1146,16318
1147,16319
1148,16320
1149,16331
1150,16338
1151,16345
1152,16346
1153,16352
1154,16402
1155,16403
1156,16435
1157,16457
1158,16471
1159,16472
1160,16485
1161,16501
1162,16502
1163,16506
1164,16529
1165,16530
1166,16531
1167,16534
1168,16535
1169,16570
1170,16571
1171,16575
1172,16620
1173,16621
1174,16716
1175,16717
1176,16718
1177,16769
1178,16770
1179,16771
1180,16784
1181,16785
1182,16838
1183,16839
1184,16915
1185,16916
1186,16923
1187,16931
1188,16955
1189,16975
1190,16977
1191,16978
1192,16979
1193,16980
1194,16994
1195,16995
1196,17028
1197,17042
1198,17043
1199,17232
1200,17233
1201,17234
1202,17259
1203,17273
1204,17274
1205,17275
1206,17310
1207,17351
1208,17421
1209,17489
1210,17505
1211,17506
1212,17507
1213,17560
1214,17571
1215,17646
1216,17727
1217,17728
1218,17739
1219,17740
1220,17749
1221,17750
1222,17751
1223,17762
1224,17795
1225,17830
1226,17905
1227,17941
1228,18045
1229,18046
1230,18098
1231,18099
1232,18100
1233,18102
1234,18121
1235,18133
1236,18148
1237,18149
1238,18150
1239,18163
1240,18164
1241,18165
1242,18166
1243,18173
1244,18174
1245,18185
1246,18186
1247,18187
1248,18188
1249,18197
1250,18208
1251,18269
1252,18320
1253,18328
1254,18430
1255,18431
1256,18432
1257,18444
1258,18445
1259,18446
1260,18460
1261,18461
1262,18462
1263,18499
1264,18506
1265,18528
1266,18529
1267,18530
1268,18532
1269,18533
1270,18541
1271,18604
1272,18605
1273,18617
1274,18642
1275,18652
1276,18653
1277,18654
1278,18655
1279,18657
1280,18723
1281,18725
1282,18726
1283,18727
1284,18729
1285,18730
1286,18732
1287,18751
1288,18757
1289,18758
1290,18769
1291,18771
1292,18794
1293,18810
1294,18814
1295,18816
1296,18821
1297,18822
1298,18832
1299,18836
1300,18869
1301,18882
1302,18883
1303,18903
1304,18922
1305,18945
1306,18958
1307,18959
1308,18973
1309,18988
1310,18991
1311,18992
1312,19020
1313,19021
1314,19022
1315,19026
1316,19049
1317,19063
1318,19064
1319,19072
1320,19076
1321,19077
1322,19084
1323,19085
1324,19112
1325,19148
1326,19149
1327,19215
1328,19223
1329,19224
1330,19267
1331,19274
1332,19326
1333,19327
1334,19329
1335,19372
1336,19373
1337,19411
1338,19418
1339,19468
1340,19470
1341,19479
1342,19480
1343,19482
1344,19511
1345,19512
1346,19526
1347,19533
1348,19545
1349,19565
1350,19606
1351,19639
1352,19689
1353,19690
1354,19771
1355,19773
1356,19781
1357,19782
1358,19783
1359,19800
1360,19829
1361,19837
1362,19879
1363,19881
1364,19989
1365,20009
1366,20010
1367,20022
1368,20091
1369,20104
1370,20115
1371,20182
1372,20183
1373,20190
1374,20233
1375,20235
1376,20300
1377,20334
1378,20427
1379,20428
1380,20429
1381,20431
1382,20432
1383,20433
1384,20438
1385,20439
1386,20462
1387,20546
1388,20575
1389,20576
1390,20577
1391,20597
1392,20598
1393,20599
1394,20621
1395,20622
1396,20623
1397,20730
1398,20732
1399,20776
1400,20814
1401,20815
1402,20826
1403,20828
1404,20829
1405,20830
1406,20842
1407,20868
1408,20869
1409,20870
1410,20873
1411,20892
1412,20899
1413,20924
1414,20925
1415,20926
1416,20927
1417,20944
1418,20964
1419,20987
1420,21027
1421,21040
1422,21043
1423,21052
1424,21143
1425,21145
1426,21169
1427,21172
1428,21173
1429,21185
1430,21231
1431,21233
1432,21234
1433,21235
1434,21236
1435,21240
1436,21241
1437,21284
1438,21285
1439,21286
1440,21287
1441,21290
1442,21356
1443,21363
1444,21388
1445,21389
1446,21408
1447,21409
1448,21416
1449,21437
1450,21468
1451,21496
1452,21526
1453,21558
1454,21578
1455,21622
1456,21653
1457,21706
1458,21710
1459,21711
1460,21734
1461,21735
1462,21736
1463,21742
1464,21743
1465,21744
1466,21794
1467,21795
1468,21827
1469,21828
1470,21850
1471,21851
1472,21853
1473,21854
1474,21898
1475,21959
1476,21960
1477,22020
1478,22021
1479,22022
1480,22050
1481,22155
1482,22156
1483,22167
1484,22206
1485,22207
1486,22230
1487,22232
1488,22269
1489,22270
1490,22308
1491,22310
1492,22311
1493,22371
1494,22401
1495,22453
1496,22475
1497,22488
1498,22491
1499,22510
1500,22511
1501,22512
1502,22524
1503,22525
1504,22593
1505,22594
1506,22602
1507,22607
1508,22608
1509,22616
1510,22617
1511,22618
1512,22623
1513,22626
1514,22627
1515,22649
1516,22664
1517,22671
1518,22672
1519,22673
1520,22675
1521,22686
1522,22687
1523,22706
1524,22712
1525,22763
1526,22764
1527,22767
1528,22811
1529,22816
1530,22817
1531,22854
1532,22877
1533,22879
1534,22882
1535,22883
1536,22911
1537,22912
1538,22913
1539,22914
1540,22970
1541,22971
1542,22974
1543,22979
1544,22980
1545,22997
1546,23105
1547,23130
1548,23255
1549,23310
1550,23332
1551,23359
1552,23360
1553,23388
1554,23408
1555,23409
1556,23466
1557,23484
1558,23513
1559,23514
1560,23536
1561,23584
1562,23585
1563,23586
1564,23587
1565,23620
1566,23623
1567,23624
1568,23627
1569,23670
1570,23671
1571,23672
1572,23695
1573,23696
1574,23700
1575,23734
1576,23823
1577,23834
1578,23836
1579,23837
1580,23838
1581,23839
1582,23844
1583,23845
1584,23855
1585,23880
1586,23897
1587,23898
1588,23899
1589,23927
1590,23977
1591,24047
1592,24048
1593,24085
1594,24112
1595,24118
1596,24162
1597,24163
1598,24223
1599,24224
1600,24228
1601,24233
1602,24242
1603,24244
1604,24264
1605,24265
1606,24337
1607,24338
1608,24339
1609,24340
1610,24341
1611,24353
1612,24354
1613,24469
1614,24471
1615,24492
1616,24493
1617,24501
1618,24511
1619,24532
1620,24533
1621,24534
1622,24602
1623,24631
1624,24661
1625,24662
1626,24664
1627,24746
1628,24747
1629,24780
1630,24782
1631,24823
1632,24838
1633,24879
1634,24891
1635,24906
1636,24911
1637,24912
1638,24913
1639,24933
1640,24935
1641,24940
1642,24958
1643,24980
1644,24981
1645,25010
1646,25072
1647,25073
1648,25172
1649,25209
1650,25238
1651,25241
1652,25242
1653,25262
1654,25268
1655,25281
1656,25307
1657,25329
1658,25330
1659,25360
1660,25362
1661,25431
1662,25432
1663,25441
1664,25471
1665,25486
1666,25497
1667,25498
1668,25500
1669,25558
1670,25559
1671,25630
1672,25639
1673,25640
1674,25641
1675,25643
1676,25653
1677,25655
1678,25668
1679,25669
1680,25693
1681,25717
1682,25740
1683,25741
1684,25815
1685,25840
1686,25911
1687,25917
1688,25956
1689,26012
1690,26033
1691,26043
1692,26072
1693,26073
1694,26074
1695,26079
1696,26136
1697,26190
1698,26191
1699,26201
1700,26207
1701,26216
1702,26249
1703,26250
1704,26251
1705,26252
1706,26271
1707,26317
1708,26318
1709,26329
1710,26369
1711,26371
1712,26372
1713,26421
1714,26438
1715,26439
1716,26462
1717,26488
1718,26494
1719,26515
1720,26516
1721,26517
1722,26522
1723,26569
1724,26579
1725,26589
1726,26604
1727,26651
1728,26652
1729,26653
1730,26659
1731,26666
1732,26667
1733,26680
1734,26681
1735,26693
1736,26695
1737,26759
1738,26806
1739,26807
1740,26808
1741,26865
1742,26872
1743,26882
1744,26888
1745,26889
1746,26992
1747,26993
1748,27000
1749,27001
1750,27002
1751,27012
1752,27024
1753,27049
1754,27050
1755,27104
1756,27130
1757,27172
1758,27175
1759,27211
1760,27212
1761,27220
1762,27221
1763,27224
1764,27262
1765,27280
1766,27283
1767,27287
1768,27332
1769,27333
1770,27334
1771,27342
1772,27352
1773,27354
1774,27355
1775,27369
1776,27372
1777,27373
1778,27408
1779,27410
1780,27444
1781,27470
1782,27489
1783,27513
1784,27514
1785,27517
1786,27518
1787,27519
1788,27520
1789,27521
1790,27522
1791,27524
1792,27525
1793,27540
1794,27541
1795,27558
1796,27559
1797,27593
1798,27594
1799,27634
1800,27637
1801,27654
1802,27660
1803,27661
1804,27664
1805,27665
1806,27670
1807,27671
1808,27679
1809,27687
1810,27780
1811,27796
1812,27807
1813,27808
1814,27822
1815,27834
1816,27835
1817,27897
1818,27957
1819,27958
1820,27969
1821,27970
1822,27982
1823,27993
1824,27994
1825,28016
1826,28040
1827,28054
1828,28055
1829,28064
1830,28136
1831,28165
1832,28168
1833,28253
1834,28370
1835,28390
1836,28392
1837,28393
1838,28394
1839,28395
1840,28408
1841,28409
1842,28434
1843,28465
1844,28481
1845,28482
1846,28531
1847,28542
1848,28565
1849,28574
1850,28576
1851,28612
1852,28613
1853,28614
1854,28625
1855,28626
1856,28671
1857,28672
1858,28723
1859,28724
1860,28725
1861,28728
1862,28785
1863,28789
1864,28791
1865,28802
1866,28803
1867,28804
1868,28835
1869,28836
1870,28852
1871,28860
1872,28861
1873,28887
1874,28898
1875,28965
1876,28971
1877,28986
1878,29051
1879,29058
1880,29060
1881,29065
1882,29078
1883,29085
1884,29086
1885,29096
1886,29144
1887,29154
1888,29187
1889,29196
1890,29199
1891,29272
1892,29280
1893,29281
1894,29309
1895,29384
1896,29413
1897,29414
1898,29415
1899,29455
1900,29456
1901,29457
1902,29525
1903,29526
1904,29527
1905,29548
1906,29549
1907,29550
1908,29551
1909,29590
1910,29591
1911,29593
1912,29614
1913,29624
1914,29625
1915,29688
1916,29689
1917,29711
1918,29715
1919,29718
1920,29719
1921,29720
1922,29721
1923,29776
1924,29798
1925,29810
1926,29812
1927,29813
1928,29814
1929,29816
1930,29818
1931,29819
1932,29850
1933,29851
1934,29860
1935,29861
1936,29958
1937,29961
1938,29982
1939,29983
1940,29986
1941,29987
1942,30002
1943,30012
1944,30013
1945,30021
1946,30054
1947,30055
1948,30056
1949,30057
1950,30068
1951,30069
1952,30071
1953,30072
1954,30105
1955,30110
1956,30130
1957,30131
1958,30141
1959,30147
1960,30165
1961,30181
1962,30182
1963,30183
1964,30202
1965,30203
1966,30204
1967,30205
1968,30256
1969,30314
1970,30315
1971,30321
1972,30322
1973,30343
1974,30344
1975,30358
1976,30362
1977,30416
1978,30472
1979,30473
1980,30495
1981,30496
1982,30597
1983,30601
1984,30615
1985,30616
1986,30621
1987,30623
1988,30635
1989,30637
1990,30638
1991,30660
1992,30674
1993,30690
1994,30692
1995,30694
1996,30695
1997,30747
1998,30751
1999,30757
2000,30790
2001,30835
2002,30858
2003,30882
2004,30883
2005,30884
2006,30901
2007,30909
2008,30927
2009,30945
2010,30947
2011,30965
2012,30967
2013,30969
2014,30970
2015,31044
2016,31057
2017,31058
2018,31070
2019,31119
2020,31149
2021,31150
2022,31151
2023,31152
2024,31153
2025,31154
2026,31155
2027,31168
2028,31198
2029,31252
2030,31253
2031,31264
2032,31267
2033,31285
2034,31286
2035,31303
2036,31305
2037,31315
2038,31322
2039,31323
2040,31335
2041,31337
2042,31338
2043,31372
2044,31373
2045,31374
2046,31375
2047,31425
2048,31455
2049,31458
2050,31459
2051,31460
2052,31479
2053,31543
2054,31636
2055,31651
2056,31652
2057,31653
2058,31654
2059,31706
2060,31733
2061,31741
2062,31809
2063,31854
2064,31858
2065,31859
2066,31883
2067,31884
2068,31885
2069,31911
2070,31913
2071,31916
2072,31917
2073,31918
2074,31920
2075,31964
2076,31965
2077,31973
2078,31989
2079,31993
2080,32007
2081,32025
2082,32044
2083,32047
2084,32051
2085,32099
2086,32110
2087,32182
2088,32243
2089,32247
2090,32250
2091,32269
2092,32299
2093,32300
2094,32302
2095,32304
2096,32305
2097,32318
2098,32319
2099,32357
2100,32406
2101,32407
2102,32412
2103,32413
2104,32415
2105,32416
2106,32417
2107,32418
2108,32419
2109,32420
2110,32441
2111,32471
2112,32473
2113,32474
2114,32512
2115,32518
2116,32526
2117,32527
2118,32528
2119,32529
2120,32540
2121,32541
2122,32550
2123,32559
2124,32560
2125,32587
2126,32588
2127,32614
2128,32616
2129,32617
2130,32620
2131,32641
2132,32642
2133,32643
2134,32654
2135,32671
2136,32672
2137,32673
2138,32674
2139,32701
2140,32710
2141,32711
2142,32727
2143,32728
2144,32729
2145,32730
2146,32821
2147,32904
2148,32908
2149,32909
2150,32916
2151,32950
2152,32951
2153,32955
2154,32957
2155,32968
2156,32970
2157,32971
2158,32982
2159,33018
2160,33042
2161,33068
2162,33070
2163,33071
2164,33073
2165,33109
2166,33110
2167,33114
2168,33116
2169,33117
2170,33118
2171,33120
2172,33121
2173,33123
2174,33157
2175,33158
2176,33159
2177,33160
2178,33165
2179,33167
2180,33171
2181,33184
2182,33215
2183,33216
2184,33219
2185,33226
2186,33260
2187,33261
2188,33262
2189,33294
2190,33340
2191,33374
2192,33395
2193,33396
2194,33397
2195,33432
2196,33435
2197,33437
2198,33439
2199,33440
2200,33441
2201,33442
2202,33443
2203,33444
2204,33448
2205,33503
2206,33548
2207,33561
2208,33563
2209,33571
2210,33600
2211,33614
2212,33617
2213,33619
2214,33663
2215,33715
2216,33725
2217,33726
2218,33728
2219,33751
2220,33764
2221,33830
2222,33863
2223,33874
2224,33875
2225,33878
2226,33879
2227,33880
2228,33903
2229,34029
2230,34032
2231,34033
2232,34034
2233,34074
2234,34075
2235,34076
2236,34077
2237,34140
2238,34161
2239,34163
2240,34167
2241,34168
2242,34169
2243,34178
2244,34195
2245,34218
2246,34360
2247,34366
2248,34417
2249,34418
2250,34419
2251,34420
2252,34421
2253,34422
2254,34475
2255,34476
2256,34494
2257,34505
2258,34507
2259,34557
2260,34558
2261,34560
2262,34561
2263,34562
2264,34669
2265,34670
2266,34677
2267,34720
2268,34783
2269,34834
2270,34871
2271,34873
2272,34961
2273,34962
2274,35083
2275,35088
2276,35089
2277,35095
2278,35127
2279,35128
2280,35131
2281,35132
2282,35138
2283,35139
2284,35147
2285,35167
2286,35240
2287,35259
2288,35260
2289,35338
2290,35340
2291,35342
2292,35357
2293,35362
2294,35364
2295,35403
2296,35416
2297,35417
2298,35418
2299,35427
2300,35445
2301,35471
2302,35516
2303,35537
2304,35564
2305,35565
2306,35607
2307,35608
2308,35612
2309,35613
2310,35616
2311,35617
2312,35643
2313,35644
2314,35710
2315,35718
2316,35749
2317,35776
2318,35815
2319,35816
2320,35890
2321,35901
2322,35910
2323,35911
2324,35912
2325,35913
2326,35963
2327,35964
2328,35971
2329,35972
2330,35990
2331,36007
2332,36014
2333,36021
2334,36043
2335,36044
2336,36045
2337,36048
2338,36051
2339,36052
2340,36095
2341,36100
2342,36114
2343,36123
2344,36124
2345,36125
2346,36126
2347,36193
2348,36196
2349,36198
2350,36203
2351,36205
2352,36228
2353,36238
2354,36239
2355,36240
2356,36242
2357,36248
2358,36249
2359,36288
2360,36314
2361,36357
2362,36431
2363,36433
2364,36438
2365,36439
2366,36526
2367,36527
2368,36541
2369,36548
2370,36562
2371,36563
2372,36564
2373,36578
2374,36579
2375,36590
2376,36591
2377,36592
2378,36615
2379,36639
2380,36677
2381,36774
2382,36775
2383,36778
2384,36783
2385,36789
2386,36802
2387,36803
2388,36820
2389,36821
2390,36822
2391,36833
2392,36863
2393,36890
2394,36891
2395,36901
2396,36918
2397,36919
2398,36960
2399,37007
2400,37012
2401,37013
2402,37028
2403,37052
2404,37065
2405,37066
2406,37067
2407,37068
2408,37075
2409,37081
2410,37101
2411,37115
2412,37120
2413,37124
2414,37129
2415,37135
2416,37150
2417,37241
2418,37252
2419,37328
2420,37342
2421,37351
2422,37363
2423,37364
2424,37365
2425,37384
2426,37385
2427,37386
2428,37394
2429,37395
2430,37396
2431,37397
2432,37398
2433,37444
2434,37475
2435,37508
2436,37509
2437,37527
2438,37549
2439,37564
2440,37571
2441,37572
2442,37578
2443,37579
2444,37595
2445,37596
2446,37606
2447,37645
2448,37661
2449,37662
2450,37665
2451,37672
2452,37685
2453,37695
2454,37716
2455,37742
2456,37765
2457,37766
2458,37798
2459,37819
2460,37829
2461,37841
2462,37843
2463,37844
2464,37872
2465,37904
2466,37905
2467,37910
2468,37911
2469,37942
2470,37957
2471,37958
2472,37998
2473,38058
2474,38092
2475,38156
2476,38157
2477,38184
2478,38185
2479,38187
2480,38188
2481,38238
2482,38246
2483,38267
2484,38287
2485,38295
2486,38296
2487,38301
2488,38315
2489,38319
2490,38320
2491,38342
2492,38343
2493,38345
2494,38346
2495,38367
2496,38377
2497,38383
2498,38405
2499,38406
2500,38410
2501,38411
2502,38412
2503,38416
2504,38417
2505,38424
2506,38425
2507,38426
2508,38450
