model,pirt,actual,items,fold,n_bank
cjvt/GaMS-1B,0.0798047431840894,0.0919765166340508,52,0,511
qingy2019/LLaMa_3.2_3B_Catalysts,0.43550797186355,0.4520547945205479,8,0,511
awnr/Mistral-7B-v0.1-signtensors-1-over-4,0.1286601920445928,0.1428571428571428,12,0,511
microsoft/Phi-3.5-mini-instruct,0.4560198472562027,0.547945205479452,8,0,511
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,0.2706365427920518,0.2778864970645792,8,0,511
noname0202/llama-math-1b-r32-0to512tokens-test,0.5497590253664331,0.5283757338551859,8,0,511
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,0.1905228791048198,0.2015655577299412,8,0,511
bunnycore/Llama-3.2-3B-Della,0.2706365427920518,0.3013698630136986,8,0,511
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.4755506991427796,0.487279843444227,8,0,511
ruizhe1217/sft-s1-qwen-0.5b,0.2318808771268682,0.2074363992172211,8,0,511
carsenk/phi3.5_mini_exp_825_uncensored,0.0841991249350029,0.086105675146771,32,0,511
bunnycore/Smol-Llama-3.2-3B,0.7734851531646307,0.6555772994129159,8,0,511
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,0.4532091476434216,0.350293542074364,8,0,511
NousResearch/Hermes-3-Llama-3.2-3B,0.3724613834472502,0.324853228962818,8,0,511
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,0.1019334661001807,0.0978473581213307,24,0,511
BramVanroy/fietje-2-instruct,0.2318808771268682,0.2191780821917808,8,0,511
godlikehhd/alpaca_data_score_max_2500,0.2706365427920518,0.2935420743639921,8,0,511
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,0.2610888171055994,0.1878669275929549,8,0,511
yasserrmd/Coder-GRPO-3B,0.6570912099450343,0.6007827788649707,8,0,511
akhadangi/Llama3.2.1B.0.1-Last,0.1508128043362983,0.060665362035225,12,0,511
Novaciano/ASTAROTH-3.2-1B,0.4603388803881963,0.5205479452054794,8,0,511
anakin87/gemma-2b-orpo,0.1759684623192327,0.2015655577299412,10,0,511
ngxson/MiniThinky-1B-Llama-3.2,0.1984984010649636,0.2191780821917808,8,0,511
LilRg/10PRYMMAL-3B-slerp,0.1099459176755678,0.1682974559686888,18,0,511
RezVortex/Jajuka-3b,0.7734851531646307,0.6829745596868885,8,0,511
DavieLion/Llama-3.2-1B-SPIN-iter3,0.0847853071465297,0.0724070450097847,33,0,511
ibm-granite/granite-3.1-2b-base,0.2578657507286681,0.2896281800391389,8,0,511
tinycompany/ShawtyIsBad-bgem3,0.2457777157353317,0.2054794520547945,8,0,511
sumink/bbhqwen3,0.0698863799881234,0.1174168297455968,93,0,511
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,0.1480499730377575,0.0978473581213307,8,0,511
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,0.2071269022807839,0.2035225048923679,8,0,511
prithivMLmods/Llama-Deepsync-3B,0.3008609808912938,0.3796477495107632,8,0,511
google/flan-t5-base,0.0946713563807232,0.12133072407045,23,0,511
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,0.1202264403470255,0.0665362035225048,16,0,511
EpistemeAI/Athena-gemma-2-2b-it,0.4363213165815225,0.2837573385518591,8,0,511
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,0.7160041243516148,0.726027397260274,8,0,511
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,0.1905228791048198,0.1917808219178082,8,0,511
01-ai/Yi-1.5-6B,0.2706365427920518,0.2172211350293542,8,0,511
lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR,0.2318808771268682,0.1585127201565557,8,0,511
BramVanroy/fietje-2-chat,0.2318808771268682,0.2328767123287671,8,0,511
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,0.4560198472562027,0.5420743639921722,8,0,511
vhab10/Llama-3.2-Instruct-3B-TIES,0.3183078706804273,0.4207436399217221,8,0,511
JayHyeon/Qwen2.5-0.5B-SFT,0.1239617947294065,0.1291585127201565,11,0,511
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,0.2318808771268682,0.197651663405088,8,0,511
mrdayl/OpenCognito-r1,0.3554271775802144,0.3698630136986301,8,0,511
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,0.7160041243516148,0.62426614481409,8,0,511
Qwen/Qwen2.5-3B-Instruct,0.600179211943058,0.6301369863013698,8,0,511
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,0.1771461769997919,0.1565557729941291,11,0,511
dwikitheduck/gemma-2-2b-id-instruct,0.1815166732906608,0.3365949119373776,8,0,511
princeton-nlp/Sheared-LLaMA-2.7B,0.1397778876136435,0.1839530332681017,9,0,511
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.6137197840322003,0.6555772994129159,8,0,511
oopere/pruned20-llama-1b,0.197279805605433,0.1350293542074364,8,0,511
prithivMLmods/Llama-3.2-3B-Math-Oct,0.3008609808912938,0.4129158512720156,8,0,511
bunnycore/QwQen-3B-LCoT,0.5020085356304271,0.5812133072407045,8,0,511
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V1,0.43550797186355,0.5518590998043053,8,0,511
SkyOrbis/SKY-Ko-Llama3.2-3B-lora-epoch3,0.4116945850468096,0.47572815533980584,8,1,515
oopere/pruned20-llama-3.2-3b,0.0967302423912924,0.12427184466019417,21,1,515
Youlln/ECE-PRYMMAL0.5B-Youri,0.05568948060512019,0.08932038834951456,400,1,515
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,0.716790269648954,0.7048543689320388,8,1,515
thirdeyeai/elevate360m,0.07661839357728391,0.03300970873786408,54,1,515
someon98/qwen-CoMa-0.5b,0.14593273827982242,0.16116504854368932,9,1,515
meta-llama/Llama-3.2-3B-Instruct,0.7187629059834016,0.7242718446601941,8,1,515
bamec66557/mergekit-model_stock-zdaysvi,0.6590628936596872,0.6194174757281553,8,1,515
RezVortex/JAJUKA-WEWILLNEVERFORGETYOU-3B,0.7187629059834016,0.6718446601941748,8,1,515
jaspionjader/test-14,0.3280688885330348,0.38058252427184464,8,1,515
meditsolutions/Llama-3.2-SUN-1B-Instruct,0.6259172938790055,0.6058252427184466,8,1,515
bunnycore/DeepQwen-3B-LCoT-SCE,0.4882551807951666,0.4116504854368932,8,1,515
allknowingroger/Gemma2Slerp2-2.6B,0.43009196715197595,0.5398058252427185,8,1,515
EpistemeAI/Llama-3.2-3B-Agent007-Coder,0.7187629059834016,0.49514563106796117,8,1,515
ell44ot/gemma-2b-def,0.13707092865801118,0.21165048543689322,9,1,515
Nexesenex/Llama_3.2_1b_SunOrca_V1,0.531249413303081,0.487378640776699,8,1,515
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-v2-epoch5,0.371042496060334,0.36310679611650487,8,1,515
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,0.2092439828011848,0.15922330097087378,8,1,515
Marsouuu/lareneg1_78B-ECE-PRYMMAL-Martial,0.2525411449187321,0.2174757281553398,8,1,515
lunahr/thea-3b-50r-u1,0.48837750016653514,0.5689320388349515,8,1,515
JayHyeon/Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,0.18351241939728907,0.17475728155339806,8,1,515
DavieLion/Llama-3.2-1B-SPIN-iter2,0.08170624281364659,0.08155339805825243,39,1,515
mosama/Qwen2.5-1.5B-Instruct-CoT-Reflection,0.25828908406937073,0.24271844660194175,8,1,515
mlx-community/Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1-float32,0.41189088374967675,0.29514563106796116,8,1,515
Daemontatox/NemoR,0.10595113520976428,0.18446601941747573,22,1,515
nvidia/Nemotron-Mini-4B-Instruct,0.531249413303081,0.6407766990291263,8,1,515
Sakalti/SJT-2B-V1.1,0.2610479483098708,0.34368932038834954,8,1,515
lesubra/ECE-PRYMMAL-3B-SLERP-V1,0.15693122958136183,0.2621359223300971,12,1,515
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.1-SFT-3B,0.6787772784225155,0.6737864077669903,8,1,515
Youlln/ECE.EIFFEIL.ia-0.5B-SLERP,0.22712838354932158,0.19611650485436893,8,1,515
ibm-granite/granite-3.0-1b-a400m-instruct,0.2775920217547974,0.2854368932038835,9,1,515
EpistemeAI/ReasoningCore-3B-RE1-V2C,0.25828908406937073,0.46601941747572817,8,1,515
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep,0.2092439828011848,0.19805825242718447,8,1,515
sarvamai/OpenHathi-7B-Hi-v0.1-Base,0.1352783319947342,0.12427184466019417,9,1,515
SicariusSicariiStuff/Eximius_Persona_5B,0.6590628936596872,0.6310679611650486,8,1,515
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,0.2092439828011848,0.1650485436893204,8,1,515
meta-llama/Llama-3.2-1B-Instruct,0.5733659218157412,0.5281553398058253,8,1,515
pints-ai/1.5-Pints-16K-v0.1,0.14800505246164736,0.10679611650485436,8,1,515
FlofloB/40k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,0.3389100894876306,0.2504854368932039,8,1,515
Columbia-NLP/LION-Gemma-2b-dpo-v1.0,0.1877566337843576,0.2543689320388349,10,1,515
JayHyeon/Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,0.20273285051446205,0.20970873786407768,8,1,515
Spestly/Athena-1-3B,0.5733659218157412,0.5281553398058253,8,1,515
Sakalti/SJT-1.5B-Alpha,0.2610479483098708,0.283495145631068,8,1,515
jpacifico/Lucie-Boosted-7B-Instruct,0.2557003511399481,0.20776699029126214,8,1,515
godlikehhd/alpaca_data_ifd_max_2600,0.2525411449187321,0.2504854368932039,8,1,515
Alepach/notHumpback-M1,0.11261293430815644,0.15922330097087378,13,1,515
h2oai/h2o-danube3-500m-chat,0.16380613311412975,0.1669902912621359,8,1,515
ontocord/wide_3b_sft_stage1.2-ss1-expert_news,0.11561702276164805,0.11067961165048544,14,1,515
postbot/gpt2-medium-emailgen,0.10270035276321213,0.1029126213592233,16,1,515
fblgit/miniclaus-qw1.5B-UNAMGS,0.2525411449187321,0.2757281553398058,8,1,515
Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties-v2,0.26001737254561846,0.3145631067961165,8,1,515
Invalid-Null/PeiYangMe-0.5,0.05765004376072918,0.07184466019417475,400,1,515
NotASI/FineTome-Llama3.2-1B-0929,0.34412686089189715,0.34757281553398056,8,1,515
FINGU-AI/Q-Small-3B,0.2752766853834662,0.36893203883495146,8,1,515
MaziyarPanahi/calme-2.1-phi3.5-4b,0.4882551807951666,0.5320388349514563,8,1,515
appvoid/arco-2-instruct,0.13338111830561697,0.1533980582524272,11,1,515
jpacifico/Lucie-7B-Instruct-Merged-Model_Stock-v1.1,0.25828908406937073,0.2446601941747573,8,1,515
MaziyarPanahi/calme-2.1-phi3-4b,0.44696890957771573,0.5087378640776699,8,1,515
JayHyeon/Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam,0.20273285051446205,0.19805825242718447,8,1,515
jebish7/Nemotron-Mini-4B-Instruct,0.21733853027699612,0.3300970873786408,8,1,515
ymcki/gemma-2-2b-jpn-it-abliterated-17-18-24,0.2752766853834662,0.46601941747572817,8,1,515
tinycompany/SigmaBoi-nomic-moe,0.1866031066223363,0.1883495145631068,8,1,515
JayHyeon/Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,0.1783399969027737,0.19029126213592232,8,1,515
bamec66557/VICIOUS_MESH-12B-0.X.ver,0.22712838354932158,0.3339805825242718,8,1,515
ontocord/wide_3b_sft_stage1.2-ss1-expert_how-to,0.12322521093652089,0.06796116504854369,12,1,515
DreadPoor/Elusive_Dragon_Heart-8B-LINEAR,0.47851091582394045,0.6951456310679611,8,1,515
Sakalti/Anemoi-3B,0.21332194330725857,0.32038834951456313,8,1,515
EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0,0.7710807292347233,0.7106796116504854,8,1,515
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,0.2092439828011848,0.22135922330097088,8,1,515
jpacifico/Chocolatine-3B-Instruct-DPO-v1.0,0.29954894156182155,0.31650485436893205,8,1,515
assskelad/smollm2-360M-sft_SmallThoughts,0.10897807823529998,0.14951456310679612,14,1,515
Sakalti/light-3b-beta,0.40224042788170755,0.5087378640776699,8,1,515
iFaz/llama32_3B_en_emo_5000_stp,0.7710807292347233,0.6912621359223301,8,1,515
Qwen/Qwen2.5-0.5B-Instruct,0.44978702555003186,0.27184466019417475,8,1,515
RESMPDEV/Qwen2-Wukong-0.5B,0.0815915342895556,0.10485436893203884,40,1,515
T145/qwen-2.5-3B-merge-test,0.48837750016653514,0.5436893203883495,8,1,515
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,0.6787772784225155,0.7048543689320388,8,1,515
Nexesenex/Llama_3.2_1b_Synopsys_0.1,0.1498148288161703,0.11844660194174757,9,1,515
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-epoch5,0.371042496060334,0.3786407766990291,8,1,515
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories.no_issue,0.08450936647382676,0.06796116504854369,30,1,515
bhuvneshsaini/merged_model,0.0770957179558379,0.11262135922330097,400,1,515
meditsolutions/Llama-3.2-SUN-HDIC-1B-Instruct,0.7734901515459606,0.6563106796116505,8,1,515
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-3ep_0alp_0lam,0.20273285051446205,0.18446601941747573,8,1,515
meditsolutions/Llama-3.2-SUN-1B-chat,0.5733659218157412,0.5067961165048543,8,1,515
brgx53/3Bgeneral-ECE-PRYMMAL-Martial,0.22789044639285794,0.2621359223300971,8,1,515
TinyLlama/TinyLlama-1.1B-Chat-v0.6,0.13720719165787887,0.11844660194174757,9,1,515
qq8933/OpenLongCoT-Base-Gemma2-2B,0.1545754865153801,0.14757281553398058,9,1,515
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_1vpo_const,0.20273285051446205,0.1941747572815534,8,1,515
netcat420/MFANN3bv0.19,0.15939055377947114,0.16893203883495145,8,1,515
VAGOsolutions/SauerkrautLM-Gemma-2b,0.18267561053651551,0.19223300970873786,8,1,515
Shreyash2010/Uma-4x4B-Instruct-v0.1,0.4882551807951666,0.5203883495145631,8,1,515
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V4,0.2449921385346757,0.26990291262135924,8,1,515
MaziyarPanahi/calme-2.2-phi3-4b,0.48837750016653514,0.4640776699029126,8,1,515
vhab10/llama-3-8b-merged-linear,0.5733659218157412,0.5475728155339806,8,1,515
Qwen/Qwen2.5-Math-7B-Instruct,0.20904623946837025,0.20970873786407768,9,1,515
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep,0.2092439828011848,0.20194174757281552,8,1,515
allenai/OLMoE-1B-7B-0924,0.16677292844684818,0.14757281553398058,8,1,515
OpenBuddy/openbuddy-zero-3b-v21.2-32k,0.29954894156182155,0.3339805825242718,8,1,515
agentlans/Llama-3.2-1B-Instruct-CrashCourse12K,0.48837750016653514,0.5048543689320388,8,1,515
google/recurrentgemma-2b-it,0.2449921385346757,0.24854368932038834,8,1,515
bamec66557/VICIOUS_MESH-12B_Razor,0.20273285051446205,0.3262135922330097,8,1,515
ontocord/merged_0.2_expert_0.8-stack_2x,0.1290973423104199,0.1087378640776699,11,1,515
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V3,0.2751670111120114,0.26019417475728157,8,1,515
magnifi/Phi3_intent_v56_3_w_unknown_5_lr_0.002,0.06735878140844798,0.11844660194174757,400,1,515
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,0.09685513515022708,0.06407766990291262,28,1,515
insightfactory/Llama-3.2-3B-Instruct-unsloth-bnb-4bitlora_model,0.3001148994546078,0.4097087378640777,8,1,515
tiiuae/Falcon3-1B-Instruct,0.5733659218157412,0.5242718446601942,8,1,515
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,0.18351241939728907,0.2,8,1,515
inumulaisk/eval_model,0.1498148288161703,0.13980582524271845,9,1,515
nbeerbower/Dumpling-Qwen2.5-1.5B,0.44696890957771573,0.31844660194174756,8,1,515
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-2ep_0alp_0lam,0.18351241939728907,0.2058252427184466,8,1,515
netcat420/MFANN3bv1.4,0.26233594111802544,0.28793774319066145,8,2,514
netcat420/MFANN3bv1.2,0.16124547730673297,0.21011673151750973,8,2,514
Mxode/NanoLM-1B-Instruct-v1.1,0.17278973179009963,0.17898832684824903,13,2,514
nidum/Nidum-Limitless-Gemma-2B,0.1736018924017108,0.19066147859922178,8,2,514
prithivMLmods/Bellatrix-1.5B-xElite,0.13581404619548398,0.13618677042801555,10,2,514
ontocord/wide_3b_sft_stage1.1-ss1-no_redteam_skg_poem.no_issue,0.09451994383181453,0.09727626459143969,21,2,514
allknowingroger/Gemma2Slerp1-2.6B,0.4212511696578211,0.490272373540856,8,2,514
OpenLLM-France/Lucie-7B,0.17971610710990837,0.1926070038910506,8,2,514
godlikehhd/alpaca_data_sampled_ifd_5200,0.2742038643764237,0.24124513618677043,8,2,514
tiiuae/falcon-mamba-7b,0.1736018924017108,0.28793774319066145,8,2,514
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-2ep_0alp_0lam,0.18248714395337673,0.19066147859922178,8,2,514
AI4free/Dhanishtha,0.22122217806532676,0.20233463035019456,8,2,514
bunnycore/Llama-3.2-3B-Long-Think,0.6982825111179445,0.5116731517509727,8,2,514
pszemraj/Llama-3-6.3b-v0.1,0.08649514866755176,0.07003891050583658,31,2,514
sabersaleh/Llama2-7B-SimPO,0.12473087931692571,0.12062256809338522,11,2,514
JayHyeon/Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,0.17112866527532794,0.1867704280155642,8,2,514
ValiantLabs/Llama3.2-3B-ShiningValiant2,0.10409726640843384,0.19455252918287938,16,2,514
T145/ZEUS-8B-V15,0.727955230446354,0.6848249027237354,8,2,514
vonjack/Phi-3-mini-4k-instruct-LLaMAfied,0.477173007790699,0.5505836575875487,8,2,514
Sakalti/Llama3.2-3B-Uranus-1,0.39593429823563864,0.48638132295719844,8,2,514
Novaciano/LEWD-Mental-Cultist-3.2-1B,0.553637103239883,0.48249027237354086,8,2,514
llnYou/ECE-PRYMMAL-YL-1B-SLERP-V5,0.32892956066608114,0.27626459143968873,8,2,514
Sakalti/Saba1.5-Pro-3B,0.1987409956036022,0.1828793774319066,8,2,514
Sakalti/SJT-0.5B,0.22426389790367468,0.17898832684824903,8,2,514
ontocord/wide_3b_sft_stage1.1-ss1-with_math.no_issue,0.09637322754818937,0.08171206225680934,20,2,514
pankajmathur/orca_mini_v9_6_1B-Instruct,0.5986228253801509,0.5758754863813229,8,2,514
iFaz/llama32_3B_en_emo_1000_stp,0.738155001963037,0.7159533073929961,8,2,514
KingNish/qwen-1b-continued-v2.1,0.110561662071077,0.05642023346303502,14,2,514
akhadangi/Llama3.2.1B.0.01-First,0.10110543651491519,0.05058365758754864,16,2,514
Youlln/ECE-PRYMMAL0.5-FT,0.12157343190991346,0.14007782101167315,11,2,514
netcat420/MFANN-phigments-slerp-V3.2,0.26233594111802544,0.28793774319066145,8,2,514
microsoft/Phi-3-mini-4k-instruct,0.477173007790699,0.5136186770428015,8,2,514
LLM4Binary/llm4decompile-1.3b-v2,0.22849733545079978,0.16536964980544747,9,2,514
Mxode/NanoLM-1B-Instruct-v2,0.19695064247335026,0.21206225680933852,15,2,514
JayHyeon/Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,0.18248714395337673,0.20428015564202334,8,2,514
lesubra/ECE-EIFFEL-3Bv3,0.3000604309689827,0.32684824902723736,8,2,514
vonjack/SmolLM2-360M-Merged,0.2791040708711691,0.26459143968871596,8,2,514
yuchenxie/ArlowGPT-3B-Multilingual,0.6982825111179445,0.6167315175097277,8,2,514
allenai/OLMo-7B-hf,0.18799850234221394,0.20622568093385213,8,2,514
EpistemeAI/ReasoningCore-3B-T1_1,0.7731618184202376,0.7178988326848249,8,2,514
Youlln/3PRYMMAL-PHI3-3B-SLERP,0.3000604309689827,0.3093385214007782,8,2,514
JayHyeon/Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,0.1796050163968687,0.17898832684824903,8,2,514
HuggingFaceTB/SmolLM-1.7B,0.11921917408703812,0.16926070038910507,12,2,514
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,0.4212511696578211,0.5097276264591439,8,2,514
godlikehhd/alpaca_data_ifd_me_max_5200,0.2742038643764237,0.3132295719844358,8,2,514
NYTK/PULI-LlumiX-32K,0.09971383544694264,0.10894941634241245,17,2,514
Nexesenex/Llama_3.2_1b_RandomLego_RP_R1_0.1,0.54219985095339,0.5077821011673151,8,2,514
aloobun/d-SmolLM2-360M,0.10443577545956656,0.14007782101167315,15,2,514
V3N0M/Jenna-Tiny-2.0,0.13612931973629955,0.16342412451361868,10,2,514
Sicarius-Prototyping/Micropenis_1B,0.30776318950021236,0.2840466926070039,8,2,514
meditsolutions/Llama-3.2-SUN-2.5B-chat,0.54219985095339,0.5252918287937743,8,2,514
DeepMount00/Lexora-Lite-3B_v2,0.477173007790699,0.46303501945525294,8,2,514
