model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_correctness,theta_cat_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_full_scaffolding,theta_cat_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding
Qwen/Qwen3-4B,23,125,precision_reached,True,125,0,0.5638827433628318,3.7333333333574847,3.582759,3.6032567352123612,3.733648821351716,0.153991,107,-1.7538453673573613,-1.290929,-1.4067235016943607,-1.489700145054397,0.198888,46
TinyLlama/TinyLlama-1.1B-Chat-v1.0,50,228,max_scenarios_reached,False,228,0,0.038034425319267075,-2.4642888113321746,-1.735565,-2.0165446743209055,-2.178311234032733,0.248342,170,-1.0021383923676077,-0.84052,-0.8094512066110114,-0.9018388494677336,0.249618,95
allenai/OLMo-2-0425-1B,50,245,max_scenarios_reached,False,245,0,0.0980011104941699,-0.7460249019514619,-0.75281,-0.7907309453795012,-0.8073602202765462,0.236871,177,-0.3169938145642374,-0.186229,-0.1983578263619161,-0.1933091607576533,0.238702,106
allenai/OLMo-2-1124-7B,50,257,max_scenarios_reached,False,257,0,0.23218776194467727,1.0679491709585387,1.346752,1.3411097241829713,1.3949392344010596,0.170099,176,-0.24419939235797827,-0.595935,-0.6086460745596075,-0.6380364316462706,0.219026,140
bigscience/bloom-1b1,50,226,max_scenarios_reached,False,226,0,0.035664915675974566,-4.437655252108893,-2.758827,-3.401641688090554,-4.066962015004033,0.26225,181,0.6987064855773166,0.670098,0.7108080538141387,0.7791567005269978,0.261026,73
bigscience/bloom-1b7,50,255,max_scenarios_reached,False,255,0,0.027101769911504425,-4.960605116581176,-2.793349,-3.7253320014854174,-5.080284539409486,0.250915,197,0.09565416135613361,0.31712,0.28921962783294647,0.33349207067889136,0.248551,94
bigscience/bloom-3b,50,242,max_scenarios_reached,False,242,0,0.031500414479137887,-3.9429269883085247,-2.758903,-3.6352963104439953,-4.973877402979944,0.264279,188,-0.0047780897154424355,0.172059,0.16434032385590724,0.19121737282359827,0.263875,91
bigscience/bloom-560m,50,228,max_scenarios_reached,False,228,0,0.027446631549764348,-5.827752169801535,-2.746196,-3.8151420060499217,-6.3332538337279995,0.254296,185,0.7089058384398854,0.785474,0.7907273869237257,0.8522819596054856,0.253836,76
bigscience/bloom-7b1,50,235,max_scenarios_reached,False,235,0,0.041515742546670384,-2.9009102408137895,-2.169075,-2.4769730377569052,-2.6881139497756026,0.24648,181,-0.0728983384781087,-0.165334,-0.2571157278849758,-0.2508704645119953,0.247736,88
bigscience/bloomz-1b7,50,246,max_scenarios_reached,False,246,0,0.049945115257958285,-5.76978070902452,-3.028136,-4.119033008947914,-5.898772501648615,0.251276,210,2.1844777616677344,2.348485,2.224896047573841,3.5481585199560017,0.163191,76
bigscience/bloomz-3b,50,251,max_scenarios_reached,False,251,0,0.04811657959857025,-5.286124840907665,-2.954004,-4.10786619255168,-6.965397615550467,0.243953,221,1.815393473636127,2.212553,1.7012996468843833,1.8862945225743382,0.179672,72
bigscience/bloomz-7b1,50,246,max_scenarios_reached,False,246,0,0.06081452944413869,-5.405328248478725,-3.044034,-4.128250409081686,-6.822798609502498,0.253505,209,3.044363107245883,2.425235,2.5261839983137784,4.007605372291917,0.1723,82
deepseek-ai/deepseek-coder-6.7b-base,50,259,max_scenarios_reached,False,259,0,0.08817025981205086,-0.8114363421730199,-0.938711,-1.072401091935018,-1.1048682045147011,0.224529,182,-0.21482492799145192,-0.182938,-0.21278623388701115,-0.205643807681127,0.222232,122
deepseek-ai/deepseek-llm-7b-base,50,240,max_scenarios_reached,False,240,0,0.052821795941062,-2.2903121688514503,-1.561214,-1.77786153496318,-1.8953769950779311,0.239424,174,0.1231432053617092,-0.013136,-0.021379232536995797,-0.00795784125539818,0.241546,107
deepseek-ai/deepseek-math-7b-base,50,251,max_scenarios_reached,False,251,0,0.03624792473713337,-4.235961032585829,-2.753871,-3.235392557698756,-3.671684017764055,0.254174,209,0.7829444493165594,1.054687,1.047892316808808,1.133984147437311,0.25333,78
facebook/opt-1.3b,50,262,max_scenarios_reached,False,262,0,0.0763927192498621,-2.0574105868714305,-2.247247,-2.735363777426759,-2.96991248373839,0.218178,213,1.2897133072390043,1.560948,1.5090297357307574,1.6094710419197593,0.215635,90
facebook/opt-2.7b,50,255,max_scenarios_reached,False,255,0,0.07620099392600774,-2.050553326049414,-2.175968,-2.404001188654607,-2.5619927293969615,0.232064,203,1.3089919875665452,1.28094,1.2963853711547482,1.3817198874523788,0.230967,89
facebook/opt-6.7b,50,262,max_scenarios_reached,False,262,0,0.06681391496410823,-2.342495224523608,-1.645503,-1.7995029499158024,-1.8673574665450452,0.207044,223,1.0389512025929872,1.38756,1.197089655697374,1.3097008738289495,0.206464,78
google/gemma-2-2b,50,252,max_scenarios_reached,False,252,0,0.08592017738359202,-1.0082732298340478,-0.558082,-0.6193576953796074,-0.6147691246821673,0.234572,172,-0.037984740882366974,-0.169423,-0.17832821693872275,-0.1767835950783827,0.233638,125
h2oai/h2o-danube2-1.8b-base,50,239,max_scenarios_reached,False,239,0,0.06533776301218161,-1.3420890617250643,-0.92098,-0.9748241880669206,-1.0006236507873165,0.247161,172,-0.37739294453153627,-0.322578,-0.32729982102303706,-0.3379940952894919,0.252154,106
h2oai/h2o-danube3-4b-base,50,241,max_scenarios_reached,False,241,0,0.13841886269070736,0.20966859966060283,0.152396,0.10048038782260964,0.1397961050876517,0.192669,166,-0.8176376397761336,-0.658585,-0.4870308264179288,-0.5129911801728418,0.204956,117
ibm-granite/granite-3.0-2b-base,15,72,precision_reached,True,72,0,0.19410112359550563,0.8000040259698971,0.942739,0.7563271960767493,0.89660833699518,0.197605,58,0.1461895373332753,0.565068,0.2876500325883702,0.47142226314744295,0.187421,30
ibm-granite/granite-3.1-2b-base,33,162,precision_reached,True,162,0,0.1902493695713085,0.7999945858881456,0.755605,0.7009299377391753,0.7613302707766134,0.192766,124,-0.08273636877318753,0.435712,0.29433823304981377,0.36874595931646387,0.198932,70
ibm-granite/granite-3.1-2b-instruct,50,254,max_scenarios_reached,False,254,0,0.26748740906547286,1.3347056779546334,1.292345,1.2736748848134087,1.3256881560292684,0.171,177,0.016719479416480658,0.06332,0.024892057861880108,0.047956841349086225,0.207577,129
lmsys/vicuna-7b-v1.5,50,255,max_scenarios_reached,False,255,0,0.1433370660694289,-6.409528986502294e-06,-0.370238,-0.3920528455013027,-0.3845046280059016,0.211413,179,0.3665693602609425,0.243783,0.23406708557330155,0.2628241694671072,0.215588,119
meta-llama/Llama-3.2-1B,50,240,max_scenarios_reached,False,240,0,0.04600280504908836,-2.8426214804267453,-2.200788,-2.427674952776044,-2.6281634924953923,0.25528,185,0.2840959415296861,0.349948,0.32283235998982057,0.36257675758272656,0.251659,88
meta-llama/Llama-3.2-1B-Instruct,50,243,max_scenarios_reached,False,243,0,0.09773172780733688,-0.3044642739038534,-0.437728,-0.4915050280352849,-0.4838827426622272,0.227956,164,-1.361391226034001,-1.016089,-1.010962686733923,-1.1032413623128239,0.239897,127
meta-llama/Llama-3.2-3B,19,98,precision_reached,True,98,0,0.11135672837800498,-0.27561783290018527,0.835635,0.6235440221790239,0.7547592451967998,0.185692,76,-0.10852009035254866,0.371237,0.05457089133897582,0.14088214882879593,0.198953,42
meta-llama/Llama-3.2-3B-Instruct,14,74,precision_reached,True,74,0,0.2624612785130949,1.0838963117560316,1.28904,1.244899513573465,1.362346394603574,0.19102,66,1.3324823007312314,1.309352,1.374327181391252,1.1950441759863701,0.197846,25
microsoft/Phi-3-mini-4k-instruct,40,190,precision_reached,True,190,0,0.15995556789780616,0.5112643879225656,1.021435,0.9245861229924334,0.9932727439196786,0.186055,139,0.6607022606480843,0.455982,0.4312531819848123,0.5009923619955853,0.198189,96
microsoft/Phi-3.5-mini-instruct,50,273,max_scenarios_reached,False,273,0,0.25681691708402893,1.5730780189339293,1.765949,1.7189072910367444,1.7669094529519478,0.148228,200,-1.2171935702176462,-1.357068,-1.3224433051717357,-1.3949823524621734,0.215893,135
microsoft/phi-1_5,50,237,max_scenarios_reached,False,237,0,0.05102040816326531,-2.3306596263130954,-1.377075,-1.470263255383671,-1.5450911337931328,0.24272,172,0.13447667774889266,-0.141168,-0.1844721793059348,-0.17503124311587231,0.241917,101
microsoft/phi-2,45,236,precision_reached,True,236,0,0.1493741307371349,0.2527523108132778,0.616761,0.5880414338576073,0.6336353813111546,0.185703,166,0.4302206536028135,0.310459,0.27786799918649846,0.313977262894183,0.197903,124
mistralai/Mistral-7B-Instruct-v0.3,25,124,precision_reached,True,124,0,0.23854748603351955,1.0668112306300277,1.284467,1.2538427903323845,1.3207611889291078,0.192956,99,0.717597282939786,0.363404,0.3188168114200353,0.4042196788811894,0.199984,57
mistralai/Mistral-7B-v0.1,50,268,max_scenarios_reached,False,268,0,0.18570207917972087,0.7864273433295145,0.521076,0.4862883224261542,0.5233800416448541,0.184146,185,0.30282535727728804,0.396682,0.36728711085405163,0.40219803673107724,0.205031,143
mistralai/Mistral-7B-v0.3,40,209,precision_reached,True,209,0,0.19765110283586365,0.8000446279587317,0.515235,0.48413014901993573,0.5342303345913079,0.191497,151,0.4655726296540811,0.493353,0.4552386356935482,0.5221767898376615,0.197734,106
nvidia/Nemotron-Mini-4B-Instruct,50,254,max_scenarios_reached,False,254,0,0.13283208020050125,-8.062604921794134e-05,0.223296,0.20154966035725264,0.24502148215088684,0.207185,170,-0.19629786086394507,-0.40985,-0.4170981629030267,-0.4298090534802397,0.231573,134
openai-community/gpt2,50,246,max_scenarios_reached,False,246,0,0.042652724270776,-5.398024916622208,-3.070148,-3.8594638385156266,-5.051648487501793,0.260288,209,1.6663560743302201,2.14468,2.2237907619695036,2.564134669344591,0.259322,76
openai-community/gpt2-large,50,242,max_scenarios_reached,False,242,0,0.0539053905390539,-3.744539762512349,-2.911839,-3.895786261702844,-5.589819771691148,0.251734,197,1.4184527424514666,1.095251,1.183630895567369,1.2663830019039986,0.24946,78
openai-community/gpt2-medium,50,246,max_scenarios_reached,False,246,0,0.038821585903083704,-5.924247313622586,-2.883245,-3.9601544805419566,-6.74701976061186,0.254248,198,1.4161077172324257,1.271102,1.321825697844879,1.4088537117520668,0.253612,81
openai-community/gpt2-xl,50,246,max_scenarios_reached,False,246,0,0.05428492697712869,-3.532540434781222,-2.728095,-3.404592372086715,-4.009250795267301,0.246531,202,1.3865815513411168,1.397389,1.4076447257546636,1.4927325534752094,0.244397,79
openbmb/MiniCPM-2B-sft-bf16,50,249,max_scenarios_reached,False,249,0,0.05194805194805195,-2.4912677930267755,-1.554659,-1.7109143421162571,-1.801734276696708,0.223651,191,0.5904124702673437,0.560679,0.5793529842669165,0.623471002701639,0.2235,98
stabilityai/stablelm-2-1_6b,50,253,max_scenarios_reached,False,253,0,0.060077519379844964,-2.0550287575863315,-1.874844,-2.2240369088906116,-2.347885706155021,0.212306,209,0.4151469729445256,1.161587,0.7614228163505149,0.8490458590749996,0.212813,81
stabilityai/stablelm-2-zephyr-1_6b,50,236,max_scenarios_reached,False,236,0,0.06698034874065874,-1.2294486135534912,-1.014598,-1.1149800502135954,-1.1549696798569216,0.251477,164,-1.0081442751371654,-0.610488,-0.626320361259758,-0.669989233127171,0.252827,111
stabilityai/stablelm-3b-4e1t,50,243,max_scenarios_reached,False,243,0,0.05629506378258458,-2.118216130346594,-1.397122,-1.507648009621541,-1.5743476971844097,0.225798,182,-0.016115734778638306,0.165182,0.10163464667976398,0.1291017988764503,0.226006,98
stabilityai/stablelm-zephyr-3b,50,256,max_scenarios_reached,False,256,0,0.0802899358795651,-0.7926830767382889,-0.505046,-0.5338613850524169,-0.5286882634157282,0.224069,182,-1.3171549854701485,-0.981166,-0.9672936420143158,-1.0554391180462406,0.233258,116
tiiuae/Falcon3-1B-Base,50,265,max_scenarios_reached,False,265,0,0.13730929264909847,0.2659766949777516,0.738516,0.4999944194450659,0.5590178576273785,0.15836,183,-1.1097320561835,-1.129602,-1.1036135289852271,-1.1902475491223417,0.201928,145
tiiuae/Falcon3-3B-Base,50,266,max_scenarios_reached,False,266,0,0.28531311429373774,1.6000588781172054,1.785285,1.7769857538978286,1.8327435318162713,0.148983,197,-1.0888767127534167,-0.958416,-0.9931673214499602,-1.0679308645961394,0.214543,129
tiiuae/Falcon3-7B-Base,13,65,precision_reached,True,65,0,0.375280269058296,2.399999974068973,2.284524,2.2710324798039943,2.3327913075562368,0.169463,58,-0.09330280587173008,0.01123,-0.08021029308882376,0.006258384293967216,0.199033,20
togethercomputer/RedPajama-INCITE-7B-Base,50,261,max_scenarios_reached,False,261,0,0.03567477876106195,-3.8702515644809203,-2.605833,-3.0822470478881234,-3.4850335874454346,0.253746,209,0.6306433156824678,0.957486,0.9680061067369791,1.0452115948628071,0.253185,86
togethercomputer/RedPajama-INCITE-Base-3B-v1,50,247,max_scenarios_reached,False,247,0,0.04674182018146824,-3.772736319507034,-2.457207,-2.8502233427737096,-3.127969737623768,0.244005,202,1.1760353782548227,1.251996,1.2632418982354017,1.34127573326168,0.242998,78
01-ai/Yi-1.5-6B,50,263,max_scenarios_reached,False,263,0,0.20268787712561712,1.0521384193347993,0.872681,0.8307978758071963,0.8730075403622596,0.179272,182,-0.8128671205405272,-1.089503,-1.1294154217037753,-1.2104562434221249,0.211146,141
01-ai/Yi-1.5-6B-Chat,12,64,precision_reached,True,64,0,0.3069116840373011,1.6224521196303447,1.257431,1.2079652830351881,1.2735331075665843,0.171337,58,-0.8348538290543142,0.517566,0.24490392616327214,0.521773616428998,0.173656,19
01-ai/Yi-6B-200K,50,253,max_scenarios_reached,False,253,0,0.08804168952276467,-1.6224345546632073,-1.868125,-2.0114857417714282,-2.1166543012157475,0.233405,204,1.1926632223328988,0.916164,0.9138928652099376,0.9812196974058279,0.23361,82
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,50,255,max_scenarios_reached,False,255,0,0.06884256719692813,-4.517662857640513,-3.023574,-3.954650490405918,-5.668594393239139,0.250981,211,3.052581570900868,2.313654,2.57560448339212,3.558429082893258,0.23006,88
BEE-spoke-data/smol_llama-220M-openhermes,50,244,max_scenarios_reached,False,244,0,0.05019199122325837,-4.177679754580565,-2.742185,-3.4329847243597533,-4.046513822404034,0.2431,202,1.2237322836052411,1.323757,1.338506657212274,1.4302099223113651,0.243165,74
BSC-LT/salamandra-2b,50,247,max_scenarios_reached,False,247,0,0.07679648930334614,-2.6223159141873666,-2.289065,-2.676794339850843,-2.9124136419961335,0.235742,192,1.4453735204055969,1.114153,1.1796670416569215,1.2484382377269994,0.231209,92
BSC-LT/salamandra-2b-instruct,50,240,max_scenarios_reached,False,240,0,0.06637410861217773,-2.172446028818473,-2.13336,-2.396719007449784,-2.579449440666492,0.246246,180,0.28852104994702443,0.270232,0.24530983231400774,0.2844322817069384,0.244328,93
BSC-LT/salamandra-7b,50,251,max_scenarios_reached,False,251,0,0.1086121777290181,-1.0885808412484252,-1.21997,-1.284288054209445,-1.3296639684760243,0.219676,191,1.0848918498210227,0.810453,0.8227373866212742,0.8779753787824164,0.221462,97
BSC-LT/salamandra-7b-instruct,50,259,max_scenarios_reached,False,259,0,0.1151947339550192,-0.5296553482314417,-0.784839,-0.821534819190712,-0.8345430454599799,0.229776,185,-0.31464832719440566,-0.215795,-0.22152367465135753,-0.21826369021285502,0.231681,119
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,41,215,precision_reached,True,215,0,0.374108612177729,2.1333334954262577,2.493751,2.466343650847703,2.5384157850703364,0.134833,166,-0.005814198328095154,-0.394585,-0.4205711108662238,-0.44503532211448765,0.198741,94
OpenBMB/MiniCPM4-0.5B,50,242,max_scenarios_reached,False,242,0,0.09736697750959956,-0.8165980502716068,-0.79463,-0.8352059775215568,-0.8486955420211986,0.219543,183,-0.779531376333615,-0.950671,-0.9018393632346496,-0.9990905313471604,0.222788,96
Qwen/Qwen1.5-1.8B,50,224,max_scenarios_reached,False,224,0,0.03510696653867252,-3.876432013619266,-2.679066,-3.331366598023666,-4.069382959443444,0.271034,173,-0.26852132440734644,-0.327318,-0.33814547137354917,-0.34900942291968484,0.271336,81
Qwen/Qwen1.5-1.8B-Chat,50,238,max_scenarios_reached,False,238,0,0.06637410861217773,-1.8376143878789182,-1.851041,-2.0973757854640938,-2.2765808335101005,0.257785,176,-0.7034609429356069,-0.580967,-0.5841603894569419,-0.6157511941430942,0.255801,98
ai-forever/mGPT,50,249,max_scenarios_reached,False,249,0,0.0575973669775096,-5.213090026971882,-3.267319,-3.9953499296144788,-5.750882874393012,0.276712,209,2.9121401375106646,2.470862,2.4790798507030827,3.571502410510287,0.179895,87
allenai/OLMo-1B-hf,50,250,max_scenarios_reached,False,250,0,0.06034009873834339,-5.26669798720668,-3.09669,-4.007236938714771,-5.467574817518416,0.258048,210,2.9426319746452942,2.2519,2.4323826210797543,3.415657945111493,0.235685,80
allenai/OLMo-2-0425-1B-DPO,50,244,max_scenarios_reached,False,244,0,0.149519890260631,0.11365159504672202,0.317066,0.256515919072096,0.3112373573347506,0.207548,161,-1.2050625582560959,-0.957108,-0.9681528265507051,-1.043837063257316,0.227826,131
allenai/OLMo-2-0425-1B-Instruct,50,249,max_scenarios_reached,False,249,0,0.15633571036752605,0.2663012466379264,0.538479,0.4775360537020619,0.5197885342770151,0.187066,171,-1.1583233508023318,-0.923051,-0.8995315797240995,-0.9695736200931665,0.222172,125
arcee-ai/raspberry-3B,15,75,precision_reached,True,75,0,0.2421832144816237,1.0666706086014397,1.165132,1.0773454929334627,1.2279043556862257,0.188236,63,0.10000889472275093,0.368814,0.12393249562435162,0.25656631042794686,0.189713,27
google/gemma-2b,50,247,max_scenarios_reached,False,247,0,0.09053497942386832,-1.5538550242294311,-1.461477,-1.7303996252045983,-1.8296870559267466,0.218231,184,1.1818637689335223,0.621449,0.6452586209578862,0.6915516659815183,0.218494,101
h2oai/h2o-danube-1.8b-chat,50,243,max_scenarios_reached,False,243,0,0.07076247942951179,-1.8545723025505716,-1.576532,-1.7670489305397987,-1.8853708400840354,0.245823,180,-0.20954693468856123,-0.341849,-0.3411470552125578,-0.3556440132896289,0.244286,104
h2oai/h2o-danube2-1.8b-chat,50,238,max_scenarios_reached,False,238,0,0.08340192043895747,-1.3369594133625025,-1.164226,-1.2497046094742763,-1.29902599687004,0.236193,171,-0.05947454238525246,0.012684,0.0047152140460585985,0.020010601288414705,0.238534,102
ibm-granite/granite-7b-instruct,50,260,max_scenarios_reached,False,260,0,0.11985737794843665,-0.7698076421294883,-0.686516,-0.7296336445012367,-0.737633767859691,0.207282,193,1.110469473226461,0.899016,0.9247233753363195,0.9860064691993392,0.205554,112
ibm/PowerLM-3b,50,256,max_scenarios_reached,False,256,0,0.17882611080636313,0.4756015564518142,0.485458,0.3839250702812653,0.4202813405247045,0.205197,178,-0.27267689739752676,-0.221189,-0.21900868583614402,-0.21691607888572123,0.221349,127
nvidia/AceInstruct-1.5B,44,220,precision_reached,True,220,0,0.2616566099835436,1.3333333221185089,1.672215,1.5980279701560094,1.6436676884030907,0.151569,161,-0.8525747126659471,-0.738559,-1.0174476060414224,-1.1069022028311395,0.198693,105
openbmb/MiniCPM-1B-sft-bf16,50,246,max_scenarios_reached,False,246,0,0.0575973669775096,-4.135947456453361,-2.745236,-3.2202799112988956,-3.6449586292886984,0.257325,202,2.097998183900827,1.815319,1.8632963955065052,1.9992591236592545,0.253465,81
