model,actual_atlas_bank,pirt_pred,mean_p_pred,theta,se,n_items
ibm-granite/granite-3.1-2b-base,0.44769230769230767,0.5907615699463192,0.5923632456328856,-1.168123768268058,0.2451602885199131,9
ibm-granite/granite-3.1-2b-instruct,0.44,0.5392011970114311,0.5408487262363824,-1.698551817735523,0.20778709651650315,8
lmsys/vicuna-7b-v1.5,0.3861538461538462,0.5229244948241262,0.5247165795696653,-1.8962639515066662,0.22399860769521718,8
meta-llama/Llama-3.2-1B,0.27692307692307694,0.5067492535561975,0.5089121299847499,-2.111243532312096,0.2621224720430233,8
meta-llama/Llama-3.2-1B-Instruct,0.3153846153846154,0.5392011970114311,0.5408487262363824,-1.698551817735523,0.20778709651650315,8
meta-llama/Llama-3.2-3B,0.4276923076923077,0.5907615699463192,0.5923632456328856,-1.168123768268058,0.2451602885199131,9
meta-llama/Llama-3.2-3B-Instruct,0.4369230769230769,0.5393019492784085,0.539682838441298,-1.7121679534214682,0.29012080842073107,9
microsoft/Phi-3.5-mini-instruct,0.4876923076923077,0.5941438694095128,0.5940131967061744,-1.152653323982692,0.2854527632829216,12
mistralai/Mistral-7B-Instruct-v0.3,0.5784615384615385,0.6029863559182398,0.6028902956086717,-1.0705705556416105,0.22670202487922528,11
mistralai/Mistral-7B-v0.1,0.5384615384615384,0.6029863559182398,0.6028902956086717,-1.0705705556416105,0.22670202487922528,11
nvidia/Nemotron-Mini-4B-Instruct,0.42923076923076925,0.5472096062637827,0.5480667010714566,-1.6163985972020893,0.27390100016688873,11
openbmb/MiniCPM-2B-sft-bf16,0.45384615384615384,0.5437977619838091,0.5433041448408595,-1.6701977945040263,0.2974078906876496,9
stabilityai/stablelm-2-1_6b,0.3446153846153846,0.550016578629372,0.5512158792637428,-1.581640584898452,0.2069171905232285,8
stabilityai/stablelm-2-zephyr-1_6b,0.32153846153846155,0.5390609220338032,0.5403011603461044,-1.7049342895472928,0.24113714913851056,8
stabilityai/stablelm-3b-4e1t,0.34615384615384615,0.5357518807657955,0.5372185104900538,-1.7412803606447635,0.21374863072675504,8
stabilityai/stablelm-zephyr-3b,0.32769230769230767,0.5422926153432571,0.5405280883046728,-1.7022865379370695,0.2928262348794574,18
state-spaces/mamba-2.8b-hf,0.31846153846153846,0.5229244948241262,0.5247165795696653,-1.8962639515066662,0.22399860769521718,8
tiiuae/Falcon3-1B-Base,0.3676923076923077,0.5361406459063637,0.5376483423512592,-1.736169698159618,0.20683562270634712,8
tiiuae/Falcon3-3B-Base,0.4307692307692308,0.5520183725443708,0.5532276992776386,-1.5597527487958591,0.22008676332128405,8
tiiuae/Falcon3-7B-Base,0.5261538461538462,0.586501077648738,0.5877736962315618,-1.2115274209251239,0.25745708963069297,9
