model,actual_full,pirt_pred,theta,se,n_items
LilRg/10PRYMMAL-3B-slerp,0.16074766355140188,0.115535196699172,-1.1340999505339582,0.2975310957383946,16
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,0.18130841121495328,0.2560787624145828,0.2985795938715632,0.214202543055396,8
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.34579439252336447,0.437480383868001,0.8921408924774179,0.15707953395061572,8
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,0.5364485981308411,0.5830131934949938,1.2206735674872935,0.1336964789409615,8
NotASI/FineTome-v1.5-Llama3.2-1B-1007,0.3364485981308411,0.437480383868001,0.8921408924774179,0.15707953395061572,8
NousResearch/Hermes-3-Llama-3.2-3B,0.31401869158878504,0.36094823501684725,0.704750301430052,0.22170679858655679,8
Novaciano/ASTAROTH-3.2-1B,0.5046728971962616,0.4554731759944377,0.9317453566306642,0.17518236806462478,8
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,0.6,0.688848255283262,1.5007403115814797,0.10341420808085745,8
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,0.4411214953271028,0.36094823501684725,0.704750301430052,0.22170679858655679,8
Qwen/Qwen2.5-3B-Instruct,0.6074766355140186,0.5787863531723707,1.210799931474377,0.13543595555650056,8
RezVortex/Jajuka-3b,0.6560747663551402,0.7434238048446552,1.692068923026832,0.12359861461633412,8
Sakalti/Sailor-japanese,0.11962616822429907,0.0949056416342219,-2.0879355379602753,0.27276981709885945,16
Sakalti/Saka-1.5B,0.2130841121495327,0.19060629955976677,-0.1744310563815441,0.27007340650545814,8
Sakalti/tara-3.8B,0.34205607476635513,0.28178544674861017,0.4280423514302736,0.17440657212985933,8
SultanR/SmolTulu-1.7b-Reinforced,0.6373831775700934,0.5830131934949938,1.2206735674872935,0.1336964789409615,8
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,0.5214953271028038,0.44083804421161593,0.8996390986718156,0.13551484944764736,8
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,0.14766355140186915,0.17986994533981804,-0.27437667423206213,0.2761532319071534,8
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.16822429906542055,0.10242462455948234,-1.3615417863265529,0.2924400838134216,12
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,0.497196261682243,0.5309200082683193,1.1000456257952809,0.15129296458354283,8
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.47289719626168225,0.5025683796699296,1.036442244016484,0.14542062952817497,8
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.35700934579439253,0.4138856400272147,0.8386852448060123,0.13270219462637425,8
Youlln/2PRYMMAL-Yi1.5-6B-SLERP,0.21869158878504674,0.27501891820849667,0.39749698255220317,0.20598791243451492,8
akhadangi/Llama3.2.1B.0.1-Last,0.06355140186915888,0.15126360449005385,-0.5969671798228942,0.2975059213790288,12
allenai/OLMo-7B-Instruct-hf,0.2803738317757009,0.2298529368399039,0.13803719885889826,0.24050783725081584,8
anakin87/gemma-2b-orpo,0.19439252336448598,0.17472893580207116,-0.3297307893133186,0.29572188897038143,10
arcee-ai/raspberry-3B,0.2523364485981308,0.2927466179747352,0.4729126439838065,0.15646400150229856,8
awnr/Mistral-7B-v0.1-signtensors-1-over-4,0.14766355140186915,0.12617639543006412,-0.9551887372841267,0.2948625445287952,14
bamec66557/VICIOUS_MESH-12B,0.32897196261682243,0.20401930844016725,-0.05812121655452836,0.280744104414937,8
bunnycore/Llama-3.2-3B-Della,0.2897196261682243,0.2641246648324773,0.3408507826629424,0.19465367319411334,8
bunnycore/QwQen-3B-LCoT,0.5607476635514018,0.4853689637230143,0.9976827729535488,0.11966414857855413,8
bunnycore/Qwen2.5-3B-Model-Stock-v4.1,0.5981308411214953,0.5787863531723707,1.210799931474377,0.13543595555650056,8
bunnycore/Smol-Llama-3.2-3B,0.6280373831775701,0.7434238048446552,1.692068923026832,0.12359861461633412,8
carsenk/phi3.5_mini_exp_825_uncensored,0.09158878504672897,0.10242462455948234,-1.3615417863265529,0.2924400838134216,12
cjvt/GaMS-1B,0.102803738317757,0.09709619744361114,-1.6383953902162054,0.2887439278481725,19
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,0.4261682242990654,0.44083804421161593,0.8996390986718156,0.13551484944764736,8
dwikitheduck/gemma-2-2b-id-inst,0.33457943925233646,0.17986994533981804,-0.27437667423206213,0.2761532319071534,8
dwikitheduck/gemma-2-2b-id-instruct,0.33457943925233646,0.17986994533981804,-0.27437667423206213,0.2761532319071534,8
ewre324/Thinker-Qwen2.5-0.5B-Instruct-Reasoning,0.18317757009345795,0.22744671292814755,0.11973934709540236,0.24729478534588484,8
godlikehhd/alpaca_data_ifd_min_2600,0.3121495327102804,0.27501891820849667,0.39749698255220317,0.20598791243451492,8
godlikehhd/alpaca_data_score_max_0.3_2600,0.2691588785046729,0.2641246648324773,0.3408507826629424,0.19465367319411334,8
godlikehhd/alpaca_data_score_max_2500,0.28785046728971964,0.2641246648324773,0.3408507826629424,0.19465367319411334,8
google/flan-t5-base,0.12897196261682242,0.09554650882651938,-1.6633601584151738,0.2910597417362052,10
hotmailuser/QwenSlerp2-3B,0.35887850467289717,0.350397775598012,0.6746253174882031,0.1645081414934316,8
iFaz/llama31_8B_en_emo_v4,0.2467289719626168,0.5633838899171266,1.1744147730188936,0.13018719126834646,8
ibm-granite/granite-3.1-2b-base,0.28785046728971964,0.27501891820849667,0.39749698255220317,0.20598791243451492,8
jaspionjader/test-11,0.3813084112149533,0.3620909812166244,0.708935847294862,0.10633350286007894,8
lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR,0.16074766355140188,0.22744671292814755,0.11973934709540236,0.24729478534588484,8
macadeliccc/magistrate-3.2-3b-base,0.08411214953271028,0.11959401203317725,-1.0314472543217725,0.29763062659852013,11
microsoft/Phi-3.5-mini-instruct,0.525233644859813,0.44083804421161593,0.8996390986718156,0.13551484944764736,8
microsoft/Phi-4-mini-instruct,0.702803738317757,0.4554731759944377,0.9317453566306642,0.17518236806462478,8
mrdayl/OpenCognito-r1,0.35700934579439253,0.3146945090680662,0.5584661893630098,0.13408400924059816,8
mrdayl/OpenThink,0.14018691588785046,0.20795864097318778,-0.02834269839316811,0.2464354585301803,8
ngxson/MiniThinky-1B-Llama-3.2,0.21495327102803738,0.19516228773829764,-0.1358766265802704,0.2623133354128273,8
noname0202/llama-math-1b-r32-0to512tokens-test,0.5102803738317757,0.5309200082683193,1.1000456257952809,0.15129296458354283,8
nvidia/Hymba-1.5B-Base,0.17196261682242991,0.18250635834700185,-0.2494215258274042,0.2761219744951278,8
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,0.07289719626168224,0.12078493972136213,-1.0898810349718047,0.2954881012492792,18
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,0.09906542056074766,0.11514573307469005,-1.122923355603009,0.2941608735719806,18
oopere/pruned20-llama-1b,0.13644859813084112,0.19475183951499947,-0.13882385438012643,0.29622019165746044,8
openbmb/MiniCPM-S-1B-sft-llama-format,0.2803738317757009,0.22612183200171088,0.11358669475368646,0.2662081531245937,8
pankajmathur/orca_mini_v9_6_3B-Instruct,0.6915887850467289,0.5830131934949938,1.2206735674872935,0.1336964789409615,8
princeton-nlp/Sheared-LLaMA-2.7B,0.18317757009345795,0.14088129121435314,-0.7176412887241022,0.28970817890601225,9
prithivMLmods/Llama-3.2-3B-Math-Oct,0.39626168224299063,0.2927466179747352,0.4729126439838065,0.15646400150229856,8
prithivMLmods/Llama-Deepsync-3B,0.3644859813084112,0.2927466179747352,0.4729126439838065,0.15646400150229856,8
qingy2019/LLaMa_3.2_3B_Catalysts,0.4373831775700935,0.422264815274575,0.856394261342905,0.18032344957188598,8
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,0.27102803738317754,0.2641246648324773,0.3408507826629424,0.19465367319411334,8
ruizhe1217/sft-s1-qwen-0.5b,0.20186915887850468,0.22744671292814755,0.11973934709540236,0.24729478534588484,8
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,0.23925233644859814,0.17736943725845267,-0.30178082567223175,0.2775981194820842,8
sumink/bbhqwen3,0.1383177570093458,0.09239490239233153,-2.700848286511092,0.2842039975894258,32
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,0.09906542056074766,0.14854601998952321,-0.620394867696062,0.2937986649479732,8
tinycompany/ShawtyIsBad-bgem3,0.20373831775700935,0.240679726252345,0.20968587218485582,0.23676669494129818,8
vhab10/Llama-3.2-Instruct-3B-TIES,0.405607476635514,0.30930547048554563,0.5382342435201724,0.1694711208090833,8
yasserrmd/Coder-GRPO-3B,0.5813084112149532,0.6329745851201277,1.3447377689680835,0.12255211710432289,8
zake7749/gemma-2-2b-it-chinese-kyara-dpo,0.4822429906542056,0.42375394384269194,0.858287343010942,0.23765889413568755,8
zelk12/Test01012025155054,0.10841121495327102,0.09033423645861587,-2.3905750428831434,0.29895165963207987,12
