model,n_admin,theta_correctness,se_posterior_correctness,se_param_correctness,se_total_correctness,bar_inflation_correctness,theta_scaffolding,se_posterior_scaffolding,se_param_scaffolding,se_total_scaffolding,bar_inflation_scaffolding
HuggingFaceTB/SmolLM2-1.7B,24,-0.8218422000723931,0.403673513456987,0.1003607693902095,0.41596224528111087,1.0304422544815621,-0.4366668186449722,0.26272525626281945,0.07047467284480215,0.27201330811367674,1.0353527178276531
HuggingFaceTB/SmolLM2-1.7B-Instruct,11,0.3411565610301509,0.2743227902703335,0.13147855020538474,0.3042032255348573,1.1089243632841363,-0.9520353897365803,0.39965433556528135,0.1380744212954164,0.4228334586479536,1.0579979272585323
HuggingFaceTB/SmolLM2-135M,30,-2.5770405002936876,0.494949970108729,0.07744385344336893,0.5009720784103538,1.01216710509206,-0.00966793556695312,0.23049166610376773,0.057684545696878656,0.23760032608467951,1.0308412885423435
HuggingFaceTB/SmolLM2-360M,38,-2.6732762519669926,0.4552712582725706,0.07321240470610843,0.46112034742780617,1.012847481691308,0.030540792434954986,0.21938195257210072,0.0493892817575514,0.2248727245952124,1.0250283670043785
HuggingFaceTB/SmolLM2-360M-Instruct,23,-1.6179147135485556,0.4568597397770143,0.12138249017036593,0.47270977433207384,1.034693436902091,-0.6044914118636442,0.29425952539747735,0.07093409302587103,0.3026884765572544,1.0286446161713592
LLM360/Amber,34,-2.6262378953569847,0.4585368755478146,0.0790321861289361,0.4652979182002331,1.0147448177299614,0.20172057554513131,0.21687613234987352,0.06496706703168918,0.22639782812946738,1.0439038435277566
Qwen/Qwen2-0.5B,31,-2.1387151970433678,0.4544023234288255,0.0884177037033289,0.4629245747048698,1.0187548584957427,-0.4276275880446586,0.24426738561729402,0.08445863274005519,0.2584566043277427,1.0580888794244503
Qwen/Qwen2-1.5B,9,-0.3746246014746696,0.47019812756417634,0.11539767418071649,0.4841517348633342,1.029676016302837,-1.1138940113895426,0.40281089184417046,0.1306095790745112,0.4234565818762497,1.051254051094691
Qwen/Qwen2-7B,24,1.2349324540474917,0.09424455997484724,0.050396441932843906,0.10687300147531688,1.1339965033932995,-0.2635931633649423,0.3167485154980358,0.15912236727082205,0.35447080251563706,1.1190922298666155
Qwen/Qwen2.5-0.5B,11,-0.3980204050289592,0.4220031046869147,0.19023636734210717,0.46290009270350796,1.0969115808921237,-1.4207153946834856,0.3299000065322854,0.2674792406957961,0.4247106762411343,1.2873921425629626
Qwen/Qwen2.5-0.5B-Instruct,21,-0.30595261698713033,0.3576694672263458,0.14000762590504556,0.3840957993750325,1.0738847862905871,-0.87165421829303,0.27528876459894724,0.09324769798742183,0.2906527775445609,1.0558105339605728
Qwen/Qwen2.5-1.5B,14,0.5925325343231558,0.21293604125664725,0.09415670070528462,0.2328244874444205,1.0934010328660244,-0.834506761580916,0.321971450629324,0.1230892752443315,0.34469781650095493,1.070585034254466
Qwen/Qwen2.5-1.5B-Instruct,7,0.41219453928134964,0.3660643900174107,0.17749685921479796,0.40682707956813396,1.111353878340323,-1.172242099459828,0.35553504612731884,0.23846431937761875,0.42810092342926065,1.204103303154974
Qwen/Qwen2.5-3B,7,1.6142721554608144,0.4161901932207333,0.12223742483281498,0.43376982947511394,1.0422394293299866,-0.9283146912237281,0.48239352794755336,0.1438872507888687,0.5033955271407025,1.0435370666818575
Qwen/Qwen2.5-3B-Instruct,7,1.9522007017312442,0.4559006014070316,0.2215835261638939,0.5068970481572349,1.1118586959368217,0.2330471027498439,0.3724270746878512,0.2556386659893151,0.451722319029453,1.2129148220710402
Qwen/Qwen2.5-7B,21,1.3000806697826262,0.36859046024930925,0.22807583465993736,0.43344839801598606,1.1759620629432672,1.3896395569305822,0.2085575059911172,0.18235721848925754,0.27703860460299334,1.3283559528890458
Qwen/Qwen2.5-7B-Instruct,11,2.0070399788915188,0.45912083529762954,0.31223738391050004,0.5552333971544454,1.209340449109677,1.5175613854855485,0.25641307554358667,0.24691681978572289,0.35597132075887267,1.3882728874267665
Qwen/Qwen2.5-Coder-7B,9,1.5297664889809233,0.33083490173660174,0.13916697315471777,0.3589138874773625,1.084873106172807,-0.3671834240221983,0.3345102068733886,0.1816116504185732,0.38063088428323216,1.1378752470393232
Qwen/Qwen2.5-Math-7B,7,1.6142721554608144,0.4161901932207333,0.12769235563156464,0.43533850578584166,1.0460085626163536,-0.9283146912237281,0.48239352794755336,0.1335692532031813,0.5005439653086855,1.0376257895464664
Qwen/Qwen3-0.6B,7,1.6142721554608144,0.4161901932207333,0.09372710764783448,0.42661346397077066,1.0250444890817243,-0.9283146912237281,0.48239352794755336,0.1296610157501306,0.4995152598380179,1.035493286908953
Qwen/Qwen3-1.7B,7,1.6142721554608144,0.4161901932207333,0.13172836562965037,0.43653939025541577,1.0488939849284,-0.9283146912237281,0.48239352794755336,0.13220966739334514,0.5001828785133953,1.0368772579547876
Qwen/Qwen3-4B,9,2.1780116853114206,0.4026278216332833,0.19220688306415193,0.44615316725357845,1.108103174399951,-0.4092321511615442,0.38667815308292103,0.24665668981956496,0.4586496666349644,1.1861276955479032
TinyLlama/TinyLlama-1.1B-Chat-v1.0,24,-1.3998197580814082,0.43783582456028136,0.09724779915675924,0.4485056785696418,1.0243695317076353,-0.9705914323091314,0.2758071835087839,0.08205859960328392,0.28775547995459627,1.0433211937912843
allenai/OLMo-2-0425-1B,14,-0.1799960354809868,0.3564029738700009,0.11549886124092953,0.3746505928613113,1.0511994016019806,-0.1740844285639702,0.2833674802413827,0.09167649140570795,0.2978283195648313,1.0510321061228702
allenai/OLMo-2-1124-7B,21,0.9928810097826029,0.11948632538133012,0.09192681995337601,0.15075649962729137,1.2617050457126808,-0.8528848165738211,0.30947245909151755,0.1562457710492335,0.3466784445374712,1.1202238982918704
bigscience/bloom-1b1,71,-3.0147262394229335,0.4834367116193155,0.06282312095452718,0.4875015883746066,1.0084082914217984,0.2066812842335948,0.1612856541349649,0.04157191915313934,0.1665571574319719,1.0326842664667235
bigscience/bloom-1b7,59,-2.981826818949869,0.4822628058834062,0.06254265431264602,0.48630134438124584,1.0083741446542656,0.19728790245342576,0.18108760046633884,0.055548950901964766,0.18941595758796367,1.0459907641394417
bigscience/bloom-3b,67,-2.985671085315353,0.4826411899215931,0.062387950005780415,0.48665673170609186,1.008319931800995,0.14485143138590745,0.17006137561799817,0.04646102169785371,0.17629378325481104,1.0366479902574262
bigscience/bloom-560m,58,-3.00234354345572,0.4822505406298759,0.06093734519063728,0.4860853258191307,1.00795185254587,0.40335110970406585,0.182887614732742,0.047128205328704556,0.1888622444008765,1.0326683120498092
bigscience/bloom-7b1,42,-1.938288587077746,0.3542069613725583,0.08593464308495975,0.3644822826515995,1.0290093713551651,0.050612812672990094,0.2011401625236036,0.05424633261021404,0.2083267375582876,1.0357291897576182
bigscience/bloomz-1b7,100,-3.1553645346019255,0.4676382950836924,0.09492518970048333,0.47717540450913365,1.020394201085979,1.6287333731510778,0.1416003933883643,0.09596423514442864,0.17105497898218197,1.2080120322337893
bigscience/bloomz-3b,100,-3.0466203237999023,0.4579891914158917,0.08351041889974928,0.4655406421770219,1.0164882728733937,1.4535846402698116,0.1436951476523456,0.06806282951452852,0.15899951012614214,1.1065057708895205
bigscience/bloomz-7b1,100,-3.576346684141618,0.4688734545917619,0.1813510757944457,0.5027231137640439,1.0721935926224575,2.2260105467177986,0.16256487246182816,0.11535473933777181,0.19933402530981942,1.2261814147864263
deepseek-ai/deepseek-coder-6.7b-base,33,-0.8739060630676756,0.34088893976735374,0.09236698046483421,0.3531811551256686,1.0360592965166424,-0.12710925008999402,0.22086094474380702,0.07032945146914688,0.23178824098102574,1.0494759100568645
deepseek-ai/deepseek-llm-7b-base,28,-2.382386406865604,0.5071617277006405,0.07145776425631553,0.5121710945736881,1.0098772572917893,-0.1761413771783985,0.2479185076958341,0.05886208959790894,0.25481038450181265,1.0277989605134041
deepseek-ai/deepseek-math-7b-base,62,-2.4221782432176577,0.38262160730039196,0.09657204302426171,0.3946206455154307,1.0313600643196776,0.6427894709259727,0.17228683331852182,0.04311738201256129,0.17760028594160895,1.0308407353060096
facebook/opt-1.3b,99,-2.965947632572492,0.45990155159493057,0.07102355916367548,0.4653533959430195,1.0118543725916602,0.9690655850920146,0.15112354431334427,0.048112281215994326,0.15859734313548335,1.0494548937169093
facebook/opt-2.7b,59,-2.1763693580666446,0.3454574471113415,0.07783595155712902,0.35411761198716035,1.0250686877594728,1.1153215666290217,0.16825235991902973,0.04794765725395558,0.17495094870981845,1.039812747910415
facebook/opt-6.7b,59,-2.041916962502993,0.34506947187861475,0.07948791234092556,0.35410629566685875,1.0261884186365315,0.812948398230227,0.17099917489022012,0.04537240745510999,0.1769162885983329,1.034603171108349
google/gemma-2-2b,30,-0.7057727748551025,0.35176255104252313,0.10783926585082691,0.3679214584326239,1.0459369746501168,-0.18432392372044892,0.2364969542398137,0.0756836538485541,0.24831195062778652,1.0499583448165346
h2oai/h2o-danube2-1.8b-base,21,-0.8712396307633714,0.4376955244471218,0.15486494180239382,0.4642849581027796,1.0607486989711499,-0.29930623979338056,0.2933380734292792,0.0906404035870285,0.30702265076964697,1.0466512143493265
h2oai/h2o-danube3-4b-base,10,0.12910774908535955,0.34021057736293203,0.10638583932683866,0.35645642617141227,1.0477523330826641,-0.8754893478153536,0.38346056585085064,0.11936629103166663,0.40160965750005456,1.0473297472164664
ibm-granite/granite-3.0-2b-base,6,1.5998364198095203,0.5134699873879298,0.18966196956724776,0.5473783797779087,1.0660377299995158,0.31883267103665675,0.3707653179701717,0.25733610401489754,0.45131894646589865,1.2172631165631504
ibm-granite/granite-3.1-2b-base,13,0.6646146586074122,0.3144105968047429,0.17616436202563054,0.360399647379145,1.1462706761215253,0.6187639760899684,0.2675601664299969,0.1605622048256189,0.3120395235839711,1.1662405796328115
ibm-granite/granite-3.1-2b-instruct,8,1.2152830694137484,0.2317447340508245,0.21652468749713522,0.3171569990651624,1.3685618375069786,-0.8508456815602138,0.45078732011928224,0.16217888278706985,0.4790732699727531,1.062747882628966
lmsys/vicuna-7b-v1.5,8,-0.069239504310154,0.40047232519577136,0.11282754349967829,0.41606266092967226,1.0389298704380623,0.13722503149180962,0.3868172639300008,0.14262991044687368,0.41227525638628265,1.0658140027092708
meta-llama/Llama-3.2-1B,27,-2.1377562755866064,0.5203453427161712,0.07102354706253938,0.525170086661221,1.0092721958841122,-0.40113184918698386,0.2626939924783962,0.06801077153452136,0.27135511553858815,1.0329703887724202
meta-llama/Llama-3.2-1B-Instruct,24,-0.6717196738823483,0.38150373631213347,0.12345100321622932,0.40098036238101653,1.0510522551028123,-0.691004818980854,0.2757559247417837,0.08978076582224731,0.2900033033291612,1.0516666272926636
meta-llama/Llama-3.2-3B,14,0.18453372522782313,0.3254310645350307,0.13060892491539602,0.35066232907450845,1.0775318255973125,-0.26604262009774554,0.2671649215025056,0.10468728036743323,0.28694341245647986,1.0740310174058116
meta-llama/Llama-3.2-3B-Instruct,7,1.2721769476151674,0.36298613937288476,0.29112199955561857,0.46530737797943084,1.2818874538386562,1.1308013940167863,0.3097530977049739,0.20883727228563956,0.37357728495390813,1.2060485842492654
microsoft/Phi-3-mini-4k-instruct,14,0.11743717306583708,0.3067517494251069,0.11107910396328427,0.3262440851764974,1.0635443344265245,-0.1455137235399713,0.28320197172854794,0.14277362951189,0.3171555865422138,1.1198918729499905
microsoft/Phi-3.5-mini-instruct,9,0.6640189752731593,0.2465386050571647,0.10373294876935894,0.26747300507512733,1.0849132735747757,-0.5827888364758539,0.45439928893278214,0.1953238774116706,0.49460098146864545,1.0884721730755398
microsoft/phi-1_5,24,-2.0083199693123284,0.534418697495203,0.08349713405580768,0.5409021312843968,1.0121317495431603,-0.465476884679671,0.27822554726555293,0.06893918860864794,0.2866392626233105,1.030240628297613
microsoft/phi-2,12,-0.33904246258580023,0.3994345027044255,0.15961088867204937,0.43014364778921593,1.0768815534884193,-0.4161682698964506,0.33422059501501633,0.07679476729677177,0.34292979225543657,1.0260582303135117
mistralai/Mistral-7B-Instruct-v0.3,18,1.0248580916302494,0.12907340048962146,0.08786254273925553,0.15614022265438754,1.2097010078148709,0.16284760149058064,0.2758274627910333,0.20449474570725548,0.34336407827787396,1.2448509470502085
mistralai/Mistral-7B-v0.1,8,0.5218908305453951,0.30572521213786935,0.13023041659538945,0.3323068863917116,1.086946294248886,-0.16337332420463385,0.3573572234395662,0.13986034651826057,0.38375135396848303,1.0738592332760846
mistralai/Mistral-7B-v0.3,9,1.0608759881240413,0.23925681194456966,0.15158448104284683,0.2832343145787748,1.1838087796822843,-0.07313323620998083,0.29668991805150774,0.15761747661381467,0.33595859329315686,1.1323559475817164
nvidia/Nemotron-Mini-4B-Instruct,9,-0.23831770915667658,0.4290562855196513,0.12704127640843693,0.44746930850663424,1.0429151689612985,-0.2987036098909041,0.42269645928855376,0.17305305356714795,0.4567490077099174,1.080560287821379
openai-community/gpt2,88,-2.9812659908982493,0.45997817635057764,0.07416688918618641,0.4659191455288773,1.0129157631464927,1.2211255923235784,0.158811261650448,0.05068040595415421,0.1667018907351831,1.0496855764681399
openai-community/gpt2-large,96,-2.9002130438557443,0.44360204096808975,0.06942192979798095,0.44900130855926307,1.0121714218883897,1.131385484972374,0.14853648255682264,0.05250794565985008,0.1575441874769458,1.0606430471832216
openai-community/gpt2-medium,92,-3.037129942885537,0.46304402988740206,0.06596093519603577,0.4677185249552352,1.0100951416412167,1.1286901854030258,0.1598874715930518,0.04961647220402084,0.16740907348883846,1.0470430973787037
openai-community/gpt2-xl,60,-2.565854352269261,0.39132825364310586,0.08750860189351149,0.4009932137888621,1.0246978337387587,1.147210897855874,0.17144547014702793,0.056261271993699624,0.1804407935038097,1.052467547547728
openbmb/MiniCPM-2B-sft-bf16,47,-1.48053895434358,0.3268403459172229,0.09841707890308189,0.3413363929309404,1.0443520734046368,0.41778170809463805,0.18243076932350114,0.055066756395453303,0.19056057634222426,1.04456379287809
stabilityai/stablelm-2-1_6b,55,-2.569294496921739,0.407794785138374,0.06948454224370162,0.4136721992071372,1.0144126758922845,0.2210388012427793,0.17938069102577772,0.05271413459073735,0.186965805158419,1.04228500898991
stabilityai/stablelm-2-zephyr-1_6b,21,-1.458553051554732,0.4337668043710047,0.09965573481402958,0.4450673050849249,1.026052018273521,-0.8189863742577657,0.32031239190618016,0.07465391659853153,0.32889699857578336,1.0268007323054726
stabilityai/stablelm-3b-4e1t,33,-1.9385266614115233,0.3851658151115868,0.10405136995721219,0.39897292228990394,1.035847177077013,-0.13090855615343808,0.22741953213854205,0.06730588670621344,0.23717024683425827,1.042875449632779
stabilityai/stablelm-zephyr-3b,27,-1.2166305917647848,0.4743161662025635,0.12878730141358796,0.4914895670576256,1.036206653027567,-0.787810523699319,0.2592245131789367,0.08049558548394675,0.27143486790620713,1.0471033953445672
tiiuae/Falcon3-1B-Base,8,-0.2492141607220047,0.4733975958766288,0.16080130503007298,0.4999623420630263,1.0561150846936715,-1.2495534832179356,0.344490306866064,0.2280525349840153,0.41313621269178336,1.1992680329679304
tiiuae/Falcon3-3B-Base,7,0.9094379464695073,0.29615776870334676,0.23097707517147992,0.3755793301262951,1.2681731489627164,-1.3552238410516986,0.34437260456278135,0.2701219720463491,0.43767381753488793,1.2709309966469682
tiiuae/Falcon3-7B-Base,7,1.9522007017312442,0.4559006014070316,0.23169337908077575,0.5113972822309101,1.1217297820020435,0.2330471027498439,0.3724270746878512,0.34136608265245594,0.5052056297647857,1.3565222941651665
togethercomputer/RedPajama-INCITE-7B-Base,40,-2.4892433062823267,0.46462931967703347,0.07231491331071695,0.47022319316541533,1.0120394328370628,0.30108694405912306,0.20099323447988393,0.058409461402951994,0.2093082547059923,1.0413696523050906
togethercomputer/RedPajama-INCITE-Base-3B-v1,62,-2.4633301224621564,0.3823068873471001,0.0796982934606968,0.39052576623518154,1.0214981188152632,0.9593807661571607,0.17049933710430684,0.05404472551211343,0.17885987897985325,1.0490356268683418
