outer_fold,model,criterion_id,family,label,probability_lower,probability_upper,log_loss_delta_upper_minus_lower,brier_delta_upper_minus_lower
0,01-ai/Yi-1.5-6B,ifb_0045_c03,yi,0,0.643529195689484,0.6350442038799483,-0.023523898569525414,-0.01084868482323681
0,01-ai/Yi-1.5-6B,ifb_0045_c04,yi,0,0.43338602085221034,0.42835273055159345,-0.008843880283231131,-0.004337381299106491
0,01-ai/Yi-1.5-6B,ifb_0049_c01,yi,0,0.8635695908235601,0.8606873422395053,-0.02090608182920617,-0.004969737103867722
0,01-ai/Yi-1.5-6B,ifb_0049_c02,yi,0,0.6465014567377046,0.639123246614574,-0.02065713224761745,-0.009485609200820644
0,01-ai/Yi-1.5-6B,ifb_0055_c01,yi,1,0.6862743129673594,0.6781122853229886,0.011964534129265902,0.005187894155886746
0,01-ai/Yi-1.5-6B,ifb_0055_c02,yi,1,0.6435321293675309,0.6346845994279248,0.013843773191671516,0.006385999101889056
0,01-ai/Yi-1.5-6B,ifb_0055_c03,yi,1,0.5913226919801176,0.582856874148123,0.01442022119304276,0.006991245355096987
0,01-ai/Yi-1.5-6B,ifb_0057_c01,yi,0,0.13247827063645173,0.13306112567428877,0.0006720879777112609,0.00015477097488391864
0,01-ai/Yi-1.5-6B,ifb_0057_c02,yi,0,0.1070594055548396,0.13303716397076887,0.02952394424243686,0.00623717067962962
0,01-ai/Yi-1.5-6B,ifb_0057_c03,yi,0,0.15488309081696824,0.16370373251471174,0.010492034601287475,0.0028101402182310574
0,01-ai/Yi-1.5-6B,ifb_0072_c01,yi,0,0.3726787704484134,0.3591989250097458,-0.021260336056749596,-0.009865598214784221
0,01-ai/Yi-1.5-6B,ifb_0072_c02,yi,0,0.22813617161314662,0.2224796194970129,-0.007301710208781398,-0.0025489317067674405
0,01-ai/Yi-1.5-6B,ifb_0074_c01,yi,1,0.2201649523550146,0.21947204167295556,0.0031521972228067963,0.001081192194727909
0,01-ai/Yi-1.5-6B,ifb_0074_c02,yi,1,0.1710130628798984,0.1749825459859869,-0.022946287030970014,-0.006565542488003007
0,01-ai/Yi-1.5-6B,ifb_0076_c01,yi,1,0.215122859576707,0.20701059372449224,0.03843933544086564,0.012800072906136606
0,01-ai/Yi-1.5-6B,ifb_0076_c02,yi,1,0.18070607740940928,0.16350015351179806,0.10005790037786566,0.028489461580908593
0,01-ai/Yi-1.5-6B,ifb_0086_c01,yi,0,0.6517456135453081,0.6423029269987747,-0.026753255113328267,-0.012219294744356901
0,01-ai/Yi-1.5-6B,ifb_0086_c02,yi,0,0.9704781632820589,0.9693887699448988,-0.036236719657620764,-0.0021132781120348776
0,01-ai/Yi-1.5-6B,ifb_0088_c01,yi,0,0.19995959807036737,0.18633872818724603,-0.016881922598335736,-0.0052617192380225095
0,01-ai/Yi-1.5-6B,ifb_0088_c02,yi,0,0.28218196749319735,0.267902293320607,-0.01969788381629728,-0.007855024011891337
0,01-ai/Yi-1.5-6B,ifb_0088_c03,yi,0,0.06092036552012053,0.048567191823065715,-0.013068784142937537,-0.001352518813526629
0,01-ai/Yi-1.5-6B,ifb_0088_c04,yi,0,0.17515865264639832,0.16893215138868548,-0.007520376864134398,-0.0021424818240918728
0,01-ai/Yi-1.5-6B,ifb_0092_c01,yi,0,0.7974494407995337,0.7915036373382452,-0.028932065372329285,-0.00944760271181655
0,01-ai/Yi-1.5-6B,ifb_0092_c02,yi,0,0.2537451462652972,0.24015122130023506,-0.018052269234334728,-0.006713990161202603
0,01-ai/Yi-1.5-6B,ifb_0097_c01,yi,1,0.38978458626720963,0.3744404434479064,0.04016148282242371,0.018961907636571462
0,01-ai/Yi-1.5-6B,ifb_0097_c02,yi,1,0.12516841755320554,0.11555584022374385,0.07990629260842752,0.0169111741159651
0,01-ai/Yi-1.5-6B,ifb_0104_c01,yi,0,0.4108345932892851,0.3970436389457909,-0.023137853819456877,-0.011141411815856733
0,01-ai/Yi-1.5-6B,ifb_0104_c02,yi,0,0.4938239650825105,0.48240170358022244,-0.02231494799496503,-0.01115070487271172
0,01-ai/Yi-1.5-6B,ifb_0106_c01,yi,1,0.3428518301685683,0.34083973337326495,0.0058859951231728935,0.0026485399866283954
0,01-ai/Yi-1.5-6B,ifb_0106_c02,yi,1,0.057357255536981316,0.052134673426127945,0.09546910464227176,0.009873333632221204
0,01-ai/Yi-1.5-6B,ifb_0108_c01,yi,1,0.4484090361268459,0.4426878691670013,0.012840905492309318,0.006344219747102253
0,01-ai/Yi-1.5-6B,ifb_0108_c02,yi,1,0.20202550224156707,0.19508510211745952,0.03495805367820726,0.011124693760437343
0,01-ai/Yi-1.5-6B,ifb_0108_c03,yi,0,0.010901945838762738,0.009198825584137246,-0.0017204114735943268,-3.423403094393822e-05
0,01-ai/Yi-1.5-6B,ifb_0119_c01,yi,1,0.7725468398601725,0.7661903020697384,0.008262066049105066,0.0029320347886461623
0,01-ai/Yi-1.5-6B,ifb_0119_c02,yi,1,0.7256614400964585,0.7185088434738551,0.009905556412989847,0.003975625752477563
0,01-ai/Yi-1.5-6B,ifb_0119_c03,yi,1,0.692299713505169,0.6834770999122983,0.01282582240242286,0.005507279970928064
0,01-ai/Yi-1.5-6B,ifb_0119_c04,yi,1,0.33198217869449914,0.32951378024176187,0.007463114102109536,0.0033039613039445026
0,01-ai/Yi-1.5-6B,ifb_0121_c01,yi,0,0.3411878831164188,0.34163223519684094,0.00067470222322219,0.00030341254012659913
0,01-ai/Yi-1.5-6B,ifb_0121_c02,yi,0,0.3411878831164188,0.34163223519684094,0.00067470222322219,0.00030341254012659913
0,01-ai/Yi-1.5-6B,ifb_0121_c03,yi,0,0.033133607666803254,0.04050550419991517,0.00765373982151199,0.0005428599134717023
0,01-ai/Yi-1.5-6B,ifb_0123_c01,yi,0,0.46118901493954273,0.4467796096447617,-0.02639162569296649,-0.013083287906580116
0,01-ai/Yi-1.5-6B,ifb_0123_c02,yi,0,0.2622876251567399,0.23158533971478537,-0.040775497039550856,-0.015163028739549958
0,01-ai/Yi-1.5-6B,ifb_0133_c01,yi,0,0.7991619810049795,0.7997317584653533,0.0028410319144165364,0.0009110136142830294
0,01-ai/Yi-1.5-6B,ifb_0133_c02,yi,0,0.6464660941495003,0.6385679714793138,-0.022094602248943218,-0.01014935668570488
0,01-ai/Yi-1.5-6B,ifb_0136_c01,yi,0,0.13719383731452284,0.13861093878516415,0.0016437834533870876,0.0003908433538207627
0,01-ai/Yi-1.5-6B,ifb_0136_c02,yi,0,0.3526317869176541,0.34163289473221375,-0.016847445553193674,-0.007636142381625979
0,01-ai/Yi-1.5-6B,ifb_0138_c01,yi,0,0.4692295612027454,0.4612177864349478,-0.014981823674556027,-0.007454534582567868
0,01-ai/Yi-1.5-6B,ifb_0138_c02,yi,0,0.04252320279361836,0.040775315398623974,-0.0018238498755312402,-0.00014559642996993098
0,01-ai/Yi-1.5-6B,ifb_0140_c01,yi,0,0.41587310939467825,0.39992457943449333,-0.026937110598499014,-0.013010773881741655
0,01-ai/Yi-1.5-6B,ifb_0140_c02,yi,1,0.05917427123154045,0.06711738853668513,-0.12595631417711184,-0.014883085142089025
0,01-ai/Yi-1.5-6B,ifb_0142_c01,yi,0,0.08924380182678056,0.1018986660576897,0.013992335466347122,0.0024188819798388814
0,01-ai/Yi-1.5-6B,ifb_0142_c02,yi,0,0.1266456836731454,0.1303892734677125,0.004295663377210879,0.0009622334423995058
0,01-ai/Yi-1.5-6B,ifb_0154_c01,yi,0,0.01727489013955386,0.021829015861025047,0.004644951788686808,0.0001780841041272279
0,01-ai/Yi-1.5-6B,ifb_0154_c02,yi,0,0.003372895568103173,0.0017417447811814435,-0.0016353332210777233,-8.342749630557231e-06
0,01-ai/Yi-1.5-6B,ifb_0154_c03,yi,0,0.00011624308731746918,0.0002667955773720239,0.00015058132957464936,5.7667424756174826e-08
0,01-ai/Yi-1.5-6B,ifb_0159_c01,yi,0,0.132560790359055,0.14057872518801218,0.009286207564587617,0.0021900148348693235
0,01-ai/Yi-1.5-6B,ifb_0159_c02,yi,0,0.0007998285854854883,0.0009382303610126758,0.00013852215558447345,2.405504441662589e-07
0,01-ai/Yi-1.5-6B,ifb_0159_c03,yi,0,0.06547106343339261,0.06345117367478471,-0.0021590663769531504,-0.0002604087063916259
0,01-ai/Yi-1.5-6B,ifb_0164_c01,yi,0,0.1303178609367003,0.11063717346476622,-0.022377493597170464,-0.004742160726844389
0,01-ai/Yi-1.5-6B,ifb_0164_c02,yi,0,0.1385438764975131,0.12997160736366972,-0.009901722010442093,-0.0023017869942622386
0,01-ai/Yi-1.5-6B,ifb_0167_c01,yi,1,0.7942799727743337,0.7883619837643272,0.007478655002705364,0.0024699203144420215
0,01-ai/Yi-1.5-6B,ifb_0167_c02,yi,0,0.4624989225418292,0.4533201585836715,-0.016932567438401214,-0.008406087174027882
0,01-ai/Yi-1.5-6B,ifb_0169_c01,yi,0,0.3514494679573615,0.33806907295967914,-0.0204212885314749,-0.0092260304356956
0,01-ai/Yi-1.5-6B,ifb_0169_c02,yi,0,0.0763623168794979,0.07515867466700497,-0.001302305708751006,-0.00018237706150415513
0,01-ai/Yi-1.5-6B,ifb_0173_c01,yi,0,0.022611495579750222,0.025904927803940454,0.0033753144432508153,0.0001597855521743033
0,01-ai/Yi-1.5-6B,ifb_0173_c02,yi,0,0.9092916540620851,0.9098541188855565,0.00622011048464044,0.0010232055060496181
0,01-ai/Yi-1.5-6B,ifb_0173_c03,yi,0,0.6438562464181725,0.6357736515921135,-0.022441059120064333,-0.010342729992928346
0,01-ai/Yi-1.5-6B,ifb_0178_c01,yi,1,0.38608298289056203,0.38576122913291727,0.0008337272503187165,0.0003951637397546226
0,01-ai/Yi-1.5-6B,ifb_0178_c02,yi,1,0.18303729507406263,0.17490222092522045,0.045462850094965424,0.013358283794229542
0,01-ai/Yi-1.5-6B,ifb_0178_c03,yi,1,0.15889802178178092,0.16038162265007927,-0.009293492850242613,-0.002493518178887655
0,01-ai/Yi-1.5-6B,ifb_0178_c04,yi,1,0.13190694675938303,0.1272455588758362,0.03597797115827861,0.00811476541733469
0,01-ai/Yi-1.5-6B,ifb_0178_c05,yi,1,0.11161083508131636,0.10739917224250417,0.038465658970874284,0.007500929368450593
0,01-ai/Yi-1.5-6B,ifb_0178_c06,yi,1,0.18146041852632633,0.1724226394524768,0.051088881239425454,0.014877241251708417
0,01-ai/Yi-1.5-6B,ifb_0181_c01,yi,0,0.13247817827159378,0.11223262485921827,-0.023069077507021057,-0.004954305635370162
0,01-ai/Yi-1.5-6B,ifb_0181_c02,yi,0,0.11211794012278922,0.12445754585026066,0.013995276848636343,0.0029192482216923842
0,01-ai/Yi-1.5-6B,ifb_0186_c01,yi,0,0.24168989795279552,0.243758506366727,0.0027316463911062905,0.0010042026537049747
0,01-ai/Yi-1.5-6B,ifb_0186_c02,yi,0,0.10079334367691997,0.09863828248551783,-0.002393757717585862,-0.00042978735788089077
0,01-ai/Yi-1.5-6B,ifb_0186_c03,yi,0,0.14789848468913835,0.14188325419429132,-0.0070344884467771485,-0.001743103952581409
0,01-ai/Yi-1.5-6B,ifb_0186_c04,yi,0,0.1773050616967721,0.17047340313226472,-0.008269711237541444,-0.002375903727800513
0,01-ai/Yi-1.5-6B,ifb_0202_c01,yi,0,0.6118308225226836,0.6059638683314897,-0.015001340817403452,-0.0071447456655205355
0,01-ai/Yi-1.5-6B,ifb_0202_c02,yi,0,0.004915952116752814,0.0056969866185568535,0.0007852011879839037,8.289071317809376e-06
0,01-ai/Yi-1.5-6B,ifb_0222_c01,yi,1,0.9306941977053182,0.9249560657560746,0.006184516933688905,0.0008282978350970874
0,01-ai/Yi-1.5-6B,ifb_0222_c02,yi,0,0.03173365555064395,0.030761534170584415,-0.0010034777271022283,-6.075291007888266e-05
0,01-ai/Yi-1.5-6B,ifb_0223_c01,yi,1,0.19273270863161693,0.18408406935732693,0.04591174769028905,0.014038326163253512
0,01-ai/Yi-1.5-6B,ifb_0223_c02,yi,0,0.09753779262816877,0.08885140995482986,-0.009579176643560103,-0.001619047939814414
0,01-ai/Yi-1.5-6B,ifb_0224_c01,yi,0,0.22784197272591167,0.22581425277944245,-0.0026226006689347714,-0.0009198877772971445
0,01-ai/Yi-1.5-6B,ifb_0226_c01,yi,0,0.45193337284658686,0.4348408998756834,-0.030710422692703077,-0.015157165287797952
0,01-ai/Yi-1.5-6B,ifb_0226_c02,yi,0,0.014128399727216289,0.013905347271376696,-0.00022622340159351474,-6.252996114421979e-06
0,01-ai/Yi-1.5-6B,ifb_0228_c01,yi,0,0.9782293473610655,0.9792640789374222,0.048695340237091767,0.0020254802587016396
0,01-ai/Yi-1.5-6B,ifb_0228_c02,yi,0,0.5187932422640485,0.5157850386519607,-0.00623191562476777,-0.0031122221216391965
0,01-ai/Yi-1.5-6B,ifb_0228_c03,yi,0,0.6070744866154941,0.5990075287818555,-0.020322591580437366,-0.009729412762120304
0,01-ai/Yi-1.5-6B,ifb_0230_c01,yi,1,0.16988222139007725,0.16459185058036485,0.03163660502038357,0.008811249752466721
0,01-ai/Yi-1.5-6B,ifb_0231_c01,yi,1,0.2691061835128012,0.2656708467508064,0.012847911645559762,0.005033534332454681
0,01-ai/Yi-1.5-6B,ifb_0231_c02,yi,0,0.08014944073473816,0.07771607231069032,-0.002641902484990244,-0.0003841449546908588
0,01-ai/Yi-1.5-6B,ifb_0231_c03,yi,1,0.1253381555922922,0.11892837920301538,0.05249387296504171,0.011253858911132286
0,01-ai/Yi-1.5-6B,ifb_0231_c04,yi,1,0.03829396894518219,0.03667735804456171,0.04313279733715225,0.003112022336795417
0,01-ai/Yi-1.5-6B,ifb_0236_c01,yi,1,0.30524342025754236,0.3083883031048824,-0.010250155793773752,-0.004359965813293842
0,01-ai/Yi-1.5-6B,ifb_0236_c02,yi,0,0.06549102068726462,0.06351143530760568,-0.0021160755925949543,-0.00025537137582754
0,01-ai/Yi-1.5-6B,ifb_0236_c03,yi,0,0.11266950680312529,0.11059076993930245,-0.002339946346778962,-0.00046409936749177566
0,01-ai/Yi-1.5-6B,ifb_0236_c04,yi,0,0.06549102068726462,0.06351143530760568,-0.0021160755925949543,-0.00025537137582754
0,01-ai/Yi-1.5-6B,ifb_0240_c01,yi,1,0.6813778363883221,0.6752464935156097,0.009039178326931463,0.003944756829320051
0,01-ai/Yi-1.5-6B,ifb_0240_c02,yi,0,0.33938603743136253,0.32328174185122466,-0.024085375105319606,-0.010671797789000348
0,01-ai/Yi-1.5-6B,ifb_0240_c03,yi,0,0.02774519966463707,0.027814592938082323,7.137609396340103e-05,3.855475880642058e-06
0,01-ai/Yi-1.5-6B,ifb_0241_c01,yi,1,0.6434062731354273,0.6348540537699137,0.013381228841342352,0.00617247600909962
0,01-ai/Yi-1.5-6B,ifb_0241_c02,yi,0,0.00011623081988689881,2.9361359440462097e-05,-8.687578471849869e-05,-1.26475140633887e-08
0,01-ai/Yi-1.5-6B,ifb_0241_c03,yi,0,0.00011623081988689881,2.9361359440462097e-05,-8.687578471849869e-05,-1.26475140633887e-08
0,01-ai/Yi-1.5-6B,ifb_0244_c01,yi,0,0.1115826310648649,0.11830038800836588,0.007590220609708376,0.0015442982475721637
0,01-ai/Yi-1.5-6B,ifb_0244_c02,yi,1,0.6464920156733528,0.6395409287640621,0.010810227890073132,0.004962847053585892
0,01-ai/Yi-1.5-6B,ifb_0244_c03,yi,0,0.012173078046102693,0.01856650087064641,0.0064932450980004445,0.0001965311254632065
0,01-ai/Yi-1.5-6B,ifb_0244_c04,yi,0,0.08384149987566933,0.08625382987555547,0.0026365651025917064,0.00041032606679940447
0,01-ai/Yi-1.5-6B,ifb_0250_c01,yi,0,0.01633478290251103,0.013551833763576441,-0.002825168351733699,-8.317293411655628e-05
0,01-ai/Yi-1.5-6B,ifb_0250_c02,yi,0,0.0002315219442769779,0.0003678581812087866,0.00013637710800712858,8.171723080044444e-08
0,01-ai/Yi-1.5-6B,ifb_0250_c03,yi,0,0.0014181495025470383,0.0006387056481029848,-0.0007802463208187037,-1.6032031066557583e-06
0,01-ai/Yi-1.5-6B,ifb_0253_c01,yi,1,0.5852025370217978,0.5751204324159779,0.017378537897604573,0.008465711657232589
0,01-ai/Yi-1.5-6B,ifb_0253_c03,yi,1,0.48645813301943736,0.4760194924103794,0.021692036573949025,0.010830323191994562
0,01-ai/Yi-1.5-6B,ifb_0253_c04,yi,1,0.41889248449063027,0.41773976604655255,0.0027556173522144123,0.00134103546205111
0,01-ai/Yi-1.5-6B,ifb_0253_c05,yi,0,0.28132379312968026,0.2890935862561171,0.010870123238121643,0.004432025033551876
0,01-ai/Yi-1.5-6B,ifb_0258_c01,yi,0,0.500407436278612,0.4881914612892048,-0.02415771359725194,-0.012076699407243902
0,01-ai/Yi-1.5-6B,ifb_0258_c02,yi,0,0.40192642533648726,0.39539137850861444,-0.010867561133785508,-0.005210509184824463
0,01-ai/Yi-1.5-6B,ifb_0258_c03,yi,0,0.4865602261398495,0.4824015378348797,-0.008067035174001425,-0.0040296099558046194
0,01-ai/Yi-1.5-6B,ifb_0258_c04,yi,0,0.3017382004395463,0.2927767148567766,-0.012752333161742346,-0.005327736842169556
0,01-ai/Yi-1.5-6B,ifb_0258_c05,yi,0,0.4865602261398495,0.4824015378348797,-0.008067035174001425,-0.0040296099558046194
0,01-ai/Yi-1.5-6B,ifb_0262_c01,yi,0,0.05148122392687834,0.06341161434609247,0.01265768859055428,0.0013707164169681689
0,01-ai/Yi-1.5-6B,ifb_0262_c02,yi,0,0.11205614122802043,0.10111541859546426,-0.01224612180510709,-0.002332250909178102
0,01-ai/Yi-1.5-6B,ifb_0262_c04,yi,0,0.05264950632145873,0.05923421783291607,0.006974928706445005,0.0007367220463840285
0,01-ai/Yi-1.5-6B,ifb_0262_c05,yi,0,0.09295848277911364,0.09328581824971824,0.00036094770022680744,6.0964365924695216e-05
0,01-ai/Yi-1.5-6B,ifb_0262_c06,yi,0,0.16946659862602578,0.16939803220354338,-8.255368441842381e-05,-2.3234735441801657e-05
0,01-ai/Yi-1.5-6B,ifb_0262_c07,yi,0,0.011089390495808298,0.004024366117789234,-0.007118850501714148,-0.00010677905891851342
0,01-ai/Yi-1.5-6B,ifb_0262_c08,yi,0,0.07952671123551312,0.08286819424825224,0.0036367843184989257,0.000542639818029377
0,01-ai/Yi-1.5-6B,ifb_0264_c01,yi,0,0.5351198090357895,0.5303856935958661,-0.010132014586804017,-0.005044226051331868
0,01-ai/Yi-1.5-6B,ifb_0264_c02,yi,0,0.015750331441473964,0.018308882015646483,0.0026028780075121744,8.714222014657985e-05
0,01-ai/Yi-1.5-6B,ifb_0264_c03,yi,0,0.17426940844302422,0.18418671698494404,0.012083051030116504,0.0035549199946102762
0,01-ai/Yi-1.5-6B,ifb_0268_c01,yi,0,0.1517451504262239,0.15920693069243821,0.008835544244627735,0.002320256102629502
0,01-ai/Yi-1.5-6B,ifb_0268_c02,yi,0,0.20782888595876245,0.21784229152414064,0.012721028105907223,0.004262418137628392
0,01-ai/Yi-1.5-6B,ifb_0268_c03,yi,0,0.1517451504262239,0.15920693069243821,0.008835544244627735,0.002320256102629502
0,01-ai/Yi-1.5-6B,ifb_0268_c04,yi,0,0.22848136917968676,0.23392114086352842,0.007075706633001166,0.002515364080670393
0,01-ai/Yi-1.5-6B,ifb_0268_c05,yi,0,0.013552945498860275,0.02006728996154512,0.006625747896797235,0.00021901379470565255
0,01-ai/Yi-1.5-6B,ifb_0268_c06,yi,0,0.2588417398017635,0.2583940492498157,-0.0006038594164145539,-0.00023156157588766213
0,01-ai/Yi-1.5-6B,ifb_0269_c01,yi,1,0.5820223262771451,0.571660898970344,0.017962826680269384,0.008769049740124518
0,01-ai/Yi-1.5-6B,ifb_0269_c02,yi,1,0.7399514804337238,0.7236253949593292,0.022310768861493857,0.008757689782774844
0,01-ai/Yi-1.5-6B,ifb_0269_c03,yi,0,0.283658889854919,0.28535439394087675,0.002369700375524697,0.000964764347640007
0,01-ai/Yi-1.5-6B,ifb_0269_c04,yi,0,0.002818413658329042,0.003844105344325994,0.0010291200424411822,6.833690348819975e-06
0,01-ai/Yi-1.5-6B,ifb_0269_c05,yi,0,0.26294173263958825,0.2631992445996461,0.0003494390694109284,0.00013548759431562807
0,01-ai/Yi-1.5-6B,ifb_0273_c01,yi,0,0.3284660869030819,0.30949682213206847,-0.027856056926403694,-0.012101687335573708
0,01-ai/Yi-1.5-6B,ifb_0273_c02,yi,0,0.21062880602013156,0.2132964003506219,0.0033851145752767098,0.0011308604770665642
0,01-ai/Yi-1.5-6B,ifb_0273_c03,yi,0,0.08006004333742447,0.07752640803911544,-0.0027503454882005784,-0.00039926659574286184
0,01-ai/Yi-1.5-6B,ifb_0273_c04,yi,0,0.16642996353987047,0.15754267877338266,-0.010605278038060356,-0.0028792371287893782
0,01-ai/Yi-1.5-6B,ifb_0273_c05,yi,0,0.2537451462652,0.2401433758101107,-0.018062594248657304,-0.006717758307671684
0,01-ai/Yi-1.5-6B,ifb_0273_c06,yi,0,0.07057845843766813,0.05899053986202016,-0.012390798510416995,-0.0015014350022250589
0,01-ai/Yi-1.5-6B,ifb_0273_c07,yi,0,0.26717398597956504,0.2615344146882715,-0.007666187877144071,-0.0029816887178720636
0,01-ai/Yi-1.5-6B,ifb_0273_c08,yi,0,0.34591941334141457,0.3317218355494879,-0.021473935651943388,-0.009620864346146923
0,01-ai/Yi-1.5-6B,ifb_0275_c01,yi,1,0.7997901516852434,0.7830573106891368,0.02114349582467595,0.006980147083211881
0,01-ai/Yi-1.5-6B,ifb_0275_c02,yi,0,0.01583227697121151,0.022294603391107715,0.006587938565218308,0.00024638834627363737
0,01-ai/Yi-1.5-6B,ifb_0275_c03,yi,1,0.47825541570253977,0.46896196272647017,0.019623270026659978,0.009783985787593319
0,01-ai/Yi-1.5-6B,ifb_0275_c04,yi,1,0.5860714614012839,0.5737581679386619,0.021233732593653798,0.01034526433253713
0,01-ai/Yi-1.5-6B,ifb_0275_c05,yi,1,0.3679764649659383,0.3484830720046795,0.0544293270807209,0.025020558627507905
0,01-ai/Yi-1.5-6B,ifb_0275_c06,yi,1,0.8984456692551557,0.8525574042208228,0.052425692900510606,0.011426036957068604
0,01-ai/Yi-1.5-6B,ifb_0277_c01,yi,1,0.9542142633696609,0.9538216807384,0.00041150444572388145,3.6103491043477584e-05
0,01-ai/Yi-1.5-6B,ifb_0277_c02,yi,1,0.9542142633696609,0.9538216807384,0.00041150444572388145,3.6103491043477584e-05
0,01-ai/Yi-1.5-6B,ifb_0277_c03,yi,1,0.8967551605766245,0.8977293700352446,-0.001085782059093765,-0.00020021511417065221
0,01-ai/Yi-1.5-6B,ifb_0277_c04,yi,1,0.7018800412297406,0.6907803127483502,0.015940661324594985,0.006741305166826944
0,01-ai/Yi-1.5-6B,ifb_0302_c01,yi,1,0.08008721181440318,0.06697837577245647,0.17874637094318357,0.02428981340880465
0,01-ai/Yi-1.5-6B,ifb_0302_c02,yi,1,0.7832012198802474,0.774021550707557,0.01178993228060976,0.004064548483204408
0,01-ai/Yi-1.5-6B,ifb_0302_c03,yi,1,0.5820110260902733,0.5716571039771499,0.017950049669014922,0.008762854263136055
0,01-ai/Yi-1.5-6B,ifb_0302_c04,yi,1,0.4262769534851586,0.415936459301395,0.02455675405026736,0.011972085471120164
0,01-ai/Yi-1.5-6B,ifb_0302_c05,yi,0,0.13763019323020836,0.1436624839827086,0.007019595998060735,0.0016968392154975108
0,01-ai/Yi-1.5-6B,ifb_0302_c06,yi,1,0.08358430077075413,0.08837576908770453,-0.05574211409472918,-0.008758995407393222
0,01-ai/Yi-1.5-6B,ifb_0302_c07,yi,1,0.3146560308508411,0.30959023150005216,0.016230487428610108,0.006969292391028226
0,01-ai/Yi-1.5-6B,ifb_0312_c01,yi,1,0.24095447552282037,0.2465254004563588,-0.022857015220157706,-0.008426136071386314
0,01-ai/Yi-1.5-6B,ifb_0312_c02,yi,1,0.4048121718041087,0.4045973517024603,0.0005308069659513137,0.0002557627671818108
0,01-ai/Yi-1.5-6B,ifb_0312_c03,yi,1,0.2738968828602734,0.28524679082356214,-0.040603042651048415,-0.01635358669201059
0,01-ai/Yi-1.5-6B,ifb_0312_c04,yi,0,0.05612963228409975,0.058594106162486316,0.002614444718192062,0.0002827336566324644
0,01-ai/Yi-1.5-6B,ifb_0312_c05,yi,0,0.00011624308731746918,0.0002667955773720239,0.00015058132957464936,5.7667424756174826e-08
0,01-ai/Yi-1.5-6B,ifb_0316_c01,yi,1,0.38943825825281414,0.387545320405352,0.004872539509395146,0.0023150940720256252
0,01-ai/Yi-1.5-6B,ifb_0316_c02,yi,1,0.18408399442456921,0.1813277322393524,0.01508607556149033,0.004505353846195215
