rank,model,theta,se_ability,se_param,se_total,observed_pass_rate,weakly_identified
32,pankajmathur/orca_mini_3b,-0.9062267355330296,0.0105229869758423,0.022643066374867,0.0249688147446045,0.12462552426602756,False
33,BSC-LT/salamandra-7b,-1.2247051998194853,0.0316698288144884,0.0406996660337112,0.0515697670383979,0.11601150527325024,False
34,h2oai/h2o-danube2-1.8b-base,-1.2469577010932211,0.0496353543357362,0.0393655330658967,0.0633507189666881,0.10713001797483523,False
35,01-ai/Yi-6B,-1.339212544141711,0.0462154278146029,0.0406179228592227,0.0615278914435115,0.10988615937687238,False
36,google/gemma-2-2b,-1.589168818710511,0.0324660640149438,0.0404307987556566,0.0518526257834917,0.08855602156980227,False
37,microsoft/phi-1_5,-1.6975323520432024,0.0340276052833079,0.0446574274126381,0.0561441336599973,0.06639501438159157,False
38,01-ai/Yi-6B-200K,-2.1667106211211324,0.0525368834035242,0.0556414173730603,0.0765251033650958,0.0659077291791492,False
39,google/gemma-2b,-2.190391050520444,0.0487779312121654,0.0504513806337882,0.0701756965137798,0.05871779508687837,False
40,BSC-LT/salamandra-2b,-2.1907692694210983,0.0487410829662615,0.0536185346005079,0.0724613029239045,0.05811863391252247,False
41,Qwen/Qwen2-0.5B,-2.308928293133601,0.0514138449730614,0.0666895915639389,0.0842073932495181,0.04122228879568604,False
42,Qwen/Qwen1.5-1.8B,-2.31901997633977,0.0525800627063652,0.0618941587300289,0.0812129908272273,0.03786698621929299,False
43,utter-project/EuroLLM-1.7B,-2.40246492657918,0.0538294841974255,0.0632237558945857,0.0830352736996696,0.04313960455362492,False
44,allenai/OLMo-2-0425-1B,-2.4068937699077093,0.0540112275082926,0.0630265039402242,0.0830033306312442,0.04928648519007075,False
45,meta-llama/Llama-3.2-1B,-2.485510113453514,0.0569915275117746,0.0697552301050478,0.0900767802218392,0.049850209706411026,False
46,openlm-research/open_llama_3b,-2.8028841805451883,0.0675194720309216,0.0724367068491881,0.0990250251324867,0.03669064748201439,False
47,HuggingFaceTB/SmolLM2-360M,-2.840028764630483,0.0690910352006637,0.0777172361601064,0.1039881721229155,0.029718394248052726,False
48,openbmb/MiniCPM-1B-sft-bf16,-2.888631980504001,0.0709413173862023,0.0759534081629125,0.1039307015470014,0.02324745356500899,False
49,BEE-spoke-data/smol_llama-220M-openhermes,-4.643318777198033,0.1646297783849838,0.0924461220445225,0.1888100882160687,0.008028759736369084,True
50,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,-5.322923288621569,0.2161888356461177,0.0905220369958584,0.2343754505913614,0.0069502696225284604,True
51,ai-forever/mGPT,-6.2223011432363045,0.2953849092036542,0.1036248105734567,0.3130340971070657,0.0025164769322947875,True
52,allenai/OLMo-1B-hf,-6.751778593273681,0.345462676369947,0.0917024938128312,0.3574266472105558,0.0022768124625524265,True
