model,family,fold,fit_grid,ridge,quadrature_method,quadrature_nodes_requested,quadrature_nodes_effective,linear_bound,fit_cache_sha256,n_items_before_policy,n_items_after_policy,n_nonpositive_items,theta_full,theta_reference,se_full,se_reference,theta_heldout,se_heldout,posterior_tail_mass_full,posterior_tail_mass_heldout,observed_pass_rate,predicted_pass_rate_reference
ibm/PowerLM-3b,powerlm,0,61,0.1,normal_trapezoid,2001,2001,10.0,c0f03ac54b531bb77f0a94b90a6edb699e545e7949205809bf5ddf60e0265862,2093,2086,7,0.47129570134586957,0.47129570134586957,0.04052617940547028,0.04052617940547028,0.37515523950903845,0.04516149235014514,0.0,0.0,0.5714285714285714,0.5394241699660391
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,exaone,1,61,0.1,normal_trapezoid,2001,2001,10.0,25a0e701922239ba969df1f63ddd8a3c699c95c219ab95133e214ac91ebe909e,2098,2086,12,2.9213103801346767,2.9213103801346767,0.07007458643969809,0.07007458643969809,3.0461009130053425,0.0789411949164411,0.0,4.999226845715924e-294,0.8571428571428571,0.8423567954061847
OpenBMB/MiniCPM4-0.5B,minicpm,1,61,0.1,normal_trapezoid,2001,2001,10.0,25a0e701922239ba969df1f63ddd8a3c699c95c219ab95133e214ac91ebe909e,2098,2086,12,0.5243626598941399,0.5243626598941399,0.038924410844460536,0.038924410844460536,0.5416563713834734,0.044156044655714766,0.0,0.0,0.5424460431654676,0.5487301844581771
allenai/OLMo-1B-hf,olmo,1,61,0.1,normal_trapezoid,2001,2001,10.0,25a0e701922239ba969df1f63ddd8a3c699c95c219ab95133e214ac91ebe909e,2098,2086,12,-4.815243945533641,-4.815243945533641,0.21448394661391107,0.21448394661391107,-4.799394994937277,0.23683231067016047,2.8617873249501995e-21,5.1196030322637024e-18,0.013422818791946308,0.021584600723180025
allenai/OLMo-2-0425-1B,olmo,1,61,0.1,normal_trapezoid,2001,2001,10.0,25a0e701922239ba969df1f63ddd8a3c699c95c219ab95133e214ac91ebe909e,2098,2086,12,-2.0322230178550154,-2.0322230178550154,0.06385820089277794,0.06385820089277794,-2.057787818939511,0.07318958336528614,0.0,0.0,0.10354745925215723,0.1243966650598157
allenai/OLMo-2-0425-1B-DPO,olmo,1,61,0.1,normal_trapezoid,2001,2001,10.0,25a0e701922239ba969df1f63ddd8a3c699c95c219ab95133e214ac91ebe909e,2098,2086,12,1.3976536367306092,1.3976536367306092,0.050347421547133814,0.050347421547133814,1.4554339495895818,0.0569786598475231,0.0,0.0,0.6756238003838771,0.6898547711061571
allenai/OLMo-2-0425-1B-Instruct,olmo,1,61,0.1,normal_trapezoid,2001,2001,10.0,25a0e701922239ba969df1f63ddd8a3c699c95c219ab95133e214ac91ebe909e,2098,2086,12,1.380680427112124,1.380680427112124,0.05012826580248969,0.05012826580248969,1.4213354393021036,0.05649409379661522,0.0,0.0,0.6804222648752399,0.6878720782460299
nvidia/AceInstruct-1.5B,ace,1,61,0.1,normal_trapezoid,2001,2001,10.0,25a0e701922239ba969df1f63ddd8a3c699c95c219ab95133e214ac91ebe909e,2098,2086,12,2.092935346881723,2.092935346881723,0.05909003476355295,0.05909003476355295,2.0985409840387086,0.06613657143906716,0.0,0.0,0.7841726618705036,0.770696193978911
openbmb/MiniCPM-1B-sft-bf16,minicpm,1,61,0.1,normal_trapezoid,2001,2001,10.0,25a0e701922239ba969df1f63ddd8a3c699c95c219ab95133e214ac91ebe909e,2098,2086,12,-1.164301929226033,-1.164301929226033,0.04679182684958075,0.04679182684958075,-1.0796206522024923,0.05130239632062432,0.0,0.0,0.19367209971236818,0.2248478297600943
openbmb/MiniCPM-2B-sft-bf16,minicpm,1,61,0.1,normal_trapezoid,2001,2001,10.0,25a0e701922239ba969df1f63ddd8a3c699c95c219ab95133e214ac91ebe909e,2098,2086,12,0.03895526279269275,0.03895526279269275,0.03688065683893014,0.03688065683893014,0.08497398980373916,0.041799573835260624,0.0,0.0,0.4378896882494005,0.4502208601023968
openlm-research/open_llama_3b,open_llama,1,61,0.1,normal_trapezoid,2001,2001,10.0,25a0e701922239ba969df1f63ddd8a3c699c95c219ab95133e214ac91ebe909e,2098,2086,12,-3.3136168502134646,-3.3136168502134646,0.1141651534802674,0.1141651534802674,-3.294078868530968,0.12581744862018324,1.7568674327451827e-121,8.037601428730183e-101,0.040268456375838924,0.05209993467886188
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,smol_llama,2,61,0.1,normal_trapezoid,2001,2001,10.0,c8997bf12a740bec1efa49172586c331ba96306a19db2ec425502c294bf34e3a,2092,2080,12,-5.373702559639625,-5.373702559639625,0.2591138403714969,0.2591138403714969,-5.695502705958983,0.3126308144796975,5.418238709669856e-12,3.7023390791473585e-07,0.010096153846153847,0.020086305575763654
BEE-spoke-data/smol_llama-220M-openhermes,smol_llama,2,61,0.1,normal_trapezoid,2001,2001,10.0,c8997bf12a740bec1efa49172586c331ba96306a19db2ec425502c294bf34e3a,2092,2080,12,-2.9054419100860187,-2.9054419100860187,0.0945398532281777,0.0945398532281777,-2.74950783999336,0.09850898326176037,5.415454608798908e-195,5.196897994437702e-187,0.04519230769230769,0.07454574720059613
HuggingFaceTB/SmolLM2-360M,smollm,2,61,0.1,normal_trapezoid,2001,2001,10.0,c8997bf12a740bec1efa49172586c331ba96306a19db2ec425502c294bf34e3a,2092,2080,12,-3.4222522413436622,-3.4222522413436622,0.12043712809691264,0.12043712809691264,-3.5943851918875778,0.14570959568071298,2.4443292470645795e-108,1.352313020172987e-72,0.03942307692307692,0.05425292787766348
ibm-granite/granite-3.0-2b-base,granite,2,61,0.1,normal_trapezoid,2001,2001,10.0,c8997bf12a740bec1efa49172586c331ba96306a19db2ec425502c294bf34e3a,2092,2080,12,0.2433308477260623,0.2433308477260623,0.04076561115415318,0.04076561115415318,0.24979381945786022,0.04629865878361298,0.0,0.0,0.5367965367965368,0.5004520337806742
ibm-granite/granite-3.1-2b-base,granite,2,61,0.1,normal_trapezoid,2001,2001,10.0,c8997bf12a740bec1efa49172586c331ba96306a19db2ec425502c294bf34e3a,2092,2080,12,0.16491619399663343,0.16491619399663343,0.04016035126183166,0.04016035126183166,0.16328211241201313,0.04552198586712312,0.0,0.0,0.5372775372775372,0.48595176149426317
ibm-granite/granite-3.1-2b-instruct,granite,2,61,0.1,normal_trapezoid,2001,2001,10.0,c8997bf12a740bec1efa49172586c331ba96306a19db2ec425502c294bf34e3a,2092,2080,12,3.0402276455718393,3.0402276455718393,0.07259557947999638,0.07259557947999638,2.9901440861288244,0.07888266255326727,0.0,0.0,0.8461538461538461,0.8267530431049992
ibm-granite/granite-7b-instruct,granite,2,61,0.1,normal_trapezoid,2001,2001,10.0,c8997bf12a740bec1efa49172586c331ba96306a19db2ec425502c294bf34e3a,2092,2080,12,1.1458997472218662,1.1458997472218662,0.05289870261220484,0.05289870261220484,1.1757557184601917,0.059570463458924576,0.0,0.0,0.6618566618566618,0.6416440047448224
meta-llama/Llama-3.2-1B,llama_3_2,2,61,0.1,normal_trapezoid,2001,2001,10.0,c8997bf12a740bec1efa49172586c331ba96306a19db2ec425502c294bf34e3a,2092,2080,12,-2.271313433013578,-2.271313433013578,0.06975815246046103,0.06975815246046103,-2.3099409081051245,0.07979485492964251,0.0,3.3621759182022e-309,0.09375,0.11335694547244385
meta-llama/Llama-3.2-1B-Instruct,llama_3_2,2,61,0.1,normal_trapezoid,2001,2001,10.0,c8997bf12a740bec1efa49172586c331ba96306a19db2ec425502c294bf34e3a,2092,2080,12,1.532753549833064,1.532753549833064,0.0582466839832241,0.0582466839832241,1.5908066542713137,0.06531101280028011,0.0,0.0,0.6988936988936989,0.6885816427008163
meta-llama/Llama-3.2-3B-Instruct,llama_3_2,2,61,0.1,normal_trapezoid,2001,2001,10.0,c8997bf12a740bec1efa49172586c331ba96306a19db2ec425502c294bf34e3a,2092,2080,12,3.2298038758025216,3.2298038758025216,0.07599077712490411,0.07599077712490411,3.2268189442032456,0.08306716197972466,1.637362873e-315,1.1141063307237971e-262,0.8610576923076924,0.8399311047897398
Qwen/Qwen1.5-1.8B,qwen,3,61,0.1,normal_trapezoid,2001,2001,10.0,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,-1.7895925881596455,-1.7895925881596455,0.059155149270373034,0.059155149270373034,-1.709330791285994,0.06421651055091979,0.0,0.0,0.12242945958871354,0.14642829097649662
Qwen/Qwen1.5-1.8B-Chat,qwen,3,61,0.1,normal_trapezoid,2001,2001,10.0,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,0.8336962429370485,0.8336962429370485,0.04212208851200219,0.04212208851200219,0.8096173778749172,0.04672927115718076,0.0,0.0,0.5959885386819485,0.6099320786295563
Qwen/Qwen2-0.5B,qwen,3,61,0.1,normal_trapezoid,2001,2001,10.0,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,-0.9285629677748548,-0.9285629677748548,0.043267247622961136,0.043267247622961136,-0.9092471781868301,0.04827617513150783,0.0,0.0,0.24880611270296085,0.2617750144144402
Qwen/Qwen2.5-0.5B-Instruct,qwen,3,61,0.1,normal_trapezoid,2001,2001,10.0,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,0.5341197537087943,0.5341197537087943,0.03883664325413124,0.03883664325413124,0.5532805714831095,0.04380480590904426,0.0,0.0,0.5432393693263259,0.5545344524396779
microsoft/phi-1_5,phi,3,61,0.1,normal_trapezoid,2001,2001,10.0,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,-1.4547150267433202,-1.4547150267433202,0.05195174186889903,0.05195174186889903,-1.468039171277257,0.05851495098887787,0.0,0.0,0.16523400191021967,0.1843254440050441
stabilityai/stablelm-2-1_6b-chat,stablelm,3,61,0.1,normal_trapezoid,2001,2001,10.0,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,1.2088323184213532,1.2088323184213532,0.04779157866716832,0.04779157866716832,1.2049544539552675,0.0530070196011668,0.0,0.0,0.666189111747851,0.6697202203845156
stabilityai/stablelm-2-zephyr-1_6b,stablelm,3,61,0.1,normal_trapezoid,2001,2001,10.0,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,1.1499073395089525,1.1499073395089525,0.04685078069641983,0.04685078069641983,1.1172148679393148,0.05150404023069999,0.0,0.0,0.6642788920725884,0.6610181674485365
stabilityai/stablelm-zephyr-3b,stablelm,3,61,0.1,normal_trapezoid,2001,2001,10.0,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,1.548530293927494,1.548530293927494,0.05322750879892336,0.05322750879892336,1.4992294011531988,0.0581743936697274,0.0,0.0,0.7148997134670487,0.7153788487571621
utter-project/EuroLLM-1.7B,eurollm,3,61,0.1,normal_trapezoid,2001,2001,10.0,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,-2.620221197729588,-2.620221197729588,0.08331358244259567,0.08331358244259567,-2.5454149935119887,0.09094052129683215,4.508438467685695e-267,8.414120648470807e-229,0.0673352435530086,0.08231946547721046
utter-project/EuroLLM-1.7B-Instruct,eurollm,3,61,0.1,normal_trapezoid,2001,2001,10.0,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,0.43331816632992504,0.43331816632992504,0.03810089113051767,0.03810089113051767,0.44721998995290513,0.04294524504268736,0.0,0.0,0.52868068833652,0.5348962479516158
ai-forever/mGPT,mgpt,4,61,0.1,normal_trapezoid,2001,2001,10.0,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-5.678643343549398,-5.678643343549398,0.2948856161396542,0.2948856161396542,-5.419097578041488,0.2988248266163881,1.0862284985835518e-07,4.6612863817503276e-09,0.007201152184349496,0.013727845059077039
google/gemma-2-2b,gemma,4,61,0.1,normal_trapezoid,2001,2001,10.0,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-1.3996421367339018,-1.3996421367339018,0.05059861042998332,0.05059861042998332,-1.3697308661382082,0.05659208614182809,0.0,0.0,0.16562650024003842,0.1887259667710922
google/gemma-2b,gemma,4,61,0.1,normal_trapezoid,2001,2001,10.0,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-2.1366623108458302,-2.1366623108458302,0.06784823150200812,0.06784823150200812,-2.209391514840058,0.07817784075303172,0.0,0.0,0.09745559289486318,0.11231522754758341
h2oai/h2o-danube-1.8b-chat,danube,4,61,0.1,normal_trapezoid,2001,2001,10.0,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,0.7080825570086136,0.7080825570086136,0.03899815210285928,0.03899815210285928,0.743194833512723,0.04400436285646512,0.0,0.0,0.574447646493756,0.5889005198188629
h2oai/h2o-danube2-1.8b-base,danube,4,61,0.1,normal_trapezoid,2001,2001,10.0,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-0.6004767995767313,-0.6004767995767313,0.039095709135797255,0.039095709135797255,-0.5805961533719275,0.04396379955783125,0.0,0.0,0.2862632084534102,0.3177167998023344
h2oai/h2o-danube2-1.8b-chat,danube,4,61,0.1,normal_trapezoid,2001,2001,10.0,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,0.9677589444713569,0.9677589444713569,0.04273293867946659,0.04273293867946659,0.9411639325102972,0.04707201848562311,0.0,0.0,0.6356216994719155,0.634657858163897
pankajmathur/orca_mini_3b,orca_mini,4,61,0.1,normal_trapezoid,2001,2001,10.0,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-0.6752713834736151,-0.6752713834736151,0.039878751441144944,0.039878751441144944,-0.640353790453989,0.04466797183919191,0.0,0.0,0.2914066250600096,0.30350387165808806
pankajmathur/orca_mini_v9_5_3B-Instruct,orca_mini,4,61,0.1,normal_trapezoid,2001,2001,10.0,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,2.0698448255105517,2.0698448255105517,0.05904346029156452,0.05904346029156452,2.111865785158801,0.06655934399726611,0.0,0.0,0.7977905859750241,0.7773491385878323
tiiuae/Falcon3-1B-Instruct,falcon3,4,61,0.1,normal_trapezoid,2001,2001,10.0,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,1.1061415400308077,1.1061415400308077,0.044942037287017546,0.044942037287017546,1.0935752183875302,0.049681581772104605,0.0,0.0,0.6560999039385207,0.6569581942577449
tiiuae/Falcon3-3B-Base,falcon3,4,61,0.1,normal_trapezoid,2001,2001,10.0,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-0.248958061147748,-0.248958061147748,0.036306334896008645,0.036306334896008645,-0.20854135119825576,0.040764251511013996,0.0,0.0,0.41930835734870314,0.388934686314753
tiiuae/Falcon3-3B-Instruct,falcon3,4,61,0.1,normal_trapezoid,2001,2001,10.0,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,2.499255169267289,2.499255169267289,0.06648559975801191,0.06648559975801191,2.408559263482834,0.0715973224748191,0.0,0.0,0.8381364073006724,0.816296701320698
