model,full_correctness,baseline_correctness,batch_correctness,trial1_correctness,trial2_correctness,trial3_correctness,trial4_correctness,trial5_correctness,trial6_correctness,trial7_correctness,trial8_correctness,trial9_correctness,trial10_correctness,sd_correctness,range_correctness,full_scaffolding,baseline_scaffolding,batch_scaffolding,trial1_scaffolding,trial2_scaffolding,trial3_scaffolding,trial4_scaffolding,trial5_scaffolding,trial6_scaffolding,trial7_scaffolding,trial8_scaffolding,trial9_scaffolding,trial10_scaffolding,sd_scaffolding,range_scaffolding,full_presentation,baseline_presentation,batch_presentation,trial1_presentation,trial2_presentation,trial3_presentation,trial4_presentation,trial5_presentation,trial6_presentation,trial7_presentation,trial8_presentation,trial9_presentation,trial10_presentation,sd_presentation,range_presentation
HuggingFaceTB/SmolLM2-1.7B,-0.5338409907505783,-0.3981268215705231,-0.47756581277616744,-0.3782393783686296,-0.4331743330081585,-0.45626435770144314,-0.4553647656536569,-0.4451788078701242,-0.4351898304358367,-0.44156865485777114,-0.4486947064366096,-0.4561902789901541,-0.5155079022092477,0.03166352975164462,0.1372685238406181,-0.19863990997383577,-0.09884800258120881,-0.11723042084554748,-0.11322175227211385,-0.06124620643326306,-0.10055975761158115,-0.10580129947438068,-0.1044740449257869,-0.0858599546116191,-0.05098073969052486,-0.08573190889503268,-0.10499162215479256,-0.18221868388337778,0.03364443107247463,0.13123794419285292,0.25497375894390506,-0.6254339167817162,-0.796695042176662,-0.6587510130538764,-0.7140826082563194,-0.6441546233127382,-0.6428782632753928,-0.6818839817396702,-0.6355587393393052,-0.6491935542351132,-0.6476946200853657,-0.6887386348569695,-0.6503143916935009,0.02391101543640098,0.07852386891701424
HuggingFaceTB/SmolLM2-1.7B-Instruct,0.266755914446984,0.48001015257347945,0.41733653698483386,0.4141255117653722,0.44118479399033295,0.4524288553368175,0.42525424567563985,0.4532520522531278,0.4121957889405717,0.4588877948973,0.43437890796317724,0.4434941649496217,0.450623832025184,0.01576333634455815,0.046692005956728344,-0.7379844376659839,-0.6213951532847694,-0.5793576401761068,-0.5775706916307929,-0.5751406382245099,-0.5906020750400456,-0.5951782453784538,-0.6199778043250995,-0.7825947426859173,-0.6598735730139467,-0.6849584667262185,-0.6021920518918557,-0.5926350648924837,0.06160670240513022,0.20745410446140744,1.047026972799149,1.0299409407316529,1.0236541664838081,1.066721425868425,1.0652923967901144,1.1059935593512298,1.1865456839666506,1.047159598559559,1.0470405119655688,1.0669997592806542,1.053254633539354,1.0704965342117527,1.0981953274351783,0.03985584073343413,0.1395051720010818
HuggingFaceTB/SmolLM2-135M,-3.79813959931634,-2.0022371221024606,-3.069657806957624,-3.0719481201095356,-2.9370949494264216,-2.6788274177868185,-2.940048650146527,-2.675688114684312,-2.918574298358526,-2.9552664118904013,-2.8731217368911826,-3.272290215542284,-3.0673495483261757,0.16949353201443912,0.596602100857972,0.24438652419131496,0.19075107668711686,0.0869918189492753,0.09247522629454673,0.11573442755694872,0.09615456036057289,0.09774084994353215,0.10755109322642693,0.08324352692265967,0.09135363750974879,0.10420711720811593,0.09390772696797443,0.0983405980729085,0.008700561133278089,0.032490900634289055,-1.9102935126276066,-1.468991060842753,-2.003510122219147,-1.4738926889262083,-1.9872236274099475,-1.6587007420136608,-1.8842031634342105,-1.9858309778775223,-1.8741321625436989,-1.5137976760398149,-1.8704619679613028,-1.8706269033540124,-1.9274754700390715,0.17787160329453533,0.5133309384837392
HuggingFaceTB/SmolLM2-360M,-3.13187708472969,-1.8892757876864936,-2.579017819991866,-2.675310185130305,-2.377058161208863,-2.6181692467662603,-2.418754570589559,-2.489818455443512,-2.6656488110072454,-2.589752488517686,-2.4490260263350123,-2.579095257607644,-2.056937422778544,0.17507821501294277,0.6183727623517608,0.3694681639202253,0.32214278722408957,0.23821735517908194,0.2561974278758937,0.29251818856146233,0.2480832307589854,0.24829376749839246,0.2516840426364376,0.2558809635581566,0.2673058587536298,0.2803517673205028,0.24745128457787768,0.26403498997123176,0.014368203908954718,0.04506690398358465,-2.0002710532380013,-1.305204184967715,-1.6867111718713035,-1.658775926033919,-1.6579238859576353,-1.693433488349125,-1.6826228089557147,-1.609098537415585,-1.6997466134955193,-1.522456893932273,-1.5028723278789666,-1.5952445579940355,-1.6658611780353938,0.06626374750777254,0.19687428561655262
HuggingFaceTB/SmolLM2-360M-Instruct,-1.3275991490603818,-0.8662214382555112,-1.0770951932691861,-1.187295899761002,-1.0671338025672668,-1.0688306508871068,-1.1472687201588256,-1.0620037304004142,-1.066260646771995,-1.0365713615293464,-1.0178682355259883,-1.048817643517826,-0.7371944472005134,0.1131637759706677,0.4501014525604885,-0.9177574704043285,-0.8435145766044837,-1.0576891206809387,-1.0842042002767982,-1.0299993813176387,-1.0575952693944357,-1.0504384603871348,-1.0311704532172545,-1.0170808121913508,-1.0882669376828844,-1.0231870229602555,-1.0619346529047615,-0.8657276354235284,0.05976877068615728,0.22253930225935603,-0.36217539088307105,-0.38856998709325624,-0.42724691265732884,-0.3025182742918789,-0.3882246090421143,-0.4033799197991696,-0.3445383656375403,-0.39529708643465145,-0.37305083685950835,-0.34500476235207067,-0.29904799832528983,-0.39412138821580744,-0.3561578636378643,0.03571655152465105,0.10433192147387976
LLM360/Amber,-4.604299693563484,-2.1973037229944916,-3.0664317062915165,-2.850339124212682,-2.9045969705185453,-2.3633783330344054,-2.8755591255015633,-2.5598572873345304,-2.4700257779317862,-2.943901207975053,-3.0332182252970243,-2.977861018081309,-3.2218305653217074,0.2563249603696435,0.858452232287302,0.6566939743594296,0.7763276929801107,0.7303020519798691,0.7345076543386605,0.7374477882779094,0.7554792963386017,0.7576267654999289,0.835815047319708,0.7807606682201519,0.7304644902940121,0.7368703406786378,0.7472115902671664,0.7288283421496026,0.03098972836750654,0.10698670517010545,-4.519414757412386,-1.7889708966022155,-2.633460821260687,-2.389547482308042,-2.608979426720935,-2.2698426819474866,-1.9612692317122828,-2.593612034248585,-2.5783816202416174,-2.476210875800977,-2.282502373317916,-2.6440785370363624,-2.0702151737710666,0.22558535397839324,0.6828093053240796
Qwen/Qwen2-0.5B,-2.42841366856665,-1.511055687379231,-1.9900472850600697,-2.0210676435346437,-1.983891165234382,-1.9330734987094698,-1.9724392817817202,-2.087764600246485,-1.9627942470699553,-1.9747917211929669,-2.009995136558861,-1.998778212972654,-1.9542964312082165,0.041027269056170004,0.15469110153701515,-0.44772168673772855,-0.12681408842462755,-0.24932345985298618,-0.23203863642485129,-0.23650705588059084,-0.23455003629892213,-0.23571205476312437,-0.23520503865511028,-0.24674548094568272,-0.23379749385586887,-0.2768665534368671,-0.22642071965871371,-0.23295776988640127,0.013473332788498642,0.0504458337781534,-1.478835823549327,-0.6936454637945098,-0.823261259730618,-0.7727211450014959,-0.7753312983915845,-0.7742926723591146,-0.7640392159870932,-0.744417024229913,-0.7314322988307316,-0.7709876354006348,-0.6054731113924781,-0.7482251529297358,-0.7231321901023946,0.048544361738540695,0.1698581869991065
Qwen/Qwen2-1.5B,-0.5085842830641154,-0.1505828457425784,-0.24891125805277609,-0.16170058515286412,-0.23297827153576178,-0.2229803171294067,-0.13712948243224177,-0.22431475362672484,-0.2082226007981911,-0.1685874053065994,-0.193107542856059,-0.22632451638938503,-0.17893485688719898,0.031074065744176677,0.09584878910352002,-1.2082391620402644,-1.229817178767143,-1.372327031639996,-1.4302028282190395,-1.4157628443273267,-1.4195075381694267,-1.2416183766553097,-1.4210354310901971,-1.4204618619138856,-1.5724738198248014,-1.3933008304511767,-1.3248249651809583,-1.3876316140714513,0.07937982508495486,0.33085544316949167,0.18876230912547687,0.016056088973575564,-0.026841279417704395,0.018192258200476756,0.017383602110644263,0.040499662228387315,0.02120333135469135,0.03744624840019098,0.03242368927617395,0.03209994576052476,0.004886361314244039,0.02991265762888287,-0.011255747483729699,0.01512806329945506,0.05175540971211701
Qwen/Qwen2-7B,1.3333333344244136,1.2081745119090226,1.2338325416175522,1.1757192040165763,1.1934791650994105,1.2740082529657109,1.4177756029382798,1.2673226959200214,1.2261281686004672,1.2323858758792299,1.2701664010440563,1.1555726913447228,1.2733009233529236,0.06961582048433737,0.2622029115935569,0.08344736976975357,-0.07858204242500129,-0.11616087838162117,0.0685854637068339,0.04143893385817105,-0.4155077929701134,-0.6184126301479571,-0.4140232956678255,-0.28780492822011183,0.4561591227460454,-0.2649233639212552,0.009041728935502764,-0.17684374540599754,0.294726404405368,1.0745717528940024,1.140430080266366,0.9533165034009203,0.9333981908059146,1.0629915499390028,0.9250170730919153,1.0181581357596907,0.9627563286057153,1.0252688261497827,0.5263757667946172,1.0882430124258136,1.1614918510117447,0.20193399403439138,0.996901074771154,0.28298114525895646,0.9595578569773533
Qwen/Qwen2.5-0.5B,-1.1735505085869935,-0.42805205708284044,-0.5683292217141309,-0.5296968170063854,-0.5200937587951279,-0.5146781408322031,-0.4764357769581547,-0.49137444956165405,-0.4463461268544559,-0.4658509704104503,-0.48256424706395584,-0.47444967240786684,-0.4019471961896493,0.035893114728400836,0.12774962081673608,-0.9460482302252308,-0.36773182352829864,-0.5705411961768444,-0.4951627244109893,-0.4744146564055719,-0.49586364570780356,-0.5087674302279515,-0.4851468446256545,-0.4698559185336322,-0.48502103210588604,-0.5119121722959319,-0.40049654758447195,-0.43211915720776184,0.03310077919247468,0.11141562471145994,0.8012597068712817,1.0922746788339839,1.0904511227860745,1.1250274911242122,1.1039722943387944,1.1179329899173889,1.121547884684914,1.1270293128046822,1.1138977272598274,1.1542214332429899,1.1492421189922826,1.1203490968789753,1.1459121856332295,0.015643068452901535,0.05024913890419547
Qwen/Qwen2.5-0.5B-Instruct,-0.5330991277220132,0.05660286827525392,-0.04050410144463883,0.01755563495359317,0.04169528403543692,0.04086188314371737,0.0023185355380407327,-0.041191545637538185,0.026154808061948767,0.0752704589747916,-2.7412642537201493e-06,0.020645368676001488,0.06782669835949286,0.03238528968872741,0.11646200461232978,-1.099050081898165,-0.633371297190834,-0.7536181203211534,-0.7323962699623554,-0.7205677406101507,-0.7652702086876376,-0.7095608168211636,-0.8886546322583851,-0.6752735200331618,-0.645043919992619,-0.6673977203989037,-0.749722719045229,-0.8444512124957996,0.0731985880023319,0.24361071226576614,1.5981370774279595,1.531519797397426,1.5592156258503689,1.6118568557248565,1.5652707759810978,1.570982615973842,1.5467009633320417,1.5812935015499814,1.5462147107352031,1.5741307380502174,1.5083463250416844,1.5489356038028927,1.571999894764018,0.02593420315053036,0.10351053068317206
Qwen/Qwen2.5-1.5B,0.7999983726905189,1.0628716584061775,1.0599696576791413,1.0467922606552211,0.9986607523293378,1.0276623546790309,1.0225569606760532,1.0750694826457126,1.0116880260578358,1.0660778812234417,1.0573442183750004,1.0614368791866087,1.0898439194534804,0.02800250122589071,0.09118316712414254,-1.4954156774522565,-1.0480633676230142,-0.9960592728366564,-1.101240622220204,-1.219329781437497,-0.531508120316697,-1.393721889474454,-1.21153851705224,-1.107242044995944,-1.1405554494889918,0.43491112299352724,-1.1917163994809714,-1.1500978348742024,0.5110836678670913,1.8286330124679813,1.869830891200924,1.9469216937985052,2.006127112480498,2.0400512388760914,1.9839660507762475,2.0629168898943417,2.042831301305892,2.0493685293300477,2.034020056895935,2.0029121075433096,1.9795710759848442,2.0451535368892526,2.0440688265394584,0.027461036634221933,0.08334581390949758
Qwen/Qwen2.5-1.5B-Instruct,1.1876067762013913,1.2079556581931097,1.208286698499425,1.20280873536457,1.2182331947459346,1.1900005869529988,1.2090834758039402,1.209571202721743,1.2157217300826226,1.2094027513733372,1.2412981940453651,1.2658648833573878,1.2040894200551797,0.020621378553500554,0.07586429640438896,-1.2386211734216714,-1.493160995410071,-1.4556212972702283,-1.5167627197926117,-2.2694988666341875,-2.4974405257438534,0.5101069111189471,-1.8158410010363952,-2.175145324069675,-1.2282064685318,0.4929609074716273,-4.099500838228591,-1.5749674953674584,1.298240975313741,4.609607749347538,2.400561502289052,2.229724381415918,2.286065921205529,2.3108915250112836,2.3174636033246694,2.439845598519462,2.2727204601369904,2.1413462026276613,2.3572911456324537,2.3875646300908686,2.318122507636776,2.1009183035170116,2.3263039304810387,0.09870333176330712,0.33892729500245045
Qwen/Qwen2.5-3B,1.33333386272231,1.2787973557882928,1.3158623818181348,1.3799972573479597,1.3059205415260016,1.2085939878223797,1.197520768673464,1.2920380734104802,1.3418419734012892,1.3252763591546306,1.2425256838665948,1.4026163786707788,1.3065904932004462,0.06451410893504285,0.2050956099973149,-0.4365986870711884,-0.04663158072294959,-0.0712916195542061,-0.07861818745296734,0.004927342226961277,-1.141837383895972,0.012059732556173203,0.09350433243813328,-0.21449642506543137,-0.12218606681015738,-0.10625230533539627,-0.0661821422620403,-0.3127742228526457,0.33468122154888874,1.2353417163341052,2.412629774969654,1.723914703879395,2.0465206609593993,2.2690199072709434,2.2700056722395816,2.507716199794019,5.732586446657456,5.732586446657456,1.8747481944138171,3.4455058510776357,3.4455058413953936,2.269019988576639,3.4455058350815575,1.3320753652970947,3.8578382522436394
Qwen/Qwen2.5-3B-Instruct,2.1333333330936517,2.2054097889327373,2.152400938855075,2.237261270872789,2.241371215194555,2.2465838755107495,2.255311091550571,2.239719617610911,2.229477671028164,2.2561192961097394,2.2510441505809293,2.2495183188900927,2.247721263740485,0.007981200084535173,0.026641625081575526,0.4430215587196895,0.07617427792726254,0.3946923074201395,0.191946259427994,0.24786082772173332,0.3324399053379801,0.3507889174166229,0.33746247978201505,0.9775059524671564,0.2771016320309953,0.3250984826782708,0.3485304309949051,0.11697676701893117,0.22133148591919483,0.8605291854482253,2.6857116472684064,0.0,1.0857163671515219e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen2.5-7B,1.8642165480625834,1.4374318436767517,1.5561042098722098,1.4499514715363169,1.4238063515832715,1.5164449229267627,1.451554720734762,1.5137764652919743,1.501781745612355,1.5272759351947263,1.4611608777544054,1.5643751893835272,1.4797984861835827,0.04088247642259873,0.14056883780025564,0.8451291723257337,1.1295243522087877,1.0960034101089253,1.1513981507119626,1.1914743588194696,1.0420264206119019,1.130712353135179,1.0924710213309305,1.1653850172138909,1.1161599353296694,1.1796868518998418,1.1809593836851036,1.1314471539096236,0.04385067470361264,0.14944793820756774,2.141679105154872,1.723914703879395,2.0465206609593953,5.732586446657456,3.4455058608262696,3.445505864019223,2.0878331594482833,2.2754559071348717,5.732586446657456,1.8208105154903307,2.086356561452652,5.732586446657456,5.732586446657456,1.6522580167361882,3.9117759311671256
Qwen/Qwen2.5-7B-Instruct,2.400000764669259,2.2929085968992173,2.3997367485528915,2.360021607555832,2.353954363003187,2.387269470447939,2.3793928529855872,2.3699713690155555,2.449016320619673,2.3697356423182576,2.372492103779246,2.3863485644773172,2.3305819864601793,0.029101284294665714,0.11843433415949356,1.327022005533235,1.0305538722074152,1.0847206328413521,1.0245253914012173,1.091991296988395,1.0419843251259515,1.119326048839859,0.8229306627107582,0.9303995560768056,1.0871138186159257,1.0790725708759101,1.1041156414255244,1.1025698610869918,0.08952152244660287,0.2963953861291009,2.7336117171765557,0.0,5.674867621099326e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen2.5-Coder-7B,1.600000499752553,1.407879875031308,1.363512598649064,1.143276238360413,1.3836517829512323,1.5065084673190317,1.5536340710735597,1.4169734138866972,1.4608756605838333,1.5138611594097924,1.6606182432414085,1.4316191014601507,1.3532137212399706,0.1308409213330705,0.5173420048809956,0.09585411277784908,-0.3076804667244085,-0.2577244761956864,0.1230520674979208,-0.7925535752679631,-0.49786394944206147,-0.32176707131739624,0.21468298628773289,-0.567443069601928,-0.9868697358730807,-0.7432399331248968,-0.5174085789092514,-0.28646468580600837,0.3638720120675203,1.2015527221608135,2.400028708895324,1.723914703879395,2.046520660959393,5.732586446657455,2.508156234291314,1.8747481944138171,3.4455058413953936,3.445505835364705,3.4455058409011015,1.7413796755977626,1.7496523219266011,3.4455058411745183,1.9253042556579039,1.1842473424820794,3.9912067710596926
Qwen/Qwen2.5-Math-7B,2.133333335874801,2.1873009768570006,2.3010950360697078,2.306829655062171,2.284196859484842,2.299156519256075,2.286442479124639,2.32461798993278,2.2788891618185865,2.229557000480179,2.244600750820911,2.254385556669508,2.29179237934621,0.02780406768818901,0.09506098945260133,-1.3467896969084339,-0.8037053437667844,-0.9526100470921012,-0.6002224804784551,-1.0012217844685636,-1.5372032612441642,-0.9557864740030586,-0.7650976723697179,-2.7693369094411797,-1.0902104290156434,-0.9457697122932098,-2.0824770097089096,-1.1529551637961795,0.6325476753988083,2.1691144289627244,2.477881893392704,1.723914703879395,2.046520660959385,5.732586446657456,2.2736360203962263,5.732586446657456,2.0902982567095956,1.8360917551481601,5.732586446657455,3.4455058699337715,5.732586446657456,2.4071725361489285,3.445505841112716,1.6193300667088415,3.896494691509296
Qwen/Qwen3-0.6B,1.0666666666572477,1.2651678760312939,1.3266860595205046,1.279133433768046,1.275909423326557,1.2660178374496578,1.2704715014675994,1.2854568687331283,1.2709365581950016,1.301126711762435,1.2574676941135094,1.2474554404029359,1.2690752288268732,0.013986145065841808,0.05367127135949912,-1.6053033885064205,-0.7151755351450735,-0.9617512132058846,-0.7640248712271794,-0.7990300192105613,-0.9673081482255035,-0.7642008126861334,-0.8461811356777603,-0.9421776272724564,-0.7728074138249935,-0.8474212949365979,-0.9005060729247772,-0.8716996567885343,0.06967784345809225,0.20328327699832405,0.27330634978706364,-0.39505867471801376,-0.6121946355754908,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,5.551115123125783e-17,0.0
