model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_overall,theta_cat_overall,theta_batch_overall,theta_mwle_overall,final_se_overall,scorable_evals_overall
allenai/OLMo-2-1124-7B,12,49,precision_reached,True,49,0,0.23218776194467727,1.0666027127790063,0.902291,0.8732912769309662,0.9261800056285423,0.12045,49
bigscience/bloom-1b1,14,65,precision_reached,True,65,0,0.035664915675974566,-3.470819972686858,-2.081684,-2.635753123132361,-3.325208110678835,0.297403,65
bigscience/bloom-1b7,12,58,precision_reached,True,58,0,0.027101769911504425,-3.925094107163389,-1.465976,-2.3219305140771276,-2.874265180561595,0.245473,58
bigscience/bloom-3b,12,59,precision_reached,True,59,0,0.031500414479137887,-2.918056839502082,-1.796218,-2.4331754420980087,-2.9932427841601936,0.278428,59
bigscience/bloom-560m,15,63,precision_reached,True,63,0,0.027446631549764348,-5.093641848336291,-2.058666,-2.7498953533593715,-3.918137422888256,0.296479,63
bigscience/bloom-7b1,12,67,precision_reached,True,67,0,0.041515742546670384,-2.1426326211901747,-1.242766,-1.6384096958925074,-1.724580770163398,0.236507,67
bigscience/bloomz-1b7,16,74,precision_reached,True,74,0,0.049945115257958285,-4.508072973311059,-2.244899,-2.9417082210689935,-4.425198763123898,0.29893,74
bigscience/bloomz-3b,12,50,precision_reached,True,50,0,0.04811657959857025,-4.2467967830755615,-1.786002,-2.5439254520119468,-3.6782849280361427,0.298685,50
bigscience/bloomz-7b1,16,71,precision_reached,True,71,0,0.06081452944413869,-4.061597955489386,-2.116478,-2.703924063632206,-3.4811870542161207,0.29595,71
deepseek-ai/deepseek-coder-6.7b-base,12,58,precision_reached,True,58,0,0.08817025981205086,-0.5063949822737701,-0.324439,-0.41597468059000775,-0.3786674847044893,0.217513,58
deepseek-ai/deepseek-llm-7b-base,12,60,precision_reached,True,60,0,0.052821795941062,-1.5420638723310116,-1.014429,-1.3870760574793155,-1.4272943125248914,0.216164,60
deepseek-ai/deepseek-math-7b-base,12,61,precision_reached,True,61,0,0.03624792473713337,-3.179908503259532,-1.990593,-2.588935681845348,-3.330958107271059,0.298803,61
facebook/opt-1.3b,12,51,precision_reached,True,51,0,0.0763927192498621,-1.3382960286656695,-1.303736,-1.522499911865776,-1.6234851587486363,0.279293,51
facebook/opt-2.7b,12,57,precision_reached,True,57,0,0.07620099392600774,-1.3332413586423841,-1.330996,-1.6031051059330277,-1.6998507456468679,0.242893,57
facebook/opt-6.7b,12,55,precision_reached,True,55,0,0.06681391496410823,-1.5816324162579822,-1.391951,-1.645183821729745,-1.7596354625808641,0.276407,55
google/gemma-2-2b,12,62,precision_reached,True,62,0,0.08592017738359202,-0.5330702583258284,0.088305,0.05759445155850037,0.09091744258161116,0.143424,62
h2oai/h2o-danube2-1.8b-base,12,58,precision_reached,True,58,0,0.06533776301218161,-0.8143980450513645,-0.609154,-0.8977106466223925,-0.8856709556391786,0.18641,58
h2oai/h2o-danube3-4b-base,12,68,precision_reached,True,68,0,0.13841886269070736,0.26666224736167976,-0.011651,-0.0457545411803834,-0.008419556796821753,0.16511,68
ibm-granite/granite-3.0-2b-base,12,60,precision_reached,True,60,0,0.19410112359550563,0.799956506201609,0.728126,0.7153018752213303,0.732757593155065,0.134059,60
ibm-granite/granite-3.1-2b-base,12,51,precision_reached,True,51,0,0.1902493695713085,0.5333339345175832,0.649043,0.5458098179886124,0.6000624545123225,0.129854,51
ibm-granite/granite-3.1-2b-instruct,12,45,precision_reached,True,45,0,0.26748740906547286,1.0666668462635054,1.07301,1.0694043217429123,1.1098559309987903,0.101106,45
lmsys/vicuna-7b-v1.5,12,70,precision_reached,True,70,0,0.1433370660694289,0.03606185509759145,-0.097493,-0.11855063727431768,-0.08503758663162542,0.168394,70
meta-llama/Llama-3.2-1B,12,55,precision_reached,True,55,0,0.04600280504908836,-1.9884530281474955,-1.567269,-1.7557655261246627,-1.905992362924972,0.296814,55
meta-llama/Llama-3.2-1B-Instruct,12,61,precision_reached,True,61,0,0.09773172780733688,-0.12171411749564488,-0.4195,-0.45732377721794,-0.4512132101997322,0.228302,61
meta-llama/Llama-3.2-3B,12,59,precision_reached,True,59,0,0.11135672837800498,-0.08368762001920725,0.566083,0.41898550502054976,0.4245275317581089,0.166456,59
meta-llama/Llama-3.2-3B-Instruct,12,48,precision_reached,True,48,0,0.2624612785130949,1.0666666666666815,0.841747,0.8195709694872325,0.862871819973976,0.127835,48
microsoft/Phi-3-mini-4k-instruct,12,52,precision_reached,True,52,0,0.15995556789780616,0.5167595522558969,0.688307,0.6164076185125936,0.6597982270749553,0.123931,52
microsoft/Phi-3.5-mini-instruct,12,47,precision_reached,True,47,0,0.25681691708402893,1.0671407788915925,1.156994,1.1119349067555215,1.163315937162188,0.098431,47
microsoft/phi-1_5,12,50,precision_reached,True,50,0,0.05102040816326531,-1.5894137136026965,-0.737006,-0.7914840504260714,-0.7723585710380845,0.254135,50
microsoft/phi-2,12,53,precision_reached,True,53,0,0.1493741307371349,0.26666656637624814,0.098101,0.0870832786108522,0.11715135674700325,0.160324,53
mistralai/Mistral-7B-Instruct-v0.3,12,47,precision_reached,True,47,0,0.23854748603351955,1.0666665088942917,1.245714,1.2460170587927246,1.248721079930687,0.099331,47
mistralai/Mistral-7B-v0.1,12,67,precision_reached,True,67,0,0.18570207917972087,0.5333333339251606,0.225908,0.16488898931723808,0.18234430603042256,0.150438,67
mistralai/Mistral-7B-v0.3,12,51,precision_reached,True,51,0,0.19765110283586365,0.799999992911705,0.905248,0.8112379134092064,0.8690785719989428,0.101236,51
nvidia/Nemotron-Mini-4B-Instruct,12,64,precision_reached,True,64,0,0.13283208020050125,0.010789198673120452,0.146216,0.1052905800938047,0.12890811084921555,0.142334,64
openai-community/gpt2,12,55,precision_reached,True,55,0,0.042652724270776,-4.376393511956672,-1.824527,-2.7091432184940727,-3.961046833509859,0.276302,55
openai-community/gpt2-large,12,57,precision_reached,True,57,0,0.0539053905390539,-2.6841461879961592,-1.873618,-2.6626708053862123,-3.9735154739387317,0.289559,57
openai-community/gpt2-medium,12,54,precision_reached,True,54,0,0.038821585903083704,-4.950844137801299,-1.668593,-2.5202507279288904,-3.7593940373720507,0.278369,54
openai-community/gpt2-xl,12,49,precision_reached,True,49,0,0.05428492697712869,-2.5594791471928655,-1.507955,-2.117403698197762,-2.5136080612971856,0.276274,49
openbmb/MiniCPM-2B-sft-bf16,12,54,precision_reached,True,54,0,0.05194805194805195,-1.6502095884402619,-0.810945,-0.8456851056584976,-0.8360976983913028,0.246603,54
stabilityai/stablelm-2-1_6b,12,57,precision_reached,True,57,0,0.060077519379844964,-1.336903713197128,-1.401333,-1.7792726275451143,-1.913266641968735,0.255002,57
stabilityai/stablelm-2-zephyr-1_6b,12,59,precision_reached,True,59,0,0.06698034874065874,-0.7994535922668539,-0.662095,-0.7211707636552428,-0.7166435107207402,0.229462,59
stabilityai/stablelm-3b-4e1t,12,57,precision_reached,True,57,0,0.05629506378258458,-1.3305428392651661,-0.542835,-0.5815919763217741,-0.5671807797784554,0.215047,57
stabilityai/stablelm-zephyr-3b,12,75,precision_reached,True,75,0,0.0802899358795651,-0.3739761268786004,-0.340637,-0.3750391572562246,-0.3524456926536785,0.184032,75
tiiuae/Falcon3-1B-Base,12,56,precision_reached,True,56,0,0.13730929264909847,0.26666661998470587,0.099175,0.06329639479619847,0.09540122770324566,0.159187,56
tiiuae/Falcon3-3B-Base,12,42,precision_reached,True,42,0,0.28531311429373774,1.333333333333334,1.247948,1.2685737346670052,1.2624437667329693,0.104399,42
tiiuae/Falcon3-7B-Base,12,44,precision_reached,True,44,0,0.375280269058296,1.8666666666666671,1.839949,1.8630949342882206,1.863632915419851,0.118483,44
togethercomputer/RedPajama-INCITE-7B-Base,12,66,precision_reached,True,66,0,0.03567477876106195,-2.893846912581652,-1.597219,-2.039058183847839,-2.2633147210655147,0.254812,66
togethercomputer/RedPajama-INCITE-Base-3B-v1,12,58,precision_reached,True,58,0,0.04674182018146824,-2.7541415012197965,-1.786314,-2.0953518563722904,-2.3460196767241066,0.29687,58
01-ai/Yi-1.5-6B,12,46,precision_reached,True,46,0,0.20268787712561712,0.8000000000001322,0.987178,0.9745023517408231,0.9979255780154996,0.122589,46
01-ai/Yi-1.5-6B-Chat,12,54,precision_reached,True,54,0,0.3069116840373011,1.333333333333334,1.267167,1.3037039763783924,1.279661777673795,0.093254,54
01-ai/Yi-6B-200K,12,55,precision_reached,True,55,0,0.08804168952276467,-1.0656024091406486,-1.504589,-1.9252989834881324,-2.139291637670494,0.273963,55
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,12,58,precision_reached,True,58,0,0.06884256719692813,-3.275827104400844,-1.456432,-2.428689243362334,-3.4108732729622866,0.246796,58
BEE-spoke-data/smol_llama-220M-openhermes,12,56,precision_reached,True,56,0,0.05019199122325837,-3.2943034168585,-1.635125,-2.431295453006028,-3.037273086306048,0.256735,56
BSC-LT/salamandra-2b,12,55,precision_reached,True,55,0,0.07679648930334614,-1.8707330139260265,-1.330876,-1.5539155001406386,-1.6577620681768692,0.270723,55
BSC-LT/salamandra-2b-instruct,12,54,precision_reached,True,54,0,0.06637410861217773,-1.4304693322329476,-1.840702,-2.281625766100623,-2.689914256321606,0.298911,54
BSC-LT/salamandra-7b,12,60,precision_reached,True,60,0,0.1086121777290181,-0.6807914797910762,-0.738021,-0.8475723742898007,-0.8444271884376657,0.219232,60
BSC-LT/salamandra-7b-instruct,12,63,precision_reached,True,63,0,0.1151947339550192,-0.2666358262753142,-0.363716,-0.39837241270877155,-0.3681885121998429,0.193228,63
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,12,47,precision_reached,True,47,0,0.374108612177729,1.5999999999999999,1.409489,1.395445563527137,1.428319078032885,0.10185,47
OpenBMB/MiniCPM4-0.5B,12,57,precision_reached,True,57,0,0.09736697750959956,-0.5065584844374498,-0.794585,-0.8625577521906282,-0.8653407668440414,0.228713,57
Qwen/Qwen1.5-1.8B,13,64,precision_reached,True,64,0,0.03510696653867252,-2.885435212594253,-1.787548,-2.137422090104287,-2.391232700307511,0.293118,64
Qwen/Qwen1.5-1.8B-Chat,12,60,precision_reached,True,60,0,0.06637410861217773,-1.160912949770665,-0.955841,-1.0884230182492196,-1.0994702841405812,0.234016,60
ai-forever/mGPT,12,53,precision_reached,True,53,0,0.0575973669775096,-4.298818659208541,-1.376474,-2.303278316938495,-3.0772233476617044,0.249766,53
allenai/OLMo-1B-hf,12,53,precision_reached,True,53,0,0.06034009873834339,-4.09081764835748,-1.49134,-2.4651503667277237,-3.5123389281257755,0.257111,53
allenai/OLMo-2-0425-1B-DPO,12,65,precision_reached,True,65,0,0.149519890260631,0.2666001473369247,-0.129262,-0.18462151555689393,-0.14733903714577465,0.166105,65
allenai/OLMo-2-0425-1B-Instruct,12,53,precision_reached,True,53,0,0.15633571036752605,0.26666665622520813,0.452335,0.23651905315670002,0.25940729796778256,0.128771,53
arcee-ai/raspberry-3B,12,45,precision_reached,True,45,0,0.2421832144816237,1.054672739447736,0.856593,0.8695710466089729,0.9226765753955002,0.126737,45
google/gemma-2b,12,52,precision_reached,True,52,0,0.09053497942386832,-1.0445886972754235,-1.202077,-1.338921406073893,-1.3951580143465752,0.280739,52
h2oai/h2o-danube-1.8b-chat,12,64,precision_reached,True,64,0,0.07076247942951179,-1.175689628778975,-1.132004,-1.255916333894069,-1.2814456373922012,0.244414,64
h2oai/h2o-danube2-1.8b-chat,12,69,precision_reached,True,69,0,0.08340192043895747,-0.8059178985028366,-0.498292,-0.5380159244168383,-0.516068439689866,0.19983,69
ibm-granite/granite-7b-instruct,12,72,precision_reached,True,72,0,0.11985737794843665,-0.2718382568339535,-0.313376,-0.4192145251653653,-0.38161620226120874,0.166782,72
ibm/PowerLM-3b,12,65,precision_reached,True,65,0,0.17882611080636313,0.4058988586334604,0.189737,0.16094948368448642,0.17605445261504893,0.147809,65
nvidia/AceInstruct-1.5B,12,43,precision_reached,True,43,0,0.2616566099835436,1.0666666666666667,0.905041,0.8811758414400133,0.9310515371489884,0.125857,43
openbmb/MiniCPM-1B-sft-bf16,12,56,precision_reached,True,56,0,0.0575973669775096,-3.2147544010060924,-1.759258,-2.1860060998143003,-2.506823458434456,0.281893,56
openlm-research/open_llama_3b,12,51,precision_reached,True,51,0,0.08913878222709819,-1.3304148662278923,-1.307983,-1.4867559659072254,-1.5703158643551423,0.286099,51
pankajmathur/orca_mini_3b,12,59,precision_reached,True,59,0,0.06995884773662552,-1.341262356659191,-1.183028,-1.330413781521822,-1.3766972159371191,0.264183,59
pankajmathur/orca_mini_v9_5_3B-Instruct,12,57,precision_reached,True,57,0,0.21256171146461875,0.7999993685915845,0.612737,0.5394455941206378,0.5680893165783659,0.15075,57
stabilityai/stablelm-2-1_6b-chat,12,70,precision_reached,True,70,0,0.09215578716401536,-0.5265348057478146,-0.101619,-0.1926694025553733,-0.14506261208472135,0.156483,70
tiiuae/Falcon3-1B-Instruct,12,45,precision_reached,True,45,0,0.20378496982995062,0.7999961743181224,1.004609,0.9896512469529236,1.0141196538021697,0.107085,45
tiiuae/Falcon3-3B-Instruct,12,51,precision_reached,True,51,0,0.3742112482853224,1.5999999999999996,1.485374,1.50023577222123,1.4928647127836847,0.09716,51
utter-project/EuroLLM-1.7B,12,48,precision_reached,True,48,0,0.0666483817882611,-2.343646546095953,-1.146938,-1.5855004158428703,-1.696936242780132,0.249944,48
utter-project/EuroLLM-1.7B-Instruct,12,69,precision_reached,True,69,0,0.055951727921009324,-1.6250070921470328,-1.02998,-1.2201233482616902,-1.2428852394509704,0.217301,69
