bench,model_type,chunk,chunk_end,n_items,n_degenerate,n_persons,m2_type,M2,df,p,RMSEA,RMSEA_5,RMSEA_95,SRMSR,TLI,CFI,converged,status
math,2PL,1,101,100,2,901,M2,10129.1850334507,4850,0.0,0.0347769361546536,0.0338068419287936,0.0357079992463784,0.084972796720478,0.974911977197398,0.975418805940885,False,ok
math,2PL,2,201,100,0,901,M2,9582.7699835054,4850,0.0,0.0329280168208444,0.0319413515578169,0.033876776062645,0.0877204825901106,0.973272379417237,0.973812331348202,False,ok
math,2PL,3,301,100,0,901,M2,10526.5505681165,4850,0.0,0.0360620267740921,0.0351020139089131,0.0369820939175055,0.0833638170818209,0.965864170358236,0.966553783078271,True,ok
math,2PL,4,401,100,0,901,M2,6376.41699208925,4850,0.0,0.0187001233807009,0.0174043086233429,0.0199388725473359,0.116265907537391,0.985380311234321,0.985675658482113,False,ok
math,2PL,5,501,100,2,901,M2,5011.30050662074,4850,0.051900714831945,0.0060789103936522,0.0,0.0087274725792609,0.100235086632206,0.998263960233095,0.998299031743538,False,ok
math,2PL,6,601,100,2,901,M2,3700.28087939292,4850,1.0,0.0,0.0,0.0,0.102048049896034,1.00841098524227,1.0,True,ok
math,2PL,7,701,100,4,901,M2,3496.68098625158,4850,1.0,0.0,0.0,0.0,0.111338975700248,1.00857239424813,1.0,True,ok
math,2PL,8,801,100,1,901,M2,5258.49693646667,4850,2.63475682216185e-05,0.0096739152402136,0.0073732847836505,0.0115980501879844,0.123445071144453,0.997280998816153,0.997335928132999,False,ok
math,2PL,9,901,100,2,901,M2,5591.6276112362,4850,3.38729044813135e-13,0.0130346934300239,0.0113268353011552,0.0145954542697467,0.0703288338071412,0.991113370857544,0.991292898719008,False,ok
math,2PL,10,1001,100,1,901,M2,9691.48430693478,4850,0.0,0.0333040569266612,0.0323209793061849,0.0342490207429696,0.111014861433287,0.967765635353689,0.968416834639473,False,ok
math,2PL,11,1101,100,1,901,M2,9131.48313301303,4850,0.0,0.0313187914380376,0.0303153515645954,0.0322850677121258,0.127035879492769,0.972174320639363,0.972736455575942,False,ok
math,2PL,12,1215,114,4,901,M2,7268.58322714901,6327,6.66133814775094e-16,0.0128590588787029,0.0113544526478947,0.014243379672835,0.125269947944828,0.992063425705522,0.992203896047017,False,ok
math,3PL,1,101,100,2,901,M2,10173.1145669238,4750,0.0,0.0356169174827963,0.0346436520390005,0.0365505629424405,0.115283828343697,0.973685418961969,0.974748634357445,False,ok
math,3PL,2,201,100,0,901,M2,9121.45859181701,4750,0.0,0.0319775454544361,0.0309710067722079,0.0329466067303729,0.131864763619954,0.974793102374503,0.975811562884624,False,ok
math,3PL,3,301,100,0,901,M2,10099.0650699621,4750,0.0,0.0353729174824356,0.0343977290516006,0.0363086587198498,0.116088680471427,0.96715630870572,0.968483326535792,False,ok
math,3PL,4,401,100,0,901,M2,4575.2794610124,4750,0.964712073701921,0.0,0.0,0.0,0.175392172859989,1.00170866539904,1.0,False,ok
math,3PL,5,501,100,2,901,M2,3649.15529077718,4750,1.0,0.0,0.0,0.0,0.177074019560192,1.01209756951212,1.0,False,ok
math,3PL,6,601,100,2,901,M2,3732.64745307852,4750,1.0,0.0,0.0,0.0,0.101147438749844,1.00759931982455,1.0,True,ok
math,3PL,7,701,100,4,901,M2,3410.696081778,4750,1.0,0.0,0.0,0.0,0.111511664890572,1.0086622202279,1.0,True,ok
math,3PL,8,801,100,1,901,M2,4432.50217555182,4750,0.999559690284501,0.0,0.0,0.0,0.13596652204991,1.00215779148791,1.0,True,ok
math,3PL,9,901,100,2,901,M2,4426.13319445,4750,0.99965635091054,0.0,0.0,0.0,0.145946760329963,1.003962467678,1.0,False,ok
math,3PL,10,1001,100,1,901,M2,9224.91094220192,4750,0.0,0.0323537137512454,0.0313511220674215,0.0333186574755757,0.171395651077999,0.969579026233281,0.970808156486482,False,ok
math,3PL,11,1101,100,1,901,M2,8003.60411927181,4750,0.0,0.0275876238006133,0.0265232662905058,0.0286151123267792,0.217429621931921,0.978409416621251,0.979281763424432,False,ok
math,3PL,12,1215,114,4,901,M2,6472.21333112837,6213,0.010731084740727,0.0068085829838287,0.0036009101274719,0.0090086329946132,0.140067863467541,0.997775009369692,0.997853770099968,False,ok
gpqa,2PL,1,101,100,19,1102,M2,87545.2452141278,4850,0.0,0.124444509676704,0.123666899098969,0.125110577782862,0.154802446476796,0.381110674906146,0.393613489554507,True,ok
gpqa,2PL,2,201,100,65,1102,M2,74079.5001372697,4850,0.0,0.113862592826131,0.113087842990025,0.114535515443617,0.120647047797285,0.515594410441152,0.525380381947391,True,ok
gpqa,2PL,3,301,100,68,1102,M2,85313.1547009022,4850,0.0,0.122753532612285,0.12197641267161,0.123420661591797,0.12971852006897,0.418585651673289,0.43033139608393,True,ok
gpqa,2PL,4,401,100,67,1102,M2,76304.1791738793,4850,0.0,0.115677605045282,0.114902402893532,0.116349312578008,0.117483177390057,0.483252352287464,0.493691698705899,True,ok
gpqa,2PL,5,501,100,25,1102,M2,85372.8291421914,4850,0.0,0.122799043447878,0.122021910453408,0.123466143720505,0.138761685798211,0.309309208864295,0.323262558180167,True,ok
gpqa,2PL,6,601,100,67,1102,M2,91750.4404208079,4850,0.0,0.127569384449693,0.126790838380001,0.128233521759732,0.127643394773476,0.474204640520762,0.48482676899509,True,ok
gpqa,2PL,7,701,100,21,1102,M2,78777.7557947351,4850,0.0,0.117662814502908,0.116887098035702,0.118333213114891,0.124868188617047,0.38030200003898,0.392821151553344,True,ok
gpqa,2PL,8,801,100,28,1102,M2,83180.2541878589,4850,0.0,0.121115642990897,0.120338987096881,0.121783811099238,0.125292592749322,0.445733418639417,0.456930723313368,True,ok
gpqa,2PL,9,901,100,71,1102,M2,93948.0087999023,4850,0.0,0.129172323150227,0.12839328365006,0.129835484032817,0.134895903826776,0.517716108996656,0.527459217905814,True,ok
gpqa,2PL,10,1001,100,19,1102,M2,81786.8999621513,4850,0.0,0.120033594838437,0.119257239176692,0.120702455933114,0.136775842236561,0.439586743666554,0.450908223592482,True,ok
gpqa,2PL,11,1101,100,26,1102,M2,91782.4536335973,4850,0.0,0.127592879899096,0.126814326660925,0.128257002830437,0.131289015511503,0.530592690574667,0.540075666522654,True,ok
gpqa,2PL,12,1193,92,19,1102,M2,70061.3915299875,4094,0.0,0.120975402898897,0.120135041265618,0.121707672104808,0.130142597366299,0.529127906389898,0.539476743612098,True,ok
gpqa,3PL,1,101,100,37,1102,M2,79949.4472405956,4750,0.0,0.119913163316517,0.119129289092186,0.120589684157805,0.135811415918739,0.425360825207451,0.448578569643514,False,ok
gpqa,3PL,2,201,100,63,1102,M2,70439.1731190513,4750,0.0,0.112074402771528,0.111292513230599,0.112756140710592,0.116091001925925,0.530689928849234,0.549651951926033,False,ok
gpqa,3PL,3,301,100,61,1102,M2,65113.6333403719,4750,0.0,0.107435354682709,0.106654472849959,0.108120351074753,0.126201296048232,0.554638992461054,0.572633376604042,False,ok
gpqa,3PL,4,401,100,66,1102,M2,63175.649637858,4750,0.0,0.105696671399898,0.104916129497606,0.106382927610692,0.114383917367006,0.568577736853504,0.586008939404878,False,ok
gpqa,3PL,5,501,100,31,1102,M2,76914.4050613568,4750,0.0,0.117468400020459,0.116685178509869,0.118146513348953,0.129625368778923,0.367972747761407,0.39350920239731,False,ok
gpqa,3PL,6,601,100,67,1102,M2,75056.8414463474,4750,0.0,0.115946683166942,0.115163853197203,0.116625802857186,0.120577104820404,0.565649337886838,0.58319885958838,False,ok
gpqa,3PL,7,701,100,34,1102,M2,66513.1437391226,4750,0.0,0.108673644634395,0.107892507632853,0.109357757127862,0.130399474739245,0.471372083419992,0.492730787120195,False,ok
gpqa,3PL,8,801,100,71,1102,M2,71637.3727821696,4750,0.0,0.113091927132049,0.112309798646657,0.113772968698691,0.123415783032825,0.516739359287213,0.536265041740255,False,ok
gpqa,3PL,9,901,100,72,1102,M2,75754.2292691958,4750,0.0,0.116520313523793,0.115737337349828,0.117199052435496,0.144185244209258,0.607565568725193,0.623421505342357,False,ok
gpqa,3PL,10,1001,100,19,1102,M2,66672.4237817707,4750,0.0,0.108813682820939,0.108032516304272,0.109497696027236,0.170460457249323,0.539457416558066,0.558065197707235,False,ok
gpqa,3PL,11,1101,100,74,1102,M2,70974.4752179868,4750,0.0,0.112530124265246,0.111748128452469,0.11321154955013,0.128501576074506,0.634880889364299,0.649633176662711,False,ok
gpqa,3PL,12,1193,92,19,1102,M2,62566.7091951428,4002,0.0,0.115288448298921,0.114440528309984,0.116033549839074,0.127152622805779,0.572357966394032,0.591155418420668,False,ok
musr,2PL,1,101,100,48,1099,M2,63414.9934445957,4850,0.0,0.104868971851212,0.104095011673266,0.105549117936564,0.108282550341267,0.533154689173511,0.542585907574046,True,ok
musr,2PL,2,201,100,49,1099,M2,94337.031097846,4850,0.0,0.129630743078107,0.128850392579947,0.130294476900243,0.170972120937157,0.418966132900875,0.43070419082207,False,ok
musr,2PL,3,301,100,36,1099,M2,70695.894524419,4850,0.0,0.111196805697306,0.110421527752714,0.111872434522568,0.132903061932611,0.434686003648799,0.44610648842357,False,ok
musr,2PL,4,401,100,27,1099,M2,68632.8584035307,4850,0.0,0.109440974041504,0.108666088807763,0.110117828657356,0.203247187314032,0.538248591458819,0.547576902742479,False,ok
musr,2PL,5,501,100,18,1099,M2,46764.2029942667,4850,0.0,0.0887173512134861,0.087945132694157,0.0894106761776515,0.269868036004181,0.647489690538678,0.654611110931836,False,ok
musr,2PL,6,601,100,40,1099,M2,64656.800397763,4850,0.0,0.1059749560196,0.105200785836781,0.106654291841931,0.0999108171569233,0.652615949618856,0.659633809222516,True,ok
musr,2PL,7,701,100,24,1099,M2,59095.7826986378,4850,0.0,0.100927833438109,0.100154542075824,0.101610947894081,0.100400370214979,0.74613954107324,0.751268035192972,True,ok
musr,2PL,8,755,54,19,1099,M2,17462.0735985358,1377,0.0,0.103143861385508,0.101734442802585,0.104465223220365,0.0954467120865514,0.732199565163267,0.742305241949558,True,ok
musr,3PL,1,101,100,48,1099,M2,27717707.4801126,4750,0.0,2.30511959670577,2.30188318025193,2.30188318025481,0.124551516458257,,,True,ok
musr,3PL,2,201,100,49,1099,M2,77737.7715869232,4750,0.0,0.118297911460817,0.117513299243525,0.118976364254148,0.133918874467961,0.516117873451688,0.535668666443539,True,ok
musr,3PL,3,301,100,36,1099,M2,61864.3488091677,4750,0.0,0.104646483703302,0.103864967915437,0.10533442503603,0.112638229318366,0.49932674295141,0.519555965458424,True,ok
musr,3PL,4,401,100,37,1099,M2,70128.7289062573,4750,0.0,0.111961900426917,0.111178866977759,0.112644612160173,0.160649299476862,0.516731094591685,0.536257110971819,True,ok
musr,3PL,5,501,100,47,1099,M2,66131.1523433593,4750,0.0,0.108484962661389,0.107702696239609,0.109170113278788,0.140534065997376,0.472899076834557,0.494196083831141,False,ok
musr,3PL,6,601,100,39,1099,M2,46952.8642461424,4750,0.0,0.089954519602952,0.0891746283820769,0.090654411642664,0.162648848319238,0.749706620804154,0.759819484610047,False,ok
musr,3PL,7,701,100,24,1099,M2,54271.2003512179,4750,0.0,0.0974423180147408,0.0966618834840891,0.0981358306255344,0.0980023823025624,0.763370779563846,0.772931556147125,False,ok
musr,3PL,8,755,54,24,1099,M2,19099.9425530497,1323,0.0,0.110623512076586,0.109186794118951,0.111965269744653,0.128976338410027,0.691951292800701,0.715200251834611,False,ok
