model,n_obs_items,cat_n_items,obs_acc,pred_acc_cat,pred_acc_full,theta_full_correctness,theta_cat_correctness,final_se_correctness,n_cross_correctness,theta_full_scaffolding,theta_cat_scaffolding,final_se_scaffolding,n_cross_scaffolding,theta_full_presentation,theta_cat_presentation,final_se_presentation,n_cross_presentation
HuggingFaceTB/SmolLM2-1.7B,4042,100,0.13236021771400297,0.12405624668394327,0.13287575060126885,-0.5656147550754005,-0.398126821570523,0.156278103046873,14,-0.19062647413091846,-0.09884800258120871,0.19454161158913566,33.0,0.2239306006707127,-0.6254339167817162,0.363432710642507,
HuggingFaceTB/SmolLM2-1.7B-Instruct,3985,94,0.2002509410288582,0.2099000538637666,0.19826018625888386,0.3516278289089768,0.48001015257347956,0.10766337088247278,8,-0.7521171472344813,-0.6213951532847694,0.29684414446501894,94.0,0.9956711669045241,1.0299409407316529,0.14979095573931472,23.0
HuggingFaceTB/SmolLM2-135M,3971,100,0.04809871568874339,0.06942923106504459,0.04858219539828267,-3.7980892270677113,-2.0022371221024593,0.24393949194511536,31,0.24154178216693484,0.190751076687117,0.16119009104390183,15.0,-1.9102311794411506,-1.468991060842753,0.33854789506132804,
HuggingFaceTB/SmolLM2-360M,4079,100,0.0502574160333415,0.07435467127613883,0.05323164395936112,-3.131975660232112,-1.8892757876864938,0.24184802030208624,34,0.3728271578862909,0.32214278722408946,0.16448291031957987,14.0,-2.000471858570355,-1.305204184967715,0.30715226871067025,
HuggingFaceTB/SmolLM2-360M-Instruct,4045,88,0.08776266996291718,0.1016142330150175,0.08788227077235322,-1.3125152217571783,-0.8662214382555113,0.19301401716285138,20,-0.9190125193022322,-0.843514576604484,0.22987124740022669,26.0,-0.37646351396172,-0.38856998709325624,0.2978372578975549,88.0
LLM360/Amber,4097,100,0.03319502074688797,0.06833420348796568,0.039188352208257955,-4.6042392953326035,-2.1973037229944925,0.2677726378433767,39,0.6576803451420076,0.7763276929801108,0.15594151535331338,12.0,-4.517977031392394,-1.7889708966022155,0.3325122895043431,
Qwen/Qwen2-0.5B,4059,90,0.051244148805124415,0.08481679060866615,0.05606058944792978,-2.428848153858439,-1.5110556873792316,0.22675742288156203,25,-0.4459571004479009,-0.1268140884246274,0.17512118912223035,20.0,-1.47933264646524,-0.6936454637945098,0.299841464547246,90.0
Qwen/Qwen2-1.5B,4033,67,0.13166377386560874,0.1381509359092403,0.12872773358138084,-0.41839668807866665,-0.15058284574257844,0.167603711528978,15,-1.2152954962019744,-1.229817178767143,0.23876244816914025,18.0,0.168308743592985,0.016056088973575564,0.2986729443169165,67.0
Qwen/Qwen2-7B,4011,41,0.3223635003739716,0.2849954915672077,0.3161667752952344,1.3999905212002062,1.2081745119090226,0.0796760352197298,7,0.0703281003215353,-0.07858204242500123,0.25051364339068205,9.0,1.1917618745558924,0.9533165034009203,0.28354748126905893,41.0
Qwen/Qwen2.5-0.5B,4042,69,0.11627906976744186,0.1625260555909545,0.12161767354106184,-1.1918590786017802,-0.42805205708284044,0.2952615627965315,69,-0.9449746111959612,-0.36773182352829864,0.2805328962213574,64.0,0.8086412168127185,1.0922746788339839,0.13266453525866737,6.0
Qwen/Qwen2.5-0.5B-Instruct,4051,100,0.1639101456430511,0.20093257045670582,0.16923409059711467,-0.5355832487616301,0.05660286827525397,0.16719864133258852,55,-1.0997990968422806,-0.6333712971908343,0.31161439235818267,,1.582662153022676,1.531519797397426,0.1083814389457157,6.0
Qwen/Qwen2.5-1.5B,3753,100,0.2587263522515321,0.29155678121802764,0.263167861176373,0.7996302954803909,1.0628716584061777,0.09093212864989596,24,-1.4952353897762098,-1.0480633676230144,0.33230791302506235,,1.9276853522274275,1.9469216937985052,0.11900304739690865,7.0
Qwen/Qwen2.5-1.5B-Instruct,3994,100,0.32473710565848773,0.3108693406739253,0.31735717857167467,1.1999996907357928,1.2079556581931097,0.07296612915894186,22,-1.2394929251604563,-1.4931609954100715,0.31067279204265336,,2.4042859504648346,2.229724381415918,0.12604931579930023,6.0
Qwen/Qwen2.5-3B,4017,39,0.36096589494647746,0.320149719941944,0.35036357849193145,1.3999999407299002,1.2787973557882928,0.07703732866655418,4,-0.4553662939893389,-0.04663158072294942,0.2577384443371706,30.0,2.450908067537105,1.723914703879395,0.26937616122761776,39.0
Qwen/Qwen2.5-3B-Instruct,4012,100,0.46086739780658026,0.3811809052358172,0.4568686823298235,2.0863858187849704,2.2054097889327373,0.06172202203856947,7,0.4395251158359967,0.07617427792726247,0.1657803526051234,6.0,2.7426615933769205,0.0,1.0,
Qwen/Qwen2.5-7B,4019,71,0.4247325205274944,0.3586975069201822,0.4137345785897685,1.7999741707618315,1.4374318436767517,0.07303435218742829,27,0.9572732378356322,1.1295243522087872,0.09697416111704536,8.0,2.200602230920024,1.723914703879395,0.26937616122761776,71.0
Qwen/Qwen2.5-7B-Instruct,4035,100,0.5516728624535316,0.4120797246228879,0.5198604196298499,2.4259332034229373,2.2929085968992173,0.05977851770905037,13,1.2877193623149337,1.0305538722074152,0.08791438683819142,8.0,2.78534622231017,0.0,1.0,
Qwen/Qwen2.5-Coder-7B,4030,38,0.40818858560794047,0.3300930495115722,0.38028715275557523,1.60126091760017,1.407879875031308,0.0800314931056744,4,0.11282758273912896,-0.3076804667244085,0.28032485049122463,30.0,2.399601979207558,1.723914703879395,0.26937616122761776,38.0
Qwen/Qwen2.5-Math-7B,4052,75,0.4259624876604146,0.4152416520611364,0.43480503690387373,2.1999999657188205,2.187300976857001,0.0675925409345732,4,-1.3855565437557738,-0.8037053437667836,0.2605658748862977,13.0,2.525102342300197,1.723914703879395,0.26937616122761776,75.0
Qwen/Qwen3-0.6B,4105,100,0.2238733252131547,0.24614462802060227,0.22724964099789183,1.0064594786229704,1.2651678760312939,0.06404525253735503,4,-1.5892171897483311,-0.7151755351450736,0.25878374387932357,30.0,0.30272965565978793,-0.39505867471801376,0.594728605707766,
Qwen/Qwen3-1.7B,4102,100,0.49731838127742567,0.4184987090070114,0.49080000048744776,2.684762853610004,2.6191581946052023,0.047751377442665166,4,-1.629181516153266,-1.018936995849694,0.2299652016320439,10.0,2.2236398122960708,0.0,1.0,
Qwen/Qwen3-4B,4104,100,0.6123294346978557,0.5299326183133024,0.6463498788890698,3.766983962286964,3.3319227600889496,0.0418145702142495,6,-1.69463063556008,-0.7923683523737345,0.15382014785519993,8.0,2.3860037323962078,0.0,1.0,
TinyLlama/TinyLlama-1.1B-Chat-v1.0,4060,99,0.04482758620689655,0.07722901035964379,0.048696131200338534,-2.2820893735603054,-1.353070313097286,0.2017884961679039,20,-1.1054047389357855,-0.7352213265116301,0.20553943037166097,28.0,-1.8603811649278876,-1.0344143846011367,0.29772380088400907,99.0
allenai/OLMo-2-0425-1B,4068,64,0.12389380530973451,0.1344968107355817,0.11936952721719928,-0.6826102376691608,-0.7043140733004901,0.22079697830868214,19,-0.2584328095030226,-0.07741939636484367,0.20673711731728006,15.0,-0.15674874329813707,0.4386697550228581,0.2937865243626065,64.0
allenai/OLMo-2-1124-7B,4034,81,0.27119484382746656,0.24193226720485123,0.25551411208684094,1.000148413302721,0.9332085662723338,0.07675194744935947,7,-0.3518688070221271,-0.3346823583039785,0.28742528914699633,81.0,0.8823946986435116,0.6313271802856268,0.2796751132016708,69.0
bigscience/bloom-1b1,4104,100,0.034600389863547756,0.06608629008618284,0.038569075133742935,-4.188870601670649,-2.0659384700653933,0.2579220403735507,37,0.3522679794972897,0.3390089652742057,0.1532425486723444,11.0,-3.781592657253592,-1.7394466433154552,0.33766012841974163,
bigscience/bloom-1b7,4092,100,0.026881720430107527,0.06474135358851937,0.032953088173472825,-4.721574141727779,-2.0950844967975972,0.2509890531335455,33,-0.06870453924538598,0.17343987275629752,0.16134364739599819,12.0,-3.779711850438842,-1.6271661275288598,0.3450669544488169,
bigscience/bloom-3b,4095,100,0.03492063492063492,0.06768162435281468,0.039685165883653,-3.6452912952310568,-2.034184505372611,0.2583802989309169,37,-0.11586291468084343,0.17213719350786305,0.15613269717746983,12.0,-2.898852077844546,-1.497092625265759,0.340125138859673,
bigscience/bloom-560m,4096,100,0.0244140625,0.06512956627370345,0.03204576864785514,-5.471173892426513,-2.1437341361010556,0.25219856983803035,31,0.2990944158972539,0.47273250635421327,0.16076295048230693,11.0,-4.805000056863296,-1.7394466433154552,0.33766012841974163,
bigscience/bloom-7b1,4062,100,0.050221565731166914,0.07129039757327724,0.051104380483153994,-2.7355773529556973,-1.762850623147832,0.2362826913775858,34,-0.15108086329992498,0.004247902991422085,0.16350133868249545,12.0,-1.927250963059699,-1.4001833334338476,0.3249442259636205,
bigscience/bloomz-1b7,4133,100,0.04548753931768691,0.07647144397351811,0.04972165528450158,-5.4277644100034,-2.4636489100197965,0.2747771983470806,53,1.643344976255222,1.5903396361136022,0.14936637574111225,12.0,-4.450742010322798,-1.7394466433154552,0.33766012841974163,
bigscience/bloomz-3b,4126,100,0.043383422200678624,0.0756426908617843,0.04816315060068424,-5.0544024073966645,-2.3861823691533317,0.2715945714067078,50,1.4645543523350173,1.4729407327932527,0.1484394602611645,12.0,-4.483956370242879,-1.7394466433154552,0.33766012841974163,
bigscience/bloomz-7b1,4119,100,0.05462490895848507,0.07859272290811033,0.05726642245330558,-5.1882066351092755,-2.7208480490096045,0.2903974239877752,86,2.4823105638463194,2.1121783322453336,0.13652068994255212,12.0,-4.476711662175613,-1.7807500179790168,0.33386016862749757,
deepseek-ai/deepseek-coder-6.7b-base,4087,100,0.11279667237582579,0.10914497548233236,0.11214001006977684,-0.8080139808177599,-0.7575803081394763,0.1909873530809713,29,-0.19593589464877445,-0.013388086947866203,0.17509921514343413,17.0,-0.339664425528491,-0.7231247095130664,0.3400876838945171,
deepseek-ai/deepseek-llm-7b-base,4082,100,0.05071043606075453,0.06908613411746961,0.051409729127961476,-2.1821771437313817,-1.7968818847279389,0.2278952054125963,25,0.013841177269499984,0.09976282951906544,0.1671551805097596,21.0,-3.6788823009759164,-1.6876749257138846,0.34357693843549403,
deepseek-ai/deepseek-math-7b-base,4100,100,0.03219512195121951,0.07368518769963783,0.04172816316413752,-4.018198144502661,-2.021519274895547,0.2628566197743268,39,0.6397956717061729,0.8549743528538898,0.15305671317805492,12.0,-4.78976447237169,-1.7394466433154552,0.33766012841974163,
facebook/opt-1.3b,4105,100,0.0779537149817296,0.07345561432616043,0.07063431381113669,-2.0249825850349983,-2.163988832002456,0.2709614647963405,42,0.950288787421826,1.0149136564019745,0.14979650055542654,12.0,-2.3182904443472583,-1.7394466433154552,0.33766012841974163,
facebook/opt-2.7b,4103,100,0.08140385084084815,0.08042315420784972,0.07496142697849432,-2.01111746229289,-1.8515233077566875,0.2646893518333549,55,1.0188642812031135,1.0884569920776939,0.14784693909271351,12.0,-1.8935427796476203,-1.6876749257138846,0.34357693843549403,
facebook/opt-6.7b,4108,100,0.06645569620253164,0.08207259100616718,0.06490344997672647,-2.1991243330164907,-1.7412818912024595,0.2489904160192137,49,0.8116092702664207,0.8651992923596933,0.15370174854815888,12.0,-2.688468361006416,-1.5185083595485809,0.3431209587045192,
google/gemma-2-2b,4069,36,0.11206684689112804,0.15183819643607793,0.115832337965916,-0.8531724424243052,-0.27976074300035136,0.2283372722284743,21,-0.03692187451506756,-0.07639975137562204,0.29850653219366413,36.0,-0.1752429951132459,0.35207606054890683,0.2667115180680423,14.0
h2oai/h2o-danube2-1.8b-base,4072,100,0.08398821218074656,0.10438714331273927,0.08844927271052408,-1.2047390063395564,-0.8534729697823502,0.18083960777641642,18,-0.4830334409476798,-0.41036694183662914,0.19296254672297444,22.0,-0.7814019897903236,-0.5191481367705922,0.3062372666349673,
h2oai/h2o-danube3-4b-base,4035,56,0.1724907063197026,0.17288362886547645,0.17000991569751123,0.1959855124039091,0.2067653543449667,0.15766964524322377,8,-0.8582887665785373,-0.7057596751662638,0.27896785504507265,44.0,0.3636178585389616,0.3940563662325426,0.2966516849719981,56.0
ibm-granite/granite-3.0-2b-base,4006,57,0.23539690464303545,0.26672094885406683,0.24240111037596548,0.7995698289391153,0.9921678747578082,0.08226450552596586,8,0.10538960612401782,0.3212715322448731,0.1992807099642795,8.0,0.8400667980534953,0.9298610610146572,0.28356431335216703,57.0
ibm-granite/granite-3.1-2b-base,4014,64,0.2326856003986049,0.26419100180112975,0.2381036862592936,0.7927459143126045,0.9682758253164182,0.08492452635525044,14,-0.1194621559915614,0.3766395540925915,0.17750759516641118,10.0,0.8484883295666111,0.9237326649942881,0.2879359135376417,64.0
ibm-granite/granite-3.1-2b-instruct,4021,64,0.3250435215120617,0.2718584417316536,0.30405015674760855,1.2004875736415466,1.1555461813187318,0.08143607841898416,4,0.013228656058242172,-0.38256209089569104,0.2772838655462014,36.0,1.5085005999248737,0.840652728768853,0.2895730306784892,64.0
lmsys/vicuna-7b-v1.5,4019,100,0.17467031599900473,0.15093391594943983,0.1694332587907119,-0.001635247087308018,-0.15949344715978642,0.14679907619418467,17,0.23842859470033156,0.18466168356195437,0.1661443138820052,13.0,0.24939340541287094,-0.14376456455309583,0.36985982749687013,
meta-llama/Llama-3.2-1B,4038,100,0.054730064388311045,0.07437755698647615,0.056488172242967684,-2.6153361697497965,-1.7801215851914693,0.2346379364626629,22,0.08037829591580692,0.2735041103328662,0.16514126118396938,22.0,-1.7976809621326253,-1.4282523611750406,0.3424256648242171,
meta-llama/Llama-3.2-1B-Instruct,3992,42,0.15205410821643287,0.15132174734357073,0.1530240109125131,-0.3262970168357304,-0.2990700116762888,0.2547467390167346,23,-1.2685484822528263,-0.7496799162020055,0.29610236023030495,42.0,0.9118170604732946,0.6582366097246264,0.2114257684396869,18.0
meta-llama/Llama-3.2-3B,4081,100,0.1404067630482725,0.15765751157896743,0.14226180189036766,-0.2692501068107831,-0.0017897339297746557,0.1266638859587647,6,-0.20269063012597532,-0.21929535078800735,0.20333393905279265,42.0,-0.0002800898046403453,0.05384165730720624,0.31321004077252546,
meta-llama/Llama-3.2-3B-Instruct,3986,50,0.32012042147516306,0.2924532106210294,0.30909380911218876,1.0001104641895706,1.046205087583049,0.09004489389996999,10,1.3629665087121405,0.9779564154334058,0.1395554389845636,8.0,1.586596538880572,1.171754627589142,0.28354748126905893,50.0
microsoft/Phi-3-mini-4k-instruct,4063,100,0.1752399704651735,0.21148451137203503,0.1924091187695976,0.3983256533062887,0.6579918761882086,0.09913641316893607,6,0.9207085422249788,0.8652103374511065,0.14506001766261936,9.0,-0.34551949312760294,-0.39505867471801376,0.594728605707766,
microsoft/Phi-3.5-mini-instruct,4068,100,0.2994100294985251,0.2493836678160462,0.3015136920631584,1.3740983042103032,1.1678945535045044,0.07825542320758223,4,-0.3694820547520626,0.17172710875215103,0.22655338482297166,16.0,1.0419202931996703,-0.39505867471801376,0.594728605707766,
microsoft/phi-1_5,4095,100,0.05958485958485959,0.0795778693816827,0.06053384083176933,-2.1051186670530755,-1.274697700340938,0.2021286051005941,25,0.01764430346602785,-0.05538513038307465,0.18234813916041362,20.0,-1.9449079061279209,-1.642986413220059,0.3569782632300181,
microsoft/phi-2,4049,37,0.17683378612002965,0.1607112113967609,0.1769287734924131,0.16773282840354667,-0.004732033155106098,0.182766393233305,8,0.3659437686986111,-0.3048195516402002,0.29317065888635196,37.0,0.10467607071975774,0.22392073853876326,0.2984681687756297,34.0
mistralai/Mistral-7B-Instruct-v0.3,4023,100,0.2629878200347999,0.2386650783372618,0.25926784263749436,1.0000015955884582,1.0390280273514165,0.07409047540977474,7,0.61077755734881,0.27890758349236433,0.20301879721951313,9.0,0.4489848160273722,-0.39505867471801376,0.594728605707766,
mistralai/Mistral-7B-v0.1,3951,24,0.2290559352062769,0.19424918695721846,0.21988624131624945,0.5404197556861748,0.16012668283749953,0.22916341340797133,13,0.09773932674335599,0.056721787190042325,0.2961156389577696,24.0,0.83169254047189,0.8990542097586854,0.23677455224823774,11.0
mistralai/Mistral-7B-v0.3,3932,100,0.24160732451678535,0.2323549443841502,0.2476930124167036,0.7986460780211971,0.9308870374042101,0.0741992158209428,4,0.30149596851227844,0.11325232594365166,0.2126765102011631,18.0,0.9632098494605686,0.043424888942642514,0.40991905128468004,
nvidia/Nemotron-Mini-4B-Instruct,4004,23,0.17657342657342656,0.16440157029938995,0.1747704965415009,-0.0013208135587457791,-0.12385629462881034,0.2578886989770133,18,-0.2647326161378911,-0.1380023686144019,0.29444389717259883,19.0,0.7471058294881409,0.569983974308816,0.29105764870301426,23.0
openai-community/gpt2,4122,100,0.038330907326540514,0.07385819547489296,0.04509739243623091,-5.166423915411244,-2.311515272642629,0.27418402630267735,47,1.2701138374882075,1.2718829890606234,0.149215142893734,12.0,-4.791951472185575,-1.7394466433154552,0.33766012841974163,
openai-community/gpt2-large,4122,100,0.04997573993207181,0.07595902222525389,0.05106048151775173,-3.5727274019259228,-2.2484622528752385,0.2730263597648622,48,1.1244485400744808,1.1741129365640988,0.14786663741645928,12.0,-3.845928434738286,-1.575941553232867,0.3370755195345225,
openai-community/gpt2-medium,4120,100,0.03446601941747573,0.07287171187335911,0.04270335304255973,-5.531381778529565,-2.2768939971210385,0.2735615347203593,42,1.1166202949800303,1.1287870637201607,0.15128886745128767,12.0,-4.805000056863251,-1.7394466433154552,0.33766012841974163,
openai-community/gpt2-xl,4117,100,0.05222249210590236,0.07475290675959595,0.05373881295144546,-3.383268570399862,-2.1691930411809226,0.26540496349867027,41,1.1897180134731828,1.1421559837170874,0.14960940726313088,12.0,-3.385368827957333,-1.7394466433154552,0.33766012841974163,
openbmb/MiniCPM-2B-sft-bf16,4098,100,0.054660810151293315,0.08522300155645603,0.059832238480916816,-2.316120201771897,-1.4868057635296845,0.23287287002012688,42,0.39827541145841433,0.5072172390940042,0.15625088346148883,11.0,-2.2693995930466366,-1.253927744341899,0.3283457139577853,
stabilityai/stablelm-2-1_6b,4081,100,0.07375643224699828,0.07538183714079498,0.07156296045796495,-1.9702025817661053,-1.8811607174919427,0.24632520559471177,36,0.17127736418154013,0.33482486046088017,0.15914187211782496,11.0,-1.2539005693071092,-1.2076621590166143,0.3242780035674926,
stabilityai/stablelm-2-zephyr-1_6b,4050,39,0.09234567901234568,0.11718838955876026,0.09352827344737623,-1.1219863270100665,-0.7967446259971604,0.2746437327585518,24,-1.1148255089757801,-0.7107436273002617,0.29969885625773957,39.0,-0.2813991073809404,0.20050025272595787,0.2620366800865512,30.0
stabilityai/stablelm-3b-4e1t,4065,100,0.06888068880688807,0.08545990533539498,0.06833464324083187,-1.9832109752941636,-1.4357474871620486,0.21684650370570727,30,-0.20395652935733347,0.03807937090441921,0.17272139812972145,15.0,-1.1814475897534065,-0.9078979890367822,0.29582503141795313,100.0
stabilityai/stablelm-zephyr-3b,4008,49,0.1122754491017964,0.1308242184206039,0.11195832254438698,-0.7263596016392753,-0.54315737364901,0.24225949255795243,25,-1.2989637663854186,-0.6333909290624088,0.26070542185000356,21.0,0.059467688850548504,0.3405761959796393,0.29186315283574993,49.0
tiiuae/Falcon3-1B-Base,4067,86,0.19645930661421196,0.189016087094751,0.19121602686636732,0.200045402992832,0.23854781574009312,0.14579629773245678,8,-0.946551985409262,-0.9862618912470462,0.2971740833374639,86.0,1.085384833229413,0.9500561092268931,0.15296668195653118,24.0
tiiuae/Falcon3-3B-Base,4011,100,0.35776614310645727,0.3064921276642327,0.3483212102377508,1.578181780307102,1.2582174103830999,0.07327822427318989,18,-0.9790391465426772,-0.9274787426548418,0.3146040099687645,,1.9973899548399545,1.7814720247205762,0.13960060205527963,6.0
tiiuae/Falcon3-7B-Base,4035,100,0.4577447335811648,0.38194024724113596,0.4541680746819483,2.199999754633646,2.2583355553239217,0.06249434206632304,7,-0.16265827168978572,-0.24816737235481365,0.17629793238058955,6.0,2.516416410382635,0.0,1.0,
togethercomputer/RedPajama-INCITE-7B-Base,4096,100,0.038818359375,0.06988425364173667,0.042728511863933324,-3.6859222386708086,-1.95208947330829,0.2506826376517024,44,0.2552709318577724,0.40391365269842894,0.1545494104045426,12.0,-2.751512258749333,-1.546961460716464,0.34578536126333026,
togethercomputer/RedPajama-INCITE-Base-3B-v1,4115,100,0.05103280680437424,0.07808367244045526,0.05425335286892289,-3.5980984437047208,-2.0689959906504174,0.2667056961426029,46,0.8189982202046944,0.9302833500051835,0.14996426973222626,11.0,-2.1951192506288066,-1.3559676131279017,0.3162582874573886,
