atlas_idx,question_id
355,155
356,1094
357,76
358,643
359,385
360,893
361,322
362,295
363,37
364,525
365,205
366,33
367,987
368,602
369,935
370,1166
371,410
372,807
373,1217
374,245
375,834
376,1076
377,1242
378,607
379,883
380,922
381,1238
382,454
383,930
384,149
385,880
386,971
387,1145
388,140
389,1078
390,1096
391,838
392,7
393,628
394,91
395,184
396,116
397,822
398,99
399,584
400,144
401,945
402,986
403,657
404,301
405,653
406,658
407,1169
408,855
409,1134
410,716
411,977
412,711
413,390
414,274
415,380
416,419
417,923
418,98
419,369
420,1254
421,770
422,128
423,526
424,580
425,232
426,662
427,512
428,768
429,639
430,381
431,1218
432,176
433,1150
434,1163
435,831
436,188
437,297
438,787
439,992
440,489
441,354
442,207
443,113
444,710
445,1249
446,913
447,950
448,1139
449,251
450,364
451,1124
452,243
453,1026
454,459
455,1012
456,464
457,874
458,892
459,368
460,529
461,1122
462,97
463,264
464,963
465,568
466,1115
467,1223
468,793
469,605
470,749
471,143
472,174
473,132
474,1024
475,828
476,708
477,1077
478,1212
479,830
480,705
481,896
482,1148
483,172
484,1066
485,342
486,805
487,1092
488,237
489,536
490,1120
491,729
492,1084
493,1213
494,44
495,1241
496,617
497,125
498,872
499,870
500,905
501,1006
502,374
503,827
504,547
505,238
506,1091
507,396
508,275
509,515
510,975
511,848
512,276
513,915
514,445
515,562
516,470
517,370
518,443
519,108
520,1194
521,614
522,12
523,349
524,933
525,858
526,379
527,581
528,355
529,879
530,123
531,1095
532,104
533,248
534,861
535,1087
536,406
537,384
538,319
539,26
540,813
541,1234
542,167
543,1181
544,171
545,377
546,1105
547,745
548,1075
549,117
550,860
551,129
552,640
553,756
554,1129
555,808
556,645
557,31
558,41
559,1204
560,1117
561,846
562,53
563,1190
564,19
565,1174
566,965
567,258
568,431
569,284
570,575
571,345
572,739
573,1019
574,216
575,335
576,730
577,266
578,666
579,1158
580,472
581,1079
582,1071
583,85
584,586
585,577
586,403
587,27
588,1142
589,894
590,478
591,169
592,414
593,344
594,613
595,29
596,1068
597,763
598,279
599,715
600,499
601,225
602,559
603,901
604,1123
605,399
606,305
607,360
608,1135
609,993
610,1049
611,681
612,20
613,1032
614,398
615,732
616,211
617,63
618,425
619,477
620,1119
621,750
622,417
623,912
624,1184
625,219
626,156
627,1050
628,236
629,1041
630,1108
631,984
632,553
633,1154
634,842
635,898
636,1141
637,1018
638,79
639,450
640,281
641,952
642,641
643,496
644,533
645,878
646,253
647,265
648,1089
649,1175
650,162
651,456
652,723
653,436
654,516
655,627
656,453
657,324
658,1015
659,572
660,989
661,667
662,136
663,467
664,1055
665,1195
666,1044
667,1109
668,475
669,530
670,180
671,1156
672,1176
673,1136
674,5
675,671
676,852
677,249
678,790
679,506
680,1214
681,199
682,589
683,1177
684,424
685,1211
686,942
687,625
688,486
689,926
690,47
691,916
692,150
693,203
694,230
695,317
696,688
697,976
698,95
699,343
700,966
701,648
702,1203
703,527
704,290
705,86
706,674
707,173
708,1035
709,771
710,934
711,978
712,712
713,868
714,1208
715,329
716,670
717,621
718,1002
719,851
720,843
721,293
722,311
723,0
724,561
725,415
726,308
727,582
728,630
729,1258
730,693
731,388
732,751
733,430
734,196
735,850
736,910
737,302
738,1016
739,412
740,1193
741,418
742,840
743,316
744,519
745,1192
746,737
747,127
748,908
749,774
750,1097
751,1167
752,680
753,796
754,441
755,372
756,1056
757,686
758,1054
759,736
760,891
761,551
762,532
763,1121
764,773
765,1061
766,1165
767,260
768,1007
769,590
770,394
771,785
772,523
773,620
774,446
775,953
776,746
777,353
778,444
779,610
780,111
781,811
782,932
783,594
784,182
785,1168
786,903
787,28
788,339
789,549
790,695
791,409
792,521
793,656
794,359
795,797
796,791
797,71
798,1170
799,336
800,408
801,197
802,675
803,24
804,1189
805,233
806,312
807,358
808,1085
809,204
810,227
811,481
812,1118
813,391
814,1057
815,718
816,806
817,1257
818,273
819,254
820,752
821,955
822,421
823,801
824,1250
825,754
826,183
827,25
828,422
829,181
830,819
831,166
832,242
833,1008
834,767
835,635
836,416
837,573
838,798
839,362
840,105
841,682
842,1221
843,698
844,895
845,366
846,967
847,815
848,373
849,315
850,42
851,1152
852,1233
853,151
854,565
855,596
856,925
857,854
858,36
859,558
860,152
861,707
862,77
863,1186
864,1004
865,574
866,1030
867,722
868,564
869,452
870,759
871,165
872,268
873,652
874,133
875,789
876,341
877,3
878,45
879,1178
880,849
881,1017
882,1138
883,94
884,52
885,1100
886,1106
887,500
888,517
889,904
890,990
891,649
892,703
893,208
894,351
895,734
896,215
897,619
898,288
899,278
900,159
901,566
902,760
903,109
904,1113
905,1070
906,137
907,899
908,106
909,679
910,306
911,567
912,836
913,683
914,8
915,1225
916,669
917,826
918,626
919,309
920,720
921,556
922,853
923,448
924,988
925,291
926,378
927,250
928,900
929,981
930,902
931,357
932,1180
933,951
934,518
935,218
936,550
937,75
938,102
939,576
940,636
941,1185
942,9
943,74
944,769
945,959
946,1101
947,307
948,660
949,687
950,134
951,405
952,271
953,244
954,997
955,733
956,685
957,1231
958,267
959,957
960,1137
961,535
962,578
963,597
964,673
965,1199
966,83
967,634
968,40
969,608
970,1210
971,252
972,583
973,911
974,964
975,122
976,413
977,240
978,1062
979,691
980,69
981,609
982,70
983,190
984,871
985,82
986,520
987,983
988,996
989,1111
990,1023
991,873
992,941
993,1147
994,488
995,598
996,1265
997,58
998,321
999,1125
1000,62
1001,555
1002,753
1003,593
1004,59
1005,991
1006,222
1007,303
1008,194
1009,158
1010,498
1011,1227
1012,677
1013,1205
1014,1021
1015,748
1016,980
1017,713
1018,1143
1019,1172
1020,465
1021,803
1022,802
1023,948
1024,543
1025,799
1026,4
1027,776
1028,337
1029,1081
1030,1215
1031,437
1032,985
1033,1072
1034,832
1035,340
1036,484
1037,1253
1038,30
1039,103
1040,200
1041,907
1042,154
1043,511
1044,947
1045,1073
1046,375
1047,1153
1048,287
1049,918
1050,1065
1051,392
1052,509
1053,223
1054,694
1055,824
1056,124
1057,201
1058,110
1059,956
1060,841
1061,867
1062,725
1063,882
1064,1228
1065,193
1066,389
1067,833
1068,1069
1069,497
1070,968
1071,270
1072,438
1073,994
1074,570
1075,487
1076,1052
1077,1082
1078,676
1079,64
1080,138
1081,468
1082,120
1083,145
1084,14
1085,1243
1086,471
1087,43
1088,692
1089,131
1090,460
1091,507
1092,247
1093,924
1094,1059
1095,897
1096,764
1097,1164
1098,638
1099,411
1100,433
1101,866
1102,1080
1103,1171
1104,338
1105,973
1106,262
1107,257
1108,1090
1109,141
1110,995
1111,175
1112,1219
1113,493
1114,118
1115,490
1116,629
1117,743
1118,229
1119,39
1120,1000
1121,663
1122,1
1123,1086
1124,1104
1125,330
1126,765
1127,1155
1128,1246
1129,1131
1130,611
1131,217
1132,1039
1133,365
1134,1025
1135,539
1136,6
1137,929
1138,323
1139,890
1140,601
1141,1266
1142,1236
1143,1198
1144,1099
1145,234
1146,23
1147,1133
1148,514
1149,1083
1150,958
1151,781
1152,788
1153,130
1154,1256
1155,327
1156,313
1157,224
1158,96
1159,186
1160,1010
1161,1043
1162,283
1163,1188
1164,741
1165,817
1166,877
1167,538
1168,1103
1169,1247
1170,505
1171,1261
1172,542
1173,292
1174,939
1175,810
1176,1022
1177,435
1178,644
1179,1161
1180,432
1181,135
1182,548
1183,821
1184,646
1185,1255
1186,469
1187,114
1188,664
1189,449
1190,1140
1191,552
1192,777
1193,946
1194,334
1195,1263
1196,1093
1197,350
1198,146
1199,546
1200,429
1201,727
1202,758
1203,333
1204,747
1205,928
1206,1235
1207,1229
1208,206
1209,1251
1210,163
1211,592
1212,466
1213,93
1214,142
1215,393
1216,1182
1217,740
1218,600
1219,1130
1220,161
1221,775
1222,255
1223,1098
1224,940
1225,88
1226,541
1227,704
1228,735
1229,198
1230,778
1231,189
1232,1260
1233,689
1234,440
1235,318
1236,1240
1237,696
1238,865
1239,326
1240,13
1241,569
1242,1206
1243,919
1244,451
1245,859
1246,1259
1247,407
1248,1149
1249,54
1250,1232
1251,1034
1252,476
1253,447
1254,191
1255,61
1256,65
1257,864
1258,1209
1259,178
1260,1116
1261,209
1262,285
1263,457
1264,501
1265,563
1266,51
1267,228
