criterion_id,a_content,a_diagnosis,a_scaffolding,b,n_persons,flags
tb_0012_c06,0.0,0.0,1.710844,1.984269,81,low_n
tb_0013_c02,2.581771,0.0,0.0,2.760278,81,low_n
tb_0013_c03,1.178837,0.0,0.0,1.697582,82,low_n
tb_0013_c04,1.13348,0.0,0.0,3.479828,82,low_n
tb_0013_c10,1.10997,0.634727,0.0,4.220398,82,low_n
tb_0013_c11,5.902193,0.0,0.0,15.071734,82,low_n
tb_0015_c01,0.0,0.0,2.6062,3.043403,82,low_n
tb_0015_c02,1.206555,0.0,0.0,2.19,82,low_n
tb_0015_c03,0.905751,0.0,0.0,2.898418,82,low_n
tb_0015_c06,0.659269,0.0,0.0,4.426385,82,low_n
tb_0016_c01,2.417621,0.0,0.0,2.926602,81,low_n
tb_0016_c02,1.122906,0.0,0.0,2.901705,82,low_n
tb_0016_c03,1.330646,0.0,0.0,3.160705,82,low_n
tb_0016_c04,0.935087,0.0,0.0,3.215938,82,low_n
tb_0016_c05,1.444331,0.0,0.0,2.23998,82,low_n
tb_0016_c06,3.014421,1.308755,0.0,5.169336,82,low_n
tb_0016_c07,1.92224,0.0,0.0,5.232836,82,low_n
tb_0017_c01,0.0,0.0,1.335551,-1.067505,82,low_n
tb_0017_c02,1.86419,0.0,0.0,2.274171,82,low_n
tb_0017_c05,0.906064,0.0,0.0,3.398285,78,low_n
tb_0017_c07,0.902691,0.0,0.0,1.581525,80,low_n
tb_0017_c08,0.754463,0.0,0.0,2.711102,81,low_n
tb_0017_c09,1.269734,0.0,0.0,5.378551,78,low_n
tb_0017_c10,0.590156,0.0,0.0,1.86782,81,low_n
tb_0017_c11,0.532572,0.0,0.0,2.727068,79,low_n
tb_0017_c13,1.297842,0.0,0.0,5.356522,77,low_n
tb_0017_c15,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0017_c18,2.096007,0.0,0.0,5.327467,81,low_n
tb_0017_c19,0.896675,0.0,0.0,3.169151,82,low_n
tb_0017_c20,0.0,0.0,0.519384,0.145359,82,low_n
tb_0018_c01,1.444331,0.0,0.0,2.23998,82,low_n
tb_0018_c02,1.672634,0.0,0.0,2.869909,82,low_n
tb_0018_c03,0.824079,5.674764,0.0,9.059849,81,low_n
tb_0018_c04,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0019_c01,1.063578,0.0,0.0,1.561761,81,low_n
tb_0019_c02,0.962255,0.0,0.0,1.555659,82,low_n
tb_0019_c03,1.592126,0.0,0.0,0.355772,76,low_n
tb_0019_c04,0.989637,0.0,0.0,4.126994,82,low_n
tb_0019_c05,0.603875,0.0,0.0,2.880724,82,low_n
tb_0019_c06,0.313935,0.0,0.0,2.535436,82,low_n
tb_0019_c07,0.313935,0.0,0.0,2.535436,82,low_n
tb_0019_c08,0.419262,0.0,0.0,3.097561,82,low_n
tb_0019_c09,0.419262,0.0,0.0,3.097561,82,low_n
tb_0019_c10,1.615007,0.0,0.0,0.509732,82,low_n
tb_0019_c11,0.55643,0.0,0.0,2.199487,82,low_n
tb_0019_c12,1.319839,0.0,0.0,5.557827,82,low_n
tb_0020_c02,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0020_c06,0.405088,0.0,0.0,1.279009,81,low_n
tb_0020_c07,0.38154,0.0,0.0,1.736922,82,low_n
tb_0020_c08,0.376878,0.0,0.0,2.002843,82,low_n
tb_0020_c09,0.264287,0.0,0.0,2.345253,82,low_n
tb_0020_c11,0.376878,0.0,0.0,2.002843,82,low_n
tb_0020_c13,-1.226582,-0.594912,2.853017,-1.558607,80,low_n
tb_0021_c01,1.742802,0.0,0.0,2.535031,82,low_n
tb_0021_c02,1.299353,0.0,0.0,1.007171,81,low_n
tb_0021_c03,8.046403,-1.157135,0.0,26.371787,82,extreme_a|low_n
tb_0021_c05,1.143604,0.0,0.0,0.334127,82,low_n
tb_0021_c06,2.316859,0.0,0.0,3.142788,82,low_n
tb_0021_c07,-0.153856,0.0,0.0,3.915429,82,low_n
tb_0022_c02,7.317857,0.0,0.0,11.080799,81,extreme_a|low_n
tb_0022_c03,1.319839,0.0,0.0,5.557827,82,low_n
tb_0022_c04,1.319839,0.0,0.0,5.557827,82,low_n
tb_0022_c06,1.508818,0.0,0.0,5.063937,82,low_n
tb_0023_c02,0.521612,0.0,0.0,1.365957,81,low_n
tb_0023_c03,1.319839,0.0,0.0,5.557827,82,low_n
tb_0023_c05,0.0,0.0,0.694285,3.077948,79,low_n
tb_0024_c04,1.082193,0.0,0.0,2.84066,81,low_n
tb_0024_c05,1.075227,0.188692,0.0,0.849457,78,low_n
tb_0024_c06,1.35809,0.0,0.0,2.726434,82,low_n
tb_0024_c10,0.135857,0.0,0.0,1.343802,81,low_n
tb_0025_c01,0.681414,0.0,0.0,3.688552,81,low_n
tb_0025_c04,0.384516,0.0,0.0,1.510815,82,low_n
tb_0025_c05,0.004798,0.0,0.0,2.951786,81,low_n
tb_0025_c06,-0.153011,0.0,0.0,1.84238,80,low_n
tb_0025_c07,0.964831,-0.525759,0.0,4.194542,81,low_n
tb_0025_c11,0.019242,0.0,0.0,4.346484,80,low_n
tb_0025_c12,0.0,-0.045594,0.0,2.969739,82,low_n
tb_0026_c02,1.579733,0.0,0.0,4.160134,82,low_n
tb_0026_c03,0.659269,0.0,0.0,4.426385,82,low_n
tb_0026_c04,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0026_c12,0.989637,0.0,0.0,4.126994,82,low_n
tb_0026_c14,1.805791,0.0,0.0,3.809104,82,low_n
tb_0026_c16,0.0,0.0,1.530619,2.113151,82,low_n
tb_0027_c07,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0028_c01,0.0,0.0,1.687474,-1.995241,75,low_n
tb_0028_c02,1.175382,0.0,0.0,3.539447,82,low_n
tb_0028_c04,0.81965,0.0,0.0,-1.184622,77,low_n
tb_0028_c05,0.015576,0.0,0.0,4.363559,81,low_n
tb_0028_c07,0.397079,0.0,0.0,2.782384,82,low_n
tb_0028_c08,1.117662,0.0,0.0,3.14214,81,low_n
tb_0028_c09,1.598419,0.0,0.0,5.21941,81,low_n
tb_0028_c10,0.499784,0.0,0.0,2.689509,76,low_n
tb_0028_c11,8.37821,0.0,0.0,26.321073,78,extreme_a|low_n
tb_0029_c02,0.956514,0.0,0.0,0.249589,82,low_n
tb_0029_c03,1.480336,0.0,0.0,1.619005,82,low_n
tb_0029_c04,5.477649,-4.757864,0.0,18.471691,82,low_n
tb_0029_c06,0.0,0.0,0.957332,1.084473,82,low_n
tb_0030_c01,0.440555,0.0,0.813201,1.924132,72,low_n
tb_0030_c04,1.239352,0.0,0.0,1.596886,82,low_n
tb_0030_c07,1.211432,0.0,0.0,3.940336,80,low_n
tb_0030_c08,0.604172,0.0,0.0,2.699426,73,low_n
tb_0031_c01,0.408306,0.0,0.595685,1.366777,81,low_n
tb_0031_c02,0.512186,0.0,0.0,2.363573,82,low_n
tb_0031_c04,0.837603,0.0,0.0,-0.412163,80,low_n
tb_0031_c05,0.386249,0.0,0.0,2.536304,82,low_n
tb_0031_c06,1.439631,0.0,0.0,3.594841,82,low_n
tb_0031_c08,0.692145,0.0,0.0,-0.013069,77,low_n
tb_0031_c09,-0.065193,0.0,0.0,1.003951,81,low_n
tb_0031_c10,0.153176,0.0,0.0,3.552397,82,low_n
tb_0031_c11,0.776013,0.0,0.0,1.450957,77,low_n
tb_0031_c12,0.735644,0.0,0.0,2.96208,81,low_n
tb_0031_c13,-0.142667,0.0,0.0,1.94733,81,low_n
tb_0032_c02,0.953914,0.0,0.0,2.710201,82,low_n
tb_0032_c03,0.818009,0.0,0.0,2.57439,82,low_n
tb_0032_c04,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0032_c05,0.187861,0.0,0.730536,-0.094626,81,low_n
tb_0032_c06,0.0,-0.686743,0.0,2.61728,79,low_n
tb_0033_c01,1.440358,0.0,0.0,0.34579,82,low_n
tb_0033_c02,2.244388,0.0,-0.13148,1.913472,81,low_n
tb_0033_c03,8.378243,0.0,0.0,26.321183,81,extreme_a|low_n
tb_0033_c05,0.0,0.0,1.820887,-0.744365,81,low_n
tb_0034_c01,0.598023,0.0,0.0,2.876514,82,low_n
tb_0034_c02,0.68697,0.0,0.0,4.3981,81,low_n
tb_0034_c05,0.797099,0.0,0.0,1.132867,82,low_n
tb_0034_c07,1.61751,0.0,0.0,5.281882,82,low_n
tb_0035_c01,1.139784,0.0,0.0,0.791152,80,low_n
tb_0035_c02,0.804311,0.0,0.0,2.34469,81,low_n
tb_0035_c05,0.0,0.0,0.974511,4.833544,82,low_n
tb_0036_c01,0.925971,0.0,0.0,-1.259596,76,low_n
tb_0036_c02,1.319839,0.0,0.0,5.557827,82,low_n
tb_0036_c05,3.159129,0.0,0.0,6.339184,82,low_n
tb_0036_c06,0.0,0.0,0.170945,2.276369,81,low_n
tb_0036_c09,1.319839,0.0,0.0,5.557827,82,low_n
tb_0036_c10,1.319839,0.0,0.0,5.557827,82,low_n
tb_0037_c01,1.31113,0.0,0.0,4.143148,82,low_n
tb_0038_c01,0.566314,0.0,0.0,2.601206,82,low_n
tb_0038_c02,0.703883,0.0,0.0,2.477504,82,low_n
tb_0038_c03,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0038_c04,1.13285,0.0,0.0,1.464716,81,low_n
tb_0038_c05,0.659269,0.0,0.0,4.426385,82,low_n
tb_0039_c02,0.30257,0.0,0.0,3.506036,82,low_n
tb_0039_c03,1.305891,0.0,0.0,-0.256729,75,low_n
tb_0039_c04,1.292218,0.0,0.0,1.464237,81,low_n
tb_0039_c05,1.094485,0.0,0.0,3.123997,82,low_n
tb_0039_c06,0.935067,0.0,0.0,3.169574,80,low_n
tb_0039_c08,0.0,0.0,1.086979,2.199641,82,low_n
tb_0039_c09,0.210206,-0.14289,0.0,1.46056,79,low_n
tb_0040_c01,0.658683,0.0,0.0,0.554386,80,low_n
tb_0040_c02,0.861731,1.518258,0.0,4.100269,81,low_n
tb_0040_c03,0.654878,0.0,0.0,0.335823,79,low_n
tb_0040_c04,0.68029,0.0,0.0,3.715205,82,low_n
tb_0041_c01,0.0,0.0,0.999324,4.134932,82,low_n
tb_0041_c02,1.366905,0.0,0.0,0.711129,81,low_n
tb_0041_c03,0.659269,0.0,0.0,4.426385,82,low_n
tb_0041_c04,0.470998,0.0,0.0,3.548111,82,low_n
tb_0041_c05,1.992882,0.0,0.0,0.249344,82,low_n
tb_0041_c07,1.758646,0.0,0.0,-0.080903,82,low_n
tb_0042_c01,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0042_c02,0.989637,0.0,0.0,4.126994,82,low_n
tb_0042_c03,0.94624,0.0,0.0,2.702043,82,low_n
tb_0042_c04,0.938714,0.0,0.0,2.935527,82,low_n
tb_0042_c06,0.435069,0.0,0.0,2.005455,82,low_n
tb_0042_c07,0.769746,0.0,0.0,2.156288,82,low_n
tb_0042_c08,0.0,0.0,1.419014,0.092522,82,low_n
tb_0042_c09,0.0,0.0,1.048113,1.113709,73,low_n
tb_0042_c10,0.0,-0.616259,0.0,2.442134,81,low_n
tb_0043_c01,-4.042845,0.0,0.0,18.110184,82,low_n
tb_0043_c02,0.659269,0.0,0.0,4.426385,82,low_n
tb_0043_c03,1.394629,0.0,0.0,0.196563,81,low_n
tb_0043_c04,1.658969,0.0,0.0,4.857569,81,low_n
tb_0043_c05,2.346024,0.0,0.0,1.921081,82,low_n
tb_0043_c06,1.314421,0.0,0.0,-2.462603,78,low_n
tb_0043_c08,1.251805,1.174867,0.0,2.993884,82,low_n
tb_0044_c01,0.444814,0.0,0.0,2.164144,82,low_n
tb_0044_c02,1.579733,0.0,0.0,4.160134,82,low_n
tb_0044_c03,1.579733,0.0,0.0,4.160134,82,low_n
tb_0044_c04,1.92224,0.0,0.0,5.232836,82,low_n
tb_0044_c05,0.631257,0.0,0.0,1.307065,82,low_n
tb_0044_c06,2.024447,0.0,0.0,4.481033,82,low_n
tb_0044_c07,0.0,0.0,1.617724,2.89424,79,low_n
tb_0045_c06,8.124315,9.17216,0.0,25.638242,82,extreme_a|low_n
tb_0045_c09,0.68029,0.0,0.0,3.715205,82,low_n
tb_0045_c11,0.659269,0.0,0.0,4.426385,82,low_n
tb_0045_c12,0.702479,0.0,0.0,3.291058,82,low_n
tb_0045_c13,0.517709,0.0,0.0,1.943602,80,low_n
tb_0046_c01,0.741838,0.0,0.0,1.448698,82,low_n
tb_0046_c02,0.948616,0.0,0.0,0.746316,82,low_n
tb_0046_c03,0.903348,0.0,0.0,0.947205,82,low_n
tb_0046_c04,0.424993,0.342442,0.0,1.706504,82,low_n
tb_0046_c05,8.273878,0.0,-0.807176,24.985276,82,extreme_a|low_n
tb_0046_c06,0.965979,0.0,0.0,3.610923,82,low_n
tb_0046_c08,0.168494,0.0,0.0,2.822342,82,low_n
tb_0047_c01,0.0,0.0,0.981809,-0.651319,81,low_n
tb_0047_c04,1.319712,0.0,0.0,5.557519,81,low_n
tb_0047_c07,0.678376,0.0,0.0,3.712162,81,low_n
tb_0047_c08,1.319712,0.0,0.0,5.557519,81,low_n
tb_0047_c10,0.715863,0.0,0.0,1.216791,81,low_n
tb_0048_c01,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0048_c03,0.886963,0.0,0.0,0.543839,82,low_n
tb_0048_c04,0.897908,0.0,0.0,2.088488,82,low_n
tb_0048_c05,2.65449,0.0,0.0,5.044703,82,low_n
tb_0048_c06,1.707808,0.0,0.0,2.69803,82,low_n
tb_0048_c08,1.08798,0.0,0.0,2.636702,82,low_n
tb_0048_c10,0.779194,0.0,0.0,1.342395,81,low_n
tb_0048_c11,0.0,0.0,0.808973,-0.356356,80,low_n
tb_0049_c01,0.940931,0.0,0.0,-0.776323,81,low_n
tb_0049_c02,1.61751,0.0,0.0,5.281882,82,low_n
tb_0049_c03,1.065564,0.0,0.0,4.249184,82,low_n
tb_0049_c04,1.92224,0.0,0.0,5.232836,82,low_n
tb_0049_c05,0.0,0.0,2.192304,0.212231,81,low_n
tb_0049_c06,0.613878,0.0,0.0,1.644131,82,low_n
tb_0050_c03,1.645868,0.0,0.0,1.417627,81,low_n
tb_0050_c04,1.616984,0.0,0.0,-0.292476,81,low_n
tb_0050_c06,1.246207,0.0,0.0,1.507944,80,low_n
tb_0050_c08,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0050_c09,-0.346325,0.0,0.0,5.020645,82,low_n
tb_0051_c01,1.315497,0.0,0.0,0.573766,80,low_n
tb_0051_c02,1.412777,0.0,0.0,0.8699,82,low_n
tb_0051_c04,0.654243,0.0,0.0,4.408448,81,low_n
tb_0051_c05,2.055935,0.0,0.0,-2.731813,80,low_n
tb_0051_c06,1.511035,0.0,0.0,-0.487843,81,low_n
tb_0052_c01,0.0,0.0,0.970682,-0.130932,79,low_n
tb_0052_c02,0.443659,0.0,0.0,1.0316,80,low_n
tb_0052_c03,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0052_c05,1.987597,0.0,0.0,4.423138,82,low_n
tb_0052_c06,0.794566,0.0,0.0,2.553054,82,low_n
tb_0052_c07,1.438707,0.0,0.0,1.265811,81,low_n
tb_0052_c08,1.438134,0.0,0.0,0.409892,80,low_n
tb_0052_c09,8.201148,0.0,0.0,25.635429,80,extreme_a|low_n
tb_0053_c01,1.319839,0.0,0.0,5.557827,82,low_n
tb_0053_c03,5.902193,0.0,0.0,15.071734,82,low_n
tb_0053_c04,1.34649,-0.114003,0.0,1.844068,81,low_n
tb_0053_c05,0.811129,0.0,0.0,-0.214941,81,low_n
tb_0053_c06,0.0,-0.73602,0.0,1.76532,82,low_n
tb_0053_c07,0.0,0.0,1.99816,-1.210904,82,low_n
tb_0053_c08,0.0,0.0,1.203083,1.601513,81,low_n
tb_0053_c09,0.531774,0.0,0.0,-0.660092,81,low_n
tb_0053_c10,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0054_c01,0.0,0.0,2.054133,1.104377,81,low_n
tb_0054_c02,1.130236,0.0,0.0,-0.197893,82,low_n
tb_0054_c03,0.989793,0.0,0.0,-0.965964,82,low_n
tb_0054_c04,0.659269,0.0,0.0,4.426385,82,low_n
tb_0054_c05,1.407734,0.0,0.0,2.384818,82,low_n
tb_0055_c03,0.429353,0.0,0.0,0.954356,82,low_n
tb_0055_c05,0.653807,0.455667,0.0,2.862529,82,low_n
tb_0055_c08,0.304108,0.0,0.0,2.536566,82,low_n
tb_0055_c09,0.0,0.0,1.675005,2.010016,82,low_n
tb_0056_c01,1.51328,0.0,0.0,1.558841,81,low_n
tb_0056_c02,1.717556,0.0,0.0,3.403164,82,low_n
tb_0056_c03,1.652657,0.0,0.0,1.425923,80,low_n
tb_0056_c04,1.046465,0.0,0.0,0.690149,80,low_n
tb_0056_c06,1.280285,0.0,0.0,0.989391,80,low_n
tb_0056_c07,0.464273,0.0,0.0,3.52096,80,low_n
tb_0057_c02,0.68697,0.0,0.0,4.3981,81,low_n
tb_0057_c03,0.655754,0.0,0.0,1.01233,76,low_n
tb_0057_c04,1.678581,0.93309,0.0,6.155254,82,low_n
tb_0057_c05,0.609779,0.0,0.0,2.885045,82,low_n
tb_0057_c06,0.732246,0.0,0.0,2.0222,81,low_n
tb_0057_c07,0.638705,0.0,0.0,1.330809,78,low_n
tb_0057_c08,1.418592,0.0,0.0,-0.423154,82,low_n
tb_0057_c10,0.654306,0.0,0.0,1.929184,82,low_n
tb_0058_c01,1.491801,0.0,0.0,2.110428,82,low_n
tb_0058_c02,1.583287,0.0,0.0,-1.571349,76,low_n
tb_0058_c03,1.761993,0.0,0.0,2.554643,82,low_n
tb_0058_c04,1.819764,0.0,0.0,1.706438,82,low_n
tb_0058_c05,8.046403,-1.157135,0.0,26.371787,82,extreme_a|low_n
tb_0058_c06,0.0,0.0,1.703142,1.249492,79,low_n
tb_0058_c07,0.659269,0.0,0.0,4.426385,82,low_n
tb_0059_c01,6.715892,0.0,0.0,8.041312,81,extreme_a|low_n
tb_0059_c02,0.659269,0.0,0.0,4.426385,82,low_n
tb_0059_c03,1.381436,0.0,0.0,0.727179,82,low_n
tb_0059_c04,1.774679,0.0,0.0,1.744408,81,low_n
tb_0059_c05,0.0,0.0,2.131061,1.434973,82,low_n
tb_0059_c06,2.297479,0.511771,0.0,3.576924,82,low_n
tb_0059_c07,0.838941,0.0,0.0,1.891353,82,low_n
tb_0059_c08,1.140277,0.0,0.0,3.182852,82,low_n
tb_0059_c09,0.916442,0.0,0.0,3.543462,82,low_n
tb_0059_c10,1.019429,0.0,0.0,2.190591,82,low_n
tb_0060_c01,0.640133,0.0,0.0,0.371467,81,low_n
tb_0060_c02,1.185577,0.0,0.0,1.702436,82,low_n
tb_0060_c03,0.0,0.0,1.487259,2.192674,82,low_n
tb_0061_c02,0.659269,0.0,0.0,4.426385,82,low_n
tb_0061_c03,0.659269,0.0,0.0,4.426385,82,low_n
tb_0061_c04,1.92224,0.0,0.0,5.232836,82,low_n
tb_0061_c05,1.331281,0.0,0.0,1.81253,82,low_n
tb_0061_c06,0.437533,0.0,1.450787,0.38449,81,low_n
tb_0061_c07,0.0,1.419966,0.0,3.851106,80,low_n
tb_0062_c01,1.772016,0.0,0.309254,-4.703051,81,low_n
tb_0062_c02,1.231674,0.0,0.0,4.012915,82,low_n
tb_0062_c05,0.68029,0.0,0.0,3.715205,82,low_n
tb_0063_c01,-0.234218,0.0,1.247322,0.130035,77,low_n
tb_0063_c03,1.692067,0.0,0.0,2.892031,82,low_n
tb_0063_c04,1.288111,0.0,0.0,1.933398,82,low_n
tb_0063_c05,1.358123,0.0,0.0,2.849464,80,low_n
tb_0063_c06,1.246207,0.0,0.0,1.507944,80,low_n
tb_0063_c08,0.512732,0.0,0.0,2.821579,81,low_n
tb_0063_c10,0.68029,0.0,0.0,3.715205,82,low_n
tb_0065_c01,1.92224,0.0,0.0,5.232836,82,low_n
tb_0065_c02,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0065_c03,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0065_c04,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0065_c05,1.92224,0.0,0.0,5.232836,82,low_n
tb_0065_c07,0.0,0.0,1.354893,0.274788,82,low_n
tb_0065_c08,0.0,-0.370099,0.0,2.566318,82,low_n
tb_0066_c02,0.660474,0.0,0.0,1.208161,82,low_n
tb_0066_c05,0.0,0.0,0.816199,1.024759,74,low_n
tb_0067_c02,1.319839,0.0,0.0,5.557827,82,low_n
tb_0067_c04,1.819764,0.0,0.0,1.706438,82,low_n
tb_0067_c06,1.070882,0.0,0.0,0.440911,81,low_n
tb_0067_c08,0.0,0.0,1.191882,-1.527568,78,low_n
tb_0068_c02,1.61751,0.0,0.0,5.281882,82,low_n
tb_0068_c04,8.378259,0.0,0.0,26.321239,82,extreme_a|low_n
tb_0068_c06,0.0,0.0,7.127243,-8.63333,80,extreme_a|low_n
tb_0069_c07,0.790111,0.0,0.0,0.44349,81,low_n
tb_0069_c09,1.091816,0.0,0.0,3.351588,76,low_n
tb_0069_c11,1.503769,0.792732,0.0,3.321747,81,low_n
tb_0069_c12,-0.567855,0.0,0.0,4.455289,82,low_n
tb_0069_c13,1.61751,0.0,0.0,5.281882,82,low_n
tb_0069_c14,0.20069,0.0,0.0,2.370205,82,low_n
tb_0069_c17,1.319839,0.0,0.0,5.557827,82,low_n
tb_0070_c01,0.887859,0.0,0.0,2.080608,82,low_n
tb_0070_c02,1.025615,0.0,0.0,1.731892,82,low_n
tb_0070_c03,1.61751,0.0,0.0,5.281882,82,low_n
tb_0070_c04,1.92224,0.0,0.0,5.232836,82,low_n
tb_0070_c05,1.61751,0.0,0.0,5.281882,82,low_n
tb_0070_c06,1.92224,0.0,0.0,5.232836,82,low_n
tb_0070_c07,0.0,0.0,0.974511,4.833544,82,low_n
tb_0070_c08,0.916442,0.0,0.0,3.543462,82,low_n
tb_0071_c01,0.757158,0.0,0.0,2.746659,82,low_n
tb_0071_c04,-0.917389,0.0,2.528227,-1.036069,79,low_n
tb_0072_c01,0.583026,0.0,0.0,1.553817,79,low_n
tb_0072_c04,1.006829,0.0,0.0,-0.524367,82,low_n
tb_0072_c05,0.965979,0.0,0.0,3.610923,82,low_n
tb_0072_c06,0.692479,0.0,0.0,3.728175,82,low_n
tb_0072_c07,0.567581,0.0,0.0,2.57271,81,low_n
tb_0072_c08,0.495828,0.0,0.0,2.815643,82,low_n
tb_0072_c09,1.678581,0.93309,0.0,6.155254,82,low_n
tb_0073_c01,2.37899,0.0,0.0,2.987602,82,low_n
