model,n_obs_items,cat_n_items,obs_acc,pred_acc_cat,pred_acc_full,theta_full_correctness,theta_cat_correctness,final_se_correctness,n_cross_correctness,theta_full_scaffolding,theta_cat_scaffolding,final_se_scaffolding,n_cross_scaffolding,theta_full_presentation,theta_cat_presentation,final_se_presentation,n_cross_presentation
HuggingFaceTB/SmolLM2-360M,4079,100,0.0502574160333415,0.05455915953711073,0.05323164395936112,-3.131975660232112,-2.8868103282510305,0.24184802030208624,34,0.3728271578862909,0.2560670310174145,0.16448291031957987,14.0,-2.000471858570355,-1.9355015948708156,0.30715226871067025,
HuggingFaceTB/SmolLM2-360M-Instruct,4045,88,0.08776266996291718,0.09112568346783166,0.08788227077235322,-1.3125152217571783,-1.1095420134991894,0.19301401716285138,20,-0.9190125193022322,-1.1528424820778596,0.22987124740022669,26.0,-0.37646351396172,-0.41776247889684365,0.2978372578975549,88.0
LLM360/Amber,4097,100,0.03319502074688797,0.043045985688680684,0.039188352208257955,-4.6042392953326035,-4.06411811077676,0.2677726378433767,39,0.6576803451420076,0.753162437601642,0.15594151535331338,12.0,-4.517977031392394,-3.8299047475256893,0.3325122895043431,
Qwen/Qwen2-0.5B,4059,90,0.051244148805124415,0.06950631468840554,0.05606058944792978,-2.428848153858439,-2.134698433635267,0.22675742288156203,25,-0.4459571004479009,-0.24134915753800038,0.17512118912223035,20.0,-1.47933264646524,-0.8525039713034114,0.299841464547246,90.0
Qwen/Qwen2-1.5B,4033,67,0.13166377386560874,0.1336086205413151,0.12872773358138084,-0.41839668807866665,-0.22170183537171184,0.167603711528978,15,-1.2152954962019744,-1.4654627781475473,0.23876244816914025,18.0,0.168308743592985,0.04994436964080882,0.2986729443169165,67.0
Qwen/Qwen2-7B,4011,41,0.3223635003739716,0.29442928626572723,0.3161667752952344,1.3999905212002062,1.226679597028123,0.0796760352197298,7,0.0703281003215353,-0.0461737405734689,0.25051364339068205,9.0,1.1917618745558924,1.1757546555733818,0.28354748126905893,41.0
Qwen/Qwen2.5-0.5B,4042,69,0.11627906976744186,0.15837284816046254,0.12161767354106184,-1.1918590786017802,-0.5203954335089429,0.2952615627965315,69,-0.9449746111959612,-0.5121119893642937,0.2805328962213574,64.0,0.8086412168127185,1.1312723808306464,0.13266453525866737,6.0
Qwen/Qwen2.5-0.5B-Instruct,4051,100,0.1639101456430511,0.1985479361252264,0.16923409059711467,-0.5355832487616301,0.021665735050456544,0.16719864133258852,55,-1.0997990968422806,-0.7708393536010846,0.31161439235818267,,1.582662153022676,1.5585962661123343,0.1083814389457157,6.0
Qwen/Qwen2.5-1.5B,3753,100,0.2587263522515321,0.2929370895720389,0.263167861176373,0.7996302954803909,1.061491283324111,0.09093212864989596,24,-1.4952353897762098,-1.2269366771289856,0.33230791302506235,,1.9276853522274275,2.0412980352655934,0.11900304739690865,7.0
Qwen/Qwen2.5-1.5B-Instruct,3994,100,0.32473710565848773,0.31396943077994216,0.31735717857167467,1.1999996907357928,1.2151672616513556,0.07296612915894186,22,-1.2394929251604563,-1.5434144702794408,0.31067279204265336,,2.4042859504648346,2.3229070690145783,0.12604931579930023,6.0
Qwen/Qwen2.5-3B,4017,39,0.36096589494647746,0.3292058972259622,0.35036357849193145,1.3999999407299002,1.2793384978557076,0.07703732866655418,4,-0.4553662939893389,0.004165329288695111,0.2577384443371706,30.0,2.450908067537105,1.9725815220701588,0.26937616122761776,39.0
Qwen/Qwen2.5-3B-Instruct,4012,100,0.46086739780658026,0.39164103929019434,0.4568686823298235,2.0863858187849704,2.245661798401371,0.06172202203856947,7,0.4395251158359967,0.35355061292041134,0.1657803526051234,6.0,2.7426615933769205,-6.792323016319752e-17,1.0,
Qwen/Qwen2.5-7B,4019,71,0.4247325205274944,0.3755874007064878,0.4137345785897685,1.7999741707618315,1.5054608196973052,0.07303435218742829,27,0.9572732378356322,1.160552965646799,0.09697416111704536,8.0,2.200602230920024,1.9725820160039942,0.26937616122761776,71.0
Qwen/Qwen2.5-7B-Instruct,4035,100,0.5516728624535316,0.42436619670357556,0.5198604196298499,2.4259332034229373,2.375530252435036,0.05977851770905037,13,1.2877193623149337,1.0882768462222088,0.08791438683819142,8.0,2.78534622231017,3.070512984911877e-16,1.0,
Qwen/Qwen2.5-Coder-7B,4030,38,0.40818858560794047,0.3401212336861841,0.38028715275557523,1.60126091760017,1.4184507338137957,0.0800314931056744,4,0.11282758273912896,-0.2688771725099508,0.28032485049122463,30.0,2.399601979207558,1.972582317123733,0.26937616122761776,38.0
Qwen/Qwen2.5-Math-7B,4052,75,0.4259624876604146,0.4347636651018276,0.43480503690387373,2.1999999657188205,2.2972216485993817,0.0675925409345732,4,-1.3855565437557738,-1.0319756651017415,0.2605658748862977,13.0,2.525102342300197,1.9725833428223978,0.26937616122761776,75.0
Qwen/Qwen3-0.6B,4105,100,0.2238733252131547,0.24705521235602868,0.22724964099789183,1.0064594786229704,1.2724833758081782,0.06404525253735503,4,-1.5892171897483311,-0.9392800506901575,0.25878374387932357,30.0,0.30272965565978793,-0.26044224768144747,0.594728605707766,
Qwen/Qwen3-1.7B,4102,100,0.49731838127742567,0.42507164344263654,0.49080000048744776,2.684762853610004,2.6930199781715554,0.047751377442665166,4,-1.629181516153266,-1.3303683470889491,0.2299652016320439,10.0,2.2236398122960708,-5.2444304508575577e-17,1.0,
Qwen/Qwen3-4B,4104,100,0.6123294346978557,0.5965427984636751,0.6463498788890698,3.766983962286964,4.0465356162469535,0.0418145702142495,6,-1.69463063556008,-1.5561852756469805,0.15382014785519993,8.0,2.3860037323962078,2.1001480478010932e-17,1.0,
TinyLlama/TinyLlama-1.1B-Chat-v1.0,4060,99,0.04482758620689655,0.061125461066051726,0.048696131200338534,-2.2820893735603054,-1.861514860600789,0.2017884961679039,20,-1.1054047389357855,-1.0254061037501294,0.20553943037166097,28.0,-1.8603811649278876,-1.2963888339864453,0.29772380088400907,99.0
allenai/OLMo-2-0425-1B,4068,64,0.12389380530973451,0.1295814950515231,0.11936952721719928,-0.6826102376691608,-0.8464832262094819,0.22079697830868214,19,-0.2584328095030226,-0.10180865077026566,0.20673711731728006,15.0,-0.15674874329813707,0.4580454202525876,0.2937865243626065,64.0
allenai/OLMo-2-1124-7B,4034,81,0.27119484382746656,0.2445499563266194,0.25551411208684094,1.000148413302721,0.9268199291022865,0.07675194744935947,7,-0.3518688070221271,-0.23563751191506002,0.28742528914699633,81.0,0.8823946986435116,0.6986936402554811,0.2796751132016708,69.0
bigscience/bloom-1b1,4104,100,0.034600389863547756,0.03881314371652314,0.038569075133742935,-4.188870601670649,-3.9681891824528908,0.2579220403735507,37,0.3522679794972897,0.2749118191800811,0.1532425486723444,11.0,-3.781592657253592,-3.7064523778061167,0.33766012841974163,
bigscience/bloom-1b7,4092,100,0.026881720430107527,0.03673067204061299,0.032953088173472825,-4.721574141727779,-4.1024240739230144,0.2509890531335455,33,-0.06870453924538598,0.06406303127829859,0.16134364739599819,12.0,-3.779711850438842,-3.4953751731554843,0.3450669544488169,
bigscience/bloom-3b,4095,100,0.03492063492063492,0.041410320116957715,0.039685165883653,-3.6452912952310568,-3.961609286378435,0.2583802989309169,37,-0.11586291468084343,0.08167131190685867,0.15613269717746983,12.0,-2.898852077844546,-2.601566141355696,0.340125138859673,
bigscience/bloom-560m,4096,100,0.0244140625,0.03825827998915557,0.03204576864785514,-5.471173892426513,-4.123282082345723,0.25219856983803035,31,0.2990944158972539,0.41817111916161737,0.16076295048230693,11.0,-4.805000056863296,-3.706446693013037,0.33766012841974163,
bigscience/bloom-7b1,4062,100,0.050221565731166914,0.051794334577217306,0.051104380483153994,-2.7355773529556973,-2.5601175635032667,0.2362826913775858,34,-0.15108086329992498,-0.1359865582398949,0.16350133868249545,12.0,-1.927250963059699,-2.0953223425651215,0.3249442259636205,
bigscience/bloomz-1b7,4133,100,0.04548753931768691,0.053932621527674036,0.04972165528450158,-5.4277644100034,-4.420323578394651,0.2747771983470806,53,1.643344976255222,1.692310393060428,0.14936637574111225,12.0,-4.450742010322798,-3.7065305526297934,0.33766012841974163,
bigscience/bloomz-3b,4126,100,0.043383422200678624,0.05350442537937458,0.04816315060068424,-5.0544024073966645,-4.041316862984214,0.2715945714067078,50,1.4645543523350173,1.5570469374836182,0.1484394602611645,12.0,-4.483956370242879,-3.7064229304415814,0.33766012841974163,
bigscience/bloomz-7b1,4119,100,0.05462490895848507,0.05673420746111411,0.05726642245330558,-5.1882066351092755,-6.203211430329063,0.2903974239877752,86,2.4823105638463194,2.491142082637722,0.13652068994255212,12.0,-4.476711662175613,-3.830838773357764,0.33386016862749757,
deepseek-ai/deepseek-coder-6.7b-base,4087,100,0.11279667237582579,0.10355472876606261,0.11214001006977684,-0.8080139808177599,-0.8391194817253046,0.1909873530809713,29,-0.19593589464877445,-0.03338397387857047,0.17509921514343413,17.0,-0.339664425528491,-0.881688338031836,0.3400876838945171,
deepseek-ai/deepseek-llm-7b-base,4082,100,0.05071043606075453,0.04468822654490221,0.051409729127961476,-2.1821771437313817,-2.7496950418905852,0.2278952054125963,25,0.013841177269499984,0.0040321470958655055,0.1671551805097596,21.0,-3.6788823009759164,-3.5961676800293874,0.34357693843549403,
deepseek-ai/deepseek-math-7b-base,4100,100,0.03219512195121951,0.053506137152650596,0.04172816316413752,-4.018198144502661,-2.814027826478872,0.2628566197743268,39,0.6397956717061729,0.8624931107695033,0.15305671317805492,12.0,-4.78976447237169,-3.7064234862037657,0.33766012841974163,
facebook/opt-1.3b,4105,100,0.0779537149817296,0.05204321254962362,0.07063431381113669,-2.0249825850349983,-3.3170806902766485,0.2709614647963405,42,0.950288787421826,1.0484376784239644,0.14979650055542654,12.0,-2.3182904443472583,-3.7064238193310035,0.33766012841974163,
facebook/opt-2.7b,4103,100,0.08140385084084815,0.06365115638686522,0.07496142697849432,-2.01111746229289,-2.308273050899452,0.2646893518333549,55,1.0188642812031135,1.1544857446541394,0.14784693909271351,12.0,-1.8935427796476203,-3.596165978178105,0.34357693843549403,
facebook/opt-6.7b,4108,100,0.06645569620253164,0.06737073974591747,0.06490344997672647,-2.1991243330164907,-2.115094352557189,0.2489904160192137,49,0.8116092702664207,0.8975834582890992,0.15370174854815888,12.0,-2.688468361006416,-2.642013346644863,0.3431209587045192,
google/gemma-2-2b,4069,36,0.11206684689112804,0.15234312640463082,0.115832337965916,-0.8531724424243052,-0.296137518803572,0.2283372722284743,21,-0.03692187451506756,-0.05658237511778045,0.29850653219366413,36.0,-0.1752429951132459,0.39385067551515474,0.2667115180680423,14.0
h2oai/h2o-danube2-1.8b-base,4072,100,0.08398821218074656,0.09397799538966858,0.08844927271052408,-1.2047390063395564,-1.0929691141087927,0.18083960777641642,18,-0.4830334409476798,-0.5913220474443561,0.19296254672297444,22.0,-0.7814019897903236,-0.5820475274224364,0.3062372666349673,
h2oai/h2o-danube3-4b-base,4035,56,0.1724907063197026,0.17228830038600687,0.17000991569751123,0.1959855124039091,0.2098021492507356,0.15766964524322377,8,-0.8582887665785373,-0.840455017723833,0.27896785504507265,44.0,0.3636178585389616,0.41265586541023075,0.2966516849719981,56.0
ibm-granite/granite-3.0-2b-base,4006,57,0.23539690464303545,0.2701002337990567,0.24240111037596548,0.7995698289391153,0.9903538324211917,0.08226450552596586,8,0.10538960612401782,0.2694746080374812,0.1992807099642795,8.0,0.8400667980534953,1.0704725619411029,0.28356431335216703,57.0
ibm-granite/granite-3.1-2b-base,4014,64,0.2326856003986049,0.2641776037158973,0.2381036862592936,0.7927459143126045,0.965649550649027,0.08492452635525044,14,-0.1194621559915614,0.2405194235231089,0.17750759516641118,10.0,0.8484883295666111,1.0023033639342114,0.2879359135376417,64.0
ibm-granite/granite-3.1-2b-instruct,4021,64,0.3250435215120617,0.2767141322742952,0.30405015674760855,1.2004875736415466,1.1542111145793439,0.08143607841898416,4,0.013228656058242172,-0.37627737700478986,0.2772838655462014,36.0,1.5085005999248737,0.9993247727196374,0.2895730306784892,64.0
lmsys/vicuna-7b-v1.5,4019,100,0.17467031599900473,0.14905999187757787,0.1694332587907119,-0.001635247087308018,-0.1973673048043512,0.14679907619418467,17,0.23842859470033156,0.1532228143086094,0.1661443138820052,13.0,0.24939340541287094,-0.11822421545684408,0.36985982749687013,
meta-llama/Llama-3.2-1B,4038,100,0.054730064388311045,0.05179436219422292,0.056488172242967684,-2.6153361697497965,-2.8483626551657912,0.2346379364626629,22,0.08037829591580692,0.19362518365710754,0.16514126118396938,22.0,-1.7976809621326253,-2.2724001391687354,0.3424256648242171,
meta-llama/Llama-3.2-1B-Instruct,3992,42,0.15205410821643287,0.1419873250843671,0.1530240109125131,-0.3262970168357304,-0.46326813487032253,0.2547467390167346,23,-1.2685484822528263,-1.1227924332730095,0.29610236023030495,42.0,0.9118170604732946,0.701230765171333,0.2114257684396869,18.0
meta-llama/Llama-3.2-3B,4081,100,0.1404067630482725,0.15514685513695578,0.14226180189036766,-0.2692501068107831,-0.05752152556828628,0.1266638859587647,6,-0.20269063012597532,-0.2155381661775504,0.20333393905279265,42.0,-0.0002800898046403453,0.08097577120238596,0.31321004077252546,
meta-llama/Llama-3.2-3B-Instruct,3986,50,0.32012042147516306,0.2989114476054271,0.30909380911218876,1.0001104641895706,1.044596377457968,0.09004489389996999,10,1.3629665087121405,1.009286463176312,0.1395554389845636,8.0,1.586596538880572,1.3550558593123276,0.28354748126905893,50.0
microsoft/Phi-3-mini-4k-instruct,4063,100,0.1752399704651735,0.21516657677677511,0.1924091187695976,0.3983256533062887,0.6615763444923691,0.09913641316893607,6,0.9207085422249788,0.909853092476795,0.14506001766261936,9.0,-0.34551949312760294,-0.26044455367778635,0.594728605707766,
microsoft/Phi-3.5-mini-instruct,4068,100,0.2994100294985251,0.2486998654946278,0.3015136920631584,1.3740983042103032,1.1342530678258953,0.07825542320758223,4,-0.3694820547520626,0.18297548825409043,0.22655338482297166,16.0,1.0419202931996703,-0.26044223639276454,0.594728605707766,
microsoft/phi-1_5,4095,100,0.05958485958485959,0.0614923754377922,0.06053384083176933,-2.1051186670530755,-1.575971139087665,0.2021286051005941,25,0.01764430346602785,-0.1379657870847314,0.18234813916041362,20.0,-1.9449079061279209,-3.5029248855405624,0.3569782632300181,
microsoft/phi-2,4049,37,0.17683378612002965,0.15894378037261606,0.1769287734924131,0.16773282840354667,-0.04143189969088153,0.182766393233305,8,0.3659437686986111,-0.2958760485555358,0.29317065888635196,37.0,0.10467607071975774,0.23311700910170255,0.2984681687756297,34.0
mistralai/Mistral-7B-Instruct-v0.3,4023,100,0.2629878200347999,0.24272840123296435,0.25926784263749436,1.0000015955884582,1.049105582822263,0.07409047540977474,7,0.61077755734881,0.30791558791456947,0.20301879721951313,9.0,0.4489848160273722,-0.26044189002754087,0.594728605707766,
mistralai/Mistral-7B-v0.1,3951,24,0.2290559352062769,0.19948291966894857,0.21988624131624945,0.5404197556861748,0.19312739889780828,0.22916341340797133,13,0.09773932674335599,0.010024986219264596,0.2961156389577696,24.0,0.83169254047189,1.0172130828626944,0.23677455224823774,11.0
mistralai/Mistral-7B-v0.3,3932,100,0.24160732451678535,0.2329436221896712,0.2476930124167036,0.7986460780211971,0.9147014078863516,0.0741992158209428,4,0.30149596851227844,0.16211094813475435,0.2126765102011631,18.0,0.9632098494605686,0.10598169926977669,0.40991905128468004,
nvidia/Nemotron-Mini-4B-Instruct,4004,23,0.17657342657342656,0.16166293023352604,0.1747704965415009,-0.0013208135587457791,-0.160690793683538,0.2578886989770133,18,-0.2647326161378911,-0.3300706996884392,0.29444389717259883,19.0,0.7471058294881409,0.6209714279327373,0.29105764870301426,23.0
openai-community/gpt2,4122,100,0.038330907326540514,0.05143153178254224,0.04509739243623091,-5.166423915411244,-3.9272922443974436,0.27418402630267735,47,1.2701138374882075,1.3590102051953565,0.149215142893734,12.0,-4.791951472185575,-3.7064381157785795,0.33766012841974163,
openai-community/gpt2-large,4122,100,0.04997573993207181,0.05591217991407801,0.05106048151775173,-3.5727274019259228,-3.5347683989150003,0.2730263597648622,48,1.1244485400744808,1.2259355334022282,0.14786663741645928,12.0,-3.845928434738286,-2.7351118994844157,0.3370755195345225,
openai-community/gpt2-medium,4120,100,0.03446601941747573,0.04960978031074411,0.04270335304255973,-5.531381778529565,-3.9096203190211622,0.2735615347203593,42,1.1166202949800303,1.1848321216628297,0.15128886745128767,12.0,-4.805000056863251,-3.7064179380671107,0.33766012841974163,
openai-community/gpt2-xl,4117,100,0.05222249210590236,0.05522926760189998,0.05373881295144546,-3.383268570399862,-3.0749587134417,0.26540496349867027,41,1.1897180134731828,1.199814905321677,0.14960940726313088,12.0,-3.385368827957333,-3.706427996851742,0.33766012841974163,
openbmb/MiniCPM-2B-sft-bf16,4098,100,0.054660810151293315,0.07278885337822143,0.059832238480916816,-2.316120201771897,-1.7904260526508695,0.23287287002012688,42,0.39827541145841433,0.5051110265413895,0.15625088346148883,11.0,-2.2693995930466366,-1.8309536950743512,0.3283457139577853,
stabilityai/stablelm-2-1_6b,4081,100,0.07375643224699828,0.05845610231506702,0.07156296045796495,-1.9702025817661053,-2.687775448226938,0.24632520559471177,36,0.17127736418154013,0.2829998282844511,0.15914187211782496,11.0,-1.2539005693071092,-1.6913142633179936,0.3242780035674926,
stabilityai/stablelm-2-zephyr-1_6b,4050,39,0.09234567901234568,0.09859662116066029,0.09352827344737623,-1.1219863270100665,-1.316019329253935,0.2746437327585518,24,-1.1148255089757801,-1.2169886803959094,0.29969885625773957,39.0,-0.2813991073809404,0.23829408425778845,0.2620366800865512,30.0
stabilityai/stablelm-3b-4e1t,4065,100,0.06888068880688807,0.07226606056122305,0.06833464324083187,-1.9832109752941636,-1.8831200820761729,0.21684650370570727,30,-0.20395652935733347,-0.03512523900823445,0.17272139812972145,15.0,-1.1814475897534065,-1.1383559126130867,0.29582503141795313,100.0
stabilityai/stablelm-zephyr-3b,4008,49,0.1122754491017964,0.12233202464106324,0.11195832254438698,-0.7263596016392753,-0.7081990605386487,0.24225949255795243,25,-1.2989637663854186,-0.8731764454332885,0.26070542185000356,21.0,0.059467688850548504,0.34339435119720146,0.29186315283574993,49.0
tiiuae/Falcon3-1B-Base,4067,86,0.19645930661421196,0.18741604341478618,0.19121602686636732,0.200045402992832,0.2271406437966836,0.14579629773245678,8,-0.946551985409262,-1.244410735625779,0.2971740833374639,86.0,1.085384833229413,0.9891555885812973,0.15296668195653118,24.0
tiiuae/Falcon3-3B-Base,4011,100,0.35776614310645727,0.30754390439618784,0.3483212102377508,1.578181780307102,1.2619778103366128,0.07327822427318989,18,-0.9790391465426772,-1.1018377772551993,0.3146040099687645,,1.9973899548399545,1.8563017413465022,0.13960060205527963,6.0
tiiuae/Falcon3-7B-Base,4035,100,0.4577447335811648,0.388258579865316,0.4541680746819483,2.199999754633646,2.293362368990383,0.06249434206632304,7,-0.16265827168978572,-0.14200053698060516,0.17629793238058955,6.0,2.516416410382635,-1.2821878347291743e-16,1.0,
togethercomputer/RedPajama-INCITE-7B-Base,4096,100,0.038818359375,0.046051929292657307,0.042728511863933324,-3.6859222386708086,-3.2878024579629113,0.2506826376517024,44,0.2552709318577724,0.3398921372715487,0.1545494104045426,12.0,-2.751512258749333,-2.709984745153844,0.34578536126333026,
togethercomputer/RedPajama-INCITE-Base-3B-v1,4115,100,0.05103280680437424,0.061878836264935795,0.05425335286892289,-3.5980984437047208,-2.927289168509385,0.2667056961426029,46,0.8189982202046944,0.9559342325574225,0.14996426973222626,11.0,-2.1951192506288066,-1.9894312837204546,0.3162582874573886,
