floor,target,model,fold,n_scen,n_crit,reason,reach_se_post,plateau,hit_cap,overran_floor,eap_sd,se_param,se_total,theta_ref,theta_cat,weak
6,0.1,allenai/OLMo-2-0425-1B-DPO,4,16,36,reach,True,False,False,True,0.09959531188506167,0.07149003842053914,0.12259711147842296,1.2388770660415394,1.279464546801043,False
6,0.1,allenai/OLMo-2-0425-1B-Instruct,4,13,27,plateau,False,True,False,True,0.12870168456782444,0.09541809402929038,0.16021465687875838,1.223975567515562,1.0770959798709359,False
6,0.1,arcee-ai/raspberry-3B,0,13,30,reach,True,False,False,True,0.09730665547782456,0.06672780677795802,0.11798807311621182,1.1246507099233405,1.2444872513882672,False
6,0.1,google/gemma-2-2b,2,12,38,plateau,False,True,False,True,0.15676593239242165,0.14519345518860627,0.21367427778857973,-1.6137473114926797,-1.636315640617866,False
6,0.1,google/gemma-2b,1,11,36,plateau,False,True,False,True,0.12125654330237938,0.10689039380580513,0.1616437613445131,-1.4974514447819693,-1.4472066566631565,False
6,0.1,h2oai/h2o-danube-1.8b-chat,3,14,43,plateau,False,True,False,True,0.12784058210729946,0.06738655667243762,0.14451353726796953,0.15692820207249436,0.37367721372443113,False
6,0.1,h2oai/h2o-danube2-1.8b-base,4,16,59,reach,True,False,False,True,0.0972524754820409,0.08598706845999128,0.12981455977558215,-0.5391843442572666,-0.294573850175018,False
6,0.1,h2oai/h2o-danube2-1.8b-chat,1,14,45,plateau,False,True,False,True,0.1149194955765438,0.06976082189692821,0.1344360916394932,0.07162046441996717,0.09877657198134975,False
6,0.1,ibm-granite/granite-3.0-2b-base,2,11,38,plateau,False,True,False,True,0.1577216640026514,0.10462291338361417,0.1892672113722831,0.6085128149812709,0.12609323757704652,False
6,0.1,ibm-granite/granite-3.1-2b-base,3,11,36,plateau,False,True,False,True,0.11928209930672307,0.06957329805693589,0.13808932984679947,0.39815152382376157,0.06370903137208093,False
6,0.1,ibm-granite/granite-3.1-2b-instruct,2,16,48,reach,True,False,False,True,0.09796686742370968,0.09237283439215423,0.13464860803756962,1.9759237221237114,1.5030004462135573,False
6,0.1,ibm-granite/granite-7b-instruct,1,15,40,plateau,False,True,False,True,0.11322345170884417,0.08898666226449908,0.14400755562761625,1.0037738475985463,0.8337576303971783,False
6,0.1,ibm/PowerLM-3b,0,12,35,plateau,False,True,False,True,0.19203556333053373,0.06545962370588786,0.20288573118726674,0.06981670685503957,0.23030191303526307,False
6,0.1,meta-llama/Llama-3.2-1B,0,15,56,reach,True,False,False,True,0.09962864333953977,0.06685845634646354,0.11998299779014189,-1.797509685344033,-1.5269359886696756,False
6,0.1,meta-llama/Llama-3.2-1B-Instruct,1,18,44,plateau,False,True,False,True,0.11188405735024633,0.09542731265324295,0.1470524202091655,0.9487835872468362,0.9552558111614724,False
6,0.1,meta-llama/Llama-3.2-3B-Instruct,0,10,19,plateau,False,True,False,True,0.14588146559824058,0.15526858648965963,0.21304867039150366,1.6440232113778666,1.6499520357088358,False
6,0.1,microsoft/phi-1_5,2,18,62,plateau,False,True,False,True,0.10432088597981089,0.058983068926502055,0.11984093487452939,-1.2383447154869367,-1.158187818324235,False
6,0.1,nvidia/AceInstruct-1.5B,1,17,44,reach,True,False,False,True,0.09824912292295562,0.05876233321360447,0.11448101135051492,1.2814241934896762,1.0569219203468463,False
6,0.1,openbmb/MiniCPM-1B-sft-bf16,1,12,43,plateau,False,True,False,True,0.10280378705611215,0.05807580071736039,0.11807377889286431,-1.9094032176867235,-1.2267278729440725,False
6,0.1,openbmb/MiniCPM-2B-sft-bf16,0,13,28,reach,True,False,False,True,0.09857986687922046,0.07146122006098841,0.12175670875368569,-0.2660211371706569,1.2523646578925616,False
6,0.1,openlm-research/open_llama_3b,2,9,33,plateau,False,True,False,True,0.18098099410256727,0.10102240643853423,0.20726709055946602,-2.113422890071994,-1.6783304553082246,False
6,0.1,pankajmathur/orca_mini_3b,0,23,82,plateau,False,True,False,True,0.10485038681903919,0.06371935556564659,0.12269376467369254,-0.36235829342006787,-0.36589083100713826,False
6,0.1,pankajmathur/orca_mini_v9_5_3B-Instruct,4,16,48,reach,True,False,False,True,0.09925771247397763,0.07744066531496115,0.12589340780990338,1.4499391340199896,1.4453226636141776,False
6,0.1,stabilityai/stablelm-2-1_6b-chat,2,21,70,reach,True,False,False,True,0.09951322239339606,0.05642076823171403,0.11439486229273714,0.9902315747851386,1.12153509056583,False
6,0.1,stabilityai/stablelm-2-zephyr-1_6b,0,16,43,reach,True,False,False,True,0.09932763955310463,0.07482151049809328,0.12435529105111595,0.7128737192257213,0.9787940341352455,False
6,0.1,stabilityai/stablelm-zephyr-3b,2,10,27,plateau,False,True,False,True,0.2370986833678659,0.08255886731051282,0.2510612519413747,1.0698573954068982,0.6058458912025894,False
6,0.1,tiiuae/Falcon3-1B-Instruct,1,16,46,reach,True,False,False,True,0.09636366923127856,0.05811458608989681,0.11253115952533009,0.9564526224142926,1.159443857338817,False
6,0.1,tiiuae/Falcon3-3B-Base,1,15,51,plateau,False,True,False,True,0.11561634685866469,0.055764775674934604,0.12836218238647568,0.5082020250809371,0.0017864902579124578,False
6,0.1,tiiuae/Falcon3-3B-Instruct,4,17,37,reach,True,False,False,True,0.09852185354213512,0.07371749657190955,0.12304805941666622,1.6169822007176056,1.2512164468914686,False
6,0.1,utter-project/EuroLLM-1.7B,2,13,47,reach,True,False,False,True,0.0993948206101339,0.06325010595758798,0.11781301400001107,-1.3431819715559552,-1.1391282557842837,False
6,0.1,utter-project/EuroLLM-1.7B-Instruct,0,16,55,plateau,False,True,False,True,0.14550452682553713,0.057194340456262024,0.15634180473229248,0.013246625830741467,0.33361618098887935,False
6,0.12,01-ai/Yi-1.5-6B,3,8,30,reach,True,False,False,True,0.11178032416116915,0.08937006522937797,0.14311481205200016,-0.10501385881784328,-0.14975979987160518,False
6,0.12,01-ai/Yi-1.5-6B-Chat,2,14,37,reach,True,False,False,True,0.11471294420994163,0.0843810432584231,0.142405126419989,1.6170944407245194,1.337900457872507,False
6,0.12,01-ai/Yi-6B,1,10,30,reach,True,False,False,True,0.11519700235318676,0.06730424774557303,0.1334174318286692,-0.8649532723076396,-1.233548688825811,False
6,0.12,01-ai/Yi-6B-200K,3,8,27,plateau,False,True,False,True,0.22487157129777327,0.12842947130910504,0.25896206803056265,-1.9919214931867122,-1.5409318506812788,False
6,0.12,01-ai/Yi-6B-Chat,3,13,37,reach,True,False,False,True,0.1152797708264065,0.08058175232206156,0.1406514997043504,0.7589881962700152,1.2819730914429561,False
6,0.12,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,4,10,41,plateau,False,True,False,True,0.4076298333764526,0.2631431454122041,0.48518697018360135,-5.347129353898183,-4.327398616270357,True
6,0.12,BEE-spoke-data/smol_llama-220M-openhermes,0,16,56,plateau,False,True,False,True,0.13204162114585788,0.09205285407204812,0.16096185156003906,-2.537376304836234,-2.462258843683729,False
6,0.12,BSC-LT/salamandra-2b,0,9,33,reach,True,False,False,True,0.11389048354453288,0.11410171769424982,0.16121490074675415,-1.510802591582213,-1.4249959548336568,False
6,0.12,BSC-LT/salamandra-2b-instruct,0,12,43,plateau,False,True,False,True,0.13501110310505482,0.0598210616535794,0.14767043502003063,-0.3848422021293781,-0.31056720943577887,False
6,0.12,BSC-LT/salamandra-7b,3,8,29,reach,True,False,False,True,0.1198276743292074,0.08017943211512503,0.14417840639100757,-0.7509010301943769,-0.21196567777121458,False
6,0.12,BSC-LT/salamandra-7b-instruct,2,17,53,plateau,False,True,False,True,0.1296886524911741,0.061723688496400995,0.14362785351935486,0.6133664178359304,0.22879024402562237,False
6,0.12,HuggingFaceTB/SmolLM2-360M,1,13,44,plateau,False,True,False,True,0.19838556067207047,0.17385909095418414,0.26378744130566,-2.0927138206642586,-1.8907187130908962,False
6,0.12,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,4,10,30,plateau,False,True,False,True,0.20304539440047803,0.19240444526379422,0.27972647844727544,2.466776172602346,1.9444823072166086,False
6,0.12,OpenBMB/MiniCPM4-0.5B,4,11,41,reach,True,False,False,True,0.11521869014821363,0.0754175885457683,0.13770678712949794,0.264600915378981,0.05283244789592755,False
6,0.12,Qwen/Qwen1.5-1.8B,1,13,44,reach,True,False,False,True,0.11496163799750386,0.07361038517849725,0.1365088532557352,0.0809350876209607,0.09531664390067457,False
6,0.12,Qwen/Qwen1.5-1.8B-Chat,3,19,63,reach,True,False,False,True,0.11998592436673795,0.04746477438265629,0.1290330455865358,0.38980421498707585,0.6842394252134145,False
6,0.12,Qwen/Qwen2-0.5B,4,7,31,reach,True,False,False,True,0.11544945531095085,0.10480389214069485,0.155924444970741,-0.42536643383467315,-0.2686135828331797,False
6,0.12,Qwen/Qwen2.5-0.5B-Instruct,4,16,38,plateau,False,True,False,True,0.14819218738171547,0.0681420675655042,0.16310814134517998,0.5477826844709038,0.7419368216344271,False
6,0.12,ai-forever/mGPT,3,8,27,plateau,False,True,False,True,0.446394876105443,0.2188762552133773,0.4971671756154315,-4.654145790110268,-2.0152959996384223,True
6,0.12,allenai/OLMo-1B-hf,3,11,36,plateau,False,True,False,True,0.45686464471973043,0.17338412677334628,0.48865873471354354,-5.618639294811007,-2.642754650320748,True
6,0.12,allenai/OLMo-2-0425-1B,3,10,32,plateau,False,True,False,True,0.17676711112384322,0.09090545494678416,0.19877226495200717,-1.409649262681663,-1.4890221321107837,False
6,0.12,allenai/OLMo-2-0425-1B-DPO,4,13,26,reach,True,False,False,True,0.11734827449945699,0.08384557316386,0.14422446972402467,1.2388770660415394,1.294596824255702,False
6,0.12,allenai/OLMo-2-0425-1B-Instruct,4,13,27,plateau,False,True,False,True,0.12870168456782444,0.09541809402929038,0.16021465687875838,1.223975567515562,1.0770959798709359,False
6,0.12,arcee-ai/raspberry-3B,0,10,21,reach,True,False,False,True,0.11788365184975412,0.10058697713800216,0.15496546500170613,1.1246507099233405,1.246660332151899,False
6,0.12,google/gemma-2-2b,2,12,38,plateau,False,True,False,True,0.15676593239242165,0.14519345518860627,0.21367427778857973,-1.6137473114926797,-1.636315640617866,False
6,0.12,google/gemma-2b,1,11,36,plateau,False,True,False,True,0.12125654330237938,0.10689039380580513,0.1616437613445131,-1.4974514447819693,-1.4472066566631565,False
6,0.12,h2oai/h2o-danube-1.8b-chat,3,14,43,plateau,False,True,False,True,0.12784058210729946,0.06738655667243762,0.14451353726796953,0.15692820207249436,0.37367721372443113,False
6,0.12,h2oai/h2o-danube2-1.8b-base,4,11,37,reach,True,False,False,True,0.11893065810723831,0.07515936728266313,0.1406891322318503,-0.5391843442572666,-0.5873986387679847,False
6,0.12,h2oai/h2o-danube2-1.8b-chat,1,12,43,reach,True,False,False,True,0.117985393956147,0.08796352007950538,0.14716702773299717,0.07162046441996717,0.1221683643673395,False
6,0.12,ibm-granite/granite-3.0-2b-base,2,11,38,plateau,False,True,False,True,0.1577216640026514,0.10462291338361417,0.1892672113722831,0.6085128149812709,0.12609323757704652,False
6,0.12,ibm-granite/granite-3.1-2b-base,3,11,36,reach,True,False,False,True,0.11928209930672307,0.06957329805693589,0.13808932984679947,0.39815152382376157,0.06370903137208093,False
6,0.12,ibm-granite/granite-3.1-2b-instruct,2,11,31,reach,True,False,False,True,0.11845904606263237,0.09149621866838333,0.149680004090999,1.9759237221237114,1.4227000722397751,False
6,0.12,ibm-granite/granite-7b-instruct,1,13,35,reach,True,False,False,True,0.11758760226297683,0.09198129923026177,0.14928966345344538,1.0037738475985463,0.8632176575688192,False
6,0.12,ibm/PowerLM-3b,0,12,35,plateau,False,True,False,True,0.19203556333053373,0.06545962370588786,0.20288573118726674,0.06981670685503957,0.23030191303526307,False
6,0.12,meta-llama/Llama-3.2-1B,0,9,33,reach,True,False,False,True,0.11856682253911631,0.06445299853872448,0.13495288225026955,-1.797509685344033,-1.415919989687719,False
6,0.12,meta-llama/Llama-3.2-1B-Instruct,1,16,39,reach,True,False,False,True,0.11572215705664389,0.10017667674809204,0.1530587606056389,0.9487835872468362,1.006817035548252,False
6,0.12,meta-llama/Llama-3.2-3B-Instruct,0,10,19,plateau,False,True,False,True,0.14588146559824058,0.15526858648965963,0.21304867039150366,1.6440232113778666,1.6499520357088358,False
6,0.12,microsoft/phi-1_5,2,14,50,reach,True,False,False,True,0.11901457365546582,0.0781823364222139,0.14239714347847196,-1.2383447154869367,-0.950765034621823,False
6,0.12,nvidia/AceInstruct-1.5B,1,11,29,reach,True,False,False,True,0.11982536518736128,0.07680578748003612,0.14232795625847006,1.2814241934896762,1.0191042120234564,False
6,0.12,openbmb/MiniCPM-1B-sft-bf16,1,8,34,reach,True,False,False,True,0.111145916780924,0.0585066442385575,0.12560430819493898,-1.9094032176867235,-1.1510050146207789,False
6,0.12,openbmb/MiniCPM-2B-sft-bf16,0,10,20,reach,True,False,False,True,0.11615027828753385,0.11609364539301824,0.16422125820645578,-0.2660211371706569,1.3632977592029432,False
6,0.12,openlm-research/open_llama_3b,2,9,33,plateau,False,True,False,True,0.18098099410256727,0.10102240643853423,0.20726709055946602,-2.113422890071994,-1.6783304553082246,False
6,0.12,pankajmathur/orca_mini_3b,0,18,63,reach,True,False,False,True,0.11728598591390486,0.07381365683280995,0.13858015163373333,-0.36235829342006787,-0.3380342989506537,False
6,0.12,pankajmathur/orca_mini_v9_5_3B-Instruct,4,14,43,reach,True,False,False,True,0.10738154201044495,0.09229990078884906,0.1415982600534778,1.4499391340199896,1.467978664640394,False
6,0.12,stabilityai/stablelm-2-1_6b-chat,2,16,52,reach,True,False,False,True,0.11501726618941757,0.0669046320462949,0.13306089324417392,0.9902315747851386,1.2362408257141986,False
6,0.12,stabilityai/stablelm-2-zephyr-1_6b,0,13,34,reach,True,False,False,True,0.10813421554666545,0.0672466763783961,0.1273386196557566,0.7128737192257213,1.0573643804355009,False
6,0.12,stabilityai/stablelm-zephyr-3b,2,10,27,plateau,False,True,False,True,0.2370986833678659,0.08255886731051282,0.2510612519413747,1.0698573954068982,0.6058458912025894,False
6,0.12,tiiuae/Falcon3-1B-Instruct,1,12,30,reach,True,False,False,True,0.11677626783849296,0.08840050238413309,0.14646277872570412,0.9564526224142926,1.0482025592577089,False
6,0.12,tiiuae/Falcon3-3B-Base,1,13,47,reach,True,False,False,True,0.11873440249308206,0.05483135000178479,0.1307835436070129,0.5082020250809371,-0.02496834457378435,False
6,0.12,tiiuae/Falcon3-3B-Instruct,4,12,25,reach,True,False,False,True,0.11505158148439483,0.08766509951231959,0.14464451622707733,1.6169822007176056,1.2919605828596545,False
6,0.12,utter-project/EuroLLM-1.7B,2,10,36,reach,True,False,False,True,0.11283878912010438,0.07031946982215134,0.13295645966315378,-1.3431819715559552,-1.1975485200615599,False
6,0.12,utter-project/EuroLLM-1.7B-Instruct,0,16,55,plateau,False,True,False,True,0.14550452682553713,0.057194340456262024,0.15634180473229248,0.013246625830741467,0.33361618098887935,False
6,0.15,01-ai/Yi-1.5-6B,3,7,25,reach,True,False,False,True,0.12516202071610627,0.11027283609702276,0.16681016099332757,-0.10501385881784328,-0.09304393868505004,False
6,0.15,01-ai/Yi-1.5-6B-Chat,2,10,26,reach,True,False,False,True,0.14595866901475302,0.1154208766400462,0.1860803907587121,1.6170944407245194,1.355447877369959,False
6,0.15,01-ai/Yi-6B,1,7,20,reach,True,False,False,True,0.14061177064073246,0.08788065303851157,0.1658151959899852,-0.8649532723076396,-1.1873412303464903,False
6,0.15,01-ai/Yi-6B-200K,3,8,27,plateau,False,True,False,True,0.22487157129777327,0.12842947130910504,0.25896206803056265,-1.9919214931867122,-1.5409318506812788,False
6,0.15,01-ai/Yi-6B-Chat,3,9,24,reach,True,False,False,True,0.1474659070080369,0.10913164122300595,0.18345546829061782,0.7589881962700152,1.1489695231493273,False
6,0.15,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,4,10,41,plateau,False,True,False,True,0.4076298333764526,0.2631431454122041,0.48518697018360135,-5.347129353898183,-4.327398616270357,True
6,0.15,BEE-spoke-data/smol_llama-220M-openhermes,0,12,42,reach,True,False,False,True,0.1472696873231599,0.1381686242927272,0.20193793487902684,-2.537376304836234,-2.525493864002028,False
6,0.15,BSC-LT/salamandra-2b,0,7,26,reach,True,False,False,True,0.13623967715009488,0.11314218164172767,0.17709433332721797,-1.510802591582213,-1.5843101379724216,False
6,0.15,BSC-LT/salamandra-2b-instruct,0,9,30,reach,True,False,False,True,0.14587922303470938,0.07494818611335838,0.16400603133693922,-0.3848422021293781,-0.43213414816763923,False
6,0.15,BSC-LT/salamandra-7b,3,6,23,reach,True,False,False,False,0.1387006522384122,0.09538289434524269,0.16833231259932444,-0.7509010301943769,-0.22347265168853445,False
6,0.15,BSC-LT/salamandra-7b-instruct,2,13,38,reach,True,False,False,True,0.1491024727677548,0.06814456708035214,0.16393666279398172,0.6133664178359304,0.23546825703598573,False
6,0.15,HuggingFaceTB/SmolLM2-360M,1,13,44,plateau,False,True,False,True,0.19838556067207047,0.17385909095418414,0.26378744130566,-2.0927138206642586,-1.8907187130908962,False
6,0.15,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,4,10,30,plateau,False,True,False,True,0.20304539440047803,0.19240444526379422,0.27972647844727544,2.466776172602346,1.9444823072166086,False
6,0.15,OpenBMB/MiniCPM4-0.5B,4,8,24,reach,True,False,False,True,0.134210881037778,0.10777992954711738,0.1721309786241808,0.264600915378981,-0.06264580001778122,False
6,0.15,Qwen/Qwen1.5-1.8B,1,7,23,reach,True,False,False,True,0.14953322439669692,0.1060091714432962,0.18329792587088126,0.0809350876209607,0.057058780904124695,False
6,0.15,Qwen/Qwen1.5-1.8B-Chat,3,14,44,reach,True,False,False,True,0.148699327728149,0.05428716970534931,0.1582990425158057,0.38980421498707585,0.7575425006643071,False
6,0.15,Qwen/Qwen2-0.5B,4,6,28,reach,True,False,False,False,0.1242171350997755,0.13223483836807076,0.18142753134688702,-0.42536643383467315,-0.2601623175207517,False
6,0.15,Qwen/Qwen2.5-0.5B-Instruct,4,16,38,reach,True,False,False,True,0.14819218738171547,0.0681420675655042,0.16310814134517998,0.5477826844709038,0.7419368216344271,False
6,0.15,ai-forever/mGPT,3,8,27,plateau,False,True,False,True,0.446394876105443,0.2188762552133773,0.4971671756154315,-4.654145790110268,-2.0152959996384223,True
6,0.15,allenai/OLMo-1B-hf,3,11,36,plateau,False,True,False,True,0.45686464471973043,0.17338412677334628,0.48865873471354354,-5.618639294811007,-2.642754650320748,True
6,0.15,allenai/OLMo-2-0425-1B,3,10,32,plateau,False,True,False,True,0.17676711112384322,0.09090545494678416,0.19877226495200717,-1.409649262681663,-1.4890221321107837,False
6,0.15,allenai/OLMo-2-0425-1B-DPO,4,10,18,reach,True,False,False,True,0.1462990239890019,0.09540718847645446,0.1746594859522845,1.2388770660415394,1.304353186980844,False
6,0.15,allenai/OLMo-2-0425-1B-Instruct,4,10,20,reach,True,False,False,True,0.1392729926943981,0.09219693113527944,0.167024670647235,1.223975567515562,1.2085857408195522,False
6,0.15,arcee-ai/raspberry-3B,0,9,15,reach,True,False,False,True,0.14155655140404283,0.1339544342672205,0.1948898347920089,1.1246507099233405,1.2675550417609007,False
6,0.15,google/gemma-2-2b,2,12,38,plateau,False,True,False,True,0.15676593239242165,0.14519345518860627,0.21367427778857973,-1.6137473114926797,-1.636315640617866,False
6,0.15,google/gemma-2b,1,6,19,reach,True,False,False,False,0.14626760187696503,0.1254049360149119,0.192667094584785,-1.4974514447819693,-1.2975203550263341,False
6,0.15,h2oai/h2o-danube-1.8b-chat,3,11,37,reach,True,False,False,True,0.1463031993643702,0.06267503688646646,0.15916276698075646,0.15692820207249436,0.41371473808510717,False
6,0.15,h2oai/h2o-danube2-1.8b-base,4,11,37,reach,True,False,False,True,0.11893065810723831,0.07515936728266313,0.1406891322318503,-0.5391843442572666,-0.5873986387679847,False
6,0.15,h2oai/h2o-danube2-1.8b-chat,1,8,29,reach,True,False,False,True,0.14535494438543173,0.08999426537734624,0.17095914031750445,0.07162046441996717,-0.01937914416219965,False
6,0.15,ibm-granite/granite-3.0-2b-base,2,11,38,plateau,False,True,False,True,0.1577216640026514,0.10462291338361417,0.1892672113722831,0.6085128149812709,0.12609323757704652,False
6,0.15,ibm-granite/granite-3.1-2b-base,3,6,17,reach,True,False,False,False,0.1488564278686526,0.13574254272470998,0.20145538966030443,0.39815152382376157,-0.18522335700764117,False
6,0.15,ibm-granite/granite-3.1-2b-instruct,2,7,21,reach,True,False,False,True,0.1469766530915204,0.13648851497429915,0.2005772950108626,1.9759237221237114,1.4545783687029292,False
6,0.15,ibm-granite/granite-7b-instruct,1,10,26,reach,True,False,False,True,0.1497848257777712,0.07735705689207993,0.168581162305525,1.0037738475985463,0.7412548115916514,False
6,0.15,ibm/PowerLM-3b,0,12,35,plateau,False,True,False,True,0.19203556333053373,0.06545962370588786,0.20288573118726674,0.06981670685503957,0.23030191303526307,False
6,0.15,meta-llama/Llama-3.2-1B,0,7,26,reach,True,False,False,True,0.1486158408266297,0.0852764086986776,0.17134390571348032,-1.797509685344033,-1.5660049064396917,False
6,0.15,meta-llama/Llama-3.2-1B-Instruct,1,9,23,reach,True,False,False,True,0.14787459003518633,0.11369112734554401,0.1865276569712254,0.9487835872468362,1.2661578470160715,False
6,0.15,meta-llama/Llama-3.2-3B-Instruct,0,9,17,reach,True,False,False,True,0.1478606991782813,0.13453212690514438,0.19990417587212148,1.6440232113778666,1.6103027879236818,False
6,0.15,microsoft/phi-1_5,2,11,39,reach,True,False,False,True,0.14997399227085242,0.08828509282228227,0.17403004330372587,-1.2383447154869367,-0.7948048376669067,False
6,0.15,nvidia/AceInstruct-1.5B,1,9,21,reach,True,False,False,True,0.13840117060542684,0.1045661932854174,0.17346173296481196,1.2814241934896762,1.036476537825269,False
6,0.15,openbmb/MiniCPM-1B-sft-bf16,1,6,25,reach,True,False,False,False,0.13466073884448398,0.0657816448106712,0.14986907412851933,-1.9094032176867235,-1.1546682441501164,False
6,0.15,openbmb/MiniCPM-2B-sft-bf16,0,7,14,reach,True,False,False,True,0.1389956548897442,0.10280209228185348,0.1728816423330007,-0.2660211371706569,1.3266310791154707,False
6,0.15,openlm-research/open_llama_3b,2,9,33,plateau,False,True,False,True,0.18098099410256727,0.10102240643853423,0.20726709055946602,-2.113422890071994,-1.6783304553082246,False
6,0.15,pankajmathur/orca_mini_3b,0,11,39,reach,True,False,False,True,0.1494945843293829,0.07889924724224179,0.16903763474211111,-0.36235829342006787,-0.13951141296468098,False
6,0.15,pankajmathur/orca_mini_v9_5_3B-Instruct,4,9,27,reach,True,False,False,True,0.14140939255600715,0.12089896981109496,0.18604616955057954,1.4499391340199896,1.2770135600600925,False
6,0.15,stabilityai/stablelm-2-1_6b-chat,2,12,39,reach,True,False,False,True,0.1415238223918579,0.08036383395639932,0.16274931063624773,0.9902315747851386,1.215400427321924,False
6,0.15,stabilityai/stablelm-2-zephyr-1_6b,0,9,20,reach,True,False,False,True,0.14426439049416553,0.11432568780367963,0.18407220663760593,0.7128737192257213,1.0309967100497783,False
6,0.15,stabilityai/stablelm-zephyr-3b,2,10,27,plateau,False,True,False,True,0.2370986833678659,0.08255886731051282,0.2510612519413747,1.0698573954068982,0.6058458912025894,False
6,0.15,tiiuae/Falcon3-1B-Instruct,1,9,22,reach,True,False,False,True,0.13900492966690442,0.1383931249920971,0.19615052260134117,0.9564526224142926,0.9659079781619241,False
6,0.15,tiiuae/Falcon3-3B-Base,1,8,30,reach,True,False,False,True,0.14003892553776348,0.07676075068024216,0.15969694270951326,0.5082020250809371,-0.020193465285812222,False
6,0.15,tiiuae/Falcon3-3B-Instruct,4,7,16,reach,True,False,False,True,0.14411094254972667,0.11477551085326264,0.1842318692685878,1.6169822007176056,1.3135534255591188,False
