model,family,fold,fit_grid,ridge,quadrature_method,quadrature_nodes_requested,quadrature_nodes_effective,linear_bound,fit_cache_sha256,n_items_before_policy,n_items_after_policy,n_nonpositive_items,theta_full,theta_reference,se_full,se_reference,theta_heldout,se_heldout,posterior_tail_mass_full,posterior_tail_mass_heldout,observed_pass_rate,predicted_pass_rate_reference
Qwen/Qwen1.5-1.8B,qwen,3,61,0.1,gauss_hermite_scipy,1601,939,,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,-1.7896001343208778,-1.7896001343208778,0.05916114954667191,0.05916114954667191,-1.7093317222505495,0.06421885966367519,0.0,0.0,0.12242945958871354,0.146427524865736
Qwen/Qwen1.5-1.8B-Chat,qwen,3,61,0.1,gauss_hermite_scipy,1601,939,,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,0.8342712207432865,0.8342712207432865,0.04339845438859665,0.04339845438859665,0.8092983838853316,0.04688022094076209,0.0,0.0,0.5959885386819485,0.6100318573323456
Qwen/Qwen2-0.5B,qwen,3,61,0.1,gauss_hermite_scipy,1601,939,,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,-0.9292678742740976,-0.9292678742740976,0.04276025770033351,0.04276025770033351,-0.9093104186384791,0.04867003620666812,0.0,0.0,0.24880611270296085,0.2616562567576063
Qwen/Qwen2.5-0.5B-Instruct,qwen,3,61,0.1,gauss_hermite_scipy,1601,939,,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,0.5359713954829636,0.5359713954829636,0.037892929275513576,0.037892929275513576,0.5531471320358113,0.042663977101786064,0.0,0.0,0.5432393693263259,0.5548946980951472
microsoft/phi-1_5,phi,3,61,0.1,gauss_hermite_scipy,1601,939,,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,-1.4546991812582686,-1.4546991812582686,0.05211353354711572,0.05211353354711572,-1.468045063131022,0.058533032079249654,0.0,0.0,0.16523400191021967,0.1843274398448153
stabilityai/stablelm-2-1_6b-chat,stablelm,3,61,0.1,gauss_hermite_scipy,1601,939,,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,1.2086423416680607,1.2086423416680607,0.04810958340642476,0.04810958340642476,1.2048991939860287,0.053044733361597374,0.0,0.0,0.666189111747851,0.6696925592749703
stabilityai/stablelm-2-zephyr-1_6b,stablelm,3,61,0.1,gauss_hermite_scipy,1601,939,,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,1.1501123160377615,1.1501123160377615,0.047276708998833544,0.047276708998833544,1.1171345316883385,0.051435991302666746,0.0,0.0,0.6642788920725884,0.6610488680253807
stabilityai/stablelm-zephyr-3b,stablelm,3,61,0.1,gauss_hermite_scipy,1601,939,,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,1.5485768595826346,1.5485768595826346,0.05327541093798926,0.05327541093798926,1.4992283038600094,0.05814922029176645,0.0,0.0,0.7148997134670487,0.7153846208127861
utter-project/EuroLLM-1.7B,eurollm,3,61,0.1,gauss_hermite_scipy,1601,939,,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,-2.6202211982726125,-2.6202211982726125,0.0833135808272651,0.0833135808272651,-2.5454149935305566,0.09094052129512217,1.1969507339930359e-269,7.127125345903424e-231,0.0673352435530086,0.08231946544678527
utter-project/EuroLLM-1.7B-Instruct,eurollm,3,61,0.1,gauss_hermite_scipy,1601,939,,4a5ee519aa4dd3dac6ae4bcef5c008b859e70968daf4e427b7807c8b7bdb078f,2102,2094,8,0.4335070567984173,0.4335070567984173,0.041402112348764626,0.041402112348764626,0.44796514818202804,0.04345784330552536,0.0,0.0,0.52868068833652,0.5349340974110397
ai-forever/mGPT,mgpt,4,61,0.1,gauss_hermite_scipy,1601,939,,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-5.678643343549372,-5.678643343549372,0.29488561613965386,0.29488561613965386,-5.419097578041478,0.2988248266163884,8.813977136275505e-08,3.737010128012628e-09,0.007201152184349496,0.013727845059077206
google/gemma-2-2b,gemma,4,61,0.1,gauss_hermite_scipy,1601,939,,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-1.3997569210829313,-1.3997569210829313,0.05054705803018929,0.05054705803018929,-1.3697165645031688,0.05662268507288343,0.0,0.0,0.16562650024003842,0.1887110638093409
google/gemma-2b,gemma,4,61,0.1,gauss_hermite_scipy,1601,939,,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-2.136662307051646,-2.136662307051646,0.06784725120516232,0.06784725120516232,-2.209391520333712,0.07817783592965759,0.0,0.0,0.09745559289486318,0.1123152278510381
h2oai/h2o-danube-1.8b-chat,danube,4,61,0.1,gauss_hermite_scipy,1601,939,,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,0.7080133909025722,0.7080133909025722,0.03601100136120222,0.03601100136120222,0.7429690917875635,0.045055046117258135,0.0,0.0,0.574447646493756,0.5888876010453706
h2oai/h2o-danube2-1.8b-base,danube,4,61,0.1,gauss_hermite_scipy,1601,939,,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-0.6018894182993889,-0.6018894182993889,0.040855897163329366,0.040855897163329366,-0.580145156463104,0.04478075510082871,0.0,0.0,0.2862632084534102,0.31744608468496904
h2oai/h2o-danube2-1.8b-chat,danube,4,61,0.1,gauss_hermite_scipy,1601,939,,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,0.9669527286963919,0.9669527286963919,0.04325411437428149,0.04325411437428149,0.9412538309202215,0.04652665949015805,0.0,0.0,0.6356216994719155,0.6345247880369779
pankajmathur/orca_mini_3b,orca_mini,4,61,0.1,gauss_hermite_scipy,1601,939,,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-0.6761086761642238,-0.6761086761642238,0.04192623646276684,0.04192623646276684,-0.6399496844796334,0.04404947222819006,0.0,0.0,0.2914066250600096,0.30334778946943336
pankajmathur/orca_mini_v9_5_3B-Instruct,orca_mini,4,61,0.1,gauss_hermite_scipy,1601,939,,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,2.0698367190196074,2.0698367190196074,0.05904882228530204,0.05904882228530204,2.1118662913381043,0.06655903805354815,0.0,0.0,0.7977905859750241,0.7773483248499345
tiiuae/Falcon3-1B-Instruct,falcon3,4,61,0.1,gauss_hermite_scipy,1601,939,,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,1.105956826730321,1.105956826730321,0.044108476971525715,0.044108476971525715,1.0936744729218137,0.04945145177447535,0.0,0.0,0.6560999039385207,0.6569297255163912
tiiuae/Falcon3-3B-Base,falcon3,4,61,0.1,gauss_hermite_scipy,1601,939,,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,-0.2463109430658923,-0.2463109430658923,0.033965538081999945,0.033965538081999945,-0.20959735957619408,0.04197403821815059,0.0,0.0,0.41930835734870314,0.3894940967373124
tiiuae/Falcon3-3B-Instruct,falcon3,4,61,0.1,gauss_hermite_scipy,1601,939,,a0e704f5bebce08b980a75cf5f08d4f4a19c8a513c4ce4017eab1a638df73082,2092,2083,9,2.499255697625992,2.499255697625992,0.06648586972207604,0.06648586972207604,2.408559275905265,0.07159750501704788,0.0,0.0,0.8381364073006724,0.8162967450726857
