model,theta_full_correctness,theta_full_scaffolding,trace_n_admin,trace_mwle_converged,trace_online_correctness,trace_batch_correctness,trace_mwle_correctness,trace_online_scaffolding,trace_batch_scaffolding,trace_mwle_scaffolding,dopt_n_admin,dopt_mwle_converged,dopt_online_correctness,dopt_batch_correctness,dopt_mwle_correctness,dopt_online_scaffolding,dopt_batch_scaffolding,dopt_mwle_scaffolding
deepseek-ai/deepseek-llm-7b-base,-2.2529818176956726,-0.06633701269941944,34,True,-1.6473011115378768,-2.4499412017624613,-3.008071720574721,-0.08329453546654422,-0.2180474389673269,-0.20806416867418043,21,True,-1.5354245695424007,-2.347063907535356,-2.833264550272111,-0.09304435912054072,-0.30831072986543245,-0.26095045514967824
deepseek-ai/deepseek-math-7b-base,-4.104410064660073,0.41145978698410446,61,True,-2.129020426941361,-2.388559780801911,-2.6673860010296777,0.6602072201735535,0.6289492290650375,0.6504325413996633,30,True,-2.1722221753193156,-2.414871357335586,-2.6888853439570215,0.7603324531291609,0.6309347237237651,0.677323343642471
facebook/opt-1.3b,-2.0876471280942894,0.9193420502076933,94,True,-2.5199406429792988,-2.950020606330322,-3.677512994979314,0.9732154879755606,0.9738543188308438,1.002479376297685,41,True,-2.60288274223152,-3.024137761838042,-3.8335868026571194,1.1165222783070041,1.0433587000420652,1.1223873377976645
facebook/opt-2.7b,-2.0658141229419473,0.9746632365652681,73,True,-2.062193210782177,-2.1900022847588296,-2.3846132441906565,1.0244829294078288,1.0643594874413183,1.1082742451963155,32,True,-2.1026148042401633,-2.2081979658382442,-2.4160999563643624,1.0471284820195454,1.0002555895965293,1.0999179332145843
facebook/opt-6.7b,-2.277041205441721,0.7420813315545292,58,True,-1.8091188705625938,-1.9055766950892115,-2.0638550405462164,0.7717162608890492,0.7891782594148028,0.8212461589554891,32,True,-1.74975300721544,-1.8372532651283275,-1.9967920428279227,0.7168392908870669,0.6408458529965367,0.6881044626633518
google/gemma-2-2b,-0.9837482961437817,-0.0987695167891206,32,True,-0.8500453035212675,-1.014044909050524,-1.043602913971153,-0.11284249174676084,-0.16499711326572158,-0.14460378917462904,24,True,-1.0880137777035206,-1.2697204111856852,-1.4144224903229579,0.006695526386756913,-0.10382601486319339,-0.06110556403345572
h2oai/h2o-danube2-1.8b-base,-1.3357821283903968,-0.5061228903174091,23,True,-0.3656473771436028,-0.48356224717024365,-0.41805844508868484,-0.3016424787829858,-0.3704431460967151,-0.3524902431732528,21,True,-0.3915299647183311,-0.46620142732743564,-0.42315574152427665,-0.3548058989257822,-0.44214179943587373,-0.4061942077030823
h2oai/h2o-danube3-4b-base,0.1268621802065169,-0.8621596983695029,19,True,0.04241988143119716,-0.03989006450879695,0.07168094728321305,-0.5139642835960463,-0.576225499191411,-0.5801753104392997,14,True,0.1403298719940415,0.05493077599699159,0.2028746415971794,-0.5618118213109441,-0.6042377540264007,-0.6195638600437157
ibm-granite/granite-3.0-2b-base,0.7986019373484843,0.11992677592263337,10,True,0.5358162743339362,0.5819715353624744,0.6004622239695563,0.91100762700382,0.7355219139599694,0.8228605801723277,7,True,0.4933355154679173,0.5282004236066405,0.5714206884102089,0.9575215808520482,0.7656840802007202,0.9505920128264957
ibm-granite/granite-3.1-2b-base,0.7918093488407323,-0.13761748409970878,13,True,0.5899492593348732,0.6482667184983836,0.6531454733926382,0.855175674115197,0.6248479152793216,0.6337209158617745,13,True,0.29201099878355946,0.32368942927574135,0.3308447372659092,1.0486204514827433,0.8225932632381022,1.0162968768166103
ibm-granite/granite-3.1-2b-instruct,1.3130619584057737,-0.03626127443949853,25,True,1.18580334616005,1.1707392094485325,1.192825071342147,-0.5506275604695825,-0.8289023435471132,-0.8363399700048291,13,True,1.3656903014425334,1.339729085583972,1.380824242657583,-0.5722300344587049,-0.671781914385687,-0.7154546592688308
lmsys/vicuna-7b-v1.5,-0.011316415187973465,0.21844896898192262,9,True,0.18521602701044437,0.033388790282813476,0.17634111167771302,0.009011994668497253,-0.06510068779474351,-0.04890403612505928,11,True,0.207225733602607,0.1482000280726883,0.25367598572445266,0.10935581454583924,0.08109771764965719,0.08310446179631202
meta-llama/Llama-3.2-1B,-2.7564939188728257,0.010068827438764152,31,True,-1.354160433171362,-2.1822260942393052,-2.561035135508202,-0.15083448309394007,-0.27140932429634157,-0.2582149631074511,21,True,-1.4859200282738974,-2.293503523058576,-2.764899637174058,-0.19039622785923357,-0.3536172651446492,-0.34256123381520726
meta-llama/Llama-3.2-1B-Instruct,-0.39261710309769315,-1.3600931507193614,17,True,-0.3792367958740145,-0.8095182028395738,-0.6945785104591444,-0.9064935161117754,-1.022707632279503,-1.2218131064718805,16,True,-0.3937273212600799,-0.8007623931824316,-0.6928191071086784,-0.9378000562406654,-1.0166120052419978,-1.2219459606883025
meta-llama/Llama-3.2-3B,-0.3854442106473697,-0.22542002122470073,14,True,0.3410728019801618,0.20621842751591338,0.3252550236285123,-0.2808369277570139,-0.31059470537234,-0.3069168711408436,14,True,0.2258133336826644,0.13902714550998327,0.24924608361351414,-0.37078463462030375,-0.3922780968545451,-0.37960662107371573
meta-llama/Llama-3.2-3B-Instruct,1.1301065178332155,1.476632455906853,7,True,1.588867645034731,1.2721769476151674,1.0510850614690037,1.054961974754212,1.1308013940167863,1.122561903164638,6,True,1.0570719887385573,1.5431522482232727,1.1471892776030073,1.1269786824797372,1.338216088634464,1.0347387769290362
microsoft/Phi-3-mini-4k-instruct,0.39759712962562166,0.4021410987993649,14,True,0.004016499246533224,-0.13648528662523776,0.002865378544773687,0.02294343125444062,-0.015351531792208831,-0.010401307262443458,12,True,0.038876577103391485,-0.09361587872289434,0.04555460570346784,-0.13372337910580076,-0.2690207392337374,-0.24066358208680252
microsoft/Phi-3.5-mini-instruct,1.3999183831544861,-0.9875302263469337,11,True,0.730970340160128,0.6843010377500247,0.782011909182832,-0.1817198395392453,-0.27292835636460133,-0.2309413579367715,13,True,1.3650013262229364,1.3360654174486164,1.3736069128248227,-0.7857526983332799,-1.089349389964451,-1.223435884440346
microsoft/phi-1_5,-2.244759366445578,-0.05859695062772576,23,True,-1.382465060011737,-2.266852555992476,-2.690465544737453,-0.2889709011234164,-0.505705561874268,-0.4927717276650949,21,True,-1.4065567320302792,-2.0284367060884496,-2.2685881058191426,-0.21856953112693184,-0.3784293082838114,-0.36335994351982837
microsoft/phi-2,0.11533490452960118,0.31037857277535696,18,True,0.007993237663789725,-0.06482646489957807,0.04756364723982229,-0.35111431136535143,-0.3909984451417135,-0.3694357677261908,14,True,0.03505417204862553,-0.06755816164417926,0.07430916530855562,-0.35149667906658055,-0.37750469913525314,-0.3583994214363183
mistralai/Mistral-7B-Instruct-v0.3,1.0018252203762616,0.6106127801267907,21,True,1.1017331546993485,1.0861159082878855,1.123075874570832,0.15256097739750538,0.12748669523034645,0.18222171915756366,12,True,1.0527392122763033,1.0102669762222771,1.0693310637667466,0.28124998691662895,0.2707968624400389,0.252067704118388
mistralai/Mistral-7B-v0.1,0.5338276499999169,0.059493046335602935,12,True,0.3584199977243034,0.25822016239495343,0.3710976670364382,-0.06931655414768262,-0.1611186906022856,-0.14051673091357103,10,True,0.43201753574551255,0.38930503870239713,0.4683492024044704,-0.1640036568816963,-0.26565858438638557,-0.24981094882995672
mistralai/Mistral-7B-v0.3,0.7995491301664649,0.2495247497159887,10,True,1.170394815619263,1.2103132497162674,1.2397314545091056,-0.15245224181915623,-0.16493818834446297,-0.019193400106063685,12,True,1.1479794956834204,1.1302539394196593,1.1713388139678422,0.005953008769399276,-0.010802291685288571,0.07766556528713564
nvidia/Nemotron-Mini-4B-Instruct,-0.022546420447062444,-0.3483080336126307,10,True,0.14344833529138656,-0.10923126212840774,0.14391562498770888,-0.27742882685343895,-0.5915863345888421,-0.5268019302511677,12,True,0.011710949236902662,-0.22024370148490577,0.017893638613858613,-0.34227012005335766,-0.6582128588197693,-0.5780565587376844
openai-community/gpt2,-5.238431718643566,1.1956060310665957,90,True,-2.57410831654494,-3.0014483289937703,-3.7735475752903374,1.1836536479479025,1.2418291778856207,1.2811085772823034,43,True,-2.689813181324642,-3.0755997186503925,-3.913196324888012,1.3313089250511867,1.3158805851830115,1.4144319086702568
openai-community/gpt2-large,-3.6564092978992653,1.0460562409991794,88,True,-2.5721054342276104,-3.043220656787786,-3.9881436400764043,1.0865280123425005,1.107703994857696,1.1430213691225992,42,True,-2.6423839984860904,-3.1026960769644276,-4.118606146852218,1.121398307899603,1.049062445733478,1.1206302595584223
openai-community/gpt2-medium,-5.579598938892856,1.060821409877603,84,True,-2.5563397014886937,-2.987194700682394,-3.7570691404297283,1.0954438486451912,1.1275322427290246,1.1629033819001795,43,True,-2.686495581195293,-3.098613700836506,-3.985384189469881,1.256589242713701,1.211495620054392,1.2912161425745543
openai-community/gpt2-xl,-3.4351732053741304,1.0949456316651636,59,True,-2.3081397673891884,-2.546723236083634,-2.8573871028624667,1.0973780927172663,1.1395883377944953,1.193053537921048,33,True,-2.4090119075277476,-2.594531214972857,-2.9120459078228,1.2770480293689288,1.2449672611128018,1.355227645267333
openbmb/MiniCPM-2B-sft-bf16,-2.366958889574693,0.3083202323334003,50,True,-1.364866844851349,-1.4362617192332037,-1.5685472833630214,0.46122004354001384,0.4485078333134802,0.4767937626432255,25,True,-1.2970505145608453,-1.4055541860833505,-1.5499695675887661,0.29851259108526706,0.22078129375081101,0.2485769752770466
stabilityai/stablelm-2-1_6b,-2.1023312246520263,0.08715891252677829,61,True,-2.223514432547771,-2.6710286395523823,-3.107271971329631,0.34395695766680784,0.255733857756468,0.26936452087361323,21,True,-1.7499091976325105,-2.564646866670962,-3.154114359449163,0.17645275805148933,-0.01272006187367313,0.014742712025449469
stabilityai/stablelm-2-zephyr-1_6b,-1.2006672866523869,-1.0966964301347892,23,True,-0.7783399055490232,-1.113165814174156,-1.2250297796748648,-0.7734363684530365,-1.1556428435338926,-1.1745800564562316,18,True,-0.9343938575590719,-1.3282212245932825,-1.496590753319067,-0.6707773486858204,-1.0154980964098879,-1.0137499223258346
stabilityai/stablelm-3b-4e1t,-2.066313693610849,-0.24947917339546796,40,True,-1.6013609519473178,-1.9697339768647348,-2.163743693072662,0.05568962651839964,-0.0366913384538886,-0.02261790729136566,26,True,-1.5358469294062511,-1.7642259127640942,-1.9370945692585222,0.0858144853997801,-0.11940111381620538,-0.08650552838657258
stabilityai/stablelm-zephyr-3b,-0.795070764339321,-1.3108450584886506,21,True,-0.6380442785532349,-1.0069486073088563,-1.037042448703602,-0.6913068248724438,-0.836297458247759,-0.9327500501545007,20,True,-0.5740251941225986,-0.8413608237922047,-0.869252329864221,-0.8808285883312456,-1.078741203240323,-1.2221978802890503
tiiuae/Falcon3-1B-Base,0.19743023020640108,-1.0089680018151717,16,True,0.3675273134680428,0.3086883312283634,0.4088845502369635,-1.048979547869383,-1.0548497372330823,-1.2692815156629664,14,True,0.2228450732904108,0.11448302269415318,0.2651949507675962,-1.0123740386465498,-1.101720895358553,-1.2978049484324092
tiiuae/Falcon3-3B-Base,1.5988674098795488,-1.0256777863689455,25,True,1.191003886390528,1.1579744832580456,1.1892428871465996,-1.1655604783703872,-1.142047419763032,-1.3425739701987864,13,True,1.0793042515281344,1.0311142958718527,1.0823028171005673,-0.9903579329081285,-1.0248061924209824,-1.200298358292302
tiiuae/Falcon3-7B-Base,2.2000018168649507,-0.1785246287384219,7,True,1.4707744559444904,1.9166425721524172,1.541537639940211,0.6191523385729951,0.25250725899576604,0.5430226892544655,6,True,1.1471518430499281,1.59427359449787,1.2599750690245828,0.660928554946787,0.32107682547497196,0.3848889426928386
togethercomputer/RedPajama-INCITE-7B-Base,-3.757668837670374,0.16960458247014354,50,True,-1.9346102689315074,-2.5831458842853716,-3.22624504890952,0.3423616108904173,0.2761910524113575,0.2913130736192717,35,True,-2.1924854053639335,-2.600421624500032,-3.053681005344654,0.6198184255005392,0.4968211545797324,0.526722053198485
togethercomputer/RedPajama-INCITE-Base-3B-v1,-3.6644025354319,0.7743708366446631,67,True,-2.239911680593686,-2.4719574040335974,-2.7546088492575826,0.9175676365989864,0.9369169475698332,0.9707375252035993,35,True,-2.2617574981105912,-2.4902634343796985,-2.777438321432389,0.8862637318474427,0.7920004255360216,0.8461437755193816
