model,candidate_id,minimum_scenarios,conditional_se_target,selector,status,error,cat_replay_success,cat_stop_reason,cat_precision_reached,cat_scenarios_administered,cat_criteria_administered,cat_mwle_converged,cat_scenario_order,baseline_replay_success,baseline_stop_reason,baseline_precision_reached,baseline_scenarios_administered,baseline_criteria_administered,baseline_mwle_converged,baseline_scenario_order,theta_reference,theta_reference_scope,theta_cat_mwle,cat_eval_n_cells,cat_eval_log_loss_sum,cat_eval_brier_sum,cat_eval_correct_count,cat_eval_observed_pass_rate,cat_eval_predicted_pass_rate,theta_baseline_mwle,baseline_eval_n_cells,baseline_eval_log_loss_sum,baseline_eval_brier_sum,baseline_eval_correct_count,baseline_eval_observed_pass_rate,baseline_eval_predicted_pass_rate,repeat,outer_fold,panel_id,model_family,policy_id,policy_role,fit_cache_key,selected_spec_id,selected_spec_cache_key
allenai/OLMo-2-0425-1B-Instruct,sensitivity_floor15_se0p20_dopt,15,0.2,dopt,ok,,True,precision_reached,True,24,96,True,"[""ifb_0195"", ""ifb_0211"", ""ifb_0109"", ""ifb_0065"", ""ifb_0208"", ""ifb_0156"", ""ifb_0380"", ""ifb_0194"", ""ifb_0017"", ""ifb_0051"", ""ifb_0372"", ""ifb_0374"", ""ifb_0047"", ""ifb_0116"", ""ifb_0464"", ""ifb_0265"", ""ifb_0378"", ""ifb_0331"", ""ifb_0207"", ""ifb_0209"", ""ifb_0165"", ""ifb_0282"", ""ifb_0101"", ""ifb_0384""]",True,precision_reached,True,41,171,True,"[""ifb_0058"", ""ifb_0234"", ""ifb_0213"", ""ifb_0246"", ""ifb_0287"", ""ifb_0436"", ""ifb_0149"", ""ifb_0499"", ""ifb_0065"", ""ifb_0261"", ""ifb_0015"", ""ifb_0392"", ""ifb_0079"", ""ifb_0221"", ""ifb_0008"", ""ifb_0249"", ""ifb_0418"", ""ifb_0464"", ""ifb_0110"", ""ifb_0210"", ""ifb_0291"", ""ifb_0434"", ""ifb_0342"", ""ifb_0388"", ""ifb_0152"", ""ifb_0099"", ""ifb_0281"", ""ifb_0321"", ""ifb_0093"", ""ifb_0100"", ""ifb_0410"", ""ifb_0407"", ""ifb_0336"", ""ifb_0374"", ""ifb_0052"", ""ifb_0320"", ""ifb_0304"", ""ifb_0396"", ""ifb_0474"", ""ifb_0056"", ""ifb_0479""]",1.9232801969419453,all_observed_administration_pool_items,1.9357178573980445,412,173.81272178930845,56.77667156160434,331,0.6747572815533981,0.7115138516126934,1.8797197017926257,412,173.25561630505146,56.552341502445785,330,0.6747572815533981,0.7041646759203611,0,1,repeat_00_outer_01,olmo,sensitivity_floor15_se0p20_dopt,sensitivity,c7a6844437b828ff737a0802db95e251f7c65784461e0ee733f989e16ca932d6,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
nvidia/AceInstruct-1.5B,sensitivity_floor15_se0p20_dopt,15,0.2,dopt,ok,,True,precision_reached,True,28,109,True,"[""ifb_0217"", ""ifb_0022"", ""ifb_0021"", ""ifb_0017"", ""ifb_0194"", ""ifb_0051"", ""ifb_0065"", ""ifb_0131"", ""ifb_0204"", ""ifb_0372"", ""ifb_0362"", ""ifb_0156"", ""ifb_0374"", ""ifb_0380"", ""ifb_0464"", ""ifb_0363"", ""ifb_0382"", ""ifb_0135"", ""ifb_0261"", ""ifb_0148"", ""ifb_0122"", ""ifb_0443"", ""ifb_0265"", ""ifb_0338"", ""ifb_0304"", ""ifb_0082"", ""ifb_0114"", ""ifb_0314""]",True,max_scenarios_reached,False,50,206,True,"[""ifb_0446"", ""ifb_0336"", ""ifb_0314"", ""ifb_0286"", ""ifb_0066"", ""ifb_0209"", ""ifb_0416"", ""ifb_0107"", ""ifb_0482"", ""ifb_0102"", ""ifb_0021"", ""ifb_0188"", ""ifb_0361"", ""ifb_0294"", ""ifb_0375"", ""ifb_0465"", ""ifb_0353"", ""ifb_0051"", ""ifb_0144"", ""ifb_0116"", ""ifb_0153"", ""ifb_0207"", ""ifb_0141"", ""ifb_0475"", ""ifb_0220"", ""ifb_0483"", ""ifb_0373"", ""ifb_0198"", ""ifb_0390"", ""ifb_0003"", ""ifb_0476"", ""ifb_0221"", ""ifb_0118"", ""ifb_0391"", ""ifb_0193"", ""ifb_0165"", ""ifb_0320"", ""ifb_0171"", ""ifb_0272"", ""ifb_0210"", ""ifb_0235"", ""ifb_0345"", ""ifb_0319"", ""ifb_0383"", ""ifb_0281"", ""ifb_0187"", ""ifb_0247"", ""ifb_0079"", ""ifb_0176"", ""ifb_0248""]",2.7542778790404876,all_observed_administration_pool_items,3.2512297161213137,412,145.82022059567743,45.27180759217269,352,0.7985436893203883,0.8501013073056958,2.8644941435672604,412,140.66916580290354,43.83398575372807,349,0.7985436893203883,0.8157945582061988,0,1,repeat_00_outer_01,ace,sensitivity_floor15_se0p20_dopt,sensitivity,c7a6844437b828ff737a0802db95e251f7c65784461e0ee733f989e16ca932d6,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
openbmb/MiniCPM-1B-sft-bf16,sensitivity_floor15_se0p20_dopt,15,0.2,dopt,ok,,True,precision_reached,True,22,69,True,"[""ifb_0052"", ""ifb_0217"", ""ifb_0130"", ""ifb_0068"", ""ifb_0025"", ""ifb_0022"", ""ifb_0132"", ""ifb_0322"", ""ifb_0187"", ""ifb_0039"", ""ifb_0096"", ""ifb_0018"", ""ifb_0093"", ""ifb_0032"", ""ifb_0162"", ""ifb_0102"", ""ifb_0198"", ""ifb_0195"", ""ifb_0233"", ""ifb_0493"", ""ifb_0251"", ""ifb_0409""]",True,precision_reached,True,45,197,True,"[""ifb_0365"", ""ifb_0107"", ""ifb_0235"", ""ifb_0335"", ""ifb_0091"", ""ifb_0005"", ""ifb_0158"", ""ifb_0180"", ""ifb_0377"", ""ifb_0482"", ""ifb_0319"", ""ifb_0217"", ""ifb_0471"", ""ifb_0440"", ""ifb_0126"", ""ifb_0141"", ""ifb_0238"", ""ifb_0008"", ""ifb_0443"", ""ifb_0218"", ""ifb_0210"", ""ifb_0314"", ""ifb_0325"", ""ifb_0160"", ""ifb_0078"", ""ifb_0298"", ""ifb_0024"", ""ifb_0310"", ""ifb_0067"", ""ifb_0366"", ""ifb_0402"", ""ifb_0143"", ""ifb_0455"", ""ifb_0409"", ""ifb_0161"", ""ifb_0419"", ""ifb_0116"", ""ifb_0395"", ""ifb_0062"", ""ifb_0010"", ""ifb_0430"", ""ifb_0303"", ""ifb_0179"", ""ifb_0195"", ""ifb_0284""]",-1.258272598716192,all_observed_administration_pool_items,-0.6451814527974221,412,183.81342597481336,60.94771723411412,323,0.1553398058252427,0.2955886683450321,-1.3424927974445091,412,156.8777654083185,49.936811395184506,344,0.1553398058252427,0.1997782664770274,0,1,repeat_00_outer_01,minicpm,sensitivity_floor15_se0p20_dopt,sensitivity,c7a6844437b828ff737a0802db95e251f7c65784461e0ee733f989e16ca932d6,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
openbmb/MiniCPM-2B-sft-bf16,sensitivity_floor15_se0p20_dopt,15,0.2,dopt,ok,,True,precision_reached,True,22,87,True,"[""ifb_0022"", ""ifb_0096"", ""ifb_0211"", ""ifb_0209"", ""ifb_0101"", ""ifb_0017"", ""ifb_0165"", ""ifb_0380"", ""ifb_0207"", ""ifb_0208"", ""ifb_0194"", ""ifb_0065"", ""ifb_0374"", ""ifb_0378"", ""ifb_0204"", ""ifb_0116"", ""ifb_0047"", ""ifb_0372"", ""ifb_0137"", ""ifb_0021"", ""ifb_0346"", ""ifb_0320""]",True,precision_reached,True,40,156,True,"[""ifb_0122"", ""ifb_0304"", ""ifb_0449"", ""ifb_0468"", ""ifb_0315"", ""ifb_0216"", ""ifb_0139"", ""ifb_0179"", ""ifb_0143"", ""ifb_0306"", ""ifb_0445"", ""ifb_0347"", ""ifb_0458"", ""ifb_0344"", ""ifb_0218"", ""ifb_0357"", ""ifb_0129"", ""ifb_0373"", ""ifb_0257"", ""ifb_0177"", ""ifb_0102"", ""ifb_0436"", ""ifb_0454"", ""ifb_0410"", ""ifb_0309"", ""ifb_0281"", ""ifb_0046"", ""ifb_0324"", ""ifb_0404"", ""ifb_0127"", ""ifb_0160"", ""ifb_0208"", ""ifb_0403"", ""ifb_0114"", ""ifb_0031"", ""ifb_0483"", ""ifb_0070"", ""ifb_0389"", ""ifb_0209"", ""ifb_0233""]",0.3090084458573266,all_observed_administration_pool_items,1.3565409571762619,412,298.7723849117065,100.95677777878481,258,0.41262135922330095,0.6295452304077763,0.1026245165344401,412,238.16393270159864,81.65813258961484,279,0.41262135922330095,0.41899002054232387,0,1,repeat_00_outer_01,minicpm,sensitivity_floor15_se0p20_dopt,sensitivity,c7a6844437b828ff737a0802db95e251f7c65784461e0ee733f989e16ca932d6,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
openlm-research/open_llama_3b,sensitivity_floor15_se0p20_dopt,15,0.2,dopt,ok,,True,precision_reached,True,33,102,True,"[""ifb_0217"", ""ifb_0025"", ""ifb_0068"", ""ifb_0195"", ""ifb_0018"", ""ifb_0198"", ""ifb_0130"", ""ifb_0225"", ""ifb_0087"", ""ifb_0062"", ""ifb_0095"", ""ifb_0180"", ""ifb_0143"", ""ifb_0288"", ""ifb_0118"", ""ifb_0004"", ""ifb_0006"", ""ifb_0218"", ""ifb_0023"", ""ifb_0239"", ""ifb_0238"", ""ifb_0325"", ""ifb_0403"", ""ifb_0301"", ""ifb_0471"", ""ifb_0099"", ""ifb_0189"", ""ifb_0469"", ""ifb_0348"", ""ifb_0059"", ""ifb_0456"", ""ifb_0271"", ""ifb_0242""]",True,max_scenarios_reached,False,50,225,True,"[""ifb_0301"", ""ifb_0141"", ""ifb_0148"", ""ifb_0079"", ""ifb_0289"", ""ifb_0135"", ""ifb_0183"", ""ifb_0110"", ""ifb_0189"", ""ifb_0036"", ""ifb_0116"", ""ifb_0494"", ""ifb_0070"", ""ifb_0495"", ""ifb_0272"", ""ifb_0155"", ""ifb_0131"", ""ifb_0077"", ""ifb_0004"", ""ifb_0405"", ""ifb_0056"", ""ifb_0497"", ""ifb_0474"", ""ifb_0319"", ""ifb_0229"", ""ifb_0032"", ""ifb_0377"", ""ifb_0039"", ""ifb_0308"", ""ifb_0043"", ""ifb_0466"", ""ifb_0322"", ""ifb_0037"", ""ifb_0283"", ""ifb_0435"", ""ifb_0368"", ""ifb_0284"", ""ifb_0091"", ""ifb_0393"", ""ifb_0346"", ""ifb_0008"", ""ifb_0227"", ""ifb_0428"", ""ifb_0035"", ""ifb_0048"", ""ifb_0100"", ""ifb_0331"", ""ifb_0188"", ""ifb_0191"", ""ifb_0336""]",-3.5854881207668123,all_observed_administration_pool_items,-3.8630349858217903,412,51.28072377989094,13.77108968607467,394,0.043689320388349516,0.032730711941155975,-3.6857407835581295,412,50.89309819021412,13.6044448527886,394,0.043689320388349516,0.03777512919852476,0,1,repeat_00_outer_01,open_llama,sensitivity_floor15_se0p20_dopt,sensitivity,c7a6844437b828ff737a0802db95e251f7c65784461e0ee733f989e16ca932d6,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,primary_floor15_se0p20_trace,15,0.2,trace,ok,,True,max_scenarios_reached,False,50,165,True,"[""ifb_0195"", ""ifb_0217"", ""ifb_0052"", ""ifb_0260"", ""ifb_0143"", ""ifb_0301"", ""ifb_0243"", ""ifb_0180"", ""ifb_0271"", ""ifb_0118"", ""ifb_0218"", ""ifb_0004"", ""ifb_0062"", ""ifb_0130"", ""ifb_0325"", ""ifb_0023"", ""ifb_0099"", ""ifb_0087"", ""ifb_0189"", ""ifb_0060"", ""ifb_0170"", ""ifb_0238"", ""ifb_0095"", ""ifb_0091"", ""ifb_0288"", ""ifb_0034"", ""ifb_0348"", ""ifb_0471"", ""ifb_0239"", ""ifb_0326"", ""ifb_0403"", ""ifb_0486"", ""ifb_0242"", ""ifb_0006"", ""ifb_0256"", ""ifb_0213"", ""ifb_0151"", ""ifb_0184"", ""ifb_0210"", ""ifb_0115"", ""ifb_0048"", ""ifb_0193"", ""ifb_0069"", ""ifb_0225"", ""ifb_0063"", ""ifb_0147"", ""ifb_0007"", ""ifb_0175"", ""ifb_0460"", ""ifb_0487""]",True,max_scenarios_reached,False,50,220,True,"[""ifb_0455"", ""ifb_0168"", ""ifb_0103"", ""ifb_0336"", ""ifb_0070"", ""ifb_0401"", ""ifb_0270"", ""ifb_0098"", ""ifb_0434"", ""ifb_0009"", ""ifb_0276"", ""ifb_0417"", ""ifb_0007"", ""ifb_0071"", ""ifb_0175"", ""ifb_0256"", ""ifb_0477"", ""ifb_0303"", ""ifb_0157"", ""ifb_0338"", ""ifb_0200"", ""ifb_0304"", ""ifb_0483"", ""ifb_0423"", ""ifb_0413"", ""ifb_0096"", ""ifb_0242"", ""ifb_0014"", ""ifb_0476"", ""ifb_0495"", ""ifb_0363"", ""ifb_0499"", ""ifb_0081"", ""ifb_0185"", ""ifb_0340"", ""ifb_0373"", ""ifb_0006"", ""ifb_0396"", ""ifb_0305"", ""ifb_0285"", ""ifb_0429"", ""ifb_0371"", ""ifb_0237"", ""ifb_0177"", ""ifb_0428"", ""ifb_0087"", ""ifb_0298"", ""ifb_0188"", ""ifb_0112"", ""ifb_0015""]",-5.221557839283237,all_observed_administration_pool_items,-5.846002695843907,411,31.718495570453513,6.007125783405835,405,0.014598540145985401,0.006083725087416818,-4.732484951357547,411,29.68255572853316,6.3762446100228445,405,0.014598540145985401,0.01590382752119116,0,2,repeat_00_outer_02,smol_llama,primary_floor15_se0p20_trace,primary,02540cdfaf15e3bfe0673e0c481641b25c9914130845101eb4ecfe6f01c68859,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
BEE-spoke-data/smol_llama-220M-openhermes,primary_floor15_se0p20_trace,15,0.2,trace,ok,,True,precision_reached,True,42,137,True,"[""ifb_0096"", ""ifb_0217"", ""ifb_0187"", ""ifb_0301"", ""ifb_0243"", ""ifb_0006"", ""ifb_0143"", ""ifb_0062"", ""ifb_0218"", ""ifb_0087"", ""ifb_0004"", ""ifb_0118"", ""ifb_0271"", ""ifb_0099"", ""ifb_0326"", ""ifb_0180"", ""ifb_0023"", ""ifb_0239"", ""ifb_0130"", ""ifb_0288"", ""ifb_0325"", ""ifb_0189"", ""ifb_0170"", ""ifb_0060"", ""ifb_0238"", ""ifb_0091"", ""ifb_0403"", ""ifb_0034"", ""ifb_0348"", ""ifb_0471"", ""ifb_0486"", ""ifb_0095"", ""ifb_0242"", ""ifb_0225"", ""ifb_0469"", ""ifb_0190"", ""ifb_0229"", ""ifb_0256"", ""ifb_0175"", ""ifb_0059"", ""ifb_0066"", ""ifb_0115""]",True,max_scenarios_reached,False,50,227,True,"[""ifb_0109"", ""ifb_0478"", ""ifb_0281"", ""ifb_0461"", ""ifb_0116"", ""ifb_0056"", ""ifb_0454"", ""ifb_0172"", ""ifb_0288"", ""ifb_0238"", ""ifb_0346"", ""ifb_0190"", ""ifb_0207"", ""ifb_0102"", ""ifb_0219"", ""ifb_0290"", ""ifb_0320"", ""ifb_0193"", ""ifb_0424"", ""ifb_0363"", ""ifb_0016"", ""ifb_0423"", ""ifb_0355"", ""ifb_0306"", ""ifb_0445"", ""ifb_0235"", ""ifb_0407"", ""ifb_0456"", ""ifb_0469"", ""ifb_0213"", ""ifb_0441"", ""ifb_0272"", ""ifb_0130"", ""ifb_0380"", ""ifb_0204"", ""ifb_0410"", ""ifb_0254"", ""ifb_0395"", ""ifb_0007"", ""ifb_0405"", ""ifb_0065"", ""ifb_0256"", ""ifb_0110"", ""ifb_0497"", ""ifb_0394"", ""ifb_0023"", ""ifb_0307"", ""ifb_0359"", ""ifb_0233"", ""ifb_0052""]",-3.215974336148283,all_observed_administration_pool_items,-4.008258065648128,411,44.05389312345306,10.394428311462642,401,0.024330900243309004,0.029144803555496916,-3.000483459855836,411,52.16422149510763,13.28218550201554,394,0.024330900243309004,0.06466824088702579,0,2,repeat_00_outer_02,smol_llama,primary_floor15_se0p20_trace,primary,02540cdfaf15e3bfe0673e0c481641b25c9914130845101eb4ecfe6f01c68859,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
HuggingFaceTB/SmolLM2-360M,primary_floor15_se0p20_trace,15,0.2,trace,ok,,True,precision_reached,True,42,138,True,"[""ifb_0096"", ""ifb_0187"", ""ifb_0301"", ""ifb_0006"", ""ifb_0118"", ""ifb_0271"", ""ifb_0218"", ""ifb_0243"", ""ifb_0087"", ""ifb_0143"", ""ifb_0180"", ""ifb_0130"", ""ifb_0326"", ""ifb_0095"", ""ifb_0023"", ""ifb_0062"", ""ifb_0238"", ""ifb_0099"", ""ifb_0004"", ""ifb_0239"", ""ifb_0189"", ""ifb_0348"", ""ifb_0170"", ""ifb_0091"", ""ifb_0034"", ""ifb_0288"", ""ifb_0325"", ""ifb_0403"", ""ifb_0060"", ""ifb_0059"", ""ifb_0486"", ""ifb_0190"", ""ifb_0242"", ""ifb_0471"", ""ifb_0229"", ""ifb_0225"", ""ifb_0066"", ""ifb_0256"", ""ifb_0115"", ""ifb_0018"", ""ifb_0175"", ""ifb_0469""]",True,max_scenarios_reached,False,50,204,True,"[""ifb_0204"", ""ifb_0205"", ""ifb_0124"", ""ifb_0227"", ""ifb_0143"", ""ifb_0135"", ""ifb_0382"", ""ifb_0355"", ""ifb_0458"", ""ifb_0081"", ""ifb_0290"", ""ifb_0469"", ""ifb_0294"", ""ifb_0162"", ""ifb_0390"", ""ifb_0126"", ""ifb_0206"", ""ifb_0190"", ""ifb_0065"", ""ifb_0199"", ""ifb_0384"", ""ifb_0322"", ""ifb_0388"", ""ifb_0375"", ""ifb_0406"", ""ifb_0198"", ""ifb_0028"", ""ifb_0464"", ""ifb_0497"", ""ifb_0270"", ""ifb_0365"", ""ifb_0403"", ""ifb_0263"", ""ifb_0166"", ""ifb_0033"", ""ifb_0036"", ""ifb_0439"", ""ifb_0225"", ""ifb_0298"", ""ifb_0455"", ""ifb_0210"", ""ifb_0279"", ""ifb_0063"", ""ifb_0114"", ""ifb_0200"", ""ifb_0101"", ""ifb_0284"", ""ifb_0103"", ""ifb_0083"", ""ifb_0134""]",-3.795431898181622,all_observed_administration_pool_items,-3.9778059050042867,411,69.14159018835468,19.399407628296075,386,0.06082725060827251,0.029880511100643114,-4.766911940988091,411,80.94209514174366,21.3361651963397,386,0.06082725060827251,0.015444337629149802,0,2,repeat_00_outer_02,smollm,primary_floor15_se0p20_trace,primary,02540cdfaf15e3bfe0673e0c481641b25c9914130845101eb4ecfe6f01c68859,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
ibm-granite/granite-3.0-2b-base,primary_floor15_se0p20_trace,15,0.2,trace,ok,,True,precision_reached,True,16,72,True,"[""ifb_0052"", ""ifb_0195"", ""ifb_0022"", ""ifb_0137"", ""ifb_0429"", ""ifb_0035"", ""ifb_0376"", ""ifb_0101"", ""ifb_0217"", ""ifb_0454"", ""ifb_0208"", ""ifb_0387"", ""ifb_0313"", ""ifb_0251"", ""ifb_0017"", ""ifb_0209""]",True,precision_reached,True,33,153,True,"[""ifb_0034"", ""ifb_0464"", ""ifb_0347"", ""ifb_0414"", ""ifb_0451"", ""ifb_0200"", ""ifb_0477"", ""ifb_0145"", ""ifb_0338"", ""ifb_0311"", ""ifb_0153"", ""ifb_0491"", ""ifb_0066"", ""ifb_0036"", ""ifb_0346"", ""ifb_0434"", ""ifb_0323"", ""ifb_0421"", ""ifb_0377"", ""ifb_0486"", ""ifb_0139"", ""ifb_0035"", ""ifb_0345"", ""ifb_0328"", ""ifb_0156"", ""ifb_0248"", ""ifb_0466"", ""ifb_0182"", ""ifb_0100"", ""ifb_0206"", ""ifb_0359"", ""ifb_0340"", ""ifb_0455""]",0.751816344396238,all_observed_administration_pool_items,0.9179310751746209,410,233.20679088764263,79.5296142344742,286,0.5292682926829269,0.5652746931556857,1.1743888634368533,410,240.30895866600707,81.2657156754116,293,0.5292682926829269,0.6053964079017555,0,2,repeat_00_outer_02,granite,primary_floor15_se0p20_trace,primary,02540cdfaf15e3bfe0673e0c481641b25c9914130845101eb4ecfe6f01c68859,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
ibm-granite/granite-3.1-2b-base,primary_floor15_se0p20_trace,15,0.2,trace,ok,,True,precision_reached,True,19,73,True,"[""ifb_0217"", ""ifb_0096"", ""ifb_0187"", ""ifb_0052"", ""ifb_0322"", ""ifb_0413"", ""ifb_0018"", ""ifb_0301"", ""ifb_0102"", ""ifb_0190"", ""ifb_0078"", ""ifb_0493"", ""ifb_0025"", ""ifb_0022"", ""ifb_0195"", ""ifb_0132"", ""ifb_0409"", ""ifb_0032"", ""ifb_0387""]",True,precision_reached,True,39,154,True,"[""ifb_0324"", ""ifb_0048"", ""ifb_0120"", ""ifb_0374"", ""ifb_0389"", ""ifb_0059"", ""ifb_0459"", ""ifb_0397"", ""ifb_0356"", ""ifb_0238"", ""ifb_0293"", ""ifb_0113"", ""ifb_0255"", ""ifb_0165"", ""ifb_0053"", ""ifb_0158"", ""ifb_0039"", ""ifb_0436"", ""ifb_0005"", ""ifb_0132"", ""ifb_0183"", ""ifb_0212"", ""ifb_0395"", ""ifb_0234"", ""ifb_0216"", ""ifb_0193"", ""ifb_0281"", ""ifb_0127"", ""ifb_0017"", ""ifb_0415"", ""ifb_0145"", ""ifb_0184"", ""ifb_0441"", ""ifb_0096"", ""ifb_0298"", ""ifb_0416"", ""ifb_0209"", ""ifb_0174"", ""ifb_0310""]",0.7251000872982725,all_observed_administration_pool_items,-0.4789947934334362,411,297.2179612315194,101.36263652142891,253,0.5255474452554745,0.32970289479256915,1.053111370964941,411,259.62745935577163,88.8267983288724,277,0.5255474452554745,0.5864618816561815,0,2,repeat_00_outer_02,granite,primary_floor15_se0p20_trace,primary,02540cdfaf15e3bfe0673e0c481641b25c9914130845101eb4ecfe6f01c68859,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
ibm-granite/granite-3.1-2b-instruct,primary_floor15_se0p20_trace,15,0.2,trace,ok,,True,precision_reached,True,31,113,True,"[""ifb_0096"", ""ifb_0217"", ""ifb_0022"", ""ifb_0320"", ""ifb_0372"", ""ifb_0382"", ""ifb_0051"", ""ifb_0310"", ""ifb_0135"", ""ifb_0402"", ""ifb_0291"", ""ifb_0363"", ""ifb_0122"", ""ifb_0344"", ""ifb_0287"", ""ifb_0257"", ""ifb_0172"", ""ifb_0131"", ""ifb_0304"", ""ifb_0314"", ""ifb_0475"", ""ifb_0345"", ""ifb_0311"", ""ifb_0245"", ""ifb_0148"", ""ifb_0443"", ""ifb_0336"", ""ifb_0266"", ""ifb_0050"", ""ifb_0414"", ""ifb_0272""]",True,max_scenarios_reached,False,50,195,True,"[""ifb_0301"", ""ifb_0391"", ""ifb_0143"", ""ifb_0443"", ""ifb_0005"", ""ifb_0152"", ""ifb_0207"", ""ifb_0099"", ""ifb_0335"", ""ifb_0153"", ""ifb_0386"", ""ifb_0078"", ""ifb_0160"", ""ifb_0182"", ""ifb_0054"", ""ifb_0237"", ""ifb_0219"", ""ifb_0254"", ""ifb_0190"", ""ifb_0004"", ""ifb_0063"", ""ifb_0061"", ""ifb_0326"", ""ifb_0218"", ""ifb_0184"", ""ifb_0414"", ""ifb_0476"", ""ifb_0252"", ""ifb_0348"", ""ifb_0225"", ""ifb_0402"", ""ifb_0022"", ""ifb_0118"", ""ifb_0010"", ""ifb_0447"", ""ifb_0364"", ""ifb_0101"", ""ifb_0170"", ""ifb_0271"", ""ifb_0298"", ""ifb_0127"", ""ifb_0464"", ""ifb_0482"", ""ifb_0310"", ""ifb_0251"", ""ifb_0362"", ""ifb_0083"", ""ifb_0295"", ""ifb_0213"", ""ifb_0314""]",3.3707461503234875,all_observed_administration_pool_items,3.5753456034005,411,101.97707261479887,30.68962749448969,370,0.8856447688564477,0.8701449322653708,3.114608599108291,411,108.06627621223328,33.0536244564222,360,0.8856447688564477,0.834051706572203,0,2,repeat_00_outer_02,granite,primary_floor15_se0p20_trace,primary,02540cdfaf15e3bfe0673e0c481641b25c9914130845101eb4ecfe6f01c68859,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
ibm-granite/granite-7b-instruct,primary_floor15_se0p20_trace,15,0.2,trace,ok,,True,precision_reached,True,21,96,True,"[""ifb_0052"", ""ifb_0217"", ""ifb_0376"", ""ifb_0208"", ""ifb_0454"", ""ifb_0282"", ""ifb_0122"", ""ifb_0380"", ""ifb_0310"", ""ifb_0372"", ""ifb_0204"", ""ifb_0017"", ""ifb_0320"", ""ifb_0245"", ""ifb_0194"", ""ifb_0496"", ""ifb_0382"", ""ifb_0163"", ""ifb_0338"", ""ifb_0378"", ""ifb_0464""]",True,precision_reached,True,47,192,True,"[""ifb_0032"", ""ifb_0280"", ""ifb_0172"", ""ifb_0476"", ""ifb_0149"", ""ifb_0369"", ""ifb_0031"", ""ifb_0091"", ""ifb_0434"", ""ifb_0141"", ""ifb_0040"", ""ifb_0437"", ""ifb_0363"", ""ifb_0493"", ""ifb_0120"", ""ifb_0295"", ""ifb_0477"", ""ifb_0377"", ""ifb_0418"", ""ifb_0061"", ""ifb_0357"", ""ifb_0101"", ""ifb_0292"", ""ifb_0321"", ""ifb_0043"", ""ifb_0478"", ""ifb_0118"", ""ifb_0291"", ""ifb_0375"", ""ifb_0314"", ""ifb_0232"", ""ifb_0005"", ""ifb_0006"", ""ifb_0362"", ""ifb_0320"", ""ifb_0103"", ""ifb_0324"", ""ifb_0447"", ""ifb_0465"", ""ifb_0389"", ""ifb_0210"", ""ifb_0209"", ""ifb_0397"", ""ifb_0372"", ""ifb_0462"", ""ifb_0145"", ""ifb_0089""]",1.6999762217873122,all_observed_administration_pool_items,1.9198796570280843,411,196.28467648634987,63.25377057569129,320,0.6447688564476886,0.7090070479483909,1.9256303890263062,411,196.43046882989793,63.300641965628245,320,0.6447688564476886,0.709728042348495,0,2,repeat_00_outer_02,granite,primary_floor15_se0p20_trace,primary,02540cdfaf15e3bfe0673e0c481641b25c9914130845101eb4ecfe6f01c68859,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
