policy_id,policy_role,model,model_family,n_repetitions,expected_repetitions,repeat_rows_treated_as_independent,mean_theta_reference,mean_theta_cat_mwle,mean_theta_baseline_mwle,mean_cat_scenarios_administered,mean_baseline_scenarios_administered,mean_cat_eval_log_loss_sum,mean_cat_eval_brier_sum,mean_cat_eval_correct_count,mean_cat_eval_n_cells,mean_cat_eval_observed_pass_rate,mean_cat_eval_predicted_pass_rate,mean_baseline_eval_log_loss_sum,mean_baseline_eval_brier_sum,mean_baseline_eval_correct_count,mean_baseline_eval_n_cells,mean_baseline_eval_observed_pass_rate,mean_baseline_eval_predicted_pass_rate,rate_cat_replay_success,rate_baseline_replay_success,rate_cat_mwle_converged,rate_baseline_mwle_converged,rate_cat_precision_reached,rate_baseline_precision_reached
primary_floor15_se0p20_trace,primary,openbmb/MiniCPM-2B-sft-bf16,minicpm,5,5,False,0.26929438812717377,1.2294629355818716,0.12066011672171262,21.4,38.2,289.4047276741576,97.65097314142207,266.4,411.0,0.4136262835947047,0.6137100407465714,236.23496131263428,80.54148466535138,284.6,411.0,0.4136262835947047,0.42961942498575956,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,openlm-research/open_llama_3b,open_llama,5,5,False,-3.5272414089406596,-3.679970368688759,-3.593356164707852,34.4,50.0,49.682784470266135,13.504732444979194,393.8,411.0,0.04379572414532168,0.03634862659848238,49.39760618642532,13.400008191889075,393.4,411.0,0.04379572414532168,0.03864945918845678,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,pankajmathur/orca_mini_3b,orca_mini,5,5,False,-0.6286410605026187,-0.7302349425095184,0.14600790245564638,19.6,33.6,210.12112398710423,69.05669053101813,315.4,410.8,0.28481039700907956,0.2796536880801714,235.2507906235026,81.56716031049866,278.8,410.8,0.28481039700907956,0.42237070623747136,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,pankajmathur/orca_mini_v9_5_3B-Instruct,orca_mini,5,5,False,2.8930699369492388,3.040173680963349,3.2131174745861273,26.6,50.0,164.71172867011597,50.6097068296491,338.2,409.8,0.7955107639095951,0.8304215238325254,167.38478402767356,51.17609414599568,336.2,409.8,0.7955107639095951,0.8455893371158612,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,stabilityai/stablelm-2-1_6b-chat,stablelm,5,5,False,1.790224318794137,2.0223651811438437,1.8870308995913505,19.0,43.8,163.84090962806903,52.37547551611616,333.4,411.2,0.680934495547209,0.7166036405197934,162.72272161330065,51.82708859268636,333.8,411.2,0.680934495547209,0.6987724290197441,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,stabilityai/stablelm-2-zephyr-1_6b,stablelm,5,5,False,1.7079696466171796,1.858774700667496,2.1806904889061487,19.8,39.0,156.25506686721923,49.80968497664842,339.6,411.2,0.7149812203245695,0.694825987178081,156.2548865527563,50.17588611546819,340.6,411.2,0.7149812203245695,0.7368797683820214,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,stabilityai/stablelm-zephyr-3b,stablelm,5,5,False,2.127090858857122,2.370184717796928,2.243600542181773,20.2,41.8,127.07815986502862,39.254969101392376,352.8,411.2,0.7490279451019299,0.7591457833261953,126.80697055938053,38.79352468963718,354.4,411.2,0.7490279451019299,0.7445567600059343,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,tiiuae/Falcon3-1B-Instruct,falcon3,5,5,False,1.7312125318921638,2.2020232855692994,1.4530346988902552,22.2,30.6,160.71140394090025,51.94289300750302,334.0,410.6,0.6770589282535161,0.7294285248868392,160.41816999702323,51.02859554494991,339.4,410.6,0.6770589282535161,0.6298716857837972,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,tiiuae/Falcon3-3B-Base,falcon3,5,5,False,0.09533819658417746,-0.15444874935746145,0.07225548485365745,18.6,39.4,287.49956122656783,97.78315168560862,255.4,409.6,0.4321295247182301,0.3683920744800163,283.54347857708945,97.84342351437974,244.6,409.6,0.4321295247182301,0.405686434295936,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,tiiuae/Falcon3-3B-Instruct,falcon3,5,5,False,3.306808484661461,3.5487106069270853,3.3791625491973276,28.2,50.0,122.03938247387453,38.83360066199806,354.8,409.6,0.8959973761106804,0.8593418150874113,124.97071625177698,40.055698895008184,351.2,409.6,0.8959973761106804,0.846374618972853,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,utter-project/EuroLLM-1.7B,eurollm,5,5,False,-2.7770099869704454,-2.3229213549403256,-3.084464822970577,28.2,50.0,66.734381126282,17.876235348422195,389.2,410.8,0.0511199358397099,0.10366247956648293,57.652452897878106,16.476508360242676,387.6,410.8,0.0511199358397099,0.05899947403084192,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,utter-project/EuroLLM-1.7B-Instruct,eurollm,5,5,False,0.867879227574468,1.0092819433513878,0.9514991395170792,17.6,33.2,203.3641288161991,67.26532359170476,304.8,408.8,0.5259313111612347,0.5722893760478265,201.63541079913102,66.6064664304206,308.4,408.8,0.5259313111612347,0.5632370668002193,1.0,1.0,1.0,1.0,1.0,1.0
sensitivity_floor12_se0p20_trace,sensitivity,01-ai/Yi-1.5-6B,yi,5,5,False,-0.9186728971724787,-1.889785116668819,-1.3379141966952834,24.4,40.8,434.4064170076799,123.73324716883039,255.2,410.0,0.3975619216260337,0.13487613020002287,380.27153439458016,114.6813808246541,262.4,410.0,0.3975619216260337,0.1930392674512074,1.0,1.0,1.0,1.0,1.0,1.0
sensitivity_floor12_se0p20_trace,sensitivity,01-ai/Yi-1.5-6B-Chat,yi,5,5,False,2.570636453965295,3.5268152121452303,2.279664428562856,28.8,40.6,152.62751770515322,48.56771950499266,339.0,410.0,0.8024409338341416,0.8602877958530805,154.175412352781,48.89328588201833,341.2,410.0,0.8024409338341416,0.7370235401926399,1.0,1.0,1.0,1.0,1.0,1.0
sensitivity_floor12_se0p20_trace,sensitivity,01-ai/Yi-6B,yi,5,5,False,-1.6684224111879673,-1.5583834010236168,-1.395115976370304,25.0,40.0,180.14092564419533,55.8792943606609,335.6,410.0,0.19756144571600445,0.16776528848303512,181.55712479303475,56.697265959811126,333.4,410.0,0.19756144571600445,0.18846161767375041,1.0,1.0,1.0,1.0,1.0,1.0
sensitivity_floor12_se0p20_trace,sensitivity,01-ai/Yi-6B-200K,yi,5,5,False,-2.7759393840832596,-3.2618581471034154,-2.376775347531802,39.0,50.0,101.48899852868816,27.779275094945852,375.8,410.0,0.08780508698489087,0.04852043783031857,98.40517377765863,27.48517482721391,377.2,410.0,0.08780508698489087,0.0955342305720942,1.0,1.0,1.0,1.0,1.0,0.0
sensitivity_floor12_se0p20_trace,sensitivity,01-ai/Yi-6B-Chat,yi,5,5,False,2.0238335149796716,1.7133263800677412,2.342106225396477,19.0,43.0,190.43110549471098,63.15852678883849,317.4,410.0,0.6975626354910774,0.666040271643392,193.46321560938682,64.16390318243171,317.8,410.0,0.6975626354910774,0.7462073352001587,1.0,1.0,1.0,1.0,1.0,1.0
sensitivity_floor12_se0p20_trace,sensitivity,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,smol_llama,5,5,False,-5.242647005800174,-5.862962360091548,-4.7301393990129075,50.0,50.0,31.856289374282444,6.059206105385909,405.0,411.0,0.014598574715107226,0.006841525172247055,30.310847637250827,6.640633033608817,405.0,411.0,0.014598574715107226,0.01749906590547414,1.0,1.0,1.0,1.0,0.2,0.0
sensitivity_floor12_se0p20_trace,sensitivity,BEE-spoke-data/smol_llama-220M-openhermes,smol_llama,5,5,False,-3.2102725838300885,-3.967803933347091,-2.9848784075503643,38.0,50.0,45.09751643979389,10.879830353284266,398.8,411.0,0.024330957858512043,0.032122825836564464,54.09104464394394,13.93796721891214,394.2,411.0,0.024330957858512043,0.06700849468422773,1.0,1.0,1.0,1.0,1.0,0.0
sensitivity_floor12_se0p20_trace,sensitivity,BSC-LT/salamandra-2b,salamandra,5,5,False,-2.259444991571338,-1.665736909649733,-2.604582273018651,25.0,50.0,119.19630627578915,34.80228661387848,364.0,410.2,0.09263804619200153,0.16218900196385094,109.83393187684317,30.355639605392742,374.6,410.2,0.09263804619200153,0.08484104545009068,1.0,1.0,1.0,1.0,1.0,0.0
sensitivity_floor12_se0p20_trace,sensitivity,BSC-LT/salamandra-2b-instruct,salamandra,5,5,False,0.5661025688478047,0.8166500692414541,0.47911297486950577,17.2,32.6,218.02881353593284,73.87205523444553,298.4,410.2,0.4607523876391656,0.5362961435942266,205.85190268309324,69.10225911354085,309.8,410.2,0.4607523876391656,0.4815564365628984,1.0,1.0,1.0,1.0,1.0,1.0
sensitivity_floor12_se0p20_trace,sensitivity,BSC-LT/salamandra-7b,salamandra,5,5,False,-0.8983482431759263,-1.0118257231604846,-0.7366043644601712,20.8,31.8,188.72602805048928,60.150053130807024,325.2,410.2,0.24622217540505673,0.24132103207378566,190.37744879026278,61.207032393168234,325.0,410.2,0.24622217540505673,0.28105863845163326,1.0,1.0,1.0,1.0,1.0,1.0
sensitivity_floor12_se0p20_trace,sensitivity,BSC-LT/salamandra-7b-instruct,salamandra,5,5,False,1.1980525377460396,1.3968516337224788,1.4317213193110085,19.4,38.8,227.21113492680865,75.60608420953446,296.6,410.2,0.616774360173063,0.6288718751611632,230.19959678285858,76.36181692381882,297.6,410.2,0.616774360173063,0.6324527125352146,1.0,1.0,1.0,1.0,1.0,1.0
sensitivity_floor12_se0p20_trace,sensitivity,HuggingFaceTB/SmolLM2-360M,smollm,5,5,False,-3.7362486651780884,-3.7772862764061808,-4.146000610786212,40.8,50.0,66.71394587253954,19.04106727840844,385.8,410.6,0.060886594267402526,0.032435436792580784,73.02000018121414,20.113796082204697,385.6,410.6,0.060886594267402526,0.02745611582017616,1.0,1.0,1.0,1.0,1.0,0.0
sensitivity_floor12_se0p20_trace,sensitivity,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,exaone,5,5,False,3.749585016057626,3.745547697491704,3.6045481814087084,30.0,50.0,110.96358677531884,34.834148116592196,362.6,411.4,0.8410318191481823,0.8823703274508917,108.91525152406894,34.058406308184146,363.8,411.4,0.8410318191481823,0.8724441291626099,1.0,1.0,1.0,1.0,1.0,0.0
sensitivity_floor12_se0p20_trace,sensitivity,OpenBMB/MiniCPM4-0.5B,minicpm,5,5,False,0.8769739693043135,1.181828280664715,1.001055768789557,20.0,38.2,198.87754483890416,64.24333198623212,317.4,410.0,0.5609769446256918,0.6074614959901832,196.64428007477804,63.53085617203635,320.4,410.0,0.5609769446256918,0.5791241128142104,1.0,1.0,1.0,1.0,1.0,1.0
sensitivity_floor12_se0p20_trace,sensitivity,Qwen/Qwen1.5-1.8B,qwen,5,5,False,-1.920407693680059,-3.278517068080766,-2.03440337226363,35.8,50.0,140.15674019323595,37.078712024312594,366.4,409.4,0.09770409684536943,0.051679857908446515,130.98046328662014,39.17629143155861,359.8,409.4,0.09770409684536943,0.12398720058512,1.0,1.0,1.0,1.0,1.0,0.0
sensitivity_floor12_se0p20_trace,sensitivity,Qwen/Qwen1.5-1.8B-Chat,qwen,5,5,False,1.2855197261707512,1.8689116477157353,1.6097305961506134,19.2,29.6,182.1917052021607,59.616691136669395,322.2,411.4,0.6222663170576146,0.6960772505591761,176.90524241309078,57.504762639103774,322.0,411.4,0.6222663170576146,0.6598636925695193,1.0,1.0,1.0,1.0,1.0,1.0
