model,fold,criteria_administered,scenarios_administered,theta_ref_correctness,theta_online_correctness,theta_batch_correctness,theta_mwle_correctness,theta_ref_scaffolding,theta_online_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding
EleutherAI/pythia-6.9b,4,115,26,-1.7370875719623933,-1.887318,-2.208466515285931,-2.52983479763099,0.5703891715364933,0.817116,0.7815009695579224,0.8373767023049605
EleutherAI/pythia-70m,3,140,31,-5.09312902725261,-2.338556,-3.2566869873708315,-5.618929524164336,0.8182641681948455,-0.009954,0.059400745168544065,0.06290881806458246
HuggingFaceH4/zephyr-7b-beta,3,60,12,1.1999997635204358,1.270706,1.2312962487768113,1.3155376354454336,0.40181274573504727,0.006416,-0.049909750242499946,0.0004586386433980217
HuggingFaceTB/SmolLM2-1.7B,0,79,18,-0.8087932140071308,-0.480356,-0.5994634545843617,-0.5492690778582834,-0.025450504660378695,-0.408815,-0.4516824790433345,-0.4672243237760087
HuggingFaceTB/SmolLM2-1.7B-Instruct,0,85,18,0.0008963830889133127,0.454291,0.43598936506112673,0.49281508277418334,-0.5248760703182401,-0.314232,-0.37017061161918025,-0.3491935134887023
HuggingFaceTB/SmolLM2-135M,1,119,28,-3.6997537744718234,-2.889195,-3.6027509800602333,-5.701271759289794,0.3889139671547341,0.613131,0.6453890520959054,0.6908813190443511
HuggingFaceTB/SmolLM2-360M,3,92,21,-2.6690790058389027,-1.35199,-1.7422305949242285,-1.9521875285433288,0.5582404341350282,0.369022,0.37704890884583364,0.4199630377477466
HuggingFaceTB/SmolLM2-360M-Instruct,4,105,23,-0.9747718867343802,-1.040787,-1.1641730120320737,-1.199659296400644,-0.5903364413485476,-0.537855,-0.40493184778097946,-0.4552767859546686
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,3,59,12,1.8000539316249051,2.368654,2.513872828603168,2.7834238182528517,-0.6310299456672264,-0.872613,-0.9042729135586254,-1.025908472757797
LLM360/Amber,1,89,20,-4.453963996953042,-2.343388,-3.0147610721438323,-3.773265491314607,0.5808298662928412,0.989744,1.0453500100174724,1.1323872780063005
OpenBMB/MiniCPM4-0.5B,1,92,23,-0.7418520788634259,-0.809372,-0.8812777755591883,-0.9109879627487443,-0.26110344944631825,-0.396216,-0.43633090377288863,-0.4455709252933738
Qwen/Qwen1.5-1.8B,3,162,38,-3.0996735338160777,-2.349549,-2.8362306063911804,-3.4687696615893624,-0.1930649721103781,-0.534353,-0.49952089021886303,-0.5376509477075655
Qwen/Qwen1.5-1.8B-Chat,0,85,19,-1.907080213847876,-1.349638,-1.6791672893262288,-1.8320743283502152,-0.5393319065718242,-0.427821,-0.408954346603316,-0.4229784285184489
Qwen/Qwen2-0.5B,0,77,17,-2.5800243770330633,-1.380658,-1.6858950073002577,-1.834957191364963,0.0005666428782003744,0.222739,0.2303061726309513,0.2688583339115612
Qwen/Qwen2-1.5B,2,85,18,-0.407107278127693,-0.278989,-0.34141272036834136,-0.3315452326988047,-0.7084095648757195,-0.966046,-0.728487626174731,-0.9075362680138572
Qwen/Qwen2-7B,4,73,12,1.599999912322464,1.937325,1.717796031642071,1.778893570667128,-0.22560205733301456,-0.272172,-0.1401656529214194,-0.06343115762894581
Qwen/Qwen2.5-0.5B,2,76,17,-1.1267752378751854,0.054967,-0.042155490789137655,0.030355429887375156,-0.8495948091906047,-0.93729,-0.8865292525959697,-1.0373543199815247
Qwen/Qwen2.5-0.5B-Instruct,0,88,19,-0.8431105393493102,-0.727416,-0.8611614450509774,-0.8767133404188348,-0.7262988896183699,-0.739574,-0.6800651049179383,-0.7439286140388071
Qwen/Qwen2.5-1.5B,1,132,30,0.7847070648676563,1.019578,0.7122458788481107,0.7461869563501407,-0.9656793547557369,-1.627225,-1.5237354399075795,-1.615692243175917
Qwen/Qwen2.5-1.5B-Instruct,3,57,12,1.2000002144312878,1.289353,1.129355769782381,1.2746379679284245,-1.0320122173878186,-0.116943,-0.5818578703049919,-0.4728076440147286
Qwen/Qwen2.5-3B,1,75,17,1.5991749461845677,1.34696,1.2967599508006138,1.4080366578459549,-0.6897208049605776,-0.456464,-0.6251210800844823,-0.6533220411041301
Qwen/Qwen2.5-3B-Instruct,3,57,12,1.9992867867239452,1.383246,1.293299229033971,1.3201746447602691,0.3333699290478251,0.54365,0.456466202640372,0.529733511639444
Qwen/Qwen2.5-7B,3,57,12,1.8356605596680533,1.474728,1.265682287738874,1.3141581585857178,0.5912111423214084,0.585991,0.33735400764730394,0.3728904042969302
Qwen/Qwen2.5-7B-Instruct,1,51,12,2.486413677466818,2.360292,2.615398112483908,2.6496494352942994,0.20004047594259314,0.365005,0.13734867586763946,0.1450040452907288
Qwen/Qwen2.5-Coder-7B,2,61,12,1.9999282924786954,2.356285,2.279654083079157,2.37359357527457,-0.36377627124231227,-0.343989,-0.5793357539607692,-0.5118501217381928
Qwen/Qwen2.5-Math-7B,3,59,12,1.9994511059267446,1.949777,1.753525636841372,1.834675675987344,-0.8404404768421169,-1.001731,-1.4027148900598252,-1.461141654878482
Qwen/Qwen3-0.6B,1,75,16,1.0421801052659792,1.673677,1.6024231218313318,1.771199364874031,-0.7735162559936191,-0.5611,-0.5472817722264375,-0.5509790410113674
Qwen/Qwen3-1.7B,3,76,12,2.5911085134090612,2.471652,2.612956420929365,2.711463835249001,-0.7679413356896023,-0.5649,-0.6086430700885711,-0.6581786444622426
Qwen/Qwen3-4B,1,54,12,2.8000000000493843,2.379183,2.398918373463455,2.459053121213546,-0.7500352484529836,0.267466,0.2573131546018228,0.27393874734441886
TinyLlama/TinyLlama-1.1B-Chat-v1.0,3,140,32,-1.8439661702001344,-0.808676,-0.9498457475221465,-0.9709384342016699,-0.7031481848956088,-1.00128,-0.9981231590640673,-1.0778953750879015
ai-forever/mGPT,0,70,15,-4.874630504795666,-1.962968,-2.7807895472642175,-4.357390022524552,2.2683842054189194,1.577151,1.6562124067686947,1.7775884770617711
allenai/OLMo-1B-hf,3,180,39,-4.393973555893655,-2.888001,-3.6544497213628033,-5.660898146119704,2.249236807654654,2.093809,2.2579440052222157,2.7743544148112846
allenai/OLMo-2-0425-1B,2,100,23,-0.5319336153228595,-0.898549,-1.0287445111367792,-1.089873829101135,-0.14040826187423577,-0.307315,-0.3832609241738544,-0.39910405409785715
allenai/OLMo-2-0425-1B-DPO,1,86,21,0.20936679178236658,-0.214443,-0.2930877637755613,-0.25322274190327,-0.5086609440739762,-0.443611,-0.40162213001038105,-0.42935930516461307
allenai/OLMo-2-0425-1B-Instruct,2,81,19,0.33554669579356067,0.14077,-0.011138850913911808,0.03749858485861643,-0.8231357358363063,-0.956598,-0.8751442757723404,-0.9958038506084482
allenai/OLMo-2-1124-7B,0,65,14,0.7873319446073646,1.227522,1.222593687707945,1.3472474851981275,-0.335766794319814,-0.727139,-0.860081858634545,-0.9526057951334528
arcee-ai/raspberry-3B,3,65,13,1.0048130573319871,1.433763,1.3338830281827747,1.4403739523592893,-0.21631897075124362,-0.174861,-0.2580270211590376,-0.22969083119185416
bigscience/bloom-1b1,4,134,32,-3.6904907547444505,-2.213582,-2.7396390868711387,-3.3578692425058065,0.6272974580848361,0.363261,0.4526382746017557,0.46225162497084954
bigscience/bloom-1b7,0,103,21,-4.61673587959897,-1.934699,-2.7512569562909337,-4.123353530753959,0.5036104907095775,0.26399,0.2536994373737219,0.2679113860489495
bigscience/bloom-3b,2,139,30,-3.409795343185156,-2.404124,-3.2826921019092405,-5.439004363971945,0.21619706805513544,0.169591,0.16816263401744697,0.1989181513101188
bigscience/bloom-560m,0,61,12,-5.084105365329478,-1.834556,-2.622117009205876,-3.768712226871519,0.8969650033945102,1.241065,1.2186538860996448,1.269271286507608
bigscience/bloom-7b1,4,117,28,-2.163621064040862,-1.367221,-1.6558367145556123,-1.7888683760625776,0.030621603346058672,-0.535673,-0.4972455420151795,-0.5452291072807853
bigscience/bloomz-1b7,0,68,13,-5.094325573523683,-1.825159,-2.65065005106772,-3.858466091053136,1.81982548002693,1.594092,1.6946204541405612,1.9374971542380344
bigscience/bloomz-3b,1,141,31,-4.734389080233807,-3.123002,-3.7752860471192253,-5.322493898848144,1.1968500605026906,0.989272,0.9964149840147004,1.0922293596968784
bigscience/bloomz-7b1,0,66,13,-4.874505357366452,-1.798475,-2.5958930731829892,-3.670507192530679,2.6792955445084248,1.770099,1.8660840656504603,2.1841977942343935
deepseek-ai/deepseek-coder-6.7b-base,3,72,17,-0.3415075979319884,0.330511,0.25576992029412565,0.35913480032360073,-0.07032220977480233,-0.391166,-0.43026736663405524,-0.4268201027796202
deepseek-ai/deepseek-llm-7b-base,4,108,23,-1.5665422778114482,-1.656962,-2.113945184604133,-2.457136284403486,0.09244970842610943,-0.134291,-0.10318085789271528,-0.09442995982713849
deepseek-ai/deepseek-math-7b-base,2,133,26,-3.889662366824423,-2.294273,-2.6549479268435605,-3.023955321152361,0.811735539752847,1.17784,1.0428375374604677,1.133902874780353
facebook/opt-1.3b,1,84,22,-1.907222805421635,-1.327134,-1.4929792517021516,-1.6209553406826411,0.9151510192531143,0.58263,0.5506764056252763,0.6152677253387616
facebook/opt-2.7b,2,83,16,-1.6787993061155402,-1.957502,-2.481634893184775,-2.9997203123427827,1.0890110893832343,1.31109,1.3816906167464231,1.5000051062305932
facebook/opt-6.7b,0,74,12,-2.3621073121657794,-1.597419,-2.0555472957535206,-2.274702483614896,1.0611901890182245,1.494561,1.6054267025733329,1.8319895282499419
google/gemma-2-2b,3,87,19,-0.5390990801225274,-0.350241,-0.5071721099976483,-0.44623835681683977,-0.05167502842325009,-0.060081,-0.09144761016843093,-0.08029929738118893
google/gemma-2b,0,80,16,-1.6088588939655306,-1.726435,-2.1631855815666112,-2.4531913239472307,0.7704544505007856,0.708341,0.6083076125140565,0.7070376222473685
h2oai/h2o-danube-1.8b-chat,2,105,23,-1.5926153470665358,-1.339832,-1.5432368708786146,-1.6327661333503947,-0.0845828910299142,-0.598509,-0.6440722562962837,-0.6612031979486309
h2oai/h2o-danube2-1.8b-base,3,109,24,-0.8386223677678877,-0.565603,-0.7141640576864334,-0.6987634690823621,-0.3061316781408539,-0.463089,-0.4704666068460017,-0.49574003993081217
h2oai/h2o-danube2-1.8b-chat,0,88,19,-1.534387676031427,-1.577588,-2.0327308477308628,-2.3437666594536624,-0.22941303600329893,0.143071,0.16422242016215846,0.16376195995068063
h2oai/h2o-danube3-4b-base,1,62,16,0.18949755883282884,0.289861,0.13649649872209205,0.24549781501759452,-0.541249215962485,-0.341646,-0.3049622668693905,-0.31153719833801896
ibm-granite/granite-3.0-2b-base,3,90,22,0.8113181610919751,0.879371,0.7871580331087996,0.9066313338099705,0.1385914696851223,-0.134055,-0.19783841546521075,-0.17801024951306607
ibm-granite/granite-3.1-2b-base,1,71,17,0.7952165092246634,0.770064,0.5979856344054043,0.6612089302597717,-0.3906037769140191,-0.075283,-0.023010966966655548,-0.001301846290809354
ibm-granite/granite-3.1-2b-instruct,2,75,14,1.401422211346813,1.294432,1.1784783114867456,1.358805867441263,-0.23754165441522934,-0.007711,-0.001773678712329099,0.04442723415921948
ibm-granite/granite-7b-instruct,0,71,12,-0.8932852327748786,-0.737708,-0.7585730386275537,-0.7930292772279403,0.7226096639523941,1.132393,0.9602725537196763,1.15580933226494
ibm/PowerLM-3b,4,78,20,0.6973588437289662,0.529155,0.3130028915587051,0.3717969886573368,-0.3963118238080869,-0.208116,-0.6395763381557407,-0.6612379918749451
lmsys/vicuna-7b-v1.5,3,72,15,0.2380508695945812,-0.33714,-0.5551600296762323,-0.4696959719814336,0.18052180937875975,0.641168,0.4806606572593994,0.6390891472736958
meta-llama/Llama-3.2-1B,0,71,12,-2.825893039464251,-1.953128,-2.5371262154532133,-3.0375474179412336,0.5823585902036632,1.026911,0.8062970549859562,1.1153655442838533
meta-llama/Llama-3.2-1B-Instruct,2,111,25,-0.22776057191741575,-0.395659,-0.48979511738016457,-0.4744715327533013,-0.7915710931039196,-1.02238,-0.9592860748066575,-1.0640216219149563
meta-llama/Llama-3.2-3B,4,81,18,0.07277708670598956,-0.449575,-0.5658703552956684,-0.48111776643651905,-0.23268294949006302,0.250734,0.08124171885136425,0.08126988171247752
meta-llama/Llama-3.2-3B-Instruct,2,54,12,1.2526026598021243,0.930008,1.0163622156471492,1.1140489019561886,0.749918223386168,0.985095,0.8187353936568652,0.9052922745468042
microsoft/Phi-3-mini-4k-instruct,4,74,13,0.8004246049809685,1.487252,1.43797232215846,1.51751552005189,0.149928677874303,-0.057349,-0.3450458368976925,-0.315426551774836
microsoft/Phi-3.5-mini-instruct,2,86,19,1.4007339831570638,1.151492,0.9877244679065155,1.0765532631130648,-0.8784559358035886,-1.156804,-1.0809720434324315,-1.1931190950670867
microsoft/phi-1_5,4,99,25,-1.6802346025225927,-0.487316,-0.5720311867350556,-0.5716938606481721,0.1779639526294512,-0.472573,-0.5176788848630341,-0.5387089727367973
microsoft/phi-2,0,68,14,-0.10027679825574339,0.217913,0.2361764213032617,0.2923379114683912,0.501017574196128,0.467856,0.1998053715877663,0.24553536771124726
mistralai/Mistral-7B-Instruct-v0.3,2,53,12,1.2000726190916915,1.245898,1.155524464315564,1.439470774111937,0.44790979932075814,0.717858,0.3529390501119145,0.5681632925712511
mistralai/Mistral-7B-v0.1,4,74,15,0.834716879457574,0.126032,0.03887250103852225,0.14521880031387002,0.0966052921625558,0.359104,0.40286026918794254,0.44160572633751977
mistralai/Mistral-7B-v0.3,4,78,14,1.0000307657743168,0.038828,-0.06774918013555419,0.054791937536175804,0.12765343927920914,0.42705,0.3621065751561911,0.42472091708184373
nvidia/AceInstruct-1.5B,3,93,22,1.2000005032886756,1.251832,0.9862630543501377,1.0612397300748067,-0.8294930386589155,-0.603999,-0.562396596534615,-0.5769934537092015
nvidia/Nemotron-Mini-4B-Instruct,0,95,21,-0.2878474014217608,-0.054424,-0.13258031770324274,-0.09976979536601402,-0.07926924128535984,-0.563741,-0.6218607641902205,-0.6385947253723437
openai-community/gpt2,2,83,18,-4.777506370811847,-2.07282,-2.9831259969969386,-4.640044061742487,1.4098680074380323,1.032407,1.0791237672207505,1.1681948780060374
openai-community/gpt2-large,1,110,27,-3.476007936341106,-2.654978,-3.5160769216281795,-5.641696526803179,0.9870002701559696,0.564614,0.6136689582115946,0.6581293305984282
openai-community/gpt2-medium,1,88,22,-5.002323455022619,-2.379833,-3.3245739611117484,-5.191400481848315,0.9614469410271695,0.579229,0.6310538201207918,0.6439680092423093
openai-community/gpt2-xl,0,77,16,-3.4726252991659483,-1.961884,-2.7337677792246318,-4.051022110826127,1.29542114288697,0.879069,0.9114652040344414,1.025354651118746
openbmb/MiniCPM-1B-sft-bf16,0,65,13,-4.045693820047437,-1.666175,-2.436297784742617,-3.4484078448991164,1.6491799078386786,1.965686,1.7387019730126776,2.4787289463475637
openbmb/MiniCPM-2B-sft-bf16,4,103,23,-1.8184936663873335,-1.59818,-2.035024945014823,-2.3317753312759395,0.39290070622194356,0.282888,0.2987521858067383,0.3170407722730842
openlm-research/open_llama_3b,3,74,15,-1.414623305022266,-0.150528,-0.2137667558788151,-0.18270568553248268,1.3422494038495132,0.911044,0.9332384298138733,1.083838532036419
pankajmathur/orca_mini_3b,1,102,24,-1.9502998638020907,-1.717475,-1.8661438199504878,-2.056165009514235,0.5384632712302615,0.842526,0.9474027122406053,0.9737256690629802
pankajmathur/orca_mini_v9_5_3B-Instruct,3,78,16,0.8000845933986777,0.9755,0.7956371878467587,0.856400074583656,0.13818104178848392,-0.253808,-0.276392750941707,-0.2599144594816109
stabilityai/stablelm-2-1_6b,2,89,19,-1.6060503987317092,-1.386677,-1.7615135449667476,-1.974263569732118,0.4363036962012238,0.503372,0.5209280034104666,0.603525430365006
stabilityai/stablelm-2-1_6b-chat,4,75,17,-0.40849332522063203,0.138035,-0.09766458269197908,-0.006382690099445614,-0.6724634795859034,-0.755294,-0.752420071927726,-0.8093913071732128
stabilityai/stablelm-2-zephyr-1_6b,3,107,24,-0.793037173757855,-0.40706,-0.4899396229874408,-0.4792345949850937,-0.740557682754183,-0.502697,-0.4982539058503661,-0.49961605514978563
stabilityai/stablelm-3b-4e1t,4,88,20,-1.4000397984409467,-0.753695,-0.8573796358572112,-0.83538128978799,-0.17365707544821607,0.179872,0.12346186999522299,0.12505592563752815
stabilityai/stablelm-zephyr-3b,2,95,20,-0.645456207237554,-0.406953,-0.4933115221819156,-0.47084550393156066,-0.759380275436033,-0.983864,-0.7892362859769968,-0.9214912232042549
tiiuae/Falcon3-1B-Base,4,80,18,0.5787157275549654,-0.211149,-0.3401806697064761,-0.31935287202764034,-0.7518674615500762,-0.92856,-0.8152298797455817,-0.9596579957809848
tiiuae/Falcon3-1B-Instruct,4,59,12,0.858053931529204,0.795907,0.6484497570468581,0.821574030448991,-0.9731634335047172,-1.016585,-0.8892615681548829,-1.0770914396345186
tiiuae/Falcon3-3B-Base,4,64,12,1.6245551718469429,2.02897,2.102845383497573,2.3193937941536142,-0.8949994665376158,-0.728801,-0.7386305663278312,-0.8189841844705786
tiiuae/Falcon3-3B-Instruct,4,68,12,2.0002958620884885,2.057303,1.8841595892681424,2.051085272776246,-0.7151921799439891,-1.067253,-0.9842610861039536,-1.0849194739918695
tiiuae/Falcon3-7B-Base,1,48,12,2.1999449259245627,1.682397,1.8655763581107285,1.9147206978281286,-0.36650208476963075,0.303047,0.09794928268717012,0.24388897651185068
togethercomputer/RedPajama-INCITE-7B-Base,2,89,15,-3.5292423681390344,-1.854295,-2.251946873400809,-2.605807472368284,0.5907227373807125,1.262236,1.2560717879415604,1.405385752162455
togethercomputer/RedPajama-INCITE-Base-3B-v1,2,83,16,-3.4344610586602293,-1.970692,-2.458168366330071,-2.9389895615058217,1.0527247661909689,1.264809,1.2749526694519164,1.3927197733007646
utter-project/EuroLLM-1.7B,4,112,26,-2.6254992438289046,-1.876381,-2.187543486093534,-2.4921783316408175,1.0949158055148989,0.625677,0.7341442243194904,0.7666169788801395
utter-project/EuroLLM-1.7B-Instruct,0,86,18,-2.4419965686718523,-1.339164,-1.5866511057759367,-1.7303018314381602,0.12578971354494806,0.258594,0.27040321019670455,0.30318192520643894
