model,pirt,actual,items,fold
noname0202/llama-math-1b-r32-0to512tokens-test,0.3193585885336303,0.23672883787661406,8,0
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,0.22975479249879388,0.27403156384505023,8,0
bunnycore/Llama-3.2-3B-Della,0.2601251414190457,0.2682926829268293,8,0
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.3193585885336303,0.24533715925394547,8,0
ruizhe1217/sft-s1-qwen-0.5b,0.11269674908895277,0.2797704447632712,12,0
carsenk/phi3.5_mini_exp_825_uncensored,0.13897569615743402,0.242467718794835,10,0
bunnycore/Smol-Llama-3.2-3B,0.3193585885336303,0.2381635581061693,8,0
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,0.1991729757036733,0.23242467718794835,8,0
NousResearch/Hermes-3-Llama-3.2-3B,0.2806630679843283,0.2467718794835007,8,0
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,0.3193585885336303,0.23385939741750358,8,0
BramVanroy/fietje-2-instruct,0.11901308515325658,0.21377331420373027,10,0
godlikehhd/alpaca_data_score_max_2500,0.16303360124691516,0.29124820659971307,8,0
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,0.3193585885336303,0.22812051649928264,8,0
yasserrmd/Coder-GRPO-3B,0.3193585885336303,0.26398852223816355,8,0
akhadangi/Llama3.2.1B.0.1-Last,0.05977643722391897,0.2309899569583931,110,0
Novaciano/ASTAROTH-3.2-1B,0.3193585885336303,0.24103299856527977,8,0
anakin87/gemma-2b-orpo,0.08575128950618252,0.27403156384505023,43,0
ngxson/MiniThinky-1B-Llama-3.2,0.06972618824787895,0.2539454806312769,72,0
LilRg/10PRYMMAL-3B-slerp,0.1633748710299699,0.32281205164992827,8,0
RezVortex/Jajuka-3b,0.3193585885336303,0.23959827833572453,8,0
DavieLion/Llama-3.2-1B-SPIN-iter3,0.2745240789568965,0.24820659971305595,8,0
ibm-granite/granite-3.1-2b-base,0.18663241942073103,0.2539454806312769,8,0
tinycompany/ShawtyIsBad-bgem3,0.258426274312387,0.30272596843615496,8,0
sumink/bbhqwen3,0.3193585885336303,0.22381635581061693,8,0
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,0.07732378154198248,0.24820659971305595,50,0
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,0.2601251414190457,0.2654232424677188,8,0
prithivMLmods/Llama-Deepsync-3B,0.13778354786450417,0.2769010043041607,8,0
google/flan-t5-base,0.15652977372146587,0.23672883787661406,8,0
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,0.3193585885336303,0.23242467718794835,8,0
EpistemeAI/Athena-gemma-2-2b-it,0.13752893032209923,0.2812051649928264,9,0
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,0.3193585885336303,0.24103299856527977,8,0
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,0.29853515899222083,0.2568149210903874,8,0
01-ai/Yi-1.5-6B,0.17780224260660288,0.3127690100430416,8,0
lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR,0.12831151187752707,0.2654232424677188,8,0
BramVanroy/fietje-2-chat,0.13853787069016885,0.2266857962697274,8,0
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,0.13243547091174893,0.3314203730272597,8,0
vhab10/Llama-3.2-Instruct-3B-TIES,0.13778354786450417,0.2855093256814921,8,0
JayHyeon/Qwen2.5-0.5B-SFT,0.3193585885336303,0.26398852223816355,8,0
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,0.21351373857283756,0.2797704447632712,8,0
mrdayl/OpenCognito-r1,0.1567356704629594,0.2797704447632712,8,0
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,0.2371770665520803,0.22525107604017217,8,0
Qwen/Qwen2.5-3B-Instruct,0.2522142121634482,0.23959827833572453,8,0
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,0.11269674908895277,0.25968436154949787,12,0
dwikitheduck/gemma-2-2b-id-instruct,0.15165932288314887,0.2898134863701578,8,0
princeton-nlp/Sheared-LLaMA-2.7B,0.1806799221456865,0.24390243902439024,8,0
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.3193585885336303,0.23242467718794835,8,0
oopere/pruned20-llama-1b,0.2271238556905548,0.2152080344332855,8,0
prithivMLmods/Llama-3.2-3B-Math-Oct,0.10036067263553679,0.26398852223816355,20,0
bunnycore/QwQen-3B-LCoT,0.3193585885336303,0.2381635581061693,8,0
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V1,0.1719871262292849,0.30703012912482064,8,0
SkyOrbis/SKY-Ko-Llama3.2-3B-lora-epoch3,0.09831032685037482,0.28263988522238165,19,1
oopere/pruned20-llama-3.2-3b,0.24400639011440264,0.24103299856527977,8,1
Youlln/ECE-PRYMMAL0.5B-Youri,0.11462639812126194,0.23242467718794835,15,1
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,0.15311646893276684,0.31420373027259685,8,1
thirdeyeai/elevate360m,0.1266591604199506,0.2467718794835007,8,1
someon98/qwen-CoMa-0.5b,0.11894661503170981,0.2065997130559541,13,1
meta-llama/Llama-3.2-3B-Instruct,0.2169364142831192,0.21664275466284075,8,1
bamec66557/mergekit-model_stock-zdaysvi,0.12541656667472442,0.30272596843615496,8,1
RezVortex/JAJUKA-WEWILLNEVERFORGETYOU-3B,0.28541400076937934,0.23529411764705882,8,1
jaspionjader/test-14,0.10562090426823109,0.31563845050215206,17,1
meditsolutions/Llama-3.2-SUN-1B-Instruct,0.07605200434146173,0.2467718794835007,44,1
bunnycore/DeepQwen-3B-LCoT-SCE,0.3192936321012553,0.22812051649928264,8,1
allknowingroger/Gemma2Slerp2-2.6B,0.1952922587593209,0.3098995695839311,8,1
EpistemeAI/Llama-3.2-3B-Agent007-Coder,0.19060512941467786,0.23385939741750358,8,1
ell44ot/gemma-2b-def,0.2979486061893965,0.25968436154949787,8,1
Nexesenex/Llama_3.2_1b_SunOrca_V1,0.27877519120031197,0.25107604017216645,8,1
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-v2-epoch5,0.11866469412997034,0.2467718794835007,15,1
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,0.19839546062791094,0.2812051649928264,8,1
Marsouuu/lareneg1_78B-ECE-PRYMMAL-Martial,0.2104842123684896,0.2898134863701578,8,1
lunahr/thea-3b-50r-u1,0.3192936321012553,0.26255380200860834,8,1
JayHyeon/Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,0.24696241833292457,0.26255380200860834,8,1
DavieLion/Llama-3.2-1B-SPIN-iter2,0.2791317597212768,0.23959827833572453,8,1
mosama/Qwen2.5-1.5B-Instruct-CoT-Reflection,0.3003731903734752,0.242467718794835,8,1
mlx-community/Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1-float32,0.3192936321012553,0.24390243902439024,8,1
Daemontatox/NemoR,0.11596947433898243,0.3299856527977044,14,1
nvidia/Nemotron-Mini-4B-Instruct,0.20694327691480352,0.2926829268292683,8,1
Sakalti/SJT-2B-V1.1,0.1952922587593209,0.2654232424677188,8,1
lesubra/ECE-PRYMMAL-3B-SLERP-V1,0.1527922649715772,0.32281205164992827,9,1
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.1-SFT-3B,0.2169364142831192,0.20373027259684362,8,1
Youlln/ECE.EIFFEIL.ia-0.5B-SLERP,0.13418983756894465,0.2783357245337159,8,1
ibm-granite/granite-3.0-1b-a400m-instruct,0.16854444106775815,0.2539454806312769,8,1
EpistemeAI/ReasoningCore-3B-RE1-V2C,0.3192936321012553,0.2223816355810617,8,1
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep,0.1442413746559841,0.2697274031563845,8,1
sarvamai/OpenHathi-7B-Hi-v0.1-Base,0.06432871404898007,0.23385939741750358,84,1
SicariusSicariiStuff/Eximius_Persona_5B,0.15928007858334123,0.27116212338593976,8,1
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,0.24517343028766714,0.27403156384505023,8,1
meta-llama/Llama-3.2-1B-Instruct,0.18137449215678583,0.23959827833572453,8,1
pints-ai/1.5-Pints-16K-v0.1,0.07696006266059749,0.25107604017216645,50,1
FlofloB/40k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,0.3192936321012553,0.242467718794835,8,1
Columbia-NLP/LION-Gemma-2b-dpo-v1.0,0.1266591604199506,0.23242467718794835,8,1
JayHyeon/Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,0.2272535547831283,0.2769010043041607,8,1
Spestly/Athena-1-3B,0.3192936321012553,0.2783357245337159,8,1
Sakalti/SJT-1.5B-Alpha,0.26053694977096253,0.2855093256814921,8,1
jpacifico/Lucie-Boosted-7B-Instruct,0.27877519120031197,0.26398852223816355,8,1
godlikehhd/alpaca_data_ifd_max_2600,0.18409227122318478,0.3127690100430416,8,1
Alepach/notHumpback-M1,0.06964975873468672,0.25107604017216645,68,1
h2oai/h2o-danube3-500m-chat,0.1366033126748752,0.19799139167862267,8,1
ontocord/wide_3b_sft_stage1.2-ss1-expert_news,0.3192936321012553,0.23242467718794835,8,1
postbot/gpt2-medium-emailgen,0.3192936321012553,0.22381635581061693,8,1
fblgit/miniclaus-qw1.5B-UNAMGS,0.26053694977096253,0.2926829268292683,8,1
Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties-v2,0.1527922649715772,0.32281205164992827,9,1
Invalid-Null/PeiYangMe-0.5,0.12074540419853377,0.22955523672883787,16,1
NotASI/FineTome-Llama3.2-1B-0929,0.19060512941467786,0.2582496413199426,8,1
FINGU-AI/Q-Small-3B,0.3192936321012553,0.2568149210903874,8,1
MaziyarPanahi/calme-2.1-phi3.5-4b,0.18137449215678583,0.35437589670014347,8,1
appvoid/arco-2-instruct,0.1122270833544827,0.25107604017216645,16,1
jpacifico/Lucie-7B-Instruct-Merged-Model_Stock-v1.1,0.3186130293092266,0.27403156384505023,8,1
MaziyarPanahi/calme-2.1-phi3-4b,0.1527922649715772,0.33715925394548063,9,1
JayHyeon/Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam,0.3192936321012553,0.25968436154949787,8,1
jebish7/Nemotron-Mini-4B-Instruct,0.14715746119469225,0.2855093256814921,8,1
ymcki/gemma-2-2b-jpn-it-abliterated-17-18-24,0.11650850762565376,0.2797704447632712,11,1
tinycompany/SigmaBoi-nomic-moe,0.2104842123684896,0.29124820659971307,8,1
JayHyeon/Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,0.1877886284450039,0.25538020086083213,8,1
bamec66557/VICIOUS_MESH-12B-0.X.ver,0.14925351804582712,0.3314203730272597,8,1
ontocord/wide_3b_sft_stage1.2-ss1-expert_how-to,0.3192936321012553,0.23385939741750358,8,1
DreadPoor/Elusive_Dragon_Heart-8B-LINEAR,0.12677203981478857,0.296987087517934,11,1
Sakalti/Anemoi-3B,0.1960360467173521,0.30703012912482064,8,1
EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0,0.3192936321012553,0.24103299856527977,8,1
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,0.17436859639257682,0.2568149210903874,8,1
jpacifico/Chocolatine-3B-Instruct-DPO-v1.0,0.1527922649715772,0.3127690100430416,9,1
assskelad/smollm2-360M-sft_SmallThoughts,0.3192936321012553,0.2223816355810617,8,1
Sakalti/light-3b-beta,0.1683391082155822,0.2998565279770445,8,1
iFaz/llama32_3B_en_emo_5000_stp,0.28541400076937934,0.24390243902439024,8,1
Qwen/Qwen2.5-0.5B-Instruct,0.2169364142831192,0.2152080344332855,8,1
RESMPDEV/Qwen2-Wukong-0.5B,0.15928007858334123,0.18220946915351507,8,1
T145/qwen-2.5-3B-merge-test,0.3192936321012553,0.2697274031563845,8,1
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,0.3192936321012553,0.23959827833572453,8,1
Nexesenex/Llama_3.2_1b_Synopsys_0.1,0.09042861620172533,0.2152080344332855,28,1
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-epoch5,0.13871516623689528,0.25107604017216645,8,1
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories.no_issue,0.3192936321012553,0.2309899569583931,8,1
bhuvneshsaini/merged_model,0.3192936321012553,0.22381635581061693,8,1
meditsolutions/Llama-3.2-SUN-HDIC-1B-Instruct,0.06689825174897991,0.23959827833572453,82,1
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-3ep_0alp_0lam,0.2966160780536803,0.25538020086083213,8,1
meditsolutions/Llama-3.2-SUN-1B-chat,0.3192936321012553,0.242467718794835,8,1
brgx53/3Bgeneral-ECE-PRYMMAL-Martial,0.15888798521597705,0.33715925394548063,8,1
TinyLlama/TinyLlama-1.1B-Chat-v0.6,0.2169364142831192,0.19225251076040173,8,1
qq8933/OpenLongCoT-Base-Gemma2-2B,0.3192936321012553,0.2266857962697274,8,1
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_1vpo_const,0.2788193585799101,0.27116212338593976,8,1
netcat420/MFANN3bv0.19,0.10010334389760389,0.2783357245337159,20,1
VAGOsolutions/SauerkrautLM-Gemma-2b,0.18137449215678583,0.21233859397417504,8,1
Shreyash2010/Uma-4x4B-Instruct-v0.1,0.411420969204748,0.3328550932568149,8,1
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V4,0.24824230451968068,0.2769010043041607,8,1
MaziyarPanahi/calme-2.2-phi3-4b,0.13633644921886195,0.3242467718794835,10,1
vhab10/llama-3-8b-merged-linear,0.1915636883000724,0.3098995695839311,8,1
Qwen/Qwen2.5-Math-7B-Instruct,0.45459438846563266,0.21664275466284075,8,1
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep,0.20073169974888042,0.2769010043041607,8,1
allenai/OLMoE-1B-7B-0924,0.1673200416519791,0.24103299856527977,8,1
OpenBuddy/openbuddy-zero-3b-v21.2-32k,0.2169364142831192,0.1951219512195122,8,1
agentlans/Llama-3.2-1B-Instruct-CrashCourse12K,0.24356340187408937,0.23529411764705882,8,1
google/recurrentgemma-2b-it,0.13289958073563418,0.26255380200860834,11,1
bamec66557/VICIOUS_MESH-12B_Razor,0.1726585828347736,0.32568149210903874,8,1
ontocord/merged_0.2_expert_0.8-stack_2x,0.3192936321012553,0.22525107604017217,8,1
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V3,0.26053694977096253,0.29124820659971307,8,1
magnifi/Phi3_intent_v56_3_w_unknown_5_lr_0.002,0.17887288979098645,0.2568149210903874,8,1
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,0.1266591604199506,0.2582496413199426,8,1
insightfactory/Llama-3.2-3B-Instruct-unsloth-bnb-4bitlora_model,0.09401456663120224,0.2812051649928264,24,1
tiiuae/Falcon3-1B-Instruct,0.12908217701616376,0.26255380200860834,8,1
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,0.27877519120031197,0.27259684361549497,8,1
inumulaisk/eval_model,0.4093804897933957,0.30416068866571017,8,1
nbeerbower/Dumpling-Qwen2.5-1.5B,0.08972091358107524,0.2539454806312769,37,1
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-2ep_0alp_0lam,0.3003731903734752,0.25968436154949787,8,1
netcat420/MFANN3bv1.4,0.10427315171814044,0.2892086330935252,14,2
netcat420/MFANN3bv1.2,0.3012048512402323,0.2446043165467626,8,2
Mxode/NanoLM-1B-Instruct-v1.1,0.2036590316618918,0.19568345323741007,8,2
nidum/Nidum-Limitless-Gemma-2B,0.09861035423755479,0.27482014388489207,18,2
prithivMLmods/Bellatrix-1.5B-xElite,0.10493414403328503,0.3064748201438849,15,2
ontocord/wide_3b_sft_stage1.1-ss1-no_redteam_skg_poem.no_issue,0.27867338359715255,0.24028776978417266,8,2
allknowingroger/Gemma2Slerp1-2.6B,0.174330595496297,0.2920863309352518,8,2
OpenLLM-France/Lucie-7B,0.32795753033994224,0.2647482014388489,8,2
godlikehhd/alpaca_data_sampled_ifd_5200,0.24564798699137175,0.31510791366906477,8,2
tiiuae/falcon-mamba-7b,0.15596762792082158,0.302158273381295,8,2
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-2ep_0alp_0lam,0.29968937237644006,0.260431654676259,8,2
AI4free/Dhanishtha,0.05987329039090413,0.28489208633093527,115,2
bunnycore/Llama-3.2-3B-Long-Think,0.2036590316618918,0.18992805755395684,8,2
pszemraj/Llama-3-6.3b-v0.1,0.23214479182409642,0.24316546762589927,8,2
sabersaleh/Llama2-7B-SimPO,0.3012048512402323,0.2302158273381295,8,2
JayHyeon/Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,0.27397128088568423,0.26762589928057556,8,2
ValiantLabs/Llama3.2-3B-ShiningValiant2,0.12787858190836865,0.29784172661870506,8,2
T145/ZEUS-8B-V15,0.24564798699137175,0.2647482014388489,8,2
vonjack/Phi-3-mini-4k-instruct-LLaMAfied,0.1603842930908202,0.3251798561151079,8,2
Sakalti/Llama3.2-3B-Uranus-1,0.0949985017028901,0.2935251798561151,20,2
Novaciano/LEWD-Mental-Cultist-3.2-1B,0.19132772203436713,0.2302158273381295,8,2
llnYou/ECE-PRYMMAL-YL-1B-SLERP-V5,0.22193616486782894,0.2906474820143885,8,2
Sakalti/Saba1.5-Pro-3B,0.27397128088568423,0.26187050359712233,8,2
Sakalti/SJT-0.5B,0.11295341709692187,0.2805755395683453,11,2
ontocord/wide_3b_sft_stage1.1-ss1-with_math.no_issue,0.32234192490228486,0.22877697841726619,8,2
pankajmathur/orca_mini_v9_6_1B-Instruct,0.09302210162383018,0.26187050359712233,24,2
iFaz/llama32_3B_en_emo_1000_stp,0.32234192490228486,0.24316546762589927,8,2
KingNish/qwen-1b-continued-v2.1,0.12787858190836865,0.260431654676259,8,2
akhadangi/Llama3.2.1B.0.01-First,0.052213034402337634,0.24172661870503598,152,2
Youlln/ECE-PRYMMAL0.5-FT,0.17152873456591117,0.22446043165467625,8,2
netcat420/MFANN-phigments-slerp-V3.2,0.10427315171814044,0.2892086330935252,14,2
microsoft/Phi-3-mini-4k-instruct,0.4656186922268153,0.31798561151079136,8,2
LLM4Binary/llm4decompile-1.3b-v2,0.29968937237644006,0.24028776978417266,8,2
Mxode/NanoLM-1B-Instruct-v2,0.2036590316618918,0.19280575539568345,8,2
JayHyeon/Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,0.29968937237644006,0.26762589928057556,8,2
lesubra/ECE-EIFFEL-3Bv3,0.15562979223434562,0.33093525179856115,9,2
vonjack/SmolLM2-360M-Merged,0.1093457820473133,0.2762589928057554,15,2
yuchenxie/ArlowGPT-3B-Multilingual,0.32234192490228486,0.2460431654676259,8,2
allenai/OLMo-7B-hf,0.444513825577792,0.2460431654676259,8,2
EpistemeAI/ReasoningCore-3B-T1_1,0.32234192490228486,0.2446043165467626,8,2
Youlln/3PRYMMAL-PHI3-3B-SLERP,0.16508526143183158,0.3294964028776978,8,2
JayHyeon/Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,0.22473956388938027,0.26187050359712233,8,2
HuggingFaceTB/SmolLM-1.7B,0.47672229575957575,0.2302158273381295,8,2
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,0.23845444822478776,0.2949640287769784,8,2
godlikehhd/alpaca_data_ifd_me_max_5200,0.13528978786310705,0.2992805755395683,8,2
NYTK/PULI-LlumiX-32K,0.09971352594991939,0.25467625899280577,17,2
Nexesenex/Llama_3.2_1b_RandomLego_RP_R1_0.1,0.2655888359057015,0.25323741007194245,8,2
aloobun/d-SmolLM2-360M,0.08433079845250273,0.26187050359712233,33,2
V3N0M/Jenna-Tiny-2.0,0.12036216358976248,0.2302158273381295,9,2
Sicarius-Prototyping/Micropenis_1B,0.10427315171814044,0.25755395683453236,14,2
meditsolutions/Llama-3.2-SUN-2.5B-chat,0.2036590316618918,0.1971223021582734,8,2
DeepMount00/Lexora-Lite-3B_v2,0.08942204679972611,0.2733812949640288,26,2
akhadangi/Llama3.2.1B.0.01-Last,0.0528008523292672,0.2489208633093525,144,2
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1,0.2036590316618918,0.20575539568345325,8,2
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7-3ep_0alp_0lam,0.29968937237644006,0.25755395683453236,8,2
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_2ep_0alp_0lam,0.29968937237644006,0.26187050359712233,8,2
ontocord/wide_3b_sft_stage1.2-ss1-expert_math,0.32234192490228486,0.22158273381294963,8,2
Marsouuu/lareneg3B-ECE-PRYMMAL-Martial,0.12585111807508045,0.32805755395683456,8,2
JayHyeon/Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,0.21695222498282674,0.2776978417266187,8,2
ContactDoctor/Bio-Medical-Llama-3-8B,0.1858550065310664,0.33093525179856115,8,2
JayHyeon/Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,0.29968937237644006,0.25323741007194245,8,2
