floor,se_target,n_models,median_len,mean_len,pct_cap,pct_info_plateau,pct_reach,r_correctness,slope_correctness,theta_mae_correctness,median_sd_correctness,median_se_total_correctness,pct_reach_se_ability_correctness,pct_se_total_le_0.25_correctness,pct_se_total_le_0.3_correctness
15,0.3,114,15.0,17.63157894736842,0.0,0.38596491228070173,0.49122807017543857,0.9478347134103201,0.9656516988280772,0.4647148014756346,0.28776330302683056,0.30219354055029113,0.6140350877192983,0.35964912280701755,0.49122807017543857
15,0.32,114,15.0,17.31578947368421,0.0,0.3684210526315789,0.47368421052631576,0.9474054304380857,0.9652321646643656,0.4662975059892152,0.2989858108624363,0.3153793355777368,0.631578947368421,0.35964912280701755,0.47368421052631576
20,0.15,114,22.0,23.42982456140351,0.0,0.7017543859649122,0.2894736842105263,0.9559522013576217,1.006541839515892,0.4068750036264409,0.22295601737239407,0.24456402118702944,0.2982456140350877,0.5175438596491229,0.5877192982456141
20,0.2,114,21.0,23.00877192982456,0.0,0.6052631578947368,0.38596491228070173,0.955958919353321,1.0065830092520893,0.4063891319736675,0.22295601737239407,0.24456402118702944,0.39473684210526316,0.5175438596491229,0.5877192982456141
20,0.22,114,20.0,22.596491228070175,0.0,0.5175438596491229,0.47368421052631576,0.9561093219816914,1.0070942092661928,0.4029104411300703,0.22295601737239407,0.2446869951841171,0.4824561403508772,0.5175438596491229,0.5877192982456141
20,0.25,114,20.0,22.05263157894737,0.0,0.4298245614035088,0.5614035087719298,0.9552929463822354,1.005948667303974,0.4152914533949237,0.2453122172115259,0.2641227830482802,0.5701754385964912,0.4473684210526316,0.5877192982456141
20,0.27,114,20.0,21.67543859649123,0.0,0.40350877192982454,0.5789473684210527,0.9550412806832131,1.0054793737298062,0.4159456614604977,0.2579721530938593,0.27519291935596313,0.5964912280701754,0.4298245614035088,0.5789473684210527
20,0.3,114,20.0,21.342105263157894,0.0,0.37719298245614036,0.543859649122807,0.9541603485531758,1.0049678197771628,0.4309063783190283,0.26863984605452684,0.28416043792843637,0.6228070175438597,0.4298245614035088,0.543859649122807
20,0.32,114,20.0,21.210526315789473,0.0,0.3508771929824561,0.543859649122807,0.9542587206519165,1.00511312949854,0.4290504634997834,0.26863984605452684,0.28416043792843637,0.6491228070175439,0.4298245614035088,0.543859649122807
25,0.15,114,25.0,27.271929824561404,0.0,0.6929824561403509,0.2982456140350877,0.9542938712018362,1.0218860300551655,0.40974016141639985,0.2139381039984612,0.24456402118702944,0.30701754385964913,0.5263157894736842,0.631578947368421
25,0.2,114,25.0,27.07894736842105,0.0,0.5877192982456141,0.40350877192982454,0.954246946199816,1.0219652319744572,0.41030322400752456,0.2139381039984612,0.24456402118702944,0.41228070175438597,0.5263157894736842,0.631578947368421
25,0.22,114,25.0,26.68421052631579,0.0,0.4824561403508772,0.5087719298245614,0.9543381871689013,1.0222351824952582,0.40701554766392534,0.21943903757859934,0.2446869951841171,0.5175438596491229,0.5263157894736842,0.631578947368421
25,0.25,114,25.0,26.24561403508772,0.0,0.40350877192982454,0.5877192982456141,0.9536678764496224,1.0212984477387888,0.41846683866853385,0.23433518189920804,0.2568239862645206,0.5964912280701754,0.45614035087719296,0.631578947368421
25,0.27,114,25.0,25.982456140350877,0.0,0.3684210526315789,0.6140350877192983,0.9538663942005664,1.0214327943289514,0.4149247635427673,0.23563817635822043,0.25973983134531603,0.631578947368421,0.45614035087719296,0.6228070175438597
25,0.3,114,25.0,25.736842105263158,0.0,0.32456140350877194,0.5877192982456141,0.9534244620175795,1.0214424816516545,0.422712004232017,0.23563817635822043,0.25973983134531603,0.6754385964912281,0.45614035087719296,0.5877192982456141
25,0.32,114,25.0,25.587719298245613,0.0,0.2982456140350877,0.5877192982456141,0.953489073943949,1.0210758156482558,0.42066958557004475,0.23563817635822043,0.25973983134531603,0.7017543859649122,0.45614035087719296,0.5877192982456141
